actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,subsInPlayerName,subsInPersonId,assistPlayerName,assistPersonId,assistTotal,blockPlayerName,blockPersonId,blockTotal,turnoverTotal,stealPlayerName,stealPersonId,stealTotal,value
189,PT08M03.00S,2020-02-27T04:19:04.8Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628378,11.251642575558476,41.98069852941176,1610612762,28,36,2020-02-27T04:19:10Z,1890000,left,[UTA] Mitchell jumpshot: Made (11 PTS),[1628378],1610612762.0,UTA,drivingfloating,,,Mitchell,D. Mitchell,,,,,,,,,,: Made,11.0,7.12,,,,,,,,,,,,,,,,,
190,PT07M42.00S,2020-02-27T04:19:27.7Z,2,REGULAR,turnover,traveling,[],1627759,,,1610612738,28,36,2020-02-27T04:19:33Z,1900000,,[BOS] Brown traveling turnover (1 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,200834.0,,,,,,,,,,,,,,,,,,,,1.0,,,,
191,PT07M26.00S,2020-02-27T04:19:58.2Z,2,REGULAR,2pt,dunk,"['pointsinthepaint', 'fromturnover']",1628378,8.09789750328515,47.86305147058824,1610612762,30,36,2020-02-27T04:20:03Z,1910000,left,[UTA] Mitchell dunk: Made (13 PTS) assist: Bogdanovic (1 AST),"[1628378, 202711]",1610612762.0,UTA,cutting,,,Mitchell,D. Mitchell,,,,,,,,,,: Made,13.0,3.1,,,,,,,Bogdanovic,202711.0,1.0,,,,,,,,
193,PT07M10.00S,2020-02-27T04:20:13.8Z,2,REGULAR,turnover,lostball,[],1628369,,,1610612738,30,36,2020-02-27T04:20:18Z,1930000,,[BOS] Tatum lostball turnover (2 TO) Steal: O'Neale (1 STL),"[1628369, 1626220]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,2.0,O'Neale,1626220.0,1.0,
195,PT07M04.00S,2020-02-27T04:20:29.7Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",1626220,7.440867279894875,46.14736519607843,1610612762,32,36,2020-02-27T04:20:35Z,1950000,left,[UTA] O'Neale layup: Made (6 PTS),[1626220],1610612762.0,UTA,driving,,,O'Neale,R. O'Neale,,,,,,,,,,: Made,6.0,2.99,,,,,,,,,,,,,,,,,
196,PT07M04.00S,2020-02-27T04:20:31.5Z,2,REGULAR,foul,personal,['1freethrow'],1629684,,,1610612762,32,36,2020-02-27T04:20:51Z,1960000,,[BOS] Williams foul personal (2 PF) (O'Neale 1freethrow),"[1629684, 1626220]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,202053.0,2.0,0.0,O'Neale,1626220.0,,,,,,,,,,,,,,,,,,,,
198,PT07M04.00S,2020-02-27T04:20:42.4Z,2,REGULAR,substitution,out,[],1628378,,,1610612762,32,36,2020-02-27T04:21:24Z,1980000,,[UTA] substitution Mitchell replaced by Clarkson,"[1628378, 203903]",1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,Clarkson,203903.0,,,,,,,,,,,
199,PT07M04.00S,2020-02-27T04:20:42.4Z,2,REGULAR,substitution,out,[],1629684,,,1610612762,32,36,2020-02-27T04:21:24Z,1990000,,[BOS] substitution Williams replaced by Theis,"[1629684, 1628464]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,Theis,1628464.0,,,,,,,,,,,
200,PT07M04.00S,2020-02-27T04:20:42.4Z,2,REGULAR,substitution,out,[],1628400,,,1610612762,32,36,2020-02-27T04:21:24Z,2000000,,[BOS] substitution Ojeleye replaced by Hayward,"[1628400, 202330]",1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,Hayward,202330.0,,,,,,,,,,,
204,PT07M04.00S,2020-02-27T04:21:02.5Z,2,REGULAR,freethrow,1of1,['fromturnover'],1626220,,,1610612762,33,36,2020-02-27T04:21:02Z,2040000,,[UTA] O'Neale freethrow 1of1: Made (7 PTS),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,: Made,7.0,,,,,,,,,,,,,,,,,,
208,PT06M50.00S,2020-02-27T04:21:29.2Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1627759,88.91261498028909,50.55912990196079,1610612738,33,36,2020-02-27T04:21:44Z,2080000,right,[BOS] Brown layup: Missed Block: Gobert (2 BLK),"[1627759, 203497]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,: Missed,,5.73,,,,,,,,,,Gobert,203497.0,2.0,,,,,
210,PT06M50.00S,2020-02-27T04:21:29.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,33,36,2020-02-27T04:27:30Z,2100000,,[BOS] Team offensive rebound,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,208.0,,,,,,,,,,,,,,,,
211,PT06M50.00S,2020-02-27T04:21:34.2Z,2,REGULAR,foul,personal,[],203903,,,1610612738,33,36,2020-02-27T04:27:34Z,2110000,,[UTA] Clarkson foul personal (1 PF),"[203903, 1627759]",1610612762.0,UTA,looseball,,,Clarkson,J. Clarkson,,,,,2530.0,1.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,,,,,,
213,PT06M39.00S,2020-02-27T04:21:50.9Z,2,REGULAR,3pt,jumpshot,['2ndchance'],202954,70.12155059132719,24.088541666666664,1610612738,33,39,2020-02-27T04:21:56Z,2130000,right,[BOS] Wanamaker 3pt shot: Made (3 PTS) assist: Hayward (1 AST),"[202954, 202330]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,: Made,3.0,26.74,,,,,,,Hayward,202330.0,1.0,,,,,,,,
215,PT06M25.00S,2020-02-27T04:22:09.5Z,2,REGULAR,foul,offensive,[],203497,,,1610612762,33,39,2020-02-27T04:22:29Z,2150000,,[UTA] Gobert foul offensive (1 PF),"[203497, 1627759]",1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,202053.0,1.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,,,,,,
217,PT06M25.00S,2020-02-27T04:22:09.5Z,2,REGULAR,turnover,offensivefoul,[],203497,,,1610612762,33,39,2020-02-27T04:22:27Z,2170000,,[UTA] Gobert offensivefoul turnover (2 TO),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,200834.0,,,,,,,,,,,,,,,,,,,,2.0,,,,
218,PT06M08.00S,2020-02-27T04:22:38.9Z,2,REGULAR,2pt,jumpshot,['fromturnover'],1628369,78.0059132720105,67.71599264705883,1610612738,33,39,2020-02-27T04:22:44Z,2180000,right,[BOS] Tatum jumpshot: Missed,[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,,,,,,: Missed,,18.26,,,,,,,,,,,,,,,,,
219,PT06M05.00S,2020-02-27T04:22:41.9Z,2,REGULAR,rebound,defensive,[],202711,,,1610612762,33,39,2020-02-27T04:22:44Z,2190000,,[UTA] Bogdanovic defensive rebound (Off:0 Def:2),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,218.0,2.0,2.0,0.0,,,,,,,,,,,,,
220,PT05M52.00S,2020-02-27T04:22:54.9Z,2,REGULAR,2pt,layup,['pointsinthepaint'],203903,5.601182654402102,43.94148284313725,1610612762,35,39,2020-02-27T04:22:58Z,2200000,left,[UTA] Clarkson layup: Made (2 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,: Made,2.0,3.08,,,,,,,,,,,,,,,,,
221,PT05M35.00S,2020-02-27T04:23:12.3Z,2,REGULAR,2pt,jumpshot,[],202330,74.19513797634691,40.510110294117645,1610612738,35,39,2020-02-27T04:23:17Z,2210000,right,[BOS] Hayward jumpshot: Missed,[202330],1610612738.0,BOS,pullup,,,Hayward,G. Hayward,,,,,,,,,,: Missed,,20.13,,,,,,,,,,,,,,,,,
222,PT05M31.00S,2020-02-27T04:23:16.3Z,2,REGULAR,rebound,defensive,[],201144,,,1610612762,35,39,2020-02-27T04:23:17Z,2220000,,[UTA] Conley defensive rebound (Off:0 Def:1),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,221.0,1.0,1.0,0.0,,,,,,,,,,,,,
223,PT05M27.00S,2020-02-27T04:23:19.7Z,2,REGULAR,3pt,jumpshot,['fastbreak'],201144,30.305519053876477,66.00030637254902,1610612762,38,39,2020-02-27T04:23:34Z,2230000,left,[UTA] Conley 3pt shot: Made (3 PTS),[201144],1610612762.0,UTA,runningpullup,,,Conley,M. Conley,,,,,,,,,,: Made,3.0,25.1,,,,,,,,,,,,,,,,,
224,PT05M09.00S,2020-02-27T04:23:40.3Z,2,REGULAR,foul,offensive,[],1628464,,,1610612738,38,39,2020-02-27T04:23:48Z,2240000,,[BOS] Theis foul offensive (3 PF),"[1628464, 1626220]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,200834.0,3.0,0.0,O'Neale,1626220.0,,,,,,,,,,,,,,,,,,,,
226,PT05M09.00S,2020-02-27T04:23:40.3Z,2,REGULAR,turnover,offensivefoul,[],1628464,,,1610612738,38,39,2020-02-27T04:23:40Z,2260000,,[BOS] Theis offensivefoul turnover (1 TO),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,200834.0,,,,,,,,,,,,,,,,,,,,1.0,,,,
227,PT05M09.00S,2020-02-27T04:23:48.3Z,2,REGULAR,substitution,out,[],203903,,,1610612762,38,39,2020-02-27T04:23:58Z,2270000,,[UTA] substitution Clarkson replaced by Mitchell,"[203903, 1628378]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,Mitchell,1628378.0,,,,,,,,,,,
229,PT05M09.00S,2020-02-27T04:23:48.3Z,2,REGULAR,substitution,out,[],202954,,,1610612762,38,39,2020-02-27T04:24:07Z,2290000,,[BOS] substitution Wanamaker replaced by Smart,"[202954, 203935]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,Smart,203935.0,,,,,,,,,,,
231,PT05M09.00S,2020-02-27T04:24:27.1Z,2,REGULAR,foul,technical,['1freethrow'],1628464,,,1610612762,38,39,2020-02-27T04:24:37Z,2310000,,[BOS] Theis foul technical (1 Tech),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,2530.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,
232,PT05M09.00S,2020-02-27T04:24:38.7Z,2,REGULAR,freethrow,1of1,[],202711,,,1610612762,39,39,2020-02-27T04:24:38Z,2320000,,[UTA] Bogdanovic technical freethrow 1of1: Made (3 PTS),[202711],1610612762.0,UTA,technical,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,: Made,3.0,,,,,,,,,,,,,,,,,,
233,PT05M09.00S,2020-02-27T04:24:40.6Z,2,REGULAR,substitution,out,[],1628464,,,1610612762,39,39,2020-02-27T04:24:43Z,2330000,,[BOS] substitution Theis replaced by Kanter,"[1628464, 202683]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,Kanter,202683.0,,,,,,,,,,,
236,PT04M50.00S,2020-02-27T04:25:13.0Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",202711,7.046649145860711,43.69638480392157,1610612762,39,39,2020-02-27T04:25:19Z,2360000,left,[UTA] Bogdanovic layup: Missed Block: Kanter (1 BLK),"[202711, 202683]",1610612762.0,UTA,driving,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,: Missed,,3.69,,,,,,,,,,Kanter,202683.0,1.0,,,,,
238,PT04M50.00S,2020-02-27T04:25:13.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612762,39,39,2020-02-27T04:25:19Z,2380000,,[UTA] Team offensive rebound,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,236.0,,,,,,,,,,,,,,,,
239,PT04M50.00S,2020-02-27T04:25:17.8Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612762,39,39,2020-02-27T04:25:17Z,2390000,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT04M50.00S,2020-02-27T04:25:18.5Z,2,REGULAR,substitution,out,[],1626220,,,1610612762,39,39,2020-02-27T04:25:22Z,2400000,,[UTA] substitution O'Neale replaced by Ingles,"[1626220, 204060]",1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,Ingles,204060.0,,,,,,,,,,,
242,PT04M45.00S,2020-02-27T04:25:38.7Z,2,REGULAR,2pt,jumpshot,"['fromturnover', '2ndchance']",1628378,6.438896189224705,8.915441176470589,1610612762,41,39,2020-02-27T04:25:58Z,2420000,left,[UTA] Mitchell jumpshot: Made (15 PTS) assist: Gobert (1 AST),"[1628378, 203497]",1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,: Made,15.0,20.58,,,,,,,Gobert,203497.0,1.0,,,,,,,,
244,PT04M22.00S,2020-02-27T04:26:02.2Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],203935,83.39356110381078,37.8140318627451,1610612738,41,39,2020-02-27T04:26:11Z,2440000,right,[BOS] Smart jumpshot: Missed,[203935],1610612738.0,BOS,drivingfloating,,,Smart,M. Smart,,,,,,,,,,: Missed,,12.49,,,,,,,,,,,,,,,,,
245,PT04M19.00S,2020-02-27T04:26:05.2Z,2,REGULAR,rebound,defensive,[],1628378,,,1610612762,41,39,2020-02-27T04:26:11Z,2450000,,[UTA] Mitchell defensive rebound (Off:0 Def:3),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,244.0,3.0,3.0,0.0,,,,,,,,,,,,,
246,PT04M01.00S,2020-02-27T04:26:23.0Z,2,REGULAR,3pt,jumpshot,[],1628378,25.837713534822605,80.4610906862745,1610612762,41,39,2020-02-27T04:26:29Z,2460000,left,[UTA] Mitchell stepback 3pt jumpshot: Missed,[1628378],1610612762.0,UTA,stepback,,,Mitchell,D. Mitchell,,,,,,,,,,: Missed,,24.81,,,,,,,,,,,,,,,,,
247,PT03M57.00S,2020-02-27T04:26:27.0Z,2,REGULAR,rebound,defensive,[],202683,,,1610612738,41,39,2020-02-27T04:26:29Z,2470000,,[BOS] Kanter defensive rebound (Off:0 Def:2),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,246.0,2.0,2.0,0.0,,,,,,,,,,,,,
248,PT03M41.00S,2020-02-27T04:26:43.2Z,2,REGULAR,2pt,jumpshot,[],202330,83.13074901445466,68.94148284313727,1610612738,41,39,2020-02-27T04:26:47Z,2480000,right,[BOS] Hayward jumpshot: Missed,[202330],1610612738.0,BOS,stepback,,,Hayward,G. Hayward,,,,,,,,,,: Missed,,14.64,,,,,,,,,,,,,,,,,
249,PT03M38.00S,2020-02-27T04:26:46.2Z,2,REGULAR,rebound,defensive,[],1628378,,,1610612762,41,39,2020-02-27T04:26:47Z,2490000,,[UTA] Mitchell defensive rebound (Off:0 Def:4),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,248.0,4.0,4.0,0.0,,,,,,,,,,,,,
250,PT03M34.00S,2020-02-27T04:26:50.1Z,2,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fastbreak']",1628378,10.5946123521682,48.59834558823529,1610612762,43,39,2020-02-27T04:26:56Z,2500000,left,[UTA] Mitchell jumpshot: Made (17 PTS),[1628378],1610612762.0,UTA,drivingfloating,,,Mitchell,D. Mitchell,,,,,,,,,,: Made,17.0,5.31,,,,,,,,,,,,,,,,,
251,PT03M33.00S,2020-02-27T04:26:54.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,43,39,2020-02-27T04:26:54Z,2510000,,[BOS] timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT03M13.00S,2020-02-27T04:31:03.4Z,2,REGULAR,foul,personal,['2freethrow'],203497,,,1610612738,43,39,2020-02-27T04:31:22Z,2520000,,[UTA] Gobert foul personal (2 PF) (Hayward 2freethrow),"[203497, 202330]",1610612762.0,UTA,shooting,,,Gobert,R. Gobert,,,,,200834.0,2.0,0.0,Hayward,202330.0,,,,,,,,,,,,,,,,,,,,
254,PT03M13.00S,2020-02-27T04:31:27.1Z,2,REGULAR,freethrow,1of2,[],202330,,,1610612738,43,39,2020-02-27T04:31:27Z,2540000,,[BOS] Hayward freethrow 1of2: Missed,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,: Missed,,,,,,,,,,,,,,,,,,,
255,PT03M13.00S,2020-02-27T04:31:27.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,43,39,2020-02-27T04:31:27Z,2550000,,[BOS] Team offensive rebound,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,254.0,,,,,,,,,,,,,,,,
256,PT03M13.00S,2020-02-27T04:31:41.5Z,2,REGULAR,freethrow,2of2,[],202330,,,1610612738,43,40,2020-02-27T04:31:41Z,2560000,,[BOS] Hayward freethrow 2of2: Made (5 PTS),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,: Made,5.0,,,,,,,,,,,,,,,,,,
257,PT03M06.00S,2020-02-27T04:31:53.8Z,2,REGULAR,2pt,jumpshot,[],1628378,22.421156373193167,23.84344362745098,1610612762,45,40,2020-02-27T04:31:59Z,2570000,left,[UTA] Mitchell jumpshot: Made (19 PTS),[1628378],1610612762.0,UTA,stepback,,,Mitchell,D. Mitchell,,,,,,,,,,: Made,19.0,20.96,,,,,,,,,,,,,,,,,
258,PT02M49.00S,2020-02-27T04:32:10.7Z,2,REGULAR,2pt,jumpshot,[],1628369,78.66294349540078,64.03952205882352,1610612738,45,42,2020-02-27T04:32:19Z,2580000,right,[BOS] Tatum jumpshot: Made (16 PTS) assist: Smart (3 AST),"[1628369, 203935]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,: Made,16.0,16.89,,,,,,,Smart,203935.0,3.0,,,,,,,,
260,PT02M34.00S,2020-02-27T04:32:25.5Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628378,5.732588699080158,37.07873774509804,1610612762,45,42,2020-02-27T04:32:30Z,2600000,left,[UTA] Mitchell jumpshot: Missed,[1628378],1610612762.0,UTA,floating,,,Mitchell,D. Mitchell,,,,,,,,,,: Missed,,6.5,,,,,,,,,,,,,,,,,
261,PT02M33.00S,2020-02-27T04:32:26.5Z,2,REGULAR,rebound,defensive,[],202683,,,1610612738,45,42,2020-02-27T04:32:30Z,2610000,,[BOS] Kanter defensive rebound (Off:0 Def:3),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,260.0,3.0,3.0,0.0,,,,,,,,,,,,,
262,PT02M29.00S,2020-02-27T04:32:32.9Z,2,REGULAR,foul,personal,['2freethrow'],201144,,,1610612738,45,42,2020-02-27T04:32:38Z,2620000,,[UTA] Conley foul personal (2 PF) (Tatum 2freethrow),"[201144, 1628369]",1610612762.0,UTA,shooting,,,Conley,M. Conley,,,,,202053.0,2.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,,,,,,
264,PT02M29.00S,2020-02-27T04:32:56.8Z,2,REGULAR,freethrow,1of2,['fastbreak'],1628369,,,1610612738,45,43,2020-02-27T04:32:56Z,2640000,,[BOS] Tatum freethrow 1of2: Made (17 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,: Made,17.0,,,,,,,,,,,,,,,,,,
265,PT02M29.00S,2020-02-27T04:33:11.6Z,2,REGULAR,freethrow,2of2,['fastbreak'],1628369,,,1610612738,45,44,2020-02-27T04:33:11Z,2650000,,[BOS] Tatum freethrow 2of2: Made (18 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,: Made,18.0,,,,,,,,,,,,,,,,,,
266,PT02M06.00S,2020-02-27T04:33:39.0Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612762,45,44,2020-02-27T04:33:39Z,2660000,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT02M05.00S,2020-02-27T04:33:56.8Z,2,REGULAR,3pt,jumpshot,[],1628378,33.722076215505915,15.755208333333334,1610612762,45,44,2020-02-27T04:34:04Z,2670000,left,[UTA] Mitchell 3pt jumpshot: Missed Block: Smart (1 BLK),"[1628378, 203935]",1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,: Missed,,31.97,,,,,,,,,,Smart,203935.0,1.0,,,,,
269,PT02M05.00S,2020-02-27T04:33:56.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612762,45,44,2020-02-27T04:34:04Z,2690000,,[UTA] Team offensive rebound,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,267.0,,,,,,,,,,,,,,,,
270,PT02M05.00S,2020-02-27T04:34:03.3Z,2,REGULAR,turnover,shotclock,['team'],0,,,1610612762,45,44,2020-02-27T04:34:11Z,2700000,,[UTA] Team shotclock turnover,[],1610612762.0,UTA,,,,,,,,,,2530.0,,,,,,,,,,,,,,,,,,,,,,,,
271,PT01M50.00S,2020-02-27T04:34:27.4Z,2,REGULAR,3pt,jumpshot,['fromturnover'],1628369,71.69842312746385,74.33363970588235,1610612738,45,47,2020-02-27T04:34:33Z,2710000,right,[BOS] Tatum 3pt shot: Made (21 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,,,,,: Made,21.0,25.05,,,,,,,,,,,,,,,,,
272,PT01M30.00S,2020-02-27T04:34:47.9Z,2,REGULAR,3pt,jumpshot,[],201144,19.136005256241788,91.49050245098039,1610612762,48,47,2020-02-27T04:34:52Z,2720000,left,[UTA] Conley 3pt shot: Made (6 PTS) assist: Ingles (1 AST),"[201144, 204060]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,: Made,6.0,24.64,,,,,,,Ingles,204060.0,1.0,,,,,,,,
274,PT01M09.00S,2020-02-27T04:35:07.9Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1628369,91.67214191852825,58.647365196078425,1610612738,48,49,2020-02-27T04:35:14Z,2740000,right,[BOS] Tatum layup: Made (23 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,,,,: Made,23.0,5.33,,,,,,,,,,,,,,,,,
275,PT00M55.10S,2020-02-27T04:35:22.8Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1628378,9.543363994743759,53.50030637254902,1610612762,48,49,2020-02-27T04:35:30Z,2750000,left,[UTA] Mitchell layup: Missed Block: Brown (1 BLK),"[1628378, 1627759]",1610612762.0,UTA,driving,,,Mitchell,D. Mitchell,,,,,,,,,,: Missed,,4.61,,,,,,,,,,Brown,1627759.0,1.0,,,,,
277,PT00M49.30S,2020-02-27T04:35:28.6Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,48,49,2020-02-27T04:35:30Z,2770000,,[BOS] Brown defensive rebound (Off:1 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,275.0,5.0,4.0,1.0,,,,,,,,,,,,,
278,PT00M47.90S,2020-02-27T04:35:29.8Z,2,REGULAR,3pt,jumpshot,['fastbreak'],203935,71.04139290407359,71.6375612745098,1610612738,48,49,2020-02-27T04:35:36Z,2780000,right,[BOS] Smart pullup 3pt jumpshot: Missed,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,,,,,,: Missed,,24.98,,,,,,,,,,,,,,,,,
279,PT00M45.10S,2020-02-27T04:35:32.6Z,2,REGULAR,rebound,defensive,[],201144,,,1610612762,48,49,2020-02-27T04:35:36Z,2790000,,[UTA] Conley defensive rebound (Off:0 Def:2),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,278.0,2.0,2.0,0.0,,,,,,,,,,,,,
280,PT00M34.20S,2020-02-27T04:35:45.1Z,2,REGULAR,turnover,outofbounds,[],201144,,,1610612762,48,49,2020-02-27T04:36:09Z,2800000,,[UTA] Conley outofbounds turnover (1 TO),[201144],1610612762.0,UTA,badpass,,,Conley,M. Conley,,,,,200834.0,,,,,,,,,,,,,,,,,,,,1.0,,,,
281,PT00M34.20S,2020-02-27T04:35:47.7Z,2,REGULAR,substitution,out,[],204060,,,1610612738,48,49,2020-02-27T04:35:53Z,2810000,,[UTA] substitution Ingles replaced by O'Neale,"[204060, 1626220]",1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,O'Neale,1626220.0,,,,,,,,,,,
283,PT00M30.80S,2020-02-27T04:36:09.4Z,2,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fromturnover']",203935,81.553876478318,51.294424019607845,1610612738,48,51,2020-02-27T04:36:15Z,2830000,right,[BOS] Smart jumpshot: Made (4 PTS),[203935],1610612738.0,BOS,drivingfloating,,,Smart,M. Smart,,,,,,,,,,: Made,4.0,12.66,,,,,,,,,,,,,,,,,
284,PT00M10.90S,2020-02-27T04:36:43.5Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628378,9.674770039421814,37.56893382352941,1610612762,50,51,2020-02-27T04:36:50Z,2840000,left,[UTA] Mitchell jumpshot: Made (21 PTS),[1628378],1610612762.0,UTA,drivingbank,,,Mitchell,D. Mitchell,,,,,,,,,,: Made,21.0,7.61,,,,,,,,,,,,,,,,,
285,PT00M10.90S,2020-02-27T04:36:46.1Z,2,REGULAR,foul,personal,['1freethrow'],202683,,,1610612762,50,51,2020-02-27T04:36:51Z,2850000,,[BOS] Kanter foul personal (1 PF) (Mitchell 1freethrow),"[202683, 1628378]",1610612738.0,BOS,shooting,,,Kanter,E. Kanter,,,,,202053.0,1.0,0.0,Mitchell,1628378.0,,,,,,,,,,,,,,,,,,,,
287,PT00M10.90S,2020-02-27T04:36:57.9Z,2,REGULAR,substitution,out,[],201144,,,1610612762,50,51,2020-02-27T04:38:20Z,2870000,,[UTA] substitution Conley replaced by Ingles,"[201144, 204060]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,Ingles,204060.0,,,,,,,,,,,
289,PT00M10.90S,2020-02-27T04:37:19.9Z,2,REGULAR,freethrow,1of1,[],1628378,,,1610612762,51,51,2020-02-27T04:37:19Z,2890000,,[UTA] Mitchell freethrow 1of1: Made (22 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,: Made,22.0,,,,,,,,,,,,,,,,,,
290,PT00M04.60S,2020-02-27T04:37:36.3Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1628369,94.03745072273325,53.255208333333336,1610612738,51,53,2020-02-27T04:37:41Z,2900000,right,[BOS] Tatum layup: Made (25 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,,,,: Made,25.0,1.86,,,,,,,,,,,,,,,,,
291,PT00M04.60S,2020-02-27T04:37:45.4Z,2,REGULAR,stoppage,equipmentmalfunction,[],0,,,1610612762,51,53,2020-02-27T04:38:01Z,2910000,,stoppage equipmentmalfunction,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
