actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
252,PT05M12.00S,2020-01-17T02:03:38.0Z,2,REGULAR,freethrow,1of2,[],203935,,,1610612738,58,36,2020-01-17T02:03:38Z,2510000,,,0,,M. Smart freethrow 1of2 (7 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,,,,,,,,,,,7.0,,,,,,,
253,PT05M12.00S,2020-01-17T02:03:39.3Z,2,REGULAR,substitution,out,[],203114,,,1610612738,58,36,2020-01-17T02:03:53Z,2520000,,,0,,substitution out Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT05M12.00S,2020-01-17T02:03:39.3Z,2,REGULAR,substitution,out,[],1629684,,,1610612738,58,36,2020-01-17T02:03:53Z,2530000,,,0,,substitution out Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT05M12.00S,2020-01-17T02:03:39.3Z,2,REGULAR,substitution,out,[],202330,,,1610612738,58,36,2020-01-17T02:03:53Z,2540000,,,0,,substitution out Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M12.00S,2020-01-17T02:03:39.3Z,2,REGULAR,substitution,in,[],201588,,,1610612738,58,36,2020-01-17T02:03:53Z,2550000,,,0,,substitution in Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT05M12.00S,2020-01-17T02:03:39.3Z,2,REGULAR,substitution,in,[],1628464,,,1610612738,58,36,2020-01-17T02:03:53Z,2560000,,,0,,substitution in Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT05M12.00S,2020-01-17T02:03:39.3Z,2,REGULAR,substitution,in,[],1629750,,,1610612738,58,36,2020-01-17T02:03:53Z,2570000,,,0,,substitution in Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT05M12.00S,2020-01-17T02:04:00.6Z,2,REGULAR,freethrow,2of2,[],203935,,,1610612738,58,37,2020-01-17T02:04:00Z,2580000,,,0,,M. Smart freethrow 2of2 (8 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,,,,,,,,,,,8.0,,,,,,,
260,PT04M51.00S,2020-01-17T02:04:23.1Z,2,REGULAR,2pt,layup,['pointsinthepaint'],101141,92.9862023653088,52.51991421568627,1610612749,60,37,2020-01-17T02:04:30Z,2590000,13.0,13.0,1,right,E. Ilyasova layup (6 PTS) (W. Matthews 1 AST),"[101141, 202083]",1610612749.0,MIL,reverse,,,Ilyasova,E. Ilyasova,,,,,2.27,Made,,,,,,,,,,,,6.0,,,,W. Matthews,202083.0,1.0,
263,PT04M30.00S,2020-01-17T02:04:43.6Z,2,REGULAR,2pt,layup,['pointsinthepaint'],202689,6.258212877792378,50.55912990196079,1610612738,60,39,2020-01-17T02:04:48Z,2610000,-3.0,6.0,1,left,K. Walker layup (13 PTS),[202689],1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,1.21,Made,,,,,,,,,,,,13.0,,,,,,,
265,PT04M16.00S,2020-01-17T02:04:58.0Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1628978,92.19776609724047,49.57873774509804,1610612749,60,39,2020-01-17T02:05:02Z,2630000,-2.0,21.0,1,right,MISS D. DiVincenzo layup,[1628978],1610612749.0,MIL,driving,,,DiVincenzo,D. DiVincenzo,,,,,2.64,Missed,,,,,,,,,,,,,,,,,,,
266,PT04M13.00S,2020-01-17T02:05:01.0Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,60,39,2020-01-17T02:05:02Z,2640000,,,0,,D. Theis REBOUND (Off:0 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,265.0,2.0,2.0,0.0,,,,,,,,,,,,,
267,PT04M06.00S,2020-01-17T02:05:07.3Z,2,REGULAR,turnover,lostball,[],202689,,,1610612738,60,39,2020-01-17T02:05:11Z,2650000,,,0,,K. Walker TURNOVER lostball (2 TOV) Stolen,"[202689, 1628978]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,2.0,DiVincenzo,1628978.0,,,,
268,PT04M06.00S,2020-01-17T02:05:07.3Z,2,REGULAR,steal,,[],1628978,,,1610612749,60,39,2020-01-17T02:05:09Z,2660000,,,0,,D. DiVincenzo STEAL (1 STL),[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT04M03.00S,2020-01-17T02:05:10.5Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628978,93.9060446780552,53.255208333333336,1610612749,62,39,2020-01-17T02:05:16Z,2670000,16.0,5.0,1,right,D. DiVincenzo layup (7 PTS) (G. Hill 1 AST),"[1628978, 201588]",1610612749.0,MIL,running,,,DiVincenzo,D. DiVincenzo,,,,,1.93,Made,,,,,,,,,,,,7.0,,,,G. Hill,201588.0,1.0,
271,PT03M51.00S,2020-01-17T02:05:21.9Z,2,REGULAR,3pt,jumpshot,[],203935,31.750985545335087,68.2061887254902,1610612738,62,42,2020-01-17T02:05:28Z,2690000,-91.0,246.0,1,left,M. Smart 27' 3PT  (11 PTS) (K. Walker 2 AST),"[203935, 202689]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,26.75,Made,,,,,,,,,,,,11.0,,,,K. Walker,202689.0,2.0,
273,PT03M39.00S,2020-01-17T02:05:38.5Z,2,REGULAR,turnover,badpass,[],201588,,,1610612749,62,42,2020-01-17T02:08:22Z,2710000,,,0,,G. Hill TURNOVER badpass (2 TOV) Stolen,"[201588, 1628464]",1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,2.0,Theis,1628464.0,,,,
274,PT03M39.00S,2020-01-17T02:05:38.5Z,2,REGULAR,steal,,[],1628464,,,1610612738,62,42,2020-01-17T02:05:40Z,2720000,,,0,,D. Theis STEAL (1 STL),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT03M36.00S,2020-01-17T02:05:42.8Z,2,REGULAR,foul,personal,['2freethrow'],202083,,,1610612738,62,42,2020-01-17T02:06:02Z,2730000,,,0,,W. Matthews FOUL personal (2 PF) (Tatum 2freethrow),"[202083, 1628369]",1610612749.0,MIL,shooting,,,Matthews,W. Matthews,,,,,,,,,,,,,203591.0,2.0,0.0,Tatum,1628369.0,,,,,,,,
277,PT03M36.00S,2020-01-17T02:06:13.3Z,2,REGULAR,freethrow,1of2,['fromturnover'],1628369,,,1610612738,62,42,2020-01-17T02:06:34Z,2750000,,,0,,MISS J. Tatum freethrow 1of2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Missed,,,,,,,,,,,,,,,,,,,
278,PT03M36.00S,2020-01-17T02:06:13.3Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612738,62,42,2020-01-17T02:06:34Z,2760000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,277.0,,,,,,,,,,,,,,,,
279,PT03M36.00S,2020-01-17T02:06:17.6Z,2,REGULAR,substitution,out,[],201572,,,1610612738,62,42,2020-01-17T02:06:21Z,2770000,,,0,,substitution out Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT03M36.00S,2020-01-17T02:06:17.6Z,2,REGULAR,substitution,in,[],201577,,,1610612738,62,42,2020-01-17T02:06:21Z,2780000,,,0,,substitution in Lopez,[201577],1610612749.0,MIL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT03M36.00S,2020-01-17T02:06:13.3Z,2,REGULAR,freethrow,2of2,['fromturnover'],1628369,,,1610612738,62,42,2020-01-17T02:06:34Z,2790000,,,0,,MISS J. Tatum freethrow 2of2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Missed,,,,,,,,,,,,,,,,,,,
282,PT03M34.00S,2020-01-17T02:06:15.3Z,2,REGULAR,rebound,defensive,[],101141,,,1610612749,62,42,2020-01-17T02:09:38Z,2800000,,,0,,E. Ilyasova REBOUND (Off:0 Def:4),[101141],1610612749.0,MIL,,,,Ilyasova,E. Ilyasova,,,,,,,,,281.0,4.0,4.0,0.0,,,,,,,,,,,,,
283,PT03M17.00S,2020-01-17T02:06:44.3Z,2,REGULAR,3pt,jumpshot,[],201588,67.36202365308804,27.76501225490196,1610612749,65,42,2020-01-17T02:06:48Z,2810000,-111.0,254.0,1,right,G. Hill 28' 3PT  (5 PTS),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,28.26,Made,,,,,,,,,,,,5.0,,,,,,,
284,PT03M02.00S,2020-01-17T02:06:59.3Z,2,REGULAR,3pt,jumpshot,[],202689,30.305519053876477,26.049325980392158,1610612738,65,45,2020-01-17T02:07:02Z,2820000,120.0,232.0,1,left,K. Walker 27' 3PT  (16 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,26.64,Made,,,,,,,,,,,,16.0,,,,,,,
285,PT02M44.00S,2020-01-17T02:07:16.4Z,2,REGULAR,2pt,layup,['pointsinthepaint'],201588,91.67214191852825,53.50030637254902,1610612749,65,45,2020-01-17T02:07:25Z,2830000,18.0,26.0,1,right,MISS G. Hill layup,[201588],1610612749.0,MIL,drivingfingerroll,,,Hill,G. Hill,,,,,3.59,Missed,,,,,,,,,,,,,,,,,,,
286,PT02M42.00S,2020-01-17T02:07:18.4Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,65,45,2020-01-17T02:07:20Z,2840000,,,0,,M. Smart REBOUND (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,285.0,2.0,2.0,0.0,,,,,,,,,,,,,
287,PT02M37.00S,2020-01-17T02:07:23.2Z,2,REGULAR,3pt,jumpshot,[],203935,33.459264126149804,58.40226715686274,1610612738,65,48,2020-01-17T02:07:33Z,2850000,-42.0,262.0,1,left,M. Smart 27' 3PT  (14 PTS),[203935],1610612738.0,BOS,stepback,,,Smart,M. Smart,,,,,27.08,Made,,,,,,,,,,,,14.0,,,,,,,
288,PT02M16.00S,2020-01-17T02:07:45.7Z,2,REGULAR,3pt,jumpshot,[],1628978,68.80749014454665,75.3140318627451,1610612749,68,48,2020-01-17T02:07:49Z,2860000,127.0,241.0,1,right,D. DiVincenzo 28' 3PT  (10 PTS),[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,27.68,Made,,,,,,,,,,,,10.0,,,,,,,
289,PT02M05.00S,2020-01-17T02:07:59.2Z,2,REGULAR,foul,personal,"['inpenalty', '3freethrow']",201588,,,1610612738,68,48,2020-01-17T02:08:17Z,2870000,,,0,,G. Hill FOUL personal (3 PF) (Walker inpenalty),"[201588, 202689]",1610612749.0,MIL,shooting,,,Hill,G. Hill,,,,,,,,,,,,,202037.0,3.0,0.0,Walker,202689.0,,,,,,,,
291,PT02M05.00S,2020-01-17T02:08:30.7Z,2,REGULAR,freethrow,1of3,[],202689,,,1610612738,68,49,2020-01-17T02:08:30Z,2890000,,,0,,K. Walker freethrow 1of3 (17 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,,,,,,,,,,,,17.0,,,,,,,
294,PT02M05.00S,2020-01-17T02:08:48.7Z,2,REGULAR,freethrow,2of3,[],202689,,,1610612738,68,50,2020-01-17T02:08:48Z,2900000,,,0,,K. Walker freethrow 2of3 (18 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,,,,,,,,,,,,18.0,,,,,,,
295,PT02M05.00S,2020-01-17T02:08:49.7Z,2,REGULAR,substitution,out,[],101141,,,1610612738,68,50,2020-01-17T02:09:06Z,2910000,,,0,,substitution out Ilyasova,[101141],1610612749.0,MIL,,,,Ilyasova,E. Ilyasova,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT02M05.00S,2020-01-17T02:08:49.7Z,2,REGULAR,substitution,out,[],1628464,,,1610612738,68,50,2020-01-17T02:09:06Z,2920000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT02M05.00S,2020-01-17T02:08:49.7Z,2,REGULAR,substitution,out,[],1629750,,,1610612738,68,50,2020-01-17T02:09:06Z,2930000,,,0,,substitution out Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT02M05.00S,2020-01-17T02:08:49.7Z,2,REGULAR,substitution,in,[],203507,,,1610612738,68,50,2020-01-17T02:09:06Z,2950000,,,0,,substitution in Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT02M05.00S,2020-01-17T02:08:49.7Z,2,REGULAR,substitution,in,[],202683,,,1610612738,68,50,2020-01-17T02:09:06Z,2970000,,,0,,substitution in Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT02M05.00S,2020-01-17T02:08:49.7Z,2,REGULAR,substitution,in,[],1628400,,,1610612738,68,50,2020-01-17T02:09:06Z,2980000,,,0,,substitution in Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT02M05.00S,2020-01-17T02:09:08.7Z,2,REGULAR,freethrow,3of3,[],202689,,,1610612738,68,51,2020-01-17T02:09:08Z,2990000,,,0,,K. Walker freethrow 3of3 (19 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,,,,,,,,,,,,19.0,,,,,,,
304,PT01M45.00S,2020-01-17T02:09:31.2Z,2,REGULAR,3pt,jumpshot,[],203507,94.03745072273325,97.37285539215686,1610612749,68,51,2020-01-17T02:09:35Z,3000000,237.0,4.0,1,right,MISS G. Antetokounmpo 24' 3PT,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,23.71,Missed,,,,,,,,,,,,,,,,,,,
305,PT01M42.00S,2020-01-17T02:09:34.2Z,2,REGULAR,rebound,defensive,[],202689,,,1610612738,68,51,2020-01-17T02:09:35Z,3010000,,,0,,K. Walker REBOUND (Off:1 Def:4),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,304.0,5.0,4.0,1.0,,,,,,,,,,,,,
306,PT01M36.00S,2020-01-17T02:09:40.7Z,2,REGULAR,3pt,jumpshot,[],1628400,9.937582128777924,2.5199142156862746,1610612738,68,51,2020-01-17T02:09:45Z,3020000,237.0,41.0,1,left,MISS S. Ojeleye 24' 3PT,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,24.19,Missed,,,,,,,,,,,,,,,,,,,
307,PT01M33.00S,2020-01-17T02:09:43.7Z,2,REGULAR,rebound,defensive,[],201577,,,1610612749,68,51,2020-01-17T02:09:45Z,3030000,,,0,,R. Lopez REBOUND (Off:0 Def:2),[201577],1610612749.0,MIL,,,,Lopez,R. Lopez,,,,,,,,,306.0,2.0,2.0,0.0,,,,,,,,,,,,,
308,PT01M23.00S,2020-01-17T02:09:52.8Z,2,REGULAR,3pt,jumpshot,[],1628978,68.80749014454665,15.019914215686276,1610612749,71,51,2020-01-17T02:09:57Z,3040000,-175.0,241.0,1,right,D. DiVincenzo 30' 3PT  (13 PTS) (G. Antetokounmpo 3 AST),"[1628978, 203507]",1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,30.2,Made,,,,,,,,,,,,13.0,,,,G. Antetokounmpo,203507.0,3.0,
310,PT01M07.00S,2020-01-17T02:10:08.9Z,2,REGULAR,2pt,layup,['pointsinthepaint'],203935,7.966491458607096,52.029718137254896,1610612738,71,51,2020-01-17T02:11:24Z,3060000,-10.0,22.0,1,left,MISS M. Smart layup Blocked,"[203935, 203507]",1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,2.97,Missed,Antetokounmpo,203507.0,,,,,,,,,,,,,,,,,
311,PT01M07.00S,2020-01-17T02:10:08.9Z,2,REGULAR,block,,[],203507,,,1610612738,71,51,2020-01-17T02:12:38Z,3070000,,,0,,G. Antetokounmpo BLOCK (1 BLK),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT01M04.00S,2020-01-17T02:10:11.9Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,71,51,2020-01-17T02:11:24Z,3080000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:7),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,310.0,7.0,7.0,0.0,,,,,,,,,,,,,
313,PT01M04.00S,2020-01-17T02:10:16.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628400,,,1610612749,71,51,2020-01-17T02:10:31Z,3090000,,,0,,S. Ojeleye FOUL personal (3 PF) (Antetokounmpo inpenalty),"[1628400, 203507]",1610612738.0,BOS,shooting,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,202037.0,3.0,0.0,Antetokounmpo,203507.0,,,,,,,,
315,PT01M04.00S,2020-01-17T02:10:51.9Z,2,REGULAR,freethrow,1of2,['fastbreak'],203507,,,1610612749,72,51,2020-01-17T02:10:51Z,3110000,,,0,,G. Antetokounmpo freethrow 1of2 (12 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,,,,,,,,12.0,,,,,,,
316,PT01M04.00S,2020-01-17T02:10:53.6Z,2,REGULAR,substitution,out,[],201588,,,1610612749,72,51,2020-01-17T02:10:58Z,3120000,,,0,,substitution out Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT01M04.00S,2020-01-17T02:10:53.6Z,2,REGULAR,substitution,in,[],203114,,,1610612749,72,51,2020-01-17T02:10:58Z,3130000,,,0,,substitution in Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT01M04.00S,2020-01-17T02:11:13.8Z,2,REGULAR,freethrow,2of2,['fastbreak'],203507,,,1610612749,73,51,2020-01-17T02:11:13Z,3140000,,,0,,G. Antetokounmpo freethrow 2of2 (13 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,,,,,,,,13.0,,,,,,,
319,PT00M51.60S,2020-01-17T02:11:28.3Z,2,REGULAR,3pt,jumpshot,[],203935,30.962549277266753,80.21599264705883,1610612738,73,51,2020-01-17T02:11:32Z,3150000,-151.0,239.0,1,left,MISS M. Smart 29' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,28.7,Missed,,,,,,,,,,,,,,,,,,,
320,PT00M48.90S,2020-01-17T02:11:31.0Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,73,51,2020-01-17T02:11:32Z,3160000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:8),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,319.0,8.0,8.0,0.0,,,,,,,,,,,,,
321,PT00M44.20S,2020-01-17T02:11:35.7Z,2,REGULAR,3pt,jumpshot,['fastbreak'],203507,69.59592641261499,22.37285539215686,1610612749,73,51,2020-01-17T02:11:41Z,3170000,-138.0,233.0,1,right,MISS G. Antetokounmpo 28' 3PT,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,27.59,Missed,,,,,,,,,,,,,,,,,,,
322,PT00M41.10S,2020-01-17T02:11:38.8Z,2,REGULAR,rebound,defensive,[],202689,,,1610612738,73,51,2020-01-17T02:11:41Z,3180000,,,0,,K. Walker REBOUND (Off:1 Def:5),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,321.0,6.0,5.0,1.0,,,,,,,,,,,,,
323,PT00M36.00S,2020-01-17T02:11:45.8Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",202689,8.360709592641262,47.86305147058824,1610612738,73,53,2020-01-17T02:11:51Z,3190000,11.0,26.0,1,left,K. Walker layup (21 PTS),[202689],1610612738.0,BOS,running,,,Walker,K. Walker,,,,,3.34,Made,,,,,,,,,,,,21.0,,,,,,,
324,PT00M27.90S,2020-01-17T02:11:59.6Z,2,REGULAR,turnover,lostball,[],203114,,,1610612749,73,53,2020-01-17T02:13:02Z,3200000,,,0,,K. Middleton TURNOVER lostball (1 TOV),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,1.0,,,,,,
325,PT00M27.90S,2020-01-17T02:12:04.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203114,,,1610612738,73,53,2020-01-17T02:12:25Z,3210000,,,0,,K. Middleton FOUL personal (1 PF) (Smart inpenalty),"[203114, 203935]",1610612749.0,MIL,looseball,,,Middleton,K. Middleton,,,,,,,,,,,,,202037.0,1.0,0.0,Smart,203935.0,,,,,,,,
327,PT00M27.90S,2020-01-17T02:12:27.8Z,2,REGULAR,freethrow,1of2,['fromturnover'],203935,,,1610612738,73,54,2020-01-17T02:12:27Z,3230000,,,0,,M. Smart freethrow 1of2 (15 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,,,,,,,,,,,15.0,,,,,,,
412,PT00M27.90S,2020-01-17T02:12:36.5Z,2,REGULAR,substitution,out,[],201577,,,1610612738,73,54,2020-01-17T02:38:09Z,3265000,,,0,,substitution out Lopez,[201577],1610612749.0,MIL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT00M27.90S,2020-01-17T02:12:36.5Z,2,REGULAR,substitution,out,[],202689,,,1610612738,73,54,2020-01-17T02:38:09Z,3282500,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT00M27.90S,2020-01-17T02:12:36.5Z,2,REGULAR,substitution,out,[],202683,,,1610612738,73,54,2020-01-17T02:38:09Z,3291250,,,0,,substitution out Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT00M27.90S,2020-01-17T02:12:36.5Z,2,REGULAR,substitution,in,[],2594,,,1610612738,73,54,2020-01-17T02:38:09Z,3295625,,,0,,substitution in Korver,[2594],1610612749.0,MIL,,,,Korver,K. Korver,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT00M27.90S,2020-01-17T02:12:36.5Z,2,REGULAR,substitution,in,[],1629750,,,1610612738,73,54,2020-01-17T02:38:09Z,3297812,,,0,,substitution in Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT00M27.90S,2020-01-17T02:12:36.5Z,2,REGULAR,substitution,in,[],1629684,,,1610612738,73,54,2020-01-17T02:38:09Z,3298906,,,0,,substitution in Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT00M27.90S,2020-01-17T02:13:03.8Z,2,REGULAR,freethrow,2of2,['fromturnover'],203935,,,1610612738,73,55,2020-01-17T02:13:03Z,3300000,,,0,,M. Smart freethrow 2of2 (16 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,,,,,,,,,,,16.0,,,,,,,
355,PT00M10.20S,2020-01-17T02:12:45.2Z,2,REGULAR,substitution,out,[],1629684,,,1610612749,73,55,2020-01-17T02:25:44Z,3301250,,,0,,substitution out Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT00M10.20S,2020-01-17T02:12:45.2Z,2,REGULAR,substitution,in,[],1628464,,,1610612749,73,55,2020-01-17T02:25:44Z,3301875,,,0,,substitution in Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT00M10.20S,2020-01-17T02:13:00.0Z,2,REGULAR,substitution,out,[],202083,,,1610612749,73,55,2020-01-17T02:24:48Z,3302500,,,0,,substitution out Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT00M10.20S,2020-01-17T02:13:00.0Z,2,REGULAR,substitution,in,[],201572,,,1610612749,73,55,2020-01-17T02:24:48Z,3303750,,,0,,substitution in Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT00M10.20S,2020-01-17T02:13:29.6Z,2,REGULAR,jumpball,recovered,[],203114,,,1610612749,73,55,2020-01-17T02:22:15Z,3305000,,,0,,Jump Ball G. Antetokounmpo vs. J. Tatum: Tip to K. Middleton,"[203114, 203507, 1628369]",1610612749.0,MIL,heldball,K. Middleton,203114.0,Middleton,K. Middleton,Antetokounmpo,203507.0,Tatum,1628369.0,,,,,,,,,,,,,,,,,,,,,
335,PT00M08.10S,2020-01-17T02:14:28.8Z,2,REGULAR,2pt,jumpshot,[],203114,78.40013140604468,52.029718137254896,1610612749,75,55,2020-01-17T02:14:34Z,3310000,10.0,151.0,1,right,K. Middleton 16' jumpshot (15 PTS) (G. Antetokounmpo 4 AST),"[203114, 203507]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,15.63,Made,,,,,,,,,,,,15.0,,,,G. Antetokounmpo,203507.0,4.0,
336,PT00M08.10S,2020-01-17T02:14:33.0Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203935,,,1610612749,75,55,2020-01-17T02:15:00Z,3320000,,,0,,M. Smart FOUL personal (2 PF) (Middleton inpenalty),"[203935, 203114]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,,,203591.0,2.0,0.0,Middleton,203114.0,,,,,,,,
339,PT00M08.10S,2020-01-17T02:14:41.9Z,2,REGULAR,substitution,out,[],2594,,,1610612749,75,55,2020-01-17T02:14:59Z,3340000,,,0,,substitution out Korver,[2594],1610612749.0,MIL,,,,Korver,K. Korver,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT00M08.10S,2020-01-17T02:14:41.9Z,2,REGULAR,substitution,out,[],1629750,,,1610612749,75,55,2020-01-17T02:14:59Z,3360000,,,0,,substitution out Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT00M08.10S,2020-01-17T02:14:41.9Z,2,REGULAR,substitution,in,[],1626192,,,1610612749,75,55,2020-01-17T02:14:59Z,3380000,,,0,,substitution in Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
