actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
92,PT01M42.00S,2020-07-24T21:20:35.2Z,1,REGULAR,substitution,in,[],1628400,,,1610612760,15,20,2020-07-24T21:21:43Z,920000,,,0,,substitution in Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT01M42.00S,2020-07-24T21:20:35.2Z,1,REGULAR,substitution,in,[],203488,,,1610612760,15,20,2020-07-24T21:21:43Z,930000,,,0,,substitution in Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT01M42.00S,2020-07-24T21:20:35.2Z,1,REGULAR,substitution,in,[],203471,,,1610612760,15,20,2020-07-24T21:21:43Z,940000,,,0,,substitution in Schroder,[203471],1610612760.0,OKC,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT01M33.00S,2020-07-24T21:22:15.2Z,1,REGULAR,2pt,jumpshot,[],201568,9.017739816031538,76.78462009803921,1610612760,15,20,2020-07-24T21:22:22Z,950000,-134.0,32.0,1,left,MISS D. Gallinari 14' jumpshot,[201568],1610612760.0,OKC,turnaroundfadeaway,,,Gallinari,D. Gallinari,,,,,13.91,Missed,,,,,,,,,,,,,,,,,,,
96,PT01M30.00S,2020-07-24T21:22:18.2Z,1,REGULAR,rebound,defensive,[],202683,,,1610612738,15,20,2020-07-24T21:22:22Z,960000,,,0,,E. Kanter REBOUND (Off:0 Def:1),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,95.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
97,PT01M14.00S,2020-07-24T21:22:33.8Z,1,REGULAR,2pt,jumpshot,[],1627759,77.7431011826544,40.510110294117645,1610612738,17,20,2020-07-24T21:22:40Z,970000,-47.0,157.0,1,right,J. Brown 17' jumpshot (7 PTS) (S. Ojeleye 1 AST),"[1627759, 1628400]",1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,16.9,Made,,,,,7.0,S. Ojeleye,1628400.0,1.0,,,,,,,,,,,
99,PT01M08.00S,2020-07-24T21:22:41.7Z,1,REGULAR,foul,personal,[],1627759,,,1610612760,17,20,2020-07-24T21:22:53Z,990000,,,0,,J. Brown FOUL personal (2 PF),"[1627759, 1628983]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,201638.0,2.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,
101,PT01M08.00S,2020-07-24T21:22:52.1Z,1,REGULAR,substitution,out,[],1629652,,,1610612760,17,20,2020-07-24T21:22:58Z,1010000,,,0,,substitution out Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT01M08.00S,2020-07-24T21:22:52.1Z,1,REGULAR,substitution,out,[],201568,,,1610612760,17,20,2020-07-24T21:22:58Z,1020000,,,0,,substitution out Gallinari,[201568],1610612760.0,OKC,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT01M08.00S,2020-07-24T21:22:52.1Z,1,REGULAR,substitution,in,[],1628977,,,1610612760,17,20,2020-07-24T21:22:58Z,1030000,,,0,,substitution in Diallo,[1628977],1610612760.0,OKC,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT01M08.00S,2020-07-24T21:22:52.1Z,1,REGULAR,substitution,in,[],1629647,,,1610612760,17,20,2020-07-24T21:22:58Z,1040000,,,0,,substitution in Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT01M03.00S,2020-07-24T21:23:10.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627759,,,1610612760,17,20,2020-07-24T21:23:23Z,1050000,,,0,,J. Brown FOUL personal (3 PF) (Gilgeous-Alexander inpenalty),"[1627759, 1628983]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,,,,,,,,2148.0,3.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,
107,PT01M03.00S,2020-07-24T21:23:31.5Z,1,REGULAR,freethrow,1of2,[],1628983,,,1610612760,17,20,2020-07-24T21:23:31Z,1070000,,,0,,MISS S. Gilgeous-Alexander freethrow 1of2,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,Missed,,,,,,,,,,,,,,,,,,,
108,PT01M03.00S,2020-07-24T21:23:31.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,17,20,2020-07-24T21:23:31Z,1080000,,,0,,Team offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,107.0,,,,,,,,,,,,,,,,,,
109,PT01M03.00S,2020-07-24T21:23:42.6Z,1,REGULAR,freethrow,2of2,[],1628983,,,1610612760,17,21,2020-07-24T21:23:42Z,1090000,,,0,,S. Gilgeous-Alexander freethrow 2of2 (5 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,Made,,,,,5.0,,,,,,,,,,,,,,
110,PT00M50.00S,2020-07-24T21:23:57.0Z,1,REGULAR,3pt,jumpshot,[],202330,70.38436268068331,67.71599264705883,1610612738,17,21,2020-07-24T21:24:04Z,1100000,89.0,226.0,1,right,MISS G. Hayward 25' 3PT,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,24.78,Missed,,,,,,,,,,,,,,,,,,,
111,PT00M47.50S,2020-07-24T21:23:59.5Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,17,21,2020-07-24T21:24:04Z,1110000,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,110.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
112,PT00M41.20S,2020-07-24T21:24:06.8Z,1,REGULAR,3pt,jumpshot,[],203488,33.196452036793694,47.372855392156865,1610612760,17,21,2020-07-24T21:24:13Z,1120000,13.0,260.0,1,left,MISS M. Muscala 27' 3PT,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,26.53,Missed,,,,,,,,,,,,,,,,,,,
113,PT00M34.90S,2020-07-24T21:24:13.1Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,17,21,2020-07-24T21:26:26Z,1130000,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,112.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
114,PT00M32.60S,2020-07-24T21:24:15.3Z,1,REGULAR,turnover,badpass,[],1627759,,,1610612738,17,21,2020-07-24T21:24:19Z,1140000,,,0,,J. Brown TURNOVER badpass (1 TOV) Stolen,"[1627759, 1628977]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,1.0,Diallo,1628977.0,
115,PT00M32.60S,2020-07-24T21:24:15.3Z,1,REGULAR,steal,,[],1628977,,,1610612760,17,21,2020-07-24T21:24:18Z,1150000,,,0,,H. Diallo STEAL (1 STL),[1628977],1610612760.0,OKC,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT00M27.40S,2020-07-24T21:24:20.5Z,1,REGULAR,3pt,jumpshot,['fromturnover'],1628983,28.991458607095925,25.314031862745097,1610612760,17,21,2020-07-24T21:24:29Z,1160000,123.0,220.0,1,left,MISS S. Gilgeous-Alexander 26' 3PT,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,25.71,Missed,,,,,,,,,,,,,,,,,,,
117,PT00M23.70S,2020-07-24T21:24:24.2Z,1,REGULAR,rebound,defensive,[],202683,,,1610612738,17,21,2020-07-24T21:30:17Z,1170000,,,0,,E. Kanter REBOUND (Off:0 Def:2),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,116.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
118,PT00M09.30S,2020-07-24T21:24:38.5Z,1,REGULAR,3pt,jumpshot,[],202330,73.53810775295663,81.44148284313727,1610612738,17,21,2020-07-24T21:24:42Z,1180000,157.0,196.0,1,right,MISS G. Hayward 26' 3PT,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,25.57,Missed,,,,,,,,,,,,,,,,,,,
119,PT00M07.00S,2020-07-24T21:24:40.8Z,1,REGULAR,rebound,defensive,[],1628977,,,1610612760,17,21,2020-07-24T21:24:40Z,1190000,,,0,,H. Diallo REBOUND (Off:0 Def:1),[1628977],1610612760.0,OKC,,,,Diallo,H. Diallo,,,,,,,118.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
120,PT00M04.60S,2020-07-24T21:24:46.3Z,1,REGULAR,foul,offensive,[],1628977,,,1610612760,17,21,2020-07-24T21:24:59Z,1200000,,,0,,H. Diallo FOUL offensive (1 PF),"[1628977, 1628400]",1610612760.0,OKC,charge,,,Diallo,H. Diallo,,,,,,,,,,,,,,,201640.0,1.0,0.0,Ojeleye,1628400.0,,,,,,
122,PT00M04.60S,2020-07-24T21:24:46.3Z,1,REGULAR,turnover,offensivefoul,[],1628977,,,1610612760,17,21,2020-07-24T21:24:46Z,1220000,,,0,,H. Diallo TURNOVER offensivefoul (1 TOV),[1628977],1610612760.0,OKC,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,201640.0,,,,,,,1.0,,,
123,PT00M04.60S,2020-07-24T21:24:55.2Z,1,REGULAR,substitution,out,[],1628983,,,1610612738,17,21,2020-07-24T21:25:04Z,1230000,,,0,,substitution out Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT00M04.60S,2020-07-24T21:24:55.2Z,1,REGULAR,substitution,in,[],101108,,,1610612738,17,21,2020-07-24T21:25:04Z,1240000,,,0,,substitution in Paul,[101108],1610612760.0,OKC,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT00M00.00S,2020-07-24T21:25:10.3Z,1,REGULAR,3pt,jumpshot,['fromturnover'],1627759,65.52233902759527,48.10814950980392,1610612738,17,21,2020-07-24T21:25:16Z,1250000,-9.0,272.0,1,right,MISS J. Brown 28' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,27.73,Missed,,,,,,,,,,,,,,,,,,,
126,PT00M00.00S,2020-07-24T21:25:10.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,17,21,2020-07-24T21:25:16Z,1260000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,125.0,,,,,,,,,,,,,,,,,,
127,PT00M00.00S,2020-07-24T21:25:14.6Z,1,REGULAR,period,end,[],0,,,1610612738,17,21,2020-07-24T21:25:14Z,1270000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT10M00.00S,2020-07-24T21:27:16.2Z,2,REGULAR,substitution,out,['startperiod'],1627759,,,1610612738,17,21,2020-07-24T21:27:36Z,1280000,,,0,,substitution out Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT10M00.00S,2020-07-24T21:27:16.2Z,2,REGULAR,substitution,out,['startperiod'],202330,,,1610612738,17,21,2020-07-24T21:27:36Z,1290000,,,0,,substitution out Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT10M00.00S,2020-07-24T21:27:16.2Z,2,REGULAR,substitution,in,['startperiod'],203935,,,1610612738,17,21,2020-07-24T21:27:36Z,1300000,,,0,,substitution in Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT10M00.00S,2020-07-24T21:27:16.2Z,2,REGULAR,substitution,in,['startperiod'],1628369,,,1610612738,17,21,2020-07-24T21:27:36Z,1310000,,,0,,substitution in Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT10M00.00S,2020-07-24T21:27:46.0Z,2,REGULAR,period,start,[],0,,,1610612738,17,21,2020-07-24T21:27:46Z,1320000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT09M43.00S,2020-07-24T21:28:02.5Z,2,REGULAR,2pt,layup,['pointsinthepaint'],202683,93.77463863337714,49.82383578431372,1610612738,17,21,2020-07-24T21:32:20Z,1330000,-1.0,6.0,1,right,MISS E. Kanter layup Blocked,"[202683, 203488]",1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,1.15,Missed,,,,,,,,,,,,,,Muscala,203488.0,,,,
134,PT09M43.00S,2020-07-24T21:28:02.5Z,2,REGULAR,block,,[],203488,,,1610612738,17,21,2020-07-24T21:28:04Z,1340000,,,0,,M. Muscala BLOCK (1 BLK),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT09M40.00S,2020-07-24T21:28:05.5Z,2,REGULAR,rebound,defensive,[],203488,,,1610612760,17,21,2020-07-24T21:28:23Z,1350000,,,0,,M. Muscala REBOUND (Off:0 Def:1),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,133.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
136,PT09M26.00S,2020-07-24T21:28:19.5Z,2,REGULAR,3pt,jumpshot,[],1629647,7.178055190538765,95.16697303921569,1610612760,17,21,2020-07-24T21:28:26Z,1360000,-226.0,15.0,1,left,MISS D. Bazley 23' 3PT,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,22.67,Missed,,,,,,,,,,,,,,,,,,,
137,PT09M23.00S,2020-07-24T21:28:22.5Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,17,21,2020-07-24T21:28:26Z,1370000,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,136.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
138,PT09M16.00S,2020-07-24T21:28:29.0Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628369,95.0886990801577,46.88265931372549,1610612738,17,21,2020-07-24T21:28:38Z,1380000,-16.0,-6.0,1,right,MISS J. Tatum jumpshot,[1628369],1610612738.0,BOS,drivingfloating,,,Tatum,J. Tatum,,,,,1.56,Missed,,,,,,,,,,,,,,,,,,,
139,PT09M15.00S,2020-07-24T21:28:30.0Z,2,REGULAR,rebound,offensive,[],202683,,,1610612738,17,21,2020-07-24T21:28:30Z,1390000,,,0,,E. Kanter REBOUND (Off:1 Def:2),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,138.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
140,PT09M13.00S,2020-07-24T21:28:32.0Z,2,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",202683,94.03745072273325,51.78462009803921,1610612738,19,21,2020-07-24T21:28:45Z,1400000,9.0,4.0,1,right,E. Kanter layup (2 PTS),[202683],1610612738.0,BOS,putback,,,Kanter,E. Kanter,,,,,1.27,Made,,,,,2.0,,,,,,,,,,,,,,
141,PT08M56.00S,2020-07-24T21:28:50.6Z,2,REGULAR,foul,personal,[],1628400,,,1610612760,19,21,2020-07-24T21:28:58Z,1410000,,,0,,S. Ojeleye FOUL personal (1 PF),"[1628400, 203471]",1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,201640.0,1.0,0.0,Schroder,203471.0,,,,,,
143,PT08M47.00S,2020-07-24T21:29:20.6Z,2,REGULAR,turnover,badpass,[],1629647,,,1610612760,19,21,2020-07-24T21:29:24Z,1430000,,,0,,D. Bazley TURNOVER badpass (1 TOV) Stolen,"[1629647, 203935]",1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,1.0,Smart,203935.0,
144,PT08M47.00S,2020-07-24T21:29:20.6Z,2,REGULAR,steal,,[],203935,,,1610612738,19,21,2020-07-24T21:29:22Z,1440000,,,0,,M. Smart STEAL (2 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT08M46.00S,2020-07-24T21:29:24.2Z,2,REGULAR,foul,personal,[],203471,,,1610612738,19,21,2020-07-24T21:29:35Z,1450000,,,0,,D. Schroder FOUL personal (1 PF),"[203471, 203935]",1610612760.0,OKC,take,,,Schroder,D. Schroder,,,,,,,,,,,,,,,201638.0,1.0,0.0,Smart,203935.0,,,,,,
147,PT08M28.00S,2020-07-24T21:29:57.6Z,2,REGULAR,3pt,jumpshot,['fromturnover'],202954,90.09526938239159,3.990502450980392,1610612738,22,21,2020-07-24T21:30:02Z,1470000,-230.0,41.0,1,right,B. Wanamaker 23' 3PT  (3 PTS) (M. Smart 2 AST),"[202954, 203935]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,23.46,Made,,,,,3.0,M. Smart,203935.0,2.0,,,,,,,,,,,
149,PT08M12.00S,2020-07-24T21:30:12.5Z,2,REGULAR,3pt,jumpshot,[],203488,27.151773981603156,19.431678921568626,1610612760,22,24,2020-07-24T21:30:17Z,1490000,153.0,203.0,1,left,M. Muscala 26' 3PT  (3 PTS) (C. Paul 3 AST),"[203488, 101108]",1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,25.83,Made,,,,,3.0,C. Paul,101108.0,3.0,,,,,,,,,,,
151,PT07M57.00S,2020-07-24T21:30:28.1Z,2,REGULAR,3pt,jumpshot,[],203935,66.70499342969777,37.8140318627451,1610612738,22,24,2020-07-24T21:34:30Z,1510000,-61.0,260.0,1,right,MISS M. Smart 27' 3PT,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,27.29,Missed,,,,,,,,,,,,,,,,,,,
152,PT07M54.00S,2020-07-24T21:30:31.1Z,2,REGULAR,rebound,defensive,[],203471,,,1610612760,22,24,2020-07-24T21:30:32Z,1520000,,,0,,D. Schroder REBOUND (Off:0 Def:1),[203471],1610612760.0,OKC,,,,Schroder,D. Schroder,,,,,,,151.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
153,PT07M47.00S,2020-07-24T21:30:38.8Z,2,REGULAR,2pt,layup,['pointsinthepaint'],203471,6.652431011826544,50.314031862745104,1610612760,22,26,2020-07-24T21:30:45Z,1530000,-2.0,10.0,1,left,D. Schroder layup (2 PTS),[203471],1610612760.0,OKC,drivingfingerroll,,,Schroder,D. Schroder,,,,,1.56,Made,,,,,2.0,,,,,,,,,,,,,,
154,PT07M30.00S,2020-07-24T21:30:55.6Z,2,REGULAR,turnover,badpass,[],202954,,,1610612738,22,26,2020-07-24T21:30:59Z,1540000,,,0,,B. Wanamaker TURNOVER badpass (1 TOV) Stolen,"[202954, 203471]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,1.0,Schroder,203471.0,
155,PT07M30.00S,2020-07-24T21:30:55.6Z,2,REGULAR,steal,,[],203471,,,1610612760,22,26,2020-07-24T21:30:56Z,1550000,,,0,,D. Schroder STEAL (1 STL),[203471],1610612760.0,OKC,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT07M17.00S,2020-07-24T21:31:08.9Z,2,REGULAR,3pt,jumpshot,['fromturnover'],203471,18.873193166885677,93.2061887254902,1610612760,22,26,2020-07-24T21:31:13Z,1560000,-216.0,125.0,1,left,MISS D. Schroder 25' 3PT,[203471],1610612760.0,OKC,,,,Schroder,D. Schroder,,,,,25.23,Missed,,,,,,,,,,,,,,,,,,,
157,PT07M13.00S,2020-07-24T21:31:12.9Z,2,REGULAR,rebound,defensive,[],1628400,,,1610612738,22,26,2020-07-24T21:31:13Z,1570000,,,0,,S. Ojeleye REBOUND (Off:0 Def:1),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,156.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
158,PT07M09.00S,2020-07-24T21:31:19.2Z,2,REGULAR,foul,personal,[],203471,,,1610612738,22,26,2020-07-24T21:31:28Z,1580000,,,0,,D. Schroder FOUL personal (2 PF),"[203471, 1628369]",1610612760.0,OKC,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,201640.0,2.0,0.0,Tatum,1628369.0,,,,,,
160,PT07M09.00S,2020-07-24T21:31:26.4Z,2,REGULAR,substitution,out,[],202683,,,1610612738,22,26,2020-07-24T21:31:30Z,1600000,,,0,,substitution out Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT07M09.00S,2020-07-24T21:31:26.4Z,2,REGULAR,substitution,in,[],1628464,,,1610612738,22,26,2020-07-24T21:31:30Z,1610000,,,0,,substitution in Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT07M02.00S,2020-07-24T21:31:48.3Z,2,REGULAR,foul,personal,['2freethrow'],203488,,,1610612738,22,26,2020-07-24T21:32:00Z,1620000,,,0,,M. Muscala FOUL personal (1 PF) (Tatum 2freethrow),"[203488, 1628369]",1610612760.0,OKC,shooting,,,Muscala,M. Muscala,,,,,,,,,,,,,,,201638.0,1.0,0.0,Tatum,1628369.0,,,,,,
164,PT07M02.00S,2020-07-24T21:32:11.2Z,2,REGULAR,freethrow,1of2,[],1628369,,,1610612738,22,26,2020-07-24T21:32:11Z,1640000,,,0,,MISS J. Tatum freethrow 1of2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Missed,,,,,,,,,,,,,,,,,,,
165,PT07M02.00S,2020-07-24T21:32:11.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,22,26,2020-07-24T21:32:11Z,1650000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,164.0,,,,,,,,,,,,,,,,,,
166,PT07M02.00S,2020-07-24T21:32:12.5Z,2,REGULAR,substitution,out,[],203488,,,1610612738,22,26,2020-07-24T21:32:25Z,1660000,,,0,,substitution out Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT07M02.00S,2020-07-24T21:32:12.5Z,2,REGULAR,substitution,in,[],203500,,,1610612738,22,26,2020-07-24T21:32:25Z,1670000,,,0,,substitution in Adams,[203500],1610612760.0,OKC,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT07M02.00S,2020-07-24T21:32:30.5Z,2,REGULAR,freethrow,2of2,[],1628369,,,1610612738,23,26,2020-07-24T21:32:30Z,1680000,,,0,,J. Tatum freethrow 2of2 (1 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
169,PT06M54.00S,2020-07-24T21:32:41.3Z,2,REGULAR,2pt,jumpshot,[],101108,23.603810775295663,50.80422794117647,1610612760,23,26,2020-07-24T21:36:09Z,1690000,-4.0,169.0,1,left,MISS C. Paul 17' jumpshot,[101108],1610612760.0,OKC,pullup,,,Paul,C. Paul,,,,,17.49,Missed,,,,,,,,,,,,,,,,,,,
170,PT06M51.00S,2020-07-24T21:32:44.3Z,2,REGULAR,rebound,defensive,[],1628400,,,1610612738,23,26,2020-07-24T21:32:46Z,1700000,,,0,,S. Ojeleye REBOUND (Off:0 Def:2),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,169.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
171,PT06M36.00S,2020-07-24T21:32:58.9Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628369,86.5473061760841,38.05912990196079,1610612738,23,26,2020-07-24T21:33:02Z,1710000,-60.0,74.0,1,right,MISS J. Tatum 10' jumpshot,[1628369],1610612738.0,BOS,turnaround,,,Tatum,J. Tatum,,,,,9.94,Missed,,,,,,,,,,,,,,,,,,,
172,PT06M34.00S,2020-07-24T21:33:00.9Z,2,REGULAR,rebound,offensive,[],1628464,,,1610612738,23,26,2020-07-24T21:33:02Z,1720000,,,0,,D. Theis REBOUND (Off:2 Def:1),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,171.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
173,PT06M31.00S,2020-07-24T21:33:04.7Z,2,REGULAR,2pt,jumpshot,"['pointsinthepaint', '2ndchance']",1628400,86.28449408672799,40.26501225490196,1610612738,25,26,2020-07-24T21:33:07Z,1730000,-49.0,76.0,1,right,S. Ojeleye 10' jumpshot (2 PTS) (D. Theis 3 AST),"[1628400, 1628464]",1610612738.0,BOS,drivingfloating,,,Ojeleye,S. Ojeleye,,,,,9.53,Made,,,,,2.0,D. Theis,1628464.0,3.0,,,,,,,,,,,
175,PT06M20.00S,2020-07-24T21:33:17.2Z,2,REGULAR,foul,personal,[],202954,,,1610612760,25,26,2020-07-24T21:33:30Z,1750000,,,0,,B. Wanamaker FOUL personal (1 PF),"[202954, 203471]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,201638.0,1.0,0.0,Schroder,203471.0,,,,,,
177,PT06M20.00S,2020-07-24T21:33:29.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,25,26,2020-07-24T21:33:29Z,1770000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT06M20.00S,2020-07-24T21:34:45.6Z,2,REGULAR,substitution,out,[],202954,,,1610612760,25,26,2020-07-24T21:36:03Z,1780000,,,0,,substitution out Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT06M20.00S,2020-07-24T21:34:45.6Z,2,REGULAR,substitution,out,[],1628400,,,1610612760,25,26,2020-07-24T21:36:03Z,1790000,,,0,,substitution out Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT06M20.00S,2020-07-24T21:34:45.6Z,2,REGULAR,substitution,out,[],1629647,,,1610612760,25,26,2020-07-24T21:36:03Z,1800000,,,0,,substitution out Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT06M20.00S,2020-07-24T21:34:45.6Z,2,REGULAR,substitution,in,[],202330,,,1610612760,25,26,2020-07-24T21:36:03Z,1810000,,,0,,substitution in Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
