actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
272,PT10M00.00S,2020-07-24T22:06:54.5Z,3,REGULAR,substitution,in,['startperiod'],1629057,,,1610612760,42,47,2020-07-24T22:07:20Z,2720000,,,0,,substitution in Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT10M00.00S,2020-07-24T22:06:54.5Z,3,REGULAR,substitution,in,['startperiod'],1629682,,,1610612760,42,47,2020-07-24T22:07:20Z,2730000,,,0,,substitution in Waters,[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT10M00.00S,2020-07-24T22:06:54.5Z,3,REGULAR,substitution,in,['startperiod'],1629035,,,1610612760,42,47,2020-07-24T22:07:20Z,2740000,,,0,,substitution in Edwards,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT10M00.00S,2020-07-24T22:06:54.5Z,3,REGULAR,substitution,in,['startperiod'],1629750,,,1610612760,42,47,2020-07-24T22:07:20Z,2750000,,,0,,substitution in Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT10M00.00S,2020-07-24T22:06:54.5Z,3,REGULAR,substitution,in,['startperiod'],203488,,,1610612760,42,47,2020-07-24T22:07:20Z,2760000,,,0,,substitution in Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT10M00.00S,2020-07-24T22:06:54.5Z,3,REGULAR,substitution,in,['startperiod'],1629647,,,1610612760,42,47,2020-07-24T22:07:20Z,2770000,,,0,,substitution in Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT10M00.00S,2020-07-24T22:06:54.5Z,3,REGULAR,substitution,in,['startperiod'],1629652,,,1610612760,42,47,2020-07-24T22:07:20Z,2780000,,,0,,substitution in Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT10M00.00S,2020-07-24T22:07:21.1Z,3,REGULAR,period,start,[],0,,,1610612738,42,47,2020-07-24T22:07:21Z,2790000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT09M42.00S,2020-07-24T22:07:39.6Z,3,REGULAR,foul,personal,['2freethrow'],1629652,,,1610612738,42,47,2020-07-24T22:07:58Z,2800000,,,0,,L. Dort FOUL personal (1 PF) (Williams III 2freethrow),"[1629652, 1629057]",1610612760.0,OKC,shooting,,,Dort,L. Dort,,,,,,,,,,,,,,,201640.0,1.0,0.0,Williams III,1629057.0,,,,,,
282,PT09M42.00S,2020-07-24T22:07:59.3Z,3,REGULAR,freethrow,1of2,[],1629057,,,1610612738,42,47,2020-07-24T22:07:59Z,2820000,,,0,,MISS R. Williams III freethrow 1of2,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Missed,,,,,,,,,,,,,,,,,,,
283,PT09M42.00S,2020-07-24T22:07:59.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,42,47,2020-07-24T22:07:59Z,2830000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,282.0,,,,,,,,,,,,,,,,,,
284,PT09M42.00S,2020-07-24T22:08:11.7Z,3,REGULAR,freethrow,2of2,[],1629057,,,1610612738,43,47,2020-07-24T22:08:11Z,2840000,,,0,,R. Williams III freethrow 2of2 (1 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
285,PT09M27.00S,2020-07-24T22:08:28.6Z,3,REGULAR,turnover,badpass,[],203488,,,1610612760,43,47,2020-07-24T22:08:34Z,2850000,,,0,,M. Muscala TURNOVER badpass (1 TOV) Stolen,"[203488, 1629750]",1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,1.0,Green,1629750.0,
286,PT09M27.00S,2020-07-24T22:08:28.6Z,3,REGULAR,steal,,[],1629750,,,1610612738,43,47,2020-07-24T22:09:02Z,2860000,,,0,,J. Green STEAL (1 STL),[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT09M21.00S,2020-07-24T22:08:35.0Z,3,REGULAR,2pt,hook,"['pointsinthepaint', 'fromturnover']",1629750,9.674770039421814,43.451286764705884,1610612738,43,47,2020-07-24T22:08:48Z,2870000,33.0,38.0,1,left,MISS J. Green hook,[1629750],1610612738.0,BOS,bank,,,Green,J. Green,,,,,5.47,Missed,,,,,,,,,,,,,,,,,,,
288,PT09M18.00S,2020-07-24T22:08:38.0Z,3,REGULAR,rebound,defensive,[],203488,,,1610612760,43,47,2020-07-24T22:08:48Z,2880000,,,0,,M. Muscala REBOUND (Off:0 Def:2),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,287.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
289,PT09M13.00S,2020-07-24T22:08:47.7Z,3,REGULAR,foul,personal,['2freethrow'],1629750,,,1610612760,43,47,2020-07-24T22:08:58Z,2890000,,,0,,J. Green FOUL personal (1 PF) (Gilgeous-Alexander 2freethrow),"[1629750, 1628983]",1610612738.0,BOS,shooting,,,Green,J. Green,,,,,,,,,,,,,,,2148.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,
291,PT09M13.00S,2020-07-24T22:09:09.5Z,3,REGULAR,freethrow,1of2,[],1628983,,,1610612760,43,48,2020-07-24T22:09:09Z,2910000,,,0,,S. Gilgeous-Alexander freethrow 1of2 (12 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,Made,,,,,12.0,,,,,,,,,,,,,,
292,PT09M13.00S,2020-07-24T22:09:22.9Z,3,REGULAR,freethrow,2of2,[],1628983,,,1610612760,43,49,2020-07-24T22:09:22Z,2920000,,,0,,S. Gilgeous-Alexander freethrow 2of2 (13 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,Made,,,,,13.0,,,,,,,,,,,,,,
293,PT09M03.00S,2020-07-24T22:09:34.2Z,3,REGULAR,3pt,jumpshot,[],1629682,34.641918528252305,37.8140318627451,1610612738,43,49,2020-07-24T22:09:39Z,2930000,61.0,273.0,1,left,MISS T. Waters 29' 3PT,[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,28.52,Missed,,,,,,,,,,,,,,,,,,,
294,PT08M59.00S,2020-07-24T22:09:38.2Z,3,REGULAR,rebound,defensive,[],1629647,,,1610612760,43,49,2020-07-24T22:09:39Z,2940000,,,0,,D. Bazley REBOUND (Off:0 Def:1),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,293.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
295,PT08M52.00S,2020-07-24T22:09:44.9Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],1629647,90.62089356110381,63.549325980392155,1610612760,43,49,2020-07-24T22:09:51Z,2950000,68.0,36.0,1,right,MISS D. Bazley 8' jumpshot,[1629647],1610612760.0,OKC,drivingbank,,,Bazley,D. Bazley,,,,,7.93,Missed,,,,,,,,,,,,,,,,,,,
296,PT08M49.00S,2020-07-24T22:09:47.9Z,3,REGULAR,rebound,defensive,[],1629750,,,1610612738,43,49,2020-07-24T22:09:51Z,2960000,,,0,,J. Green REBOUND (Off:0 Def:1),[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,295.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
297,PT08M40.00S,2020-07-24T22:09:56.4Z,3,REGULAR,2pt,jumpshot,[],1629057,10.988830486202366,31.196384803921568,1610612738,43,49,2020-07-24T22:10:01Z,2970000,94.0,51.0,1,left,MISS R. Williams III 11' jumpshot,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,10.96,Missed,,,,,,,,,,,,,,,,,,,
298,PT08M39.00S,2020-07-24T22:09:57.4Z,3,REGULAR,rebound,offensive,[],1629682,,,1610612738,43,49,2020-07-24T22:10:01Z,2980000,,,0,,T. Waters REBOUND (Off:1 Def:0),[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,297.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
299,PT08M38.00S,2020-07-24T22:09:58.9Z,3,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1629682,6.521024967148489,48.59834558823529,1610612738,45,49,2020-07-24T22:10:06Z,2990000,7.0,9.0,1,left,T. Waters layup (2 PTS),[1629682],1610612738.0,BOS,tip,,,Waters,T. Waters,,,,,1.59,Made,,,,,2.0,,,,,,,,,,,,,,
300,PT08M33.00S,2020-07-24T22:10:06.2Z,3,REGULAR,foul,personal,[],1629750,,,1610612760,45,49,2020-07-24T22:10:14Z,3000000,,,0,,J. Green FOUL personal (2 PF),"[1629750, 1628983]",1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,201638.0,2.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,
302,PT08M17.00S,2020-07-24T22:10:42.2Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1628983,94.43166885676742,48.59834558823529,1610612760,45,51,2020-07-24T22:10:49Z,3020000,-7.0,0.0,1,right,S. Gilgeous-Alexander layup (15 PTS) (D. Schroder 1 AST),"[1628983, 203471]",1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,0.88,Made,,,,,15.0,D. Schroder,203471.0,1.0,,,,,,,,,,,
304,PT08M06.00S,2020-07-24T22:10:53.1Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1629035,6.258212877792378,47.127757352941174,1610612738,45,51,2020-07-24T22:10:57Z,3040000,14.0,6.0,1,left,MISS C. Edwards layup Blocked,"[1629035, 1629647]",1610612738.0,BOS,drivingreverse,,,Edwards,C. Edwards,,,,,1.86,Missed,,,,,,,,,,,,,,Bazley,1629647.0,,,,
305,PT08M06.00S,2020-07-24T22:10:53.1Z,3,REGULAR,block,,[],1629647,,,1610612738,45,51,2020-07-24T22:10:55Z,3050000,,,0,,D. Bazley BLOCK (1 BLK),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT08M03.00S,2020-07-24T22:10:56.1Z,3,REGULAR,rebound,defensive,[],203488,,,1610612760,45,51,2020-07-24T22:10:57Z,3060000,,,0,,M. Muscala REBOUND (Off:0 Def:3),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,304.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
307,PT08M03.00S,2020-07-24T22:10:58.9Z,3,REGULAR,foul,personal,['2freethrow'],1629035,,,1610612760,45,51,2020-07-24T22:11:15Z,3070000,,,0,,C. Edwards FOUL personal (1 PF) (Bazley 2freethrow),"[1629035, 1629647]",1610612738.0,BOS,shooting,,,Edwards,C. Edwards,,,,,,,,,,,,,,,2148.0,1.0,0.0,Bazley,1629647.0,,,,,,
309,PT08M03.00S,2020-07-24T22:11:32.9Z,3,REGULAR,freethrow,1of2,['fastbreak'],1629647,,,1610612760,45,52,2020-07-24T22:11:32Z,3090000,,,0,,D. Bazley freethrow 1of2 (1 PTS),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
310,PT08M03.00S,2020-07-24T22:11:45.5Z,3,REGULAR,freethrow,2of2,['fastbreak'],1629647,,,1610612760,45,53,2020-07-24T22:11:45Z,3100000,,,0,,D. Bazley freethrow 2of2 (2 PTS),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
311,PT07M49.00S,2020-07-24T22:12:01.6Z,3,REGULAR,2pt,jumpshot,[],1629035,26.62614980289093,44.18658088235294,1610612738,45,53,2020-07-24T22:12:05Z,3110000,29.0,198.0,1,left,MISS C. Edwards 21' jumpshot,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,20.54,Missed,,,,,,,,,,,,,,,,,,,
312,PT07M46.00S,2020-07-24T22:12:04.6Z,3,REGULAR,rebound,defensive,[],1629647,,,1610612760,45,53,2020-07-24T22:12:05Z,3120000,,,0,,D. Bazley REBOUND (Off:0 Def:2),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,311.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
313,PT07M38.00S,2020-07-24T22:12:13.1Z,3,REGULAR,2pt,layup,['pointsinthepaint'],203471,95.22010512483574,51.294424019607845,1610612760,45,55,2020-07-24T22:12:25Z,3130000,6.0,-8.0,1,right,D. Schroder layup (4 PTS),[203471],1610612760.0,OKC,drivingreverse,,,Schroder,D. Schroder,,,,,0.68,Made,,,,,4.0,,,,,,,,,,,,,,
314,PT07M20.00S,2020-07-24T22:12:30.3Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],1629750,7.5722733245729295,50.06893382352941,1610612738,47,55,2020-07-24T22:12:34Z,3140000,0.0,19.0,1,left,J. Green jumpshot (2 PTS) (G. Williams 1 AST),"[1629750, 1629684]",1610612738.0,BOS,drivingfloating,,,Green,J. Green,,,,,2.42,Made,,,,,2.0,G. Williams,1629684.0,1.0,,,,,,,,,,,
316,PT07M10.00S,2020-07-24T22:12:42.6Z,3,REGULAR,foul,personal,[],1629750,,,1610612760,47,55,2020-07-24T22:13:01Z,3160000,,,0,,J. Green FOUL personal (3 PF),"[1629750, 1628983]",1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,2148.0,3.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,
318,PT07M07.00S,2020-07-24T22:13:12.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612760,47,55,2020-07-24T22:13:19Z,3180000,,,0,,G. Williams FOUL personal (1 PF) (Muscala inpenalty),"[1629684, 203488]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,2148.0,1.0,0.0,Muscala,203488.0,,,,,,
320,PT07M07.00S,2020-07-24T22:13:35.2Z,3,REGULAR,freethrow,1of2,[],203488,,,1610612760,47,55,2020-07-24T22:13:35Z,3200000,,,0,,MISS M. Muscala freethrow 1of2,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,Missed,,,,,,,,,,,,,,,,,,,
321,PT07M07.00S,2020-07-24T22:13:35.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,47,55,2020-07-24T22:13:35Z,3210000,,,0,,Team offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,320.0,,,,,,,,,,,,,,,,,,
322,PT07M07.00S,2020-07-24T22:13:47.1Z,3,REGULAR,freethrow,2of2,[],203488,,,1610612760,47,56,2020-07-24T22:13:47Z,3220000,,,0,,M. Muscala freethrow 2of2 (4 PTS),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
323,PT06M53.00S,2020-07-24T22:14:02.6Z,3,REGULAR,3pt,jumpshot,[],1629684,19.530223390275953,7.912071078431373,1610612738,50,56,2020-07-24T22:14:07Z,3230000,210.0,131.0,1,left,G. Williams 25' 3PT  (3 PTS) (R. Williams III 1 AST),"[1629684, 1629057]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,25.09,Made,,,,,3.0,R. Williams III,1629057.0,1.0,,,,,,,,,,,
325,PT06M42.00S,2020-07-24T22:14:19.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629035,,,1610612760,50,56,2020-07-24T22:16:57Z,3250000,,,0,,C. Edwards FOUL personal (2 PF) (Muscala inpenalty),"[1629035, 203488]",1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,,,,2148.0,2.0,0.0,Muscala,203488.0,,,,,,
327,PT06M42.00S,2020-07-24T22:14:38.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,50,56,2020-07-24T22:14:38Z,3270000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT06M42.00S,2020-07-24T22:15:52.5Z,3,REGULAR,substitution,out,[],1629652,,,1610612760,50,56,2020-07-24T22:16:53Z,3280000,,,0,,substitution out Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT06M42.00S,2020-07-24T22:15:52.5Z,3,REGULAR,substitution,in,[],1628977,,,1610612760,50,56,2020-07-24T22:16:53Z,3290000,,,0,,substitution in Diallo,[1628977],1610612760.0,OKC,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT06M42.00S,2020-07-24T22:17:17.3Z,3,REGULAR,freethrow,1of2,[],203488,,,1610612760,50,56,2020-07-24T22:17:17Z,3300000,,,0,,MISS M. Muscala freethrow 1of2,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,Missed,,,,,,,,,,,,,,,,,,,
331,PT06M42.00S,2020-07-24T22:17:17.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,50,56,2020-07-24T22:17:17Z,3310000,,,0,,Team offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,330.0,,,,,,,,,,,,,,,,,,
332,PT06M42.00S,2020-07-24T22:17:31.4Z,3,REGULAR,freethrow,2of2,[],203488,,,1610612760,50,57,2020-07-24T22:17:31Z,3320000,,,0,,M. Muscala freethrow 2of2 (5 PTS),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,Made,,,,,5.0,,,,,,,,,,,,,,
333,PT06M21.00S,2020-07-24T22:17:58.0Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1629684,6.915243101182654,55.70618872549019,1610612738,52,57,2020-07-24T22:18:02Z,3330000,-29.0,13.0,1,left,G. Williams layup (5 PTS) (T. Waters 1 AST),"[1629684, 1629682]",1610612738.0,BOS,cutting,,,Williams,G. Williams,,,,,3.37,Made,,,,,5.0,T. Waters,1629682.0,1.0,,,,,,,,,,,
335,PT06M01.00S,2020-07-24T22:18:17.4Z,3,REGULAR,2pt,jumpshot,[],1629647,92.85479632063075,75.06893382352942,1610612760,52,59,2020-07-24T22:18:26Z,3350000,125.0,15.0,1,right,D. Bazley 13' jumpshot (4 PTS) (D. Schroder 2 AST),"[1629647, 203471]",1610612760.0,OKC,stepback,,,Bazley,D. Bazley,,,,,12.69,Made,,,,,4.0,D. Schroder,203471.0,2.0,,,,,,,,,,,
337,PT05M45.00S,2020-07-24T22:18:33.3Z,3,REGULAR,3pt,jumpshot,[],1629684,9.543363994743759,94.921875,1610612738,52,59,2020-07-24T22:18:39Z,3370000,-225.0,37.0,1,left,MISS G. Williams 23' 3PT,[1629684],1610612738.0,BOS,stepback,,,Williams,G. Williams,,,,,22.86,Missed,,,,,,,,,,,,,,,,,,,
338,PT05M43.00S,2020-07-24T22:18:35.3Z,3,REGULAR,rebound,defensive,[],1628977,,,1610612760,52,59,2020-07-24T22:18:39Z,3380000,,,0,,H. Diallo REBOUND (Off:0 Def:2),[1628977],1610612760.0,OKC,,,,Diallo,H. Diallo,,,,,,,337.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
339,PT05M33.00S,2020-07-24T22:18:47.2Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1628983,93.9060446780552,45.41207107843137,1610612760,52,61,2020-07-24T22:18:51Z,3390000,-23.0,5.0,1,right,S. Gilgeous-Alexander layup (17 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,2.51,Made,,,,,17.0,,,,,,,,,,,,,,
340,PT05M33.00S,2020-07-24T22:18:49.3Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629750,,,1610612760,52,61,2020-07-24T22:19:10Z,3400000,,,0,,J. Green FOUL personal (4 PF) (Gilgeous-Alexander inpenalty),"[1629750, 1628983]",1610612738.0,BOS,shooting,,,Green,J. Green,,,,,,,,,,,,,,,201638.0,4.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,
342,PT05M33.00S,2020-07-24T22:18:57.2Z,3,REGULAR,substitution,out,[],203488,,,1610612760,52,61,2020-07-24T22:19:08Z,3420000,,,0,,substitution out Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT05M33.00S,2020-07-24T22:18:57.2Z,3,REGULAR,substitution,in,[],203460,,,1610612760,52,61,2020-07-24T22:19:08Z,3430000,,,0,,substitution in Roberson,[203460],1610612760.0,OKC,,,,Roberson,A. Roberson,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT05M33.00S,2020-07-24T22:19:21.3Z,3,REGULAR,freethrow,1of1,[],1628983,,,1610612760,52,61,2020-07-24T22:19:24Z,3440000,,,0,,MISS S. Gilgeous-Alexander freethrow 1of1,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,Missed,,,,,,,,,,,,,,,,,,,
345,PT05M30.00S,2020-07-24T22:19:24.3Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,52,61,2020-07-24T22:19:24Z,3450000,,,0,,R. Williams III REBOUND (Off:0 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,344.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
346,PT05M18.00S,2020-07-24T22:19:34.9Z,3,REGULAR,2pt,jumpshot,[],1629057,23.209592641261498,48.84344362745098,1610612738,54,61,2020-07-24T22:19:40Z,3460000,6.0,166.0,1,left,R. Williams III 17' jumpshot (3 PTS) (C. Edwards 1 AST),"[1629057, 1629035]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,17.13,Made,,,,,3.0,C. Edwards,1629035.0,1.0,,,,,,,,,,,
348,PT05M00.00S,2020-07-24T22:19:53.1Z,3,REGULAR,3pt,jumpshot,[],1628983,71.96123521681997,80.4610906862745,1610612760,54,61,2020-07-24T22:19:58Z,3480000,152.0,211.0,1,right,MISS S. Gilgeous-Alexander 26' 3PT,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,26.48,Missed,,,,,,,,,,,,,,,,,,,
349,PT04M57.00S,2020-07-24T22:19:56.1Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,54,61,2020-07-24T22:19:58Z,3490000,,,0,,R. Williams III REBOUND (Off:0 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,348.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
350,PT04M39.00S,2020-07-24T22:20:14.5Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1629057,6.389618922470433,47.86305147058824,1610612738,54,61,2020-07-24T22:20:20Z,3500000,11.0,8.0,1,left,MISS R. Williams III layup,[1629057],1610612738.0,BOS,reverse,,,Williams III,R. Williams III,,,,,1.69,Missed,,,,,,,,,,,,,,,,,,,
351,PT04M37.00S,2020-07-24T22:20:16.5Z,3,REGULAR,rebound,defensive,[],1629647,,,1610612760,54,61,2020-07-24T22:20:20Z,3510000,,,0,,D. Bazley REBOUND (Off:0 Def:3),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,350.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
352,PT04M31.00S,2020-07-24T22:20:22.3Z,3,REGULAR,turnover,lostball,[],203471,,,1610612760,54,61,2020-07-24T22:20:28Z,3520000,,,0,,D. Schroder TURNOVER lostball (2 TOV) Stolen,"[203471, 1629682]",1610612760.0,OKC,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,2.0,Waters,1629682.0,
353,PT04M31.00S,2020-07-24T22:20:22.3Z,3,REGULAR,steal,,[],1629682,,,1610612738,54,61,2020-07-24T22:20:24Z,3530000,,,0,,T. Waters STEAL (1 STL),[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT04M31.00S,2020-07-24T22:20:27.6Z,3,REGULAR,foul,personal,[],203471,,,1610612738,54,61,2020-07-24T22:21:15Z,3540000,,,0,,D. Schroder FOUL personal (3 PF),"[203471, 1629682]",1610612760.0,OKC,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,201638.0,3.0,0.0,Waters,1629682.0,,,,,,
356,PT04M31.00S,2020-07-24T22:20:41.7Z,3,REGULAR,instantreplay,request,[],0,,,1610612738,54,61,2020-07-24T22:21:46Z,3560000,,,0,,,[],,,stands,,,,,,,,,,,,,,,,,,,201640.0,,,,,,,,,,Common Foul Upheld
358,PT04M31.00S,2020-07-24T22:21:48.6Z,3,REGULAR,substitution,out,[],1629750,,,1610612738,54,61,2020-07-24T22:22:03Z,3580000,,,0,,substitution out Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT04M31.00S,2020-07-24T22:21:48.6Z,3,REGULAR,substitution,out,[],1629057,,,1610612738,54,61,2020-07-24T22:22:03Z,3590000,,,0,,substitution out Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT04M31.00S,2020-07-24T22:21:48.6Z,3,REGULAR,substitution,in,[],202683,,,1610612738,54,61,2020-07-24T22:22:03Z,3600000,,,0,,substitution in Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT04M31.00S,2020-07-24T22:21:48.6Z,3,REGULAR,substitution,in,[],202954,,,1610612738,54,61,2020-07-24T22:22:03Z,3610000,,,0,,substitution in Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT04M31.00S,2020-07-24T22:21:48.6Z,3,REGULAR,substitution,in,[],1628400,,,1610612738,54,61,2020-07-24T22:22:03Z,3620000,,,0,,substitution in Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT04M31.00S,2020-07-24T22:21:48.6Z,3,REGULAR,substitution,out,[],1629684,,,1610612738,54,61,2020-07-24T22:22:17Z,3630000,,,0,,substitution out Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT04M18.00S,2020-07-24T22:22:24.6Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",202954,11.514454664914586,62.814031862745104,1610612738,54,61,2020-07-24T22:22:29Z,3640000,-64.0,56.0,1,left,MISS B. Wanamaker 9' layup,[202954],1610612738.0,BOS,driving,,,Wanamaker,B. Wanamaker,,,,,8.86,Missed,,,,,,,,,,,,,,,,,,,
