actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
179,PT00M01.50S,2020-09-09T23:15:02.0Z,1,REGULAR,2pt,jumpshot,['2ndchance'],202689,94.82588699080158,12.323835784313726,1610612738,25,21,2020-09-09T23:15:16Z,1790000,-188.0,-4.0,1,right,MISS K. Walker 19' jumpshot Blocked,"[202689, 1627832]",1610612738.0,BOS,turnaroundfadeaway,,,Walker,K. Walker,,,,,,,,,,Missed,,,18.84,,,,,,,,,,VanVleet,1627832.0,
180,PT00M01.50S,2020-09-09T23:15:02.0Z,1,REGULAR,block,,[],1627832,,,1610612738,25,21,2020-09-09T23:15:04Z,1800000,,,0,,F. VanVleet BLOCK (1 BLK),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT00M00.50S,2020-09-09T23:15:03.0Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,25,21,2020-09-09T23:15:16Z,1810000,,,0,,P. Siakam REBOUND (Off:0 Def:3),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,179.0,,3.0,3.0,0.0,,,,,,,,,
182,PT00M00.00S,2020-09-09T23:15:24.7Z,1,REGULAR,period,end,[],0,,,1610612761,25,21,2020-09-09T23:15:24Z,1820000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT12M00.00S,2020-09-09T23:18:05.4Z,2,REGULAR,substitution,out,['startperiod'],1628369,,,1610612761,25,21,2020-09-09T23:18:36Z,1830000,,,0,,substitution out Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT12M00.00S,2020-09-09T23:18:05.4Z,2,REGULAR,substitution,out,['startperiod'],1628400,,,1610612761,25,21,2020-09-09T23:18:36Z,1840000,,,0,,substitution out Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT12M00.00S,2020-09-09T23:18:05.4Z,2,REGULAR,substitution,in,['startperiod'],1627759,,,1610612761,25,21,2020-09-09T23:18:36Z,1850000,,,0,,substitution in Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT12M00.00S,2020-09-09T23:18:05.4Z,2,REGULAR,substitution,in,['startperiod'],203935,,,1610612761,25,21,2020-09-09T23:18:36Z,1860000,,,0,,substitution in Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT12M00.00S,2020-09-09T23:18:49.5Z,2,REGULAR,period,start,[],0,,,1610612738,25,21,2020-09-09T23:18:49Z,1870000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT11M44.00S,2020-09-09T23:19:05.4Z,2,REGULAR,3pt,jumpshot,[],1627759,93.51182654402102,3.2552083333333335,1610612738,25,21,2020-09-09T23:19:08Z,1880000,-234.0,8.0,1,right,MISS J. Brown 23' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Missed,,,23.41,,,,,,,,,,,,
193,PT11M43.00S,2020-09-09T23:19:06.4Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612761,25,21,2020-09-09T23:19:11Z,1890000,,,0,,P. Siakam REBOUND (Off:0 Def:4),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,192.0,,4.0,4.0,0.0,,,,,,,,,
194,PT11M30.00S,2020-09-09T23:19:18.6Z,2,REGULAR,3pt,jumpshot,[],1627832,25.57490144546649,11.098345588235293,1610612761,25,21,2020-09-09T23:19:21Z,1900000,195.0,188.0,1,left,MISS F. VanVleet 27' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,Missed,,,27.43,,,,,,,,,,,,
195,PT11M29.00S,2020-09-09T23:19:19.6Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,25,21,2020-09-09T23:19:24Z,1910000,,,0,,R. Williams III REBOUND (Off:1 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,194.0,,2.0,1.0,1.0,,,,,,,,,
196,PT11M15.00S,2020-09-09T23:19:33.3Z,2,REGULAR,2pt,layup,['pointsinthepaint'],202954,92.85479632063075,48.59834558823529,1610612738,25,21,2020-09-09T23:19:39Z,1920000,-7.0,15.0,1,right,MISS B. Wanamaker layup Blocked,"[202954, 201586]",1610612738.0,BOS,driving,,,Wanamaker,B. Wanamaker,,,,,,,,,,Missed,,,2.14,,,,,,,,,,Ibaka,201586.0,
203,PT11M15.00S,2020-09-09T23:19:33.3Z,2,REGULAR,block,,[],201586,,,1610612738,25,21,2020-09-09T23:20:38Z,1925000,,,0,,S. Ibaka BLOCK (3 BLK),[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT11M14.00S,2020-09-09T23:19:34.3Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612738,25,21,2020-09-09T23:19:43Z,1930000,,,0,,R. Williams III REBOUND (Off:2 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,196.0,,3.0,1.0,2.0,,,,,,,,,
198,PT11M14.00S,2020-09-09T23:19:38.0Z,2,REGULAR,2pt,dunk,"['2ndchance', 'pointsinthepaint']",1629057,95.0,50.0,1610612738,27,21,2020-09-09T23:19:46Z,1940000,0.0,-6.0,1,right,R. Williams III dunk (2 PTS),[1629057],1610612738.0,BOS,tip,,,Williams III,R. Williams III,,,,,,,,,,Made,2.0,,0.0,,,,,,,,,,,,
199,PT10M55.00S,2020-09-09T23:19:53.5Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1626181,7.178055190538765,45.166973039215684,1610612761,27,23,2020-09-09T23:19:56Z,1950000,24.0,15.0,1,left,N. Powell layup (4 PTS),[1626181],1610612761.0,TOR,driving,,,Powell,N. Powell,,,,,,,,,,Made,4.0,,3.17,,,,,,,,,,,,
200,PT10M28.00S,2020-09-09T23:20:22.0Z,2,REGULAR,foul,offensive,[],1627759,,,1610612738,27,23,2020-09-09T23:20:28Z,1960000,,,0,,J. Brown FOUL offensive (2 PF),"[1627759, 1627832]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,2882.0,2.0,0.0,VanVleet,1627832.0,,,,,,,,,,,,,,,,
202,PT10M28.00S,2020-09-09T23:20:22.0Z,2,REGULAR,turnover,offensivefoul,[],1627759,,,1610612738,27,23,2020-09-09T23:20:22Z,1980000,,,0,,J. Brown TURNOVER offensivefoul (2 TOV),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,2882.0,,,,,,,,,,,,2.0,,,,,,,,
204,PT10M15.00S,2020-09-09T23:20:47.4Z,2,REGULAR,3pt,jumpshot,['fromturnover'],1626181,31.35676741130092,69.18658088235294,1610612761,27,23,2020-09-09T23:20:50Z,1990000,-96.0,242.0,1,left,MISS N. Powell 27' 3PT,[1626181],1610612761.0,TOR,pullup,,,Powell,N. Powell,,,,,,,,,,Missed,,,26.57,,,,,,,,,,,,
205,PT10M14.00S,2020-09-09T23:20:48.4Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,27,23,2020-09-09T23:20:50Z,2000000,,,0,,M. Smart REBOUND (Off:0 Def:3),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,204.0,,3.0,3.0,0.0,,,,,,,,,
206,PT10M09.00S,2020-09-09T23:20:54.6Z,2,REGULAR,2pt,jumpshot,['fastbreak'],1627759,77.21747700394218,60.853247549019606,1610612738,29,23,2020-09-09T23:21:13Z,2010000,54.0,162.0,1,right,J. Brown 18' jumpshot (13 PTS) (M. Smart 1 AST),"[1627759, 203935]",1610612738.0,BOS,runningpullup,,,Brown,J. Brown,,,,,,,,,,Made,13.0,,17.58,,,,,,,M. Smart,203935.0,1.0,,,
208,PT09M47.00S,2020-09-09T23:21:15.4Z,2,REGULAR,2pt,hook,['pointsinthepaint'],1627783,10.068988173455978,57.176776960784316,1610612761,29,23,2020-09-09T23:21:19Z,2030000,-36.0,42.0,1,left,MISS P. Siakam 6' hook,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,Missed,,,5.96,,,,,,,,,,,,
209,PT09M46.00S,2020-09-09T23:21:16.4Z,2,REGULAR,rebound,offensive,[],1628384,,,1610612761,29,23,2020-09-09T23:21:24Z,2040000,,,0,,O. Anunoby REBOUND (Off:2 Def:0),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,208.0,,2.0,0.0,2.0,,,,,,,,,
210,PT09M45.00S,2020-09-09T23:21:18.7Z,2,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1628384,7.440867279894875,48.59834558823529,1610612761,29,25,2020-09-09T23:21:27Z,2050000,7.0,17.0,1,left,O. Anunoby layup (8 PTS),[1628384],1610612761.0,TOR,putback,,,Anunoby,O. Anunoby,,,,,,,,,,Made,8.0,,2.39,,,,,,,,,,,,
211,PT09M25.00S,2020-09-09T23:21:38.2Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1627759,90.75229960578186,46.392463235294116,1610612738,31,25,2020-09-09T23:21:41Z,2060000,-18.0,34.0,1,right,J. Brown layup (15 PTS),[1627759],1610612738.0,BOS,drivingfingerroll,,,Brown,J. Brown,,,,,,,,,,Made,15.0,,4.38,,,,,,,,,,,,
212,PT09M04.00S,2020-09-09T23:22:00.6Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1626181,7.046649145860711,39.03952205882353,1610612761,31,25,2020-09-09T23:23:46Z,2070000,55.0,14.0,1,left,MISS N. Powell 6' layup Blocked,"[1626181, 202954]",1610612761.0,TOR,driving,,,Powell,N. Powell,,,,,,,,,,Missed,,,5.81,,,,,,,,,,Wanamaker,202954.0,
213,PT09M04.00S,2020-09-09T23:22:00.6Z,2,REGULAR,block,,[],202954,,,1610612761,31,25,2020-09-09T23:22:02Z,2080000,,,0,,B. Wanamaker BLOCK (1 BLK),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT09M03.00S,2020-09-09T23:22:01.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,31,25,2020-09-09T23:23:46Z,2090000,,,0,,Team offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,212.0,,,,,,,,,,,,,
215,PT09M03.00S,2020-09-09T23:22:04.7Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612761,31,25,2020-09-09T23:22:04Z,2100000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT09M03.00S,2020-09-09T23:22:05.3Z,2,REGULAR,substitution,out,[],1627783,,,1610612761,31,25,2020-09-09T23:22:09Z,2110000,,,0,,substitution out Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT09M03.00S,2020-09-09T23:22:05.3Z,2,REGULAR,substitution,in,[],200768,,,1610612761,31,25,2020-09-09T23:22:09Z,2120000,,,0,,substitution in Lowry,[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M57.00S,2020-09-09T23:22:24.3Z,2,REGULAR,3pt,jumpshot,['2ndchance'],1628384,32.14520367936925,63.549325980392155,1610612761,31,25,2020-09-09T23:22:27Z,2130000,-68.0,250.0,1,left,MISS O. Anunoby 26' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,Missed,,,26.4,,,,,,,,,,,,
219,PT08M56.00S,2020-09-09T23:22:25.3Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,31,25,2020-09-09T23:22:30Z,2140000,,,0,,M. Smart REBOUND (Off:0 Def:4),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,218.0,,4.0,4.0,0.0,,,,,,,,,
220,PT08M40.00S,2020-09-09T23:22:39.8Z,2,REGULAR,2pt,jumpshot,[],1627759,84.70762155059133,76.29442401960785,1610612738,33,25,2020-09-09T23:28:57Z,2150000,131.0,91.0,1,right,J. Brown 16' jumpshot (17 PTS),[1627759],1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,,,,,,Made,17.0,,16.32,,,,,,,,,,,,
221,PT08M28.00S,2020-09-09T23:22:52.3Z,2,REGULAR,3pt,jumpshot,[],1627832,33.327858081471746,31.44148284313725,1610612761,33,25,2020-09-09T23:22:56Z,2160000,93.0,261.0,1,left,MISS F. VanVleet 28' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,Missed,,,28.2,,,,,,,,,,,,
222,PT08M26.00S,2020-09-09T23:22:54.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,33,25,2020-09-09T23:22:56Z,2170000,,,0,,Team defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,221.0,,,,,,,,,,,,,
223,PT08M26.00S,2020-09-09T23:22:58.1Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612738,33,25,2020-09-09T23:22:58Z,2180000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M11.00S,2020-09-09T23:23:24.2Z,2,REGULAR,3pt,jumpshot,[],1627759,92.32917214191852,96.39246323529412,1610612738,33,25,2020-09-09T23:23:27Z,2190000,232.0,20.0,1,right,MISS J. Brown 23' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Missed,,,23.34,,,,,,,,,,,,
225,PT08M10.00S,2020-09-09T23:23:25.2Z,2,REGULAR,rebound,defensive,[],1626181,,,1610612761,33,25,2020-09-09T23:23:35Z,2200000,,,0,,N. Powell REBOUND (Off:1 Def:1),[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,,,224.0,,2.0,1.0,1.0,,,,,,,,,
226,PT08M04.00S,2020-09-09T23:23:30.9Z,2,REGULAR,2pt,layup,"['fastbreak', 'pointsinthepaint']",201586,7.440867279894875,51.53952205882353,1610612761,33,25,2020-09-09T23:23:42Z,2210000,-8.0,17.0,1,left,MISS S. Ibaka layup,[201586],1610612761.0,TOR,running,,,Ibaka,S. Ibaka,,,,,,,,,,Missed,,,2.42,,,,,,,,,,,,
227,PT08M03.00S,2020-09-09T23:23:31.9Z,2,REGULAR,rebound,defensive,[],202689,,,1610612738,33,25,2020-09-09T23:23:39Z,2220000,,,0,,K. Walker REBOUND (Off:0 Def:1),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,226.0,,1.0,1.0,0.0,,,,,,,,,
228,PT07M57.00S,2020-09-09T23:23:40.4Z,2,REGULAR,3pt,jumpshot,[],202954,72.7496714848883,16.490502450980394,1610612738,36,25,2020-09-09T23:23:46Z,2230000,-168.0,204.0,1,right,B. Wanamaker 27' 3PT  (3 PTS) (K. Walker 1 AST),"[202954, 202689]",1610612738.0,BOS,stepback,,,Wanamaker,B. Wanamaker,,,,,,,,,,Made,3.0,,26.8,,,,,,,K. Walker,202689.0,1.0,,,
230,PT07M56.00S,2020-09-09T23:23:48.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,36,25,2020-09-09T23:23:48Z,2250000,,,0,,timeout full,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M40.00S,2020-09-09T23:27:31.9Z,2,REGULAR,2pt,jumpshot,[],200768,11.908672798948752,21.39246323529412,1610612761,36,27,2020-09-09T23:27:35Z,2260000,143.0,59.0,1,left,K. Lowry 16' jumpshot (10 PTS),[200768],1610612761.0,TOR,turnaround,,,Lowry,K. Lowry,,,,,,,,,,Made,10.0,,15.7,,,,,,,,,,,,
232,PT07M16.00S,2020-09-09T23:27:54.9Z,2,REGULAR,3pt,jumpshot,[],202954,69.20170827858082,71.8826593137255,1610612738,39,27,2020-09-09T23:27:57Z,2270000,109.0,237.0,1,right,B. Wanamaker 27' 3PT  (6 PTS) (M. Smart 2 AST),"[202954, 203935]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,Made,6.0,,26.6,,,,,,,M. Smart,203935.0,2.0,,,
234,PT07M08.00S,2020-09-09T23:28:06.0Z,2,REGULAR,foul,personal,[],202954,,,1610612761,39,27,2020-09-09T23:28:13Z,2290000,,,0,,B. Wanamaker FOUL personal (2 PF),"[202954, 200768]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,2882.0,2.0,0.0,Lowry,200768.0,,,,,,,,,,,,,,,,
236,PT06M54.00S,2020-09-09T23:28:40.8Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1627832,5.732588699080158,45.65716911764706,1610612761,39,29,2020-09-09T23:28:44Z,2310000,22.0,1.0,1,left,F. VanVleet layup (4 PTS),[1627832],1610612761.0,TOR,drivingreverse,,,VanVleet,F. VanVleet,,,,,,,,,,Made,4.0,,2.28,,,,,,,,,,,,
237,PT06M30.00S,2020-09-09T23:29:05.5Z,2,REGULAR,2pt,dunk,['pointsinthepaint'],1629057,93.51182654402102,51.78462009803921,1610612738,41,29,2020-09-09T23:29:08Z,2320000,9.0,8.0,1,right,R. Williams III dunk (4 PTS) (B. Wanamaker 2 AST),"[1629057, 202954]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,Made,4.0,,1.66,,,,,,,B. Wanamaker,202954.0,2.0,,,
239,PT06M23.00S,2020-09-09T23:29:23.6Z,2,REGULAR,stoppage,bloodrule,[],0,,,1610612761,41,29,2020-09-09T23:29:23Z,2340000,,,0,,stoppage bloodrule,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M23.00S,2020-09-09T23:30:02.5Z,2,REGULAR,substitution,out,[],1628384,,,1610612761,41,29,2020-09-09T23:30:48Z,2350000,,,0,,substitution out Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M23.00S,2020-09-09T23:30:02.5Z,2,REGULAR,substitution,out,[],1626181,,,1610612761,41,29,2020-09-09T23:30:48Z,2360000,,,0,,substitution out Powell,[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M23.00S,2020-09-09T23:30:02.5Z,2,REGULAR,substitution,in,[],1627783,,,1610612761,41,29,2020-09-09T23:30:48Z,2370000,,,0,,substitution in Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M23.00S,2020-09-09T23:30:02.5Z,2,REGULAR,substitution,in,[],1629744,,,1610612761,41,29,2020-09-09T23:30:48Z,2380000,,,0,,substitution in Thomas,[1629744],1610612761.0,TOR,,,,Thomas,M. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M07.00S,2020-09-09T23:31:11.1Z,2,REGULAR,3pt,jumpshot,[],1627832,34.11629434954008,58.647365196078425,1610612761,41,29,2020-09-09T23:31:14Z,2390000,-43.0,268.0,1,left,MISS F. VanVleet 28' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,Missed,,,27.71,,,,,,,,,,,,
245,PT06M06.00S,2020-09-09T23:31:12.1Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,41,29,2020-09-09T23:31:17Z,2400000,,,0,,M. Smart REBOUND (Off:0 Def:5),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,244.0,,5.0,5.0,0.0,,,,,,,,,
246,PT05M58.00S,2020-09-09T23:31:20.0Z,2,REGULAR,3pt,jumpshot,[],1627759,67.88764783180025,31.196384803921568,1610612738,41,29,2020-09-09T23:31:23Z,2410000,-94.0,249.0,1,right,MISS J. Brown 27' 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,,,,,,Missed,,,27.17,,,,,,,,,,,,
247,PT05M57.00S,2020-09-09T23:31:21.0Z,2,REGULAR,rebound,defensive,[],200768,,,1610612761,41,29,2020-09-09T23:31:25Z,2420000,,,0,,K. Lowry REBOUND (Off:0 Def:3),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,246.0,,3.0,3.0,0.0,,,,,,,,,
248,PT05M48.00S,2020-09-09T23:31:29.6Z,2,REGULAR,3pt,jumpshot,[],201586,30.699737187910642,25.06893382352941,1610612761,41,32,2020-09-09T23:31:32Z,2430000,125.0,236.0,1,left,S. Ibaka 27' 3PT  (3 PTS) (K. Lowry 1 AST),"[201586, 200768]",1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,,Made,3.0,,27.19,,,,,,,K. Lowry,200768.0,1.0,,,
250,PT05M20.00S,2020-09-09T23:31:57.2Z,2,REGULAR,2pt,jumpshot,[],1627759,75.77201051248358,29.235600490196077,1610612738,41,32,2020-09-09T23:32:00Z,2450000,-104.0,175.0,1,right,MISS J. Brown 21' jumpshot,[1627759],1610612738.0,BOS,turnaround,,,Brown,J. Brown,,,,,,,,,,Missed,,,20.84,,,,,,,,,,,,
251,PT05M20.00S,2020-09-09T23:31:57.2Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612761,41,32,2020-09-09T23:32:00Z,2460000,,,0,,P. Siakam REBOUND (Off:0 Def:5),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,250.0,,5.0,5.0,0.0,,,,,,,,,
252,PT05M14.00S,2020-09-09T23:32:04.6Z,2,REGULAR,3pt,jumpshot,[],201586,32.933639947437584,32.176776960784316,1610612761,41,35,2020-09-09T23:32:07Z,2470000,89.0,257.0,1,left,S. Ibaka 28' 3PT  (6 PTS) (P. Siakam 1 AST),"[201586, 1627783]",1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,,Made,6.0,,27.73,,,,,,,P. Siakam,1627783.0,1.0,,,
254,PT05M13.00S,2020-09-09T23:32:10.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,41,35,2020-09-09T23:32:10Z,2490000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT05M13.00S,2020-09-09T23:34:54.8Z,2,REGULAR,substitution,out,[],202954,,,1610612738,41,35,2020-09-09T23:35:30Z,2500000,,,0,,substitution out Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M13.00S,2020-09-09T23:34:54.8Z,2,REGULAR,substitution,out,[],1629057,,,1610612738,41,35,2020-09-09T23:35:30Z,2510000,,,0,,substitution out Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT05M13.00S,2020-09-09T23:34:54.8Z,2,REGULAR,substitution,in,[],1628369,,,1610612738,41,35,2020-09-09T23:35:30Z,2520000,,,0,,substitution in Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT05M13.00S,2020-09-09T23:34:54.8Z,2,REGULAR,substitution,in,[],1628464,,,1610612738,41,35,2020-09-09T23:35:30Z,2530000,,,0,,substitution in Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT04M56.00S,2020-09-09T23:36:00.0Z,2,REGULAR,2pt,layup,['pointsinthepaint'],203935,91.93495400788436,63.549325980392155,1610612738,41,35,2020-09-09T23:36:07Z,2540000,68.0,23.0,1,right,MISS M. Smart 7' layup,[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,,,,,,Missed,,,7.36,,,,,,,,,,,,
260,PT04M55.00S,2020-09-09T23:36:01.0Z,2,REGULAR,rebound,offensive,[],1627759,,,1610612738,41,35,2020-09-09T23:36:16Z,2550000,,,0,,J. Brown REBOUND (Off:3 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,259.0,,4.0,1.0,3.0,,,,,,,,,
261,PT04M53.00S,2020-09-09T23:36:02.9Z,2,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1627759,94.95729303547962,53.990502450980394,1610612738,41,35,2020-09-09T23:37:20Z,2560000,20.0,-5.0,1,right,MISS J. Brown layup,[1627759],1610612738.0,BOS,tip,,,Brown,J. Brown,,,,,,,,,,Missed,,,2.0,,,,,,,,,,,,
262,PT04M52.00S,2020-09-09T23:36:03.9Z,2,REGULAR,rebound,defensive,[],1629744,,,1610612761,41,35,2020-09-09T23:36:26Z,2570000,,,0,,M. Thomas REBOUND (Off:0 Def:1),[1629744],1610612761.0,TOR,,,,Thomas,M. Thomas,,,,,,,,,,,,261.0,,1.0,1.0,0.0,,,,,,,,,
263,PT04M36.00S,2020-09-09T23:36:21.7Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612761,41,35,2020-09-09T23:36:21Z,2580000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT04M30.00S,2020-09-09T23:36:49.0Z,2,REGULAR,3pt,jumpshot,[],1627832,25.04927726675427,4.970894607843137,1610612761,41,35,2020-09-09T23:36:52Z,2590000,225.0,183.0,1,left,MISS F. VanVleet 29' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,Missed,,,29.36,,,,,,,,,,,,
265,PT04M29.00S,2020-09-09T23:36:50.0Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,41,35,2020-09-09T23:36:55Z,2600000,,,0,,D. Theis REBOUND (Off:2 Def:1),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,264.0,,3.0,1.0,2.0,,,,,,,,,
266,PT04M12.00S,2020-09-09T23:37:07.5Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1628464,92.72339027595268,54.23560049019608,1610612738,43,35,2020-09-09T23:37:10Z,2610000,21.0,16.0,1,right,D. Theis layup (2 PTS) (J. Tatum 4 AST),"[1628464, 1628369]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,Made,2.0,,3.01,,,,,,,J. Tatum,1628369.0,4.0,,,
268,PT03M55.00S,2020-09-09T23:37:25.4Z,2,REGULAR,3pt,jumpshot,[],201586,31.750985545335087,64.28462009803921,1610612761,43,38,2020-09-09T23:37:31Z,2630000,-71.0,246.0,1,left,S. Ibaka 26' 3PT  (9 PTS) (P. Siakam 2 AST),"[201586, 1627783]",1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,,Made,9.0,,26.14,,,,,,,P. Siakam,1627783.0,2.0,,,
