actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
461,PT00M55.90S,2020-09-10T00:29:39.0Z,3,REGULAR,2pt,layup,['pointsinthepaint'],201586,93.38042049934296,52.27481617647059,1610612761,77,81,2020-09-10T00:29:47Z,4480000,11.0,10.0,1,right,S. Ibaka layup (13 PTS) (N. Powell 1 AST),"[201586, 1626181]",1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,,Made,13.0,,1.9,,,,,,,N. Powell,1626181.0,1.0,,,
463,PT00M35.00S,2020-09-10T00:30:04.0Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1627759,11.383048620236531,45.41207107843137,1610612738,77,81,2020-09-10T00:30:07Z,4500000,23.0,55.0,1,left,MISS J. Brown 6' layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,,,,,,Missed,,,6.42,,,,,,,,,,,,
464,PT00M34.50S,2020-09-10T00:30:04.5Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612761,77,81,2020-09-10T00:30:10Z,4510000,,,0,,P. Siakam REBOUND (Off:0 Def:6),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,463.0,,6.0,6.0,0.0,,,,,,,,,
465,PT00M27.10S,2020-09-10T00:30:11.9Z,3,REGULAR,2pt,layup,['pointsinthepaint'],200768,92.06636005256242,54.23560049019608,1610612761,77,81,2020-09-10T00:30:14Z,4520000,21.0,22.0,1,right,MISS K. Lowry layup,[200768],1610612761.0,TOR,driving,,,Lowry,K. Lowry,,,,,,,,,,Missed,,,3.48,,,,,,,,,,,,
466,PT00M26.50S,2020-09-10T00:30:12.5Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,77,81,2020-09-10T00:30:17Z,4530000,,,0,,M. Smart REBOUND (Off:0 Def:7),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,465.0,,7.0,7.0,0.0,,,,,,,,,
467,PT00M23.50S,2020-09-10T00:30:21.7Z,3,REGULAR,timeout,full,['team'],0,,,1610612738,77,81,2020-09-10T00:30:21Z,4540000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT00M23.50S,2020-09-10T00:31:09.3Z,3,REGULAR,substitution,out,[],202954,,,1610612738,77,81,2020-09-10T00:31:42Z,4550000,,,0,,substitution out Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT00M23.50S,2020-09-10T00:31:09.3Z,3,REGULAR,substitution,out,[],1629684,,,1610612738,77,81,2020-09-10T00:31:42Z,4560000,,,0,,substitution out Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT00M23.50S,2020-09-10T00:31:09.3Z,3,REGULAR,substitution,in,[],1628464,,,1610612738,77,81,2020-09-10T00:31:42Z,4570000,,,0,,substitution in Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT00M23.50S,2020-09-10T00:31:09.3Z,3,REGULAR,substitution,in,[],202689,,,1610612738,77,81,2020-09-10T00:31:42Z,4580000,,,0,,substitution in Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT00M06.30S,2020-09-10T00:32:10.6Z,3,REGULAR,turnover,lostball,[],1628369,,,1610612738,77,81,2020-09-10T00:32:17Z,4590000,,,0,,J. Tatum TURNOVER lostball (3 TOV) Stolen,"[1628369, 1628384]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,3.0,Anunoby,1628384.0,,,,,,
473,PT00M06.30S,2020-09-10T00:32:10.6Z,3,REGULAR,steal,,[],1628384,,,1610612761,77,81,2020-09-10T00:32:28Z,4600000,,,0,,O. Anunoby STEAL (1 STL),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT00M02.50S,2020-09-10T00:32:14.3Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628384,93.64323258869908,57.666973039215684,1610612761,77,81,2020-09-10T00:32:24Z,4610000,38.0,7.0,1,right,MISS O. Anunoby layup Blocked,"[1628384, 1628369]",1610612761.0,TOR,running,,,Anunoby,O. Anunoby,,,,,,,,,,Missed,,,4.04,,,,,,,,,,Tatum,1628369.0,
475,PT00M02.50S,2020-09-10T00:32:14.3Z,3,REGULAR,block,,[],1628369,,,1610612761,77,81,2020-09-10T00:32:20Z,4620000,,,0,,J. Tatum BLOCK (2 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT00M02.30S,2020-09-10T00:32:14.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612761,77,81,2020-09-10T00:32:24Z,4630000,,,0,,Team offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,474.0,,,,,,,,,,,,,
477,PT00M02.30S,2020-09-10T00:32:24.6Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612761,77,81,2020-09-10T00:32:24Z,4640000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT00M02.30S,2020-09-10T00:32:33.4Z,3,REGULAR,substitution,out,[],1626181,,,1610612761,77,81,2020-09-10T00:32:43Z,4650000,,,0,,substitution out Powell,[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT00M02.30S,2020-09-10T00:32:33.4Z,3,REGULAR,substitution,out,[],1627783,,,1610612761,77,81,2020-09-10T00:32:43Z,4660000,,,0,,substitution out Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT00M02.30S,2020-09-10T00:32:33.4Z,3,REGULAR,substitution,in,[],1627832,,,1610612761,77,81,2020-09-10T00:32:43Z,4670000,,,0,,substitution in VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT00M02.30S,2020-09-10T00:32:33.4Z,3,REGULAR,substitution,in,[],201188,,,1610612761,77,81,2020-09-10T00:32:43Z,4680000,,,0,,substitution in Gasol,[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT00M02.30S,2020-09-10T00:32:55.5Z,3,REGULAR,foul,offensive,[],201188,,,1610612761,77,81,2020-09-10T00:33:22Z,4690000,,,0,,M. Gasol FOUL offensive (5 PF),"[201188, 202689]",1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,1146.0,5.0,0.0,Walker,202689.0,,,,,,,,,,,,,,,,
484,PT00M02.30S,2020-09-10T00:32:55.5Z,3,REGULAR,turnover,offensivefoul,[],201188,,,1610612761,77,81,2020-09-10T00:33:22Z,4710000,,,0,,M. Gasol TURNOVER offensivefoul (1 TOV),[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,1146.0,,,,,,,,,,,,1.0,,,,,,,,
485,PT00M02.30S,2020-09-10T00:33:10.1Z,3,REGULAR,substitution,out,[],201188,,,1610612738,77,81,2020-09-10T00:33:14Z,4720000,,,0,,substitution out Gasol,[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT00M02.30S,2020-09-10T00:33:10.1Z,3,REGULAR,substitution,in,[],1627783,,,1610612738,77,81,2020-09-10T00:33:14Z,4730000,,,0,,substitution in Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT00M00.50S,2020-09-10T00:33:27.6Z,3,REGULAR,turnover,badpass,[],203935,,,1610612738,77,81,2020-09-10T00:33:36Z,4740000,,,0,,M. Smart TURNOVER badpass (1 TOV) Stolen,"[203935, 1627783]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,1.0,Siakam,1627783.0,,,,,,
488,PT00M00.50S,2020-09-10T00:33:27.6Z,3,REGULAR,steal,,[],1627783,,,1610612761,77,81,2020-09-10T00:34:56Z,4750000,,,0,,P. Siakam STEAL (2 STL),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT00M00.00S,2020-09-10T00:33:47.3Z,3,REGULAR,period,end,[],0,,,1610612761,77,81,2020-09-10T00:33:47Z,4760000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT12M00.00S,2020-09-10T00:36:22.4Z,4,REGULAR,substitution,out,['startperiod'],1628384,,,1610612761,77,81,2020-09-10T00:36:44Z,4770000,,,0,,substitution out Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT12M00.00S,2020-09-10T00:36:22.4Z,4,REGULAR,substitution,in,['startperiod'],1626181,,,1610612761,77,81,2020-09-10T00:36:44Z,4780000,,,0,,substitution in Powell,[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT12M00.00S,2020-09-10T00:37:05.8Z,4,REGULAR,period,start,[],0,,,1610612761,77,81,2020-09-10T00:37:05Z,4790000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT11M47.00S,2020-09-10T00:37:17.9Z,4,REGULAR,3pt,jumpshot,[],201586,67.23061760840999,61.09834558823529,1610612761,77,81,2020-09-10T00:37:21Z,4800000,55.0,256.0,1,right,MISS S. Ibaka 27' 3PT,[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,,Missed,,,26.68,,,,,,,,,,,,
494,PT11M46.00S,2020-09-10T00:37:18.9Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,77,81,2020-09-10T00:37:24Z,4810000,,,0,,J. Brown REBOUND (Off:3 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,493.0,,8.0,5.0,3.0,,,,,,,,,
495,PT11M25.00S,2020-09-10T00:37:39.9Z,4,REGULAR,2pt,jumpshot,[],1628369,23.340998685939553,59.62775735294118,1610612738,77,81,2020-09-10T00:37:46Z,4820000,-48.0,167.0,1,left,MISS J. Tatum 18' jumpshot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,,,,,,Missed,,,17.9,,,,,,,,,,,,
496,PT11M24.00S,2020-09-10T00:37:40.9Z,4,REGULAR,rebound,defensive,[],200768,,,1610612761,77,81,2020-09-10T00:37:49Z,4830000,,,0,,K. Lowry REBOUND (Off:0 Def:5),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,495.0,,5.0,5.0,0.0,,,,,,,,,
497,PT11M15.00S,2020-09-10T00:37:52.4Z,4,REGULAR,violation,kickedball,[],202689,,,1610612761,77,81,2020-09-10T00:37:57Z,4840000,,,0,,K. Walker violation kickedball,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,1146.0,,,,,,,,,,,,,,,,,,,,
498,PT11M04.00S,2020-09-10T00:38:25.8Z,4,REGULAR,3pt,jumpshot,[],200768,66.70499342969777,69.43167892156863,1610612761,77,84,2020-09-10T00:38:28Z,4850000,97.0,260.0,1,right,K. Lowry 28' 3PT  (21 PTS) (F. VanVleet 4 AST),"[200768, 1627832]",1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,Made,21.0,,28.32,,,,,,,F. VanVleet,1627832.0,4.0,,,
500,PT10M49.00S,2020-09-10T00:38:39.8Z,4,REGULAR,3pt,jumpshot,[],1627759,15.062417871222076,3.010110294117647,1610612738,77,84,2020-09-10T00:38:42Z,4870000,235.0,89.0,1,left,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Missed,,,25.32,,,,,,,,,,,,
501,PT10M48.00S,2020-09-10T00:38:40.8Z,4,REGULAR,rebound,defensive,[],1627783,,,1610612761,77,84,2020-09-10T00:38:42Z,4880000,,,0,,P. Siakam REBOUND (Off:0 Def:7),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,500.0,,7.0,7.0,0.0,,,,,,,,,
502,PT10M45.00S,2020-09-10T00:38:46.9Z,4,REGULAR,foul,offensive,[],1627783,,,1610612761,77,84,2020-09-10T00:38:51Z,4890000,,,0,,P. Siakam FOUL offensive (3 PF),"[1627783, 203935]",1610612761.0,TOR,charge,,,Siakam,P. Siakam,,,,,2882.0,3.0,0.0,Smart,203935.0,,,,,,,,,,,,,,,,
504,PT10M45.00S,2020-09-10T00:38:46.9Z,4,REGULAR,turnover,offensivefoul,[],1627783,,,1610612761,77,84,2020-09-10T00:38:46Z,4910000,,,0,,P. Siakam TURNOVER offensivefoul (1 TOV),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,2882.0,,,,,,,,,,,,1.0,,,,,,,,
505,PT10M35.00S,2020-09-10T00:39:14.9Z,4,REGULAR,3pt,jumpshot,['fromturnover'],1627759,12.565703022339028,3.2552083333333335,1610612738,80,84,2020-09-10T00:39:18Z,4920000,234.0,66.0,1,left,J. Brown 24' 3PT  (24 PTS) (J. Tatum 8 AST),"[1627759, 1628369]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Made,24.0,,24.43,,,,,,,J. Tatum,1628369.0,8.0,,,
507,PT10M12.00S,2020-09-10T00:39:39.5Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612761,80,84,2020-09-10T00:39:39Z,4940000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT10M09.00S,2020-09-10T00:40:01.9Z,4,REGULAR,3pt,jumpshot,[],1627832,93.38042049934296,3.990502450980392,1610612761,80,84,2020-09-10T00:40:06Z,4950000,-230.0,10.0,1,right,MISS F. VanVleet 23' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,Missed,,,23.05,,,,,,,,,,,,
509,PT10M08.00S,2020-09-10T00:40:02.9Z,4,REGULAR,rebound,offensive,[],1627783,,,1610612761,80,84,2020-09-10T00:40:09Z,4960000,,,0,,P. Siakam REBOUND (Off:1 Def:7),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,508.0,,8.0,7.0,1.0,,,,,,,,,
510,PT09M59.00S,2020-09-10T00:40:13.1Z,4,REGULAR,2pt,jumpshot,"['pointsinthepaint', '2ndchance']",1627783,80.3712220762155,56.44148284313726,1610612761,80,86,2020-09-10T00:40:57Z,4970000,32.0,132.0,1,right,P. Siakam 14' jumpshot (10 PTS),[1627783],1610612761.0,TOR,fadeaway,,,Siakam,P. Siakam,,,,,,,,,,Made,10.0,,14.12,,,,,,,,,,,,
512,PT09M39.00S,2020-09-10T00:40:31.8Z,4,REGULAR,3pt,jumpshot,[],1627759,12.959921156373195,2.7650122549019605,1610612738,83,86,2020-09-10T00:40:35Z,4990000,236.0,69.0,1,left,J. Brown 25' 3PT  (27 PTS) (K. Walker 3 AST),"[1627759, 202689]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Made,27.0,,24.78,,,,,,,K. Walker,202689.0,3.0,,,
514,PT09M21.00S,2020-09-10T00:40:50.0Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1627832,92.46057818659659,52.51991421568627,1610612761,83,88,2020-09-10T00:41:01Z,5010000,13.0,18.0,1,right,F. VanVleet layup (18 PTS),[1627832],1610612761.0,TOR,drivingfingerroll,,,VanVleet,F. VanVleet,,,,,,,,,,Made,18.0,,2.7,,,,,,,,,,,,
515,PT09M05.00S,2020-09-10T00:41:05.8Z,4,REGULAR,3pt,jumpshot,[],203935,10.726018396846255,94.921875,1610612738,86,88,2020-09-10T00:41:13Z,5020000,-225.0,48.0,1,left,M. Smart 23' 3PT  (17 PTS) (D. Theis 2 AST),"[203935, 1628464]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,Made,17.0,,23.1,,,,,,,D. Theis,1628464.0,2.0,,,
517,PT08M45.00S,2020-09-10T00:41:25.4Z,4,REGULAR,2pt,jumpshot,[],201586,74.85216819973719,65.26501225490196,1610612761,86,88,2020-09-10T00:41:29Z,5040000,76.0,184.0,1,right,MISS S. Ibaka 20' jumpshot,[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,,Missed,,,20.42,,,,,,,,,,,,
518,PT08M44.00S,2020-09-10T00:41:26.4Z,4,REGULAR,rebound,defensive,[],203935,,,1610612738,86,88,2020-09-10T00:41:29Z,5050000,,,0,,M. Smart REBOUND (Off:0 Def:8),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,517.0,,8.0,8.0,0.0,,,,,,,,,
519,PT08M22.00S,2020-09-10T00:41:48.8Z,4,REGULAR,3pt,jumpshot,[],1628369,31.61957950065703,28.500306372549016,1610612738,89,88,2020-09-10T00:41:52Z,5060000,107.0,245.0,1,left,J. Tatum 27' 3PT  (20 PTS) (J. Brown 1 AST),"[1628369, 1627759]",1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,,,,,,Made,20.0,,27.23,,,,,,,J. Brown,1627759.0,1.0,,,
521,PT08M22.00S,2020-09-10T00:41:54.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,89,88,2020-09-10T00:41:54Z,5080000,,,0,,timeout full,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT08M22.00S,2020-09-10T00:44:06.4Z,4,REGULAR,substitution,out,[],201586,,,1610612761,89,88,2020-09-10T00:45:15Z,5090000,,,0,,substitution out Ibaka,[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT08M22.00S,2020-09-10T00:44:06.4Z,4,REGULAR,substitution,in,[],1628384,,,1610612761,89,88,2020-09-10T00:45:15Z,5100000,,,0,,substitution in Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT08M09.00S,2020-09-10T00:45:43.6Z,4,REGULAR,2pt,hook,['pointsinthepaint'],1627783,82.21090670170827,48.84344362745098,1610612761,89,88,2020-09-10T00:45:48Z,5110000,-6.0,115.0,1,right,MISS P. Siakam 12' hook,[1627783],1610612761.0,TOR,turnaround,,,Siakam,P. Siakam,,,,,,,,,,Missed,,,12.03,,,,,,,,,,,,
525,PT08M08.00S,2020-09-10T00:45:44.6Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,89,88,2020-09-10T00:45:52Z,5120000,,,0,,J. Tatum REBOUND (Off:3 Def:9),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,524.0,,12.0,9.0,3.0,,,,,,,,,
526,PT07M42.00S,2020-09-10T00:46:10.0Z,4,REGULAR,3pt,jumpshot,[],203935,10.200394218134035,3.5003063725490198,1610612738,89,88,2020-09-10T00:46:13Z,5130000,232.0,43.0,1,left,MISS M. Smart 24' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,Missed,,,23.76,,,,,,,,,,,,
527,PT07M41.00S,2020-09-10T00:46:11.0Z,4,REGULAR,rebound,defensive,[],1628384,,,1610612761,89,88,2020-09-10T00:46:16Z,5140000,,,0,,O. Anunoby REBOUND (Off:3 Def:4),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,526.0,,7.0,4.0,3.0,,,,,,,,,
528,PT07M31.00S,2020-09-10T00:46:21.1Z,4,REGULAR,3pt,jumpshot,[],200768,64.99671484888306,50.55912990196079,1610612761,89,91,2020-09-10T00:46:24Z,5150000,3.0,277.0,1,right,K. Lowry 28' 3PT  (24 PTS) (F. VanVleet 5 AST),"[200768, 1627832]",1610612761.0,TOR,pullup,,,Lowry,K. Lowry,,,,,,,,,,Made,24.0,,28.2,,,,,,,F. VanVleet,1627832.0,5.0,,,
530,PT07M13.00S,2020-09-10T00:46:40.2Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],202689,18.084756898817346,43.20618872549019,1610612738,89,91,2020-09-10T00:46:47Z,5170000,34.0,117.0,1,left,MISS K. Walker 13' jumpshot,[202689],1610612738.0,BOS,turnaroundfadeaway,,,Walker,K. Walker,,,,,,,,,,Missed,,,12.76,,,,,,,,,,,,
531,PT07M12.00S,2020-09-10T00:46:41.2Z,4,REGULAR,rebound,defensive,[],200768,,,1610612761,89,91,2020-09-10T00:46:47Z,5180000,,,0,,K. Lowry REBOUND (Off:0 Def:6),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,530.0,,6.0,6.0,0.0,,,,,,,,,
532,PT06M57.00S,2020-09-10T00:47:01.4Z,4,REGULAR,foul,personal,['2freethrow'],202689,,,1610612761,89,91,2020-09-10T00:47:07Z,5190000,,,0,,K. Walker FOUL personal (2 PF) (Anunoby 2freethrow),"[202689, 1628384]",1610612738.0,BOS,shooting,,,Walker,K. Walker,,,,,101284.0,2.0,0.0,Anunoby,1628384.0,,,,,,,,,,,,,,,,
534,PT06M57.00S,2020-09-10T00:47:24.8Z,4,REGULAR,freethrow,1of2,[],1628384,,,1610612761,89,91,2020-09-10T00:47:43Z,5210000,,,0,,MISS O. Anunoby freethrow 1of2,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,Missed,,,,,,,,,,,,,,,
535,PT06M57.00S,2020-09-10T00:47:24.8Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612761,89,91,2020-09-10T00:47:43Z,5220000,,,0,,Team offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,534.0,,,,,,,,,,,,,
536,PT06M57.00S,2020-09-10T00:47:24.8Z,4,REGULAR,freethrow,2of2,[],1628384,,,1610612761,89,91,2020-09-10T00:47:43Z,5230000,,,0,,MISS O. Anunoby freethrow 2of2,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,Missed,,,,,,,,,,,,,,,
537,PT06M57.00S,2020-09-10T00:47:24.8Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,89,91,2020-09-10T00:47:47Z,5240000,,,0,,J. Tatum REBOUND (Off:3 Def:10),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,536.0,,13.0,10.0,3.0,,,,,,,,,
538,PT06M44.00S,2020-09-10T00:47:53.3Z,4,REGULAR,3pt,jumpshot,[],1627759,7.440867279894875,95.16697303921569,1610612738,89,91,2020-09-10T00:47:59Z,5250000,-226.0,17.0,1,left,MISS J. Brown 23' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Missed,,,22.7,,,,,,,,,,,,
539,PT06M42.00S,2020-09-10T00:47:55.3Z,4,REGULAR,rebound,defensive,[],1628384,,,1610612761,89,91,2020-09-10T00:48:04Z,5260000,,,0,,O. Anunoby REBOUND (Off:3 Def:5),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,538.0,,8.0,5.0,3.0,,,,,,,,,
540,PT06M39.00S,2020-09-10T00:48:05.7Z,4,REGULAR,turnover,outofbounds,[],1628384,,,1610612761,89,91,2020-09-10T00:48:11Z,5270000,,,0,,O. Anunoby TURNOVER outofbounds (3 TOV),[1628384],1610612761.0,TOR,step,,,Anunoby,O. Anunoby,,,,,101284.0,,,,,,,,,,,,3.0,,,,,,,,
541,PT06M31.00S,2020-09-10T00:48:28.9Z,4,REGULAR,2pt,jumpshot,['fromturnover'],1628369,20.581471747700395,26.53952205882353,1610612738,89,91,2020-09-10T00:48:36Z,5280000,117.0,141.0,1,left,MISS J. Tatum 19' jumpshot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,,,,,,Missed,,,18.77,,,,,,,,,,,,
542,PT06M30.00S,2020-09-10T00:48:29.9Z,4,REGULAR,rebound,defensive,[],1627832,,,1610612761,89,91,2020-09-10T00:48:39Z,5290000,,,0,,F. VanVleet REBOUND (Off:0 Def:6),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,541.0,,6.0,6.0,0.0,,,,,,,,,
543,PT06M20.00S,2020-09-10T00:48:40.1Z,4,REGULAR,3pt,jumpshot,[],200768,67.09921156373193,65.75520833333334,1610612761,89,94,2020-09-10T00:48:44Z,5300000,79.0,257.0,1,right,K. Lowry 27' 3PT  (27 PTS) (F. VanVleet 6 AST),"[200768, 1627832]",1610612761.0,TOR,pullup,,,Lowry,K. Lowry,,,,,,,,,,Made,27.0,,27.39,,,,,,,F. VanVleet,1627832.0,6.0,,,
545,PT06M06.00S,2020-09-10T00:48:54.6Z,4,REGULAR,foul,personal,['2freethrow'],1628384,,,1610612738,89,94,2020-09-10T00:49:02Z,5320000,,,0,,O. Anunoby FOUL personal (2 PF) (Tatum 2freethrow),"[1628384, 1628369]",1610612761.0,TOR,shooting,,,Anunoby,O. Anunoby,,,,,1146.0,2.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,,
547,PT06M06.00S,2020-09-10T00:49:37.4Z,4,REGULAR,freethrow,1of2,[],1628369,,,1610612738,90,94,2020-09-10T00:49:37Z,5340000,,,0,,J. Tatum freethrow 1of2 (21 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,Made,21.0,,,,,,,,,,,,,,
548,PT06M06.00S,2020-09-10T00:49:50.7Z,4,REGULAR,freethrow,2of2,[],1628369,,,1610612738,91,94,2020-09-10T00:49:50Z,5350000,,,0,,J. Tatum freethrow 2of2 (22 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,Made,22.0,,,,,,,,,,,,,,
549,PT05M44.00S,2020-09-10T00:50:17.1Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1627832,85.75886990801577,50.314031862745104,1610612761,91,96,2020-09-10T00:50:21Z,5360000,2.0,81.0,1,right,F. VanVleet 9' layup (20 PTS),[1627832],1610612761.0,TOR,drivingfingerroll,,,VanVleet,F. VanVleet,,,,,,,,,,Made,20.0,,8.69,,,,,,,,,,,,
550,PT05M32.00S,2020-09-10T00:50:32.2Z,4,REGULAR,violation,kickedball,[],1627783,,,1610612738,91,96,2020-09-10T00:50:44Z,5370000,,,0,,P. Siakam violation kickedball,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,101284.0,,,,,,,,,,,,,,,,,,,,
