actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
94,PT03M59.00S,2019-12-27T21:24:23.9Z,1,REGULAR,substitution,in,[],1629645,,,1610612738,24,19,2019-12-27T21:24:30Z,910000,,,0,,substitution in Porter Jr.,[1629645],1610612739.0,CLE,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M59.00S,2019-12-27T21:24:23.9Z,1,REGULAR,substitution,in,[],1626204,,,1610612738,24,19,2019-12-27T21:24:30Z,920000,,,0,,substitution in Nance Jr.,[1626204],1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M53.00S,2019-12-27T21:24:46.2Z,1,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1627759,8.09789750328515,43.94148284313725,1610612738,24,19,2019-12-27T21:24:54Z,930000,30.0,24.0,1,left,MISS J. Brown layup Blocked,"[1627759, 1626204]",1610612738.0,BOS,drivingfingerroll,,,Brown,J. Brown,,,,,4.2,Missed,,,,,,,,,,,,,,,,,Nance Jr.,1626204.0,
97,PT03M53.00S,2019-12-27T21:24:46.2Z,1,REGULAR,block,,[],1626204,,,1610612738,24,19,2019-12-27T21:24:48Z,940000,,,0,,L. Nance Jr. BLOCK (1 BLK),[1626204],1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M51.00S,2019-12-27T21:24:48.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,24,19,2019-12-27T21:24:54Z,950000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,96.0,,,,,,,,,,,,,,
99,PT03M51.00S,2019-12-27T21:24:50.5Z,1,REGULAR,stoppage,outofbounds,[],0,,,1610612738,24,19,2019-12-27T21:25:00Z,960000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M46.00S,2019-12-27T21:25:03.4Z,1,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",202683,5.387647831800263,47.192861519607845,1610612738,26,19,2019-12-27T21:25:08Z,970000,14.0,-2.0,1,left,E. Kanter layup (2 PTS) (G. Williams 3 AST),"[202683, 1629684]",1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,1.45,Made,2.0,G. Williams,1629684.0,3.0,,,,,,,,,,,,,,,
102,PT03M34.00S,2019-12-27T21:25:27.3Z,1,REGULAR,foul,personal,['2freethrow'],202689,,,1610612739,26,19,2019-12-27T21:25:42Z,990000,,,0,,K. Walker FOUL personal (1 PF) (Sexton 2freethrow),"[202689, 1629012]",1610612738.0,BOS,shooting,,,Walker,K. Walker,,,,,,,,,,,,,,,202035.0,1.0,0.0,Sexton,1629012.0,,,,,,
104,PT03M34.00S,2019-12-27T21:25:42.5Z,1,REGULAR,freethrow,1of2,[],1629012,,,1610612739,26,20,2019-12-27T21:25:42Z,1010000,,,0,,C. Sexton freethrow 1of2 (8 PTS),[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
105,PT03M34.00S,2019-12-27T21:25:42.9Z,1,REGULAR,substitution,out,[],202689,,,1610612739,26,20,2019-12-27T21:25:49Z,1020000,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M34.00S,2019-12-27T21:25:42.9Z,1,REGULAR,substitution,in,[],202954,,,1610612739,26,20,2019-12-27T21:25:49Z,1030000,,,0,,substitution in Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M34.00S,2019-12-27T21:25:56.2Z,1,REGULAR,freethrow,2of2,[],1629012,,,1610612739,26,21,2019-12-27T21:25:56Z,1040000,,,0,,C. Sexton freethrow 2of2 (9 PTS),[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
108,PT03M20.00S,2019-12-27T21:26:12.1Z,1,REGULAR,3pt,jumpshot,[],1629684,6.652431011826544,96.14736519607843,1610612738,26,21,2019-12-27T21:26:20Z,1050000,-231.0,10.0,1,left,MISS G. Williams 23' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,23.12,Missed,,,,,,,,,,,,,,,,,,,
109,PT03M15.00S,2019-12-27T21:26:17.1Z,1,REGULAR,rebound,defensive,[],203521,,,1610612739,26,21,2019-12-27T21:26:20Z,1060000,,,0,,M. Dellavedova REBOUND (Off:0 Def:1),[203521],1610612739.0,CLE,,,,Dellavedova,M. Dellavedova,,,,,,,,,,,108.0,1.0,1.0,0.0,,,,,,,,,,,
110,PT03M08.00S,2019-12-27T21:26:27.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612739,26,21,2019-12-27T21:29:54Z,1070000,,,0,,G. Williams FOUL personal (1 PF) (Nance Jr. inpenalty),"[1629684, 1626204]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,201640.0,1.0,0.0,Nance Jr.,1626204.0,,,,,,
112,PT03M08.00S,2019-12-27T21:27:01.4Z,1,REGULAR,freethrow,1of2,[],1626204,,,1610612739,26,21,2019-12-27T21:29:54Z,1095000,,,0,,MISS L. Nance Jr. freethrow 1of2,[1626204],1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,,
113,PT03M08.00S,2019-12-27T21:27:01.4Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612739,26,21,2019-12-27T21:29:54Z,1102500,,,0,,Team offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,112.0,,,,,,,,,,,,,,
147,PT03M08.00S,2019-12-27T21:27:01.9Z,1,REGULAR,substitution,out,[],202683,,,1610612739,26,21,2019-12-27T21:32:30Z,1104375,,,0,,substitution out Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT03M08.00S,2019-12-27T21:27:01.9Z,1,REGULAR,substitution,out,[],201567,,,1610612739,26,21,2019-12-27T21:32:30Z,1105312,,,0,,substitution out Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT03M08.00S,2019-12-27T21:27:01.9Z,1,REGULAR,substitution,out,[],1629012,,,1610612739,26,21,2019-12-27T21:32:30Z,1105781,,,0,,substitution out Sexton,[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT03M08.00S,2019-12-27T21:27:01.9Z,1,REGULAR,substitution,in,[],1628464,,,1610612739,26,21,2019-12-27T21:32:30Z,1106015,,,0,,substitution in Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT03M08.00S,2019-12-27T21:27:01.9Z,1,REGULAR,substitution,in,[],203957,,,1610612739,26,21,2019-12-27T21:32:30Z,1106132,,,0,,substitution in Exum,[203957],1610612739.0,CLE,,,,Exum,D. Exum,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT03M08.00S,2019-12-27T21:27:01.9Z,1,REGULAR,substitution,in,[],203089,,,1610612739,26,21,2019-12-27T21:32:30Z,1106191,,,0,,substitution in Henson,[203089],1610612739.0,CLE,,,,Henson,J. Henson,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M08.00S,2019-12-27T21:27:01.4Z,1,REGULAR,freethrow,2of2,[],1626204,,,1610612739,26,21,2019-12-27T21:29:54Z,1106250,,,0,,MISS L. Nance Jr. freethrow 2of2,[1626204],1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,,
121,PT03M08.00S,2019-12-27T21:27:01.4Z,1,REGULAR,rebound,defensive,[],1628464,,,1610612738,26,21,2019-12-27T21:29:54Z,1108125,,,0,,D. Theis REBOUND (Off:0 Def:1),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,120.0,1.0,1.0,0.0,,,,,,,,,,,
122,PT03M00.00S,2019-12-27T21:27:32.1Z,1,REGULAR,turnover,badpass,[],1628464,,,1610612738,26,21,2019-12-27T21:27:57Z,1165000,,,0,,D. Theis TURNOVER badpass (1 TOV) Stolen,"[1628464, 203957]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,1.0,Exum,203957.0,,,
123,PT03M00.00S,2019-12-27T21:27:32.1Z,1,REGULAR,steal,,[],203957,,,1610612739,26,21,2019-12-27T21:27:37Z,1167500,,,0,,D. Exum STEAL (1 STL),[203957],1610612739.0,CLE,,,,Exum,D. Exum,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M58.00S,2019-12-27T21:27:38.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627759,,,1610612739,26,21,2019-12-27T21:28:35Z,1210000,,,0,,J. Brown FOUL personal (1 PF) (Exum inpenalty),"[1627759, 203957]",1610612738.0,BOS,take,,,Brown,J. Brown,,,,,,,,,,,,,,,202035.0,1.0,0.0,Exum,203957.0,,,,,,
126,PT02M58.00S,2019-12-27T21:27:50.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,26,21,2019-12-27T21:27:38Z,1230000,,,0,,timeout full,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M58.00S,2019-12-27T21:30:08.7Z,1,REGULAR,substitution,out,[],1627759,,,1610612739,26,21,2019-12-27T21:30:31Z,1240000,,,0,,substitution out Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M58.00S,2019-12-27T21:30:08.7Z,1,REGULAR,substitution,out,[],1629684,,,1610612739,26,21,2019-12-27T21:30:31Z,1250000,,,0,,substitution out Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M58.00S,2019-12-27T21:30:08.7Z,1,REGULAR,substitution,in,[],1628369,,,1610612739,26,21,2019-12-27T21:30:31Z,1260000,,,0,,substitution in Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M58.00S,2019-12-27T21:30:08.7Z,1,REGULAR,substitution,in,[],202330,,,1610612739,26,21,2019-12-27T21:30:31Z,1270000,,,0,,substitution in Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M58.00S,2019-12-27T21:30:36.6Z,1,REGULAR,freethrow,1of2,['fromturnover'],203957,,,1610612739,26,21,2019-12-27T21:34:11Z,1280000,,,0,,MISS D. Exum freethrow 1of2,[203957],1610612739.0,CLE,,,,Exum,D. Exum,,,,,,Missed,,,,,,,,,,,,,,,,,,,
133,PT02M58.00S,2019-12-27T21:30:36.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,26,21,2019-12-27T21:30:36Z,1290000,,,0,,Team offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,132.0,,,,,,,,,,,,,,
134,PT02M58.00S,2019-12-27T21:30:48.3Z,1,REGULAR,freethrow,2of2,['fromturnover'],203957,,,1610612739,26,22,2019-12-27T21:34:11Z,1300000,,,0,,D. Exum freethrow 2of2 (1 PTS),[203957],1610612739.0,CLE,,,,Exum,D. Exum,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
135,PT02M36.00S,2019-12-27T21:31:12.5Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],1629641,14.4053876478318,39.28462009803921,1610612738,26,22,2019-12-27T21:31:21Z,1310000,54.0,83.0,1,left,MISS R. Langford 10' jumpshot,[1629641],1610612738.0,BOS,drivingfloating,,,Langford,R. Langford,,,,,10.34,Missed,,,,,,,,,,,,,,,,,,,
136,PT02M34.00S,2019-12-27T21:31:14.5Z,1,REGULAR,rebound,defensive,[],1626204,,,1610612739,26,22,2019-12-27T21:31:21Z,1320000,,,0,,L. Nance Jr. REBOUND (Off:0 Def:1),[1626204],1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,135.0,1.0,1.0,0.0,,,,,,,,,,,
137,PT02M10.00S,2019-12-27T21:31:37.9Z,1,REGULAR,2pt,hook,[],1626204,93.11760840998686,75.3140318627451,1610612739,26,22,2019-12-27T21:31:44Z,1330000,127.0,12.0,1,right,MISS L. Nance Jr. 13' hook,[1626204],1610612739.0,CLE,turnaround,,,Nance Jr.,L. Nance Jr.,,,,,12.78,Missed,,,,,,,,,,,,,,,,,,,
138,PT02M08.00S,2019-12-27T21:31:39.9Z,1,REGULAR,rebound,defensive,[],202954,,,1610612738,26,22,2019-12-27T21:31:44Z,1340000,,,0,,B. Wanamaker REBOUND (Off:0 Def:1),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,137.0,1.0,1.0,0.0,,,,,,,,,,,
139,PT01M59.00S,2019-12-27T21:31:49.5Z,1,REGULAR,2pt,jumpshot,[],202330,22.421156373193167,35.11795343137255,1610612738,26,22,2019-12-27T21:31:58Z,1350000,74.0,158.0,1,left,MISS G. Hayward 18' jumpshot,[202330],1610612738.0,BOS,turnaroundfadeaway,,,Hayward,G. Hayward,,,,,17.99,Missed,,,,,,,,,,,,,,,,,,,
140,PT01M57.00S,2019-12-27T21:31:51.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612739,26,22,2019-12-27T21:31:58Z,1360000,,,0,,Team defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,139.0,,,,,,,,,,,,,,
141,PT01M57.00S,2019-12-27T21:31:54.5Z,1,REGULAR,stoppage,outofbounds,[],0,,,1610612739,26,22,2019-12-27T21:31:54Z,1370000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M57.00S,2019-12-27T21:32:00.2Z,1,REGULAR,substitution,out,[],203521,,,1610612739,26,22,2019-12-27T21:32:03Z,1380000,,,0,,substitution out Dellavedova,[203521],1610612739.0,CLE,,,,Dellavedova,M. Dellavedova,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M57.00S,2019-12-27T21:32:00.2Z,1,REGULAR,substitution,in,[],1629636,,,1610612739,26,22,2019-12-27T21:32:03Z,1390000,,,0,,substitution in Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M45.00S,2019-12-27T21:32:21.4Z,1,REGULAR,2pt,layup,['pointsinthepaint'],1626204,92.59198423127464,49.08854166666667,1610612739,26,22,2019-12-27T21:32:29Z,1400000,-5.0,17.0,1,right,MISS L. Nance Jr. layup Blocked,"[1626204, 1628369]",1610612739.0,CLE,cutting,,,Nance Jr.,L. Nance Jr.,,,,,2.31,Missed,,,,,,,,,,,,,,,,,Tatum,1628369.0,
145,PT01M45.00S,2019-12-27T21:32:21.4Z,1,REGULAR,block,,[],1628369,,,1610612739,26,22,2019-12-27T21:32:23Z,1410000,,,0,,J. Tatum BLOCK (1 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M43.00S,2019-12-27T21:32:23.4Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,26,22,2019-12-27T21:32:29Z,1420000,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,144.0,1.0,1.0,0.0,,,,,,,,,,,
153,PT01M35.00S,2019-12-27T21:32:30.8Z,1,REGULAR,2pt,layup,['pointsinthepaint'],1628369,5.913272010512484,41.41773897058824,1610612738,26,22,2019-12-27T21:32:40Z,1430000,43.0,3.0,1,left,MISS J. Tatum layup,[1628369],1610612738.0,BOS,drivingfingerroll,,,Tatum,J. Tatum,,,,,4.38,Missed,,,,,,,,,,,,,,,,,,,
154,PT01M33.00S,2019-12-27T21:32:32.8Z,1,REGULAR,rebound,defensive,[],1626204,,,1610612739,26,22,2019-12-27T21:32:40Z,1440000,,,0,,L. Nance Jr. REBOUND (Off:0 Def:2),[1626204],1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,153.0,2.0,2.0,0.0,,,,,,,,,,,
155,PT01M22.00S,2019-12-27T21:32:43.4Z,1,REGULAR,3pt,jumpshot,[],1629645,85.75886990801577,96.14736519607843,1610612739,26,22,2019-12-27T21:36:20Z,1450000,231.0,81.0,1,right,MISS K. Porter Jr. 25' 3PT,[1629645],1610612739.0,CLE,pullup,,,Porter Jr.,K. Porter Jr.,,,,,24.65,Missed,,,,,,,,,,,,,,,,,,,
156,PT01M20.00S,2019-12-27T21:32:45.4Z,1,REGULAR,rebound,offensive,[],1626204,,,1610612739,26,22,2019-12-27T21:32:50Z,1460000,,,0,,L. Nance Jr. REBOUND (Off:1 Def:2),[1626204],1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,155.0,3.0,2.0,1.0,,,,,,,,,,,
157,PT01M13.00S,2019-12-27T21:32:53.3Z,1,REGULAR,turnover,badpass,[],203957,,,1610612739,26,22,2019-12-27T21:32:59Z,1470000,,,0,,D. Exum TURNOVER badpass (1 TOV) Stolen,"[203957, 1628464]",1610612739.0,CLE,,,,Exum,D. Exum,,,,,,,,,,,,,,,,,,,,1.0,Theis,1628464.0,,,
158,PT01M13.00S,2019-12-27T21:32:53.3Z,1,REGULAR,steal,,[],1628464,,,1610612738,26,22,2019-12-27T21:32:59Z,1480000,,,0,,D. Theis STEAL (1 STL),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT01M11.00S,2019-12-27T21:32:57.9Z,1,REGULAR,foul,personal,['2freethrow'],1629636,,,1610612738,26,22,2019-12-27T21:33:05Z,1490000,,,0,,D. Garland FOUL personal (1 PF) (Wanamaker 2freethrow),"[1629636, 202954]",1610612739.0,CLE,shooting,,,Garland,D. Garland,,,,,,,,,,,,,,,202035.0,1.0,0.0,Wanamaker,202954.0,,,,,,
161,PT01M11.00S,2019-12-27T21:33:19.9Z,1,REGULAR,freethrow,1of2,"['fromturnover', 'fastbreak']",202954,,,1610612738,27,22,2019-12-27T21:33:19Z,1510000,,,0,,B. Wanamaker freethrow 1of2 (1 PTS),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
162,PT01M11.00S,2019-12-27T21:33:33.9Z,1,REGULAR,freethrow,2of2,"['fastbreak', 'fromturnover']",202954,,,1610612738,28,22,2019-12-27T21:33:33Z,1520000,,,0,,B. Wanamaker freethrow 2of2 (2 PTS),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
163,PT00M52.40S,2019-12-27T21:33:57.2Z,1,REGULAR,2pt,jumpshot,[],1629645,88.51839684625493,69.67677696078431,1610612739,28,22,2019-12-27T21:34:05Z,1530000,98.0,55.0,1,right,MISS K. Porter Jr. 12' jumpshot,[1629645],1610612739.0,CLE,fadeaway,,,Porter Jr.,K. Porter Jr.,,,,,11.57,Missed,,,,,,,,,,,,,,,,,,,
164,PT00M50.60S,2019-12-27T21:33:59.0Z,1,REGULAR,rebound,defensive,[],1628464,,,1610612738,28,22,2019-12-27T21:34:05Z,1540000,,,0,,D. Theis REBOUND (Off:0 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,163.0,2.0,2.0,0.0,,,,,,,,,,,
165,PT00M41.20S,2019-12-27T21:34:09.7Z,1,REGULAR,2pt,dunk,['pointsinthepaint'],1628369,7.30946123521682,47.372855392156865,1610612738,30,22,2019-12-27T21:34:14Z,1550000,13.0,16.0,1,left,J. Tatum dunk (6 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,2.53,Made,6.0,,,,,,,,,,,,,,,,,,
166,PT00M25.50S,2019-12-27T21:34:35.3Z,1,REGULAR,2pt,layup,['pointsinthepaint'],203089,94.03745072273325,52.51991421568627,1610612739,30,22,2019-12-27T21:34:42Z,1560000,13.0,4.0,1,right,MISS J. Henson layup,[203089],1610612739.0,CLE,drivingreverse,,,Henson,J. Henson,,,,,1.55,Missed,,,,,,,,,,,,,,,,,,,
167,PT00M24.50S,2019-12-27T21:34:36.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,30,22,2019-12-27T21:34:42Z,1570000,,,0,,Team defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,166.0,,,,,,,,,,,,,,
168,PT00M24.50S,2019-12-27T21:34:40.1Z,1,REGULAR,stoppage,outofbounds,[],0,,,1610612738,30,22,2019-12-27T21:34:40Z,1580000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT00M04.90S,2019-12-27T21:35:25.9Z,1,REGULAR,3pt,jumpshot,[],1628369,31.225361366622867,73.59834558823529,1610612738,33,22,2019-12-27T21:35:33Z,1590000,-118.0,241.0,1,left,J. Tatum 27' 3PT  (9 PTS) (G. Hayward 2 AST),"[1628369, 202330]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,27.33,Made,9.0,G. Hayward,202330.0,2.0,,,,,,,,,,,,,,,
171,PT00M01.00S,2019-12-27T21:35:36.2Z,1,REGULAR,2pt,jumpshot,[],1629636,79.84559789750328,74.08854166666666,1610612739,33,22,2019-12-27T21:37:37Z,1610000,120.0,137.0,1,right,MISS D. Garland 19' jumpshot,[1629636],1610612739.0,CLE,runningpullup,,,Garland,D. Garland,,,,,18.66,Missed,,,,,,,,,,,,,,,,,,,
172,PT00M00.80S,2019-12-27T21:35:36.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,33,22,2019-12-27T21:35:50Z,1620000,,,0,,Team offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,171.0,,,,,,,,,,,,,,
173,PT00M00.00S,2019-12-27T21:35:41.6Z,1,REGULAR,period,end,[],0,,,1610612739,33,22,2019-12-27T21:35:41Z,1630000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2019-12-27T21:38:22.0Z,2,REGULAR,period,start,[],0,,,1610612739,33,22,2019-12-27T21:38:22Z,1640000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT11M46.00S,2019-12-27T21:38:36.6Z,2,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612739,33,22,2019-12-27T21:38:50Z,1650000,,,0,,D. Theis FOUL personal (2 PF) (Henson 2freethrow),"[1628464, 203089]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,,1626300.0,2.0,0.0,Henson,203089.0,,,,,,
177,PT11M46.00S,2019-12-27T21:39:26.0Z,2,REGULAR,freethrow,1of2,[],203089,,,1610612739,33,22,2019-12-27T21:39:45Z,1670000,,,0,,MISS J. Henson freethrow 1of2,[203089],1610612739.0,CLE,,,,Henson,J. Henson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
178,PT11M46.00S,2019-12-27T21:39:26.0Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612739,33,22,2019-12-27T21:39:45Z,1680000,,,0,,Team offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,177.0,,,,,,,,,,,,,,
179,PT11M46.00S,2019-12-27T21:39:26.0Z,2,REGULAR,freethrow,2of2,[],203089,,,1610612739,33,22,2019-12-27T21:39:45Z,1690000,,,0,,MISS J. Henson freethrow 2of2,[203089],1610612739.0,CLE,,,,Henson,J. Henson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
180,PT11M46.00S,2019-12-27T21:39:26.0Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,33,22,2019-12-27T21:39:45Z,1700000,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,179.0,2.0,2.0,0.0,,,,,,,,,,,
181,PT11M26.00S,2019-12-27T21:39:57.2Z,2,REGULAR,3pt,jumpshot,[],1628369,28.597240473061763,77.76501225490196,1610612738,36,22,2019-12-27T21:40:03Z,1710000,-139.0,216.0,1,left,J. Tatum 26' 3PT  (12 PTS),[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,26.16,Made,12.0,,,,,,,,,,,,,,,,,,
182,PT11M12.00S,2019-12-27T21:40:11.4Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1629645,92.24704336399473,47.369025735294116,1610612739,36,22,2019-12-27T21:40:17Z,1720000,-13.0,20.0,1,right,MISS K. Porter Jr. layup,[1629645],1610612739.0,CLE,drivingfingerroll,,,Porter Jr.,K. Porter Jr.,,,,,2.91,Missed,,,,,,,,,,,,,,,,,,,
183,PT11M10.00S,2019-12-27T21:40:13.4Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,36,22,2019-12-27T21:40:17Z,1730000,,,0,,D. Theis REBOUND (Off:0 Def:3),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,182.0,3.0,3.0,0.0,,,,,,,,,,,
184,PT11M06.00S,2019-12-27T21:40:17.5Z,2,REGULAR,3pt,jumpshot,['fastbreak'],202330,7.440867279894875,95.65716911764706,1610612738,36,22,2019-12-27T21:41:07Z,1740000,-228.0,17.0,1,left,MISS G. Hayward 23' 3PT,[202330],1610612738.0,BOS,running,,,Hayward,G. Hayward,,,,,22.94,Missed,,,,,,,,,,,,,,,,,,,
185,PT11M01.00S,2019-12-27T21:40:22.5Z,2,REGULAR,rebound,defensive,[],1629636,,,1610612739,36,22,2019-12-27T21:40:30Z,1750000,,,0,,D. Garland REBOUND (Off:0 Def:1),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,184.0,1.0,1.0,0.0,,,,,,,,,,,
186,PT10M55.00S,2019-12-27T21:40:32.5Z,2,REGULAR,turnover,outofbounds,[],1629636,,,1610612739,36,22,2019-12-27T21:40:44Z,1760000,,,0,,D. Garland TURNOVER outofbounds (1 TOV),[1629636],1610612739.0,CLE,lostball,,,Garland,D. Garland,,,,,,,,,,,,,,,201640.0,,,,,1.0,,,,,
187,PT10M55.00S,2019-12-27T21:40:43.2Z,2,REGULAR,substitution,out,[],203089,,,1610612738,36,22,2019-12-27T21:40:52Z,1770000,,,0,,substitution out Henson,[203089],1610612739.0,CLE,,,,Henson,J. Henson,,,,,,,,,,,,,,,,,,,,,,,,,
