actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
267,PT05M06.00S,2020-08-30T18:04:50.7Z,2,REGULAR,freethrow,1of2,[],201188,,,1610612761,33,46,2020-08-30T18:05:21Z,2600000,,,0,,M. Gasol freethrow 1of2 (1 PTS),[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
268,PT05M06.00S,2020-08-30T18:04:51.5Z,2,REGULAR,substitution,out,[],1626181,,,1610612761,33,46,2020-08-30T18:05:05Z,2610000,,,0,,substitution out Powell,[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT05M06.00S,2020-08-30T18:04:51.5Z,2,REGULAR,substitution,out,[],1627759,,,1610612761,33,46,2020-08-30T18:05:05Z,2620000,,,0,,substitution out Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT05M06.00S,2020-08-30T18:04:51.5Z,2,REGULAR,substitution,out,[],202954,,,1610612761,33,46,2020-08-30T18:05:05Z,2630000,,,0,,substitution out Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT05M06.00S,2020-08-30T18:04:51.5Z,2,REGULAR,substitution,out,[],1628464,,,1610612761,33,46,2020-08-30T18:05:05Z,2640000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT05M06.00S,2020-08-30T18:04:51.5Z,2,REGULAR,substitution,in,[],1628384,,,1610612761,33,46,2020-08-30T18:05:05Z,2650000,,,0,,substitution in Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT05M06.00S,2020-08-30T18:04:51.5Z,2,REGULAR,substitution,in,[],1628400,,,1610612761,33,46,2020-08-30T18:05:05Z,2660000,,,0,,substitution in Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT05M06.00S,2020-08-30T18:04:51.5Z,2,REGULAR,substitution,in,[],203935,,,1610612761,33,46,2020-08-30T18:05:05Z,2670000,,,0,,substitution in Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT05M06.00S,2020-08-30T18:04:51.5Z,2,REGULAR,substitution,in,[],1629057,,,1610612761,33,46,2020-08-30T18:05:05Z,2680000,,,0,,substitution in Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT05M06.00S,2020-08-30T18:04:50.7Z,2,REGULAR,freethrow,2of2,[],201188,,,1610612761,33,46,2020-08-30T18:05:21Z,2690000,,,0,,MISS M. Gasol freethrow 2of2,[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,Missed,,,,,,,,,,,,,,,,,,,
277,PT05M04.00S,2020-08-30T18:04:52.7Z,2,REGULAR,rebound,defensive,[],202689,,,1610612738,33,46,2020-08-30T18:05:21Z,2700000,,,0,,K. Walker REBOUND (Off:0 Def:1),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,276.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
278,PT04M55.00S,2020-08-30T18:05:29.2Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],202689,79.71419185282524,44.18658088235294,1610612738,33,48,2020-08-30T18:05:34Z,2710000,-29.0,138.0,1,right,K. Walker 15' jumpshot (9 PTS),[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,14.66,Made,,,,,9.0,,,,,,,,,,,,,,
279,PT04M42.00S,2020-08-30T18:05:42.3Z,2,REGULAR,2pt,dunk,['pointsinthepaint'],1628384,8.229303547963205,50.314031862745104,1610612761,35,48,2020-08-30T18:05:48Z,2720000,-2.0,25.0,1,left,O. Anunoby dunk (2 PTS) (M. Gasol 2 AST),"[1628384, 201188]",1610612761.0,TOR,driving,,,Anunoby,O. Anunoby,,,,,3.04,Made,,,,,2.0,M. Gasol,201188.0,2.0,,,,,,,,,,,
281,PT04M28.00S,2020-08-30T18:05:56.0Z,2,REGULAR,3pt,jumpshot,[],203935,93.64323258869908,94.43167892156863,1610612738,35,48,2020-08-30T18:06:02Z,2740000,222.0,7.0,1,right,MISS M. Smart 22' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,22.26,Missed,,,,,,,,,,,,,,,,,,,
282,PT04M27.00S,2020-08-30T18:05:57.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612761,35,48,2020-08-30T18:06:02Z,2750000,,,0,,Team defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,281.0,,,,,,,,,,,,,,,,,,
283,PT04M27.00S,2020-08-30T18:06:00.7Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612761,35,48,2020-08-30T18:06:00Z,2760000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT04M13.00S,2020-08-30T18:06:29.5Z,2,REGULAR,3pt,jumpshot,[],1627832,30.17411300919842,71.6375612745098,1610612761,35,48,2020-08-30T18:06:36Z,2770000,-108.0,231.0,1,left,MISS F. VanVleet 26' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,26.02,Missed,,,,,,,,,,,,,,,,,,,
285,PT04M11.00S,2020-08-30T18:06:31.5Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,35,48,2020-08-30T18:06:36Z,2780000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,284.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
286,PT04M01.00S,2020-08-30T18:06:44.8Z,2,REGULAR,foul,personal,[],200768,,,1610612738,35,48,2020-08-30T18:06:50Z,2790000,,,0,,K. Lowry FOUL personal (2 PF),"[200768, 1628369]",1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,2530.0,,2.0,0.0,Tatum,1628369.0,,,,,
288,PT04M01.00S,2020-08-30T18:06:49.8Z,2,REGULAR,substitution,out,[],200768,,,1610612738,35,48,2020-08-30T18:07:00Z,2810000,,,0,,substitution out Lowry,[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT04M01.00S,2020-08-30T18:06:49.8Z,2,REGULAR,substitution,in,[],201586,,,1610612738,35,48,2020-08-30T18:07:00Z,2820000,,,0,,substitution in Ibaka,[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT03M52.00S,2020-08-30T18:07:17.4Z,2,REGULAR,3pt,jumpshot,[],1628400,93.64323258869908,3.990502450980392,1610612738,35,51,2020-08-30T18:07:24Z,2830000,-230.0,7.0,1,right,S. Ojeleye 23' 3PT  (3 PTS) (K. Walker 4 AST),"[1628400, 202689]",1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,23.04,Made,,,,,3.0,K. Walker,202689.0,4.0,,,,,,,,,,,
293,PT03M34.00S,2020-08-30T18:07:35.2Z,2,REGULAR,2pt,layup,['pointsinthepaint'],201188,8.229303547963205,48.10814950980392,1610612761,37,51,2020-08-30T18:07:41Z,2860000,9.0,25.0,1,left,M. Gasol layup (3 PTS) (F. VanVleet 4 AST),"[201188, 1627832]",1610612761.0,TOR,drivingfingerroll,,,Gasol,M. Gasol,,,,,3.18,Made,,,,,3.0,F. VanVleet,1627832.0,4.0,,,,,,,,,,,
295,PT03M21.00S,2020-08-30T18:07:48.1Z,2,REGULAR,3pt,jumpshot,[],202689,68.80749014454665,66.98069852941177,1610612738,37,51,2020-08-30T18:07:52Z,2880000,85.0,241.0,1,right,MISS K. Walker 26' 3PT Blocked,"[202689, 1628384]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,26.04,Missed,,,,,,,,,,,,,,,,,Anunoby,1628384.0,
296,PT03M21.00S,2020-08-30T18:07:48.1Z,2,REGULAR,block,,[],1628384,,,1610612738,37,51,2020-08-30T18:07:50Z,2890000,,,0,,O. Anunoby BLOCK (1 BLK),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT03M19.00S,2020-08-30T18:07:50.1Z,2,REGULAR,rebound,defensive,[],1627832,,,1610612761,37,51,2020-08-30T18:07:52Z,2900000,,,0,,F. VanVleet REBOUND (Off:1 Def:2),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,295.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
298,PT03M13.00S,2020-08-30T18:07:56.5Z,2,REGULAR,turnover,badpass,[],1628384,,,1610612761,37,51,2020-08-30T18:08:01Z,2910000,,,0,,O. Anunoby TURNOVER badpass (1 TOV) Stolen,"[1628384, 202689]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,1.0,,,,,Walker,202689.0,,,
299,PT03M13.00S,2020-08-30T18:07:56.5Z,2,REGULAR,steal,,[],202689,,,1610612738,37,51,2020-08-30T18:07:57Z,2920000,,,0,,K. Walker STEAL (1 STL),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT03M08.00S,2020-08-30T18:08:01.0Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202689,92.19776609724047,44.921875,1610612738,37,51,2020-08-30T18:10:59Z,2930000,-25.0,21.0,1,right,MISS K. Walker layup,[202689],1610612738.0,BOS,running,,,Walker,K. Walker,,,,,3.66,Missed,,,,,,,,,,,,,,,,,,,
301,PT03M06.00S,2020-08-30T18:08:03.0Z,2,REGULAR,rebound,defensive,[],201188,,,1610612761,37,51,2020-08-30T18:08:08Z,2940000,,,0,,M. Gasol REBOUND (Off:1 Def:4),[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,300.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
302,PT02M58.00S,2020-08-30T18:08:10.5Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1627783,9.017739816031538,44.676776960784316,1610612761,37,51,2020-08-30T18:08:15Z,2950000,27.0,32.0,1,left,MISS P. Siakam layup Blocked,"[1627783, 1629057]",1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,4.62,Missed,,,,,,,,,,,,,,,,,Williams III,1629057.0,
303,PT02M58.00S,2020-08-30T18:08:10.5Z,2,REGULAR,block,,[],1629057,,,1610612761,37,51,2020-08-30T18:09:55Z,2960000,,,0,,R. Williams III BLOCK (2 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT02M56.00S,2020-08-30T18:08:12.5Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,37,51,2020-08-30T18:08:15Z,2970000,,,0,,M. Smart REBOUND (Off:0 Def:4),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,302.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
305,PT02M55.00S,2020-08-30T18:08:14.6Z,2,REGULAR,3pt,jumpshot,['fastbreak'],203935,69.99014454664915,71.6375612745098,1610612738,37,51,2020-08-30T18:08:30Z,2980000,108.0,230.0,1,right,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,runningpullup,,,Smart,M. Smart,,,,,25.88,Missed,,,,,,,,,,,,,,,,,,,
306,PT02M52.00S,2020-08-30T18:08:17.6Z,2,REGULAR,rebound,defensive,[],201188,,,1610612761,37,51,2020-08-30T18:08:21Z,2990000,,,0,,M. Gasol REBOUND (Off:1 Def:5),[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,305.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
307,PT02M33.00S,2020-08-30T18:08:36.4Z,2,REGULAR,3pt,jumpshot,[],201586,32.53942181340342,50.314031862745104,1610612761,37,51,2020-08-30T18:08:42Z,3000000,-2.0,253.0,1,left,MISS S. Ibaka 26' 3PT,[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,25.89,Missed,,,,,,,,,,,,,,,,,,,
308,PT02M31.00S,2020-08-30T18:08:38.4Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,37,51,2020-08-30T18:08:42Z,3010000,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,307.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
309,PT02M21.00S,2020-08-30T18:08:50.9Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628369,92.06636005256242,44.18658088235294,1610612738,37,53,2020-08-30T18:08:59Z,3020000,-29.0,22.0,1,right,J. Tatum jumpshot (7 PTS),[1628369],1610612738.0,BOS,drivingfloatingbank,,,Tatum,J. Tatum,,,,,4.01,Made,,,,,7.0,,,,,,,,,,,,,,
310,PT02M21.00S,2020-08-30T18:08:53.2Z,2,REGULAR,foul,personal,['1freethrow'],1628384,,,1610612738,37,53,2020-08-30T18:09:04Z,3030000,,,0,,O. Anunoby FOUL personal (2 PF) (Tatum 1freethrow),"[1628384, 1628369]",1610612761.0,TOR,shooting,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,2530.0,,2.0,0.0,Tatum,1628369.0,,,,,
312,PT02M21.00S,2020-08-30T18:09:07.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,37,53,2020-08-30T18:13:34Z,3050000,,,0,,timeout full,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT02M21.00S,2020-08-30T18:10:15.9Z,2,REGULAR,substitution,out,[],201188,,,1610612738,37,53,2020-08-30T18:13:34Z,3060000,,,0,,substitution out Gasol,[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT02M21.00S,2020-08-30T18:10:15.9Z,2,REGULAR,substitution,in,[],200768,,,1610612738,37,53,2020-08-30T18:13:34Z,3070000,,,0,,substitution in Lowry,[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT02M21.00S,2020-08-30T18:12:25.8Z,2,REGULAR,substitution,out,[],1628400,,,1610612738,37,53,2020-08-30T18:13:34Z,3080000,,,0,,substitution out Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT02M21.00S,2020-08-30T18:12:25.8Z,2,REGULAR,substitution,in,[],1627759,,,1610612738,37,53,2020-08-30T18:13:34Z,3090000,,,0,,substitution in Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT02M21.00S,2020-08-30T18:12:58.1Z,2,REGULAR,freethrow,1of1,[],1628369,,,1610612738,37,54,2020-08-30T18:12:58Z,3100000,,,0,,J. Tatum freethrow 1of1 (8 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,8.0,,,,,,,,,,,,,,
318,PT02M10.00S,2020-08-30T18:13:16.9Z,2,REGULAR,2pt,dunk,['pointsinthepaint'],1628384,6.258212877792378,52.27481617647059,1610612761,39,54,2020-08-30T18:13:26Z,3110000,-11.0,6.0,1,left,O. Anunoby dunk (4 PTS) (F. VanVleet 5 AST),"[1628384, 1627832]",1610612761.0,TOR,reverse,,,Anunoby,O. Anunoby,,,,,1.64,Made,,,,,4.0,F. VanVleet,1627832.0,5.0,,,,,,,,,,,
320,PT01M54.00S,2020-08-30T18:13:32.3Z,2,REGULAR,3pt,jumpshot,[],203935,73.01248357424441,12.323835784313726,1610612738,39,54,2020-08-30T18:13:37Z,3130000,-188.0,201.0,1,right,MISS M. Smart 28' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,27.97,Missed,,,,,,,,,,,,,,,,,,,
321,PT01M51.00S,2020-08-30T18:13:35.3Z,2,REGULAR,rebound,defensive,[],1628384,,,1610612761,39,54,2020-08-30T18:13:37Z,3140000,,,0,,O. Anunoby REBOUND (Off:0 Def:4),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,320.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
322,PT01M43.00S,2020-08-30T18:13:46.2Z,2,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612761,39,54,2020-08-30T18:13:51Z,3150000,,,0,,R. Williams III FOUL personal (1 PF) (Anunoby 2freethrow),"[1629057, 1628384]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,,,,,202058.0,,1.0,0.0,Anunoby,1628384.0,,,,,
324,PT01M43.00S,2020-08-30T18:14:11.0Z,2,REGULAR,freethrow,1of2,[],1628384,,,1610612761,39,54,2020-08-30T18:14:11Z,3170000,,,0,,MISS O. Anunoby freethrow 1of2,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,Missed,,,,,,,,,,,,,,,,,,,
325,PT01M43.00S,2020-08-30T18:14:11.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,39,54,2020-08-30T18:14:11Z,3180000,,,0,,Team offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,324.0,,,,,,,,,,,,,,,,,,
326,PT01M43.00S,2020-08-30T18:14:24.6Z,2,REGULAR,freethrow,2of2,[],1628384,,,1610612761,40,54,2020-08-30T18:14:24Z,3190000,,,0,,O. Anunoby freethrow 2of2 (5 PTS),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,Made,,,,,5.0,,,,,,,,,,,,,,
327,PT01M29.00S,2020-08-30T18:14:41.8Z,2,REGULAR,turnover,outofbounds,[],1628369,,,1610612738,40,54,2020-08-30T18:14:50Z,3200000,,,0,,J. Tatum TURNOVER outofbounds (2 TOV),[1628369],1610612738.0,BOS,badpass,,,Tatum,J. Tatum,,,,,,,,,,,,,,,2530.0,2.0,,,,,,,,,
328,PT01M22.00S,2020-08-30T18:15:01.7Z,2,REGULAR,3pt,jumpshot,['fromturnover'],1627832,32.40801576872536,47.86305147058824,1610612761,40,54,2020-08-30T18:15:26Z,3210000,11.0,252.0,1,left,MISS F. VanVleet 26' 3PT,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,25.78,Missed,,,,,,,,,,,,,,,,,,,
329,PT01M15.00S,2020-08-30T18:15:08.7Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,40,54,2020-08-30T18:15:09Z,3220000,,,0,,M. Smart REBOUND (Off:0 Def:5),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,328.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
330,PT01M09.00S,2020-08-30T18:15:17.4Z,2,REGULAR,foul,personal,[],200768,,,1610612738,40,54,2020-08-30T18:15:28Z,3230000,,,0,,K. Lowry FOUL personal (3 PF),"[200768, 203935]",1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,202058.0,,3.0,0.0,Smart,203935.0,,,,,
332,PT01M03.00S,2020-08-30T18:15:39.8Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1627759,81.68528252299606,45.90226715686275,1610612738,40,54,2020-08-30T18:15:44Z,3250000,-20.0,120.0,1,right,MISS J. Brown 13' jumpshot,[1627759],1610612738.0,BOS,drivingfloating,,,Brown,J. Brown,,,,,12.69,Missed,,,,,,,,,,,,,,,,,,,
333,PT01M01.00S,2020-08-30T18:15:41.8Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612761,40,54,2020-08-30T18:15:44Z,3260000,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,332.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
334,PT00M57.90S,2020-08-30T18:15:46.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629057,,,1610612761,40,54,2020-08-30T18:16:03Z,3270000,,,0,,R. Williams III FOUL personal (2 PF) (Anunoby inpenalty),"[1629057, 1628384]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,,,,,202058.0,,2.0,0.0,Anunoby,1628384.0,,,,,
336,PT00M57.90S,2020-08-30T18:16:15.6Z,2,REGULAR,freethrow,1of2,[],1628384,,,1610612761,41,54,2020-08-30T18:16:15Z,3290000,,,0,,O. Anunoby freethrow 1of2 (6 PTS),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,Made,,,,,6.0,,,,,,,,,,,,,,
337,PT00M57.90S,2020-08-30T18:16:16.3Z,2,REGULAR,substitution,out,[],200768,,,1610612761,41,54,2020-08-30T18:16:27Z,3300000,,,0,,substitution out Lowry,[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT00M57.90S,2020-08-30T18:16:16.3Z,2,REGULAR,substitution,out,[],1627783,,,1610612761,41,54,2020-08-30T18:16:27Z,3310000,,,0,,substitution out Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT00M57.90S,2020-08-30T18:16:16.3Z,2,REGULAR,substitution,out,[],1629057,,,1610612761,41,54,2020-08-30T18:16:27Z,3320000,,,0,,substitution out Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT00M57.90S,2020-08-30T18:16:16.3Z,2,REGULAR,substitution,in,[],1626181,,,1610612761,41,54,2020-08-30T18:16:27Z,3330000,,,0,,substitution in Powell,[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT00M57.90S,2020-08-30T18:16:16.3Z,2,REGULAR,substitution,in,[],201188,,,1610612761,41,54,2020-08-30T18:16:27Z,3340000,,,0,,substitution in Gasol,[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT00M57.90S,2020-08-30T18:16:16.3Z,2,REGULAR,substitution,in,[],1629684,,,1610612761,41,54,2020-08-30T18:16:27Z,3350000,,,0,,substitution in Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT00M57.90S,2020-08-30T18:16:44.5Z,2,REGULAR,freethrow,2of2,[],1628384,,,1610612761,42,54,2020-08-30T18:16:44Z,3360000,,,0,,O. Anunoby freethrow 2of2 (7 PTS),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
344,PT00M44.80S,2020-08-30T18:17:01.5Z,2,REGULAR,3pt,jumpshot,[],1628369,69.59592641261499,25.06893382352941,1610612738,42,54,2020-08-30T18:17:28Z,3370000,-125.0,233.0,1,right,MISS J. Tatum 27' 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,26.94,Missed,,,,,,,,,,,,,,,,,,,
345,PT00M42.30S,2020-08-30T18:17:04.0Z,2,REGULAR,rebound,defensive,[],201586,,,1610612761,42,54,2020-08-30T18:17:06Z,3380000,,,0,,S. Ibaka REBOUND (Off:1 Def:5),[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,344.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
346,PT00M31.80S,2020-08-30T18:17:14.4Z,2,REGULAR,turnover,badpass,[],201586,,,1610612761,42,54,2020-08-30T18:17:19Z,3390000,,,0,,S. Ibaka TURNOVER badpass (1 TOV) Stolen,"[201586, 1628369]",1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,1.0,,,,,Tatum,1628369.0,,,
347,PT00M31.80S,2020-08-30T18:17:14.4Z,2,REGULAR,steal,,[],1628369,,,1610612738,42,54,2020-08-30T18:17:15Z,3400000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT00M30.00S,2020-08-30T18:17:17.1Z,2,REGULAR,2pt,dunk,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628369,92.85479632063075,51.53952205882353,1610612738,42,56,2020-08-30T18:17:29Z,3410000,8.0,15.0,1,right,J. Tatum dunk (10 PTS),[1628369],1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,2.16,Made,,,,,10.0,,,,,,,,,,,,,,
349,PT00M20.20S,2020-08-30T18:17:32.0Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1627832,7.30946123521682,54.23560049019608,1610612761,42,56,2020-08-30T18:17:36Z,3420000,-21.0,16.0,1,left,MISS F. VanVleet layup,[1627832],1610612761.0,TOR,driving,,,VanVleet,F. VanVleet,,,,,3.03,Missed,,,,,,,,,,,,,,,,,,,
350,PT00M18.50S,2020-08-30T18:17:33.6Z,2,REGULAR,rebound,defensive,[],202689,,,1610612738,42,56,2020-08-30T18:17:33Z,3430000,,,0,,K. Walker REBOUND (Off:0 Def:2),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,349.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
351,PT00M00.00S,2020-08-30T18:17:52.1Z,2,REGULAR,3pt,jumpshot,[],202689,66.96780551905388,40.75520833333333,1610612738,42,59,2020-08-30T18:17:57Z,3440000,-46.0,258.0,1,right,K. Walker 27' 3PT  (12 PTS) (M. Smart 2 AST),"[202689, 203935]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,26.75,Made,,,,,12.0,M. Smart,203935.0,2.0,,,,,,,,,,,
353,PT00M00.00S,2020-08-30T18:17:57.9Z,2,REGULAR,instantreplay,request,[],0,,,1610612761,42,59,2020-08-30T18:18:04Z,3460000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,2530.0,,,,,,,,,,End Period - Good Basket
354,PT00M00.00S,2020-08-30T18:18:25.0Z,2,REGULAR,period,end,[],0,,,1610612761,42,59,2020-08-30T18:18:25Z,3470000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT12M00.00S,2020-08-30T18:32:51.0Z,3,REGULAR,substitution,out,['startperiod'],201586,,,1610612761,42,59,2020-08-30T18:33:11Z,3480000,,,0,,substitution out Ibaka,[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT12M00.00S,2020-08-30T18:32:51.0Z,3,REGULAR,substitution,out,['startperiod'],1626181,,,1610612761,42,59,2020-08-30T18:33:11Z,3490000,,,0,,substitution out Powell,[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
