actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
632,PT04M06.00S,2020-08-30T19:31:53.3Z,4,REGULAR,3pt,jumpshot,['fromturnover'],1627832,68.9388961892247,24.57873774509804,1610612761,84,105,2020-08-30T19:31:58Z,6220000,-127.0,239.0,1,right,F. VanVleet 28' 3PT  (11 PTS) (P. Siakam 2 AST),"[1627832, 1627783]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,27.6,Made,,,,,11.0,P. Siakam,1627783.0,2.0,,,,,,,,,,,
634,PT03M44.00S,2020-08-30T19:32:17.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626181,,,1610612738,84,105,2020-08-30T19:32:32Z,6240000,,,0,,N. Powell FOUL personal (4 PF) (Theis inpenalty),"[1626181, 1628464]",1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,,,,,,2530.0,,4.0,0.0,Theis,1628464.0,,,,,
636,PT03M44.00S,2020-08-30T19:32:44.9Z,4,REGULAR,freethrow,1of2,[],1628464,,,1610612738,84,106,2020-08-30T19:32:44Z,6260000,,,0,,D. Theis freethrow 1of2 (12 PTS),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,Made,,,,,12.0,,,,,,,,,,,,,,
637,PT03M44.00S,2020-08-30T19:32:45.6Z,4,REGULAR,substitution,out,[],1627832,,,1610612738,84,106,2020-08-30T19:32:55Z,6270000,,,0,,substitution out VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT03M44.00S,2020-08-30T19:32:45.6Z,4,REGULAR,substitution,out,[],203935,,,1610612738,84,106,2020-08-30T19:32:55Z,6280000,,,0,,substitution out Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT03M44.00S,2020-08-30T19:32:45.6Z,4,REGULAR,substitution,in,[],1628449,,,1610612738,84,106,2020-08-30T19:32:55Z,6290000,,,0,,substitution in Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT03M44.00S,2020-08-30T19:32:45.6Z,4,REGULAR,substitution,in,[],1629641,,,1610612738,84,106,2020-08-30T19:32:55Z,6300000,,,0,,substitution in Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT03M44.00S,2020-08-30T19:33:11.6Z,4,REGULAR,freethrow,2of2,[],1628464,,,1610612738,84,107,2020-08-30T19:33:11Z,6310000,,,0,,D. Theis freethrow 2of2 (13 PTS),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,Made,,,,,13.0,,,,,,,,,,,,,,
642,PT03M30.00S,2020-08-30T19:33:29.8Z,4,REGULAR,3pt,jumpshot,[],1626181,71.04139290407359,16.490502450980394,1610612761,87,107,2020-08-30T19:33:53Z,6320000,-168.0,220.0,1,right,N. Powell 28' 3PT  (10 PTS),[1626181],1610612761.0,TOR,pullup,,,Powell,N. Powell,,,,,28.07,Made,,,,,10.0,,,,,,,,,,,,,,
643,PT03M08.00S,2020-08-30T19:33:51.0Z,4,REGULAR,3pt,jumpshot,[],1627759,29.6484888304862,71.6375612745098,1610612738,87,107,2020-08-30T19:33:56Z,6330000,-108.0,226.0,1,left,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,25.57,Missed,,,,,,,,,,,,,,,,,,,
644,PT03M05.00S,2020-08-30T19:33:54.0Z,4,REGULAR,rebound,defensive,[],1629056,,,1610612761,87,107,2020-08-30T19:33:56Z,6340000,,,0,,T. Davis REBOUND (Off:1 Def:1),[1629056],1610612761.0,TOR,,,,Davis,T. Davis,,,,,,,643.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
645,PT02M56.00S,2020-08-30T19:34:03.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629641,,,1610612761,87,107,2020-08-30T19:34:15Z,6350000,,,0,,R. Langford FOUL personal (1 PF) (Siakam inpenalty),"[1629641, 1627783]",1610612738.0,BOS,shooting,,,Langford,R. Langford,,,,,,,,,,,,,,,202058.0,,1.0,0.0,Siakam,1627783.0,,,,,
647,PT02M56.00S,2020-08-30T19:34:30.7Z,4,REGULAR,freethrow,1of2,[],1627783,,,1610612761,87,107,2020-08-30T19:34:30Z,6370000,,,0,,MISS P. Siakam freethrow 1of2,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,Missed,,,,,,,,,,,,,,,,,,,
648,PT02M56.00S,2020-08-30T19:34:30.7Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,87,107,2020-08-30T19:34:30Z,6380000,,,0,,Team offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,647.0,,,,,,,,,,,,,,,,,,
649,PT02M56.00S,2020-08-30T19:34:31.5Z,4,REGULAR,substitution,out,[],1628384,,,1610612761,87,107,2020-08-30T19:34:38Z,6390000,,,0,,substitution out Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT02M56.00S,2020-08-30T19:34:31.5Z,4,REGULAR,substitution,out,[],1628464,,,1610612761,87,107,2020-08-30T19:34:38Z,6400000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT02M56.00S,2020-08-30T19:34:31.5Z,4,REGULAR,substitution,in,[],1629744,,,1610612761,87,107,2020-08-30T19:34:38Z,6410000,,,0,,substitution in Thomas,[1629744],1610612761.0,TOR,,,,Thomas,M. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT02M56.00S,2020-08-30T19:34:31.5Z,4,REGULAR,substitution,in,[],1629684,,,1610612761,87,107,2020-08-30T19:34:38Z,6420000,,,0,,substitution in Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
653,PT02M56.00S,2020-08-30T19:34:47.0Z,4,REGULAR,freethrow,2of2,[],1627783,,,1610612761,88,107,2020-08-30T19:34:47Z,6430000,,,0,,P. Siakam freethrow 2of2 (11 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,Made,,,,,11.0,,,,,,,,,,,,,,
654,PT02M39.00S,2020-08-30T19:35:09.6Z,4,REGULAR,turnover,outofbounds,[],202954,,,1610612738,88,107,2020-08-30T19:35:18Z,6440000,,,0,,B. Wanamaker TURNOVER outofbounds (3 TOV),[202954],1610612738.0,BOS,badpass,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,202058.0,3.0,,,,,,,,,
655,PT02M29.00S,2020-08-30T19:35:24.1Z,4,REGULAR,2pt,jumpshot,['fromturnover'],1627783,90.88370565045992,73.59834558823529,1610612761,90,107,2020-08-30T19:35:30Z,6450000,118.0,33.0,1,right,P. Siakam 12' jumpshot (13 PTS),[1627783],1610612761.0,TOR,drivingfloating,,,Siakam,P. Siakam,,,,,12.42,Made,,,,,13.0,,,,,,,,,,,,,,
656,PT02M06.00S,2020-08-30T19:35:47.4Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628400,12.565703022339028,48.84344362745098,1610612738,90,107,2020-08-30T19:35:51Z,6460000,6.0,66.0,1,left,MISS S. Ojeleye 7' jumpshot,[1628400],1610612738.0,BOS,drivingbank,,,Ojeleye,S. Ojeleye,,,,,7.13,Missed,,,,,,,,,,,,,,,,,,,
657,PT02M04.00S,2020-08-30T19:35:49.4Z,4,REGULAR,rebound,defensive,[],1628449,,,1610612761,90,107,2020-08-30T19:35:51Z,6470000,,,0,,C. Boucher REBOUND (Off:0 Def:1),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,656.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
658,PT01M56.00S,2020-08-30T19:35:57.5Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],1627783,84.57621550591328,39.5297181372549,1610612761,90,107,2020-08-30T19:37:05Z,6480000,-52.0,92.0,1,right,MISS P. Siakam 11' jumpshot,[1627783],1610612761.0,TOR,fadeaway,,,Siakam,P. Siakam,,,,,11.11,Missed,,,,,,,,,,,,,,,,,,,
659,PT01M54.00S,2020-08-30T19:35:59.5Z,4,REGULAR,rebound,defensive,[],202954,,,1610612738,90,107,2020-08-30T19:36:02Z,6490000,,,0,,B. Wanamaker REBOUND (Off:1 Def:5),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,658.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
660,PT01M50.00S,2020-08-30T19:36:07.0Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1627759,5.995400788436268,53.74540441176471,1610612738,90,109,2020-08-30T19:36:14Z,6500000,-19.0,4.0,1,left,J. Brown layup (16 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,2.09,Made,,,,,16.0,,,,,,,,,,,,,,
661,PT01M50.00S,2020-08-30T19:36:11.8Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1626181,,,1610612738,90,109,2020-08-30T19:36:18Z,6510000,,,0,,N. Powell FOUL personal (5 PF) (Brown inpenalty),"[1626181, 1627759]",1610612761.0,TOR,shooting,,,Powell,N. Powell,,,,,,,,,,,,,,,202058.0,,5.0,0.0,Brown,1627759.0,,,,,
663,PT01M50.00S,2020-08-30T19:36:19.5Z,4,REGULAR,substitution,out,[],1627783,,,1610612738,90,109,2020-08-30T19:37:02Z,6530000,,,0,,substitution out Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
664,PT01M50.00S,2020-08-30T19:36:19.5Z,4,REGULAR,substitution,in,[],1626178,,,1610612738,90,109,2020-08-30T19:37:02Z,6540000,,,0,,substitution in Hollis-Jefferson,[1626178],1610612761.0,TOR,,,,Hollis-Jefferson,R. Hollis-Jefferson,,,,,,,,,,,,,,,,,,,,,,,,,
665,PT01M50.00S,2020-08-30T19:36:43.7Z,4,REGULAR,freethrow,1of1,[],1627759,,,1610612738,90,110,2020-08-30T19:36:43Z,6550000,,,0,,J. Brown freethrow 1of1 (17 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,17.0,,,,,,,,,,,,,,
666,PT01M49.00S,2020-08-30T19:36:48.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612761,90,110,2020-08-30T19:37:03Z,6560000,,,0,,G. Williams FOUL personal (2 PF) (Davis inpenalty),"[1629684, 1629056]",1610612738.0,BOS,take,,,Williams,G. Williams,,,,,,,,,,,,,,,2530.0,,2.0,0.0,Davis,1629056.0,,,,,
668,PT01M49.00S,2020-08-30T19:37:15.6Z,4,REGULAR,freethrow,1of2,[],1629056,,,1610612761,91,110,2020-08-30T19:37:15Z,6580000,,,0,,T. Davis freethrow 1of2 (6 PTS),[1629056],1610612761.0,TOR,,,,Davis,T. Davis,,,,,,Made,,,,,6.0,,,,,,,,,,,,,,
669,PT01M49.00S,2020-08-30T19:37:16.3Z,4,REGULAR,substitution,out,[],1627759,,,1610612761,91,110,2020-08-30T19:37:18Z,6590000,,,0,,substitution out Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
670,PT01M49.00S,2020-08-30T19:37:16.3Z,4,REGULAR,substitution,in,[],1629738,,,1610612761,91,110,2020-08-30T19:37:18Z,6600000,,,0,,substitution in Poirier,[1629738],1610612738.0,BOS,,,,Poirier,V. Poirier,,,,,,,,,,,,,,,,,,,,,,,,,
671,PT01M49.00S,2020-08-30T19:37:33.9Z,4,REGULAR,freethrow,2of2,[],1629056,,,1610612761,92,110,2020-08-30T19:37:33Z,6610000,,,0,,T. Davis freethrow 2of2 (7 PTS),[1629056],1610612761.0,TOR,,,,Davis,T. Davis,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
672,PT01M37.00S,2020-08-30T19:37:50.1Z,4,REGULAR,2pt,dunk,['pointsinthepaint'],1629641,5.601182654402102,53.74540441176471,1610612738,92,112,2020-08-30T19:37:58Z,6620000,-19.0,0.0,1,left,R. Langford dunk (2 PTS) (V. Poirier 1 AST),"[1629641, 1629738]",1610612738.0,BOS,reverse,,,Langford,R. Langford,,,,,1.95,Made,,,,,2.0,V. Poirier,1629738.0,1.0,,,,,,,,,,,
674,PT01M17.00S,2020-08-30T19:38:10.9Z,4,REGULAR,2pt,jumpshot,[],1628449,87.07293035479631,30.46109068627451,1610612761,94,112,2020-08-30T19:38:21Z,6640000,-98.0,69.0,1,right,C. Boucher 12' jumpshot (2 PTS) (T. Davis 1 AST),"[1628449, 1629056]",1610612761.0,TOR,turnaroundfadeaway,,,Boucher,C. Boucher,,,,,12.29,Made,,,,,2.0,T. Davis,1629056.0,1.0,,,,,,,,,,,
676,PT01M00.00S,2020-08-30T19:38:30.9Z,4,REGULAR,2pt,jumpshot,[],1629641,20.71287779237845,43.451286764705884,1610612738,94,112,2020-08-30T19:38:43Z,6660000,33.0,142.0,1,left,MISS R. Langford 15' jumpshot,[1629641],1610612738.0,BOS,drivingfloating,,,Langford,R. Langford,,,,,15.13,Missed,,,,,,,,,,,,,,,,,,,
677,PT00M58.10S,2020-08-30T19:38:32.8Z,4,REGULAR,rebound,defensive,[],1629744,,,1610612761,94,112,2020-08-30T19:38:35Z,6670000,,,0,,M. Thomas REBOUND (Off:0 Def:1),[1629744],1610612761.0,TOR,,,,Thomas,M. Thomas,,,,,,,676.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
678,PT00M53.80S,2020-08-30T19:38:37.5Z,4,REGULAR,2pt,layup,"['fastbreak', 'pointsinthepaint']",1626181,93.51182654402102,45.65716911764706,1610612761,94,112,2020-08-30T19:39:31Z,6680000,-22.0,8.0,1,right,MISS N. Powell layup,[1626181],1610612761.0,TOR,running,,,Powell,N. Powell,,,,,2.58,Missed,,,,,,,,,,,,,,,,,,,
679,PT00M52.10S,2020-08-30T19:38:39.2Z,4,REGULAR,rebound,defensive,[],1629641,,,1610612738,94,112,2020-08-30T19:38:43Z,6690000,,,0,,R. Langford REBOUND (Off:0 Def:1),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,678.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
680,PT00M47.60S,2020-08-30T19:38:48.2Z,4,REGULAR,turnover,outofbounds,[],1629641,,,1610612738,94,112,2020-08-30T19:38:59Z,6700000,,,0,,R. Langford TURNOVER outofbounds (1 TOV),[1629641],1610612738.0,BOS,badpass,,,Langford,R. Langford,,,,,,,,,,,,,,,2530.0,1.0,,,,,,,,,
681,PT00M27.50S,2020-08-30T19:39:18.5Z,4,REGULAR,turnover,badpass,[],1629056,,,1610612761,94,112,2020-08-30T19:39:23Z,6710000,,,0,,T. Davis TURNOVER badpass (2 TOV) Stolen,"[1629056, 1629738]",1610612761.0,TOR,,,,Davis,T. Davis,,,,,,,,,,,,,,,,2.0,,,,,Poirier,1629738.0,,,
682,PT00M27.50S,2020-08-30T19:39:18.5Z,4,REGULAR,steal,,[],1629738,,,1610612738,94,112,2020-08-30T19:39:19Z,6720000,,,0,,V. Poirier STEAL (1 STL),[1629738],1610612738.0,BOS,,,,Poirier,V. Poirier,,,,,,,,,,,,,,,,,,,,,,,,,
683,PT00M03.20S,2020-08-30T19:39:44.7Z,4,REGULAR,turnover,shotclock,['team'],0,,,1610612738,94,112,2020-08-30T19:39:54Z,6730000,,,0,,Team TURNOVER shotclock,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,202058.0,,,,,,,,,,
684,PT00M00.00S,2020-08-30T19:39:58.3Z,4,REGULAR,period,end,[],0,,,1610612761,94,112,2020-08-30T19:39:58Z,6740000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,PT00M00.00S,2020-08-30T19:39:59.7Z,4,REGULAR,game,end,[],0,,,0,94,112,2020-08-30T19:39:59Z,6750000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
