actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
451,PT12M00.00S,2020-09-12T03:08:34.2Z,4,REGULAR,substitution,out,['startperiod'],1629057,,,1610612761,71,72,2020-09-12T03:09:02Z,4430000,,,0,,substitution out Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
452,PT12M00.00S,2020-09-12T03:08:34.2Z,4,REGULAR,substitution,out,['startperiod'],1628400,,,1610612761,71,72,2020-09-12T03:09:02Z,4440000,,,0,,substitution out Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
453,PT12M00.00S,2020-09-12T03:08:34.2Z,4,REGULAR,substitution,in,['startperiod'],1627759,,,1610612761,71,72,2020-09-12T03:09:02Z,4450000,,,0,,substitution in Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
454,PT12M00.00S,2020-09-12T03:08:34.2Z,4,REGULAR,substitution,in,['startperiod'],1628464,,,1610612761,71,72,2020-09-12T03:09:02Z,4460000,,,0,,substitution in Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
455,PT12M00.00S,2020-09-12T03:09:09.4Z,4,REGULAR,period,start,[],0,,,1610612738,71,72,2020-09-12T03:09:09Z,4470000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT11M49.00S,2020-09-12T03:09:19.5Z,4,REGULAR,3pt,jumpshot,[],202689,32.53942181340342,52.76501225490197,1610612738,71,75,2020-09-12T03:09:24Z,4480000,-14.0,253.0,1,left,K. Walker 26' 3PT  (9 PTS) (M. Smart 6 AST),"[202689, 203935]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,25.93,Made,,,,,9.0,M. Smart,203935.0,6.0,,,,,,,,,,
458,PT11M29.00S,2020-09-12T03:09:42.2Z,4,REGULAR,foul,offensive,[],1626181,,,1610612761,71,75,2020-09-12T03:09:48Z,4500000,,,0,,N. Powell FOUL offensive (2 PF),"[1626181, 1628464]",1610612761.0,TOR,charge,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,2714.0,2.0,0.0,Theis,1628464.0
460,PT11M29.00S,2020-09-12T03:09:42.2Z,4,REGULAR,turnover,offensivefoul,[],1626181,,,1610612761,71,75,2020-09-12T03:09:42Z,4520000,,,0,,N. Powell TURNOVER offensivefoul (1 TOV),[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,1.0,,,2714.0,,,,
461,PT11M11.00S,2020-09-12T03:10:20.2Z,4,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",1628464,5.995400788436268,50.80422794117647,1610612738,71,77,2020-09-12T03:10:23Z,4530000,-4.0,4.0,1,left,D. Theis layup (5 PTS) (J. Tatum 7 AST),"[1628464, 1628369]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,1.02,Made,,,,,5.0,J. Tatum,1628369.0,7.0,,,,,,,,,,
463,PT10M47.00S,2020-09-12T03:10:44.9Z,4,REGULAR,turnover,lostball,[],1627783,,,1610612761,71,77,2020-09-12T03:10:47Z,4550000,,,0,,P. Siakam TURNOVER lostball (3 TOV) Stolen,"[1627783, 1628464]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,3.0,Theis,1628464.0,,,,,
464,PT10M47.00S,2020-09-12T03:10:44.9Z,4,REGULAR,steal,,[],1628464,,,1610612738,71,77,2020-09-12T03:10:46Z,4560000,,,0,,D. Theis STEAL (1 STL),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
465,PT10M42.00S,2020-09-12T03:10:51.7Z,4,REGULAR,2pt,layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628369,6.1268068331143235,51.78462009803921,1610612738,71,79,2020-09-12T03:11:48Z,4570000,-9.0,5.0,1,left,J. Tatum layup (24 PTS),[1628369],1610612738.0,BOS,runningfingerroll,,,Tatum,J. Tatum,,,,,1.38,Made,,,,,24.0,,,,,,,,,,,,,
466,PT10M22.00S,2020-09-12T03:11:11.6Z,4,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612761,71,79,2020-09-12T03:11:20Z,4580000,,,0,,D. Theis FOUL personal (5 PF) (Lowry 2freethrow),"[1628464, 200768]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,2714.0,5.0,0.0,Lowry,200768.0
468,PT10M22.00S,2020-09-12T03:11:35.8Z,4,REGULAR,freethrow,1of2,[],200768,,,1610612761,72,79,2020-09-12T03:11:35Z,4600000,,,0,,K. Lowry freethrow 1of2 (11 PTS),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
469,PT10M22.00S,2020-09-12T03:11:39.1Z,4,REGULAR,substitution,out,[],1628464,,,1610612761,72,79,2020-09-12T03:11:44Z,4610000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
470,PT10M22.00S,2020-09-12T03:11:39.1Z,4,REGULAR,substitution,in,[],1629057,,,1610612761,72,79,2020-09-12T03:11:44Z,4620000,,,0,,substitution in Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
471,PT10M22.00S,2020-09-12T03:11:57.2Z,4,REGULAR,freethrow,2of2,[],200768,,,1610612761,73,79,2020-09-12T03:11:57Z,4630000,,,0,,K. Lowry freethrow 2of2 (12 PTS),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
472,PT10M00.00S,2020-09-12T03:12:24.6Z,4,REGULAR,2pt,jumpshot,[],1627759,8.360709592641262,82.91207107843137,1610612738,73,79,2020-09-12T03:12:56Z,4640000,-165.0,26.0,1,left,MISS J. Brown 17' jumpshot Blocked,"[1627759, 1626181]",1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,16.76,Missed,,,,,,,,,Powell,1626181.0,,,,,,,,
473,PT10M00.00S,2020-09-12T03:12:24.6Z,4,REGULAR,block,,[],1626181,,,1610612738,73,79,2020-09-12T03:12:27Z,4650000,,,0,,N. Powell BLOCK (1 BLK),[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,
477,PT09M56.00S,2020-09-12T03:12:28.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,73,79,2020-09-12T03:12:56Z,4660000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,472.0,,,,,,,,,,,,,,,,,
474,PT09M56.00S,2020-09-12T03:12:54.9Z,4,REGULAR,jumpball,recovered,[],1628369,,,1610612738,73,79,2020-09-12T03:12:54Z,4670000,,,0,,Jump Ball J. Brown vs. N. Powell: Tip to J. Tatum,"[1628369, 1627759, 1626181]",1610612738.0,BOS,heldball,J. Tatum,1628369.0,Tatum,J. Tatum,Brown,1627759.0,Powell,1626181.0,,,,,,,,,,,,,,,,,,,,
478,PT09M54.00S,2020-09-12T03:12:56.4Z,4,REGULAR,2pt,jumpshot,['2ndchance'],1628369,19.398817345597898,13.304227941176471,1610612738,73,79,2020-09-12T03:13:05Z,4700000,183.0,130.0,1,left,MISS J. Tatum 23' jumpshot,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,22.8,Missed,,,,,,,,,,,,,,,,,,
479,PT09M52.00S,2020-09-12T03:12:58.4Z,4,REGULAR,rebound,defensive,[],200768,,,1610612761,73,79,2020-09-12T03:13:00Z,4710000,,,0,,K. Lowry REBOUND (Off:1 Def:4),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,478.0,5.0,4.0,1.0,,,,,,,,,,,,,,
480,PT09M47.00S,2020-09-12T03:13:03.6Z,4,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",1627832,93.9060446780552,52.029718137254896,1610612761,73,79,2020-09-12T03:13:08Z,4720000,10.0,5.0,1,right,MISS F. VanVleet layup,[1627832],1610612761.0,TOR,running,,,VanVleet,F. VanVleet,,,,,1.44,Missed,,,,,,,,,,,,,,,,,,
481,PT09M47.00S,2020-09-12T03:13:03.6Z,4,REGULAR,rebound,defensive,[],202689,,,1610612738,73,79,2020-09-12T03:13:08Z,4730000,,,0,,K. Walker REBOUND (Off:0 Def:6),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,480.0,6.0,6.0,0.0,,,,,,,,,,,,,,
482,PT09M43.00S,2020-09-12T03:13:08.6Z,4,REGULAR,2pt,dunk,"['pointsinthepaint', 'fastbreak']",1627759,6.389618922470433,49.82383578431372,1610612738,73,81,2020-09-12T03:13:13Z,4740000,1.0,8.0,1,left,J. Brown dunk (21 PTS) (K. Walker 4 AST),"[1627759, 202689]",1610612738.0,BOS,running,,,Brown,J. Brown,,,,,1.31,Made,,,,,21.0,K. Walker,202689.0,4.0,,,,,,,,,,
484,PT09M43.00S,2020-09-12T03:13:14.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,73,81,2020-09-12T03:13:14Z,4760000,,,0,,timeout full,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT09M43.00S,2020-09-12T03:15:59.8Z,4,REGULAR,substitution,out,[],201586,,,1610612761,73,81,2020-09-12T03:17:06Z,4770000,,,0,,substitution out Ibaka,[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,
486,PT09M43.00S,2020-09-12T03:15:59.8Z,4,REGULAR,substitution,in,[],1628384,,,1610612761,73,81,2020-09-12T03:17:06Z,4780000,,,0,,substitution in Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,
487,PT09M30.00S,2020-09-12T03:17:29.6Z,4,REGULAR,3pt,jumpshot,[],200768,82.07950065703022,4.970894607843137,1610612761,73,81,2020-09-12T03:17:33Z,4790000,-225.0,116.0,1,right,MISS K. Lowry 26' 3PT,[200768],1610612761.0,TOR,pullup,,,Lowry,K. Lowry,,,,,25.58,Missed,,,,,,,,,,,,,,,,,,
488,PT09M27.00S,2020-09-12T03:17:32.6Z,4,REGULAR,rebound,defensive,[],1629057,,,1610612738,73,81,2020-09-12T03:17:33Z,4800000,,,0,,R. Williams III REBOUND (Off:2 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,487.0,4.0,2.0,2.0,,,,,,,,,,,,,,
489,PT09M05.00S,2020-09-12T03:17:55.0Z,4,REGULAR,3pt,jumpshot,[],1627759,5.469776609724048,96.8826593137255,1610612738,73,81,2020-09-12T03:18:14Z,4802500,-234.0,-1.0,1,left,MISS J. Brown 23' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,23.44,Missed,,,,,,,,,,,,,,,,,,
490,PT09M05.00S,2020-09-12T03:17:55.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,73,81,2020-09-12T03:18:14Z,4803750,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,489.0,,,,,,,,,,,,,,,,,
491,PT09M05.00S,2020-09-12T03:17:57.9Z,4,REGULAR,turnover,shotclock,['team'],0,,,1610612738,73,81,2020-09-12T03:18:07Z,4805000,,,0,,Team TURNOVER shotclock,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT08M46.00S,2020-09-12T03:18:26.3Z,4,REGULAR,3pt,jumpshot,['fromturnover'],1627832,65.91655716162943,50.06893382352941,1610612761,76,81,2020-09-12T03:18:30Z,4840000,0.0,268.0,1,right,F. VanVleet 27' 3PT  (20 PTS) (O. Anunoby 1 AST),"[1627832, 1628384]",1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,27.34,Made,,,,,20.0,O. Anunoby,1628384.0,1.0,,,,,,,,,,
493,PT08M24.00S,2020-09-12T03:18:48.2Z,4,REGULAR,3pt,jumpshot,[],1628369,31.61957950065703,30.215992647058826,1610612738,76,81,2020-09-12T03:18:53Z,4850000,99.0,245.0,1,left,MISS J. Tatum 27' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.9,Missed,,,,,,,,,,,,,,,,,,
494,PT08M22.00S,2020-09-12T03:18:50.2Z,4,REGULAR,rebound,offensive,[],1629057,,,1610612738,76,81,2020-09-12T03:18:53Z,4860000,,,0,,R. Williams III REBOUND (Off:3 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,493.0,5.0,2.0,3.0,,,,,,,,,,,,,,
495,PT08M22.00S,2020-09-12T03:18:53.3Z,4,REGULAR,foul,personal,[],200768,,,1610612738,76,81,2020-09-12T03:19:01Z,4870000,,,0,,K. Lowry FOUL personal (3 PF),"[200768, 1629057]",1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,2534.0,3.0,0.0,Williams III,1629057.0
498,PT08M17.00S,2020-09-12T03:19:12.8Z,4,REGULAR,2pt,jumpshot,"['pointsinthepaint', '2ndchance']",202689,9.411957950065702,51.049325980392155,1610612738,76,81,2020-09-12T03:19:16Z,4890000,-5.0,36.0,1,left,MISS K. Walker jumpshot Blocked,"[202689, 1627832]",1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,4.18,Missed,,,,,,,,,VanVleet,1627832.0,,,,,,,,
499,PT08M17.00S,2020-09-12T03:19:12.8Z,4,REGULAR,block,,[],1627832,,,1610612738,76,81,2020-09-12T03:19:14Z,4900000,,,0,,F. VanVleet BLOCK (2 BLK),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,
500,PT08M15.00S,2020-09-12T03:19:14.8Z,4,REGULAR,rebound,defensive,[],1627832,,,1610612761,76,81,2020-09-12T03:19:16Z,4910000,,,0,,F. VanVleet REBOUND (Off:0 Def:3),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,498.0,3.0,3.0,0.0,,,,,,,,,,,,,,
501,PT07M56.00S,2020-09-12T03:19:33.7Z,4,REGULAR,2pt,jumpshot,[],1627832,78.0059132720105,42.22579656862745,1610612761,76,81,2020-09-12T03:19:37Z,4920000,-39.0,154.0,1,right,MISS F. VanVleet 16' jumpshot,[1627832],1610612761.0,TOR,stepback,,,VanVleet,F. VanVleet,,,,,16.44,Missed,,,,,,,,,,,,,,,,,,
502,PT07M53.00S,2020-09-12T03:19:36.7Z,4,REGULAR,rebound,defensive,[],1629057,,,1610612738,76,81,2020-09-12T03:19:37Z,4930000,,,0,,R. Williams III REBOUND (Off:3 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,501.0,6.0,3.0,3.0,,,,,,,,,,,,,,
503,PT07M37.00S,2020-09-12T03:19:53.2Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628369,19.66162943495401,50.55912990196079,1610612738,76,81,2020-09-12T03:19:56Z,4940000,-3.0,132.0,1,left,MISS J. Tatum 14' jumpshot,[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,13.78,Missed,,,,,,,,,,,,,,,,,,
504,PT07M34.00S,2020-09-12T03:19:56.2Z,4,REGULAR,rebound,defensive,[],200768,,,1610612761,76,81,2020-09-12T03:19:56Z,4950000,,,0,,K. Lowry REBOUND (Off:1 Def:5),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,503.0,6.0,5.0,1.0,,,,,,,,,,,,,,
505,PT07M31.00S,2020-09-12T03:20:09.2Z,4,REGULAR,foul,offensive,[],1626181,,,1610612761,76,81,2020-09-12T03:20:22Z,4960000,,,0,,N. Powell FOUL offensive (3 PF),"[1626181, 203935]",1610612761.0,TOR,charge,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,2534.0,3.0,0.0,Smart,203935.0
507,PT07M31.00S,2020-09-12T03:20:09.2Z,4,REGULAR,turnover,offensivefoul,[],1626181,,,1610612761,76,81,2020-09-12T03:20:09Z,4980000,,,0,,N. Powell TURNOVER offensivefoul (2 TOV),[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,2.0,,,2534.0,,,,
508,PT07M24.00S,2020-09-12T03:20:38.4Z,4,REGULAR,foul,personal,[],200768,,,1610612738,76,81,2020-09-12T03:20:43Z,4990000,,,0,,K. Lowry FOUL personal (4 PF),"[200768, 1627759]",1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,1162.0,4.0,0.0,Brown,1627759.0
510,PT07M13.00S,2020-09-12T03:21:06.9Z,4,REGULAR,foul,personal,['2freethrow'],1627832,,,1610612738,76,81,2020-09-12T03:21:15Z,5010000,,,0,,F. VanVleet FOUL personal (2 PF) (Tatum 2freethrow),"[1627832, 1628369]",1610612761.0,TOR,shooting,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,2714.0,2.0,0.0,Tatum,1628369.0
512,PT07M13.00S,2020-09-12T03:21:36.0Z,4,REGULAR,freethrow,1of2,['fromturnover'],1628369,,,1610612738,76,82,2020-09-12T03:22:02Z,5030000,,,0,,J. Tatum freethrow 1of2 (25 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,25.0,,,,,,,,,,,,,
513,PT07M13.00S,2020-09-12T03:21:36.9Z,4,REGULAR,substitution,out,[],1629057,,,1610612738,76,82,2020-09-12T03:21:46Z,5040000,,,0,,substitution out Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
514,PT07M13.00S,2020-09-12T03:21:36.9Z,4,REGULAR,substitution,in,[],1629684,,,1610612738,76,82,2020-09-12T03:21:46Z,5050000,,,0,,substitution in Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
515,PT07M13.00S,2020-09-12T03:21:36.0Z,4,REGULAR,freethrow,2of2,['fromturnover'],1628369,,,1610612738,76,82,2020-09-12T03:22:02Z,5060000,,,0,,MISS J. Tatum freethrow 2of2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Missed,,,,,,,,,,,,,,,,,,
516,PT07M11.00S,2020-09-12T03:21:38.0Z,4,REGULAR,rebound,defensive,[],1628384,,,1610612761,76,82,2020-09-12T03:22:02Z,5070000,,,0,,O. Anunoby REBOUND (Off:1 Def:4),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,515.0,5.0,4.0,1.0,,,,,,,,,,,,,,
517,PT06M52.00S,2020-09-12T03:22:21.3Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1627783,94.30026281208936,48.59834558823529,1610612761,76,82,2020-09-12T03:22:25Z,5080000,-7.0,1.0,1,right,MISS P. Siakam layup,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,0.96,Missed,,,,,,,,,,,,,,,,,,
518,PT06M49.00S,2020-09-12T03:22:24.3Z,4,REGULAR,rebound,offensive,[],1627783,,,1610612761,76,82,2020-09-12T03:22:25Z,5090000,,,0,,P. Siakam REBOUND (Off:2 Def:7),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,517.0,9.0,7.0,2.0,,,,,,,,,,,,,,
519,PT06M49.00S,2020-09-12T03:22:24.2Z,4,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1627783,95.0,50.0,1610612761,78,82,2020-09-12T03:22:24Z,5100000,0.0,-6.0,1,right,P. Siakam layup (10 PTS),[1627783],1610612761.0,TOR,tip,,,Siakam,P. Siakam,,,,,0.0,Made,,,,,10.0,,,,,,,,,,,,,
520,PT06M31.00S,2020-09-12T03:22:41.8Z,4,REGULAR,3pt,jumpshot,[],202689,33.065045992115635,46.63756127450981,1610612738,78,82,2020-09-12T03:22:46Z,5110000,17.0,258.0,1,left,MISS K. Walker 26' 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,26.43,Missed,,,,,,,,,,,,,,,,,,
521,PT06M28.00S,2020-09-12T03:22:44.8Z,4,REGULAR,rebound,defensive,[],1627783,,,1610612761,78,82,2020-09-12T03:22:46Z,5120000,,,0,,P. Siakam REBOUND (Off:2 Def:8),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,520.0,10.0,8.0,2.0,,,,,,,,,,,,,,
522,PT06M21.00S,2020-09-12T03:22:52.1Z,4,REGULAR,turnover,badpass,[],1627783,,,1610612761,78,82,2020-09-12T03:22:54Z,5130000,,,0,,P. Siakam TURNOVER badpass (4 TOV) Stolen,"[1627783, 203935]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,4.0,Smart,203935.0,,,,,
523,PT06M21.00S,2020-09-12T03:22:52.1Z,4,REGULAR,steal,,[],203935,,,1610612738,78,82,2020-09-12T03:22:53Z,5140000,,,0,,M. Smart STEAL (3 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
524,PT06M05.00S,2020-09-12T03:23:08.3Z,4,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fromturnover']",202689,18.873193166885677,50.06893382352941,1610612738,78,84,2020-09-12T03:23:52Z,5150000,0.0,125.0,1,left,K. Walker 13' jumpshot (11 PTS) (J. Brown 2 AST),"[202689, 1627759]",1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,13.04,Made,,,,,11.0,J. Brown,1627759.0,2.0,,,,,,,,,,
526,PT06M05.00S,2020-09-12T03:23:11.2Z,4,REGULAR,foul,personal,['1freethrow'],1627783,,,1610612738,78,84,2020-09-12T03:23:20Z,5170000,,,0,,P. Siakam FOUL personal (3 PF) (Walker 1freethrow),"[1627783, 202689]",1610612761.0,TOR,shooting,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,2714.0,3.0,0.0,Walker,202689.0
528,PT06M05.00S,2020-09-12T03:23:35.1Z,4,REGULAR,freethrow,1of1,['fromturnover'],202689,,,1610612738,78,85,2020-09-12T03:23:35Z,5190000,,,0,,K. Walker freethrow 1of1 (12 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
529,PT06M00.00S,2020-09-12T03:23:50.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,78,85,2020-09-12T03:23:50Z,5200000,,,0,,timeout full,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT05M43.00S,2020-09-12T03:27:47.0Z,4,REGULAR,turnover,badpass,[],1627783,,,1610612761,78,85,2020-09-12T03:27:50Z,5210000,,,0,,P. Siakam TURNOVER badpass (5 TOV) Stolen,"[1627783, 1629684]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,5.0,Williams,1629684.0,,,,,
531,PT05M43.00S,2020-09-12T03:27:47.0Z,4,REGULAR,steal,,[],1629684,,,1610612738,78,85,2020-09-12T03:27:48Z,5220000,,,0,,G. Williams STEAL (1 STL),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
532,PT05M21.00S,2020-09-12T03:28:08.8Z,4,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",1628369,6.258212877792378,49.08854166666667,1610612738,78,87,2020-09-12T03:28:11Z,5230000,5.0,6.0,1,left,J. Tatum layup (27 PTS),[1628369],1610612738.0,BOS,drivingfingerroll,,,Tatum,J. Tatum,,,,,1.27,Made,,,,,27.0,,,,,,,,,,,,,
533,PT05M04.00S,2020-09-12T03:28:27.2Z,4,REGULAR,turnover,backcourt,[],200768,,,1610612761,78,87,2020-09-12T03:28:31Z,5240000,,,0,,K. Lowry TURNOVER backcourt (3 TOV),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,3.0,,,2714.0,,,,
534,PT04M51.00S,2020-09-12T03:28:59.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627783,,,1610612738,78,87,2020-09-12T03:29:08Z,5250000,,,0,,P. Siakam FOUL personal (4 PF) (Tatum inpenalty),"[1627783, 1628369]",1610612761.0,TOR,shooting,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,2534.0,4.0,0.0,Tatum,1628369.0
536,PT04M51.00S,2020-09-12T03:29:37.9Z,4,REGULAR,freethrow,1of2,['fromturnover'],1628369,,,1610612738,78,87,2020-09-12T03:29:37Z,5270000,,,0,,MISS J. Tatum freethrow 1of2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Missed,,,,,,,,,,,,,,,,,,
537,PT04M51.00S,2020-09-12T03:29:37.9Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,78,87,2020-09-12T03:29:37Z,5280000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,536.0,,,,,,,,,,,,,,,,,
538,PT04M51.00S,2020-09-12T03:29:52.8Z,4,REGULAR,freethrow,2of2,['fromturnover'],1628369,,,1610612738,78,88,2020-09-12T03:29:52Z,5290000,,,0,,J. Tatum freethrow 2of2 (28 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,28.0,,,,,,,,,,,,,
539,PT04M37.00S,2020-09-12T03:30:09.9Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],1626181,81.94809461235218,49.82383578431372,1610612761,80,88,2020-09-12T03:30:13Z,5300000,-1.0,117.0,1,right,N. Powell 12' jumpshot (11 PTS),[1626181],1610612761.0,TOR,pullup,,,Powell,N. Powell,,,,,12.27,Made,,,,,11.0,,,,,,,,,,,,,
540,PT04M29.00S,2020-09-12T03:30:20.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,80,88,2020-09-12T03:30:20Z,5310000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT04M22.00S,2020-09-12T03:32:08.4Z,4,REGULAR,3pt,jumpshot,[],203935,23.866622864651774,88.54932598039215,1610612738,80,88,2020-09-12T03:32:12Z,5320000,-193.0,172.0,1,left,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,26.19,Missed,,,,,,,,,,,,,,,,,,
542,PT04M19.00S,2020-09-12T03:32:11.4Z,4,REGULAR,rebound,offensive,[],1629684,,,1610612738,80,88,2020-09-12T03:32:12Z,5330000,,,0,,G. Williams REBOUND (Off:1 Def:0),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,541.0,1.0,0.0,1.0,,,,,,,,,,,,,,
