actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
186,PT10M24.00S,2019-12-12T00:39:43.9Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203200,7.046649145860711,50.314031862745104,1610612754,30,35,2019-12-12T00:39:53Z,1850000,-2.0,14.0,1,left,MISS J. Holiday layup,[203200],1610612754.0,IND,driving,,,Holiday,J. Holiday,,,,,1.93,Missed,,,,,,,,,,,,,,,,,,,
187,PT10M22.00S,2019-12-12T00:39:45.9Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612738,30,35,2019-12-12T00:39:48Z,1860000,,,0,,G. Williams REBOUND (Off:0 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,186.0,2.0,2.0,0.0,,,,,,,,,,,
188,PT10M17.00S,2019-12-12T00:39:51.9Z,2,REGULAR,foul,personal,['2freethrow'],203926,,,1610612738,30,35,2019-12-12T00:40:00Z,1870000,,,0,,D. McDermott FOUL personal (1 PF) (Wanamaker 2freethrow),"[203926, 202954]",1610612754.0,IND,shooting,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,1627524.0,1.0,0.0,Wanamaker,202954.0,
190,PT10M17.00S,2019-12-12T00:40:16.2Z,2,REGULAR,freethrow,1of2,['fastbreak'],202954,,,1610612738,30,36,2019-12-12T00:40:38Z,1890000,,,0,,B. Wanamaker freethrow 1of2 (4 PTS),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
191,PT10M17.00S,2019-12-12T00:40:16.8Z,2,REGULAR,substitution,out,[],1628400,,,1610612738,30,36,2019-12-12T00:40:19Z,1900000,,,0,,substitution out Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT10M17.00S,2019-12-12T00:40:16.8Z,2,REGULAR,substitution,in,[],202330,,,1610612738,30,36,2019-12-12T00:40:19Z,1910000,,,0,,substitution in Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT10M17.00S,2019-12-12T00:40:16.2Z,2,REGULAR,freethrow,2of2,['fastbreak'],202954,,,1610612738,30,36,2019-12-12T00:40:38Z,1920000,,,0,,MISS B. Wanamaker freethrow 2of2,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,Missed,,,,,,,,,,,,,,,,,,,
194,PT10M15.00S,2019-12-12T00:40:18.2Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612754,30,36,2019-12-12T00:40:38Z,1930000,,,0,,D. Sabonis REBOUND (Off:2 Def:6),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,193.0,8.0,6.0,2.0,,,,,,,,,,,
195,PT10M02.00S,2019-12-12T00:40:49.3Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],203200,11.383048620236531,42.715992647058826,1610612754,30,36,2019-12-12T00:40:52Z,1940000,36.0,55.0,1,left,MISS J. Holiday 7' jumpshot,[203200],1610612754.0,IND,drivingfloating,,,Holiday,J. Holiday,,,,,7.02,Missed,,,,,,,,,,,,,,,,,,,
196,PT10M00.00S,2019-12-12T00:40:51.3Z,2,REGULAR,rebound,defensive,[],202954,,,1610612738,30,36,2019-12-12T00:40:52Z,1950000,,,0,,B. Wanamaker REBOUND (Off:0 Def:1),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,195.0,1.0,1.0,0.0,,,,,,,,,,,
197,PT09M54.00S,2019-12-12T00:40:56.7Z,2,REGULAR,2pt,layup,"['fastbreak', 'pointsinthepaint']",202954,94.30026281208936,51.294424019607845,1610612738,30,36,2019-12-12T00:41:03Z,1960000,6.0,1.0,1,right,MISS B. Wanamaker layup,[202954],1610612738.0,BOS,drivingreverse,,,Wanamaker,B. Wanamaker,,,,,0.93,Missed,,,,,,,,,,,,,,,,,,,
198,PT09M52.00S,2019-12-12T00:40:58.7Z,2,REGULAR,rebound,defensive,[],203926,,,1610612754,30,36,2019-12-12T00:40:59Z,1970000,,,0,,D. McDermott REBOUND (Off:0 Def:2),[203926],1610612754.0,IND,,,,McDermott,D. McDermott,,,,,,,,,,,197.0,2.0,2.0,0.0,,,,,,,,,,,
199,PT09M49.00S,2019-12-12T00:41:04.9Z,2,REGULAR,foul,personal,[],1628369,,,1610612754,30,36,2019-12-12T00:41:11Z,1980000,,,0,,J. Tatum FOUL personal (1 PF),"[1628369, 1627734]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,1627524.0,1.0,0.0,Sabonis,1627734.0,
201,PT09M46.00S,2019-12-12T00:41:27.7Z,2,REGULAR,turnover,outofbounds,[],1627734,,,1610612754,30,36,2019-12-12T00:41:34Z,2000000,,,0,,D. Sabonis TURNOVER outofbounds (2 TOV),[1627734],1610612754.0,IND,badpass,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,2.0,,,,,1193.0,,,,,
202,PT09M36.00S,2019-12-12T00:41:50.0Z,2,REGULAR,3pt,jumpshot,['fromturnover'],1628369,74.72076215505913,89.28462009803921,1610612738,30,36,2019-12-12T00:41:54Z,2010000,196.0,185.0,1,right,MISS J. Tatum 27' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,27.37,Missed,,,,,,,,,,,,,,,,,,,
203,PT09M33.00S,2019-12-12T00:41:53.0Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612754,30,36,2019-12-12T00:41:54Z,2020000,,,0,,D. Sabonis REBOUND (Off:2 Def:7),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,202.0,9.0,7.0,2.0,,,,,,,,,,,
204,PT09M27.00S,2019-12-12T00:41:58.3Z,2,REGULAR,3pt,jumpshot,['fastbreak'],1628988,25.443495400788436,10.117953431372548,1610612754,33,36,2019-12-12T00:42:04Z,2030000,199.0,187.0,1,left,A. Holiday 28' 3PT  (3 PTS) (T. McConnell 2 AST),"[1628988, 204456]",1610612754.0,IND,,,,Holiday,A. Holiday,,,,,27.69,Made,3.0,T. McConnell,204456.0,2.0,,,,,,,,,,,,,,,
206,PT09M14.00S,2019-12-12T00:42:14.6Z,2,REGULAR,foul,personal,[],203926,,,1610612738,33,36,2019-12-12T00:42:20Z,2050000,,,0,,D. McDermott FOUL personal (2 PF),"[203926, 202330]",1610612754.0,IND,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,1193.0,2.0,0.0,Hayward,202330.0,
208,PT09M09.00S,2019-12-12T00:42:39.2Z,2,REGULAR,3pt,jumpshot,[],202330,67.7562417871222,28.255208333333332,1610612738,33,36,2019-12-12T00:42:43Z,2070000,-109.0,251.0,1,right,MISS G. Hayward 28' 3PT,[202330],1610612738.0,BOS,pullup,,,Hayward,G. Hayward,,,,,27.82,Missed,,,,,,,,,,,,,,,,,,,
209,PT09M06.00S,2019-12-12T00:42:42.2Z,2,REGULAR,rebound,defensive,[],203200,,,1610612754,33,36,2019-12-12T00:42:43Z,2080000,,,0,,J. Holiday REBOUND (Off:0 Def:1),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,208.0,1.0,1.0,0.0,,,,,,,,,,,
210,PT08M57.00S,2019-12-12T00:42:51.2Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1627734,6.915243101182654,50.314031862745104,1610612754,35,36,2019-12-12T00:42:54Z,2090000,-2.0,13.0,1,left,D. Sabonis layup (8 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,1.81,Made,8.0,,,,,,,,,,,,,,,,,,
211,PT08M45.00S,2019-12-12T00:43:03.2Z,2,REGULAR,2pt,layup,['pointsinthepaint'],202954,92.9862023653088,47.127757352941174,1610612738,35,36,2019-12-12T00:43:09Z,2100000,-14.0,13.0,1,right,MISS B. Wanamaker layup Blocked,"[202954, 204456]",1610612738.0,BOS,driving,,,Wanamaker,B. Wanamaker,,,,,2.38,Missed,,,,,,,,,,,,McConnell,204456.0,,,,,,
212,PT08M45.00S,2019-12-12T00:43:03.2Z,2,REGULAR,block,,[],204456,,,1610612738,35,36,2019-12-12T00:43:05Z,2110000,,,0,,T. McConnell BLOCK (1 BLK),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M45.00S,2019-12-12T00:43:03.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612754,35,36,2019-12-12T00:43:09Z,2120000,,,0,,Team defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,211.0,,,,,,,,,,,,,,
214,PT08M45.00S,2019-12-12T00:43:06.8Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612754,35,36,2019-12-12T00:43:06Z,2130000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M33.00S,2019-12-12T00:43:25.7Z,2,REGULAR,turnover,outofbounds,[],204456,,,1610612754,35,36,2019-12-12T00:43:31Z,2140000,,,0,,T. McConnell TURNOVER outofbounds (1 TOV),[204456],1610612754.0,IND,badpass,,,McConnell,T. McConnell,,,,,,,,,,,,,,,1.0,,,,,1193.0,,,,,
216,PT08M22.00S,2019-12-12T00:43:46.6Z,2,REGULAR,turnover,badpass,[],202330,,,1610612738,35,36,2019-12-12T00:43:50Z,2150000,,,0,,G. Hayward TURNOVER badpass (1 TOV) Stolen,"[202330, 203200]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,1.0,Holiday,203200.0,,,,,,,,
217,PT08M22.00S,2019-12-12T00:43:46.6Z,2,REGULAR,steal,,[],203200,,,1610612754,35,36,2019-12-12T00:43:47Z,2160000,,,0,,J. Holiday STEAL (2 STL),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M18.00S,2019-12-12T00:43:50.0Z,2,REGULAR,2pt,dunk,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203200,6.258212877792378,50.314031862745104,1610612754,37,36,2019-12-12T00:43:54Z,2170000,-2.0,6.0,1,left,J. Holiday dunk (5 PTS),[203200],1610612754.0,IND,running,,,Holiday,J. Holiday,,,,,1.19,Made,5.0,,,,,,,,,,,,,,,,,,
219,PT07M59.00S,2019-12-12T00:44:09.0Z,2,REGULAR,2pt,jumpshot,[],1628369,89.17542706964521,26.784620098039213,1610612738,37,36,2019-12-12T00:44:14Z,2180000,-116.0,49.0,1,right,MISS J. Tatum 13' jumpshot,[1628369],1610612738.0,BOS,fadeawaybank,,,Tatum,J. Tatum,,,,,12.84,Missed,,,,,,,,,,,,,,,,,,,
220,PT07M57.00S,2019-12-12T00:44:11.0Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612754,37,36,2019-12-12T00:44:14Z,2190000,,,0,,D. Sabonis REBOUND (Off:2 Def:8),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,219.0,10.0,8.0,2.0,,,,,,,,,,,
221,PT07M37.00S,2019-12-12T00:44:31.3Z,2,REGULAR,2pt,layup,['pointsinthepaint'],203926,6.521024967148489,49.333639705882355,1610612754,37,36,2019-12-12T00:44:35Z,2200000,3.0,9.0,1,left,MISS D. McDermott layup,[203926],1610612754.0,IND,reverse,,,McDermott,D. McDermott,,,,,1.47,Missed,,,,,,,,,,,,,,,,,,,
222,PT07M35.00S,2019-12-12T00:44:33.3Z,2,REGULAR,rebound,defensive,[],202954,,,1610612738,37,36,2019-12-12T00:44:35Z,2210000,,,0,,B. Wanamaker REBOUND (Off:0 Def:2),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,221.0,2.0,2.0,0.0,,,,,,,,,,,
223,PT07M22.00S,2019-12-12T00:44:46.0Z,2,REGULAR,2pt,layup,['pointsinthepaint'],202954,93.51182654402102,50.55912990196079,1610612738,37,38,2019-12-12T00:44:49Z,2220000,3.0,8.0,1,right,B. Wanamaker layup (6 PTS),[202954],1610612738.0,BOS,driving,,,Wanamaker,B. Wanamaker,,,,,1.43,Made,6.0,,,,,,,,,,,,,,,,,,
224,PT07M14.00S,2019-12-12T00:44:56.7Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1628988,7.046649145860711,49.333639705882355,1610612754,39,38,2019-12-12T00:44:59Z,2230000,3.0,14.0,1,left,A. Holiday layup (5 PTS) (T. McConnell 3 AST),"[1628988, 204456]",1610612754.0,IND,driving,,,Holiday,A. Holiday,,,,,1.95,Made,5.0,T. McConnell,204456.0,3.0,,,,,,,,,,,,,,,
226,PT07M14.00S,2019-12-12T00:44:58.2Z,2,REGULAR,foul,personal,['1freethrow'],1629684,,,1610612754,39,38,2019-12-12T00:45:04Z,2250000,,,0,,G. Williams FOUL personal (2 PF) (Holiday 1freethrow),"[1629684, 1628988]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,1193.0,2.0,0.0,Holiday,1628988.0,
228,PT07M14.00S,2019-12-12T00:45:09.3Z,2,REGULAR,substitution,out,[],1628369,,,1610612754,39,38,2019-12-12T00:45:27Z,2270000,,,0,,substitution out Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M14.00S,2019-12-12T00:45:09.3Z,2,REGULAR,substitution,in,[],1627759,,,1610612754,39,38,2019-12-12T00:45:27Z,2280000,,,0,,substitution in Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M14.00S,2019-12-12T00:45:26.5Z,2,REGULAR,freethrow,1of1,[],1628988,,,1610612754,39,38,2019-12-12T00:45:26Z,2290000,,,0,,MISS A. Holiday freethrow 1of1,[1628988],1610612754.0,IND,,,,Holiday,A. Holiday,,,,,,Missed,,,,,,,,,,,,,,,,,,,
231,PT07M13.00S,2019-12-12T00:45:27.5Z,2,REGULAR,rebound,defensive,[],202330,,,1610612738,39,38,2019-12-12T00:45:27Z,2300000,,,0,,G. Hayward REBOUND (Off:0 Def:1),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,230.0,1.0,1.0,0.0,,,,,,,,,,,
232,PT07M01.00S,2019-12-12T00:45:39.8Z,2,REGULAR,2pt,jumpshot,[],202330,79.31997371879106,27.27481617647059,1610612738,39,38,2019-12-12T00:45:44Z,2310000,-114.0,142.0,1,right,MISS G. Hayward 19' jumpshot,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,18.61,Missed,,,,,,,,,,,,,,,,,,,
233,PT06M59.00S,2019-12-12T00:45:41.8Z,2,REGULAR,rebound,defensive,[],203200,,,1610612754,39,38,2019-12-12T00:45:44Z,2320000,,,0,,J. Holiday REBOUND (Off:0 Def:2),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,232.0,2.0,2.0,0.0,,,,,,,,,,,
234,PT06M47.00S,2019-12-12T00:45:53.7Z,2,REGULAR,3pt,jumpshot,[],1628988,17.427726675427067,3.2552083333333335,1610612754,39,38,2019-12-12T00:46:01Z,2330000,234.0,111.0,1,left,MISS A. Holiday 26' 3PT,[1628988],1610612754.0,IND,,,,Holiday,A. Holiday,,,,,26.13,Missed,,,,,,,,,,,,,,,,,,,
235,PT06M44.00S,2019-12-12T00:45:56.7Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612738,39,38,2019-12-12T00:46:01Z,2340000,,,0,,G. Williams REBOUND (Off:0 Def:3),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,234.0,3.0,3.0,0.0,,,,,,,,,,,
236,PT06M31.00S,2019-12-12T00:46:10.2Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1627759,88.38699080157687,52.51991421568627,1610612738,39,40,2019-12-12T00:46:12Z,2350000,13.0,57.0,1,right,J. Brown 6' jumpshot (5 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,6.35,Made,5.0,,,,,,,,,,,,,,,,,,
237,PT06M30.00S,2019-12-12T00:46:13.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,39,40,2019-12-12T00:46:13Z,2360000,,,0,,timeout full,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M30.00S,2019-12-12T00:48:21.3Z,2,REGULAR,substitution,out,[],203200,,,1610612754,39,40,2019-12-12T00:48:34Z,2370000,,,0,,substitution out Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M30.00S,2019-12-12T00:48:21.3Z,2,REGULAR,substitution,out,[],204456,,,1610612754,39,40,2019-12-12T00:48:34Z,2380000,,,0,,substitution out McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M30.00S,2019-12-12T00:48:21.3Z,2,REGULAR,substitution,out,[],202954,,,1610612754,39,40,2019-12-12T00:48:34Z,2390000,,,0,,substitution out Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M30.00S,2019-12-12T00:48:21.3Z,2,REGULAR,substitution,in,[],1627763,,,1610612754,39,40,2019-12-12T00:48:34Z,2400000,,,0,,substitution in Brogdon,[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M30.00S,2019-12-12T00:48:21.3Z,2,REGULAR,substitution,in,[],203087,,,1610612754,39,40,2019-12-12T00:48:34Z,2410000,,,0,,substitution in Lamb,[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M30.00S,2019-12-12T00:48:21.3Z,2,REGULAR,substitution,in,[],202689,,,1610612754,39,40,2019-12-12T00:48:34Z,2420000,,,0,,substitution in Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M18.00S,2019-12-12T00:49:14.0Z,2,REGULAR,3pt,jumpshot,[],203926,32.14520367936925,58.647365196078425,1610612754,39,40,2019-12-12T00:49:17Z,2430000,-43.0,250.0,1,left,MISS D. McDermott 26' 3PT,[203926],1610612754.0,IND,,,,McDermott,D. McDermott,,,,,25.88,Missed,,,,,,,,,,,,,,,,,,,
245,PT06M16.00S,2019-12-12T00:49:16.0Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612738,39,40,2019-12-12T00:49:17Z,2440000,,,0,,G. Williams REBOUND (Off:0 Def:4),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,244.0,4.0,4.0,0.0,,,,,,,,,,,
246,PT06M05.00S,2019-12-12T00:49:26.6Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],202330,87.59855453350855,35.11795343137255,1610612738,39,42,2019-12-12T00:49:30Z,2450000,-74.0,64.0,1,right,G. Hayward 10' jumpshot (4 PTS) (K. Walker 3 AST),"[202330, 202689]",1610612738.0,BOS,fadeaway,,,Hayward,G. Hayward,,,,,10.19,Made,4.0,K. Walker,202689.0,3.0,,,,,,,,,,,,,,,
248,PT05M38.00S,2019-12-12T00:49:55.5Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1627734,7.30946123521682,53.50030637254902,1610612754,41,42,2019-12-12T00:50:02Z,2470000,-18.0,16.0,1,left,D. Sabonis layup (10 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,2.79,Made,10.0,,,,,,,,,,,,,,,,,,
249,PT05M38.00S,2019-12-12T00:49:57.2Z,2,REGULAR,foul,personal,['1freethrow'],1629684,,,1610612754,41,42,2019-12-12T00:50:02Z,2480000,,,0,,G. Williams FOUL personal (3 PF) (Sabonis 1freethrow),"[1629684, 1627734]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,1193.0,3.0,0.0,Sabonis,1627734.0,
251,PT05M38.00S,2019-12-12T00:50:02.6Z,2,REGULAR,substitution,out,[],203926,,,1610612754,41,42,2019-12-12T00:50:40Z,2500000,,,0,,substitution out McDermott,[203926],1610612754.0,IND,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT05M38.00S,2019-12-12T00:50:02.6Z,2,REGULAR,substitution,in,[],203933,,,1610612754,41,42,2019-12-12T00:50:40Z,2510000,,,0,,substitution in Warren,[203933],1610612754.0,IND,,,,Warren,T. Warren,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M38.00S,2019-12-12T00:50:25.8Z,2,REGULAR,freethrow,1of1,[],1627734,,,1610612754,42,42,2019-12-12T00:50:25Z,2520000,,,0,,D. Sabonis freethrow 1of1 (11 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
254,PT05M30.00S,2019-12-12T00:50:39.6Z,2,REGULAR,turnover,lostball,[],1629684,,,1610612738,42,42,2019-12-12T00:50:43Z,2530000,,,0,,G. Williams TURNOVER lostball (1 TOV) Stolen,"[1629684, 1628988]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,1.0,Holiday,1628988.0,,,,,,,,
255,PT05M30.00S,2019-12-12T00:50:39.6Z,2,REGULAR,steal,,[],1628988,,,1610612754,42,42,2019-12-12T00:50:40Z,2540000,,,0,,A. Holiday STEAL (1 STL),[1628988],1610612754.0,IND,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M29.00S,2019-12-12T00:50:46.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202330,,,1610612754,42,42,2019-12-12T00:51:48Z,2550000,,,0,,G. Hayward FOUL personal (1 PF) (Brogdon inpenalty),"[202330, 1627763]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,1193.0,1.0,0.0,Brogdon,1627763.0,
258,PT05M29.00S,2019-12-12T00:51:19.2Z,2,REGULAR,instantreplay,request,[],0,,,1610612754,42,42,2019-12-12T00:51:51Z,2570000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,,,,,,2003.0,,,,,Common Foul Upheld
259,PT05M29.00S,2019-12-12T00:52:32.9Z,2,REGULAR,freethrow,1of2,['fromturnover'],1627763,,,1610612754,43,42,2019-12-12T00:52:32Z,2580000,,,0,,M. Brogdon freethrow 1of2 (9 PTS),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
260,PT05M29.00S,2019-12-12T00:52:33.5Z,2,REGULAR,substitution,out,[],1627734,,,1610612754,43,42,2019-12-12T00:52:45Z,2590000,,,0,,substitution out Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT05M29.00S,2019-12-12T00:52:33.5Z,2,REGULAR,substitution,out,[],1629684,,,1610612754,43,42,2019-12-12T00:52:45Z,2600000,,,0,,substitution out Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT05M29.00S,2019-12-12T00:52:33.5Z,2,REGULAR,substitution,in,[],1626167,,,1610612754,43,42,2019-12-12T00:52:45Z,2610000,,,0,,substitution in Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT05M29.00S,2019-12-12T00:52:33.5Z,2,REGULAR,substitution,in,[],1628464,,,1610612754,43,42,2019-12-12T00:52:45Z,2620000,,,0,,substitution in Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT05M29.00S,2019-12-12T00:52:48.9Z,2,REGULAR,freethrow,2of2,['fromturnover'],1627763,,,1610612754,44,42,2019-12-12T00:52:49Z,2630000,,,0,,M. Brogdon freethrow 2of2 (10 PTS),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
265,PT05M15.00S,2019-12-12T00:53:08.1Z,2,REGULAR,foul,offensive,['inpenalty'],1627759,,,1610612738,44,42,2019-12-12T00:53:19Z,2640000,,,0,,J. Brown FOUL offensive (2 PF) (Lamb inpenalty),"[1627759, 203087]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,1627524.0,2.0,0.0,Lamb,203087.0,
267,PT05M15.00S,2019-12-12T00:53:08.1Z,2,REGULAR,turnover,offensivefoul,[],1627759,,,1610612738,44,42,2019-12-12T00:53:08Z,2660000,,,0,,J. Brown TURNOVER offensivefoul (2 TOV),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,2.0,,,,,1627524.0,,,,,
269,PT05M15.00S,2019-12-12T00:53:19.0Z,2,REGULAR,substitution,in,[],1628400,,,1610612754,44,42,2019-12-12T00:53:22Z,2680000,,,0,,substitution in Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT05M15.00S,2019-12-12T00:53:19.0Z,2,REGULAR,substitution,out,[],1629035,,,1610612754,44,42,2019-12-12T00:53:28Z,2690000,,,0,,substitution out Edwards,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT05M06.00S,2019-12-12T00:53:37.9Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",1626167,9.806176084099869,49.08854166666667,1610612754,46,42,2019-12-12T00:53:42Z,2700000,5.0,40.0,1,left,M. Turner layup (4 PTS) (M. Brogdon 2 AST),"[1626167, 1627763]",1610612754.0,IND,cutting,,,Turner,M. Turner,,,,,4.54,Made,4.0,M. Brogdon,1627763.0,2.0,,,,,,,,,,,,,,,
273,PT04M52.00S,2019-12-12T00:53:51.9Z,2,REGULAR,2pt,jumpshot,[],202689,93.9060446780552,30.706188725490197,1610612738,46,42,2019-12-12T00:53:57Z,2720000,-96.0,5.0,1,right,MISS K. Walker 10' jumpshot,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,9.7,Missed,,,,,,,,,,,,,,,,,,,
274,PT04M50.00S,2019-12-12T00:53:53.9Z,2,REGULAR,rebound,defensive,[],1627763,,,1610612754,46,42,2019-12-12T00:53:57Z,2730000,,,0,,M. Brogdon REBOUND (Off:0 Def:1),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,273.0,1.0,1.0,0.0,,,,,,,,,,,
