actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value
273,PT03M48.00S,2019-12-22T23:58:46.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628464,,,1610612766,47,51,2019-12-22T23:58:56Z,2680000,,,0,,D. Theis FOUL personal (2 PF) (Rozier inpenalty),"[1628464, 1626179]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,204059.0,2.0,0.0,Rozier,1626179.0,,,,,,,,,,,,,,,,
275,PT03M48.00S,2019-12-22T23:59:29.7Z,2,REGULAR,freethrow,1of2,[],1626179,,,1610612766,47,52,2019-12-22T23:59:29Z,2700000,,,0,,T. Rozier freethrow 1of2 (7 PTS),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,Made,,,,,,,7.0,,,,,,,
276,PT03M48.00S,2019-12-22T23:59:29.7Z,2,REGULAR,freethrow,2of2,[],1626179,,,1610612766,47,52,2019-12-22T23:59:50Z,2710000,,,0,,MISS T. Rozier freethrow 2of2,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,Missed,,,,,,,,,,,,,,
277,PT03M48.00S,2019-12-22T23:59:29.7Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,47,52,2019-12-22T23:59:50Z,2720000,,,0,,J. Brown REBOUND (Off:1 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,276.0,4.0,3.0,1.0,,,,,,,,
278,PT03M36.00S,2019-12-23T00:00:01.2Z,2,REGULAR,foul,personal,[],1628984,,,1610612738,47,52,2019-12-23T00:00:11Z,2730000,,,0,,D. Graham FOUL personal (1 PF),"[1628984, 1628369]",1610612766.0,CHA,,,,Graham,D. Graham,,,,,204059.0,1.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,,
280,PT03M36.00S,2019-12-23T00:00:11.4Z,2,REGULAR,substitution,out,[],1626179,,,1610612738,47,52,2019-12-23T00:00:21Z,2750000,,,0,,substitution out Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT03M36.00S,2019-12-23T00:00:11.4Z,2,REGULAR,substitution,in,[],1628998,,,1610612738,47,52,2019-12-23T00:00:21Z,2760000,,,0,,substitution in Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT03M27.00S,2019-12-23T00:00:40.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628998,,,1610612738,47,52,2019-12-23T00:01:17Z,2770000,,,0,,C. Martin FOUL personal (3 PF) (Walker inpenalty),"[1628998, 202689]",1610612766.0,CHA,shooting,,,Martin,C. Martin,,,,,1627524.0,3.0,0.0,Walker,202689.0,,,,,,,,,,,,,,,,
284,PT03M27.00S,2019-12-23T00:01:19.2Z,2,REGULAR,freethrow,1of2,[],202689,,,1610612738,48,52,2019-12-23T00:05:16Z,2790000,,,0,,K. Walker freethrow 1of2 (11 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,Made,,,,,,,11.0,,,,,,,
289,PT03M27.00S,2019-12-23T00:01:19.2Z,2,REGULAR,freethrow,2of2,[],202689,,,1610612738,49,52,2019-12-23T00:05:16Z,2795000,,,0,,K. Walker freethrow 2of2 (12 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,Made,,,,,,,12.0,,,,,,,
285,PT03M27.00S,2019-12-23T00:01:20.1Z,2,REGULAR,substitution,out,[],202687,,,1610612766,49,52,2019-12-23T00:05:16Z,2800000,,,0,,substitution out Biyombo,[202687],1610612766.0,CHA,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT03M27.00S,2019-12-23T00:01:20.1Z,2,REGULAR,substitution,out,[],1628998,,,1610612766,49,52,2019-12-23T00:05:16Z,2810000,,,0,,substitution out Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT03M27.00S,2019-12-23T00:01:20.1Z,2,REGULAR,substitution,in,[],203469,,,1610612766,49,52,2019-12-23T00:05:16Z,2820000,,,0,,substitution in Zeller,[203469],1610612766.0,CHA,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT03M27.00S,2019-12-23T00:01:20.1Z,2,REGULAR,substitution,in,[],1626179,,,1610612766,49,52,2019-12-23T00:05:16Z,2830000,,,0,,substitution in Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT03M04.00S,2019-12-23T00:02:10.4Z,2,REGULAR,2pt,jumpshot,[],1628984,25.443495400788436,32.91207107843137,1610612766,49,52,2019-12-23T00:02:33Z,2835000,85.0,187.0,1,left,MISS D. Graham 21' jumpshot Blocked,"[1628984, 1628369]",1610612766.0,CHA,drivingfloating,,,Graham,D. Graham,,,,,,,,,,21.03,Missed,Tatum,1628369.0,,,,,,,,,,,,
291,PT03M04.00S,2019-12-23T00:02:10.4Z,2,REGULAR,block,,[],1628369,,,1610612766,49,52,2019-12-23T00:02:13Z,2837500,,,0,,J. Tatum BLOCK (3 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT03M03.00S,2019-12-23T00:02:11.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,49,52,2019-12-23T00:02:33Z,2838750,,,0,,Team offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,290.0,,,,,,,,,,,
293,PT03M03.00S,2019-12-23T00:02:15.4Z,2,REGULAR,turnover,shotclock,['team'],0,,,1610612766,49,52,2019-12-23T00:02:24Z,2880000,,,0,,Team TURNOVER shotclock,[],1610612766.0,CHA,,,,,,,,,,204059.0,,,,,,,,,,,,,,,,,,,,
294,PT02M47.00S,2019-12-23T00:02:49.7Z,2,REGULAR,3pt,jumpshot,['fromturnover'],1627759,90.09526938239159,2.029718137254902,1610612738,49,52,2019-12-23T00:02:56Z,2890000,-240.0,41.0,1,right,MISS J. Brown 24' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,24.43,Missed,,,,,,,,,,,,,,
295,PT02M46.00S,2019-12-23T00:02:50.7Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,49,52,2019-12-23T00:02:56Z,2900000,,,0,,M. Bridges REBOUND (Off:0 Def:4),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,294.0,4.0,4.0,0.0,,,,,,,,
296,PT02M38.00S,2019-12-23T00:02:59.1Z,2,REGULAR,2pt,layup,['pointsinthepaint'],203469,6.915243101182654,52.029718137254896,1610612766,49,54,2019-12-23T00:03:05Z,2910000,-10.0,13.0,1,left,C. Zeller layup (4 PTS) (T. Rozier 2 AST),"[203469, 1626179]",1610612766.0,CHA,driving,,,Zeller,C. Zeller,,,,,,,,,,2.06,Made,,,,,,,4.0,T. Rozier,1626179.0,2.0,,,,
298,PT02M23.00S,2019-12-23T00:03:15.8Z,2,REGULAR,turnover,outofbounds,[],202689,,,1610612738,49,54,2019-12-23T00:04:05Z,2930000,,,0,,K. Walker TURNOVER outofbounds (1 TOV),[202689],1610612738.0,BOS,badpass,,,Walker,K. Walker,,,,,201639.0,,,,,,,,,,,,,,,,,1.0,,,
299,PT02M23.00S,2019-12-23T00:03:18.7Z,2,REGULAR,substitution,out,[],203077,,,1610612766,49,54,2019-12-23T00:03:32Z,2940000,,,0,,substitution out Kidd-Gilchrist,[203077],1610612766.0,CHA,,,,Kidd-Gilchrist,M. Kidd-Gilchrist,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT02M23.00S,2019-12-23T00:03:18.7Z,2,REGULAR,substitution,in,[],101107,,,1610612766,49,54,2019-12-23T00:03:32Z,2950000,,,0,,substitution in Williams,[101107],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT02M04.00S,2019-12-23T00:03:50.3Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",1628970,8.492115637319317,42.715992647058826,1610612766,49,54,2019-12-23T00:04:20Z,2960000,36.0,27.0,1,left,MISS M. Bridges layup,[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,,,,,,4.9,Missed,,,,,,,,,,,,,,
302,PT02M02.00S,2019-12-23T00:03:52.3Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,49,54,2019-12-23T00:04:20Z,2970000,,,0,,D. Theis REBOUND (Off:0 Def:3),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,301.0,3.0,3.0,0.0,,,,,,,,
303,PT01M59.00S,2019-12-23T00:03:56.3Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1627759,91.14651773981603,44.18658088235294,1610612738,49,54,2019-12-23T00:04:17Z,2980000,-29.0,31.0,1,right,MISS J. Brown layup Blocked,"[1627759, 101107]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,,,,,,4.64,Missed,Williams,101107.0,,,,,,,,,,,,
304,PT01M59.00S,2019-12-23T00:03:56.3Z,2,REGULAR,block,,[],101107,,,1610612738,49,54,2019-12-23T00:03:58Z,2990000,,,0,,M. Williams BLOCK (1 BLK),[101107],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT01M59.00S,2019-12-23T00:03:56.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,49,54,2019-12-23T00:04:17Z,3000000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,303.0,,,,,,,,,,,
306,PT01M59.00S,2019-12-23T00:04:00.6Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612738,49,54,2019-12-23T00:04:00Z,3010000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT01M59.00S,2019-12-23T00:04:05.0Z,2,REGULAR,substitution,out,[],1628464,,,1610612738,49,54,2019-12-23T00:04:08Z,3020000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT01M59.00S,2019-12-23T00:04:05.0Z,2,REGULAR,substitution,in,[],1629750,,,1610612738,49,54,2019-12-23T00:04:08Z,3030000,,,0,,substitution in Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT01M53.00S,2019-12-23T00:04:20.5Z,2,REGULAR,2pt,jumpshot,"['pointsinthepaint', '2ndchance']",1628369,88.51839684625493,45.65716911764706,1610612738,49,54,2019-12-23T00:04:45Z,3040000,-22.0,55.0,1,right,MISS J. Tatum 6' jumpshot,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,6.47,Missed,,,,,,,,,,,,,,
310,PT01M52.00S,2019-12-23T00:04:21.5Z,2,REGULAR,rebound,offensive,[],1629684,,,1610612738,49,54,2019-12-23T00:04:45Z,3050000,,,0,,G. Williams REBOUND (Off:1 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,309.0,2.0,1.0,1.0,,,,,,,,
311,PT01M52.00S,2019-12-23T00:04:23.8Z,2,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1629684,90.22667542706965,47.127757352941174,1610612738,51,54,2019-12-23T00:05:53Z,3060000,-14.0,39.0,1,right,G. Williams layup (4 PTS),[1629684],1610612738.0,BOS,putback,,,Williams,G. Williams,,,,,,,,,,4.72,Made,,,,,,,4.0,,,,,,,
312,PT01M52.00S,2019-12-23T00:04:27.5Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203469,,,1610612738,51,54,2019-12-23T00:04:34Z,3070000,,,0,,C. Zeller FOUL personal (2 PF) (Williams inpenalty),"[203469, 1629684]",1610612766.0,CHA,shooting,,,Zeller,C. Zeller,,,,,201639.0,2.0,0.0,Williams,1629684.0,,,,,,,,,,,,,,,,
314,PT01M52.00S,2019-12-23T00:04:51.8Z,2,REGULAR,freethrow,1of1,['2ndchance'],1629684,,,1610612738,52,54,2019-12-23T00:04:51Z,3090000,,,0,,G. Williams freethrow 1of1 (5 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,Made,,,,,,,5.0,,,,,,,
315,PT01M27.00S,2019-12-23T00:05:18.6Z,2,REGULAR,3pt,jumpshot,[],1626179,31.750985545335087,73.10814950980392,1610612766,52,54,2019-12-23T00:06:33Z,3100000,-116.0,246.0,1,left,MISS T. Rozier 28' 3PT,[1626179],1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,,,,,,27.68,Missed,,,,,,,,,,,,,,
316,PT01M25.00S,2019-12-23T00:05:20.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,52,54,2019-12-23T00:05:24Z,3110000,,,0,,Team offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,315.0,,,,,,,,,,,
317,PT01M25.00S,2019-12-23T00:05:24.2Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612766,52,54,2019-12-23T00:05:24Z,3120000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT01M22.00S,2019-12-23T00:05:40.8Z,2,REGULAR,3pt,jumpshot,['2ndchance'],1628984,32.670827858081466,72.86305147058823,1610612766,52,54,2019-12-23T00:05:47Z,3130000,-114.0,255.0,1,left,MISS D. Graham 28' 3PT,[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,,,,,,28.41,Missed,,,,,,,,,,,,,,
319,PT01M20.00S,2019-12-23T00:05:42.8Z,2,REGULAR,rebound,defensive,[],1629750,,,1610612738,52,54,2019-12-23T00:05:47Z,3140000,,,0,,J. Green REBOUND (Off:0 Def:3),[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,318.0,3.0,3.0,0.0,,,,,,,,
320,PT01M00.00S,2019-12-23T00:06:02.9Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1627759,93.9060446780552,46.392463235294116,1610612738,54,54,2019-12-23T00:06:06Z,3150000,-18.0,5.0,1,right,J. Brown layup (12 PTS),[1627759],1610612738.0,BOS,drivingfingerroll,,,Brown,J. Brown,,,,,,,,,,2.07,Made,,,,,,,12.0,,,,,,,
321,PT00M54.90S,2019-12-23T00:06:16.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629750,,,1610612766,54,54,2019-12-23T00:06:23Z,3160000,,,0,,J. Green FOUL personal (2 PF) (Zeller inpenalty),"[1629750, 203469]",1610612738.0,BOS,shooting,,,Green,J. Green,,,,,204059.0,2.0,0.0,Zeller,203469.0,,,,,,,,,,,,,,,,
323,PT00M54.90S,2019-12-23T00:06:39.4Z,2,REGULAR,freethrow,1of2,[],203469,,,1610612766,54,55,2019-12-23T00:06:39Z,3180000,,,0,,C. Zeller freethrow 1of2 (5 PTS),[203469],1610612766.0,CHA,,,,Zeller,C. Zeller,,,,,,,,,,,Made,,,,,,,5.0,,,,,,,
324,PT00M54.90S,2019-12-23T00:06:54.3Z,2,REGULAR,freethrow,2of2,[],203469,,,1610612766,54,56,2019-12-23T00:06:54Z,3190000,,,0,,C. Zeller freethrow 2of2 (6 PTS),[203469],1610612766.0,CHA,,,,Zeller,C. Zeller,,,,,,,,,,,Made,,,,,,,6.0,,,,,,,
325,PT00M39.80S,2019-12-23T00:07:13.8Z,2,REGULAR,3pt,jumpshot,[],202689,67.62483574244416,52.76501225490197,1610612738,57,56,2019-12-23T00:07:59Z,3200000,14.0,252.0,1,right,K. Walker 26' 3PT  (15 PTS),[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,,,,,,25.77,Made,,,,,,,15.0,,,,,,,
326,PT00M22.60S,2019-12-23T00:07:35.3Z,2,REGULAR,turnover,lostball,[],203469,,,1610612766,57,56,2019-12-23T00:07:45Z,3210000,,,0,,C. Zeller TURNOVER lostball (2 TOV) Stolen,"[203469, 1629684]",1610612766.0,CHA,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,2.0,Williams,1629684.0,
327,PT00M22.60S,2019-12-23T00:07:35.3Z,2,REGULAR,steal,,[],1629684,,,1610612738,57,56,2019-12-23T00:11:13Z,3220000,,,0,,G. Williams STEAL (1 STL),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT00M21.60S,2019-12-23T00:07:39.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628970,,,1610612738,57,56,2019-12-23T00:07:52Z,3230000,,,0,,M. Bridges FOUL personal (1 PF) (Green inpenalty),"[1628970, 1629750]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,204059.0,1.0,0.0,Green,1629750.0,,,,,,,,,,,,,,,,
330,PT00M21.60S,2019-12-23T00:08:03.9Z,2,REGULAR,freethrow,1of2,['fromturnover'],1629750,,,1610612738,58,56,2019-12-23T00:10:19Z,3250000,,,0,,J. Green freethrow 1of2 (3 PTS),[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,Made,,,,,,,3.0,,,,,,,
335,PT00M21.60S,2019-12-23T00:08:03.9Z,2,REGULAR,freethrow,2of2,['fromturnover'],1629750,,,1610612738,59,56,2019-12-23T00:10:19Z,3255000,,,0,,J. Green freethrow 2of2 (4 PTS),[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,Made,,,,,,,4.0,,,,,,,
331,PT00M21.60S,2019-12-23T00:08:05.4Z,2,REGULAR,substitution,out,[],202689,,,1610612766,59,56,2019-12-23T00:10:19Z,3260000,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT00M21.60S,2019-12-23T00:08:05.4Z,2,REGULAR,substitution,out,[],203469,,,1610612766,59,56,2019-12-23T00:10:19Z,3270000,,,0,,substitution out Zeller,[203469],1610612766.0,CHA,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT00M21.60S,2019-12-23T00:08:05.4Z,2,REGULAR,substitution,in,[],1629641,,,1610612766,59,56,2019-12-23T00:10:19Z,3280000,,,0,,substitution in Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT00M21.60S,2019-12-23T00:08:05.4Z,2,REGULAR,substitution,in,[],1628370,,,1610612766,59,56,2019-12-23T00:10:19Z,3290000,,,0,,substitution in Monk,[1628370],1610612766.0,CHA,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT00M01.60S,2019-12-23T00:08:56.9Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628984,13.61695137976347,45.166973039215684,1610612766,59,56,2019-12-23T00:09:05Z,3295000,24.0,75.0,1,left,MISS D. Graham 8' jumpshot,[1628984],1610612766.0,CHA,drivingfloating,,,Graham,D. Graham,,,,,,,,,,8.45,Missed,,,,,,,,,,,,,,
337,PT00M01.60S,2019-12-23T00:08:56.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,59,56,2019-12-23T00:09:05Z,3297500,,,0,,Team offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,336.0,,,,,,,,,,,
338,PT00M00.00S,2019-12-23T00:09:00.2Z,2,REGULAR,period,end,[],0,,,1610612766,59,56,2019-12-23T00:09:00Z,3330000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2019-12-23T00:24:06.7Z,3,REGULAR,substitution,out,['startperiod'],1629684,,,1610612766,59,56,2019-12-23T00:24:21Z,3340000,,,0,,substitution out Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2019-12-23T00:24:06.7Z,3,REGULAR,substitution,out,['startperiod'],1629750,,,1610612766,59,56,2019-12-23T00:24:21Z,3350000,,,0,,substitution out Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2019-12-23T00:24:06.7Z,3,REGULAR,substitution,out,['startperiod'],1629641,,,1610612766,59,56,2019-12-23T00:24:21Z,3360000,,,0,,substitution out Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2019-12-23T00:24:06.7Z,3,REGULAR,substitution,out,['startperiod'],101107,,,1610612766,59,56,2019-12-23T00:24:21Z,3370000,,,0,,substitution out Williams,[101107],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2019-12-23T00:24:06.7Z,3,REGULAR,substitution,out,['startperiod'],1628370,,,1610612766,59,56,2019-12-23T00:24:21Z,3380000,,,0,,substitution out Monk,[1628370],1610612766.0,CHA,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2019-12-23T00:24:06.7Z,3,REGULAR,substitution,in,['startperiod'],1628464,,,1610612766,59,56,2019-12-23T00:24:21Z,3390000,,,0,,substitution in Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2019-12-23T00:24:06.7Z,3,REGULAR,substitution,in,['startperiod'],1628400,,,1610612766,59,56,2019-12-23T00:24:21Z,3400000,,,0,,substitution in Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2019-12-23T00:24:06.7Z,3,REGULAR,substitution,in,['startperiod'],202689,,,1610612766,59,56,2019-12-23T00:24:21Z,3410000,,,0,,substitution in Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2019-12-23T00:24:06.7Z,3,REGULAR,substitution,in,['startperiod'],201587,,,1610612766,59,56,2019-12-23T00:24:21Z,3420000,,,0,,substitution in Batum,[201587],1610612766.0,CHA,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2019-12-23T00:24:06.7Z,3,REGULAR,substitution,in,['startperiod'],202687,,,1610612766,59,56,2019-12-23T00:24:21Z,3430000,,,0,,substitution in Biyombo,[202687],1610612766.0,CHA,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2019-12-23T00:24:32.9Z,3,REGULAR,period,start,[],0,,,1610612738,59,56,2019-12-23T00:24:32Z,3440000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT11M38.00S,2019-12-23T00:24:54.4Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1628400,7.5722733245729295,45.65716911764706,1610612738,59,56,2019-12-23T00:25:47Z,3450000,22.0,19.0,1,left,MISS S. Ojeleye layup,[1628400],1610612738.0,BOS,cutting,,,Ojeleye,S. Ojeleye,,,,,,,,,,3.25,Missed,,,,,,,,,,,,,,
351,PT11M37.00S,2019-12-23T00:24:55.4Z,3,REGULAR,rebound,defensive,[],201587,,,1610612766,59,56,2019-12-23T00:25:04Z,3460000,,,0,,N. Batum REBOUND (Off:0 Def:2),[201587],1610612766.0,CHA,,,,Batum,N. Batum,,,,,,,,,,,,,,350.0,2.0,2.0,0.0,,,,,,,,
352,PT11M31.00S,2019-12-23T00:25:03.2Z,3,REGULAR,2pt,jumpshot,"['fastbreak', 'pointsinthepaint']",1626179,89.61892247043363,56.64445465686274,1610612766,59,58,2019-12-23T00:25:25Z,3470000,33.0,45.0,1,right,T. Rozier 6' jumpshot (9 PTS),[1626179],1610612766.0,CHA,floating,,,Rozier,T. Rozier,,,,,,,,,,6.05,Made,,,,,,,9.0,,,,,,,
353,PT11M31.00S,2019-12-23T00:25:05.1Z,3,REGULAR,foul,personal,['1freethrow'],1628464,,,1610612766,59,58,2019-12-23T00:25:29Z,3480000,,,0,,D. Theis FOUL personal (3 PF) (Rozier 1freethrow),"[1628464, 1626179]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,1627524.0,3.0,0.0,Rozier,1626179.0,,,,,,,,,,,,,,,,
355,PT11M31.00S,2019-12-23T00:25:30.6Z,3,REGULAR,freethrow,1of1,[],1626179,,,1610612766,59,58,2019-12-23T00:25:37Z,3500000,,,0,,MISS T. Rozier freethrow 1of1,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,Missed,,,,,,,,,,,,,,
356,PT11M31.00S,2019-12-23T00:25:30.6Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,59,58,2019-12-23T00:25:37Z,3510000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,355.0,4.0,4.0,0.0,,,,,,,,
357,PT11M20.00S,2019-12-23T00:25:41.0Z,3,REGULAR,foul,personal,[],1628970,,,1610612738,59,58,2019-12-23T00:25:55Z,3520000,,,0,,M. Bridges FOUL personal (2 PF),"[1628970, 1627759]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,204059.0,2.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,,
359,PT11M10.00S,2019-12-23T00:26:06.0Z,3,REGULAR,3pt,jumpshot,[],202689,26.231931668856767,12.568933823529413,1610612738,59,58,2019-12-23T00:26:55Z,3540000,187.0,194.0,1,left,MISS K. Walker 27' 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,,,,,,27.36,Missed,,,,,,,,,,,,,,
360,PT11M08.00S,2019-12-23T00:26:08.0Z,3,REGULAR,rebound,offensive,[],1628464,,,1610612738,59,58,2019-12-23T00:26:13Z,3550000,,,0,,D. Theis REBOUND (Off:1 Def:3),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,359.0,4.0,3.0,1.0,,,,,,,,
361,PT11M04.00S,2019-12-23T00:26:12.9Z,3,REGULAR,3pt,jumpshot,['2ndchance'],202689,26.757555847568987,13.549325980392158,1610612738,62,58,2019-12-23T00:26:19Z,3560000,182.0,199.0,1,left,K. Walker 27' 3PT  (18 PTS) (D. Theis 3 AST),"[202689, 1628464]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,27.4,Made,,,,,,,18.0,D. Theis,1628464.0,3.0,,,,
