actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
559,PT10M54.00S,2020-09-26T02:46:02.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,92,85,2020-09-26T02:47:03Z,5530000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,558.0,,,,,,,,,,,,,
560,PT10M54.00S,2020-09-26T02:47:04.5Z,4,REGULAR,foul,personal,[],2738,,,1610612738,92,85,2020-09-26T02:47:12Z,5540000,,,0,,A. Iguodala FOUL personal (2 PF),"[2738, 1628464]",1610612748.0,MIA,looseball,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,201639.0,2.0,0.0,Theis,1628464.0
562,PT10M54.00S,2020-09-26T02:47:13.4Z,4,REGULAR,instantreplay,altercationrequest,[],0,,,1610612738,92,85,2020-09-26T02:47:34Z,5560000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,101284.0,,,,
563,PT10M54.00S,2020-09-26T02:48:08.0Z,4,REGULAR,foul,technical,['1freethrow'],2738,,,1610612738,92,85,2020-09-26T02:48:31Z,5570000,,,0,,A. Iguodala FOUL technical (1 Tech),[2738],1610612748.0,MIA,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,101284.0,2.0,1.0,,
564,PT10M54.00S,2020-09-26T02:48:47.4Z,4,REGULAR,freethrow,1of1,[],1628369,,,1610612738,93,85,2020-09-26T02:48:47Z,5580000,,,0,,J. Tatum technical freethrow 1of1 (28 PTS),[1628369],1610612738.0,BOS,technical,,,Tatum,J. Tatum,,,,,,Made,28.0,,,,,,,,,,,,,,,,,
565,PT10M50.00S,2020-09-26T02:49:06.4Z,4,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1627759,6.1268068331143235,46.88265931372549,1610612738,95,85,2020-09-26T02:49:11Z,5590000,16.0,5.0,1,left,J. Brown layup (18 PTS) (J. Tatum 4 AST),"[1627759, 1628369]",1610612738.0,BOS,drivingfingerroll,,,Brown,J. Brown,,,,,1.89,Made,18.0,J. Tatum,1628369.0,4.0,,,,,,,,,,,,,,
567,PT10M24.00S,2020-09-26T02:49:33.3Z,4,REGULAR,3pt,jumpshot,[],201609,65.78515111695138,32.176776960784316,1610612748,95,85,2020-09-26T02:49:37Z,5610000,-89.0,269.0,1,right,MISS G. Dragic 29' 3PT,[201609],1610612748.0,MIA,pullup,,,Dragic,G. Dragic,,,,,28.87,Missed,,,,,,,,,,,,,,,,,,
568,PT10M24.00S,2020-09-26T02:49:33.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612748,95,85,2020-09-26T02:49:43Z,5620000,,,0,,Team offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,567.0,,,,,,,,,,,,,
569,PT10M24.00S,2020-09-26T02:49:37.8Z,4,REGULAR,turnover,shotclock,['team'],0,,,1610612748,95,85,2020-09-26T02:49:41Z,5630000,,,0,,Team TURNOVER shotclock,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,201639.0,,,,
570,PT10M13.00S,2020-09-26T02:50:00.4Z,4,REGULAR,3pt,jumpshot,['fromturnover'],1628369,25.57490144546649,10.608149509803921,1610612738,95,85,2020-09-26T02:50:05Z,5640000,197.0,188.0,1,left,MISS J. Tatum 28' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,27.61,Missed,,,,,,,,,,,,,,,,,,
571,PT10M11.00S,2020-09-26T02:50:02.4Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,95,85,2020-09-26T02:50:08Z,5650000,,,0,,B. Adebayo REBOUND (Off:1 Def:5),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,570.0,6.0,5.0,1.0,,,,,,,,,,
572,PT09M57.00S,2020-09-26T02:50:15.7Z,4,REGULAR,2pt,jumpshot,[],1629639,77.7431011826544,52.029718137254896,1610612748,95,87,2020-09-26T02:50:19Z,5660000,10.0,157.0,1,right,T. Herro 16' jumpshot (9 PTS) (J. Butler 8 AST),"[1629639, 202710]",1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,16.25,Made,9.0,J. Butler,202710.0,8.0,,,,,,,,,,,,,,
573,PT09M38.00S,2020-09-26T02:50:35.1Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628464,18.74178712220762,55.4610906862745,1610612738,97,87,2020-09-26T02:50:39Z,5670000,-27.0,124.0,1,left,D. Theis 13' jumpshot (12 PTS) (J. Tatum 5 AST),"[1628464, 1628369]",1610612738.0,BOS,drivingfloating,,,Theis,D. Theis,,,,,13.21,Made,12.0,J. Tatum,1628369.0,5.0,,,,,,,,,,,,,,
575,PT09M23.00S,2020-09-26T02:50:49.5Z,4,REGULAR,3pt,jumpshot,[],201609,86.94152431011827,3.2552083333333335,1610612748,97,87,2020-09-26T02:50:53Z,5690000,-234.0,70.0,1,right,MISS G. Dragic 25' 3PT,[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,24.57,Missed,,,,,,,,,,,,,,,,,,
576,PT09M22.00S,2020-09-26T02:50:50.5Z,4,REGULAR,rebound,defensive,[],1628464,,,1610612738,97,87,2020-09-26T02:50:53Z,5700000,,,0,,D. Theis REBOUND (Off:4 Def:4),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,575.0,8.0,4.0,4.0,,,,,,,,,,
577,PT09M06.00S,2020-09-26T02:51:07.0Z,4,REGULAR,3pt,jumpshot,[],1628464,32.802233902759525,48.84344362745098,1610612738,97,87,2020-09-26T02:51:12Z,5710000,6.0,256.0,1,left,MISS D. Theis 26' 3PT,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,26.14,Missed,,,,,,,,,,,,,,,,,,
578,PT09M05.00S,2020-09-26T02:51:08.0Z,4,REGULAR,rebound,defensive,[],201609,,,1610612748,97,87,2020-09-26T02:51:14Z,5720000,,,0,,G. Dragic REBOUND (Off:0 Def:4),[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,,,,577.0,4.0,4.0,0.0,,,,,,,,,,
579,PT08M55.00S,2020-09-26T02:51:18.0Z,4,REGULAR,2pt,layup,['pointsinthepaint'],2738,89.17542706964521,36.09834558823529,1610612748,97,89,2020-09-26T02:51:21Z,5730000,-70.0,49.0,1,right,A. Iguodala 9' layup (2 PTS) (B. Adebayo 4 AST),"[2738, 1628389]",1610612748.0,MIA,driving,,,Iguodala,A. Iguodala,,,,,8.85,Made,2.0,B. Adebayo,1628389.0,4.0,,,,,,,,,,,,,,
581,PT08M52.00S,2020-09-26T02:51:27.4Z,4,REGULAR,stoppage,other,[],0,,,1610612738,97,89,2020-09-26T02:51:27Z,5750000,,,0,,stoppage other,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT08M52.00S,2020-09-26T02:51:34.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,97,89,2020-09-26T02:51:34Z,5760000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT08M52.00S,2020-09-26T02:54:46.4Z,4,REGULAR,substitution,out,[],203935,,,1610612738,97,89,2020-09-26T02:55:11Z,5770000,,,0,,substitution out Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
584,PT08M52.00S,2020-09-26T02:54:46.4Z,4,REGULAR,substitution,out,[],201609,,,1610612738,97,89,2020-09-26T02:55:11Z,5780000,,,0,,substitution out Dragic,[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,
585,PT08M52.00S,2020-09-26T02:54:46.4Z,4,REGULAR,substitution,in,[],202689,,,1610612738,97,89,2020-09-26T02:55:11Z,5790000,,,0,,substitution in Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
586,PT08M52.00S,2020-09-26T02:54:46.4Z,4,REGULAR,substitution,in,[],1629130,,,1610612738,97,89,2020-09-26T02:55:11Z,5800000,,,0,,substitution in Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
587,PT08M34.00S,2020-09-26T02:55:31.0Z,4,REGULAR,3pt,jumpshot,[],1627759,5.601182654402102,96.14736519607843,1610612738,100,89,2020-09-26T02:55:36Z,5810000,-231.0,0.0,1,left,J. Brown 23' 3PT  (21 PTS) (G. Hayward 2 AST),"[1627759, 202330]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,23.08,Made,21.0,G. Hayward,202330.0,2.0,,,,,,,,,,,,,,
589,PT08M17.00S,2020-09-26T02:55:47.7Z,4,REGULAR,2pt,jumpshot,[],202710,86.67871222076215,66.98069852941177,1610612748,100,89,2020-09-26T02:55:51Z,5830000,85.0,73.0,1,right,MISS J. Butler 12' jumpshot,[202710],1610612748.0,MIA,drivingfloating,,,Butler,J. Butler,,,,,11.54,Missed,,,,,,,,,,,,,,,,,,
590,PT08M16.00S,2020-09-26T02:55:48.7Z,4,REGULAR,rebound,defensive,[],1628464,,,1610612738,100,89,2020-09-26T02:55:51Z,5840000,,,0,,D. Theis REBOUND (Off:4 Def:5),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,589.0,9.0,5.0,4.0,,,,,,,,,,
591,PT08M05.00S,2020-09-26T02:56:00.9Z,4,REGULAR,3pt,jumpshot,[],1627759,8.886333771353483,95.41207107843137,1610612738,103,89,2020-09-26T02:56:05Z,5850000,-227.0,31.0,1,left,J. Brown 23' 3PT  (24 PTS) (J. Tatum 6 AST),"[1627759, 1628369]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,23.0,Made,24.0,J. Tatum,1628369.0,6.0,,,,,,,,,,,,,,
593,PT07M51.00S,2020-09-26T02:56:13.7Z,4,REGULAR,3pt,jumpshot,[],2738,71.56701708278581,79.97089460784314,1610612748,103,89,2020-09-26T02:56:25Z,5870000,150.0,215.0,1,right,MISS A. Iguodala 27' 3PT,[2738],1610612748.0,MIA,,,,Iguodala,A. Iguodala,,,,,26.65,Missed,,,,,,,,,,,,,,,,,,
594,PT07M48.00S,2020-09-26T02:56:25.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612748,103,89,2020-09-26T02:56:25Z,5880000,,,0,,Team offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,593.0,,,,,,,,,,,,,
595,PT07M48.00S,2020-09-26T02:56:30.4Z,4,REGULAR,violation,kickedball,[],1628464,,,1610612748,103,89,2020-09-26T02:56:35Z,5890000,,,0,,D. Theis violation kickedball,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,101284.0,,,,
596,PT07M48.00S,2020-09-26T02:56:36.9Z,4,REGULAR,substitution,out,[],2738,,,1610612748,103,89,2020-09-26T02:56:41Z,5900000,,,0,,substitution out Iguodala,[2738],1610612748.0,MIA,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,
597,PT07M48.00S,2020-09-26T02:56:36.9Z,4,REGULAR,substitution,out,[],1629130,,,1610612748,103,89,2020-09-26T02:56:41Z,5910000,,,0,,substitution out Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
598,PT07M48.00S,2020-09-26T02:56:36.9Z,4,REGULAR,substitution,in,[],201609,,,1610612748,103,89,2020-09-26T02:56:41Z,5920000,,,0,,substitution in Dragic,[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,
599,PT07M48.00S,2020-09-26T02:56:36.9Z,4,REGULAR,substitution,in,[],203109,,,1610612748,103,89,2020-09-26T02:56:41Z,5930000,,,0,,substitution in Crowder,[203109],1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,
600,PT07M42.00S,2020-09-26T02:56:52.5Z,4,REGULAR,2pt,jumpshot,"['pointsinthepaint', '2ndchance']",201609,81.68528252299606,46.392463235294116,1610612748,103,91,2020-09-26T02:58:24Z,5940000,-18.0,120.0,1,right,G. Dragic 13' jumpshot (20 PTS) (B. Adebayo 5 AST),"[201609, 1628389]",1610612748.0,MIA,drivingfloating,,,Dragic,G. Dragic,,,,,12.65,Made,20.0,B. Adebayo,1628389.0,5.0,,,,,,,,,,,,,,
602,PT07M29.00S,2020-09-26T02:57:09.6Z,4,REGULAR,foul,personal,[],201609,,,1610612738,103,91,2020-09-26T02:57:18Z,5960000,,,0,,G. Dragic FOUL personal (4 PF),"[201609, 202689]",1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,201639.0,4.0,0.0,Walker,202689.0
604,PT07M20.00S,2020-09-26T02:57:35.8Z,4,REGULAR,turnover,traveling,[],1628369,,,1610612738,103,91,2020-09-26T02:57:39Z,5980000,,,0,,J. Tatum TURNOVER traveling (2 TOV),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,2.0,,,202041.0,,,,
605,PT07M20.00S,2020-09-26T02:57:45.1Z,4,REGULAR,violation,delayofgame,['team'],0,,,1610612748,103,91,2020-09-26T02:57:48Z,5990000,,,0,,Team violation delayofgame,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,201639.0,,,,
606,PT07M11.00S,2020-09-26T02:58:05.0Z,4,REGULAR,turnover,badpass,[],202710,,,1610612748,103,91,2020-09-26T02:58:10Z,6000000,,,0,,J. Butler TURNOVER badpass (2 TOV) Stolen,"[202710, 202689]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,2.0,Walker,202689.0,,,,,
607,PT07M11.00S,2020-09-26T02:58:05.0Z,4,REGULAR,steal,,[],202689,,,1610612738,103,91,2020-09-26T02:58:06Z,6010000,,,0,,K. Walker STEAL (1 STL),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
608,PT07M07.00S,2020-09-26T02:58:09.1Z,4,REGULAR,2pt,layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",202330,7.046649145860711,45.166973039215684,1610612738,105,91,2020-09-26T02:58:22Z,6020000,24.0,14.0,1,left,G. Hayward layup (6 PTS) (K. Walker 7 AST),"[202330, 202689]",1610612738.0,BOS,runningalleyoop,,,Hayward,G. Hayward,,,,,3.09,Made,6.0,K. Walker,202689.0,7.0,,,,,,,,,,,,,,
610,PT06M49.00S,2020-09-26T02:58:26.7Z,4,REGULAR,3pt,jumpshot,[],1629639,92.9862023653088,2.2748161764705883,1610612748,105,91,2020-09-26T02:58:30Z,6040000,-239.0,13.0,1,right,MISS T. Herro 24' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,23.93,Missed,,,,,,,,,,,,,,,,,,
611,PT06M48.00S,2020-09-26T02:58:27.7Z,4,REGULAR,rebound,defensive,[],1628464,,,1610612738,105,91,2020-09-26T02:58:33Z,6050000,,,0,,D. Theis REBOUND (Off:4 Def:6),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,610.0,10.0,6.0,4.0,,,,,,,,,,
612,PT06M41.00S,2020-09-26T02:58:36.3Z,4,REGULAR,3pt,jumpshot,[],202689,27.151773981603156,81.44148284313727,1610612738,105,91,2020-09-26T02:58:40Z,6060000,-157.0,203.0,1,left,MISS K. Walker 26' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,26.09,Missed,,,,,,,,,,,,,,,,,,
613,PT06M40.00S,2020-09-26T02:58:37.3Z,4,REGULAR,rebound,offensive,[],1627759,,,1610612738,105,91,2020-09-26T02:58:42Z,6070000,,,0,,J. Brown REBOUND (Off:3 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,612.0,8.0,5.0,3.0,,,,,,,,,,
614,PT06M38.00S,2020-09-26T02:58:43.6Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612738,105,91,2020-09-26T02:58:43Z,6080000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,PT06M38.00S,2020-09-26T02:58:44.5Z,4,REGULAR,substitution,out,[],1628369,,,1610612738,105,91,2020-09-26T02:58:50Z,6090000,,,0,,substitution out Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
616,PT06M38.00S,2020-09-26T02:58:44.5Z,4,REGULAR,substitution,in,[],203935,,,1610612738,105,91,2020-09-26T02:58:50Z,6100000,,,0,,substitution in Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
617,PT06M34.00S,2020-09-26T02:59:05.6Z,4,REGULAR,2pt,jumpshot,"['pointsinthepaint', '2ndchance']",202330,18.610381077529567,36.833639705882355,1610612738,107,91,2020-09-26T02:59:09Z,6110000,66.0,122.0,1,left,G. Hayward 14' jumpshot (8 PTS) (M. Smart 6 AST),"[202330, 203935]",1610612738.0,BOS,pullup,,,Hayward,G. Hayward,,,,,14.38,Made,8.0,M. Smart,203935.0,6.0,,,,,,,,,,,,,,
619,PT06M34.00S,2020-09-26T02:59:14.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,107,91,2020-09-26T02:59:14Z,6130000,,,0,,timeout full,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT06M21.00S,2020-09-26T03:02:58.8Z,4,REGULAR,2pt,jumpshot,[],1629639,76.82325886990802,44.43167892156863,1610612748,107,91,2020-09-26T03:03:04Z,6140000,-28.0,165.0,1,right,MISS T. Herro 17' jumpshot,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,17.31,Missed,,,,,,,,,,,,,,,,,,
622,PT06M20.00S,2020-09-26T03:02:59.8Z,4,REGULAR,rebound,defensive,[],1628464,,,1610612738,107,91,2020-09-26T03:03:06Z,6150000,,,0,,D. Theis REBOUND (Off:4 Def:7),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,621.0,11.0,7.0,4.0,,,,,,,,,,
623,PT06M04.00S,2020-09-26T03:03:14.7Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],202330,16.63929040735874,40.26501225490196,1610612738,107,91,2020-09-26T03:03:18Z,6160000,49.0,104.0,1,left,MISS G. Hayward 12' jumpshot,[202330],1610612738.0,BOS,drivingfloating,,,Hayward,G. Hayward,,,,,11.97,Missed,,,,,,,,,,,,,,,,,,
624,PT06M03.00S,2020-09-26T03:03:15.7Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,107,91,2020-09-26T03:03:18Z,6170000,,,0,,B. Adebayo REBOUND (Off:1 Def:6),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,623.0,7.0,6.0,1.0,,,,,,,,,,
625,PT05M55.00S,2020-09-26T03:03:26.6Z,4,REGULAR,2pt,jumpshot,[],203109,78.0059132720105,52.51991421568627,1610612748,107,93,2020-09-26T03:03:31Z,6180000,13.0,154.0,1,right,J. Crowder 16' jumpshot (13 PTS) (G. Dragic 4 AST),"[203109, 201609]",1610612748.0,MIA,drivingfloatingbank,,,Crowder,J. Crowder,,,,,16.02,Made,13.0,G. Dragic,201609.0,4.0,,,,,,,,,,,,,,
627,PT05M55.00S,2020-09-26T03:03:30.2Z,4,REGULAR,foul,personal,['1freethrow'],202689,,,1610612748,107,93,2020-09-26T03:03:39Z,6200000,,,0,,K. Walker FOUL personal (5 PF) (Crowder 1freethrow),"[202689, 203109]",1610612738.0,BOS,shooting,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,201639.0,5.0,0.0,Crowder,203109.0
629,PT05M55.00S,2020-09-26T03:03:40.3Z,4,REGULAR,substitution,out,[],202689,,,1610612748,107,93,2020-09-26T03:03:48Z,6220000,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
630,PT05M55.00S,2020-09-26T03:03:40.3Z,4,REGULAR,substitution,in,[],1628369,,,1610612748,107,93,2020-09-26T03:03:48Z,6230000,,,0,,substitution in Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
631,PT05M55.00S,2020-09-26T03:03:59.4Z,4,REGULAR,freethrow,1of1,[],203109,,,1610612748,107,94,2020-09-26T03:03:59Z,6240000,,,0,,J. Crowder freethrow 1of1 (14 PTS),[203109],1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
632,PT05M36.00S,2020-09-26T03:04:23.9Z,4,REGULAR,foul,personal,['2freethrow'],201609,,,1610612738,107,94,2020-09-26T03:04:33Z,6250000,,,0,,G. Dragic FOUL personal (5 PF) (Smart 2freethrow),"[201609, 203935]",1610612748.0,MIA,shooting,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,101284.0,5.0,0.0,Smart,203935.0
634,PT05M36.00S,2020-09-26T03:04:45.4Z,4,REGULAR,freethrow,1of2,[],203935,,,1610612738,108,94,2020-09-26T03:04:45Z,6270000,,,0,,M. Smart freethrow 1of2 (11 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
635,PT05M36.00S,2020-09-26T03:05:00.7Z,4,REGULAR,freethrow,2of2,[],203935,,,1610612738,109,94,2020-09-26T03:05:00Z,6280000,,,0,,M. Smart freethrow 2of2 (12 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
636,PT05M25.00S,2020-09-26T03:05:20.4Z,4,REGULAR,foul,personal,[],202330,,,1610612748,109,94,2020-09-26T03:05:25Z,6290000,,,0,,G. Hayward FOUL personal (1 PF),"[202330, 1628389]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,201639.0,1.0,0.0,Adebayo,1628389.0
638,PT05M22.00S,2020-09-26T03:05:36.3Z,4,REGULAR,foul,personal,['2freethrow'],203935,,,1610612748,109,94,2020-09-26T03:05:59Z,6310000,,,0,,M. Smart FOUL personal (4 PF) (Butler 2freethrow),"[203935, 202710]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,202041.0,4.0,0.0,Butler,202710.0
640,PT05M22.00S,2020-09-26T03:06:03.0Z,4,REGULAR,freethrow,1of2,[],202710,,,1610612748,109,94,2020-09-26T03:06:03Z,6330000,,,0,,MISS J. Butler freethrow 1of2,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Missed,,,,,,,,,,,,,,,,,,
641,PT05M22.00S,2020-09-26T03:06:03.0Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,109,94,2020-09-26T03:06:03Z,6340000,,,0,,Team offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,640.0,,,,,,,,,,,,,
642,PT05M22.00S,2020-09-26T03:06:17.5Z,4,REGULAR,freethrow,2of2,[],202710,,,1610612748,109,95,2020-09-26T03:06:17Z,6350000,,,0,,J. Butler freethrow 2of2 (17 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
643,PT04M59.00S,2020-09-26T03:06:42.5Z,4,REGULAR,turnover,lostball,[],1627759,,,1610612738,109,95,2020-09-26T03:06:53Z,6360000,,,0,,J. Brown TURNOVER lostball (4 TOV) Stolen,"[1627759, 1629639]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,4.0,Herro,1629639.0,,,,,
644,PT04M59.00S,2020-09-26T03:06:42.5Z,4,REGULAR,steal,,[],1629639,,,1610612748,109,95,2020-09-26T03:06:45Z,6370000,,,0,,T. Herro STEAL (1 STL),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,
645,PT04M45.00S,2020-09-26T03:06:59.9Z,4,REGULAR,foul,personal,[],1628464,,,1610612748,109,95,2020-09-26T03:07:10Z,6380000,,,0,,D. Theis FOUL personal (4 PF),"[1628464, 201609]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,101284.0,4.0,0.0,Dragic,201609.0
