actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
188,PT10M49.00S,2020-09-26T01:19:38.3Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1629130,6.915243101182654,44.18658088235294,1610612748,20,31,2020-09-26T01:19:41Z,1840000,29.0,13.0,1,left,D. Robinson layup (14 PTS) (G. Dragic 1 AST),"[1629130, 201609]",1610612748.0,MIA,driving,,,Robinson,D. Robinson,,,,,3.42,Made,14.0,G. Dragic,201609.0,1.0,,,,,,,,,,,,,,
190,PT10M33.00S,2020-09-26T01:19:54.0Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1628369,94.43166885676742,54.23560049019608,1610612738,20,31,2020-09-26T01:22:18Z,1860000,21.0,0.0,1,right,MISS J. Tatum layup,[1628369],1610612738.0,BOS,drivingreverse,,,Tatum,J. Tatum,,,,,2.19,Missed,,,,,,,,,,,,,,,,,,
191,PT10M32.00S,2020-09-26T01:19:55.0Z,2,REGULAR,rebound,offensive,[],1628369,,,1610612738,20,31,2020-09-26T01:20:36Z,1870000,,,0,,J. Tatum REBOUND (Off:1 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,190.0,2.0,1.0,1.0,,,,,,,,,,
192,PT10M31.00S,2020-09-26T01:19:57.4Z,2,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1628369,93.64323258869908,54.72579656862745,1610612738,20,31,2020-09-26T01:23:15Z,1880000,24.0,7.0,1,right,MISS J. Tatum layup,[1628369],1610612738.0,BOS,putback,,,Tatum,J. Tatum,,,,,2.68,Missed,,,,,,,,,,,,,,,,,,
193,PT10M30.00S,2020-09-26T01:19:58.4Z,2,REGULAR,rebound,offensive,[],1628464,,,1610612738,20,31,2020-09-26T01:20:40Z,1890000,,,0,,D. Theis REBOUND (Off:2 Def:1),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,192.0,3.0,1.0,2.0,,,,,,,,,,
194,PT10M30.00S,2020-09-26T01:20:03.5Z,2,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1628464,95.0,50.0,1610612738,22,31,2020-09-26T01:20:03Z,1900000,0.0,-6.0,1,right,D. Theis layup (4 PTS),[1628464],1610612738.0,BOS,tip,,,Theis,D. Theis,,,,,0.0,Made,4.0,,,,,,,,,,,,,,,,,
195,PT10M30.00S,2020-09-26T01:20:05.1Z,2,REGULAR,foul,personal,['1freethrow'],203482,,,1610612738,22,31,2020-09-26T01:20:18Z,1910000,,,0,,K. Olynyk FOUL personal (1 PF) (Theis 1freethrow),"[203482, 1628464]",1610612748.0,MIA,shooting,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,202041.0,1.0,0.0,Theis,1628464.0
197,PT10M30.00S,2020-09-26T01:20:28.2Z,2,REGULAR,freethrow,1of1,['2ndchance'],1628464,,,1610612738,22,31,2020-09-26T01:20:28Z,1930000,,,0,,MISS D. Theis freethrow 1of1,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,Missed,,,,,,,,,,,,,,,,,,
198,PT10M30.00S,2020-09-26T01:20:28.2Z,2,REGULAR,rebound,defensive,[],203524,,,1610612748,22,31,2020-09-26T01:20:33Z,1940000,,,0,,S. Hill REBOUND (Off:1 Def:2),[203524],1610612748.0,MIA,,,,Hill,S. Hill,,,,,,,,,,,197.0,3.0,2.0,1.0,,,,,,,,,,
199,PT10M06.00S,2020-09-26T01:20:51.6Z,2,REGULAR,3pt,jumpshot,[],2738,7.966491458607096,2.7650122549019605,1610612748,22,31,2020-09-26T01:24:05Z,1950000,236.0,22.0,1,left,MISS A. Iguodala 24' 3PT,[2738],1610612748.0,MIA,pullup,,,Iguodala,A. Iguodala,,,,,23.78,Missed,,,,,,,,,,,,,,,,,,
200,PT10M05.00S,2020-09-26T01:20:52.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,22,31,2020-09-26T01:20:58Z,1960000,,,0,,Team defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,199.0,,,,,,,,,,,,,
201,PT10M05.00S,2020-09-26T01:20:56.1Z,2,REGULAR,foul,personal,[],203482,,,1610612738,22,31,2020-09-26T01:21:05Z,1970000,,,0,,K. Olynyk FOUL personal (2 PF),"[203482, 202330]",1610612748.0,MIA,looseball,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,202041.0,2.0,0.0,Hayward,202330.0
203,PT09M54.00S,2020-09-26T01:21:23.7Z,2,REGULAR,3pt,jumpshot,[],1629684,94.82588699080158,3.5003063725490198,1610612738,22,31,2020-09-26T01:21:27Z,1990000,-232.0,-4.0,1,right,MISS G. Williams 23' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,23.25,Missed,,,,,,,,,,,,,,,,,,
204,PT09M53.00S,2020-09-26T01:21:24.7Z,2,REGULAR,rebound,defensive,[],2738,,,1610612748,22,31,2020-09-26T01:21:29Z,2000000,,,0,,A. Iguodala REBOUND (Off:2 Def:2),[2738],1610612748.0,MIA,,,,Iguodala,A. Iguodala,,,,,,,,,,,203.0,4.0,2.0,2.0,,,,,,,,,,
205,PT09M48.00S,2020-09-26T01:21:31.9Z,2,REGULAR,foul,personal,['2freethrow'],202954,,,1610612748,22,31,2020-09-26T01:21:42Z,2010000,,,0,,B. Wanamaker FOUL personal (1 PF) (Dragic 2freethrow),"[202954, 201609]",1610612738.0,BOS,shooting,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,201639.0,1.0,0.0,Dragic,201609.0
207,PT09M48.00S,2020-09-26T01:21:59.0Z,2,REGULAR,freethrow,1of2,[],201609,,,1610612748,22,32,2020-09-26T01:22:32Z,2030000,,,0,,G. Dragic freethrow 1of2 (3 PTS),[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
208,PT09M48.00S,2020-09-26T01:21:59.5Z,2,REGULAR,substitution,out,[],1629684,,,1610612748,22,32,2020-09-26T01:22:07Z,2040000,,,0,,substitution out Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
209,PT09M48.00S,2020-09-26T01:21:59.5Z,2,REGULAR,substitution,out,[],202330,,,1610612748,22,32,2020-09-26T01:22:07Z,2050000,,,0,,substitution out Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
210,PT09M48.00S,2020-09-26T01:21:59.5Z,2,REGULAR,substitution,in,[],1627759,,,1610612748,22,32,2020-09-26T01:22:07Z,2060000,,,0,,substitution in Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
211,PT09M48.00S,2020-09-26T01:21:59.5Z,2,REGULAR,substitution,in,[],203935,,,1610612748,22,32,2020-09-26T01:22:07Z,2070000,,,0,,substitution in Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
212,PT09M48.00S,2020-09-26T01:21:59.5Z,2,REGULAR,substitution,out,[],1628464,,,1610612748,22,32,2020-09-26T01:22:24Z,2080000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
213,PT09M48.00S,2020-09-26T01:21:59.5Z,2,REGULAR,substitution,in,[],202683,,,1610612748,22,32,2020-09-26T01:22:24Z,2090000,,,0,,substitution in Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,
214,PT09M48.00S,2020-09-26T01:21:59.0Z,2,REGULAR,freethrow,2of2,[],201609,,,1610612748,22,32,2020-09-26T01:22:32Z,2100000,,,0,,MISS G. Dragic freethrow 2of2,[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,Missed,,,,,,,,,,,,,,,,,,
215,PT09M48.00S,2020-09-26T01:21:59.0Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,22,32,2020-09-26T01:22:37Z,2110000,,,0,,J. Brown REBOUND (Off:1 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,214.0,4.0,3.0,1.0,,,,,,,,,,
216,PT09M40.00S,2020-09-26T01:22:41.5Z,2,REGULAR,foul,personal,[],1629130,,,1610612738,22,32,2020-09-26T01:22:47Z,2120000,,,0,,D. Robinson FOUL personal (1 PF),"[1629130, 203935]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,101284.0,1.0,0.0,Smart,203935.0
218,PT09M32.00S,2020-09-26T01:23:01.6Z,2,REGULAR,2pt,layup,['pointsinthepaint'],202683,93.24901445466492,53.255208333333336,1610612738,24,32,2020-09-26T01:23:05Z,2140000,16.0,11.0,1,right,E. Kanter layup (2 PTS) (J. Brown 2 AST),"[202683, 1627759]",1610612738.0,BOS,reverse,,,Kanter,E. Kanter,,,,,2.32,Made,2.0,J. Brown,1627759.0,2.0,,,,,,,,,,,,,,
220,PT09M21.00S,2020-09-26T01:23:12.7Z,2,REGULAR,2pt,dunk,['pointsinthepaint'],203482,7.966491458607096,50.314031862745104,1610612748,24,34,2020-09-26T01:23:16Z,2160000,-2.0,22.0,1,left,K. Olynyk dunk (5 PTS) (A. Iguodala 1 AST),"[203482, 2738]",1610612748.0,MIA,cutting,,,Olynyk,K. Olynyk,,,,,2.79,Made,5.0,A. Iguodala,2738.0,1.0,,,,,,,,,,,,,,
222,PT09M08.00S,2020-09-26T01:23:25.7Z,2,REGULAR,2pt,layup,['pointsinthepaint'],202683,91.80354796320631,47.86305147058824,1610612738,26,34,2020-09-26T01:23:34Z,2180000,-11.0,25.0,1,right,E. Kanter layup (4 PTS) (B. Wanamaker 1 AST),"[202683, 202954]",1610612738.0,BOS,fingerroll,,,Kanter,E. Kanter,,,,,3.19,Made,4.0,B. Wanamaker,202954.0,1.0,,,,,,,,,,,,,,
224,PT08M55.00S,2020-09-26T01:23:39.4Z,2,REGULAR,3pt,jumpshot,[],203482,28.86005256241787,10.363051470588236,1610612748,26,34,2020-09-26T01:23:43Z,2200000,198.0,219.0,1,left,MISS K. Olynyk 30' 3PT,[203482],1610612748.0,MIA,,,,Olynyk,K. Olynyk,,,,,29.93,Missed,,,,,,,,,,,,,,,,,,
225,PT08M54.00S,2020-09-26T01:23:40.4Z,2,REGULAR,rebound,defensive,[],202954,,,1610612738,26,34,2020-09-26T01:23:46Z,2210000,,,0,,B. Wanamaker REBOUND (Off:0 Def:1),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,224.0,1.0,1.0,0.0,,,,,,,,,,
226,PT08M42.00S,2020-09-26T01:23:54.3Z,2,REGULAR,foul,offensive,[],1628369,,,1610612738,26,34,2020-09-26T01:23:59Z,2220000,,,0,,J. Tatum FOUL offensive (2 PF),"[1628369, 203524]",1610612738.0,BOS,charge,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,201639.0,2.0,0.0,Hill,203524.0
228,PT08M42.00S,2020-09-26T01:23:54.3Z,2,REGULAR,turnover,offensivefoul,[],1628369,,,1610612738,26,34,2020-09-26T01:23:54Z,2240000,,,0,,J. Tatum TURNOVER offensivefoul (1 TOV),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,1.0,,,201639.0,,,,
229,PT08M42.00S,2020-09-26T01:24:02.6Z,2,REGULAR,substitution,out,[],203482,,,1610612748,26,34,2020-09-26T01:24:08Z,2250000,,,0,,substitution out Olynyk,[203482],1610612748.0,MIA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,
230,PT08M42.00S,2020-09-26T01:24:02.6Z,2,REGULAR,substitution,out,[],2738,,,1610612748,26,34,2020-09-26T01:24:08Z,2260000,,,0,,substitution out Iguodala,[2738],1610612748.0,MIA,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,
231,PT08M42.00S,2020-09-26T01:24:02.6Z,2,REGULAR,substitution,in,[],1628389,,,1610612748,26,34,2020-09-26T01:24:08Z,2270000,,,0,,substitution in Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
232,PT08M42.00S,2020-09-26T01:24:02.6Z,2,REGULAR,substitution,in,[],202710,,,1610612748,26,34,2020-09-26T01:24:08Z,2280000,,,0,,substitution in Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
233,PT08M42.00S,2020-09-26T01:24:02.6Z,2,REGULAR,substitution,out,[],1628369,,,1610612748,26,34,2020-09-26T01:24:26Z,2290000,,,0,,substitution out Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
234,PT08M42.00S,2020-09-26T01:24:02.6Z,2,REGULAR,substitution,out,[],1629130,,,1610612748,26,34,2020-09-26T01:24:26Z,2300000,,,0,,substitution out Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
235,PT08M42.00S,2020-09-26T01:24:02.6Z,2,REGULAR,substitution,in,[],202689,,,1610612748,26,34,2020-09-26T01:24:26Z,2310000,,,0,,substitution in Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
236,PT08M42.00S,2020-09-26T01:24:02.6Z,2,REGULAR,substitution,in,[],1629639,,,1610612748,26,34,2020-09-26T01:24:26Z,2320000,,,0,,substitution in Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,
237,PT08M33.00S,2020-09-26T01:24:44.7Z,2,REGULAR,foul,personal,['2freethrow'],202683,,,1610612748,26,34,2020-09-26T01:24:57Z,2330000,,,0,,E. Kanter FOUL personal (1 PF) (Butler 2freethrow),"[202683, 202710]",1610612738.0,BOS,shooting,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,201639.0,1.0,0.0,Butler,202710.0
239,PT08M33.00S,2020-09-26T01:25:22.5Z,2,REGULAR,freethrow,1of2,['fromturnover'],202710,,,1610612748,26,35,2020-09-26T01:25:22Z,2350000,,,0,,J. Butler freethrow 1of2 (5 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
240,PT08M33.00S,2020-09-26T01:25:37.8Z,2,REGULAR,freethrow,2of2,['fromturnover'],202710,,,1610612748,26,36,2020-09-26T01:25:37Z,2360000,,,0,,J. Butler freethrow 2of2 (6 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
241,PT08M13.00S,2020-09-26T01:25:59.9Z,2,REGULAR,2pt,layup,['pointsinthepaint'],202954,93.9060446780552,47.372855392156865,1610612738,28,36,2020-09-26T01:26:03Z,2370000,-13.0,5.0,1,right,B. Wanamaker layup (2 PTS) (K. Walker 2 AST),"[202954, 202689]",1610612738.0,BOS,driving,,,Wanamaker,B. Wanamaker,,,,,1.67,Made,2.0,K. Walker,202689.0,2.0,,,,,,,,,,,,,,
243,PT07M51.00S,2020-09-26T01:26:22.3Z,2,REGULAR,turnover,lostball,[],1629639,,,1610612748,28,36,2020-09-26T01:26:28Z,2390000,,,0,,T. Herro TURNOVER lostball (1 TOV) Stolen,"[1629639, 203935]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,1.0,Smart,203935.0,,,,,
244,PT07M51.00S,2020-09-26T01:26:22.3Z,2,REGULAR,steal,,[],203935,,,1610612738,28,36,2020-09-26T01:26:24Z,2400000,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
245,PT07M46.00S,2020-09-26T01:26:27.1Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203935,91.93495400788436,45.166973039215684,1610612738,28,36,2020-09-26T01:26:31Z,2410000,-24.0,23.0,1,right,MISS M. Smart layup,[203935],1610612738.0,BOS,running,,,Smart,M. Smart,,,,,3.76,Missed,,,,,,,,,,,,,,,,,,
246,PT07M45.00S,2020-09-26T01:26:28.7Z,2,REGULAR,rebound,defensive,[],202710,,,1610612748,28,36,2020-09-26T01:26:28Z,2420000,,,0,,J. Butler REBOUND (Off:0 Def:5),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,245.0,5.0,5.0,0.0,,,,,,,,,,
247,PT07M39.00S,2020-09-26T01:26:33.9Z,2,REGULAR,3pt,jumpshot,[],201609,19.136005256241788,4.970894607843137,1610612748,28,36,2020-09-26T01:26:59Z,2430000,225.0,127.0,1,left,MISS G. Dragic 26' 3PT,[201609],1610612748.0,MIA,running,,,Dragic,G. Dragic,,,,,26.14,Missed,,,,,,,,,,,,,,,,,,
248,PT07M36.00S,2020-09-26T01:26:36.9Z,2,REGULAR,rebound,offensive,[],202710,,,1610612748,28,36,2020-09-26T01:26:47Z,2440000,,,0,,J. Butler REBOUND (Off:1 Def:5),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,247.0,6.0,5.0,1.0,,,,,,,,,,
249,PT07M32.00S,2020-09-26T01:26:40.5Z,2,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",201609,5.601182654402102,52.76501225490197,1610612748,28,38,2020-09-26T01:26:43Z,2450000,-14.0,0.0,1,left,G. Dragic layup (5 PTS) (J. Butler 4 AST),"[201609, 202710]",1610612748.0,MIA,drivingreverse,,,Dragic,G. Dragic,,,,,1.49,Made,5.0,J. Butler,202710.0,4.0,,,,,,,,,,,,,,
251,PT07M18.00S,2020-09-26T01:26:55.8Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],203935,82.34231274638634,54.72579656862745,1610612738,28,38,2020-09-26T01:26:58Z,2470000,24.0,113.0,1,right,MISS M. Smart 12' jumpshot,[203935],1610612738.0,BOS,drivingfloating,,,Smart,M. Smart,,,,,12.13,Missed,,,,,,,,,,,,,,,,,,
252,PT07M17.00S,2020-09-26T01:26:56.8Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,28,38,2020-09-26T01:27:01Z,2480000,,,0,,B. Adebayo REBOUND (Off:1 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,251.0,2.0,1.0,1.0,,,,,,,,,,
253,PT07M11.00S,2020-09-26T01:27:02.7Z,2,REGULAR,3pt,jumpshot,['fastbreak'],1629639,16.770696452036795,4.970894607843137,1610612748,28,38,2020-09-26T01:27:41Z,2490000,225.0,105.0,1,left,MISS T. Herro 25' 3PT,[1629639],1610612748.0,MIA,running,,,Herro,T. Herro,,,,,25.08,Missed,,,,,,,,,,,,,,,,,,
254,PT07M09.00S,2020-09-26T01:27:05.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,28,38,2020-09-26T01:27:05Z,2500000,,,0,,Team offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,253.0,,,,,,,,,,,,,
255,PT07M09.00S,2020-09-26T01:27:07.1Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612748,28,38,2020-09-26T01:27:07Z,2510000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT07M09.00S,2020-09-26T01:27:20.3Z,2,REGULAR,substitution,out,[],202954,,,1610612748,28,38,2020-09-26T01:27:23Z,2520000,,,0,,substitution out Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,
257,PT07M09.00S,2020-09-26T01:27:20.3Z,2,REGULAR,substitution,in,[],1628369,,,1610612748,28,38,2020-09-26T01:27:23Z,2530000,,,0,,substitution in Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
258,PT06M55.00S,2020-09-26T01:27:44.1Z,2,REGULAR,2pt,hook,"['pointsinthepaint', '2ndchance']",1628389,14.4053876478318,56.93167892156863,1610612748,28,40,2020-09-26T01:27:47Z,2540000,-35.0,83.0,1,left,B. Adebayo 10' hook (6 PTS) (S. Hill 2 AST),"[1628389, 203524]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,9.5,Made,6.0,S. Hill,203524.0,2.0,,,,,,,,,,,,,,
260,PT06M54.00S,2020-09-26T01:27:49.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,28,40,2020-09-26T01:27:49Z,2560000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT06M54.00S,2020-09-26T01:30:44.7Z,2,REGULAR,substitution,out,[],201609,,,1610612738,28,40,2020-09-26T01:31:12Z,2570000,,,0,,substitution out Dragic,[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,
262,PT06M54.00S,2020-09-26T01:30:44.7Z,2,REGULAR,substitution,out,[],203524,,,1610612738,28,40,2020-09-26T01:31:12Z,2580000,,,0,,substitution out Hill,[203524],1610612748.0,MIA,,,,Hill,S. Hill,,,,,,,,,,,,,,,,,,,,,,,,
263,PT06M54.00S,2020-09-26T01:30:44.7Z,2,REGULAR,substitution,in,[],203109,,,1610612738,28,40,2020-09-26T01:31:12Z,2590000,,,0,,substitution in Crowder,[203109],1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,
264,PT06M54.00S,2020-09-26T01:30:44.7Z,2,REGULAR,substitution,in,[],1629130,,,1610612738,28,40,2020-09-26T01:31:12Z,2600000,,,0,,substitution in Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
265,PT06M35.00S,2020-09-26T01:31:47.2Z,2,REGULAR,2pt,hook,['pointsinthepaint'],202683,91.93495400788436,53.990502450980394,1610612738,30,40,2020-09-26T01:31:51Z,2610000,20.0,23.0,1,right,E. Kanter hook (6 PTS) (M. Smart 1 AST),"[202683, 203935]",1610612738.0,BOS,turnaround,,,Kanter,E. Kanter,,,,,3.51,Made,6.0,M. Smart,203935.0,1.0,,,,,,,,,,,,,,
267,PT06M26.00S,2020-09-26T01:31:58.7Z,2,REGULAR,foul,personal,[],202683,,,1610612748,30,40,2020-09-26T01:32:06Z,2630000,,,0,,E. Kanter FOUL personal (2 PF),"[202683, 1628389]",1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,101284.0,2.0,0.0,Adebayo,1628389.0
269,PT06M16.00S,2020-09-26T01:32:24.7Z,2,REGULAR,2pt,layup,['pointsinthepaint'],202710,7.5722733245729295,47.61795343137255,1610612748,30,40,2020-09-26T01:32:29Z,2650000,12.0,19.0,1,left,MISS J. Butler layup,[202710],1610612748.0,MIA,cutting,,,Butler,J. Butler,,,,,2.7,Missed,,,,,,,,,,,,,,,,,,
270,PT06M15.00S,2020-09-26T01:32:25.7Z,2,REGULAR,rebound,offensive,[],202710,,,1610612748,30,40,2020-09-26T01:35:30Z,2660000,,,0,,J. Butler REBOUND (Off:2 Def:5),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,269.0,7.0,5.0,2.0,,,,,,,,,,
271,PT06M13.00S,2020-09-26T01:32:28.1Z,2,REGULAR,3pt,jumpshot,['2ndchance'],203109,6.783837056504599,4.235600490196079,1610612748,30,40,2020-09-26T01:32:33Z,2670000,229.0,11.0,1,left,MISS J. Crowder 23' 3PT,[203109],1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,22.94,Missed,,,,,,,,,,,,,,,,,,
272,PT06M12.00S,2020-09-26T01:32:29.1Z,2,REGULAR,rebound,defensive,[],202683,,,1610612738,30,40,2020-09-26T01:32:41Z,2680000,,,0,,E. Kanter REBOUND (Off:0 Def:1),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,271.0,1.0,1.0,0.0,,,,,,,,,,
273,PT06M06.00S,2020-09-26T01:32:35.6Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",203935,91.93495400788436,53.74540441176471,1610612738,32,40,2020-09-26T01:32:41Z,2690000,19.0,23.0,1,right,M. Smart layup (5 PTS) (J. Tatum 2 AST),"[203935, 1628369]",1610612738.0,BOS,running,,,Smart,M. Smart,,,,,3.43,Made,5.0,J. Tatum,1628369.0,2.0,,,,,,,,,,,,,,
274,PT05M46.00S,2020-09-26T01:32:56.3Z,2,REGULAR,foul,personal,['2freethrow'],203935,,,1610612748,32,40,2020-09-26T01:33:04Z,2700000,,,0,,M. Smart FOUL personal (2 PF) (Butler 2freethrow),"[203935, 202710]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,202041.0,2.0,0.0,Butler,202710.0
277,PT05M46.00S,2020-09-26T01:33:22.6Z,2,REGULAR,freethrow,1of2,[],202710,,,1610612748,32,41,2020-09-26T01:33:22Z,2720000,,,0,,J. Butler freethrow 1of2 (7 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
278,PT05M46.00S,2020-09-26T01:33:36.2Z,2,REGULAR,freethrow,2of2,[],202710,,,1610612748,32,42,2020-09-26T01:33:36Z,2730000,,,0,,J. Butler freethrow 2of2 (8 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
279,PT05M31.00S,2020-09-26T01:33:57.2Z,2,REGULAR,3pt,jumpshot,[],1627759,82.21090670170827,94.43167892156863,1610612738,35,42,2020-09-26T01:34:00Z,2740000,222.0,115.0,1,right,J. Brown 25' 3PT  (8 PTS) (J. Tatum 3 AST),"[1627759, 1628369]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,25.26,Made,8.0,J. Tatum,1628369.0,3.0,,,,,,,,,,,,,,
281,PT05M21.00S,2020-09-26T01:34:08.4Z,2,REGULAR,2pt,jumpshot,[],1629639,22.815374507227332,48.353247549019606,1610612748,35,44,2020-09-26T01:37:01Z,2760000,8.0,162.0,1,left,T. Herro 17' jumpshot (2 PTS) (B. Adebayo 2 AST),"[1629639, 1628389]",1610612748.0,MIA,stepback,,,Herro,T. Herro,,,,,16.77,Made,2.0,B. Adebayo,1628389.0,2.0,,,,,,,,,,,,,,
283,PT05M12.00S,2020-09-26T01:34:16.8Z,2,REGULAR,2pt,dunk,['pointsinthepaint'],1627759,93.24901445466492,49.82383578431372,1610612738,37,44,2020-09-26T01:37:32Z,2780000,-1.0,11.0,1,right,J. Brown dunk (10 PTS) (K. Walker 3 AST),"[1627759, 202689]",1610612738.0,BOS,cutting,,,Brown,J. Brown,,,,,1.65,Made,10.0,K. Walker,202689.0,3.0,,,,,,,,,,,,,,
