actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerName,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,stealTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,blockTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,subsInPlayerName,subsInPersonId,value
202,PT09M12.00S,2020-03-01T02:16:39.2Z,2,REGULAR,turnover,lostball,[],201145,,,1610612745,37,23,2020-03-01T02:16:44Z,2000000,,[HOU] Green lostball turnover (1 TO) Steal: Brown (1 STL),"[201145, 1627759]",1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,1.0,Brown,1627759.0,1.0,,,,,,,,,,,,,,,
204,PT09M10.00S,2020-03-01T02:16:42.7Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629684,94.30026281208936,51.294424019607845,1610612738,39,23,2020-03-01T02:16:49Z,2020000,right,[BOS] Williams layup: Made (2 PTS) assist: Brown (1 AST),"[1629684, 1627759]",1610612738.0,BOS,runningfingerroll,,,Williams,G. Williams,,,,,0.93,: Made,2.0,Brown,1627759.0,1.0,,,,,,,,,,,,,,,,,,,
206,PT08M48.00S,2020-03-01T02:17:03.7Z,2,REGULAR,3pt,jumpshot,[],201935,30.962549277266753,17.22579656862745,1610612745,39,23,2020-03-01T02:17:13Z,2040000,left,[HOU] Harden stepback 3pt jumpshot: Missed,[201935],1610612745.0,HOU,stepback,,,Harden,J. Harden,,,,,29.39,: Missed,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M46.00S,2020-03-01T02:17:07.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,39,23,2020-03-01T02:17:07Z,2050000,,[BOS] Team defensive rebound,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,206.0,,,,,,,,,,,,,,
208,PT08M46.00S,2020-03-01T02:17:10.4Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612738,39,23,2020-03-01T02:17:10Z,2060000,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M29.00S,2020-03-01T02:17:31.2Z,2,REGULAR,2pt,jumpshot,[],1627759,89.56964520367937,72.37285539215686,1610612738,39,23,2020-03-01T02:17:42Z,2070000,right,[BOS] Brown jumpshot: Missed,[1627759],1610612738.0,BOS,turnaroundfadeaway,,,Brown,J. Brown,,,,,12.3,: Missed,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M27.00S,2020-03-01T02:17:33.2Z,2,REGULAR,rebound,defensive,[],201935,,,1610612745,39,23,2020-03-01T02:17:42Z,2080000,,[HOU] Harden defensive rebound (Off:0 Def:1),[201935],1610612745.0,HOU,,,,Harden,J. Harden,,,,,,,,,,,,,,,209.0,1.0,1.0,0.0,,,,,,,,,,,
211,PT08M27.00S,2020-03-01T02:17:36.4Z,2,REGULAR,foul,personal,[],1627759,,,1610612745,39,23,2020-03-01T02:17:39Z,2090000,,[BOS] Brown foul personal (1 PF),"[1627759, 201935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,101283.0,1.0,0.0,Harden,201935.0,,,
213,PT08M17.00S,2020-03-01T02:17:56.6Z,2,REGULAR,2pt,layup,['pointsinthepaint'],201566,6.652431011826544,55.4610906862745,1610612745,39,25,2020-03-01T02:18:00Z,2110000,left,[HOU] Westbrook layup: Made (15 PTS),[201566],1610612745.0,HOU,drivingfingerroll,,,Westbrook,R. Westbrook,,,,,3.14,: Made,15.0,,,,,,,,,,,,,,,,,,,,,,
214,PT07M58.00S,2020-03-01T02:18:18.1Z,2,REGULAR,2pt,jumpshot,[],1627759,93.29829172141918,15.287990196078432,1610612738,39,25,2020-03-01T02:52:16Z,2120000,right,[BOS] Brown jumpshot: Missed,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,17.43,: Missed,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M55.00S,2020-03-01T02:18:21.1Z,2,REGULAR,rebound,defensive,[],1627863,,,1610612745,39,25,2020-03-01T02:52:16Z,2130000,,[HOU] House Jr. defensive rebound (Off:0 Def:1),[1627863],1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,214.0,1.0,1.0,0.0,,,,,,,,,,,
216,PT07M48.00S,2020-03-01T02:18:28.9Z,2,REGULAR,foul,offensive,[],201935,,,1610612745,39,25,2020-03-01T02:18:43Z,2140000,,[HOU] Harden foul offensive (1 PF),"[201935, 1628400]",1610612745.0,HOU,charge,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,200833.0,1.0,0.0,Ojeleye,1628400.0,,,
218,PT07M48.00S,2020-03-01T02:18:28.9Z,2,REGULAR,turnover,offensivefoul,[],201935,,,1610612745,39,25,2020-03-01T02:18:28Z,2160000,,[HOU] Harden offensivefoul turnover (2 TO),[201935],1610612745.0,HOU,,,,Harden,J. Harden,,,,,,,,,,,2.0,,,,,,,,,,,200833.0,,,,,,,
219,PT07M48.00S,2020-03-01T02:18:43.3Z,2,REGULAR,substitution,out,[],1629684,,,1610612738,39,25,2020-03-01T02:18:57Z,2170000,,[BOS] substitution Williams replaced by Theis,"[1629684, 1628464]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,Theis,1628464.0,
220,PT07M48.00S,2020-03-01T02:18:43.3Z,2,REGULAR,substitution,out,[],201566,,,1610612738,39,25,2020-03-01T02:18:57Z,2180000,,[HOU] substitution Westbrook replaced by Tucker,"[201566, 200782]",1610612745.0,HOU,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,,Tucker,200782.0,
221,PT07M48.00S,2020-03-01T02:18:43.3Z,2,REGULAR,substitution,out,[],201145,,,1610612738,39,25,2020-03-01T02:18:57Z,2190000,,[HOU] substitution Green replaced by Rivers,"[201145, 203085]",1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,,Rivers,203085.0,
225,PT07M37.00S,2020-03-01T02:19:17.5Z,2,REGULAR,3pt,jumpshot,['fromturnover'],1628369,71.82982917214193,20.412071078431374,1610612738,39,25,2020-03-01T02:19:25Z,2230000,right,[BOS] Tatum stepback 3pt jumpshot: Missed,[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,26.33,: Missed,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M35.00S,2020-03-01T02:19:19.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612745,39,25,2020-03-01T02:19:25Z,2240000,,[HOU] Team defensive rebound,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,225.0,,,,,,,,,,,,,,
227,PT07M35.00S,2020-03-01T02:19:22.6Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612745,39,25,2020-03-01T02:19:22Z,2250000,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M23.00S,2020-03-01T02:19:38.6Z,2,REGULAR,3pt,jumpshot,[],203496,18.873193166885677,7.666973039215687,1610612745,39,25,2020-03-01T02:19:48Z,2260000,left,[HOU] Covington stepback 3pt jumpshot: Missed,[203496],1610612745.0,HOU,stepback,,,Covington,R. Covington,,,,,24.86,: Missed,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M21.00S,2020-03-01T02:19:40.6Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,39,25,2020-03-01T02:19:48Z,2270000,,[BOS] Theis defensive rebound (Off:0 Def:4),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,228.0,4.0,4.0,0.0,,,,,,,,,,,
230,PT07M09.00S,2020-03-01T02:19:53.7Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612738,39,25,2020-03-01T02:19:53Z,2280000,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M58.00S,2020-03-01T02:20:16.7Z,2,REGULAR,3pt,jumpshot,[],1628369,70.64717477003943,23.353247549019606,1610612738,42,25,2020-03-01T02:20:22Z,2290000,right,[BOS] Tatum 3pt shot: Made (12 PTS) assist: Brown (2 AST),"[1628369, 1627759]",1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,26.48,: Made,12.0,Brown,1627759.0,2.0,,,,,,,,,,,,,,,,,,,
233,PT06M46.00S,2020-03-01T02:20:28.6Z,2,REGULAR,3pt,jumpshot,[],200782,14.71747700394218,94.94485294117648,1610612745,42,28,2020-03-01T02:20:34Z,2310000,left,[HOU] Tucker 3pt shot: Made (3 PTS) assist: Harden (1 AST),"[200782, 201935]",1610612745.0,HOU,,,,Tucker,P. Tucker,,,,,24.25,: Made,3.0,Harden,201935.0,1.0,,,,,,,,,,,,,,,,,,,
235,PT06M32.00S,2020-03-01T02:20:42.2Z,2,REGULAR,3pt,jumpshot,[],202954,66.83639947437582,41.98069852941176,1610612738,42,28,2020-03-01T02:20:48Z,2330000,right,[BOS] Wanamaker pullup 3pt jumpshot: Missed,[202954],1610612738.0,BOS,pullup,,,Wanamaker,B. Wanamaker,,,,,26.77,: Missed,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M30.00S,2020-03-01T02:20:44.2Z,2,REGULAR,rebound,defensive,[],1627863,,,1610612745,42,28,2020-03-01T02:20:48Z,2340000,,[HOU] House Jr. defensive rebound (Off:0 Def:2),[1627863],1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,235.0,2.0,2.0,0.0,,,,,,,,,,,
237,PT06M19.00S,2020-03-01T02:20:56.2Z,2,REGULAR,3pt,jumpshot,[],201935,31.488173455978973,71.6375612745098,1610612745,42,31,2020-03-01T02:21:03Z,2350000,left,[HOU] Harden 3pt shot: Made (8 PTS),[201935],1610612745.0,HOU,stepback,,,Harden,J. Harden,,,,,27.15,: Made,8.0,,,,,,,,,,,,,,,,,,,,,,
238,PT06M19.00S,2020-03-01T02:21:02.2Z,2,REGULAR,foul,personal,['1freethrow'],1628400,,,1610612745,42,31,2020-03-01T02:21:08Z,2360000,,[BOS] Ojeleye foul personal (1 PF) (Harden 1freethrow),"[1628400, 201935]",1610612738.0,BOS,shooting,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,200833.0,1.0,0.0,Harden,201935.0,,,
240,PT06M19.00S,2020-03-01T02:21:12.7Z,2,REGULAR,substitution,out,[],1628369,,,1610612745,42,31,2020-03-01T02:21:54Z,2380000,,[BOS] substitution Tatum replaced by Smart,"[1628369, 203935]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,,Smart,203935.0,
241,PT06M19.00S,2020-03-01T02:21:12.7Z,2,REGULAR,substitution,out,[],202954,,,1610612745,42,31,2020-03-01T02:21:54Z,2390000,,[BOS] substitution Wanamaker replaced by Hayward,"[202954, 202330]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,,,Hayward,202330.0,
244,PT06M19.00S,2020-03-01T02:21:37.4Z,2,REGULAR,freethrow,1of1,[],201935,,,1610612745,42,32,2020-03-01T02:21:37Z,2420000,,[HOU] Harden freethrow 1of1: Made (9 PTS),[201935],1610612745.0,HOU,,,,Harden,J. Harden,,,,,,: Made,9.0,,,,,,,,,,,,,,,,,,,,,,
245,PT06M06.00S,2020-03-01T02:21:52.0Z,2,REGULAR,turnover,badpass,[],1628400,,,1610612738,42,32,2020-03-01T02:21:58Z,2430000,,[BOS] Ojeleye badpass turnover (1 TO) Steal: House Jr. (1 STL),"[1628400, 1627863]",1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,1.0,House Jr.,1627863.0,1.0,,,,,,,,,,,,,,,
247,PT05M50.00S,2020-03-01T02:22:09.6Z,2,REGULAR,foul,offensive,[],201935,,,1610612745,42,32,2020-03-01T02:22:19Z,2450000,,[HOU] Harden foul offensive (2 PF),"[201935, 1628400]",1610612745.0,HOU,charge,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,101283.0,2.0,0.0,Ojeleye,1628400.0,,,
249,PT05M50.00S,2020-03-01T02:22:09.6Z,2,REGULAR,turnover,offensivefoul,[],201935,,,1610612745,42,32,2020-03-01T02:22:09Z,2470000,,[HOU] Harden offensivefoul turnover (3 TO),[201935],1610612745.0,HOU,,,,Harden,J. Harden,,,,,,,,,,,3.0,,,,,,,,,,,101283.0,,,,,,,
250,PT05M38.00S,2020-03-01T02:22:40.4Z,2,REGULAR,foul,offensive,[],1627759,,,1610612738,42,32,2020-03-01T02:22:56Z,2480000,,[BOS] Brown foul offensive (2 PF),"[1627759, 1627863]",1610612738.0,BOS,charge,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,200833.0,2.0,0.0,House Jr.,1627863.0,,,
252,PT05M38.00S,2020-03-01T02:22:40.4Z,2,REGULAR,turnover,offensivefoul,[],1627759,,,1610612738,42,32,2020-03-01T02:22:40Z,2500000,,[BOS] Brown offensivefoul turnover (1 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,1.0,,,,,,,,,,,200833.0,,,,,,,
253,PT05M38.00S,2020-03-01T02:23:06.6Z,2,REGULAR,instantreplay,request,[],0,,,1610612745,42,32,2020-03-01T02:23:59Z,2510000,,,[],,,support,,,,,,,,,,,,,,,,,,,,,,,,,,2714.0,,,,,,,Common Foul Upheld
263,PT05M38.00S,2020-03-01T02:23:54.0Z,2,REGULAR,substitution,out,[],203085,,,1610612745,42,32,2020-03-01T02:25:27Z,2515000,,[HOU] substitution Rivers replaced by Westbrook,"[203085, 201566]",1610612745.0,HOU,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,,,Westbrook,201566.0,
254,PT05M20.00S,2020-03-01T02:24:41.4Z,2,REGULAR,3pt,jumpshot,['fromturnover'],201935,30.465670170827856,29.086243872549016,1610612745,42,32,2020-03-01T02:25:04Z,2520000,left,[HOU] Harden pullup 3pt jumpshot: Missed,[201935],1610612745.0,HOU,pullup,,,Harden,J. Harden,,,,,26.13,: Missed,,,,,,,,,,,,,,,,,,,,,,,
255,PT05M18.00S,2020-03-01T02:24:43.4Z,2,REGULAR,rebound,defensive,[],202330,,,1610612738,42,32,2020-03-01T02:24:47Z,2530000,,[BOS] Hayward defensive rebound (Off:0 Def:3),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,254.0,3.0,3.0,0.0,,,,,,,,,,,
256,PT05M11.00S,2020-03-01T02:24:51.4Z,2,REGULAR,2pt,layup,['pointsinthepaint'],202330,91.67214191852825,36.09834558823529,1610612738,44,32,2020-03-01T02:24:57Z,2540000,right,[BOS] Hayward layup: Made (8 PTS),[202330],1610612738.0,BOS,driving,,,Hayward,G. Hayward,,,,,7.62,: Made,8.0,,,,,,,,,,,,,,,,,,,,,,
257,PT05M03.00S,2020-03-01T02:24:58.7Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",201566,7.5722733245729295,46.88265931372549,1610612745,44,34,2020-03-01T02:25:09Z,2550000,left,[HOU] Westbrook layup: Made (17 PTS),[201566],1610612745.0,HOU,driving,,,Westbrook,R. Westbrook,,,,,2.88,: Made,17.0,,,,,,,,,,,,,,,,,,,,,,
258,PT04M44.00S,2020-03-01T02:25:17.2Z,2,REGULAR,turnover,badpass,[],1628464,,,1610612738,44,34,2020-03-01T02:25:50Z,2560000,,[BOS] Theis badpass turnover (1 TO) Steal: Covington (1 STL),"[1628464, 203496]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,1.0,Covington,203496.0,1.0,,,,,,,,,,,,,,,
260,PT04M39.00S,2020-03-01T02:25:23.0Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201935,7.966491458607096,58.15716911764706,1610612745,44,34,2020-03-01T02:25:57Z,2580000,left,[HOU] Harden layup: Missed Block: Brown (1 BLK),"[201935, 1627759]",1610612745.0,HOU,driving,,,Harden,J. Harden,,,,,4.94,: Missed,,,,,,,,,,,,,Brown,1627759.0,1.0,,,,,,,,
262,PT04M37.00S,2020-03-01T02:25:25.0Z,2,REGULAR,rebound,offensive,[],200782,,,1610612745,44,34,2020-03-01T02:25:57Z,2600000,,[HOU] Tucker offensive rebound (Off:1 Def:3),[200782],1610612745.0,HOU,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,260.0,4.0,3.0,1.0,,,,,,,,,,,
265,PT04M31.00S,2020-03-01T02:25:32.2Z,2,REGULAR,3pt,jumpshot,"['fromturnover', '2ndchance']",201935,6.389618922470433,95.90226715686273,1610612745,44,34,2020-03-01T02:28:42Z,2610000,left,[HOU] Harden 3pt jumpshot: Missed,[201935],1610612745.0,HOU,,,,Harden,J. Harden,,,,,22.99,: Missed,,,,,,,,,,,,,,,,,,,,,,,
266,PT04M28.00S,2020-03-01T02:25:35.2Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,44,34,2020-03-01T02:28:42Z,2620000,,[BOS] Theis defensive rebound (Off:0 Def:5),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,265.0,5.0,5.0,0.0,,,,,,,,,,,
267,PT04M16.00S,2020-03-01T02:25:45.7Z,2,REGULAR,3pt,jumpshot,[],1627759,71.69842312746385,80.4610906862745,1610612738,44,34,2020-03-01T02:26:05Z,2630000,right,[BOS] Brown 3pt jumpshot: Missed,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,26.68,: Missed,,,,,,,,,,,,,,,,,,,,,,,
268,PT04M14.00S,2020-03-01T02:25:47.7Z,2,REGULAR,rebound,defensive,[],203496,,,1610612745,44,34,2020-03-01T02:26:05Z,2640000,,[HOU] Covington defensive rebound (Off:0 Def:5),[203496],1610612745.0,HOU,,,,Covington,R. Covington,,,,,,,,,,,,,,,267.0,5.0,5.0,0.0,,,,,,,,,,,
269,PT04M09.00S,2020-03-01T02:25:55.1Z,2,REGULAR,foul,personal,[],203935,,,1610612745,44,34,2020-03-01T02:26:01Z,2650000,,[BOS] Smart foul personal (1 PF),"[203935, 201566]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,101283.0,1.0,0.0,Westbrook,201566.0,,,
271,PT04M09.00S,2020-03-01T02:26:09.5Z,2,REGULAR,substitution,out,[],1627759,,,1610612745,44,34,2020-03-01T02:26:19Z,2670000,,[BOS] substitution Brown replaced by Tatum,"[1627759, 1628369]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,Tatum,1628369.0,
273,PT03M53.00S,2020-03-01T02:26:37.2Z,2,REGULAR,2pt,layup,['pointsinthepaint'],203496,7.835085413929041,46.392463235294116,1610612745,44,36,2020-03-01T02:29:13Z,2690000,left,[HOU] Covington layup: Made (2 PTS) assist: Westbrook (2 AST),"[203496, 201566]",1610612745.0,HOU,,,,Covington,R. Covington,,,,,3.21,: Made,2.0,Westbrook,201566.0,2.0,,,,,,,,,,,,,,,,,,,
277,PT03M41.00S,2020-03-01T02:27:10.6Z,2,REGULAR,foul,personal,['3freethrow'],201566,,,1610612738,44,36,2020-03-01T02:29:27Z,2730000,,[HOU] Westbrook foul personal (1 PF) (Smart 3freethrow),"[201566, 203935]",1610612745.0,HOU,flagranttype1,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,101283.0,1.0,0.0,Smart,203935.0,,,
279,PT03M41.00S,2020-03-01T02:27:26.1Z,2,REGULAR,instantreplay,request,[],0,,,1610612738,44,36,2020-03-01T02:28:21Z,2750000,,,[],,,support,,,,,,,,,,,,,,,,,,,,,,,,,,2714.0,,,,,,,Common Foul to Flagrant 1
281,PT03M41.00S,2020-03-01T02:28:57.9Z,2,REGULAR,freethrow,1of3,[],203935,,,1610612738,45,36,2020-03-01T02:29:48Z,2770000,,[BOS] Smart flagrant freethrow 1of3: Made (11 PTS),[203935],1610612738.0,BOS,flagrant,,,Smart,M. Smart,,,,,,: Made,11.0,,,,,,,,,,,,,,,,,,,,,,
282,PT03M41.00S,2020-03-01T02:28:57.9Z,2,REGULAR,freethrow,2of3,[],203935,,,1610612738,46,36,2020-03-01T02:29:48Z,2780000,,[BOS] Smart flagrant freethrow 2of3: Made (12 PTS),[203935],1610612738.0,BOS,flagrant,,,Smart,M. Smart,,,,,,: Made,12.0,,,,,,,,,,,,,,,,,,,,,,
283,PT03M41.00S,2020-03-01T02:28:57.9Z,2,REGULAR,freethrow,3of3,[],203935,,,1610612738,47,36,2020-03-01T02:29:48Z,2790000,,[BOS] Smart flagrant freethrow 3of3: Made (13 PTS),[203935],1610612738.0,BOS,flagrant,,,Smart,M. Smart,,,,,,: Made,13.0,,,,,,,,,,,,,,,,,,,,,,
284,PT03M33.00S,2020-03-01T02:29:48.9Z,2,REGULAR,3pt,jumpshot,[],202330,67.09921156373193,37.56893382352941,1610612738,50,36,2020-03-01T02:30:50Z,2800000,right,[BOS] Hayward 3pt shot: Made (11 PTS),[202330],1610612738.0,BOS,pullup,,,Hayward,G. Hayward,,,,,26.96,: Made,11.0,,,,,,,,,,,,,,,,,,,,,,
285,PT03M25.00S,2020-03-01T02:29:58.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628400,,,1610612745,50,36,2020-03-01T02:30:11Z,2810000,,[BOS] Ojeleye foul personal (2 PF) (Westbrook inpenalty),"[1628400, 201566]",1610612738.0,BOS,shooting,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,2714.0,2.0,0.0,Westbrook,201566.0,,,
287,PT03M25.00S,2020-03-01T02:30:23.4Z,2,REGULAR,freethrow,1of2,['fastbreak'],201566,,,1610612745,50,37,2020-03-01T02:30:23Z,2830000,,[HOU] Westbrook freethrow 1of2: Made (18 PTS),[201566],1610612745.0,HOU,,,,Westbrook,R. Westbrook,,,,,,: Made,18.0,,,,,,,,,,,,,,,,,,,,,,
288,PT03M25.00S,2020-03-01T02:30:23.4Z,2,REGULAR,freethrow,2of2,['fastbreak'],201566,,,1610612745,50,37,2020-03-01T02:30:45Z,2840000,,[HOU] Westbrook freethrow 2of2: Missed,[201566],1610612745.0,HOU,,,,Westbrook,R. Westbrook,,,,,,: Missed,,,,,,,,,,,,,,,,,,,,,,,
289,PT03M25.00S,2020-03-01T02:30:23.4Z,2,REGULAR,rebound,defensive,[],1628400,,,1610612738,50,37,2020-03-01T02:30:45Z,2850000,,[BOS] Ojeleye defensive rebound (Off:0 Def:2),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,288.0,2.0,2.0,0.0,,,,,,,,,,,
290,PT03M04.00S,2020-03-01T02:31:00.7Z,2,REGULAR,3pt,jumpshot,[],1628369,86.02168199737189,3.990502450980392,1610612738,50,37,2020-03-01T02:31:08Z,2860000,right,[BOS] Tatum stepback 3pt jumpshot: Missed,[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,24.5,: Missed,,,,,,,,,,,,,,,,,,,,,,,
291,PT03M02.00S,2020-03-01T02:31:02.7Z,2,REGULAR,rebound,defensive,[],200782,,,1610612745,50,37,2020-03-01T02:34:59Z,2870000,,[HOU] Tucker defensive rebound (Off:1 Def:4),[200782],1610612745.0,HOU,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,290.0,5.0,4.0,1.0,,,,,,,,,,,
292,PT02M48.00S,2020-03-01T02:31:16.6Z,2,REGULAR,3pt,jumpshot,[],203496,33.98488830486202,49.82383578431372,1610612745,50,40,2020-03-01T02:31:21Z,2880000,left,[HOU] Covington 3pt shot: Made (5 PTS) assist: Harden (2 AST),"[203496, 201935]",1610612745.0,HOU,,,,Covington,R. Covington,,,,,27.25,: Made,5.0,Harden,201935.0,2.0,,,,,,,,,,,,,,,,,,,
294,PT02M37.00S,2020-03-01T02:31:34.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,50,40,2020-03-01T02:31:35Z,2900000,,[BOS] timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT02M37.00S,2020-03-01T02:34:15.6Z,2,REGULAR,substitution,out,[],1628400,,,1610612738,50,40,2020-03-01T02:34:32Z,2910000,,[BOS] substitution Ojeleye replaced by Brown,"[1628400, 1627759]",1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,,,Brown,1627759.0,
297,PT02M33.00S,2020-03-01T02:35:01.6Z,2,REGULAR,turnover,badpass,[],1628369,,,1610612738,50,40,2020-03-01T02:35:36Z,2930000,,[BOS] Tatum badpass turnover (2 TO) Steal: Westbrook (2 STL),"[1628369, 201566]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,2.0,Westbrook,201566.0,2.0,,,,,,,,,,,,,,,
299,PT02M31.00S,2020-03-01T02:35:04.3Z,2,REGULAR,turnover,badpass,[],201566,,,1610612745,50,40,2020-03-01T02:35:55Z,2950000,,[HOU] Westbrook badpass turnover (4 TO) Steal: Smart (4 STL),"[201566, 203935]",1610612745.0,HOU,,,,Westbrook,R. Westbrook,,,,,,,,,,,4.0,Smart,203935.0,4.0,,,,,,,,,,,,,,,
301,PT02M28.00S,2020-03-01T02:35:09.0Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612738,50,40,2020-03-01T02:35:09Z,2970000,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT02M18.00S,2020-03-01T02:35:32.9Z,2,REGULAR,3pt,jumpshot,['fromturnover'],202330,91.40932982917214,95.65716911764706,1610612738,53,40,2020-03-01T02:35:40Z,2980000,right,[BOS] Hayward 3pt shot: Made (14 PTS) assist: Smart (5 AST),"[202330, 203935]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,23.08,: Made,14.0,Smart,203935.0,5.0,,,,,,,,,,,,,,,,,,,
304,PT02M01.00S,2020-03-01T02:35:51.2Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],201566,15.719448094612352,51.049325980392155,1610612745,53,40,2020-03-01T02:37:35Z,3000000,left,[HOU] Westbrook jumpshot: Missed,[201566],1610612745.0,HOU,pullup,,,Westbrook,R. Westbrook,,,,,10.09,: Missed,,,,,,,,,,,,,,,,,,,,,,,
305,PT01M59.00S,2020-03-01T02:35:53.2Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,53,40,2020-03-01T02:37:35Z,3010000,,[BOS] Theis defensive rebound (Off:0 Def:6),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,304.0,6.0,6.0,0.0,,,,,,,,,,,
306,PT01M52.00S,2020-03-01T02:35:58.2Z,2,REGULAR,3pt,jumpshot,[],1627759,66.83639947437582,47.372855392156865,1610612738,53,40,2020-03-01T02:36:09Z,3020000,right,[BOS] Brown pullup 3pt jumpshot: Missed,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,26.5,: Missed,,,,,,,,,,,,,,,,,,,,,,,
