actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerName,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,stealTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,blockTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,subsInPlayerName,subsInPersonId,value
407,PT04M51.00S,2020-03-01T03:08:48.7Z,3,REGULAR,substitution,out,[],201566,,,1610612745,69,66,2020-03-01T03:08:59Z,4000000,,[HOU] substitution Westbrook replaced by Rivers,"[201566, 203085]",1610612745.0,HOU,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,,Rivers,203085.0,
408,PT04M51.00S,2020-03-01T03:08:48.7Z,3,REGULAR,substitution,out,[],203496,,,1610612745,69,66,2020-03-01T03:08:59Z,4010000,,[HOU] substitution Covington replaced by McLemore,"[203496, 203463]",1610612745.0,HOU,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,,,McLemore,203463.0,
412,PT04M41.00S,2020-03-01T03:09:17.9Z,3,REGULAR,turnover,badpass,[],201935,,,1610612745,69,66,2020-03-01T03:09:28Z,4050000,,[HOU] Harden badpass turnover (4 TO) Steal: Hayward (2 STL),"[201935, 202330]",1610612745.0,HOU,,,,Harden,J. Harden,,,,,,,,,,,4.0,Hayward,202330.0,2.0,,,,,,,,,,,,,,,
414,PT04M37.00S,2020-03-01T03:09:21.7Z,3,REGULAR,turnover,lostball,[],202330,,,1610612738,69,66,2020-03-01T03:12:13Z,4070000,,[BOS] Hayward lostball turnover (1 TO) Steal: Harden (2 STL),"[202330, 201935]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,1.0,Harden,201935.0,2.0,,,,,,,,,,,,,,,
416,PT04M33.00S,2020-03-01T03:09:25.8Z,3,REGULAR,3pt,jumpshot,"['fromturnover', 'fastbreak']",200782,92.32917214191852,96.8826593137255,1610612745,69,69,2020-03-01T03:09:34Z,4090000,right,[HOU] Tucker 3pt shot: Made (9 PTS) assist: Harden (6 AST),"[200782, 201935]",1610612745.0,HOU,,,,Tucker,P. Tucker,,,,,23.57,: Made,9.0,Harden,201935.0,6.0,,,,,,,,,,,,,,,,,,,
418,PT04M15.00S,2020-03-01T03:09:43.5Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1627759,7.703679369250986,46.88265931372549,1610612738,71,69,2020-03-01T03:09:48Z,4110000,left,[BOS] Brown layup: Made (18 PTS) assist: Theis (3 AST),"[1627759, 1628464]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,2.98,: Made,18.0,Theis,1628464.0,3.0,,,,,,,,,,,,,,,,,,,
420,PT04M03.00S,2020-03-01T03:09:54.8Z,3,REGULAR,2pt,layup,['pointsinthepaint'],201569,93.38042049934296,53.255208333333336,1610612745,71,71,2020-03-01T03:09:58Z,4130000,right,[HOU] Gordon layup: Made (2 PTS),[201569],1610612745.0,HOU,drivingreverse,,,Gordon,E. Gordon,,,,,2.23,: Made,2.0,,,,,,,,,,,,,,,,,,,,,,
421,PT03M53.00S,2020-03-01T03:10:05.9Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1628464,8.492115637319317,50.06893382352941,1610612738,73,71,2020-03-01T03:13:30Z,4140000,left,[BOS] Theis layup: Made (4 PTS) assist: Brown (3 AST),"[1628464, 1627759]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,3.28,: Made,4.0,Brown,1627759.0,3.0,,,,,,,,,,,,,,,,,,,
423,PT03M37.00S,2020-03-01T03:10:20.8Z,3,REGULAR,3pt,jumpshot,[],201935,66.44218134034165,45.90226715686275,1610612745,73,71,2020-03-01T03:10:31Z,4160000,right,[HOU] Harden stepback 3pt jumpshot: Missed,[201935],1610612745.0,HOU,stepback,,,Harden,J. Harden,,,,,26.92,: Missed,,,,,,,,,,,,,,,,,,,,,,,
424,PT03M35.00S,2020-03-01T03:10:22.8Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,73,71,2020-03-01T03:10:31Z,4170000,,[BOS] Smart defensive rebound (Off:1 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,423.0,3.0,2.0,1.0,,,,,,,,,,,
425,PT03M24.00S,2020-03-01T03:10:34.1Z,3,REGULAR,3pt,jumpshot,[],203935,27.677398160315374,16.00030637254902,1610612738,73,71,2020-03-01T03:13:55Z,4180000,left,[BOS] Smart pullup 3pt jumpshot: Missed,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,27.27,: Missed,,,,,,,,,,,,,,,,,,,,,,,
426,PT03M23.00S,2020-03-01T03:10:35.1Z,3,REGULAR,rebound,defensive,[],201569,,,1610612745,73,71,2020-03-01T03:14:22Z,4190000,,[HOU] Gordon defensive rebound (Off:1 Def:1),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,425.0,2.0,1.0,1.0,,,,,,,,,,,
427,PT03M11.00S,2020-03-01T03:10:48.0Z,3,REGULAR,3pt,jumpshot,[],203085,74.85216819973719,88.79442401960785,1610612745,73,71,2020-03-01T03:10:56Z,4200000,right,[HOU] Rivers 3pt jumpshot: Missed,[203085],1610612745.0,HOU,,,,Rivers,A. Rivers,,,,,27.11,: Missed,,,,,,,,,,,,,,,,,,,,,,,
428,PT03M07.00S,2020-03-01T03:10:52.0Z,3,REGULAR,rebound,offensive,[],200782,,,1610612745,73,71,2020-03-01T03:10:56Z,4210000,,[HOU] Tucker offensive rebound (Off:2 Def:6),[200782],1610612745.0,HOU,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,427.0,8.0,6.0,2.0,,,,,,,,,,,
429,PT02M55.00S,2020-03-01T03:11:04.7Z,3,REGULAR,3pt,jumpshot,['2ndchance'],200782,76.42904073587385,11.588541666666668,1610612745,73,71,2020-03-01T03:15:09Z,4220000,right,[HOU] Tucker 3pt jumpshot: Missed,[200782],1610612745.0,HOU,,,,Tucker,P. Tucker,,,,,25.96,: Missed,,,,,,,,,,,,,,,,,,,,,,,
430,PT02M52.00S,2020-03-01T03:11:07.7Z,3,REGULAR,rebound,offensive,[],200782,,,1610612745,73,71,2020-03-01T03:15:09Z,4230000,,[HOU] Tucker offensive rebound (Off:3 Def:6),[200782],1610612745.0,HOU,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,429.0,9.0,6.0,3.0,,,,,,,,,,,
431,PT02M43.00S,2020-03-01T03:11:15.8Z,3,REGULAR,3pt,jumpshot,['2ndchance'],201569,72.48685939553219,80.95128676470588,1610612745,73,74,2020-03-01T03:11:20Z,4240000,right,[HOU] Gordon 3pt shot: Made (5 PTS) assist: Rivers (1 AST),"[201569, 203085]",1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,26.22,: Made,5.0,Rivers,203085.0,1.0,,,,,,,,,,,,,,,,,,,
433,PT02M25.00S,2020-03-01T03:11:33.4Z,3,REGULAR,3pt,jumpshot,[],202330,32.53942181340342,41.98069852941176,1610612738,73,74,2020-03-01T03:15:43Z,4260000,left,[BOS] Hayward pullup 3pt jumpshot: Missed,[202330],1610612738.0,BOS,pullup,,,Hayward,G. Hayward,,,,,26.2,: Missed,,,,,,,,,,,,,,,,,,,,,,,
434,PT02M23.00S,2020-03-01T03:11:35.4Z,3,REGULAR,rebound,offensive,[],1628464,,,1610612738,73,74,2020-03-01T03:11:40Z,4270000,,[BOS] Theis offensive rebound (Off:2 Def:8),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,433.0,10.0,8.0,2.0,,,,,,,,,,,
435,PT02M23.00S,2020-03-01T03:11:38.4Z,3,REGULAR,foul,personal,['2freethrow'],203463,,,1610612738,73,74,2020-03-01T03:15:16Z,4280000,,[HOU] McLemore foul personal (3 PF) (Theis 2freethrow),"[203463, 1628464]",1610612745.0,HOU,shooting,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,200833.0,3.0,0.0,Theis,1628464.0,,,
437,PT02M23.00S,2020-03-01T03:12:03.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,73,74,2020-03-01T03:12:03Z,4300000,,[HOU] timeout full,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT02M23.00S,2020-03-01T03:14:47.1Z,3,REGULAR,substitution,out,[],1627759,,,1610612738,73,74,2020-03-01T03:15:15Z,4310000,,[BOS] substitution Brown replaced by Tatum,"[1627759, 1628369]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,Tatum,1628369.0,
440,PT02M23.00S,2020-03-01T03:14:47.1Z,3,REGULAR,substitution,out,[],203935,,,1610612738,73,74,2020-03-01T03:15:15Z,4320000,,[BOS] substitution Smart replaced by Wanamaker,"[203935, 202954]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,,Wanamaker,202954.0,
441,PT02M23.00S,2020-03-01T03:14:47.1Z,3,REGULAR,substitution,out,[],201935,,,1610612738,73,74,2020-03-01T03:15:15Z,4330000,,[HOU] substitution Harden replaced by Westbrook,"[201935, 201566]",1610612745.0,HOU,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,,Westbrook,201566.0,
442,PT02M23.00S,2020-03-01T03:14:47.1Z,3,REGULAR,substitution,out,[],200782,,,1610612738,73,74,2020-03-01T03:15:15Z,4340000,,[HOU] substitution Tucker replaced by Green,"[200782, 201145]",1610612745.0,HOU,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,,Green,201145.0,
447,PT02M23.00S,2020-03-01T03:15:23.8Z,3,REGULAR,freethrow,1of2,['2ndchance'],1628464,,,1610612738,74,74,2020-03-01T03:15:23Z,4390000,,[BOS] Theis freethrow 1of2: Made (5 PTS),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,: Made,5.0,,,,,,,,,,,,,,,,,,,,,,
448,PT02M23.00S,2020-03-01T03:15:35.3Z,3,REGULAR,freethrow,2of2,['2ndchance'],1628464,,,1610612738,75,74,2020-03-01T03:15:35Z,4400000,,[BOS] Theis freethrow 2of2: Made (6 PTS),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,: Made,6.0,,,,,,,,,,,,,,,,,,,,,,
449,PT02M08.00S,2020-03-01T03:15:52.4Z,3,REGULAR,3pt,jumpshot,[],201145,73.9323258869908,14.774816176470587,1610612745,75,77,2020-03-01T03:15:57Z,4410000,right,[HOU] Green 3pt shot: Made (3 PTS) assist: Gordon (2 AST),"[201145, 201569]",1610612745.0,HOU,,,,Green,J. Green,,,,,26.5,: Made,3.0,Gordon,201569.0,2.0,,,,,,,,,,,,,,,,,,,
451,PT01M38.00S,2020-03-01T03:16:22.3Z,3,REGULAR,3pt,jumpshot,[],1628464,33.459264126149804,50.06893382352941,1610612738,75,77,2020-03-01T03:16:27Z,4430000,left,[BOS] Theis 3pt jumpshot: Missed,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,26.75,: Missed,,,,,,,,,,,,,,,,,,,,,,,
452,PT01M36.00S,2020-03-01T03:16:24.3Z,3,REGULAR,rebound,defensive,[],203463,,,1610612745,75,77,2020-03-01T03:16:27Z,4440000,,[HOU] McLemore defensive rebound (Off:0 Def:1),[203463],1610612745.0,HOU,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,451.0,1.0,1.0,0.0,,,,,,,,,,,
453,PT01M21.00S,2020-03-01T03:16:39.5Z,3,REGULAR,2pt,jumpshot,[],201566,92.59198423127464,31.686580882352942,1610612745,75,79,2020-03-01T03:16:47Z,4450000,right,[HOU] Westbrook jumpshot: Made (27 PTS),[201566],1610612745.0,HOU,turnaroundfadeaway,,,Westbrook,R. Westbrook,,,,,9.43,: Made,27.0,,,,,,,,,,,,,,,,,,,,,,
454,PT01M09.00S,2020-03-01T03:16:53.6Z,3,REGULAR,foul,personal,[],201566,,,1610612738,75,79,2020-03-01T03:17:01Z,4460000,,[HOU] Westbrook foul personal (2 PF),"[201566, 1628369]",1610612745.0,HOU,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,2714.0,2.0,0.0,Tatum,1628369.0,,,
456,PT01M09.00S,2020-03-01T03:17:00.7Z,3,REGULAR,substitution,out,[],1628464,,,1610612738,75,79,2020-03-01T03:17:05Z,4480000,,[BOS] substitution Theis replaced by Williams,"[1628464, 1629684]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,,,Williams,1629684.0,
458,PT00M57.40S,2020-03-01T03:17:26.1Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1628369,7.046649145860711,53.255208333333336,1610612738,77,79,2020-03-01T03:17:30Z,4500000,left,[BOS] Tatum layup: Made (19 PTS),[1628369],1610612738.0,BOS,drivingfingerroll,,,Tatum,J. Tatum,,,,,2.52,: Made,19.0,,,,,,,,,,,,,,,,,,,,,,
459,PT00M47.20S,2020-03-01T03:17:41.0Z,3,REGULAR,2pt,layup,['pointsinthepaint'],201566,92.72339027595268,45.65716911764706,1610612745,77,81,2020-03-01T03:17:45Z,4510000,right,[HOU] Westbrook layup: Made (29 PTS),[201566],1610612745.0,HOU,drivingfingerroll,,,Westbrook,R. Westbrook,,,,,3.05,: Made,29.0,,,,,,,,,,,,,,,,,,,,,,
460,PT00M34.40S,2020-03-01T03:17:56.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201569,,,1610612738,77,81,2020-03-01T03:18:02Z,4520000,,[HOU] Gordon foul personal (1 PF) (Tatum inpenalty),"[201569, 1628369]",1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,200833.0,1.0,0.0,Tatum,1628369.0,,,
462,PT00M34.40S,2020-03-01T03:18:20.7Z,3,REGULAR,freethrow,1of2,[],1628369,,,1610612738,77,81,2020-03-01T03:18:20Z,4540000,,[BOS] Tatum freethrow 1of2: Missed,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,: Missed,,,,,,,,,,,,,,,,,,,,,,,
463,PT00M34.40S,2020-03-01T03:18:20.7Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,77,81,2020-03-01T03:18:20Z,4550000,,[BOS] Team offensive rebound,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,462.0,,,,,,,,,,,,,,
464,PT00M34.40S,2020-03-01T03:18:32.8Z,3,REGULAR,freethrow,2of2,[],1628369,,,1610612738,78,81,2020-03-01T03:18:32Z,4560000,,[BOS] Tatum freethrow 2of2: Made (20 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,: Made,20.0,,,,,,,,,,,,,,,,,,,,,,
465,PT00M25.40S,2020-03-01T03:18:42.7Z,3,REGULAR,turnover,lostball,[],201566,,,1610612745,78,81,2020-03-01T03:18:49Z,4570000,,[HOU] Westbrook lostball turnover (5 TO) Steal: Wanamaker (1 STL),"[201566, 202954]",1610612745.0,HOU,,,,Westbrook,R. Westbrook,,,,,,,,,,,5.0,Wanamaker,202954.0,1.0,,,,,,,,,,,,,,,
467,PT00M20.40S,2020-03-01T03:18:47.8Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628369,5.075558475689881,53.50030637254902,1610612738,78,81,2020-03-01T03:18:55Z,4590000,left,[BOS] Tatum layup: Missed,[1628369],1610612738.0,BOS,runningfingerroll,,,Tatum,J. Tatum,,,,,1.75,: Missed,,,,,,,,,,,,,,,,,,,,,,,
468,PT00M19.70S,2020-03-01T03:18:48.5Z,3,REGULAR,rebound,offensive,[],1629641,,,1610612738,78,81,2020-03-01T03:19:16Z,4600000,,[BOS] Langford offensive rebound (Off:1 Def:1),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,467.0,2.0,1.0,1.0,,,,,,,,,,,
469,PT00M19.70S,2020-03-01T03:18:50.4Z,3,REGULAR,2pt,layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1629641,5.0,50.0,1610612738,78,81,2020-03-01T03:19:52Z,4610000,left,[BOS] Langford layup: Missed,[1629641],1610612738.0,BOS,tip,,,Langford,R. Langford,,,,,0.0,: Missed,,,,,,,,,,,,,,,,,,,,,,,
470,PT00M18.20S,2020-03-01T03:18:51.9Z,3,REGULAR,rebound,offensive,[],1628369,,,1610612738,78,81,2020-03-01T03:19:52Z,4620000,,[BOS] Tatum offensive rebound (Off:1 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,469.0,7.0,6.0,1.0,,,,,,,,,,,
471,PT00M17.50S,2020-03-01T03:18:51.8Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628369,8.09789750328515,52.029718137254896,1610612738,78,81,2020-03-01T03:20:01Z,4630000,left,[BOS] Tatum layup: Missed Block: Green (1 BLK),"[1628369, 201145]",1610612738.0,BOS,tip,,,Tatum,J. Tatum,,,,,3.08,: Missed,,,,,,,,,,,,,Green,201145.0,1.0,,,,,,,,
473,PT00M16.50S,2020-03-01T03:18:52.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612745,78,81,2020-03-01T03:20:01Z,4650000,,[HOU] Team defensive rebound,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,471.0,,,,,,,,,,,,,,
474,PT00M16.50S,2020-03-01T03:18:56.5Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612745,78,81,2020-03-01T03:18:56Z,4660000,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT00M01.30S,2020-03-01T03:19:20.5Z,3,REGULAR,3pt,jumpshot,[],201145,66.83639947437582,32.176776960784316,1610612745,78,81,2020-03-01T03:23:00Z,4670000,right,[HOU] Green pullup 3pt jumpshot: Missed,[201145],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,27.93,: Missed,,,,,,,,,,,,,,,,,,,,,,,
476,PT00M00.30S,2020-03-01T03:19:21.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612745,78,81,2020-03-01T03:19:30Z,4680000,,[HOU] Team offensive rebound,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,475.0,,,,,,,,,,,,,,
477,PT00M00.00S,2020-03-01T03:19:23.9Z,3,REGULAR,period,end,[],0,,,1610612745,78,81,2020-03-01T03:19:24Z,4690000,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT12M00.00S,2020-03-01T03:22:24.4Z,4,REGULAR,substitution,out,['startperiod'],202330,,,1610612745,78,81,2020-03-01T03:22:46Z,4700000,,[BOS] substitution Hayward replaced by Ojeleye,"[202330, 1628400]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,,Ojeleye,1628400.0,
479,PT12M00.00S,2020-03-01T03:22:24.4Z,4,REGULAR,substitution,out,['startperiod'],1629641,,,1610612745,78,81,2020-03-01T03:22:46Z,4710000,,[BOS] substitution Langford replaced by Smart,"[1629641, 203935]",1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,,,Smart,203935.0,
482,PT12M00.00S,2020-03-01T03:22:59.1Z,4,REGULAR,period,start,[],0,,,1610612738,78,81,2020-03-01T03:22:59Z,4740000,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT11M49.00S,2020-03-01T03:23:11.5Z,4,REGULAR,foul,personal,['2freethrow'],201145,,,1610612738,78,81,2020-03-01T03:23:18Z,4750000,,[HOU] Green foul personal (2 PF) (Wanamaker 2freethrow),"[201145, 202954]",1610612745.0,HOU,shooting,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,101283.0,2.0,0.0,Wanamaker,202954.0,,,
485,PT11M49.00S,2020-03-01T03:23:34.0Z,4,REGULAR,freethrow,1of2,[],202954,,,1610612738,79,81,2020-03-01T03:23:34Z,4770000,,[BOS] Wanamaker freethrow 1of2: Made (1 PTS),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,: Made,1.0,,,,,,,,,,,,,,,,,,,,,,
486,PT11M49.00S,2020-03-01T03:23:45.7Z,4,REGULAR,freethrow,2of2,[],202954,,,1610612738,80,81,2020-03-01T03:23:45Z,4780000,,[BOS] Wanamaker freethrow 2of2: Made (2 PTS),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,: Made,2.0,,,,,,,,,,,,,,,,,,,,,,
487,PT11M32.00S,2020-03-01T03:24:02.8Z,4,REGULAR,2pt,layup,['pointsinthepaint'],201566,92.32917214191852,45.166973039215684,1610612745,80,83,2020-03-01T03:24:07Z,4790000,right,[HOU] Westbrook layup: Made (31 PTS),[201566],1610612745.0,HOU,drivingfingerroll,,,Westbrook,R. Westbrook,,,,,3.49,: Made,31.0,,,,,,,,,,,,,,,,,,,,,,
488,PT11M17.00S,2020-03-01T03:24:20.6Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612738,80,83,2020-03-01T03:24:20Z,4800000,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT11M12.00S,2020-03-01T03:24:32.7Z,4,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612738,80,83,2020-03-01T03:26:44Z,4810000,,[BOS] Tatum foul personal (2 PF) (Gordon 2freethrow),"[1628369, 201569]",1610612738.0,BOS,flagranttype1,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,200833.0,2.0,0.0,Gordon,201569.0,,,
491,PT11M12.00S,2020-03-01T03:24:32.7Z,4,REGULAR,turnover,,[],1628369,,,1610612738,80,83,2020-03-01T03:26:32Z,4830000,,[BOS] Tatum turnover (4 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,4.0,,,,,,,,,,,200833.0,,,,,,,
492,PT11M12.00S,2020-03-01T03:25:02.2Z,4,REGULAR,instantreplay,request,[],0,,,1610612745,80,83,2020-03-01T03:26:22Z,4840000,,,[],,,support,,,,,,,,,,,,,,,,,,,,,,,,,,2714.0,,,,,,,Common Foul to Flagrant 1
493,PT11M12.00S,2020-03-01T03:26:51.2Z,4,REGULAR,freethrow,1of2,[],201569,,,1610612745,80,84,2020-03-01T03:26:51Z,4850000,,[HOU] Gordon flagrant freethrow 1of2: Made (6 PTS),[201569],1610612745.0,HOU,flagrant,,,Gordon,E. Gordon,,,,,,: Made,6.0,,,,,,,,,,,,,,,,,,,,,,
494,PT11M12.00S,2020-03-01T03:27:15.7Z,4,REGULAR,freethrow,2of2,[],201569,,,1610612745,80,85,2020-03-01T03:27:15Z,4860000,,[HOU] Gordon flagrant freethrow 2of2: Made (7 PTS),[201569],1610612745.0,HOU,flagrant,,,Gordon,E. Gordon,,,,,,: Made,7.0,,,,,,,,,,,,,,,,,,,,,,
495,PT11M04.00S,2020-03-01T03:27:37.6Z,4,REGULAR,3pt,jumpshot,['fromturnover'],203463,65.78515111695138,36.09834558823529,1610612745,80,85,2020-03-01T03:27:45Z,4870000,right,[HOU] McLemore 3pt jumpshot: Missed,[203463],1610612745.0,HOU,,,,McLemore,B. McLemore,,,,,28.33,: Missed,,,,,,,,,,,,,,,,,,,,,,,
496,PT11M02.00S,2020-03-01T03:27:39.6Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,80,85,2020-03-01T03:27:45Z,4880000,,[BOS] Tatum defensive rebound (Off:1 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,495.0,8.0,7.0,1.0,,,,,,,,,,,
497,PT10M50.00S,2020-03-01T03:27:56.1Z,4,REGULAR,foul,personal,[],201569,,,1610612738,80,85,2020-03-01T03:28:03Z,4890000,,[HOU] Gordon foul personal (2 PF),"[201569, 1628369]",1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,2714.0,2.0,0.0,Tatum,1628369.0,,,
499,PT10M45.00S,2020-03-01T03:28:15.6Z,4,REGULAR,turnover,lostball,[],1628369,,,1610612738,80,85,2020-03-01T03:31:20Z,4910000,,[BOS] Tatum lostball turnover (5 TO) Steal: McLemore (1 STL),"[1628369, 203463]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,5.0,McLemore,203463.0,1.0,,,,,,,,,,,,,,,
501,PT10M37.00S,2020-03-01T03:28:21.6Z,4,REGULAR,2pt,jumpshot,['fromturnover'],201566,81.553876478318,21.88265931372549,1610612745,80,85,2020-03-01T03:28:31Z,4930000,right,[HOU] Westbrook jumpshot: Missed,[201566],1610612745.0,HOU,pullupbank,,,Westbrook,R. Westbrook,,,,,18.91,: Missed,,,,,,,,,,,,,,,,,,,,,,,
502,PT10M35.00S,2020-03-01T03:28:23.6Z,4,REGULAR,rebound,defensive,[],1628400,,,1610612738,80,85,2020-03-01T03:28:31Z,4940000,,[BOS] Ojeleye defensive rebound (Off:0 Def:3),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,501.0,3.0,3.0,0.0,,,,,,,,,,,
503,PT10M25.00S,2020-03-01T03:28:36.5Z,4,REGULAR,2pt,layup,['pointsinthepaint'],202954,10.200394218134035,53.01011029411765,1610612738,80,85,2020-03-01T03:33:07Z,4950000,left,[BOS] Wanamaker layup: Missed,[202954],1610612738.0,BOS,drivingfingerroll,,,Wanamaker,B. Wanamaker,,,,,5.12,: Missed,,,,,,,,,,,,,,,,,,,,,,,
504,PT10M23.00S,2020-03-01T03:28:38.5Z,4,REGULAR,rebound,defensive,[],203463,,,1610612745,80,85,2020-03-01T03:33:07Z,4960000,,[HOU] McLemore defensive rebound (Off:0 Def:2),[203463],1610612745.0,HOU,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,503.0,2.0,2.0,0.0,,,,,,,,,,,
505,PT10M15.00S,2020-03-01T03:28:44.1Z,4,REGULAR,3pt,jumpshot,['fastbreak'],201569,65.25952693823915,34.627757352941174,1610612745,80,85,2020-03-01T03:28:57Z,4970000,right,[HOU] Gordon pullup 3pt jumpshot: Missed,[201569],1610612745.0,HOU,pullup,,,Gordon,E. Gordon,,,,,29.0,: Missed,,,,,,,,,,,,,,,,,,,,,,,
506,PT10M13.00S,2020-03-01T03:28:46.1Z,4,REGULAR,rebound,defensive,[],1628400,,,1610612738,80,85,2020-03-01T03:28:53Z,4980000,,[BOS] Ojeleye defensive rebound (Off:0 Def:4),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,505.0,4.0,4.0,0.0,,,,,,,,,,,
507,PT10M04.00S,2020-03-01T03:28:56.6Z,4,REGULAR,foul,personal,['2freethrow'],201145,,,1610612738,80,85,2020-03-01T03:29:06Z,4990000,,[HOU] Green foul personal (3 PF) (Tatum 2freethrow),"[201145, 1628369]",1610612745.0,HOU,shooting,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,200833.0,3.0,0.0,Tatum,1628369.0,,,
