actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,value
360,PT12M00.00S,2020-01-12T01:22:40.2Z,3,REGULAR,substitution,out,['startperiod'],202683,,,1610612738,72,57,2020-01-12T01:22:53Z,3530000,,,0,,substitution out Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT12M00.00S,2020-01-12T01:22:40.2Z,3,REGULAR,substitution,out,['startperiod'],1626143,,,1610612738,72,57,2020-01-12T01:22:53Z,3540000,,,0,,substitution out Okafor,[1626143],1610612740.0,NOP,,,,Okafor,J. Okafor,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT12M00.00S,2020-01-12T01:22:40.2Z,3,REGULAR,substitution,out,['startperiod'],1628402,,,1610612738,72,57,2020-01-12T01:22:53Z,3550000,,,0,,substitution out Jackson,[1628402],1610612740.0,NOP,,,,Jackson,F. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT12M00.00S,2020-01-12T01:22:40.2Z,3,REGULAR,substitution,in,['startperiod'],1628464,,,1610612738,72,57,2020-01-12T01:22:53Z,3560000,,,0,,substitution in Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT12M00.00S,2020-01-12T01:22:40.2Z,3,REGULAR,substitution,in,['startperiod'],1627759,,,1610612738,72,57,2020-01-12T01:22:53Z,3570000,,,0,,substitution in Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT12M00.00S,2020-01-12T01:22:40.2Z,3,REGULAR,substitution,in,['startperiod'],1629637,,,1610612738,72,57,2020-01-12T01:22:53Z,3580000,,,0,,substitution in Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT12M00.00S,2020-01-12T01:22:40.2Z,3,REGULAR,substitution,in,['startperiod'],202734,,,1610612738,72,57,2020-01-12T01:22:53Z,3590000,,,0,,substitution in Moore,[202734],1610612740.0,NOP,,,,Moore,E. Moore,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT12M00.00S,2020-01-12T01:23:01.2Z,3,REGULAR,period,start,[],0,,,1610612738,72,57,2020-01-12T01:23:01Z,3600000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT11M45.00S,2020-01-12T01:23:15.8Z,3,REGULAR,2pt,hook,['pointsinthepaint'],1628464,11.251642575558476,50.55912990196079,1610612738,74,57,2020-01-12T01:23:21Z,3610000,-3.0,53.0,1,left,D. Theis 6' hook (6 PTS) (K. Walker 4 AST),"[1628464, 202689]",1610612738.0,BOS,turnaround,,,Theis,D. Theis,,,,,,,,5.89,Made,6.0,K. Walker,202689.0,4.0,,,,,,,,,,,,
370,PT11M31.00S,2020-01-12T01:23:29.3Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1629637,94.30026281208936,45.90226715686275,1610612740,74,59,2020-01-12T01:23:33Z,3630000,-20.0,1.0,1,right,J. Hayes layup (12 PTS) (L. Ball 6 AST),"[1629637, 1628366]",1610612740.0,NOP,cutting,,,Hayes,J. Hayes,,,,,,,,2.15,Made,12.0,L. Ball,1628366.0,6.0,,,,,,,,,,,,
372,PT11M14.00S,2020-01-12T01:23:46.7Z,3,REGULAR,3pt,jumpshot,[],1628369,27.94021024967148,16.735600490196077,1610612738,77,59,2020-01-12T01:23:52Z,3650000,166.0,210.0,1,left,J. Tatum 27' 3PT  (25 PTS) (K. Walker 5 AST),"[1628369, 202689]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,27.23,Made,25.0,K. Walker,202689.0,5.0,,,,,,,,,,,,
374,PT10M58.00S,2020-01-12T01:24:02.0Z,3,REGULAR,turnover,lostball,[],1627742,,,1610612740,77,59,2020-01-12T01:24:05Z,3670000,,,0,,B. Ingram TURNOVER lostball (5 TOV) Stolen,"[1627742, 1628369]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,5.0,Tatum,1628369.0,,,,,,,,,,,,,,,,,,
375,PT10M58.00S,2020-01-12T01:24:02.0Z,3,REGULAR,steal,,[],1628369,,,1610612738,77,59,2020-01-12T01:24:03Z,3680000,,,0,,J. Tatum STEAL (2 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT10M55.00S,2020-01-12T01:24:05.8Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628369,6.1268068331143235,52.51991421568627,1610612738,79,59,2020-01-12T01:24:11Z,3690000,-13.0,5.0,1,left,J. Tatum layup (27 PTS),[1628369],1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,,,,1.65,Made,27.0,,,,,,,,,,,,,,,
377,PT10M39.00S,2020-01-12T01:24:21.2Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],202734,86.99080157687253,53.213082107843135,1610612740,79,59,2020-01-12T01:25:21Z,3700000,16.0,70.0,1,right,MISS E. Moore 8' jumpshot Blocked,"[202734, 1628464]",1610612740.0,NOP,drivingfloating,,,Moore,E. Moore,,,,,,,,7.7,Missed,,,,,,,,,,,,,,Theis,1628464.0,
378,PT10M39.00S,2020-01-12T01:24:21.2Z,3,REGULAR,block,,[],1628464,,,1610612740,79,59,2020-01-12T01:24:24Z,3710000,,,0,,D. Theis BLOCK (1 BLK),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT10M36.00S,2020-01-12T01:24:24.2Z,3,REGULAR,rebound,offensive,[],202734,,,1610612740,79,59,2020-01-12T01:24:43Z,3720000,,,0,,E. Moore REBOUND (Off:1 Def:1),[202734],1610612740.0,NOP,,,,Moore,E. Moore,,,,,,,,,,,,,,,,,,,377.0,2.0,1.0,1.0,,,
380,PT10M34.00S,2020-01-12T01:24:26.1Z,3,REGULAR,2pt,dunk,"['pointsinthepaint', '2ndchance']",1629637,93.51182654402102,50.80422794117647,1610612740,79,61,2020-01-12T01:25:27Z,3730000,4.0,8.0,1,right,J. Hayes dunk (14 PTS) (E. Moore 1 AST),"[1629637, 202734]",1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,1.46,Made,14.0,E. Moore,202734.0,1.0,,,,,,,,,,,,
382,PT10M12.00S,2020-01-12T01:24:48.0Z,3,REGULAR,2pt,layup,['pointsinthepaint'],202330,7.178055190538765,46.88265931372549,1610612738,81,61,2020-01-12T01:24:51Z,3750000,16.0,15.0,1,left,G. Hayward layup (12 PTS) (J. Tatum 3 AST),"[202330, 1628369]",1610612738.0,BOS,cutting,,,Hayward,G. Hayward,,,,,,,,2.58,Made,12.0,J. Tatum,1628369.0,3.0,,,,,,,,,,,,
384,PT10M03.00S,2020-01-12T01:24:58.9Z,3,REGULAR,foul,personal,[],202689,,,1610612740,81,61,2020-01-12T01:25:22Z,3770000,,,0,,K. Walker FOUL personal (1 PF),"[202689, 1627742]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,1662.0,1.0,0.0,Ingram,1627742.0,,,,,,,
386,PT09M58.00S,2020-01-12T01:25:19.9Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628366,82.91721419185282,48.192401960784316,1610612740,81,61,2020-01-12T01:25:26Z,3790000,-9.0,108.0,1,right,MISS L. Ball 11' jumpshot,[1628366],1610612740.0,NOP,drivingfloating,,,Ball,L. Ball,,,,,,,,11.4,Missed,,,,,,,,,,,,,,,,
387,PT09M55.00S,2020-01-12T01:25:22.9Z,3,REGULAR,rebound,defensive,[],202330,,,1610612738,81,61,2020-01-12T01:25:26Z,3800000,,,0,,G. Hayward REBOUND (Off:1 Def:2),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,386.0,3.0,2.0,1.0,,,
388,PT09M52.00S,2020-01-12T01:25:26.8Z,3,REGULAR,2pt,dunk,"['pointsinthepaint', 'fastbreak']",202330,7.30946123521682,48.353247549019606,1610612738,83,61,2020-01-12T01:25:32Z,3810000,8.0,16.0,1,left,G. Hayward dunk (14 PTS) (J. Brown 2 AST),"[202330, 1627759]",1610612738.0,BOS,cutting,,,Hayward,G. Hayward,,,,,,,,2.32,Made,14.0,J. Brown,1627759.0,2.0,,,,,,,,,,,,
390,PT09M52.00S,2020-01-12T01:25:31.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,83,61,2020-01-12T01:25:31Z,3830000,,,0,,timeout full,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT09M41.00S,2020-01-12T01:28:33.4Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1629637,88.64980289093299,57.176776960784316,1610612740,83,61,2020-01-12T01:29:00Z,3840000,36.0,54.0,1,right,MISS J. Hayes 7' layup,[1629637],1610612740.0,NOP,cutting,,,Hayes,J. Hayes,,,,,,,,6.97,Missed,,,,,,,,,,,,,,,,
392,PT09M40.00S,2020-01-12T01:28:34.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612740,83,61,2020-01-12T01:28:42Z,3850000,,,0,,Team offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,391.0,,,,,,
393,PT09M40.00S,2020-01-12T01:28:35.8Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612740,83,61,2020-01-12T01:28:35Z,3860000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT09M33.00S,2020-01-12T01:28:54.0Z,3,REGULAR,foul,personal,[],1628464,,,1610612740,83,61,2020-01-12T01:29:01Z,3870000,,,0,,D. Theis FOUL personal (4 PF),"[1628464, 1627742]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,1662.0,4.0,0.0,Ingram,1627742.0,,,,,,,
396,PT09M29.00S,2020-01-12T01:29:15.0Z,3,REGULAR,2pt,jumpshot,['2ndchance'],1627742,78.9257555847569,40.01991421568628,1610612740,83,61,2020-01-12T01:29:22Z,3890000,-50.0,146.0,1,right,MISS B. Ingram 16' jumpshot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,,,,15.91,Missed,,,,,,,,,,,,,,,,
397,PT09M27.00S,2020-01-12T01:29:17.0Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,83,61,2020-01-12T01:29:26Z,3900000,,,0,,D. Theis REBOUND (Off:1 Def:3),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,396.0,4.0,3.0,1.0,,,
398,PT09M15.00S,2020-01-12T01:29:29.3Z,3,REGULAR,2pt,jumpshot,[],202689,22.946780551905388,28.990502450980394,1610612738,85,61,2020-01-12T01:29:36Z,3910000,105.0,163.0,1,left,K. Walker 20' jumpshot (10 PTS) (D. Theis 1 AST),"[202689, 1628464]",1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,,,,19.87,Made,10.0,D. Theis,1628464.0,1.0,,,,,,,,,,,,
400,PT09M02.00S,2020-01-12T01:29:41.8Z,3,REGULAR,3pt,jumpshot,[],202734,88.64980289093299,97.12775735294117,1610612740,85,64,2020-01-12T01:30:00Z,3930000,236.0,54.0,1,right,E. Moore 24' 3PT  (5 PTS) (L. Ball 7 AST),"[202734, 1628366]",1610612740.0,NOP,,,,Moore,E. Moore,,,,,,,,24.3,Made,5.0,L. Ball,1628366.0,7.0,,,,,,,,,,,,
402,PT08M39.00S,2020-01-12T01:30:04.8Z,3,REGULAR,3pt,jumpshot,[],1628464,5.863994743758213,96.14736519607843,1610612738,85,64,2020-01-12T01:30:15Z,3950000,-231.0,3.0,1,left,MISS D. Theis 23' 3PT,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,23.08,Missed,,,,,,,,,,,,,,,,
403,PT08M36.00S,2020-01-12T01:30:07.8Z,3,REGULAR,rebound,defensive,[],1628366,,,1610612740,85,64,2020-01-12T01:30:15Z,3960000,,,0,,L. Ball REBOUND (Off:3 Def:5),[1628366],1610612740.0,NOP,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,402.0,8.0,5.0,3.0,,,
404,PT08M29.00S,2020-01-12T01:30:15.2Z,3,REGULAR,2pt,layup,"['fastbreak', 'pointsinthepaint']",1629637,92.24704336399473,62.837009803921575,1610612740,85,64,2020-01-12T01:30:26Z,3970000,64.0,20.0,1,right,MISS J. Hayes 7' layup,[1629637],1610612740.0,NOP,running,,,Hayes,J. Hayes,,,,,,,,6.92,Missed,,,,,,,,,,,,,,,,
405,PT08M27.00S,2020-01-12T01:30:17.2Z,3,REGULAR,rebound,defensive,[],202330,,,1610612738,85,64,2020-01-12T01:30:26Z,3980000,,,0,,G. Hayward REBOUND (Off:1 Def:3),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,404.0,4.0,3.0,1.0,,,
406,PT08M22.00S,2020-01-12T01:30:21.8Z,3,REGULAR,2pt,layup,['fastbreak'],1627759,12.171484888304862,32.176776960784316,1610612738,85,64,2020-01-12T01:31:49Z,3990000,89.0,62.0,1,left,MISS J. Brown 11' layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,,,,11.17,Missed,,,,,,,,,,,,,,,,
407,PT08M20.00S,2020-01-12T01:30:23.8Z,3,REGULAR,rebound,defensive,[],1628366,,,1610612740,85,64,2020-01-12T01:30:30Z,4000000,,,0,,L. Ball REBOUND (Off:3 Def:6),[1628366],1610612740.0,NOP,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,406.0,9.0,6.0,3.0,,,
408,PT08M17.00S,2020-01-12T01:30:26.5Z,3,REGULAR,turnover,badpass,[],1628366,,,1610612740,85,64,2020-01-12T01:30:35Z,4010000,,,0,,L. Ball TURNOVER badpass (4 TOV) Stolen,"[1628366, 1628369]",1610612740.0,NOP,,,,Ball,L. Ball,,,,,4.0,Tatum,1628369.0,,,,,,,,,,,,,,,,,,
409,PT08M17.00S,2020-01-12T01:30:26.5Z,3,REGULAR,steal,,[],1628369,,,1610612738,85,64,2020-01-12T01:30:28Z,4020000,,,0,,J. Tatum STEAL (3 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT08M14.00S,2020-01-12T01:30:29.3Z,3,REGULAR,2pt,dunk,"['pointsinthepaint', 'fromturnover']",1628369,6.258212877792378,49.333639705882355,1610612738,87,64,2020-01-12T01:30:39Z,4030000,3.0,6.0,1,left,J. Tatum dunk (29 PTS),[1628369],1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,,,,1.23,Made,29.0,,,,,,,,,,,,,,,
411,PT07M57.00S,2020-01-12T01:30:46.5Z,3,REGULAR,2pt,jumpshot,[],1628366,77.61169513797634,75.55912990196079,1610612740,87,64,2020-01-12T01:30:52Z,4040000,128.0,158.0,1,right,MISS L. Ball 21' jumpshot,[1628366],1610612740.0,NOP,,,,Ball,L. Ball,,,,,,,,20.75,Missed,,,,,,,,,,,,,,,,
412,PT07M55.00S,2020-01-12T01:30:48.5Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,87,64,2020-01-12T01:30:56Z,4050000,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,411.0,5.0,5.0,0.0,,,
413,PT07M43.00S,2020-01-12T01:31:00.8Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1628369,7.966491458607096,43.20618872549019,1610612738,87,64,2020-01-12T01:31:06Z,4060000,34.0,22.0,1,left,MISS J. Tatum layup Blocked,"[1628369, 1629637]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,4.4,Missed,,,,,,,,,,,,,,Hayes,1629637.0,
414,PT07M43.00S,2020-01-12T01:31:00.8Z,3,REGULAR,block,,[],1629637,,,1610612738,87,64,2020-01-12T01:31:03Z,4070000,,,0,,J. Hayes BLOCK (1 BLK),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT07M40.00S,2020-01-12T01:31:03.8Z,3,REGULAR,rebound,defensive,[],1629637,,,1610612740,87,64,2020-01-12T01:31:06Z,4080000,,,0,,J. Hayes REBOUND (Off:0 Def:1),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,413.0,1.0,1.0,0.0,,,
416,PT07M39.00S,2020-01-12T01:31:04.9Z,3,REGULAR,turnover,lostball,[],1628404,,,1610612740,87,64,2020-01-12T01:31:09Z,4090000,,,0,,J. Hart TURNOVER lostball (1 TOV) Stolen,"[1628404, 1627759]",1610612740.0,NOP,,,,Hart,J. Hart,,,,,1.0,Brown,1627759.0,,,,,,,,,,,,,,,,,,
417,PT07M39.00S,2020-01-12T01:31:04.9Z,3,REGULAR,steal,,[],1627759,,,1610612738,87,64,2020-01-12T01:31:06Z,4100000,,,0,,J. Brown STEAL (2 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT07M35.00S,2020-01-12T01:31:08.9Z,3,REGULAR,turnover,badpass,[],1627759,,,1610612738,87,64,2020-01-12T01:31:13Z,4110000,,,0,,J. Brown TURNOVER badpass (1 TOV) Stolen,"[1627759, 1627742]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,1.0,Ingram,1627742.0,,,,,,,,,,,,,,,,,,
419,PT07M35.00S,2020-01-12T01:31:08.9Z,3,REGULAR,steal,,[],1627742,,,1610612740,87,64,2020-01-12T01:31:10Z,4120000,,,0,,B. Ingram STEAL (1 STL),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT07M25.00S,2020-01-12T01:31:19.3Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",1627742,87.33574244415243,36.833639705882355,1610612740,87,64,2020-01-12T01:33:29Z,4130000,-66.0,67.0,1,right,MISS B. Ingram 10' layup Blocked,"[1627742, 202330]",1610612740.0,NOP,driving,,,Ingram,B. Ingram,,,,,,,,9.75,Missed,,,,,,,,,,,,,,Hayward,202330.0,
421,PT07M25.00S,2020-01-12T01:31:19.3Z,3,REGULAR,block,,[],202330,,,1610612740,87,64,2020-01-12T01:31:21Z,4140000,,,0,,G. Hayward BLOCK (1 BLK),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT07M23.00S,2020-01-12T01:31:21.3Z,3,REGULAR,rebound,defensive,[],202689,,,1610612738,87,64,2020-01-12T01:31:27Z,4150000,,,0,,K. Walker REBOUND (Off:0 Def:4),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,420.0,4.0,4.0,0.0,,,
423,PT07M23.00S,2020-01-12T01:31:29.5Z,3,REGULAR,foul,personal,[],1628404,,,1610612738,87,64,2020-01-12T01:31:44Z,4160000,,,0,,J. Hart FOUL personal (1 PF),"[1628404, 202689]",1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,1628481.0,1.0,0.0,Walker,202689.0,,,,,,,
425,PT07M23.00S,2020-01-12T01:31:44.7Z,3,REGULAR,substitution,out,[],1628464,,,1610612738,87,64,2020-01-12T01:31:48Z,4180000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT07M23.00S,2020-01-12T01:31:44.7Z,3,REGULAR,substitution,in,[],1629684,,,1610612738,87,64,2020-01-12T01:31:48Z,4190000,,,0,,substitution in Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT07M10.00S,2020-01-12T01:32:08.0Z,3,REGULAR,3pt,jumpshot,[],202689,33.98488830486202,42.96109068627451,1610612738,90,64,2020-01-12T01:32:12Z,4200000,35.0,267.0,1,left,K. Walker 27' 3PT  (13 PTS),[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,,,,27.48,Made,13.0,,,,,,,,,,,,,,,
428,PT06M53.00S,2020-01-12T01:32:24.6Z,3,REGULAR,3pt,jumpshot,[],202734,89.17542706964521,4.725796568627451,1610612740,90,64,2020-01-12T01:32:31Z,4210000,-226.0,49.0,1,right,MISS E. Moore 23' 3PT,[202734],1610612740.0,NOP,,,,Moore,E. Moore,,,,,,,,23.29,Missed,,,,,,,,,,,,,,,,
429,PT06M50.00S,2020-01-12T01:32:27.6Z,3,REGULAR,rebound,offensive,[],1628404,,,1610612740,90,64,2020-01-12T01:32:31Z,4220000,,,0,,J. Hart REBOUND (Off:2 Def:5),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,428.0,7.0,5.0,2.0,,,
430,PT06M45.00S,2020-01-12T01:32:32.0Z,3,REGULAR,3pt,jumpshot,['2ndchance'],1627742,84.1819973718791,96.8826593137255,1610612740,90,64,2020-01-12T01:32:35Z,4230000,234.0,96.0,1,right,MISS B. Ingram 26' 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,25.55,Missed,,,,,,,,,,,,,,,,
431,PT06M45.00S,2020-01-12T01:32:32.0Z,3,REGULAR,rebound,offensive,[],202734,,,1610612740,90,64,2020-01-12T01:32:35Z,4240000,,,0,,E. Moore REBOUND (Off:2 Def:1),[202734],1610612740.0,NOP,,,,Moore,E. Moore,,,,,,,,,,,,,,,,,,,430.0,3.0,1.0,2.0,,,
432,PT06M34.00S,2020-01-12T01:32:44.8Z,3,REGULAR,3pt,jumpshot,['2ndchance'],1628404,89.70105124835742,4.4806985294117645,1610612740,90,64,2020-01-12T01:32:51Z,4250000,-228.0,44.0,1,right,MISS J. Hart 23' 3PT,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,23.3,Missed,,,,,,,,,,,,,,,,
433,PT06M32.00S,2020-01-12T01:32:46.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612740,90,64,2020-01-12T01:32:51Z,4260000,,,0,,Team offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,432.0,,,,,,
434,PT06M32.00S,2020-01-12T01:32:50.9Z,3,REGULAR,foul,personal,[],202689,,,1610612740,90,64,2020-01-12T01:32:59Z,4270000,,,0,,K. Walker FOUL personal (2 PF),"[202689, 1629637]",1610612738.0,BOS,looseball,,,Walker,K. Walker,,,,,,,,,,,,,,1662.0,2.0,0.0,Hayes,1629637.0,,,,,,,
436,PT06M32.00S,2020-01-12T01:32:56.7Z,3,REGULAR,substitution,out,[],1628404,,,1610612740,90,64,2020-01-12T01:33:04Z,4290000,,,0,,substitution out Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT06M32.00S,2020-01-12T01:32:56.7Z,3,REGULAR,substitution,in,[],1628402,,,1610612740,90,64,2020-01-12T01:33:04Z,4300000,,,0,,substitution in Jackson,[1628402],1610612740.0,NOP,,,,Jackson,F. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT06M27.00S,2020-01-12T01:33:22.2Z,3,REGULAR,foul,personal,[],1629684,,,1610612740,90,64,2020-01-12T01:33:40Z,4310000,,,0,,G. Williams FOUL personal (3 PF),"[1629684, 1627742]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,1628481.0,3.0,0.0,Ingram,1627742.0,,,,,,,
441,PT06M19.00S,2020-01-12T01:33:47.9Z,3,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1629637,93.11760840998686,61.83363970588235,1610612740,90,66,2020-01-12T01:35:43Z,4340000,59.0,12.0,1,right,J. Hayes 6' layup (16 PTS) (L. Ball 8 AST),"[1629637, 1628366]",1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,6.18,Made,16.0,L. Ball,1628366.0,8.0,,,,,,,,,,,,
443,PT06M04.00S,2020-01-12T01:33:59.7Z,3,REGULAR,3pt,jumpshot,[],202330,5.732588699080158,96.14736519607843,1610612738,93,66,2020-01-12T01:34:04Z,4360000,-231.0,1.0,1,left,G. Hayward 23' 3PT  (17 PTS) (J. Tatum 4 AST),"[202330, 1628369]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,23.08,Made,17.0,J. Tatum,1628369.0,4.0,,,,,,,,,,,,
445,PT05M42.00S,2020-01-12T01:34:22.2Z,3,REGULAR,3pt,jumpshot,[],1628366,79.58278580814718,94.43167892156863,1610612740,93,69,2020-01-12T01:34:26Z,4380000,222.0,139.0,1,right,L. Ball 27' 3PT  (10 PTS),[1628366],1610612740.0,NOP,,,,Ball,L. Ball,,,,,,,,26.53,Made,10.0,,,,,,,,,,,,,,,
446,PT05M25.00S,2020-01-12T01:34:37.8Z,3,REGULAR,3pt,jumpshot,[],1627759,6.652431011826544,96.39246323529412,1610612738,96,69,2020-01-12T01:34:42Z,4390000,-232.0,10.0,1,left,J. Brown 23' 3PT  (11 PTS) (G. Williams 1 AST),"[1627759, 1629684]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,23.25,Made,11.0,G. Williams,1629684.0,1.0,,,,,,,,,,,,
448,PT05M03.00S,2020-01-12T01:35:01.4Z,3,REGULAR,2pt,dunk,['pointsinthepaint'],1629637,93.51182654402102,50.55912990196079,1610612740,96,71,2020-01-12T01:38:51Z,4410000,3.0,8.0,1,right,J. Hayes dunk (18 PTS) (L. Ball 9 AST),"[1629637, 1628366]",1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,1.43,Made,18.0,L. Ball,1628366.0,9.0,,,,,,,,,,,,
450,PT04M48.00S,2020-01-12T01:35:16.8Z,3,REGULAR,2pt,jumpshot,[],202689,21.50131406044678,31.196384803921568,1610612738,96,71,2020-01-12T01:41:16Z,4430000,94.0,150.0,1,left,MISS K. Walker 18' jumpshot,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,,,,18.14,Missed,,,,,,,,,,,,,,,,
451,PT04M47.00S,2020-01-12T01:35:17.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,96,71,2020-01-12T01:36:12Z,4440000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,450.0,,,,,,
452,PT04M47.00S,2020-01-12T01:35:25.3Z,3,REGULAR,foul,personal,[],1628402,,,1610612738,96,71,2020-01-12T01:35:32Z,4450000,,,0,,F. Jackson FOUL personal (3 PF),"[1628402, 1629684]",1610612740.0,NOP,looseball,,,Jackson,F. Jackson,,,,,,,,,,,,,,1162.0,3.0,0.0,Williams,1629684.0,,,,,,,
