actionNumber,clock,timeActual,period,periodType,actionType,subType,descriptor,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,side,description,personIdsFilter,teamId,teamTricode,isFieldGoal,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,jumpBallRecoveredName,jumpBallRecoveredPersonId,pointsTotal,shotResult,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotActionNumber,turnoverTotal,assistPlayerName,assistPersonId,assistTotal,stealPlayerName,stealPersonId,stealTotal,foulDrawnPlayerName,foulDrawnPersonId,foulPersonalTotal,foulTechnicalTotal,officialId,blockPersonId,blockPlayerName
577,PT04M34.00S,2020-08-18T00:44:22Z,4,REGULAR,2pt,layup,drivingfingerroll,['pointsinthepaint'],1626196,6.78,53.26,1610612755,96,91,2020-08-18T00:44:29,5730000,-16,11,left,MISS Richardson 2' Driving Finger Roll Layup Blocked,"[1626196, 1628369]",1610612755,PHI,1,Richardson,J. Richardson,,,,,,,0.0,Missed,1.94,,,,,,,,,,,,,,,,,1628369.0,Tatum
578,PT04M34.00S,2020-08-18T00:44:22Z,4,REGULAR,block,,,[],1628369,,,1610612755,96,91,0001-01-01T00:00:00,5740000,-16,11,left, BLOCK ,[1628369],1610612738,BOS,0,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT04M32.00S,2020-08-18T00:44:24Z,4,REGULAR,rebound,defensive,,[],202689,,,1610612738,96,91,2020-08-18T00:44:29,5750000,-16,11,left,Walker REBOUND (Off:0 Def:1),[202689],1610612738,BOS,0,Walker,K. Walker,,,,,,,,,,1.0,1.0,0.0,577.0,,,,,,,,,,,,,,
580,PT04M29.00S,2020-08-18T00:44:27Z,4,REGULAR,3pt,jumpshot,runningpullup,['fastbreak'],1627759,72.22,16.0,1610612738,99,91,2020-08-18T00:44:35,5760000,-170,209,right,Brown 27' 3PT Running Pull-Up Jump Shot (29 PTS) (Walker 5 AST),"[1627759, 202689]",1610612738,BOS,1,Brown,J. Brown,,,,,,,29.0,Made,26.94,,,,,,Walker,202689.0,5.0,,,,,,,,,,
582,PT04M28.00S,2020-08-18T00:44:36Z,4,REGULAR,timeout,full,,"['team', 'mandatory']",0,,,1610612755,99,91,0001-01-01T00:00:00,5780000,0,-80,,76ers Timeout: Regular (Reg.5 Short 0),[],1610612755,PHI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT04M07.00S,2020-08-18T00:48:26Z,4,REGULAR,3pt,jumpshot,,[],202699,33.07,56.93,1610612755,99,91,2020-08-18T00:48:29,5790000,-35,258,left,MISS Harris 26' 3PT Jump Shot,[202699],1610612755,PHI,1,Harris,T. Harris,,,,,,,0.0,Missed,26.04,,,,,,,,,,,,,,,,,,
584,PT04M05.00S,2020-08-18T00:48:28Z,4,REGULAR,rebound,defensive,,[],1627759,,,1610612738,99,91,2020-08-18T00:48:29,5800000,-35,258,left,Brown REBOUND (Off:2 Def:4),[1627759],1610612738,BOS,0,Brown,J. Brown,,,,,,,,,,6.0,4.0,2.0,583.0,,,,,,,,,,,,,,
585,PT03M46.00S,2020-08-18T00:48:47Z,4,REGULAR,2pt,jumpshot,stepback,[],1628369,76.17,55.46,1610612738,99,91,2020-08-18T00:48:52,5810000,27,172,right,MISS Tatum 17' Step Back Jump Shot,[1628369],1610612738,BOS,1,Tatum,J. Tatum,,,,,,,0.0,Missed,17.41,,,,,,,,,,,,,,,,,,
586,PT03M42.00S,2020-08-18T00:48:50Z,4,REGULAR,rebound,defensive,,[],203954,,,1610612755,99,91,0001-01-01T00:00:00,5820000,27,172,right,Embiid REBOUND (Off:3 Def:10),[203954],1610612755,PHI,0,Embiid,J. Embiid,,,,,,,,,,13.0,10.0,3.0,585.0,,,,,,,,,,,,,,
587,PT03M27.00S,2020-08-18T00:49:06Z,4,REGULAR,3pt,jumpshot,,[],1626196,17.56,95.17,1610612755,99,91,2020-08-18T00:49:16,5830000,-226,113,left,MISS Richardson 25' 3PT Jump Shot,[1626196],1610612755,PHI,1,Richardson,J. Richardson,,,,,,,0.0,Missed,25.27,,,,,,,,,,,,,,,,,,
588,PT03M26.00S,2020-08-18T00:49:07Z,4,REGULAR,rebound,offensive,,[],203954,,,1610612755,99,91,2020-08-18T00:49:16,5840000,-226,113,left,Embiid REBOUND (Off:4 Def:10),[203954],1610612755,PHI,0,Embiid,J. Embiid,,,,,,,,,,14.0,10.0,4.0,587.0,,,,,,,,,,,,,,
589,PT03M25.00S,2020-08-18T00:49:10Z,4,REGULAR,2pt,layup,tip,"['2ndchance', 'pointsinthepaint']",203954,5.0,50.0,1610612755,99,91,2020-08-18T00:49:24,5850000,0,-6,left,MISS Embiid 1' Tip Layup Shot,[203954],1610612755,PHI,1,Embiid,J. Embiid,,,,,,,0.0,Missed,0.6,,,,,,,,,,,,,,,,,,
590,PT03M24.00S,2020-08-18T00:49:11Z,4,REGULAR,rebound,defensive,,[],1628464,,,1610612738,99,91,2020-08-18T00:49:24,5860000,0,-6,left,Theis REBOUND (Off:1 Def:2),[1628464],1610612738,BOS,0,Theis,D. Theis,,,,,,,,,,3.0,2.0,1.0,589.0,,,,,,,,,,,,,,
591,PT03M19.00S,2020-08-18T00:49:17Z,4,REGULAR,2pt,layup,running,"['fastbreak', 'pointsinthepaint']",202689,92.85,50.31,1610612738,101,91,2020-08-18T00:49:32,5870000,2,15,right,Walker 2' Running Layup (15 PTS) (Tatum 1 AST),"[202689, 1628369]",1610612738,BOS,1,Walker,K. Walker,,,,,,,15.0,Made,1.51,,,,,,Tatum,1628369.0,1.0,,,,,,,,,,
593,PT03M08.00S,2020-08-18T00:49:29Z,4,REGULAR,foul,personal,take,[],1627759,,,1610612755,101,91,2020-08-18T00:49:46,5890000,-124,310,left,Brown Personal Take Foul (P3.T4),"[1627759, 202692]",1610612738,BOS,0,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,Burks,202692.0,3.0,0.0,1151.0,,
595,PT03M08.00S,2020-08-18T00:49:51Z,4,REGULAR,timeout,full,,['team'],0,,,1610612755,101,91,0001-01-01T00:00:00,5910000,0,-80,,CELTICS Timeout: Regular (Full 4 Short 0),[],1610612738,BOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT03M08.00S,2020-08-18T00:50:59Z,4,REGULAR,timeout,full,,['team'],0,,,1610612755,101,91,0001-01-01T00:00:00,5920000,0,-80,,CELTICS Timeout: Regular (Full 5 Short 0),[],1610612738,BOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT03M08.00S,2020-08-18T00:51:55Z,4,REGULAR,substitution,out,,[],202330,,,1610612755,101,91,0001-01-01T00:00:00,5930000,0,-80,,SUB: Smart FOR Hayward,[202330],1610612738,BOS,0,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT02M56.00S,2020-08-18T00:52:49Z,4,REGULAR,foul,personal,shooting,"['inpenalty', '2freethrow']",202689,,,1610612755,101,91,2020-08-18T00:52:58,5950000,128,85,left,Walker S.FOUL (P2.PN),"[202689, 202699]",1610612738,BOS,0,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,Harris,202699.0,2.0,0.0,2534.0,,
601,PT02M56.00S,2020-08-18T00:53:15Z,4,REGULAR,freethrow,1of2,,[],202699,,,1610612755,101,92,0001-01-01T00:00:00,5970000,250,-52,left,Harris Free Throw 1 of 2 (14 PTS),[202699],1610612755,PHI,0,Harris,T. Harris,,,,,,,14.0,Made,,,,,,,,,,,,,,,,,,,
602,PT02M56.00S,2020-08-18T00:53:37Z,4,REGULAR,freethrow,2of2,,[],202699,,,1610612755,101,93,0001-01-01T00:00:00,5980000,250,-52,left,Harris Free Throw 2 of 2 (15 PTS),[202699],1610612755,PHI,0,Harris,T. Harris,,,,,,,15.0,Made,,,,,,,,,,,,,,,,,,,
603,PT02M35.00S,2020-08-18T00:54:02Z,4,REGULAR,2pt,jumpshot,turnaround,[],202689,93.91,76.54,1610612738,101,93,2020-08-18T00:54:08,5990000,133,5,right,MISS Walker 13' Turnaround Jump Shot,[202689],1610612738,BOS,1,Walker,K. Walker,,,,,,,0.0,Missed,13.31,,,,,,,,,,,,,,,,,,
604,PT02M33.00S,2020-08-18T00:54:04Z,4,REGULAR,rebound,defensive,,[],1629680,,,1610612755,101,93,2020-08-18T00:54:08,6000000,133,5,right,Thybulle REBOUND (Off:1 Def:3),[1629680],1610612755,PHI,0,Thybulle,M. Thybulle,,,,,,,,,,4.0,3.0,1.0,603.0,,,,,,,,,,,,,,
605,PT02M24.00S,2020-08-18T00:54:19Z,4,REGULAR,foul,personal,shooting,"['inpenalty', '2freethrow']",1628464,,,1610612755,101,93,2020-08-18T00:54:27,6010000,-65,115,left,Theis S.FOUL (P5.PN),"[1628464, 203954]",1610612738,BOS,0,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,Embiid,203954.0,5.0,0.0,1151.0,,
607,PT02M24.00S,2020-08-18T00:54:39Z,4,REGULAR,freethrow,1of2,,[],203954,,,1610612755,101,94,0001-01-01T00:00:00,6030000,250,-52,left,Embiid Free Throw 1 of 2 (25 PTS),[203954],1610612755,PHI,0,Embiid,J. Embiid,,,,,,,25.0,Made,,,,,,,,,,,,,,,,,,,
608,PT02M24.00S,2020-08-18T00:54:55Z,4,REGULAR,freethrow,2of2,,[],203954,,,1610612755,101,95,0001-01-01T00:00:00,6040000,250,-52,left,Embiid Free Throw 2 of 2 (26 PTS),[203954],1610612755,PHI,0,Embiid,J. Embiid,,,,,,,26.0,Made,,,,,,,,,,,,,,,,,,,
609,PT02M12.00S,2020-08-18T00:55:11Z,4,REGULAR,3pt,jumpshot,pullup,[],203935,71.17,20.41,1610612738,101,95,2020-08-18T00:55:52,6050000,-148,219,right,MISS Smart 26' 3PT Pullup Jump Shot,[203935],1610612738,BOS,1,Smart,M. Smart,,,,,,,0.0,Missed,26.43,,,,,,,,,,,,,,,,,,
610,PT02M10.00S,2020-08-18T00:55:13Z,4,REGULAR,rebound,defensive,,[],203954,,,1610612755,101,95,2020-08-18T00:55:22,6060000,-148,219,right,Embiid REBOUND (Off:4 Def:11),[203954],1610612755,PHI,0,Embiid,J. Embiid,,,,,,,,,,15.0,11.0,4.0,609.0,,,,,,,,,,,,,,
611,PT02M01.00S,2020-08-18T00:55:23Z,4,REGULAR,2pt,jumpshot,pullup,[],202692,25.44,33.16,1610612755,101,95,2020-08-18T00:58:36,6070000,84,187,left,MISS Burks 21' Pullup Jump Shot,[202692],1610612755,PHI,1,Burks,A. Burks,,,,,,,0.0,Missed,20.5,,,,,,,,,,,,,,,,,,
612,PT02M00.00S,2020-08-18T00:55:24Z,4,REGULAR,rebound,offensive,,[],202699,,,1610612755,101,95,2020-08-18T00:58:36,6080000,84,187,left,Harris REBOUND (Off:3 Def:5),[202699],1610612755,PHI,0,Harris,T. Harris,,,,,,,,,,8.0,5.0,3.0,611.0,,,,,,,,,,,,,,
626,PT01M59.00S,2020-08-18T00:55:26Z,4,REGULAR,2pt,layup,tip,"['pointsinthepaint', '2ndchance']",202699,7.8,49.93,1610612755,101,95,2020-08-18T00:58:10,6085000,0,21,left,MISS Harris 2' Tip Layup Shot,[202699],1610612755,PHI,1,Harris,T. Harris,,,,,,,0.0,Missed,2.1,,,,,,,,,,,,,,,,,,
627,PT01M59.00S,2020-08-18T00:55:26Z,4,REGULAR,rebound,offensive,,[],202692,,,1610612755,101,95,0001-01-01T00:00:00,6087500,0,21,left,Burks REBOUND (Off:2 Def:2),[202692],1610612755,PHI,0,Burks,A. Burks,,,,,,,,,,4.0,2.0,2.0,626.0,,,,,,,,,,,,,,
613,PT01M58.00S,2020-08-18T00:55:28Z,4,REGULAR,2pt,layup,tip,"['pointsinthepaint', '2ndchance']",202692,5.0,50.0,1610612755,101,95,2020-08-18T00:57:42,6090000,0,-6,left,MISS Burks 1' Tip Layup Shot,[202692],1610612755,PHI,1,Burks,A. Burks,,,,,,,0.0,Missed,0.6,,,,,,,,,,,,,,,,,,
614,PT01M57.00S,2020-08-18T00:55:29Z,4,REGULAR,rebound,offensive,,[],202692,,,1610612755,101,95,2020-08-18T00:55:52,6100000,0,-6,left,Burks REBOUND (Off:3 Def:2),[202692],1610612755,PHI,0,Burks,A. Burks,,,,,,,,,,5.0,2.0,3.0,613.0,,,,,,,,,,,,,,
615,PT01M56.00S,2020-08-18T00:55:30Z,4,REGULAR,2pt,layup,tip,"['2ndchance', 'pointsinthepaint']",202692,5.0,50.0,1610612755,101,97,2020-08-18T00:55:59,6110000,0,-6,left,Burks 1' Tip Layup Shot (17 PTS),[202692],1610612755,PHI,1,Burks,A. Burks,,,,,,,17.0,Made,0.6,,,,,,,,,,,,,,,,,,
616,PT01M41.00S,2020-08-18T00:55:45Z,4,REGULAR,3pt,jumpshot,,[],1628464,67.62,61.1,1610612738,101,97,2020-08-18T00:55:56,6120000,56,252,right,MISS Theis 26' 3PT Jump Shot,[1628464],1610612738,BOS,1,Theis,D. Theis,,,,,,,0.0,Missed,25.81,,,,,,,,,,,,,,,,,,
617,PT01M37.00S,2020-08-18T00:55:49Z,4,REGULAR,rebound,defensive,,[],202692,,,1610612755,101,97,2020-08-18T00:55:56,6130000,56,252,right,Burks REBOUND (Off:3 Def:3),[202692],1610612755,PHI,0,Burks,A. Burks,,,,,,,,,,6.0,3.0,3.0,616.0,,,,,,,,,,,,,,
618,PT01M18.00S,2020-08-18T00:56:08Z,4,REGULAR,2pt,jumpshot,fadeaway,[],202699,18.22,29.24,1610612755,101,97,2020-08-18T00:56:16,6140000,104,119,left,MISS Harris 16' Fadeaway Jumper,[202699],1610612755,PHI,1,Harris,T. Harris,,,,,,,0.0,Missed,15.8,,,,,,,,,,,,,,,,,,
619,PT01M17.00S,2020-08-18T00:56:09Z,4,REGULAR,rebound,defensive,,['team'],0,,,1610612738,101,97,2020-08-18T00:56:16,6150000,104,119,left,CELTICS Rebound,[],1610612738,BOS,0,,,,,,,,,,,,0.0,0.0,0.0,618.0,,,,,,,,,,,,,,
620,PT01M17.00S,2020-08-18T00:56:16Z,4,REGULAR,foul,personal,looseball,"['inpenalty', '2freethrow']",203954,,,1610612738,101,97,2020-08-18T00:56:23,6160000,-104,716,right,Embiid L.B.FOUL (P5.PN),"[203954, 202689]",1610612755,PHI,0,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,Walker,202689.0,5.0,0.0,2534.0,,
622,PT01M17.00S,2020-08-18T00:56:56Z,4,REGULAR,freethrow,1of2,,[],202689,,,1610612738,102,97,0001-01-01T00:00:00,6180000,-250,888,right,Walker Free Throw 1 of 2 (16 PTS),[202689],1610612738,BOS,0,Walker,K. Walker,,,,,,,16.0,Made,,,,,,,,,,,,,,,,,,,
623,PT01M17.00S,2020-08-18T00:57:16Z,4,REGULAR,freethrow,2of2,,[],202689,,,1610612738,103,97,0001-01-01T00:00:00,6190000,-250,888,right,Walker Free Throw 2 of 2 (17 PTS),[202689],1610612738,BOS,0,Walker,K. Walker,,,,,,,17.0,Made,,,,,,,,,,,,,,,,,,,
624,PT00M59.10S,2020-08-18T00:57:39Z,4,REGULAR,3pt,jumpshot,,[],1626196,26.1,85.61,1610612755,103,100,2020-08-18T00:57:44,6200000,-178,193,left,Richardson 26' 3PT Jump Shot (18 PTS) (Harris 8 AST),"[1626196, 202699]",1610612755,PHI,1,Richardson,J. Richardson,,,,,,,18.0,Made,26.26,,,,,,Harris,202699.0,8.0,,,,,,,,,,
628,PT00M41.40S,2020-08-18T00:58:03Z,4,REGULAR,foul,personal,shooting,"['inpenalty', '2freethrow']",1626196,,,1610612738,103,100,2020-08-18T00:58:11,6220000,33,32,right,Richardson S.FOUL (P2.PN),"[1626196, 1628369]",1610612755,PHI,0,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,Tatum,1628369.0,2.0,0.0,2003.0,,
630,PT00M41.40S,2020-08-18T00:58:28Z,4,REGULAR,freethrow,1of2,,[],1628369,,,1610612738,104,100,0001-01-01T00:00:00,6240000,-250,888,right,Tatum Free Throw 1 of 2 (29 PTS),[1628369],1610612738,BOS,0,Tatum,J. Tatum,,,,,,,29.0,Made,,,,,,,,,,,,,,,,,,,
631,PT00M41.40S,2020-08-18T00:58:45Z,4,REGULAR,freethrow,2of2,,[],1628369,,,1610612738,105,100,0001-01-01T00:00:00,6250000,-250,888,right,Tatum Free Throw 2 of 2 (30 PTS),[1628369],1610612738,BOS,0,Tatum,J. Tatum,,,,,,,30.0,Made,,,,,,,,,,,,,,,,,,,
632,PT00M31.10S,2020-08-18T00:59:02Z,4,REGULAR,foul,personal,shooting,"['inpenalty', '2freethrow']",1627759,,,1610612755,105,100,2020-08-18T00:59:12,6260000,70,11,left,Brown S.FOUL (P4.PN),"[1627759, 202692]",1610612738,BOS,0,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,Burks,202692.0,4.0,0.0,2003.0,,
634,PT00M31.10S,2020-08-18T00:59:29Z,4,REGULAR,freethrow,1of2,,[],202692,,,1610612755,105,101,0001-01-01T00:00:00,6280000,250,-52,left,Burks Free Throw 1 of 2 (18 PTS),[202692],1610612755,PHI,0,Burks,A. Burks,,,,,,,18.0,Made,,,,,,,,,,,,,,,,,,,
635,PT00M31.10S,2020-08-18T00:59:29Z,4,REGULAR,freethrow,2of2,,[],202692,,,1610612755,105,101,2020-08-18T00:59:58,6290000,250,-52,left,MISS Burks Free Throw 2 of 2,[202692],1610612755,PHI,0,Burks,A. Burks,,,,,,,18.0,Missed,,,,,,,,,,,,,,,,,,,
636,PT00M30.70S,2020-08-18T00:59:30Z,4,REGULAR,rebound,offensive,,[],203954,,,1610612755,105,101,2020-08-18T00:59:58,6300000,250,-52,left,Embiid REBOUND (Off:5 Def:11),[203954],1610612755,PHI,0,Embiid,J. Embiid,,,,,,,,,,16.0,11.0,5.0,635.0,,,,,,,,,,,,,,
637,PT00M28.70S,2020-08-18T00:59:51Z,4,REGULAR,2pt,layup,tip,"['pointsinthepaint', '2ndchance']",203954,5.0,50.0,1610612755,105,101,2020-08-18T00:59:51,6310000,0,-6,left,MISS Embiid 1' Tip Layup Shot,[203954],1610612755,PHI,1,Embiid,J. Embiid,,,,,,,0.0,Missed,0.6,,,,,,,,,,,,,,,,,,
638,PT00M27.60S,2020-08-18T00:59:52Z,4,REGULAR,rebound,defensive,,[],1628369,,,1610612738,105,101,0001-01-01T00:00:00,6320000,0,-6,left,Tatum REBOUND (Off:3 Def:9),[1628369],1610612738,BOS,0,Tatum,J. Tatum,,,,,,,,,,12.0,9.0,3.0,637.0,,,,,,,,,,,,,,
639,PT00M20.10S,2020-08-18T01:00:03Z,4,REGULAR,timeout,full,,['team'],0,,,1610612738,105,101,0001-01-01T00:00:00,6330000,0,-80,,CELTICS Timeout: Regular (Full 6 Short 0),[],1610612738,BOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT00M20.10S,2020-08-18T01:00:52Z,4,REGULAR,substitution,out,,[],203954,,,1610612738,105,101,0001-01-01T00:00:00,6340000,0,-80,,SUB: Horford FOR Embiid,[203954],1610612755,PHI,0,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT00M16.10S,2020-08-18T01:01:46Z,4,REGULAR,foul,personal,,"['inpenalty', '2freethrow']",1629680,,,1610612738,105,101,2020-08-18T01:01:55,6360000,199,553,right,Thybulle P.FOUL (P3.PN),"[1629680, 202689]",1610612755,PHI,0,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,Walker,202689.0,3.0,0.0,1151.0,,
644,PT00M16.10S,2020-08-18T01:02:22Z,4,REGULAR,freethrow,1of2,,[],202689,,,1610612738,106,101,0001-01-01T00:00:00,6380000,-250,888,right,Walker Free Throw 1 of 2 (18 PTS),[202689],1610612738,BOS,0,Walker,K. Walker,,,,,,,18.0,Made,,,,,,,,,,,,,,,,,,,
645,PT00M16.10S,2020-08-18T01:02:23Z,4,REGULAR,substitution,out,,[],202692,,,1610612738,106,101,0001-01-01T00:00:00,6390000,0,-80,,SUB: Embiid FOR Burks,[202692],1610612755,PHI,0,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT00M16.10S,2020-08-18T01:02:50Z,4,REGULAR,freethrow,2of2,,[],202689,,,1610612738,107,101,0001-01-01T00:00:00,6410000,-250,888,right,Walker Free Throw 2 of 2 (19 PTS),[202689],1610612738,BOS,0,Walker,K. Walker,,,,,,,19.0,Made,,,,,,,,,,,,,,,,,,,
648,PT00M16.10S,2020-08-18T01:02:53Z,4,REGULAR,timeout,full,,['team'],0,,,1610612755,107,101,0001-01-01T00:00:00,6420000,0,-80,,76ers Timeout: Regular (Reg.6 Short 0),[],1610612755,PHI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT00M16.10S,2020-08-18T01:03:43Z,4,REGULAR,substitution,out,,[],1629680,,,1610612755,107,101,0001-01-01T00:00:00,6430000,0,-80,,SUB: Milton FOR Thybulle,[1629680],1610612755,PHI,0,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT00M14.30S,2020-08-18T01:04:40Z,4,REGULAR,3pt,jumpshot,,[],203954,29.25,82.67,1610612755,107,101,2020-08-18T01:04:52,6450000,-163,222,left,MISS Embiid 28' 3PT Jump Shot,[203954],1610612755,PHI,1,Embiid,J. Embiid,,,,,,,0.0,Missed,27.54,,,,,,,,,,,,,,,,,,
652,PT00M12.60S,2020-08-18T01:04:42Z,4,REGULAR,rebound,defensive,,[],1628369,,,1610612738,107,101,2020-08-18T01:04:52,6460000,-163,222,left,Tatum REBOUND (Off:3 Def:10),[1628369],1610612738,BOS,0,Tatum,J. Tatum,,,,,,,,,,13.0,10.0,3.0,651.0,,,,,,,,,,,,,,
654,PT00M10.90S,2020-08-18T01:04:48Z,4,REGULAR,foul,personal,take,"['inpenalty', '2freethrow']",201143,,,1610612738,107,101,2020-08-18T01:04:56,6480000,-13,806,right,Horford Personal Take Foul (P5.PN),"[201143, 1628369]",1610612755,PHI,0,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,Tatum,1628369.0,5.0,0.0,1151.0,,
656,PT00M10.90S,2020-08-18T01:05:20Z,4,REGULAR,freethrow,1of2,,[],1628369,,,1610612738,108,101,0001-01-01T00:00:00,6500000,-250,888,right,Tatum Free Throw 1 of 2 (31 PTS),[1628369],1610612738,BOS,0,Tatum,J. Tatum,,,,,,,31.0,Made,,,,,,,,,,,,,,,,,,,
657,PT00M10.90S,2020-08-18T01:05:40Z,4,REGULAR,freethrow,2of2,,[],1628369,,,1610612738,109,101,0001-01-01T00:00:00,6510000,-250,888,right,Tatum Free Throw 2 of 2 (32 PTS),[1628369],1610612738,BOS,0,Tatum,J. Tatum,,,,,,,32.0,Made,,,,,,,,,,,,,,,,,,,
658,PT00M10.90S,2020-08-18T01:05:43Z,4,REGULAR,timeout,full,,['team'],0,,,1610612755,109,101,0001-01-01T00:00:00,6520000,0,-80,,76ers Timeout: Regular (Reg.7 Short 0),[],1610612755,PHI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,PT00M10.90S,2020-08-18T01:06:29Z,4,REGULAR,substitution,out,,[],202689,,,1610612755,109,101,0001-01-01T00:00:00,6530000,0,-80,,SUB: Langford FOR Walker,[202689],1610612738,BOS,0,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT00M09.30S,2020-08-18T01:07:16Z,4,REGULAR,turnover,badpass,,[],1629003,,,1610612755,109,101,2020-08-18T01:07:20,6550000,122,268,left,Milton Bad Pass Turnover (P3.T18) Stolen,"[1629003, 203935]",1610612755,PHI,0,Milton,S. Milton,,,,,,,,,,,,,,3.0,,,,Smart,203935.0,2.0,,,,,,,
662,PT00M09.30S,2020-08-18T01:07:16Z,4,REGULAR,steal,,,[],203935,,,1610612738,109,101,0001-01-01T00:00:00,6560000,122,268,left, STEAL ,[203935],1610612738,BOS,0,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT00M00.00S,2020-08-18T01:07:27Z,4,REGULAR,period,end,,[],0,,,1610612738,109,101,0001-01-01T00:00:00,6570000,0,-80,,End of 4th Period (9:08 PM EST),[],0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,PT00M00.00S,2020-08-18T01:07:41Z,4,REGULAR,game,end,,[],0,,,0,109,101,0001-01-01T00:00:00,6580000,0,-80,,,[],0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
