actionNumber,clock,timeActual,period,periodType,actionType,subType,descriptor,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,side,description,personIdsFilter,teamId,teamTricode,isFieldGoal,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,jumpBallRecoveredName,jumpBallRecoveredPersonId,pointsTotal,shotResult,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotActionNumber,turnoverTotal,assistPlayerName,assistPersonId,assistTotal,stealPlayerName,stealPersonId,stealTotal,foulDrawnPlayerName,foulDrawnPersonId,foulPersonalTotal,foulTechnicalTotal,officialId,blockPersonId,blockPlayerName
206,PT08M08.00S,2020-08-17T23:17:35Z,2,REGULAR,3pt,jumpshot,pullup,[],1628369,31.09,30.71,1610612738,32,31,2020-08-17T23:17:41,2040000,96,240,left,Tatum 26' 3PT Pullup Jump Shot (9 PTS) (Wanamaker 1 AST),"[1628369, 202954]",1610612738,BOS,1,Tatum,J. Tatum,,,,,,,9.0,Made,25.85,,,,,,Wanamaker,202954.0,1.0,,,,,,,,,,
208,PT07M55.00S,2020-08-17T23:17:50Z,2,REGULAR,2pt,layup,cuttingfingerroll,['pointsinthepaint'],202692,92.59,47.37,1610612755,32,33,2020-08-17T23:17:55,2060000,-13,17,right,Burks 2' Cutting Finger Roll Layup Shot (8 PTS) (Horford 3 AST),"[202692, 201143]",1610612755,PHI,1,Burks,A. Burks,,,,,,,8.0,Made,2.14,,,,,,Horford,201143.0,3.0,,,,,,,,,,
210,PT07M55.00S,2020-08-17T23:17:57Z,2,REGULAR,timeout,full,,"['team', 'mandatory']",0,,,1610612738,32,33,0001-01-01T00:00:00,2080000,0,-80,,CELTICS Timeout: Regular (Full 2 Short 0),[],1610612738,BOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M55.00S,2020-08-17T23:20:24Z,2,REGULAR,substitution,out,,[],202954,,,1610612738,32,33,0001-01-01T00:00:00,2090000,0,-80,,SUB: Walker FOR Wanamaker,[202954],1610612738,BOS,0,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M55.00S,2020-08-17T23:21:15Z,2,REGULAR,substitution,out,,[],1629057,,,1610612738,32,33,0001-01-01T00:00:00,2110000,0,-80,,SUB: Theis FOR Williams III,[1629057],1610612738,BOS,0,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M41.00S,2020-08-17T23:21:43Z,2,REGULAR,2pt,layup,driving,['pointsinthepaint'],1628369,6.78,54.73,1610612738,34,33,2020-08-17T23:21:55,2130000,-24,11,left,Tatum 3' Driving Layup (11 PTS),[1628369],1610612738,BOS,1,Tatum,J. Tatum,,,,,,,11.0,Made,2.64,,,,,,,,,,,,,,,,,,
216,PT07M18.00S,2020-08-17T23:22:05Z,2,REGULAR,2pt,jumpshot,turnaroundfadeaway,[],202699,92.72,29.97,1610612755,34,35,2020-08-17T23:22:09,2140000,-100,16,right,Harris 10' Turnaround Fadeaway (8 PTS),[202699],1610612755,PHI,1,Harris,T. Harris,,,,,,,8.0,Made,10.13,,,,,,,,,,,,,,,,,,
217,PT07M07.00S,2020-08-17T23:22:16Z,2,REGULAR,2pt,jumpshot,pullup,[],202689,23.21,30.95,1610612738,36,35,2020-08-17T23:22:21,2150000,95,166,left,Walker 19' Pullup Jump Shot (4 PTS),[202689],1610612738,BOS,1,Walker,K. Walker,,,,,,,4.0,Made,19.13,,,,,,,,,,,,,,,,,,
218,PT06M49.00S,2020-08-17T23:22:39Z,2,REGULAR,turnover,outofbounds,step,[],1626196,,,1610612755,36,35,2020-08-17T23:22:47,2160000,-115,-32,right,Richardson Step Out of Bounds Turnover (P1.T10),[1626196],1610612755,PHI,0,Richardson,J. Richardson,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
219,PT06M40.00S,2020-08-17T23:22:57Z,2,REGULAR,3pt,jumpshot,pullup,['fromturnover'],202689,32.01,66.98,1610612738,36,35,2020-08-17T23:23:02,2170000,-85,248,left,MISS Walker 26' 3PT Pullup Jump Shot,[202689],1610612738,BOS,1,Walker,K. Walker,,,,,,,0.0,Missed,26.22,,,,,,,,,,,,,,,,,,
220,PT06M38.00S,2020-08-17T23:22:59Z,2,REGULAR,rebound,defensive,,[],203954,,,1610612755,36,35,2020-08-17T23:23:06,2180000,-85,248,left,Embiid REBOUND (Off:1 Def:6),[203954],1610612755,PHI,0,Embiid,J. Embiid,,,,,,,,,,7.0,6.0,1.0,219.0,,,,,,,,,,,,,,
221,PT06M29.00S,2020-08-17T23:23:07Z,2,REGULAR,turnover,badpass,,[],202692,,,1610612755,36,35,2020-08-17T23:23:13,2190000,-142,226,right,Burks Bad Pass Turnover (P2.T11) Stolen,"[202692, 202330]",1610612755,PHI,0,Burks,A. Burks,,,,,,,,,,,,,,2.0,,,,Hayward,202330.0,3.0,,,,,,,
222,PT06M29.00S,2020-08-17T23:23:07Z,2,REGULAR,steal,,,[],202330,,,1610612738,36,35,0001-01-01T00:00:00,2200000,-142,226,right, STEAL ,[202330],1610612738,BOS,0,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT06M25.00S,2020-08-17T23:23:12Z,2,REGULAR,2pt,dunk,running,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628464,7.18,47.13,1610612738,38,35,2020-08-17T23:23:23,2210000,14,15,left,Theis 2' Running Dunk (7 PTS) (Smart 1 AST),"[1628464, 203935]",1610612738,BOS,1,Theis,D. Theis,,,,,,,7.0,Made,2.05,,,,,,Smart,203935.0,1.0,,,,,,,,,,
225,PT06M02.00S,2020-08-17T23:23:34Z,2,REGULAR,3pt,jumpshot,,[],1626196,69.46,69.19,1610612755,38,35,2020-08-17T23:23:39,2230000,96,235,right,MISS Richardson 25' 3PT Jump Shot,[1626196],1610612755,PHI,1,Richardson,J. Richardson,,,,,,,0.0,Missed,25.39,,,,,,,,,,,,,,,,,,
226,PT06M00.00S,2020-08-17T23:23:36Z,2,REGULAR,rebound,defensive,,[],1628369,,,1610612738,38,35,2020-08-17T23:23:43,2240000,96,235,right,Tatum REBOUND (Off:2 Def:4),[1628369],1610612738,BOS,0,Tatum,J. Tatum,,,,,,,,,,6.0,4.0,2.0,225.0,,,,,,,,,,,,,,
227,PT05M53.00S,2020-08-17T23:23:43Z,2,REGULAR,3pt,jumpshot,pullup,[],1628369,23.74,10.61,1610612738,41,35,2020-08-17T23:23:50,2250000,197,171,left,Tatum 26' 3PT Pullup Jump Shot (14 PTS),[1628369],1610612738,BOS,1,Tatum,J. Tatum,,,,,,,14.0,Made,26.09,,,,,,,,,,,,,,,,,,
228,PT05M52.00S,2020-08-17T23:23:50Z,2,REGULAR,timeout,full,,"['team', 'mandatory']",0,,,1610612755,41,35,0001-01-01T00:00:00,2260000,0,-80,,76ers Timeout: Regular (Reg.2 Short 0),[],1610612755,PHI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT05M52.00S,2020-08-17T23:26:28Z,2,REGULAR,substitution,out,,[],202330,,,1610612755,41,35,0001-01-01T00:00:00,2270000,0,-80,,SUB: Brown FOR Hayward,[202330],1610612738,BOS,0,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT05M52.00S,2020-08-17T23:26:28Z,2,REGULAR,substitution,out,,[],202692,,,1610612755,41,35,0001-01-01T00:00:00,2280000,0,-80,,SUB: Milton FOR Burks,[202692],1610612755,PHI,0,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT05M52.00S,2020-08-17T23:26:28Z,2,REGULAR,substitution,out,,[],201143,,,1610612755,41,35,0001-01-01T00:00:00,2290000,0,-80,,SUB: Thybulle FOR Horford,[201143],1610612755,PHI,0,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT05M40.00S,2020-08-17T23:27:40Z,2,REGULAR,foul,personal,,[],1628464,,,1610612755,41,35,2020-08-17T23:27:51,2330000,-11,27,right,Theis P.FOUL (P1.T4),"[1628464, 203954]",1610612738,BOS,0,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,Embiid,203954.0,1.0,0.0,1151.0,,
237,PT05M32.00S,2020-08-17T23:28:27Z,2,REGULAR,foul,personal,,"['inpenalty', '2freethrow']",1628464,,,1610612755,41,35,2020-08-17T23:28:41,2350000,-3,20,right,Theis P.FOUL (P2.PN),"[1628464, 203954]",1610612738,BOS,0,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,Embiid,203954.0,2.0,0.0,2003.0,,
239,PT05M32.00S,2020-08-17T23:28:49Z,2,REGULAR,freethrow,1of2,,[],203954,,,1610612755,41,36,0001-01-01T00:00:00,2370000,-250,888,right,Embiid Free Throw 1 of 2 (13 PTS),[203954],1610612755,PHI,0,Embiid,J. Embiid,,,,,,,13.0,Made,,,,,,,,,,,,,,,,,,,
240,PT05M32.00S,2020-08-17T23:28:51Z,2,REGULAR,substitution,out,,[],1628464,,,1610612755,41,36,0001-01-01T00:00:00,2380000,0,-80,,SUB: Kanter FOR Theis,[1628464],1610612738,BOS,0,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT05M32.00S,2020-08-17T23:28:49Z,2,REGULAR,freethrow,2of2,,[],203954,,,1610612755,41,36,2020-08-17T23:29:17,2400000,-250,888,right,MISS Embiid Free Throw 2 of 2,[203954],1610612755,PHI,0,Embiid,J. Embiid,,,,,,,13.0,Missed,,,,,,,,,,,,,,,,,,,
243,PT05M31.00S,2020-08-17T23:28:50Z,2,REGULAR,rebound,defensive,,[],1628369,,,1610612738,41,36,2020-08-17T23:29:17,2410000,-250,888,right,Tatum REBOUND (Off:2 Def:5),[1628369],1610612738,BOS,0,Tatum,J. Tatum,,,,,,,,,,7.0,5.0,2.0,242.0,,,,,,,,,,,,,,
244,PT05M23.00S,2020-08-17T23:29:19Z,2,REGULAR,2pt,layup,running,"['pointsinthepaint', 'fastbreak']",1628369,6.65,53.75,1610612738,43,36,2020-08-17T23:29:25,2420000,-19,10,left,Tatum 2' Running Layup (16 PTS),[1628369],1610612738,BOS,1,Tatum,J. Tatum,,,,,,,16.0,Made,2.15,,,,,,,,,,,,,,,,,,
245,PT05M04.00S,2020-08-17T23:29:37Z,2,REGULAR,turnover,lostball,,[],203954,,,1610612755,43,36,2020-08-17T23:29:43,2430000,46,191,right,Embiid Lost Ball Turnover (P4.T12) Stolen,"[203954, 1627759]",1610612755,PHI,0,Embiid,J. Embiid,,,,,,,,,,,,,,4.0,,,,Brown,1627759.0,2.0,,,,,,,
246,PT05M04.00S,2020-08-17T23:29:37Z,2,REGULAR,steal,,,[],1627759,,,1610612738,43,36,0001-01-01T00:00:00,2440000,46,191,right, STEAL ,[1627759],1610612738,BOS,0,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT04M58.00S,2020-08-17T23:29:45Z,2,REGULAR,turnover,badpass,,[],1627759,,,1610612738,43,36,2020-08-17T23:30:22,2450000,166,505,left,Brown Bad Pass Turnover (P1.T2) Stolen,"[1627759, 202699]",1610612738,BOS,0,Brown,J. Brown,,,,,,,,,,,,,,1.0,,,,Harris,202699.0,1.0,,,,,,,
248,PT04M58.00S,2020-08-17T23:29:45Z,2,REGULAR,steal,,,[],202699,,,1610612755,43,36,2020-08-17T23:30:22,2460000,166,505,left, STEAL ,[202699],1610612755,PHI,0,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT04M55.00S,2020-08-17T23:29:51Z,2,REGULAR,2pt,layup,cutting,"['pointsinthepaint', 'fromturnover', 'fastbreak', 'defensivegoaltending']",1629003,92.99,46.39,1610612755,43,38,2020-08-17T23:30:08,2470000,-18,13,right,Milton 2' Cutting Layup Shot (2 PTS) (Harris 4 AST),"[1629003, 202699]",1610612755,PHI,1,Milton,S. Milton,,,,,,,2.0,Made,2.22,,,,,,Harris,202699.0,4.0,,,,,,,,,,
251,PT04M55.00S,2020-08-17T23:29:59Z,2,REGULAR,violation,defensivegoaltending,,[],202683,,,1610612755,43,38,2020-08-17T23:30:08,2490000,0,-80,,Kanter Violation:Defensive Goaltending,[202683],1610612738,BOS,0,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT04M41.00S,2020-08-17T23:30:19Z,2,REGULAR,2pt,jumpshot,pullup,['pointsinthepaint'],202689,17.03,56.93,1610612738,45,38,2020-08-17T23:30:26,2500000,-35,108,left,Walker 11' Pullup Jump Shot (6 PTS) (Kanter 1 AST),"[202689, 202683]",1610612738,BOS,1,Walker,K. Walker,,,,,,,6.0,Made,11.35,,,,,,Kanter,202683.0,1.0,,,,,,,,,,
254,PT04M41.00S,2020-08-17T23:30:24Z,2,REGULAR,foul,personal,shooting,['1freethrow'],1629003,,,1610612738,45,38,2020-08-17T23:30:34,2520000,-35,108,left,Milton S.FOUL (P1.T3),"[1629003, 202689]",1610612755,PHI,0,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,Walker,202689.0,1.0,0.0,2003.0,,
256,PT04M41.00S,2020-08-17T23:30:45Z,2,REGULAR,substitution,out,,[],1628369,,,1610612738,45,38,2020-08-17T23:31:12,2540000,0,-80,,SUB: Hayward FOR Tatum,[1628369],1610612738,BOS,0,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT04M41.00S,2020-08-17T23:31:10Z,2,REGULAR,freethrow,1of1,,[],202689,,,1610612738,45,38,2020-08-17T23:31:17,2560000,250,-52,left,MISS Walker Free Throw 1 of 1,[202689],1610612738,BOS,0,Walker,K. Walker,,,,,,,6.0,Missed,,,,,,,,,,,,,,,,,,,
259,PT04M40.00S,2020-08-17T23:31:11Z,2,REGULAR,rebound,defensive,,[],203954,,,1610612755,45,38,2020-08-17T23:31:17,2570000,250,-52,left,Embiid REBOUND (Off:1 Def:7),[203954],1610612755,PHI,0,Embiid,J. Embiid,,,,,,,,,,8.0,7.0,1.0,258.0,,,,,,,,,,,,,,
260,PT04M25.00S,2020-08-17T23:31:25Z,2,REGULAR,3pt,jumpshot,,[],1629003,93.91,4.24,1610612755,45,41,2020-08-17T23:31:30,2580000,-229,5,right,Milton 3PT Jump Shot (5 PTS) (Harris 5 AST),"[1629003, 202699]",1610612755,PHI,1,Milton,S. Milton,,,,,,,5.0,Made,22.91,,,,,,Harris,202699.0,5.0,,,,,,,,,,
262,PT04M00.00S,2020-08-17T23:31:50Z,2,REGULAR,2pt,jumpshot,fadeaway,['pointsinthepaint'],202330,14.01,64.04,1610612738,45,41,2020-08-17T23:31:59,2600000,-70,79,left,MISS Hayward 11' Fadeaway Jumper,[202330],1610612738,BOS,1,Hayward,G. Hayward,,,,,,,0.0,Missed,10.56,,,,,,,,,,,,,,,,,,
263,PT03M57.00S,2020-08-17T23:31:53Z,2,REGULAR,rebound,offensive,,[],1627759,,,1610612738,45,41,0001-01-01T00:00:00,2610000,-70,79,left,Brown REBOUND (Off:2 Def:1),[1627759],1610612738,BOS,0,Brown,J. Brown,,,,,,,,,,3.0,1.0,2.0,262.0,,,,,,,,,,,,,,
264,PT03M54.00S,2020-08-17T23:31:56Z,2,REGULAR,3pt,jumpshot,stepback,['2ndchance'],1627759,5.34,3.26,1610612738,45,41,2020-08-17T23:32:04,2620000,234,-2,left,MISS Brown 3PT Step Back Jump Shot,[1627759],1610612738,BOS,1,Brown,J. Brown,,,,,,,0.0,Missed,23.4,,,,,,,,,,,,,,,,,,
265,PT03M53.00S,2020-08-17T23:31:57Z,2,REGULAR,rebound,offensive,,[],202683,,,1610612738,45,41,2020-08-17T23:32:12,2630000,234,-2,left,Kanter REBOUND (Off:1 Def:0),[202683],1610612738,BOS,0,Kanter,E. Kanter,,,,,,,,,,1.0,0.0,1.0,264.0,,,,,,,,,,,,,,
266,PT03M48.00S,2020-08-17T23:32:03Z,2,REGULAR,turnover,lostball,,[],202683,,,1610612738,45,41,2020-08-17T23:32:08,2640000,-64,79,left,Kanter Lost Ball Turnover (P1.T3) Stolen,"[202683, 1629680]",1610612738,BOS,0,Kanter,E. Kanter,,,,,,,,,,,,,,1.0,,,,Thybulle,1629680.0,1.0,,,,,,,
267,PT03M48.00S,2020-08-17T23:32:03Z,2,REGULAR,steal,,,[],1629680,,,1610612755,45,41,0001-01-01T00:00:00,2650000,-64,79,left, STEAL ,[1629680],1610612755,PHI,0,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT03M33.00S,2020-08-17T23:32:18Z,2,REGULAR,3pt,jumpshot,,['fromturnover'],1626196,69.73,13.79,1610612755,45,41,2020-08-17T23:32:25,2660000,-181,232,right,MISS Richardson 29' 3PT Jump Shot,[1626196],1610612755,PHI,1,Richardson,J. Richardson,,,,,,,0.0,Missed,29.43,,,,,,,,,,,,,,,,,,
269,PT03M28.00S,2020-08-17T23:32:23Z,2,REGULAR,rebound,offensive,,[],203954,,,1610612755,45,41,2020-08-17T23:32:25,2670000,-181,232,right,Embiid REBOUND (Off:2 Def:7),[203954],1610612755,PHI,0,Embiid,J. Embiid,,,,,,,,,,9.0,7.0,2.0,268.0,,,,,,,,,,,,,,
270,PT03M22.00S,2020-08-17T23:32:28Z,2,REGULAR,2pt,jumpshot,turnaroundfadeaway,"['fromturnover', '2ndchance']",203954,84.31,31.2,1610612755,45,41,2020-08-17T23:32:33,2680000,-94,95,right,MISS Embiid 13' Turnaround Fadeaway Shot,[203954],1610612755,PHI,1,Embiid,J. Embiid,,,,,,,0.0,Missed,13.36,,,,,,,,,,,,,,,,,,
271,PT03M20.00S,2020-08-17T23:32:30Z,2,REGULAR,rebound,defensive,,[],202330,,,1610612738,45,41,2020-08-17T23:32:33,2690000,-94,95,right,Hayward REBOUND (Off:0 Def:1),[202330],1610612738,BOS,0,Hayward,G. Hayward,,,,,,,,,,1.0,1.0,0.0,270.0,,,,,,,,,,,,,,
272,PT03M15.00S,2020-08-17T23:32:36Z,2,REGULAR,turnover,badpass,,[],202330,,,1610612738,45,41,2020-08-17T23:32:41,2700000,165,176,left,Hayward Bad Pass Turnover (P1.T4) Stolen,"[202330, 203954]",1610612738,BOS,0,Hayward,G. Hayward,,,,,,,,,,,,,,1.0,,,,Embiid,203954.0,1.0,,,,,,,
273,PT03M15.00S,2020-08-17T23:32:36Z,2,REGULAR,steal,,,[],203954,,,1610612755,45,41,0001-01-01T00:00:00,2710000,165,176,left, STEAL ,[203954],1610612755,PHI,0,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT03M06.00S,2020-08-17T23:32:49Z,2,REGULAR,foul,offensive,,[],1626196,,,1610612755,45,41,2020-08-17T23:32:59,2720000,-204,204,right,Richardson OFF.Foul (P1),"[1626196, 1627759]",1610612755,PHI,0,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,Brown,1627759.0,1.0,0.0,1151.0,,
277,PT03M06.00S,2020-08-17T23:32:57Z,2,REGULAR,substitution,out,,[],203935,,,1610612738,45,41,0001-01-01T00:00:00,2750000,0,-80,,SUB: Tatum FOR Smart,[203935],1610612738,BOS,0,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT03M06.00S,2020-08-17T23:32:57Z,2,REGULAR,substitution,out,,[],203954,,,1610612738,45,41,0001-01-01T00:00:00,2760000,0,-80,,SUB: Horford FOR Embiid,[203954],1610612755,PHI,0,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT03M06.00S,2020-08-17T23:33:11Z,2,REGULAR,substitution,out,,[],202683,,,1610612738,45,41,0001-01-01T00:00:00,2790000,0,-80,,SUB: Williams III FOR Kanter,[202683],1610612738,BOS,0,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT02M52.00S,2020-08-17T23:33:35Z,2,REGULAR,2pt,jumpshot,fadeaway,"['pointsinthepaint', 'fromturnover']",1628369,19.0,51.78,1610612738,47,41,2020-08-17T23:33:43,2810000,-9,126,left,Tatum 13' Fadeaway Jumper (18 PTS) (Williams III 1 AST),"[1628369, 1629057]",1610612738,BOS,1,Tatum,J. Tatum,,,,,,,18.0,Made,12.63,,,,,,Williams III,1629057.0,1.0,,,,,,,,,,
285,PT02M52.00S,2020-08-17T23:33:41Z,2,REGULAR,foul,personal,shooting,['1freethrow'],201143,,,1610612738,47,41,2020-08-17T23:33:49,2830000,-9,126,left,Horford S.FOUL (P2.T4),"[201143, 1628369]",1610612755,PHI,0,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,Tatum,1628369.0,2.0,0.0,2003.0,,
287,PT02M52.00S,2020-08-17T23:34:07Z,2,REGULAR,freethrow,1of1,,['fromturnover'],1628369,,,1610612738,48,41,0001-01-01T00:00:00,2850000,250,-52,left,Tatum Free Throw 1 of 1 (19 PTS),[1628369],1610612738,BOS,0,Tatum,J. Tatum,,,,,,,19.0,Made,,,,,,,,,,,,,,,,,,,
288,PT02M36.00S,2020-08-17T23:34:33Z,2,REGULAR,stoppage,outofbounds,,[],0,,,1610612755,48,41,0001-01-01T00:00:00,2860000,0,-80,,,[],0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT02M27.00S,2020-08-17T23:34:52Z,2,REGULAR,2pt,layup,driving,['pointsinthepaint'],1626196,92.99,43.7,1610612755,48,43,2020-08-17T23:34:56,2870000,-31,13,right,Richardson 3' Driving Layup (4 PTS),[1626196],1610612755,PHI,1,Richardson,J. Richardson,,,,,,,4.0,Made,3.36,,,,,,,,,,,,,,,,,,
