actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
269,PT05M17.00S,2020-01-19T00:53:13.6Z,2,REGULAR,substitution,in,[],1629059,,,1610612756,36,41,2020-01-19T00:53:32Z,2660000,,,0,,substitution in Okobo,[1629059],1610612756.0,PHX,,,,Okobo,E. Okobo,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT04M57.00S,2020-01-19T00:54:13.4Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612756,36,41,2020-01-19T00:54:13Z,2670000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT04M57.00S,2020-01-19T00:54:15.8Z,2,REGULAR,substitution,out,[],1628975,,,1610612756,36,41,2020-01-19T00:54:18Z,2680000,,,0,,substitution out Carter,[1628975],1610612756.0,PHX,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT04M57.00S,2020-01-19T00:54:15.8Z,2,REGULAR,substitution,in,[],1628969,,,1610612756,36,41,2020-01-19T00:54:18Z,2690000,,,0,,substitution in Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT04M54.00S,2020-01-19T00:54:40.2Z,2,REGULAR,turnover,lostball,[],1626164,,,1610612756,36,41,2020-01-19T00:54:46Z,2700000,,,0,,D. Booker TURNOVER lostball (3 TOV) Stolen,"[1626164, 203935]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,3.0,Smart,203935.0,,,,,,,,,,,
274,PT04M54.00S,2020-01-19T00:54:40.2Z,2,REGULAR,steal,,[],203935,,,1610612738,36,41,2020-01-19T00:55:03Z,2710000,,,0,,M. Smart STEAL (2 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT04M48.00S,2020-01-19T00:54:45.1Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",203935,7.440867279894875,49.333639705882355,1610612738,38,41,2020-01-19T00:54:53Z,2720000,3.0,17.0,1,left,M. Smart layup (11 PTS),[203935],1610612738.0,BOS,running,,,Smart,M. Smart,,,,,2.31,Made,11.0,,,,,,,,,,,,,,,,,,
276,PT04M37.00S,2020-01-19T00:55:00.8Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612756,38,41,2020-01-19T00:55:00Z,2730000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT04M26.00S,2020-01-19T00:55:37.2Z,2,REGULAR,2pt,jumpshot,[],1626164,78.66294349540078,15.755208333333334,1610612756,38,43,2020-01-19T00:55:43Z,2740000,-171.0,148.0,1,right,D. Booker 23' jumpshot (15 PTS),[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,23.0,Made,15.0,,,,,,,,,,,,,,,,,,
278,PT04M10.00S,2020-01-19T00:55:53.4Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1628369,7.046649145860711,47.127757352941174,1610612738,40,43,2020-01-19T00:55:57Z,2750000,14.0,14.0,1,left,J. Tatum layup (8 PTS) (M. Smart 2 AST),"[1628369, 203935]",1610612738.0,BOS,drivingfingerroll,,,Tatum,J. Tatum,,,,,2.4,Made,8.0,,,,,,,,,M. Smart,203935.0,2.0,,,,,,,
279,PT03M55.00S,2020-01-19T00:56:08.6Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612756,40,43,2020-01-19T00:56:08Z,2760000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT03M52.00S,2020-01-19T00:56:22.6Z,2,REGULAR,stoppage,equipmentmalfunction,[],0,,,1610612756,40,43,2020-01-19T00:56:30Z,2770000,,,0,,stoppage equipmentmalfunction,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT03M46.00S,2020-01-19T00:56:45.4Z,2,REGULAR,3pt,jumpshot,[],1628969,90.09526938239159,2.2748161764705883,1610612756,40,46,2020-01-19T00:56:50Z,2780000,-239.0,41.0,1,right,M. Bridges 24' 3PT  (7 PTS) (D. Booker 4 AST),"[1628969, 1626164]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,24.3,Made,7.0,,,,,,,,,D. Booker,1626164.0,4.0,,,,,,,
284,PT03M26.00S,2020-01-19T00:57:04.8Z,2,REGULAR,3pt,jumpshot,[],1628369,26.363337713534822,12.323835784313726,1610612738,40,46,2020-01-19T00:57:10Z,2800000,188.0,195.0,1,left,MISS J. Tatum 28' 3PT,[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,27.53,Missed,,,,,,,,,,,,,,,,,,,
285,PT03M23.00S,2020-01-19T00:57:07.8Z,2,REGULAR,rebound,defensive,[],1626164,,,1610612756,40,46,2020-01-19T00:57:10Z,2810000,,,0,,D. Booker REBOUND (Off:0 Def:5),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,284.0,5.0,5.0,0.0,,,,,,,,,,,,,,
286,PT03M21.00S,2020-01-19T00:57:09.4Z,2,REGULAR,2pt,dunk,"['pointsinthepaint', 'fastbreak']",1629028,94.69448094612353,50.06893382352941,1610612756,40,48,2020-01-19T00:57:16Z,2820000,0.0,-3.0,1,right,D. Ayton dunk (9 PTS) (D. Booker 5 AST),"[1629028, 1626164]",1610612756.0,PHX,running,,,Ayton,D. Ayton,,,,,0.29,Made,9.0,,,,,,,,,D. Booker,1626164.0,5.0,,,,,,,
288,PT03M13.00S,2020-01-19T00:57:24.7Z,2,REGULAR,foul,personal,[],1626164,,,1610612738,40,48,2020-01-19T00:57:30Z,2840000,,,0,,D. Booker FOUL personal (1 PF),"[1626164, 203935]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,101284.0,,,,,,1.0,0.0,Smart,203935.0,
290,PT03M13.00S,2020-01-19T00:57:41.2Z,2,REGULAR,substitution,out,[],1629750,,,1610612738,40,48,2020-01-19T00:57:44Z,2860000,,,0,,substitution out Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT03M13.00S,2020-01-19T00:57:41.2Z,2,REGULAR,substitution,in,[],202954,,,1610612738,40,48,2020-01-19T00:57:44Z,2870000,,,0,,substitution in Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT03M06.00S,2020-01-19T00:58:04.2Z,2,REGULAR,2pt,layup,['pointsinthepaint'],202330,6.521024967148489,55.4610906862745,1610612738,40,48,2020-01-19T00:58:09Z,2880000,-27.0,9.0,1,left,MISS G. Hayward layup Blocked,"[202330, 1629028]",1610612738.0,BOS,driving,,,Hayward,G. Hayward,,,,,3.08,Missed,,,,,,,,,,,,,Ayton,1629028.0,,,,,
293,PT03M06.00S,2020-01-19T00:58:04.2Z,2,REGULAR,block,,[],1629028,,,1610612738,40,48,2020-01-19T00:58:06Z,2890000,,,0,,D. Ayton BLOCK (1 BLK),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT03M04.00S,2020-01-19T00:58:06.2Z,2,REGULAR,rebound,defensive,[],1626164,,,1610612756,40,48,2020-01-19T00:58:09Z,2900000,,,0,,D. Booker REBOUND (Off:0 Def:6),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,292.0,6.0,6.0,0.0,,,,,,,,,,,,,,
295,PT02M59.00S,2020-01-19T00:58:11.2Z,2,REGULAR,3pt,jumpshot,[],203967,79.71419185282524,91.00030637254902,1610612756,40,48,2020-01-19T00:58:18Z,2910000,205.0,138.0,1,right,MISS D. Saric 25' 3PT,[203967],1610612756.0,PHX,,,,Saric,D. Saric,,,,,25.03,Missed,,,,,,,,,,,,,,,,,,,
296,PT02M58.00S,2020-01-19T00:58:12.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,40,48,2020-01-19T00:58:18Z,2920000,,,0,,Team defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,295.0,,,,,,,,,,,,,,,,,
297,PT02M58.00S,2020-01-19T00:58:16.5Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612738,40,48,2020-01-19T00:58:16Z,2930000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT02M38.00S,2020-01-19T00:58:38.9Z,2,REGULAR,3pt,jumpshot,[],202954,9.674770039421814,94.921875,1610612738,40,48,2020-01-19T00:58:43Z,2940000,-225.0,38.0,1,left,MISS B. Wanamaker 23' 3PT,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,22.89,Missed,,,,,,,,,,,,,,,,,,,
299,PT02M36.00S,2020-01-19T00:58:40.9Z,2,REGULAR,rebound,defensive,[],1629028,,,1610612756,40,48,2020-01-19T00:58:43Z,2950000,,,0,,D. Ayton REBOUND (Off:2 Def:5),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,298.0,7.0,5.0,2.0,,,,,,,,,,,,,,
300,PT02M27.00S,2020-01-19T00:58:50.4Z,2,REGULAR,2pt,jumpshot,[],1626164,79.188567674113,72.86305147058823,1610612756,40,50,2020-01-19T00:58:55Z,2960000,114.0,143.0,1,right,D. Booker 19' jumpshot (17 PTS),[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,18.75,Made,17.0,,,,,,,,,,,,,,,,,,
301,PT02M12.00S,2020-01-19T00:59:04.0Z,2,REGULAR,3pt,jumpshot,[],1628369,23.340998685939553,90.51011029411765,1610612738,40,50,2020-01-19T00:59:12Z,2970000,-203.0,167.0,1,left,MISS J. Tatum 27' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.6,Missed,,,,,,,,,,,,,,,,,,,
302,PT02M10.00S,2020-01-19T00:59:06.0Z,2,REGULAR,rebound,defensive,[],1629028,,,1610612756,40,50,2020-01-19T00:59:12Z,2980000,,,0,,D. Ayton REBOUND (Off:2 Def:6),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,301.0,8.0,6.0,2.0,,,,,,,,,,,,,,
303,PT01M56.00S,2020-01-19T00:59:20.3Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1629028,84.1819973718791,47.61795343137255,1610612756,40,50,2020-01-19T00:59:26Z,2990000,-12.0,96.0,1,right,MISS D. Ayton 10' jumpshot,[1629028],1610612756.0,PHX,turnaround,,,Ayton,D. Ayton,,,,,10.24,Missed,,,,,,,,,,,,,,,,,,,
304,PT01M54.00S,2020-01-19T00:59:22.3Z,2,REGULAR,rebound,offensive,[],1629059,,,1610612756,40,50,2020-01-19T00:59:26Z,3000000,,,0,,E. Okobo REBOUND (Off:1 Def:1),[1629059],1610612756.0,PHX,,,,Okobo,E. Okobo,,,,,,,,303.0,2.0,1.0,1.0,,,,,,,,,,,,,,
305,PT01M53.00S,2020-01-19T00:59:24.2Z,2,REGULAR,3pt,jumpshot,['2ndchance'],1628969,88.38699080157687,96.6375612745098,1610612756,40,53,2020-01-19T00:59:30Z,3010000,233.0,57.0,1,right,M. Bridges 24' 3PT  (10 PTS) (E. Okobo 1 AST),"[1628969, 1629059]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,24.14,Made,10.0,,,,,,,,,E. Okobo,1629059.0,1.0,,,,,,,
307,PT01M52.00S,2020-01-19T00:59:29.8Z,2,REGULAR,timeout,full,['team'],0,,,1610612738,40,53,2020-01-19T00:59:29Z,3030000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT01M52.00S,2020-01-19T01:00:51.9Z,2,REGULAR,substitution,out,[],1629059,,,1610612738,40,53,2020-01-19T01:00:58Z,3040000,,,0,,substitution out Okobo,[1629059],1610612756.0,PHX,,,,Okobo,E. Okobo,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT01M52.00S,2020-01-19T01:00:51.9Z,2,REGULAR,substitution,out,[],203967,,,1610612738,40,53,2020-01-19T01:00:58Z,3050000,,,0,,substitution out Saric,[203967],1610612756.0,PHX,,,,Saric,D. Saric,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT01M52.00S,2020-01-19T01:00:51.9Z,2,REGULAR,substitution,in,[],1628975,,,1610612738,40,53,2020-01-19T01:00:58Z,3060000,,,0,,substitution in Carter,[1628975],1610612756.0,PHX,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT01M52.00S,2020-01-19T01:00:51.9Z,2,REGULAR,substitution,in,[],201937,,,1610612738,40,53,2020-01-19T01:00:58Z,3070000,,,0,,substitution in Rubio,[201937],1610612756.0,PHX,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT01M37.00S,2020-01-19T01:01:15.5Z,2,REGULAR,3pt,jumpshot,[],203935,31.225361366622867,64.5297181372549,1610612738,43,53,2020-01-19T01:01:19Z,3080000,-73.0,241.0,1,left,M. Smart 26' 3PT  (14 PTS) (D. Theis 1 AST),"[203935, 1628464]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,25.7,Made,14.0,,,,,,,,,D. Theis,1628464.0,1.0,,,,,,,
314,PT01M19.00S,2020-01-19T01:01:34.0Z,2,REGULAR,2pt,dunk,['pointsinthepaint'],1629028,93.64323258869908,50.314031862745104,1610612756,43,53,2020-01-19T01:01:41Z,3100000,2.0,7.0,1,right,MISS D. Ayton dunk,[1629028],1610612756.0,PHX,alleyoop,,,Ayton,D. Ayton,,,,,1.29,Missed,,,,,,,,,,,,,,,,,,,
315,PT01M16.00S,2020-01-19T01:01:37.0Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,43,53,2020-01-19T01:01:41Z,3110000,,,0,,M. Smart REBOUND (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,314.0,2.0,2.0,0.0,,,,,,,,,,,,,,
316,PT01M12.00S,2020-01-19T01:01:41.0Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",202954,5.338370565045992,52.27481617647059,1610612738,43,53,2020-01-19T01:01:46Z,3120000,-11.0,-2.0,1,left,MISS B. Wanamaker layup,[202954],1610612738.0,BOS,running,,,Wanamaker,B. Wanamaker,,,,,1.18,Missed,,,,,,,,,,,,,,,,,,,
317,PT01M11.00S,2020-01-19T01:01:42.0Z,2,REGULAR,rebound,defensive,[],201937,,,1610612756,43,53,2020-01-19T01:01:46Z,3130000,,,0,,R. Rubio REBOUND (Off:0 Def:3),[201937],1610612756.0,PHX,,,,Rubio,R. Rubio,,,,,,,,316.0,3.0,3.0,0.0,,,,,,,,,,,,,,
318,PT01M03.00S,2020-01-19T01:01:53.8Z,2,REGULAR,foul,personal,['2freethrow'],202954,,,1610612756,43,53,2020-01-19T01:01:59Z,3140000,,,0,,B. Wanamaker FOUL personal (1 PF) (Booker 2freethrow),"[202954, 1626164]",1610612738.0,BOS,shooting,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,1626302.0,,,,,,1.0,0.0,Booker,1626164.0,
320,PT01M03.00S,2020-01-19T01:02:16.5Z,2,REGULAR,freethrow,1of2,[],1626164,,,1610612756,43,54,2020-01-19T01:02:16Z,3160000,,,0,,D. Booker freethrow 1of2 (18 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,Made,18.0,,,,,,,,,,,,,,,,,,
321,PT01M03.00S,2020-01-19T01:02:18.0Z,2,REGULAR,substitution,out,[],202954,,,1610612756,43,54,2020-01-19T01:02:21Z,3170000,,,0,,substitution out Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT01M03.00S,2020-01-19T01:02:18.0Z,2,REGULAR,substitution,in,[],1629750,,,1610612756,43,54,2020-01-19T01:02:21Z,3180000,,,0,,substitution in Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT01M03.00S,2020-01-19T01:02:32.5Z,2,REGULAR,freethrow,2of2,[],1626164,,,1610612756,43,55,2020-01-19T01:02:32Z,3190000,,,0,,D. Booker freethrow 2of2 (19 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,Made,19.0,,,,,,,,,,,,,,,,,,
324,PT00M47.10S,2020-01-19T01:02:50.8Z,2,REGULAR,3pt,jumpshot,[],203935,26.10052562417871,86.09834558823529,1610612738,46,55,2020-01-19T01:02:56Z,3200000,-180.0,193.0,1,left,M. Smart 27' 3PT  (17 PTS) (D. Theis 2 AST),"[203935, 1628464]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,26.81,Made,17.0,,,,,,,,,D. Theis,1628464.0,2.0,,,,,,,
326,PT00M39.10S,2020-01-19T01:03:01.2Z,2,REGULAR,3pt,jumpshot,[],1626164,73.80091984231275,82.421875,1610612756,46,58,2020-01-19T01:04:09Z,3220000,162.0,194.0,1,right,D. Booker 26' 3PT  (22 PTS),[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,25.69,Made,22.0,,,,,,,,,,,,,,,,,,
327,PT00M34.00S,2020-01-19T01:03:14.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626164,,,1610612738,46,58,2020-01-19T01:03:21Z,3230000,,,0,,D. Booker FOUL personal (2 PF) (Hayward inpenalty),"[1626164, 202330]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,101284.0,,,,,,2.0,0.0,Hayward,202330.0,
329,PT00M34.00S,2020-01-19T01:03:36.7Z,2,REGULAR,freethrow,1of2,[],202330,,,1610612738,47,58,2020-01-19T01:03:36Z,3250000,,,0,,G. Hayward freethrow 1of2 (6 PTS),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
330,PT00M34.00S,2020-01-19T01:03:38.3Z,2,REGULAR,substitution,out,[],1629750,,,1610612738,47,58,2020-01-19T01:03:43Z,3260000,,,0,,substitution out Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT00M34.00S,2020-01-19T01:03:38.3Z,2,REGULAR,substitution,in,[],1628400,,,1610612738,47,58,2020-01-19T01:03:43Z,3270000,,,0,,substitution in Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT00M34.00S,2020-01-19T01:03:59.4Z,2,REGULAR,freethrow,2of2,[],202330,,,1610612738,48,58,2020-01-19T01:03:59Z,3280000,,,0,,G. Hayward freethrow 2of2 (7 PTS),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
333,PT00M16.20S,2020-01-19T01:04:21.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628464,,,1610612756,48,58,2020-01-19T01:04:30Z,3290000,,,0,,D. Theis FOUL personal (1 PF) (Ayton inpenalty),"[1628464, 1629028]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,,101284.0,,,,,,1.0,0.0,Ayton,1629028.0,
335,PT00M16.20S,2020-01-19T01:04:47.4Z,2,REGULAR,freethrow,1of2,[],1629028,,,1610612756,48,59,2020-01-19T01:07:31Z,3310000,,,0,,D. Ayton freethrow 1of2 (10 PTS),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
340,PT00M16.20S,2020-01-19T01:04:47.4Z,2,REGULAR,freethrow,2of2,[],1629028,,,1610612756,48,60,2020-01-19T01:07:31Z,3315000,,,0,,D. Ayton freethrow 2of2 (11 PTS),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
336,PT00M16.20S,2020-01-19T01:04:48.0Z,2,REGULAR,substitution,out,[],1626164,,,1610612738,48,60,2020-01-19T01:07:31Z,3320000,,,0,,substitution out Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT00M16.20S,2020-01-19T01:04:48.0Z,2,REGULAR,substitution,out,[],1628969,,,1610612738,48,60,2020-01-19T01:07:31Z,3330000,,,0,,substitution out Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT00M16.20S,2020-01-19T01:04:48.0Z,2,REGULAR,substitution,in,[],1629059,,,1610612738,48,60,2020-01-19T01:07:31Z,3340000,,,0,,substitution in Okobo,[1629059],1610612756.0,PHX,,,,Okobo,E. Okobo,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT00M16.20S,2020-01-19T01:04:48.0Z,2,REGULAR,substitution,in,[],1627767,,,1610612738,48,60,2020-01-19T01:07:31Z,3350000,,,0,,substitution in Diallo,[1627767],1610612756.0,PHX,,,,Diallo,C. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT00M02.00S,2020-01-19T01:05:26.1Z,2,REGULAR,3pt,jumpshot,[],203935,30.699737187910642,74.57873774509804,1610612738,51,60,2020-01-19T01:06:19Z,3355000,-123.0,236.0,1,left,M. Smart 27' 3PT  (20 PTS),[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,27.11,Made,20.0,,,,,,,,,,,,,,,,,,
342,PT00M00.00S,2020-01-19T01:05:31.5Z,2,REGULAR,3pt,jumpshot,[],1629059,29.38567674113009,70.16697303921569,1610612756,51,60,2020-01-19T01:09:40Z,3380000,101.0,611.0,1,right,MISS E. Okobo 62' 3PT,[1629059],1610612756.0,PHX,running,,,Okobo,E. Okobo,,,,,62.5,Missed,,,,,,,,,,,,,,,,,,,
343,PT00M00.00S,2020-01-19T01:05:31.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612756,51,60,2020-01-19T01:09:40Z,3390000,,,0,,Team offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,342.0,,,,,,,,,,,,,,,,,
344,PT00M00.00S,2020-01-19T01:05:34.8Z,2,REGULAR,period,end,[],0,,,1610612756,51,60,2020-01-19T01:05:34Z,3400000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2020-01-19T01:20:31.1Z,3,REGULAR,substitution,out,['startperiod'],1628975,,,1610612756,51,60,2020-01-19T01:20:53Z,3410000,,,0,,substitution out Carter,[1628975],1610612756.0,PHX,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2020-01-19T01:20:31.1Z,3,REGULAR,substitution,out,['startperiod'],1629059,,,1610612756,51,60,2020-01-19T01:20:53Z,3420000,,,0,,substitution out Okobo,[1629059],1610612756.0,PHX,,,,Okobo,E. Okobo,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2020-01-19T01:20:31.1Z,3,REGULAR,substitution,out,['startperiod'],1627767,,,1610612756,51,60,2020-01-19T01:20:53Z,3430000,,,0,,substitution out Diallo,[1627767],1610612756.0,PHX,,,,Diallo,C. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2020-01-19T01:20:31.1Z,3,REGULAR,substitution,in,['startperiod'],203967,,,1610612756,51,60,2020-01-19T01:20:53Z,3440000,,,0,,substitution in Saric,[203967],1610612756.0,PHX,,,,Saric,D. Saric,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2020-01-19T01:20:31.1Z,3,REGULAR,substitution,in,['startperiod'],1628969,,,1610612756,51,60,2020-01-19T01:20:53Z,3450000,,,0,,substitution in Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT12M00.00S,2020-01-19T01:20:31.1Z,3,REGULAR,substitution,in,['startperiod'],1626164,,,1610612756,51,60,2020-01-19T01:20:53Z,3460000,,,0,,substitution in Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT12M00.00S,2020-01-19T01:20:53.3Z,3,REGULAR,period,start,[],0,,,1610612756,51,60,2020-01-19T01:20:54Z,3470000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT11M43.00S,2020-01-19T01:21:10.2Z,3,REGULAR,3pt,jumpshot,[],1628969,5.995400788436268,94.67677696078431,1610612756,51,63,2020-01-19T01:21:20Z,3480000,-223.0,4.0,1,left,M. Bridges 22' 3PT  (13 PTS) (R. Rubio 3 AST),"[1628969, 201937]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,22.36,Made,13.0,,,,,,,,,R. Rubio,201937.0,3.0,,,,,,,
354,PT11M21.00S,2020-01-19T01:21:31.1Z,3,REGULAR,2pt,layup,['pointsinthepaint'],203935,94.03745072273325,52.51991421568627,1610612738,53,63,2020-01-19T01:21:36Z,3500000,13.0,4.0,1,right,M. Smart layup (22 PTS),[203935],1610612738.0,BOS,drivingreverse,,,Smart,M. Smart,,,,,1.55,Made,22.0,,,,,,,,,,,,,,,,,,
355,PT11M12.00S,2020-01-19T01:21:40.2Z,3,REGULAR,2pt,jumpshot,[],1629028,20.844283837056505,37.32383578431372,1610612756,53,63,2020-01-19T01:22:21Z,3510000,63.0,143.0,1,left,MISS D. Ayton 16' jumpshot,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,16.18,Missed,,,,,,,,,,,,,,,,,,,
356,PT11M10.00S,2020-01-19T01:21:42.2Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,53,63,2020-01-19T01:21:48Z,3520000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,355.0,4.0,4.0,0.0,,,,,,,,,,,,,,
357,PT11M04.00S,2020-01-19T01:21:49.1Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",202330,94.30026281208936,48.353247549019606,1610612738,55,63,2020-01-19T01:21:56Z,3530000,-8.0,1.0,1,right,G. Hayward layup (9 PTS) (M. Smart 3 AST),"[202330, 203935]",1610612738.0,BOS,drivingreverse,,,Hayward,G. Hayward,,,,,1.05,Made,9.0,,,,,,,,,M. Smart,203935.0,3.0,,,,,,,
359,PT10M38.00S,2020-01-19T01:22:13.6Z,3,REGULAR,2pt,layup,['pointsinthepaint'],201937,5.995400788436268,47.86305147058824,1610612756,55,63,2020-01-19T01:22:21Z,3550000,11.0,4.0,1,left,MISS R. Rubio layup Blocked,"[201937, 1628464]",1610612756.0,PHX,drivingfingerroll,,,Rubio,R. Rubio,,,,,1.42,Missed,,,,,,,,,,,,,Theis,1628464.0,,,,,
