actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
630,PT02M50.00S,2020-01-19T02:12:31.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629750,,,1610612756,100,109,2020-01-19T02:12:39Z,6260000,,,0,,J. Green FOUL personal (2 PF) (Ayton inpenalty),"[1629750, 1629028]",1610612738.0,BOS,shooting,,,Green,J. Green,,,,,,,,,,,,,,,101284.0,,,,,,2.0,0.0,Ayton,1629028.0,
632,PT02M50.00S,2020-01-19T02:13:11.7Z,4,REGULAR,freethrow,1of2,[],1629028,,,1610612756,100,110,2020-01-19T02:13:11Z,6280000,,,0,,D. Ayton freethrow 1of2 (24 PTS),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,Made,24.0,,,,,,,,,,,,,,,,,,
633,PT02M50.00S,2020-01-19T02:13:24.6Z,4,REGULAR,freethrow,2of2,[],1629028,,,1610612756,100,111,2020-01-19T02:13:24Z,6290000,,,0,,D. Ayton freethrow 2of2 (25 PTS),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,Made,25.0,,,,,,,,,,,,,,,,,,
634,PT02M36.00S,2020-01-19T02:13:40.4Z,4,REGULAR,2pt,layup,['pointsinthepaint'],203935,92.06636005256242,56.196384803921575,1610612738,100,111,2020-01-19T02:13:47Z,6300000,31.0,22.0,1,right,MISS M. Smart layup Blocked,"[203935, 1628969]",1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,4.15,Missed,,,,,,,,,,,,,Bridges,1628969.0,,,,,
635,PT02M36.00S,2020-01-19T02:13:40.4Z,4,REGULAR,block,,[],1628969,,,1610612738,100,111,2020-01-19T02:13:42Z,6310000,,,0,,M. Bridges BLOCK (2 BLK),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT02M32.00S,2020-01-19T02:13:44.4Z,4,REGULAR,rebound,defensive,[],1628969,,,1610612756,100,111,2020-01-19T02:13:47Z,6320000,,,0,,M. Bridges REBOUND (Off:0 Def:3),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,634.0,3.0,3.0,0.0,,,,,,,,,,,,,,
637,PT02M13.00S,2020-01-19T02:14:02.6Z,4,REGULAR,3pt,jumpshot,[],201937,26.62614980289093,83.15716911764706,1610612756,100,114,2020-01-19T02:14:07Z,6330000,-166.0,198.0,1,left,R. Rubio 26' 3PT  (8 PTS) (D. Booker 9 AST),"[201937, 1626164]",1610612756.0,PHX,,,,Rubio,R. Rubio,,,,,26.23,Made,8.0,,,,,,,,,D. Booker,1626164.0,9.0,,,,,,,
639,PT02M04.00S,2020-01-19T02:14:13.9Z,4,REGULAR,foul,personal,['2freethrow'],203967,,,1610612738,100,114,2020-01-19T02:14:30Z,6350000,,,0,,D. Saric FOUL personal (3 PF) (Tatum 2freethrow),"[203967, 1628369]",1610612756.0,PHX,shooting,,,Saric,D. Saric,,,,,,,,,,,,,,,1626302.0,,,,,,3.0,0.0,Tatum,1628369.0,
641,PT02M04.00S,2020-01-19T02:14:43.8Z,4,REGULAR,freethrow,1of2,[],1628369,,,1610612738,101,114,2020-01-19T02:14:43Z,6370000,,,0,,J. Tatum freethrow 1of2 (20 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,20.0,,,,,,,,,,,,,,,,,,
642,PT02M04.00S,2020-01-19T02:14:46.3Z,4,REGULAR,substitution,out,[],1629750,,,1610612738,101,114,2020-01-19T02:14:50Z,6380000,,,0,,substitution out Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT02M04.00S,2020-01-19T02:14:46.3Z,4,REGULAR,substitution,in,[],1629682,,,1610612738,101,114,2020-01-19T02:14:50Z,6390000,,,0,,substitution in Waters,[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT02M04.00S,2020-01-19T02:15:07.2Z,4,REGULAR,freethrow,2of2,[],1628369,,,1610612738,102,114,2020-01-19T02:15:07Z,6400000,,,0,,J. Tatum freethrow 2of2 (21 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,21.0,,,,,,,,,,,,,,,,,,
645,PT01M48.00S,2020-01-19T02:15:25.8Z,4,REGULAR,turnover,badpass,[],201937,,,1610612756,102,114,2020-01-19T02:15:30Z,6410000,,,0,,R. Rubio TURNOVER badpass (5 TOV) Stolen,"[201937, 203935]",1610612756.0,PHX,,,,Rubio,R. Rubio,,,,,,,,,,,,5.0,Smart,203935.0,,,,,,,,,,,
646,PT01M48.00S,2020-01-19T02:15:25.8Z,4,REGULAR,steal,,[],203935,,,1610612738,102,114,2020-01-19T02:15:28Z,6420000,,,0,,M. Smart STEAL (4 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT01M47.00S,2020-01-19T02:15:34.1Z,4,REGULAR,foul,personal,['2freethrow'],1626164,,,1610612738,102,114,2020-01-19T02:16:55Z,6430000,,,0,,D. Booker FOUL personal (4 PF) (Hayward 2freethrow),"[1626164, 202330]",1610612756.0,PHX,clearpath,,,Booker,D. Booker,,,,,,,,,,,,,,,101284.0,,,,,,4.0,0.0,Hayward,202330.0,
649,PT01M47.00S,2020-01-19T02:15:55.2Z,4,REGULAR,instantreplay,request,[],0,,,1610612738,102,114,2020-01-19T02:16:37Z,6450000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,101284.0,,,,,,,,,,Clear Path - Supported Call
650,PT01M47.00S,2020-01-19T02:17:00.5Z,4,REGULAR,freethrow,1of2,['fromturnover'],202330,,,1610612738,103,114,2020-01-19T02:17:00Z,6460000,,,0,,G. Hayward clearpath freethrow 1of2 (21 PTS),[202330],1610612738.0,BOS,clearpath,,,Hayward,G. Hayward,,,,,,Made,21.0,,,,,,,,,,,,,,,,,,
651,PT01M47.00S,2020-01-19T02:17:10.2Z,4,REGULAR,freethrow,2of2,['fromturnover'],202330,,,1610612738,104,114,2020-01-19T02:17:10Z,6470000,,,0,,G. Hayward clearpath freethrow 2of2 (22 PTS),[202330],1610612738.0,BOS,clearpath,,,Hayward,G. Hayward,,,,,,Made,22.0,,,,,,,,,,,,,,,,,,
652,PT01M42.00S,2020-01-19T02:17:34.5Z,4,REGULAR,3pt,jumpshot,['fromturnover'],203935,75.24638633377135,11.34344362745098,1610612738,107,114,2020-01-19T02:18:23Z,6480000,-193.0,180.0,1,right,M. Smart 27' 3PT  (34 PTS) (J. Tatum 2 AST),"[203935, 1628369]",1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,26.8,Made,34.0,,,,,,,,,J. Tatum,1628369.0,2.0,,,,,,,
654,PT01M20.00S,2020-01-19T02:18:01.3Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1629028,7.703679369250986,52.51991421568627,1610612756,107,114,2020-01-19T02:19:05Z,6500000,-13.0,20.0,1,left,MISS D. Ayton layup,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,2.84,Missed,,,,,,,,,,,,,,,,,,,
655,PT01M18.00S,2020-01-19T02:18:03.3Z,4,REGULAR,rebound,defensive,[],202330,,,1610612738,107,114,2020-01-19T02:18:05Z,6510000,,,0,,G. Hayward REBOUND (Off:1 Def:6),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,654.0,7.0,6.0,1.0,,,,,,,,,,,,,,
656,PT01M16.00S,2020-01-19T02:18:12.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201937,,,1610612738,107,114,2020-01-19T02:18:26Z,6520000,,,0,,R. Rubio FOUL personal (1 PF) (Theis inpenalty),"[201937, 1628464]",1610612756.0,PHX,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,1626302.0,,,,,,1.0,0.0,Theis,1628464.0,
658,PT01M16.00S,2020-01-19T02:18:34.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,107,114,2020-01-19T02:19:49Z,6540000,,,0,,timeout full,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,PT01M16.00S,2020-01-19T02:18:41.4Z,4,REGULAR,instantreplay,challenge,[],0,,,1610612738,107,114,2020-01-19T02:19:48Z,6550000,,,0,,,[],1610612756.0,PHX,support,,,,,,,,,,,,,,,,,,,101284.0,,,,,,,,,,
661,PT01M16.00S,2020-01-19T02:20:28.1Z,4,REGULAR,freethrow,1of2,[],1628464,,,1610612738,108,114,2020-01-19T02:20:28Z,6570000,,,0,,D. Theis freethrow 1of2 (9 PTS),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
662,PT01M16.00S,2020-01-19T02:20:42.9Z,4,REGULAR,freethrow,2of2,[],1628464,,,1610612738,109,114,2020-01-19T02:20:42Z,6580000,,,0,,D. Theis freethrow 2of2 (10 PTS),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
663,PT01M05.00S,2020-01-19T02:20:55.9Z,4,REGULAR,3pt,jumpshot,[],1628969,30.17411300919842,24.823835784313726,1610612756,109,114,2020-01-19T02:21:05Z,6590000,126.0,231.0,1,left,MISS M. Bridges 27' 3PT,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,26.8,Missed,,,,,,,,,,,,,,,,,,,
664,PT01M02.00S,2020-01-19T02:20:58.9Z,4,REGULAR,rebound,defensive,[],203935,,,1610612738,109,114,2020-01-19T02:21:05Z,6600000,,,0,,M. Smart REBOUND (Off:0 Def:5),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,663.0,5.0,5.0,0.0,,,,,,,,,,,,,,
665,PT01M00.00S,2020-01-19T02:21:01.5Z,4,REGULAR,2pt,dunk,"['pointsinthepaint', 'fastbreak']",1628464,93.38042049934296,49.333639705882355,1610612738,111,114,2020-01-19T02:21:10Z,6610000,-3.0,10.0,1,right,D. Theis dunk (12 PTS) (M. Smart 7 AST),"[1628464, 203935]",1610612738.0,BOS,running,,,Theis,D. Theis,,,,,1.56,Made,12.0,,,,,,,,,M. Smart,203935.0,7.0,,,,,,,
667,PT00M37.60S,2020-01-19T02:21:26.8Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628969,13.61695137976347,53.50030637254902,1610612756,111,116,2020-01-19T02:21:49Z,6630000,-18.0,75.0,1,left,M. Bridges 8' jumpshot (26 PTS) (D. Saric 5 AST),"[1628969, 203967]",1610612756.0,PHX,fadeaway,,,Bridges,M. Bridges,,,,,8.29,Made,26.0,,,,,,,,,D. Saric,203967.0,5.0,,,,,,,
669,PT00M36.90S,2020-01-19T02:21:34.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,111,116,2020-01-19T02:21:34Z,6650000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,PT00M36.90S,2020-01-19T02:22:45.6Z,4,REGULAR,substitution,out,[],203967,,,1610612738,111,116,2020-01-19T02:22:51Z,6660000,,,0,,substitution out Saric,[203967],1610612756.0,PHX,,,,Saric,D. Saric,,,,,,,,,,,,,,,,,,,,,,,,,
671,PT00M36.90S,2020-01-19T02:22:45.6Z,4,REGULAR,substitution,in,[],1628975,,,1610612738,111,116,2020-01-19T02:22:51Z,6670000,,,0,,substitution in Carter,[1628975],1610612756.0,PHX,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
672,PT00M35.10S,2020-01-19T02:23:15.4Z,4,REGULAR,2pt,layup,['pointsinthepaint'],202330,91.01511169513797,54.48069852941176,1610612738,111,116,2020-01-19T02:23:25Z,6680000,22.0,32.0,1,right,MISS G. Hayward layup,[202330],1610612738.0,BOS,alleyoop,,,Hayward,G. Hayward,,,,,4.37,Missed,,,,,,,,,,,,,,,,,,,
673,PT00M34.40S,2020-01-19T02:23:16.1Z,4,REGULAR,rebound,defensive,[],1626164,,,1610612756,111,116,2020-01-19T02:23:25Z,6690000,,,0,,D. Booker REBOUND (Off:0 Def:10),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,672.0,10.0,10.0,0.0,,,,,,,,,,,,,,
674,PT00M34.40S,2020-01-19T02:23:20.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202330,,,1610612756,111,116,2020-01-19T02:23:32Z,6700000,,,0,,G. Hayward FOUL personal (2 PF) (Booker inpenalty),"[202330, 1626164]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,1626302.0,,,,,,2.0,0.0,Booker,1626164.0,
676,PT00M34.40S,2020-01-19T02:23:52.1Z,4,REGULAR,freethrow,1of2,[],1626164,,,1610612756,111,117,2020-01-19T02:23:52Z,6720000,,,0,,D. Booker freethrow 1of2 (34 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,Made,34.0,,,,,,,,,,,,,,,,,,
677,PT00M34.40S,2020-01-19T02:24:05.4Z,4,REGULAR,freethrow,2of2,[],1626164,,,1610612756,111,118,2020-01-19T02:24:05Z,6730000,,,0,,D. Booker freethrow 2of2 (35 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,Made,35.0,,,,,,,,,,,,,,,,,,
678,PT00M28.40S,2020-01-19T02:24:18.3Z,4,REGULAR,3pt,jumpshot,['fastbreak'],203935,69.64520367936925,73.13112745098039,1610612738,114,118,2020-01-19T02:24:27Z,6740000,116.0,233.0,1,right,M. Smart 26' 3PT  (37 PTS),[203935],1610612738.0,BOS,runningpullup,,,Smart,M. Smart,,,,,26.49,Made,37.0,,,,,,,,,,,,,,,,,,
679,PT00M24.70S,2020-01-19T02:24:35.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612756,114,118,2020-01-19T02:24:48Z,6750000,,,0,,M. Smart FOUL personal (3 PF) (Booker inpenalty),"[203935, 1626164]",1610612738.0,BOS,take,,,Smart,M. Smart,,,,,,,,,,,,,,,1627529.0,,,,,,3.0,0.0,Booker,1626164.0,
681,PT00M24.70S,2020-01-19T02:25:03.0Z,4,REGULAR,freethrow,1of2,[],1626164,,,1610612756,114,119,2020-01-19T02:25:03Z,6770000,,,0,,D. Booker freethrow 1of2 (36 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,Made,36.0,,,,,,,,,,,,,,,,,,
682,PT00M24.70S,2020-01-19T02:25:15.2Z,4,REGULAR,freethrow,2of2,[],1626164,,,1610612756,114,120,2020-01-19T02:25:15Z,6780000,,,0,,D. Booker freethrow 2of2 (37 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,Made,37.0,,,,,,,,,,,,,,,,,,
683,PT00M19.50S,2020-01-19T02:25:23.3Z,4,REGULAR,3pt,jumpshot,[],203935,68.28186596583443,66.73560049019608,1610612738,114,120,2020-01-19T02:25:47Z,6790000,84.0,246.0,1,right,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,26.48,Missed,,,,,,,,,,,,,,,,,,,
684,PT00M16.40S,2020-01-19T02:25:26.4Z,4,REGULAR,rebound,offensive,[],1628464,,,1610612738,114,120,2020-01-19T02:25:33Z,6800000,,,0,,D. Theis REBOUND (Off:1 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,683.0,3.0,2.0,1.0,,,,,,,,,,,,,,
685,PT00M14.30S,2020-01-19T02:25:33.8Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612738,114,120,2020-01-19T02:25:33Z,6810000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,PT00M09.90S,2020-01-19T02:26:17.7Z,4,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1628369,93.9060446780552,47.372855392156865,1610612738,116,120,2020-01-19T02:26:22Z,6820000,-13.0,5.0,1,right,J. Tatum layup (23 PTS) (D. Theis 3 AST),"[1628369, 1628464]",1610612738.0,BOS,drivingfingerroll,,,Tatum,J. Tatum,,,,,1.67,Made,23.0,,,,,,,,,D. Theis,1628464.0,3.0,,,,,,,
688,PT00M09.00S,2020-01-19T02:26:22.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628464,,,1610612756,116,120,2020-01-19T02:26:29Z,6840000,,,0,,D. Theis FOUL personal (3 PF) (Ayton inpenalty),"[1628464, 1629028]",1610612738.0,BOS,take,,,Theis,D. Theis,,,,,,,,,,,,,,,101284.0,,,,,,3.0,0.0,Ayton,1629028.0,
690,PT00M09.00S,2020-01-19T02:26:53.6Z,4,REGULAR,freethrow,1of2,[],1629028,,,1610612756,116,121,2020-01-19T02:26:53Z,6860000,,,0,,D. Ayton freethrow 1of2 (26 PTS),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,Made,26.0,,,,,,,,,,,,,,,,,,
691,PT00M09.00S,2020-01-19T02:26:53.6Z,4,REGULAR,freethrow,2of2,[],1629028,,,1610612756,116,121,2020-01-19T02:27:17Z,6870000,,,0,,MISS D. Ayton freethrow 2of2,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,Missed,,,,,,,,,,,,,,,,,,,
692,PT00M08.70S,2020-01-19T02:26:53.9Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,116,121,2020-01-19T02:27:42Z,6880000,,,0,,J. Tatum REBOUND (Off:1 Def:9),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,691.0,10.0,9.0,1.0,,,,,,,,,,,,,,
693,PT00M08.60S,2020-01-19T02:27:12.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,116,121,2020-01-19T02:27:12Z,6890000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,PT00M05.50S,2020-01-19T02:28:49.1Z,4,REGULAR,3pt,jumpshot,[],1628369,74.06373193166885,82.421875,1610612738,119,121,2020-01-19T02:29:28Z,6900000,162.0,191.0,1,right,J. Tatum 26' 3PT  (26 PTS) (M. Smart 8 AST),"[1628369, 203935]",1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,25.5,Made,26.0,,,,,,,,,M. Smart,203935.0,8.0,,,,,,,
696,PT00M04.80S,2020-01-19T02:28:58.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612756,119,121,2020-01-19T02:28:58Z,6920000,,,0,,timeout full,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,PT00M04.80S,2020-01-19T02:29:52.3Z,4,REGULAR,substitution,out,[],1629682,,,1610612756,119,121,2020-01-19T02:30:16Z,6930000,,,0,,substitution out Waters,[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,,,,
698,PT00M04.80S,2020-01-19T02:29:52.3Z,4,REGULAR,substitution,out,[],1628975,,,1610612756,119,121,2020-01-19T02:30:16Z,6940000,,,0,,substitution out Carter,[1628975],1610612756.0,PHX,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
699,PT00M04.80S,2020-01-19T02:29:52.3Z,4,REGULAR,substitution,in,[],1629684,,,1610612756,119,121,2020-01-19T02:30:16Z,6950000,,,0,,substitution in Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
700,PT00M04.80S,2020-01-19T02:29:52.3Z,4,REGULAR,substitution,in,[],203967,,,1610612756,119,121,2020-01-19T02:30:16Z,6960000,,,0,,substitution in Saric,[203967],1610612756.0,PHX,,,,Saric,D. Saric,,,,,,,,,,,,,,,,,,,,,,,,,
701,PT00M04.40S,2020-01-19T02:30:36.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612756,119,121,2020-01-19T02:31:02Z,6970000,,,0,,M. Smart FOUL personal (4 PF) (Booker inpenalty),"[203935, 1626164]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,101284.0,,,,,,4.0,0.0,Booker,1626164.0,
703,PT00M04.40S,2020-01-19T02:31:04.3Z,4,REGULAR,instantreplay,request,[],0,,,1610612756,119,121,2020-01-19T02:32:09Z,6990000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,101284.0,,,,,,,,,,Off-Ball - Foul Occurred After Inbounds
704,PT00M04.40S,2020-01-19T02:33:25.1Z,4,REGULAR,freethrow,1of2,[],1626164,,,1610612756,119,122,2020-01-19T02:33:25Z,7000000,,,0,,D. Booker freethrow 1of2 (38 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,Made,38.0,,,,,,,,,,,,,,,,,,
705,PT00M04.40S,2020-01-19T02:33:25.6Z,4,REGULAR,substitution,out,[],203967,,,1610612756,119,122,2020-01-19T02:33:30Z,7010000,,,0,,substitution out Saric,[203967],1610612756.0,PHX,,,,Saric,D. Saric,,,,,,,,,,,,,,,,,,,,,,,,,
706,PT00M04.40S,2020-01-19T02:33:25.6Z,4,REGULAR,substitution,in,[],1628975,,,1610612756,119,122,2020-01-19T02:33:30Z,7020000,,,0,,substitution in Carter,[1628975],1610612756.0,PHX,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
707,PT00M04.40S,2020-01-19T02:33:38.7Z,4,REGULAR,freethrow,2of2,[],1626164,,,1610612756,119,123,2020-01-19T02:33:38Z,7030000,,,0,,D. Booker freethrow 2of2 (39 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,Made,39.0,,,,,,,,,,,,,,,,,,
708,PT00M00.10S,2020-01-19T02:33:48.6Z,4,REGULAR,3pt,jumpshot,[],203935,61.84296977660972,48.10814950980392,1610612738,119,123,2020-01-19T02:34:52Z,7040000,-9.0,306.0,1,right,MISS M. Smart 31' 3PT,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,31.18,Missed,,,,,,,,,,,,,,,,,,,
709,PT00M00.10S,2020-01-19T02:33:48.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,119,123,2020-01-19T02:33:55Z,7050000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,708.0,,,,,,,,,,,,,,,,,
710,PT00M00.00S,2020-01-19T02:33:51.7Z,4,REGULAR,period,end,[],0,,,1610612738,119,123,2020-01-19T02:33:51Z,7060000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,PT00M00.00S,2020-01-19T02:35:04.3Z,4,REGULAR,memo,,[],0,,,1610612738,119,123,2020-01-19T02:35:04Z,7070000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Smart, BOS - Career High Points. (37)"
712,PT00M00.00S,2020-01-19T02:35:23.2Z,4,REGULAR,game,end,[],0,,,0,119,123,2020-01-19T02:35:23Z,7080000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
