actionNumber,clock,timeActual,period,periodType,actionType,subType,descriptor,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,side,description,personIdsFilter,teamId,teamTricode,isFieldGoal,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,jumpBallRecoveredName,jumpBallRecoveredPersonId,pointsTotal,shotResult,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotActionNumber,assistPlayerName,assistPersonId,assistTotal,foulDrawnPlayerName,foulDrawnPersonId,foulPersonalTotal,foulTechnicalTotal,officialId,turnoverTotal,blockPersonId,blockPlayerName,stealPlayerName,stealPersonId,stealTotal
109,PT02M58.00S,2020-08-19T23:06:17Z,1,REGULAR,foul,personal,,[],1629684,,,1610612755,16,27,2020-08-19T23:06:24,1080000,-150,63,right,Williams P.FOUL (P1.T4),"[1629684, 203954]",1610612738,BOS,0,Williams,G. Williams,,,,,,,,,,,,,,,,,Embiid,203954.0,1.0,0.0,101284.0,,,,,,
112,PT02M52.00S,2020-08-19T23:06:48Z,1,REGULAR,2pt,jumpshot,,[],203954,74.85,40.51,1610612755,16,29,2020-08-19T23:06:51,1100000,-47,184,right,Embiid 19' Jump Shot (11 PTS) (Neto 2 AST),"[203954, 203526]",1610612755,PHI,1,Embiid,J. Embiid,,,,,,,11.0,Made,18.99,,,,,Neto,203526.0,2.0,,,,,,,,,,,
114,PT02M39.00S,2020-08-19T23:07:00Z,1,REGULAR,2pt,dunk,cutting,['pointsinthepaint'],1627759,5.73,50.56,1610612738,18,29,2020-08-19T23:07:04,1120000,-3,1,left,Brown Cutting Dunk Shot (6 PTS) (Tatum 1 AST),"[1627759, 1628369]",1610612738,BOS,1,Brown,J. Brown,,,,,,,6.0,Made,0.32,,,,,Tatum,1628369.0,1.0,,,,,,,,,,,
116,PT02M13.00S,2020-08-19T23:07:26Z,1,REGULAR,2pt,jumpshot,,[],203954,87.47,19.43,1610612755,18,31,2020-08-19T23:07:29,1140000,-153,65,right,Embiid 17' Jump Shot (13 PTS) (Neto 3 AST),"[203954, 203526]",1610612755,PHI,1,Embiid,J. Embiid,,,,,,,13.0,Made,16.62,,,,,Neto,203526.0,3.0,,,,,,,,,,,
118,PT01M59.00S,2020-08-19T23:07:40Z,1,REGULAR,3pt,jumpshot,,[],1627759,24.52,88.55,1610612738,21,31,2020-08-19T23:07:44,1160000,-193,178,left,Brown 26' 3PT Jump Shot (9 PTS) (Kanter 1 AST),"[1627759, 202683]",1610612738,BOS,1,Brown,J. Brown,,,,,,,9.0,Made,26.26,,,,,Kanter,202683.0,1.0,,,,,,,,,,,
120,PT01M35.00S,2020-08-19T23:08:04Z,1,REGULAR,2pt,jumpshot,pullup,[],1626196,76.82,59.87,1610612755,21,31,2020-08-19T23:08:18,1180000,49,165,right,MISS Richardson 17' Pullup Jump Shot,[1626196],1610612755,PHI,1,Richardson,J. Richardson,,,,,,,0.0,Missed,17.21,,,,,,,,,,,,,,,,,,
121,PT01M34.00S,2020-08-19T23:08:05Z,1,REGULAR,rebound,offensive,,[],1626196,,,1610612755,21,31,2020-08-19T23:08:35,1190000,49,165,right,Richardson REBOUND (Off:1 Def:1),[1626196],1610612755,PHI,0,Richardson,J. Richardson,,,,,,,,,,2.0,1.0,1.0,120.0,,,,,,,,,,,,,,
122,PT01M30.00S,2020-08-19T23:08:09Z,1,REGULAR,3pt,jumpshot,,['2ndchance'],203526,69.73,19.68,1610612755,21,31,2020-08-19T23:08:23,1200000,-152,232,right,MISS Neto 28' 3PT Jump Shot,[203526],1610612755,PHI,1,Neto,R. Neto,,,,,,,0.0,Missed,27.74,,,,,,,,,,,,,,,,,,
123,PT01M29.00S,2020-08-19T23:08:10Z,1,REGULAR,rebound,defensive,,[],1629684,,,1610612738,21,31,2020-08-19T23:08:38,1210000,-152,232,right,Williams REBOUND (Off:0 Def:1),[1629684],1610612738,BOS,0,Williams,G. Williams,,,,,,,,,,1.0,1.0,0.0,122.0,,,,,,,,,,,,,,
126,PT01M15.00S,2020-08-19T23:08:24Z,1,REGULAR,3pt,jumpshot,,[],1628369,28.73,79.97,1610612738,24,31,2020-08-19T23:08:29,1220000,-150,218,left,Tatum 26' 3PT Jump Shot (8 PTS),[1628369],1610612738,BOS,1,Tatum,J. Tatum,,,,,,,8.0,Made,26.46,,,,,,,,,,,,,,,,,,
127,PT00M52.90S,2020-08-19T23:08:48Z,1,REGULAR,2pt,jumpshot,,[],203954,84.97,22.86,1610612755,24,33,2020-08-19T23:08:51,1230000,-136,89,right,Embiid 16' Jump Shot (15 PTS),[203954],1610612755,PHI,1,Embiid,J. Embiid,,,,,,,15.0,Made,16.25,,,,,,,,,,,,,,,,,,
128,PT00M43.00S,2020-08-19T23:09:02Z,1,REGULAR,2pt,jumpshot,,[],202683,23.08,47.62,1610612738,24,33,2020-08-19T23:09:06,1240000,12,164,left,MISS Kanter 16' Jump Shot,[202683],1610612738,BOS,1,Kanter,E. Kanter,,,,,,,0.0,Missed,16.44,,,,,,,,,,,,,,,,,,
129,PT00M42.90S,2020-08-19T23:09:02Z,1,REGULAR,rebound,defensive,,[],1629680,,,1610612755,24,33,2020-08-19T23:09:11,1250000,12,164,left,Thybulle REBOUND (Off:0 Def:1),[1629680],1610612755,PHI,0,Thybulle,M. Thybulle,,,,,,,,,,1.0,1.0,0.0,128.0,,,,,,,,,,,,,,
130,PT00M33.70S,2020-08-19T23:09:12Z,1,REGULAR,3pt,jumpshot,pullup,[],203954,68.02,68.21,1610612755,24,33,2020-08-19T23:09:15,1260000,91,248,right,MISS Embiid 26' 3PT Pullup Jump Shot,[203954],1610612755,PHI,1,Embiid,J. Embiid,,,,,,,0.0,Missed,26.42,,,,,,,,,,,,,,,,,,
131,PT00M32.70S,2020-08-19T23:09:13Z,1,REGULAR,rebound,defensive,,[],1629684,,,1610612738,24,33,2020-08-19T23:09:20,1270000,91,248,right,Williams REBOUND (Off:0 Def:2),[1629684],1610612738,BOS,0,Williams,G. Williams,,,,,,,,,,2.0,2.0,0.0,130.0,,,,,,,,,,,,,,
132,PT00M22.60S,2020-08-19T23:09:26Z,1,REGULAR,foul,personal,,[],1626196,,,1610612738,24,33,2020-08-19T23:09:32,1280000,-71,215,left,Richardson P.FOUL (P2.T3),"[1626196, 1629684]",1610612755,PHI,0,Richardson,J. Richardson,,,,,,,,,,,,,,,,,Williams,1629684.0,2.0,0.0,101284.0,,,,,,
134,PT00M22.60S,2020-08-19T23:09:40Z,1,REGULAR,substitution,out,,[],1626196,,,1610612738,24,33,0001-01-01T00:00:00,1300000,0,-80,,SUB: Harris FOR Richardson,[1626196],1610612755,PHI,0,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT00M08.50S,2020-08-19T23:10:14Z,1,REGULAR,3pt,jumpshot,pullupbank,[],1628369,38.72,50.56,1610612738,27,33,2020-08-19T23:14:04,1320000,-3,311,left,Tatum 31' 3PT Pullup Jump Shot (11 PTS),[1628369],1610612738,BOS,1,Tatum,J. Tatum,,,,,,,11.0,Made,31.1,,,,,,,,,,,,,,,,,,
137,PT00M00.00S,2020-08-19T23:10:28Z,1,REGULAR,2pt,jumpshot,drivingfloating,[],202699,84.31,66.98,1610612755,27,33,2020-08-19T23:10:37,1330000,85,95,right,MISS Harris 13' Driving Floating Jump Shot,[202699],1610612755,PHI,1,Harris,T. Harris,,,,,,,0.0,Missed,12.75,,,,,,,,,,,,,,,,,,
138,PT00M00.00S,2020-08-19T23:10:30Z,1,REGULAR,rebound,offensive,,['team'],0,,,1610612755,27,33,0001-01-01T00:00:00,1340000,85,95,right,76ers Rebound,[],1610612755,PHI,0,,,,,,,,,,,,0.0,0.0,0.0,137.0,,,,,,,,,,,,,,
139,PT00M00.00S,2020-08-19T23:11:11Z,1,REGULAR,period,end,,[],0,,,1610612755,27,33,0001-01-01T00:00:00,1350000,0,-80,,End of 1st Period (7:12 PM EST),[],0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2020-08-19T23:13:34Z,2,REGULAR,substitution,out,,['startperiod'],1627759,,,1610612755,27,33,0001-01-01T00:00:00,1360000,0,-80,,,[1627759],1610612738,BOS,0,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2020-08-19T23:14:07Z,2,REGULAR,period,start,,[],0,,,1610612755,27,33,0001-01-01T00:00:00,1380000,0,-80,,Start of 2nd Period (7:14 PM EST),[],0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT11M48.00S,2020-08-19T23:14:18Z,2,REGULAR,2pt,layup,driving,['pointsinthepaint'],203526,92.46,52.52,1610612755,27,35,2020-08-19T23:14:22,1390000,13,18,right,Neto 2' Driving Layup (2 PTS),[203526],1610612755,PHI,1,Neto,R. Neto,,,,,,,2.0,Made,2.22,,,,,,,,,,,,,,,,,,
146,PT11M24.00S,2020-08-19T23:14:45Z,2,REGULAR,stoppage,outofbounds,,[],0,,,1610612738,27,35,0001-01-01T00:00:00,1400000,0,-80,,,[],0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT11M20.00S,2020-08-19T23:15:04Z,2,REGULAR,3pt,jumpshot,,[],202683,30.83,27.52,1610612738,30,35,2020-08-19T23:15:08,1410000,112,237,left,Kanter 26' 3PT Jump Shot (3 PTS) (Williams 1 AST),"[202683, 1629684]",1610612738,BOS,1,Kanter,E. Kanter,,,,,,,3.0,Made,26.21,,,,,Williams,1629684.0,1.0,,,,,,,,,,,
148,PT10M59.00S,2020-08-19T23:15:27Z,2,REGULAR,foul,personal,shooting,['2freethrow'],202683,,,1610612755,30,35,2020-08-19T23:15:36,1420000,2,52,right,Kanter S.FOUL (P1.T1),"[202683, 203954]",1610612738,BOS,0,Kanter,E. Kanter,,,,,,,,,,,,,,,,,Embiid,203954.0,1.0,0.0,101284.0,,,,,,
151,PT10M59.00S,2020-08-19T23:16:16Z,2,REGULAR,freethrow,1of2,,[],203954,,,1610612755,30,36,2020-08-19T23:16:36,1440000,-250,888,right,Embiid Free Throw 1 of 2 (16 PTS),[203954],1610612755,PHI,0,Embiid,J. Embiid,,,,,,,16.0,Made,,,,,,,,,,,,,,,,,,,
152,PT10M59.00S,2020-08-19T23:16:16Z,2,REGULAR,freethrow,2of2,,[],203954,,,1610612755,30,36,2020-08-19T23:16:36,1450000,-250,888,right,MISS Embiid Free Throw 2 of 2,[203954],1610612755,PHI,0,Embiid,J. Embiid,,,,,,,16.0,Missed,,,,,,,,,,,,,,,,,,,
153,PT10M59.00S,2020-08-19T23:16:16Z,2,REGULAR,rebound,defensive,,[],1628369,,,1610612738,30,36,2020-08-19T23:16:40,1460000,-250,888,right,Tatum REBOUND (Off:1 Def:3),[1628369],1610612738,BOS,0,Tatum,J. Tatum,,,,,,,,,,4.0,3.0,1.0,152.0,,,,,,,,,,,,,,
154,PT10M45.00S,2020-08-19T23:16:48Z,2,REGULAR,3pt,jumpshot,pullup,[],1628369,22.42,9.14,1610612738,33,36,2020-08-19T23:16:51,1470000,204,158,left,Tatum 26' 3PT Pullup Jump Shot (14 PTS) (Wanamaker 2 AST),"[1628369, 202954]",1610612738,BOS,1,Tatum,J. Tatum,,,,,,,14.0,Made,25.8,,,,,Wanamaker,202954.0,2.0,,,,,,,,,,,
156,PT10M21.00S,2020-08-19T23:17:12Z,2,REGULAR,2pt,jumpshot,drivingfloating,['pointsinthepaint'],203954,80.5,41.0,1610612755,33,36,2020-08-19T23:17:18,1490000,-45,131,right,MISS Embiid 14' Driving Floating Jump Shot,[203954],1610612755,PHI,1,Embiid,J. Embiid,,,,,,,0.0,Missed,13.85,,,,,,,,,,,,,,,,,,
157,PT10M20.00S,2020-08-19T23:17:13Z,2,REGULAR,rebound,defensive,,[],202683,,,1610612738,33,36,2020-08-19T23:17:21,1500000,-45,131,right,Kanter REBOUND (Off:0 Def:1),[202683],1610612738,BOS,0,Kanter,E. Kanter,,,,,,,,,,1.0,1.0,0.0,156.0,,,,,,,,,,,,,,
158,PT10M08.00S,2020-08-19T23:17:26Z,2,REGULAR,2pt,jumpshot,drivingfloating,['pointsinthepaint'],1628369,17.82,55.46,1610612738,33,36,2020-08-19T23:17:28,1510000,-27,115,left,MISS Tatum 12' Driving Floating Jump Shot,[1628369],1610612738,BOS,1,Tatum,J. Tatum,,,,,,,0.0,Missed,11.81,,,,,,,,,,,,,,,,,,
159,PT10M07.00S,2020-08-19T23:17:27Z,2,REGULAR,rebound,defensive,,[],203954,,,1610612755,33,36,2020-08-19T23:17:31,1520000,-27,115,left,Embiid REBOUND (Off:0 Def:4),[203954],1610612755,PHI,0,Embiid,J. Embiid,,,,,,,,,,4.0,4.0,0.0,158.0,,,,,,,,,,,,,,
160,PT09M56.00S,2020-08-19T23:17:38Z,2,REGULAR,2pt,jumpshot,stepback,[],202699,77.61,35.61,1610612755,33,36,2020-08-19T23:17:42,1530000,-72,158,right,MISS Harris 17' Step Back Jump Shot,[202699],1610612755,PHI,1,Harris,T. Harris,,,,,,,0.0,Missed,17.36,,,,,,,,,,,,,,,,,,
161,PT09M55.00S,2020-08-19T23:17:39Z,2,REGULAR,rebound,defensive,,[],1629684,,,1610612738,33,36,2020-08-19T23:17:45,1540000,-72,158,right,Williams REBOUND (Off:0 Def:3),[1629684],1610612738,BOS,0,Williams,G. Williams,,,,,,,,,,3.0,3.0,0.0,160.0,,,,,,,,,,,,,,
162,PT09M41.00S,2020-08-19T23:17:54Z,2,REGULAR,2pt,layup,cutting,['pointsinthepaint'],202683,7.05,45.66,1610612738,35,36,2020-08-19T23:17:59,1550000,22,14,left,Kanter 3' Cutting Layup Shot (5 PTS) (Wanamaker 3 AST),"[202683, 202954]",1610612738,BOS,1,Kanter,E. Kanter,,,,,,,5.0,Made,2.61,,,,,Wanamaker,202954.0,3.0,,,,,,,,,,,
164,PT09M41.00S,2020-08-19T23:17:56Z,2,REGULAR,foul,personal,shooting,['1freethrow'],203954,,,1610612738,35,36,2020-08-19T23:18:37,1570000,22,14,left,Embiid S.FOUL (P1.T1),"[203954, 202683]",1610612755,PHI,0,Embiid,J. Embiid,,,,,,,,,,,,,,,,,Kanter,202683.0,1.0,0.0,200832.0,,,,,,
166,PT09M41.00S,2020-08-19T23:18:38Z,2,REGULAR,freethrow,1of1,,[],202683,,,1610612738,35,36,2020-08-19T23:18:39,1590000,250,-52,left,MISS Kanter Free Throw 1 of 1,[202683],1610612738,BOS,0,Kanter,E. Kanter,,,,,,,5.0,Missed,,,,,,,,,,,,,,,,,,,
167,PT09M41.00S,2020-08-19T23:18:38Z,2,REGULAR,rebound,defensive,,[],203954,,,1610612755,35,36,2020-08-19T23:18:43,1600000,250,-52,left,Embiid REBOUND (Off:0 Def:5),[203954],1610612755,PHI,0,Embiid,J. Embiid,,,,,,,,,,5.0,5.0,0.0,166.0,,,,,,,,,,,,,,
168,PT09M26.00S,2020-08-19T23:18:51Z,2,REGULAR,2pt,jumpshot,turnaroundbank,['pointsinthepaint'],202699,88.91,56.44,1610612755,35,36,2020-08-19T23:18:55,1610000,32,52,right,MISS Harris 6' Turnaround Fadeaway Bank Jump Shot,[202699],1610612755,PHI,1,Harris,T. Harris,,,,,,,0.0,Missed,6.11,,,,,,,,,,,,,,,,,,
169,PT09M25.00S,2020-08-19T23:18:52Z,2,REGULAR,rebound,defensive,,[],202683,,,1610612738,35,36,2020-08-19T23:18:57,1620000,32,52,right,Kanter REBOUND (Off:0 Def:2),[202683],1610612738,BOS,0,Kanter,E. Kanter,,,,,,,,,,2.0,2.0,0.0,168.0,,,,,,,,,,,,,,
170,PT09M11.00S,2020-08-19T23:19:05Z,2,REGULAR,2pt,layup,drivingreverse,['pointsinthepaint'],202954,7.05,48.11,1610612738,37,36,2020-08-19T23:19:10,1630000,9,14,left,Wanamaker 2' Driving Reverse Layup (2 PTS) (Tatum 2 AST),"[202954, 1628369]",1610612738,BOS,1,Wanamaker,B. Wanamaker,,,,,,,2.0,Made,1.66,,,,,Tatum,1628369.0,2.0,,,,,,,,,,,
172,PT08M54.00S,2020-08-19T23:19:23Z,2,REGULAR,2pt,jumpshot,,[],201143,85.36,74.82,1610612755,37,36,2020-08-19T23:19:26,1650000,124,85,right,MISS Horford 15' Jump Shot,[201143],1610612755,PHI,1,Horford,A. Horford,,,,,,,0.0,Missed,15.03,,,,,,,,,,,,,,,,,,
173,PT08M53.00S,2020-08-19T23:19:24Z,2,REGULAR,rebound,defensive,,[],202683,,,1610612738,37,36,2020-08-19T23:19:29,1660000,124,85,right,Kanter REBOUND (Off:0 Def:3),[202683],1610612738,BOS,0,Kanter,E. Kanter,,,,,,,,,,3.0,3.0,0.0,172.0,,,,,,,,,,,,,,
174,PT08M42.00S,2020-08-19T23:19:34Z,2,REGULAR,3pt,jumpshot,pullup,[],1628369,32.8,62.32,1610612738,40,36,2020-08-19T23:19:39,1670000,-62,256,left,Tatum 26' 3PT Pullup Jump Shot (17 PTS),[1628369],1610612738,BOS,1,Tatum,J. Tatum,,,,,,,17.0,Made,26.34,,,,,,,,,,,,,,,,,,
175,PT08M41.00S,2020-08-19T23:19:39Z,2,REGULAR,timeout,full,,"['team', 'mandatory']",0,,,1610612755,40,36,0001-01-01T00:00:00,1680000,0,-80,,76ers Timeout: Regular (Reg.2 Short 0),[],1610612755,PHI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT08M41.00S,2020-08-19T23:22:00Z,2,REGULAR,substitution,out,,[],203526,,,1610612755,40,36,0001-01-01T00:00:00,1690000,0,-80,,SUB: Burks FOR Neto,[203526],1610612755,PHI,0,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT08M26.00S,2020-08-19T23:23:32Z,2,REGULAR,2pt,jumpshot,stepback,[],203954,89.44,30.71,1610612755,40,36,2020-08-19T23:24:54,1710000,-96,47,right,MISS Embiid 11' Step Back Jump Shot,[203954],1610612755,PHI,1,Embiid,J. Embiid,,,,,,,0.0,Missed,10.69,,,,,,,,,,,,,,,,,,
179,PT08M23.00S,2020-08-19T23:23:35Z,2,REGULAR,rebound,offensive,,['team'],0,,,1610612755,40,36,2020-08-19T23:23:41,1720000,-96,47,right,76ers Rebound,[],1610612755,PHI,0,,,,,,,,,,,,0.0,0.0,0.0,178.0,,,,,,,,,,,,,,
180,PT08M23.00S,2020-08-19T23:23:38Z,2,REGULAR,stoppage,outofbounds,,[],0,,,1610612755,40,36,0001-01-01T00:00:00,1730000,0,-80,,,[],0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT08M15.00S,2020-08-19T23:24:01Z,2,REGULAR,3pt,jumpshot,,['2ndchance'],202692,72.62,81.93,1610612755,40,36,2020-08-19T23:24:08,1740000,160,205,right,MISS Burks 26' 3PT Jump Shot,[202692],1610612755,PHI,1,Burks,A. Burks,,,,,,,0.0,Missed,26.0,,,,,,,,,,,,,,,,,,
