actionNumber,clock,timeActual,period,periodType,actionType,subType,descriptor,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,side,description,personIdsFilter,teamId,teamTricode,isFieldGoal,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,jumpBallRecoveredName,jumpBallRecoveredPersonId,pointsTotal,shotResult,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotActionNumber,assistPlayerName,assistPersonId,assistTotal,foulDrawnPlayerName,foulDrawnPersonId,foulPersonalTotal,foulTechnicalTotal,officialId,turnoverTotal,blockPersonId,blockPlayerName,stealPlayerName,stealPersonId,stealTotal
470,PT12M00.00S,2020-08-20T00:35:49Z,4,REGULAR,substitution,out,,['startperiod'],1629680,,,1610612755,98,75,0001-01-01T00:00:00,4630000,0,-80,,,[1629680],1610612755,PHI,0,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT12M00.00S,2020-08-20T00:36:21Z,4,REGULAR,period,start,,[],0,,,1610612738,98,75,0001-01-01T00:00:00,4670000,0,-80,,Start of 4th Period (8:37 PM EST),[],0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT11M49.00S,2020-08-20T00:36:31Z,4,REGULAR,3pt,jumpshot,,[],203935,71.3,12.08,1610612738,98,75,2020-08-20T00:36:36,4680000,-190,217,right,MISS Smart 29' 3PT Jump Shot,[203935],1610612738,BOS,1,Smart,M. Smart,,,,,,,0.0,Missed,28.84,,,,,,,,,,,,,,,,,,
476,PT11M48.00S,2020-08-20T00:36:32Z,4,REGULAR,rebound,offensive,,[],202683,,,1610612738,98,75,2020-08-20T00:36:39,4690000,-190,217,right,Kanter REBOUND (Off:3 Def:5),[202683],1610612738,BOS,0,Kanter,E. Kanter,,,,,,,,,,8.0,5.0,3.0,475.0,,,,,,,,,,,,,,
477,PT11M47.00S,2020-08-20T00:36:35Z,4,REGULAR,2pt,layup,putback,"['2ndchance', 'pointsinthepaint']",202683,95.0,50.0,1610612738,100,75,2020-08-20T00:36:57,4700000,0,-6,right,Kanter 1' Putback Layup (9 PTS),[202683],1610612738,BOS,1,Kanter,E. Kanter,,,,,,,9.0,Made,0.6,,,,,,,,,,,,,,,,,,
478,PT11M31.00S,2020-08-20T00:36:48Z,4,REGULAR,2pt,jumpshot,,['pointsinthepaint'],203954,20.06,63.55,1610612755,100,77,2020-08-20T00:36:52,4710000,-68,136,left,Embiid 15' Jump Shot (32 PTS) (Burks 1 AST),"[203954, 202692]",1610612755,PHI,1,Embiid,J. Embiid,,,,,,,32.0,Made,15.21,,,,,Burks,202692.0,1.0,,,,,,,,,,,
480,PT11M10.00S,2020-08-20T00:37:09Z,4,REGULAR,2pt,jumpshot,pullup,[],1628369,76.56,46.88,1610612738,100,77,2020-08-20T00:37:14,4730000,-16,168,right,MISS Tatum 17' Pullup Jump Shot,[1628369],1610612738,BOS,1,Tatum,J. Tatum,,,,,,,0.0,Missed,16.88,,,,,,,,,,,,,,,,,,
481,PT11M10.00S,2020-08-20T00:37:09Z,4,REGULAR,rebound,offensive,,[],202683,,,1610612738,100,77,2020-08-20T00:37:14,4740000,-16,168,right,Kanter REBOUND (Off:4 Def:5),[202683],1610612738,BOS,0,Kanter,E. Kanter,,,,,,,,,,9.0,5.0,4.0,480.0,,,,,,,,,,,,,,
482,PT11M10.00S,2020-08-20T00:37:14Z,4,REGULAR,foul,personal,shooting,['2freethrow'],1629003,,,1610612738,100,77,2020-08-20T00:37:28,4750000,6,31,right,Milton S.FOUL (P3.T1),"[1629003, 202683]",1610612755,PHI,0,Milton,S. Milton,,,,,,,,,,,,,,,,,Kanter,202683.0,3.0,0.0,200832.0,,,,,,
484,PT11M10.00S,2020-08-20T00:37:36Z,4,REGULAR,freethrow,1of2,,['2ndchance'],202683,,,1610612738,100,77,2020-08-20T00:38:00,4770000,-250,888,right,MISS Kanter Free Throw 1 of 2,[202683],1610612738,BOS,0,Kanter,E. Kanter,,,,,,,9.0,Missed,,,,,,,,,,,,,,,,,,,
485,PT11M10.00S,2020-08-20T00:37:36Z,4,REGULAR,rebound,offensive,,"['team', 'deadball']",0,,,1610612738,100,77,2020-08-20T00:38:00,4780000,-250,888,right,CELTICS Rebound,[],1610612738,BOS,0,,,,,,,,,,,,0.0,0.0,0.0,484.0,,,,,,,,,,,,,,
486,PT11M10.00S,2020-08-20T00:37:37Z,4,REGULAR,substitution,out,,[],1629641,,,1610612738,100,77,0001-01-01T00:00:00,4790000,0,-80,,SUB: Williams FOR Langford,[1629641],1610612738,BOS,0,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT11M10.00S,2020-08-20T00:37:36Z,4,REGULAR,freethrow,2of2,,['2ndchance'],202683,,,1610612738,100,77,2020-08-20T00:38:00,4810000,-250,888,right,MISS Kanter Free Throw 2 of 2,[202683],1610612738,BOS,0,Kanter,E. Kanter,,,,,,,9.0,Missed,,,,,,,,,,,,,,,,,,,
489,PT11M10.00S,2020-08-20T00:37:36Z,4,REGULAR,rebound,defensive,,[],202692,,,1610612755,100,77,2020-08-20T00:38:01,4820000,-250,888,right,Burks REBOUND (Off:1 Def:1),[202692],1610612755,PHI,0,Burks,A. Burks,,,,,,,,,,2.0,1.0,1.0,488.0,,,,,,,,,,,,,,
490,PT10M57.00S,2020-08-20T00:38:08Z,4,REGULAR,3pt,jumpshot,,[],1629003,5.6,3.75,1610612755,100,80,2020-08-20T00:38:12,4830000,231,0,left,Milton 3PT Jump Shot (13 PTS) (Burks 2 AST),"[1629003, 202692]",1610612755,PHI,1,Milton,S. Milton,,,,,,,13.0,Made,23.1,,,,,Burks,202692.0,2.0,,,,,,,,,,,
492,PT10M40.00S,2020-08-20T00:38:24Z,4,REGULAR,3pt,jumpshot,,[],203935,65.0,48.6,1610612738,100,80,2020-08-20T00:38:31,4850000,-7,276,right,MISS Smart 28' 3PT Jump Shot,[203935],1610612738,BOS,1,Smart,M. Smart,,,,,,,0.0,Missed,27.61,,,,,,,,,,,,,,,,,,
493,PT10M39.00S,2020-08-20T00:38:25Z,4,REGULAR,rebound,defensive,,['team'],0,,,1610612755,100,80,2020-08-20T00:38:31,4860000,-7,276,right,76ers Rebound,[],1610612755,PHI,0,,,,,,,,,,,,0.0,0.0,0.0,492.0,,,,,,,,,,,,,,
494,PT10M39.00S,2020-08-20T00:38:29Z,4,REGULAR,foul,personal,looseball,[],202683,,,1610612755,100,80,2020-08-20T00:38:39,4870000,-10,762,left,Kanter L.B.FOUL (P3.T1),"[202683, 203954]",1610612738,BOS,0,Kanter,E. Kanter,,,,,,,,,,,,,,,,,Embiid,203954.0,3.0,0.0,2529.0,,,,,,
496,PT10M29.00S,2020-08-20T00:38:52Z,4,REGULAR,2pt,layup,driving,['pointsinthepaint'],202692,10.46,60.85,1610612755,100,80,2020-08-20T00:39:03,4890000,-54,46,left,MISS Burks 7' Driving Layup,[202692],1610612755,PHI,1,Burks,A. Burks,,,,,,,0.0,Missed,7.09,,,,,,,,,,,,,,,,,,
497,PT10M28.00S,2020-08-20T00:38:53Z,4,REGULAR,rebound,offensive,,[],202692,,,1610612755,100,80,2020-08-20T00:39:03,4900000,-54,46,left,Burks REBOUND (Off:2 Def:1),[202692],1610612755,PHI,0,Burks,A. Burks,,,,,,,,,,3.0,1.0,2.0,496.0,,,,,,,,,,,,,,
498,PT10M28.00S,2020-08-20T00:38:56Z,4,REGULAR,2pt,layup,tip,"['pointsinthepaint', '2ndchance', 'defensivegoaltending']",202692,5.0,50.0,1610612755,100,82,2020-08-20T00:39:03,4910000,0,-6,left,Burks 1' Tip Layup Shot (2 PTS),[202692],1610612755,PHI,1,Burks,A. Burks,,,,,,,2.0,Made,0.6,,,,,,,,,,,,,,,,,,
499,PT10M28.00S,2020-08-20T00:38:58Z,4,REGULAR,violation,defensivegoaltending,,[],203935,,,1610612755,100,82,2020-08-20T00:39:03,4920000,0,-80,,Smart Violation:Defensive Goaltending,[203935],1610612738,BOS,0,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT10M18.00S,2020-08-20T00:39:16Z,4,REGULAR,3pt,jumpshot,,[],1628369,76.03,88.06,1610612738,100,82,2020-08-20T00:39:20,4930000,190,173,right,MISS Tatum 26' 3PT Jump Shot,[1628369],1610612738,BOS,1,Tatum,J. Tatum,,,,,,,0.0,Missed,25.7,,,,,,,,,,,,,,,,,,
501,PT10M17.00S,2020-08-20T00:39:17Z,4,REGULAR,rebound,defensive,,[],203954,,,1610612755,100,82,2020-08-20T00:39:23,4940000,190,173,right,Embiid REBOUND (Off:0 Def:10),[203954],1610612755,PHI,0,Embiid,J. Embiid,,,,,,,,,,10.0,10.0,0.0,500.0,,,,,,,,,,,,,,
502,PT09M59.00S,2020-08-20T00:39:36Z,4,REGULAR,2pt,jumpshot,,[],203954,12.43,75.07,1610612755,100,82,2020-08-20T00:39:39,4950000,-125,64,left,MISS Embiid 14' Jump Shot,[203954],1610612755,PHI,1,Embiid,J. Embiid,,,,,,,0.0,Missed,14.04,,,,,,,,,,,,,,,,,,
503,PT09M58.00S,2020-08-20T00:39:37Z,4,REGULAR,rebound,defensive,,[],202954,,,1610612738,100,82,2020-08-20T00:39:42,4960000,-125,64,left,Wanamaker REBOUND (Off:0 Def:2),[202954],1610612738,BOS,0,Wanamaker,B. Wanamaker,,,,,,,,,,2.0,2.0,0.0,502.0,,,,,,,,,,,,,,
504,PT09M39.00S,2020-08-20T00:39:56Z,4,REGULAR,2pt,jumpshot,turnaroundfadeaway,[],1628369,91.54,72.86,1610612738,102,82,2020-08-20T00:39:59,4970000,114,27,right,Tatum 12' Turnaround Fadeaway (27 PTS),[1628369],1610612738,BOS,1,Tatum,J. Tatum,,,,,,,27.0,Made,11.72,,,,,,,,,,,,,,,,,,
505,PT09M26.00S,2020-08-20T00:40:07Z,4,REGULAR,2pt,hook,turnaroundbank,['pointsinthepaint'],201143,8.1,45.9,1610612755,102,84,2020-08-20T00:42:28,4980000,21,24,left,Horford 3' Turnaround Bank Hook Shot (4 PTS) (Korkmaz 1 AST),"[201143, 1627788]",1610612755,PHI,1,Horford,A. Horford,,,,,,,4.0,Made,3.19,,,,,Korkmaz,1627788.0,1.0,,,,,,,,,,,
507,PT09M12.00S,2020-08-20T00:40:22Z,4,REGULAR,3pt,jumpshot,,[],1628369,69.6,18.94,1610612738,105,84,2020-08-20T00:40:27,5000000,-155,233,right,Tatum 28' 3PT Jump Shot (30 PTS) (Williams 2 AST),"[1628369, 1629684]",1610612738,BOS,1,Tatum,J. Tatum,,,,,,,30.0,Made,27.98,,,,,Williams,1629684.0,2.0,,,,,,,,,,,
509,PT09M11.00S,2020-08-20T00:40:26Z,4,REGULAR,timeout,full,,"['team', 'mandatory']",0,,,1610612755,105,84,0001-01-01T00:00:00,5020000,0,-80,,76ers Timeout: Regular (Reg.5 Short 0),[],1610612755,PHI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT09M11.00S,2020-08-20T00:43:16Z,4,REGULAR,substitution,out,,[],201143,,,1610612755,105,84,2020-08-20T00:43:43,5030000,0,-80,,SUB: Harris FOR Horford,[201143],1610612755,PHI,0,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT09M11.00S,2020-08-20T00:43:16Z,4,REGULAR,substitution,out,,[],1629684,,,1610612755,105,84,0001-01-01T00:00:00,5050000,0,-80,,SUB: Langford FOR Williams,[1629684],1610612738,BOS,0,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT08M51.00S,2020-08-20T00:44:21Z,4,REGULAR,turnover,badpass,,[],202692,,,1610612755,105,84,2020-08-20T00:44:26,5070000,174,332,left,Burks Bad Pass Turnover (P1.T6) Stolen,"[202692, 203935]",1610612755,PHI,0,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,1.0,,,Smart,203935.0,1.0
515,PT08M51.00S,2020-08-20T00:44:21Z,4,REGULAR,steal,,,[],203935,,,1610612738,105,84,0001-01-01T00:00:00,5080000,174,332,left, STEAL ,[203935],1610612738,BOS,0,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT08M48.00S,2020-08-20T00:44:23Z,4,REGULAR,2pt,layup,runningfingerroll,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202954,92.59,55.22,1610612738,107,84,2020-08-20T00:44:31,5090000,26,17,right,Wanamaker 3' Running Finger Roll Layup (7 PTS) (Smart 2 AST),"[202954, 203935]",1610612738,BOS,1,Wanamaker,B. Wanamaker,,,,,,,7.0,Made,3.11,,,,,Smart,203935.0,2.0,,,,,,,,,,,
518,PT08M32.00S,2020-08-20T00:44:41Z,4,REGULAR,foul,personal,shooting,['2freethrow'],202954,,,1610612755,107,84,2020-08-20T00:44:53,5110000,43,37,left,Wanamaker S.FOUL (P2.T2),"[202954, 202699]",1610612738,BOS,0,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,Harris,202699.0,2.0,0.0,200832.0,,,,,,
520,PT08M32.00S,2020-08-20T00:45:10Z,4,REGULAR,freethrow,1of2,,[],202699,,,1610612755,107,84,0001-01-01T00:00:00,5130000,250,-52,left,MISS Harris Free Throw 1 of 2,[202699],1610612755,PHI,0,Harris,T. Harris,,,,,,,10.0,Missed,,,,,,,,,,,,,,,,,,,
521,PT08M32.00S,2020-08-20T00:45:10Z,4,REGULAR,rebound,offensive,,"['deadball', 'team']",0,,,1610612755,107,84,0001-01-01T00:00:00,5140000,250,-52,left,76ers Rebound,[],1610612755,PHI,0,,,,,,,,,,,,0.0,0.0,0.0,520.0,,,,,,,,,,,,,,
522,PT08M32.00S,2020-08-20T00:45:25Z,4,REGULAR,freethrow,2of2,,[],202699,,,1610612755,107,85,0001-01-01T00:00:00,5150000,250,-52,left,Harris Free Throw 2 of 2 (11 PTS),[202699],1610612755,PHI,0,Harris,T. Harris,,,,,,,11.0,Made,,,,,,,,,,,,,,,,,,,
523,PT08M23.00S,2020-08-20T00:45:37Z,4,REGULAR,foul,personal,shooting,['2freethrow'],203954,,,1610612738,107,85,2020-08-20T00:45:45,5160000,20,23,right,Embiid S.FOUL (P3.T2),"[203954, 202683]",1610612755,PHI,0,Embiid,J. Embiid,,,,,,,,,,,,,,,,,Kanter,202683.0,3.0,0.0,200832.0,,,,,,
525,PT08M23.00S,2020-08-20T00:45:58Z,4,REGULAR,freethrow,1of2,,[],202683,,,1610612738,108,85,2020-08-20T00:46:17,5180000,-250,888,right,Kanter Free Throw 1 of 2 (10 PTS),[202683],1610612738,BOS,0,Kanter,E. Kanter,,,,,,,10.0,Made,,,,,,,,,,,,,,,,,,,
526,PT08M23.00S,2020-08-20T00:45:58Z,4,REGULAR,freethrow,2of2,,[],202683,,,1610612738,108,85,2020-08-20T00:46:17,5190000,-250,888,right,MISS Kanter Free Throw 2 of 2,[202683],1610612738,BOS,0,Kanter,E. Kanter,,,,,,,10.0,Missed,,,,,,,,,,,,,,,,,,,
527,PT08M23.00S,2020-08-20T00:45:58Z,4,REGULAR,rebound,defensive,,[],202699,,,1610612755,108,85,2020-08-20T00:46:21,5200000,-250,888,right,Harris REBOUND (Off:4 Def:7),[202699],1610612755,PHI,0,Harris,T. Harris,,,,,,,,,,11.0,7.0,4.0,526.0,,,,,,,,,,,,,,
528,PT08M13.00S,2020-08-20T00:46:24Z,4,REGULAR,2pt,dunk,cutting,['pointsinthepaint'],202699,6.92,49.09,1610612755,108,87,2020-08-20T00:46:29,5210000,5,13,left,Harris 1' Cutting Dunk Shot (13 PTS) (Milton 4 AST),"[202699, 1629003]",1610612755,PHI,1,Harris,T. Harris,,,,,,,13.0,Made,1.39,,,,,Milton,1629003.0,4.0,,,,,,,,,,,
530,PT07M53.00S,2020-08-20T00:46:44Z,4,REGULAR,3pt,jumpshot,stepback,[],1628369,90.1,96.64,1610612738,111,87,2020-08-20T00:46:47,5230000,233,41,right,Tatum 24' 3PT Step Back Jump Shot (33 PTS),[1628369],1610612738,BOS,1,Tatum,J. Tatum,,,,,,,33.0,Made,23.66,,,,,,,,,,,,,,,,,,
531,PT07M43.00S,2020-08-20T00:46:58Z,4,REGULAR,foul,personal,shooting,['2freethrow'],1629641,,,1610612755,111,87,2020-08-20T00:47:19,5240000,54,116,left,Langford S.FOUL (P2.T3),"[1629641, 1629003]",1610612738,BOS,0,Langford,R. Langford,,,,,,,,,,,,,,,,,Milton,1629003.0,2.0,0.0,101284.0,,,,,,
533,PT07M43.00S,2020-08-20T00:47:20Z,4,REGULAR,freethrow,1of2,,[],1629003,,,1610612755,111,87,0001-01-01T00:00:00,5260000,250,-52,left,MISS Milton Free Throw 1 of 2,[1629003],1610612755,PHI,0,Milton,S. Milton,,,,,,,13.0,Missed,,,,,,,,,,,,,,,,,,,
534,PT07M43.00S,2020-08-20T00:47:20Z,4,REGULAR,rebound,offensive,,"['deadball', 'team']",0,,,1610612755,111,87,0001-01-01T00:00:00,5270000,250,-52,left,76ers Rebound,[],1610612755,PHI,0,,,,,,,,,,,,0.0,0.0,0.0,533.0,,,,,,,,,,,,,,
535,PT07M43.00S,2020-08-20T00:47:32Z,4,REGULAR,freethrow,2of2,,[],1629003,,,1610612755,111,88,0001-01-01T00:00:00,5280000,250,-52,left,Milton Free Throw 2 of 2 (14 PTS),[1629003],1610612755,PHI,0,Milton,S. Milton,,,,,,,14.0,Made,,,,,,,,,,,,,,,,,,,
539,PT07M19.00S,2020-08-20T00:48:03Z,4,REGULAR,turnover,shotclock,,['team'],0,,,1610612738,111,88,2020-08-20T00:48:22,5320000,6,69,right,CELTICS Turnover: Shot Clock (T#3),[],1610612738,BOS,0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
540,PT06M55.00S,2020-08-20T00:48:38Z,4,REGULAR,2pt,jumpshot,fadeaway,"['pointsinthepaint', 'fromturnover']",203954,16.38,44.43,1610612755,111,88,2020-08-20T00:48:45,5330000,28,101,left,MISS Embiid 10' Fadeaway Jumper,[203954],1610612755,PHI,1,Embiid,J. Embiid,,,,,,,0.0,Missed,10.48,,,,,,,,,,,,,,,,,,
541,PT06M54.00S,2020-08-20T00:48:39Z,4,REGULAR,rebound,offensive,,['team'],0,,,1610612755,111,88,2020-08-20T00:48:45,5340000,28,101,left,76ers Rebound,[],1610612755,PHI,0,,,,,,,,,,,,0.0,0.0,0.0,540.0,,,,,,,,,,,,,,
542,PT06M54.00S,2020-08-20T00:48:43Z,4,REGULAR,stoppage,outofbounds,,[],0,,,1610612755,111,88,0001-01-01T00:00:00,5350000,0,-80,,,[],0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT06M54.00S,2020-08-20T00:48:45Z,4,REGULAR,substitution,out,,[],1628369,,,1610612755,111,88,0001-01-01T00:00:00,5360000,0,-80,,SUB: Williams III FOR Tatum,[1628369],1610612738,BOS,0,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT06M54.00S,2020-08-20T00:48:45Z,4,REGULAR,substitution,out,,[],202683,,,1610612755,111,88,0001-01-01T00:00:00,5370000,0,-80,,SUB: Brown FOR Kanter,[202683],1610612738,BOS,0,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT06M51.00S,2020-08-20T00:49:09Z,4,REGULAR,foul,personal,shooting,['2freethrow'],1629057,,,1610612755,111,88,2020-08-20T00:49:16,5400000,-91,19,left,Williams III S.FOUL (P1.T4),"[1629057, 203954]",1610612738,BOS,0,Williams III,R. Williams III,,,,,,,,,,,,,,,,,Embiid,203954.0,1.0,0.0,2529.0,,,,,,
549,PT06M51.00S,2020-08-20T00:49:32Z,4,REGULAR,freethrow,1of2,,"['fromturnover', '2ndchance']",203954,,,1610612755,111,89,2020-08-20T00:51:05,5420000,250,-52,left,Embiid Free Throw 1 of 2 (33 PTS),[203954],1610612755,PHI,0,Embiid,J. Embiid,,,,,,,33.0,Made,,,,,,,,,,,,,,,,,,,
550,PT06M51.00S,2020-08-20T00:49:32Z,4,REGULAR,freethrow,2of2,,"['fromturnover', '2ndchance']",203954,,,1610612755,111,90,2020-08-20T00:51:05,5430000,250,-52,left,Embiid Free Throw 2 of 2 (34 PTS),[203954],1610612755,PHI,0,Embiid,J. Embiid,,,,,,,34.0,Made,,,,,,,,,,,,,,,,,,,
551,PT06M40.00S,2020-08-20T00:50:07Z,4,REGULAR,2pt,dunk,driving,['pointsinthepaint'],1627759,85.1,52.03,1610612738,111,90,2020-08-20T00:50:15,5440000,10,88,right,MISS Brown 9' Driving Dunk,[1627759],1610612738,BOS,1,Brown,J. Brown,,,,,,,0.0,Missed,8.86,,,,,,,,,,,,,,,,,,
552,PT06M38.00S,2020-08-20T00:50:09Z,4,REGULAR,rebound,offensive,,[],1627759,,,1610612738,111,90,0001-01-01T00:00:00,5450000,10,88,right,Brown REBOUND (Off:1 Def:3),[1627759],1610612738,BOS,0,Brown,J. Brown,,,,,,,,,,4.0,3.0,1.0,551.0,,,,,,,,,,,,,,
553,PT06M33.00S,2020-08-20T00:50:14Z,4,REGULAR,3pt,jumpshot,,['2ndchance'],1627759,96.27,95.9,1610612738,111,90,2020-08-20T00:50:19,5460000,230,-17,right,MISS Brown 3PT Jump Shot,[1627759],1610612738,BOS,1,Brown,J. Brown,,,,,,,0.0,Missed,23.06,,,,,,,,,,,,,,,,,,
554,PT06M31.00S,2020-08-20T00:50:16Z,4,REGULAR,rebound,offensive,,[],1627759,,,1610612738,111,90,2020-08-20T00:50:19,5470000,230,-17,right,Brown REBOUND (Off:2 Def:3),[1627759],1610612738,BOS,0,Brown,J. Brown,,,,,,,,,,5.0,3.0,2.0,553.0,,,,,,,,,,,,,,
555,PT06M31.00S,2020-08-20T00:50:18Z,4,REGULAR,foul,personal,shooting,['2freethrow'],202699,,,1610612738,111,90,2020-08-20T00:50:26,5480000,19,37,right,Harris S.FOUL (P3.T3),"[202699, 1627759]",1610612755,PHI,0,Harris,T. Harris,,,,,,,,,,,,,,,,,Brown,1627759.0,3.0,0.0,2529.0,,,,,,
557,PT06M31.00S,2020-08-20T00:50:41Z,4,REGULAR,freethrow,1of2,,['2ndchance'],1627759,,,1610612738,112,90,0001-01-01T00:00:00,5500000,-250,888,right,Brown Free Throw 1 of 2 (19 PTS),[1627759],1610612738,BOS,0,Brown,J. Brown,,,,,,,19.0,Made,,,,,,,,,,,,,,,,,,,
558,PT06M31.00S,2020-08-20T00:50:42Z,4,REGULAR,substitution,out,,[],202699,,,1610612738,112,90,0001-01-01T00:00:00,5510000,0,-80,,SUB: Thybulle FOR Harris,[202699],1610612755,PHI,0,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT06M31.00S,2020-08-20T00:50:42Z,4,REGULAR,substitution,out,,[],203954,,,1610612738,112,90,0001-01-01T00:00:00,5520000,0,-80,,SUB: Pelle FOR Embiid,[203954],1610612755,PHI,0,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT06M31.00S,2020-08-20T00:51:00Z,4,REGULAR,freethrow,2of2,,['2ndchance'],1627759,,,1610612738,113,90,0001-01-01T00:00:00,5550000,-250,888,right,Brown Free Throw 2 of 2 (20 PTS),[1627759],1610612738,BOS,0,Brown,J. Brown,,,,,,,20.0,Made,,,,,,,,,,,,,,,,,,,
564,PT06M21.00S,2020-08-20T00:51:13Z,4,REGULAR,3pt,jumpshot,,[],1629003,30.7,24.58,1610612755,113,90,2020-08-20T00:51:17,5570000,127,236,left,MISS Milton 27' 3PT Jump Shot,[1629003],1610612755,PHI,1,Milton,S. Milton,,,,,,,0.0,Missed,26.8,,,,,,,,,,,,,,,,,,
565,PT06M21.00S,2020-08-20T00:51:13Z,4,REGULAR,rebound,defensive,,['team'],0,,,1610612738,113,90,2020-08-20T00:51:17,5580000,127,236,left,CELTICS Rebound,[],1610612738,BOS,0,,,,,,,,,,,,0.0,0.0,0.0,564.0,,,,,,,,,,,,,,
566,PT06M21.00S,2020-08-20T00:51:17Z,4,REGULAR,stoppage,outofbounds,,[],0,,,1610612738,113,90,0001-01-01T00:00:00,5590000,0,-80,,,[],0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT06M02.00S,2020-08-20T00:52:18Z,4,REGULAR,turnover,badpass,,[],203935,,,1610612738,113,90,2020-08-20T01:09:23,5615000,-12,806,right,Smart Bad Pass Turnover (P2.T4) Stolen,"[203935, 203658]",1610612738,BOS,0,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,2.0,,,Pelle,203658.0,1.0
576,PT06M02.00S,2020-08-20T00:52:18Z,4,REGULAR,steal,,,[],203658,,,1610612755,116,90,2020-08-20T01:09:23,5617500,-12,806,right, STEAL ,[203658],1610612755,PHI,0,Pelle,N. Pelle,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT05M51.00S,2020-08-20T00:52:18Z,4,REGULAR,2pt,jumpshot,pullup,['fromturnover'],202692,19.92,27.52,1610612755,113,90,2020-08-20T01:09:41,5620000,112,135,left,MISS Burks 18' Pullup Jump Shot,[202692],1610612755,PHI,1,Burks,A. Burks,,,,,,,0.0,Missed,17.54,,,,,,,,,,,,,,,,,,
570,PT05M48.00S,2020-08-20T00:52:21Z,4,REGULAR,rebound,defensive,,[],203935,,,1610612738,116,90,2020-08-20T01:09:41,5630000,112,135,left,Smart REBOUND (Off:1 Def:3),[203935],1610612738,BOS,0,Smart,M. Smart,,,,,,,,,,4.0,3.0,1.0,569.0,,,,,,,,,,,,,,
572,PT05M39.00S,2020-08-20T00:52:19Z,4,REGULAR,3pt,jumpshot,,[],203935,67.89,62.81,1610612738,116,90,2020-08-20T01:09:53,5650000,64,249,right,Smart 26' 3PT Jump Shot (10 PTS) (Williams III 1 AST),"[203935, 1629057]",1610612738,BOS,1,Smart,M. Smart,,,,,,,10.0,Made,25.71,,,,,Williams III,1629057.0,1.0,,,,,,,,,,,
574,PT05M39.00S,2020-08-20T00:52:35Z,4,REGULAR,timeout,full,,"['team', 'mandatory']",0,,,1610612755,116,90,0001-01-01T00:00:00,5670000,0,-80,,76ers Timeout: Regular (Reg.6 Short 0),[],1610612755,PHI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT05M39.00S,2020-08-20T00:54:09Z,4,REGULAR,substitution,out,,[],1627759,,,1610612755,116,90,0001-01-01T00:00:00,5680000,0,-80,,SUB: Ojeleye FOR Brown,[1627759],1610612738,BOS,0,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT05M39.00S,2020-08-20T00:54:09Z,4,REGULAR,substitution,out,,[],203935,,,1610612755,116,90,0001-01-01T00:00:00,5690000,0,-80,,SUB: Green FOR Smart,[203935],1610612738,BOS,0,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT05M39.00S,2020-08-20T00:54:09Z,4,REGULAR,substitution,out,,[],1629003,,,1610612755,116,90,0001-01-01T00:00:00,5700000,0,-80,,SUB: Scott FOR Milton,[1629003],1610612755,PHI,0,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT05M39.00S,2020-08-20T00:54:09Z,4,REGULAR,substitution,out,,[],202692,,,1610612755,116,90,0001-01-01T00:00:00,5710000,0,-80,,SUB: Neto FOR Burks,[202692],1610612755,PHI,0,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,,
