actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
214,PT10M31.00S,2020-07-31T23:23:23.1Z,2,REGULAR,freethrow,2of2,[],1628369,,,1610612738,34,33,2020-07-31T23:23:41Z,2100000,,,0,,MISS J. Tatum freethrow 2of2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Missed,,,,,,,,,,,,,,,,,,,
215,PT10M31.00S,2020-07-31T23:23:23.1Z,2,REGULAR,rebound,defensive,[],201572,,,1610612749,34,33,2020-07-31T23:23:43Z,2110000,,,0,,B. Lopez REBOUND (Off:0 Def:2),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,214.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
216,PT10M18.00S,2020-07-31T23:23:49.4Z,2,REGULAR,3pt,jumpshot,[],201572,8.09789750328515,93.69638480392157,1610612749,37,33,2020-07-31T23:23:53Z,2120000,-218.0,24.0,1,left,B. Lopez 22' 3PT  (3 PTS) (K. Middleton 3 AST),"[201572, 203114]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,22.04,Made,,,,,3.0,K. Middleton,203114.0,3.0,,,,,,,,,,,
218,PT09M59.00S,2020-07-31T23:24:09.0Z,2,REGULAR,3pt,jumpshot,[],1628464,66.3107752956636,51.049325980392155,1610612738,37,33,2020-07-31T23:24:13Z,2140000,5.0,264.0,1,right,MISS D. Theis 27' 3PT,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,26.98,Missed,,,,,,,,,,,,,,,,,,,
219,PT09M58.00S,2020-07-31T23:24:10.0Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,37,33,2020-07-31T23:24:17Z,2150000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:8),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,218.0,8.0,8.0,0.0,,,,,,,,,,,,,,,
220,PT09M49.00S,2020-07-31T23:24:18.5Z,2,REGULAR,3pt,jumpshot,[],1628978,25.837713534822605,84.3826593137255,1610612749,40,33,2020-07-31T23:24:25Z,2160000,-172.0,190.0,1,left,D. DiVincenzo 26' 3PT  (3 PTS) (G. Antetokounmpo 3 AST),"[1628978, 203507]",1610612749.0,MIL,stepback,,,DiVincenzo,D. DiVincenzo,,,,,26.06,Made,,,,,3.0,G. Antetokounmpo,203507.0,3.0,,,,,,,,,,,
222,PT09M30.00S,2020-07-31T23:24:37.4Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1628369,90.62089356110381,46.63756127450981,1610612738,40,33,2020-07-31T23:24:48Z,2180000,-17.0,36.0,1,right,MISS J. Tatum layup Blocked,"[1628369, 201572]",1610612738.0,BOS,drivingreverse,,,Tatum,J. Tatum,,,,,4.45,Missed,,,,,,,,,,,,,,Lopez,201572.0,,,,
223,PT09M30.00S,2020-07-31T23:24:37.4Z,2,REGULAR,block,,[],201572,,,1610612738,40,33,2020-07-31T23:24:39Z,2190000,,,0,,B. Lopez BLOCK (3 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT09M28.00S,2020-07-31T23:24:39.4Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,40,33,2020-07-31T23:24:48Z,2200000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:9),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,222.0,9.0,9.0,0.0,,,,,,,,,,,,,,,
225,PT09M17.00S,2020-07-31T23:24:51.0Z,2,REGULAR,2pt,layup,['pointsinthepaint'],203114,6.1268068331143235,53.50030637254902,1610612749,40,33,2020-07-31T23:24:55Z,2210000,-18.0,5.0,1,left,MISS K. Middleton layup,[203114],1610612749.0,MIL,drivingreverse,,,Middleton,K. Middleton,,,,,2.05,Missed,,,,,,,,,,,,,,,,,,,
226,PT09M15.00S,2020-07-31T23:24:53.0Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,40,33,2020-07-31T23:24:55Z,2220000,,,0,,D. Theis REBOUND (Off:0 Def:3),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,225.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
227,PT09M09.00S,2020-07-31T23:24:58.6Z,2,REGULAR,2pt,dunk,['pointsinthepaint'],1628464,92.85479632063075,52.029718137254896,1610612738,40,35,2020-07-31T23:25:03Z,2230000,10.0,15.0,1,right,D. Theis dunk (5 PTS) (M. Smart 1 AST),"[1628464, 203935]",1610612738.0,BOS,alleyoop,,,Theis,D. Theis,,,,,2.26,Made,,,,,5.0,M. Smart,203935.0,1.0,,,,,,,,,,,
229,PT08M51.00S,2020-07-31T23:25:21.5Z,2,REGULAR,foul,personal,[],1628369,,,1610612749,40,35,2020-07-31T23:25:29Z,2250000,,,0,,J. Tatum FOUL personal (3 PF),"[1628369, 203114]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,201638.0,3.0,0.0,Middleton,203114.0,,,,,,
231,PT08M51.00S,2020-07-31T23:25:26.9Z,2,REGULAR,substitution,out,[],203935,,,1610612749,40,35,2020-07-31T23:25:30Z,2270000,,,0,,substitution out Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT08M51.00S,2020-07-31T23:25:26.9Z,2,REGULAR,substitution,in,[],202330,,,1610612749,40,35,2020-07-31T23:25:30Z,2280000,,,0,,substitution in Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT08M44.00S,2020-07-31T23:25:55.4Z,2,REGULAR,2pt,layup,['pointsinthepaint'],203114,8.229303547963205,45.65716911764706,1610612749,42,35,2020-07-31T23:25:59Z,2290000,22.0,25.0,1,left,K. Middleton layup (10 PTS),[203114],1610612749.0,MIL,driving,,,Middleton,K. Middleton,,,,,3.74,Made,,,,,10.0,,,,,,,,,,,,,,
234,PT08M34.00S,2020-07-31T23:26:04.6Z,2,REGULAR,3pt,jumpshot,[],202689,69.33311432325887,78.74540441176471,1610612738,42,35,2020-07-31T23:26:08Z,2300000,144.0,236.0,1,right,MISS K. Walker 28' 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,28.08,Missed,,,,,,,,,,,,,,,,,,,
235,PT08M33.00S,2020-07-31T23:26:05.6Z,2,REGULAR,rebound,defensive,[],201572,,,1610612749,42,35,2020-07-31T23:26:08Z,2310000,,,0,,B. Lopez REBOUND (Off:0 Def:3),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,234.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
236,PT08M27.00S,2020-07-31T23:26:11.9Z,2,REGULAR,3pt,jumpshot,['fastbreak'],203507,33.590670170827856,55.70618872549019,1610612749,45,35,2020-07-31T23:26:18Z,2320000,-29.0,263.0,1,left,G. Antetokounmpo 27' 3PT  (12 PTS),[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,27.03,Made,,,,,12.0,,,,,,,,,,,,,,
237,PT08M27.00S,2020-07-31T23:26:21.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,45,35,2020-07-31T23:26:21Z,2330000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT08M27.00S,2020-07-31T23:28:52.5Z,2,REGULAR,substitution,out,[],203507,,,1610612738,45,35,2020-07-31T23:29:21Z,2340000,,,0,,substitution out Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT08M27.00S,2020-07-31T23:28:52.5Z,2,REGULAR,substitution,in,[],101141,,,1610612738,45,35,2020-07-31T23:29:21Z,2350000,,,0,,substitution in Ilyasova,[101141],1610612749.0,MIL,,,,Ilyasova,E. Ilyasova,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT08M27.00S,2020-07-31T23:29:35.5Z,2,REGULAR,substitution,out,[],1628400,,,1610612738,45,35,2020-07-31T23:29:39Z,2360000,,,0,,substitution out Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT08M27.00S,2020-07-31T23:29:35.5Z,2,REGULAR,substitution,in,[],202954,,,1610612738,45,35,2020-07-31T23:29:39Z,2370000,,,0,,substitution in Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT08M08.00S,2020-07-31T23:29:59.6Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],202330,83.78777923784494,49.08854166666667,1610612738,45,35,2020-07-31T23:30:09Z,2380000,-5.0,100.0,1,right,MISS G. Hayward 11' jumpshot,[202330],1610612738.0,BOS,turnaroundfadeaway,,,Hayward,G. Hayward,,,,,10.55,Missed,,,,,,,,,,,,,,,,,,,
243,PT08M06.00S,2020-07-31T23:30:01.6Z,2,REGULAR,rebound,defensive,[],101141,,,1610612749,45,35,2020-07-31T23:30:09Z,2390000,,,0,,E. Ilyasova REBOUND (Off:0 Def:3),[101141],1610612749.0,MIL,,,,Ilyasova,E. Ilyasova,,,,,,,242.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
244,PT07M57.00S,2020-07-31T23:30:10.6Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1628978,8.360709592641262,50.80422794117647,1610612749,47,35,2020-07-31T23:30:15Z,2400000,-4.0,26.0,1,left,D. DiVincenzo layup (5 PTS) (K. Middleton 4 AST),"[1628978, 203114]",1610612749.0,MIL,drivingfingerroll,,,DiVincenzo,D. DiVincenzo,,,,,3.19,Made,,,,,5.0,K. Middleton,203114.0,4.0,,,,,,,,,,,
246,PT07M40.00S,2020-07-31T23:30:27.3Z,2,REGULAR,2pt,jumpshot,[],1628464,77.21747700394218,29.970894607843135,1610612738,47,35,2020-07-31T23:30:37Z,2420000,-100.0,162.0,1,right,MISS D. Theis 19' jumpshot,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,19.49,Missed,,,,,,,,,,,,,,,,,,,
247,PT07M39.00S,2020-07-31T23:30:28.3Z,2,REGULAR,rebound,defensive,[],203114,,,1610612749,47,35,2020-07-31T23:30:35Z,2430000,,,0,,K. Middleton REBOUND (Off:0 Def:1),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,246.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
248,PT07M17.00S,2020-07-31T23:30:49.7Z,2,REGULAR,3pt,jumpshot,[],203114,6.389618922470433,96.14736519607843,1610612749,47,35,2020-07-31T23:30:53Z,2440000,-231.0,8.0,1,left,MISS K. Middleton 23' 3PT,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,23.11,Missed,,,,,,,,,,,,,,,,,,,
249,PT07M16.00S,2020-07-31T23:30:50.7Z,2,REGULAR,rebound,defensive,[],202954,,,1610612738,47,35,2020-07-31T23:30:56Z,2450000,,,0,,B. Wanamaker REBOUND (Off:1 Def:1),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,248.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
250,PT07M05.00S,2020-07-31T23:31:01.8Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],202330,84.44480946123521,61.34344362745098,1610612738,47,37,2020-07-31T23:31:07Z,2460000,57.0,94.0,1,right,G. Hayward 11' jumpshot (6 PTS),[202330],1610612738.0,BOS,fadeaway,,,Hayward,G. Hayward,,,,,11.43,Made,,,,,6.0,,,,,,,,,,,,,,
251,PT06M55.00S,2020-07-31T23:31:11.8Z,2,REGULAR,3pt,jumpshot,[],203114,35.03613666228647,49.08854166666667,1610612749,47,37,2020-07-31T23:31:15Z,2470000,5.0,277.0,1,left,MISS K. Middleton 28' 3PT,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,28.23,Missed,,,,,,,,,,,,,,,,,,,
252,PT06M54.00S,2020-07-31T23:31:12.8Z,2,REGULAR,rebound,defensive,[],202330,,,1610612738,47,37,2020-07-31T23:31:15Z,2480000,,,0,,G. Hayward REBOUND (Off:1 Def:2),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,251.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
253,PT06M46.00S,2020-07-31T23:31:25.6Z,2,REGULAR,foul,personal,['3freethrow'],1628978,,,1610612738,47,37,2020-07-31T23:31:52Z,2490000,,,0,,D. DiVincenzo FOUL personal (2 PF) (Walker 3freethrow),"[1628978, 202689]",1610612749.0,MIL,shooting,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,202041.0,2.0,0.0,Walker,202689.0,,,,,,
255,PT06M46.00S,2020-07-31T23:32:07.9Z,2,REGULAR,freethrow,1of3,[],202689,,,1610612738,47,37,2020-07-31T23:32:07Z,2510000,,,0,,MISS K. Walker freethrow 1of3,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Missed,,,,,,,,,,,,,,,,,,,
256,PT06M46.00S,2020-07-31T23:32:07.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,47,37,2020-07-31T23:32:07Z,2520000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,255.0,,,,,,,,,,,,,,,,,,
257,PT06M46.00S,2020-07-31T23:32:21.5Z,2,REGULAR,freethrow,2of3,[],202689,,,1610612738,47,38,2020-07-31T23:32:21Z,2530000,,,0,,K. Walker freethrow 2of3 (9 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,,,,,9.0,,,,,,,,,,,,,,
258,PT06M46.00S,2020-07-31T23:32:22.4Z,2,REGULAR,substitution,out,[],1628978,,,1610612738,47,38,2020-07-31T23:32:38Z,2540000,,,0,,substitution out DiVincenzo,[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT06M46.00S,2020-07-31T23:32:22.4Z,2,REGULAR,substitution,out,[],1628369,,,1610612738,47,38,2020-07-31T23:32:38Z,2550000,,,0,,substitution out Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT06M46.00S,2020-07-31T23:32:22.4Z,2,REGULAR,substitution,in,[],201588,,,1610612738,47,38,2020-07-31T23:32:38Z,2560000,,,0,,substitution in Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT06M46.00S,2020-07-31T23:32:22.4Z,2,REGULAR,substitution,in,[],1627759,,,1610612738,47,38,2020-07-31T23:32:38Z,2570000,,,0,,substitution in Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT06M46.00S,2020-07-31T23:32:49.9Z,2,REGULAR,freethrow,3of3,[],202689,,,1610612738,47,39,2020-07-31T23:32:49Z,2580000,,,0,,K. Walker freethrow 3of3 (10 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,,,,,10.0,,,,,,,,,,,,,,
263,PT06M29.00S,2020-07-31T23:33:08.1Z,2,REGULAR,2pt,hook,['pointsinthepaint'],201572,12.434296977660972,35.853247549019606,1610612749,49,39,2020-07-31T23:33:15Z,2590000,71.0,64.0,1,left,B. Lopez 10' hook (5 PTS) (K. Middleton 5 AST),"[201572, 203114]",1610612749.0,MIL,turnaround,,,Lopez,B. Lopez,,,,,9.94,Made,,,,,5.0,K. Middleton,203114.0,5.0,,,,,,,,,,,
265,PT06M15.00S,2020-07-31T23:33:24.6Z,2,REGULAR,turnover,traveling,[],1628464,,,1610612738,49,39,2020-07-31T23:33:29Z,2610000,,,0,,D. Theis TURNOVER traveling (1 TOV),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,201638.0,,,,,,,1.0,,,
266,PT06M15.00S,2020-07-31T23:33:27.7Z,2,REGULAR,substitution,out,[],202083,,,1610612749,49,39,2020-07-31T23:33:38Z,2620000,,,0,,substitution out Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT06M15.00S,2020-07-31T23:33:27.7Z,2,REGULAR,substitution,out,[],202689,,,1610612749,49,39,2020-07-31T23:33:38Z,2630000,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT06M15.00S,2020-07-31T23:33:27.7Z,2,REGULAR,substitution,in,[],1628425,,,1610612749,49,39,2020-07-31T23:33:38Z,2640000,,,0,,substitution in Brown,[1628425],1610612749.0,MIL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT06M15.00S,2020-07-31T23:33:27.7Z,2,REGULAR,substitution,in,[],203935,,,1610612749,49,39,2020-07-31T23:33:38Z,2650000,,,0,,substitution in Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT06M02.00S,2020-07-31T23:33:54.4Z,2,REGULAR,3pt,jumpshot,['fromturnover'],201572,35.8245729303548,41.98069852941176,1610612749,49,39,2020-07-31T23:33:58Z,2660000,40.0,284.0,1,left,MISS B. Lopez 29' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,29.26,Missed,,,,,,,,,,,,,,,,,,,
271,PT06M01.00S,2020-07-31T23:33:55.4Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,49,39,2020-07-31T23:34:01Z,2670000,,,0,,M. Smart REBOUND (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,270.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
272,PT05M51.00S,2020-07-31T23:34:06.9Z,2,REGULAR,turnover,outofbounds,[],203935,,,1610612738,49,39,2020-07-31T23:34:13Z,2680000,,,0,,M. Smart TURNOVER outofbounds (1 TOV),[203935],1610612738.0,BOS,badpass,,,Smart,M. Smart,,,,,,,,,,,,,,,201638.0,,,,,,,1.0,,,
273,PT05M36.00S,2020-07-31T23:34:34.6Z,2,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fromturnover']",203114,9.806176084099869,64.28462009803921,1610612749,51,39,2020-07-31T23:34:40Z,2690000,-71.0,40.0,1,left,K. Middleton 8' jumpshot (12 PTS),[203114],1610612749.0,MIL,turnaroundfadeaway,,,Middleton,K. Middleton,,,,,8.45,Made,,,,,12.0,,,,,,,,,,,,,,
274,PT05M15.00S,2020-07-31T23:34:54.9Z,2,REGULAR,3pt,jumpshot,[],203935,87.07293035479631,96.14736519607843,1610612738,51,39,2020-07-31T23:34:58Z,2700000,231.0,69.0,1,right,MISS M. Smart 24' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,24.24,Missed,,,,,,,,,,,,,,,,,,,
275,PT05M14.00S,2020-07-31T23:34:55.9Z,2,REGULAR,rebound,defensive,[],201588,,,1610612749,51,39,2020-07-31T23:35:01Z,2710000,,,0,,G. Hill REBOUND (Off:0 Def:2),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,274.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
276,PT05M08.00S,2020-07-31T23:35:03.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628464,,,1610612749,51,39,2020-07-31T23:35:16Z,2720000,,,0,,D. Theis FOUL personal (2 PF) (Ilyasova inpenalty),"[1628464, 101141]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,,201638.0,2.0,0.0,Ilyasova,101141.0,,,,,,
278,PT05M08.00S,2020-07-31T23:35:33.0Z,2,REGULAR,freethrow,1of2,['fastbreak'],101141,,,1610612749,52,39,2020-07-31T23:35:33Z,2740000,,,0,,E. Ilyasova freethrow 1of2 (4 PTS),[101141],1610612749.0,MIL,,,,Ilyasova,E. Ilyasova,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
279,PT05M08.00S,2020-07-31T23:35:33.6Z,2,REGULAR,substitution,out,[],203114,,,1610612749,52,39,2020-07-31T23:35:45Z,2750000,,,0,,substitution out Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT05M08.00S,2020-07-31T23:35:33.6Z,2,REGULAR,substitution,out,[],1628464,,,1610612749,52,39,2020-07-31T23:35:45Z,2760000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT05M08.00S,2020-07-31T23:35:33.6Z,2,REGULAR,substitution,in,[],2594,,,1610612749,52,39,2020-07-31T23:35:45Z,2770000,,,0,,substitution in Korver,[2594],1610612749.0,MIL,,,,Korver,K. Korver,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT05M08.00S,2020-07-31T23:35:33.6Z,2,REGULAR,substitution,in,[],1629684,,,1610612749,52,39,2020-07-31T23:35:45Z,2780000,,,0,,substitution in Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT05M08.00S,2020-07-31T23:35:58.9Z,2,REGULAR,freethrow,2of2,['fastbreak'],101141,,,1610612749,53,39,2020-07-31T23:35:58Z,2790000,,,0,,E. Ilyasova freethrow 2of2 (5 PTS),[101141],1610612749.0,MIL,,,,Ilyasova,E. Ilyasova,,,,,,Made,,,,,5.0,,,,,,,,,,,,,,
284,PT04M59.00S,2020-07-31T23:36:14.3Z,2,REGULAR,foul,personal,['3freethrow'],101141,,,1610612738,53,39,2020-07-31T23:36:25Z,2800000,,,0,,E. Ilyasova FOUL personal (1 PF) (Smart 3freethrow),"[101141, 203935]",1610612749.0,MIL,shooting,,,Ilyasova,E. Ilyasova,,,,,,,,,,,,,,,1148.0,1.0,0.0,Smart,203935.0,,,,,,
286,PT04M59.00S,2020-07-31T23:36:41.4Z,2,REGULAR,freethrow,1of3,[],203935,,,1610612738,53,39,2020-07-31T23:36:41Z,2820000,,,0,,MISS M. Smart freethrow 1of3,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Missed,,,,,,,,,,,,,,,,,,,
287,PT04M59.00S,2020-07-31T23:36:41.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,53,39,2020-07-31T23:36:41Z,2830000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,286.0,,,,,,,,,,,,,,,,,,
288,PT04M59.00S,2020-07-31T23:36:53.7Z,2,REGULAR,freethrow,2of3,[],203935,,,1610612738,53,39,2020-07-31T23:36:53Z,2840000,,,0,,MISS M. Smart freethrow 2of3,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Missed,,,,,,,,,,,,,,,,,,,
289,PT04M59.00S,2020-07-31T23:36:53.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,53,39,2020-07-31T23:36:53Z,2850000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,288.0,,,,,,,,,,,,,,,,,,
290,PT04M59.00S,2020-07-31T23:36:55.1Z,2,REGULAR,substitution,out,[],201572,,,1610612738,53,39,2020-07-31T23:37:00Z,2860000,,,0,,substitution out Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT04M59.00S,2020-07-31T23:36:55.1Z,2,REGULAR,substitution,in,[],201577,,,1610612738,53,39,2020-07-31T23:37:00Z,2870000,,,0,,substitution in Lopez,[201577],1610612749.0,MIL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT04M59.00S,2020-07-31T23:37:13.2Z,2,REGULAR,freethrow,3of3,[],203935,,,1610612738,53,40,2020-07-31T23:37:13Z,2880000,,,0,,M. Smart freethrow 3of3 (10 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,,,,10.0,,,,,,,,,,,,,,
293,PT04M44.00S,2020-07-31T23:37:30.9Z,2,REGULAR,turnover,lostball,[],2594,,,1610612749,53,40,2020-07-31T23:37:35Z,2890000,,,0,,K. Korver TURNOVER lostball (2 TOV) Stolen,"[2594, 202954]",1610612749.0,MIL,,,,Korver,K. Korver,,,,,,,,,,,,,,,,,,,,,,2.0,Wanamaker,202954.0,
294,PT04M44.00S,2020-07-31T23:37:30.9Z,2,REGULAR,steal,,[],202954,,,1610612738,53,40,2020-07-31T23:37:32Z,2900000,,,0,,B. Wanamaker STEAL (1 STL),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT04M42.00S,2020-07-31T23:37:35.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201588,,,1610612738,53,40,2020-07-31T23:37:48Z,2910000,,,0,,G. Hill FOUL personal (2 PF) (Wanamaker inpenalty),"[201588, 202954]",1610612749.0,MIL,shooting,,,Hill,G. Hill,,,,,,,,,,,,,,,202041.0,2.0,0.0,Wanamaker,202954.0,,,,,,
297,PT04M42.00S,2020-07-31T23:38:00.2Z,2,REGULAR,freethrow,1of2,"['fromturnover', 'fastbreak']",202954,,,1610612738,53,41,2020-07-31T23:38:00Z,2930000,,,0,,B. Wanamaker freethrow 1of2 (3 PTS),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
298,PT04M42.00S,2020-07-31T23:38:14.1Z,2,REGULAR,freethrow,2of2,"['fastbreak', 'fromturnover']",202954,,,1610612738,53,42,2020-07-31T23:38:14Z,2940000,,,0,,B. Wanamaker freethrow 2of2 (4 PTS),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
299,PT04M33.00S,2020-07-31T23:38:26.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627759,,,1610612749,53,42,2020-07-31T23:38:34Z,2950000,,,0,,J. Brown FOUL personal (2 PF) (Ilyasova inpenalty),"[1627759, 101141]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,201638.0,2.0,0.0,Ilyasova,101141.0,,,,,,
301,PT04M33.00S,2020-07-31T23:38:53.7Z,2,REGULAR,freethrow,1of2,[],101141,,,1610612749,54,42,2020-07-31T23:38:53Z,2970000,,,0,,E. Ilyasova freethrow 1of2 (6 PTS),[101141],1610612749.0,MIL,,,,Ilyasova,E. Ilyasova,,,,,,Made,,,,,6.0,,,,,,,,,,,,,,
