actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerName,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,subsInPlayerName,subsInPersonId,turnoverTotal,stealPlayerName,stealPersonId,stealTotal,blockPlayerName,blockPersonId,blockTotal,value
97,PT04M30.00S,2020-03-05T00:25:31.2Z,1,REGULAR,3pt,jumpshot,[],201567,34.773324572930356,56.93167892156863,1610612739,18,19,2020-03-05T00:25:37Z,970000,left,[CLE] Love 3pt shot: Made (5 PTS) assist: Dellavedova (1 AST),"[201567, 203521]",1610612739.0,CLE,,,,Love,K. Love,,,,,28.2,: Made,,,,,5.0,Dellavedova,203521.0,1.0,,,,,,,,,,,,,,,
99,PT04M07.00S,2020-03-05T00:25:52.7Z,1,REGULAR,2pt,hook,['pointsinthepaint'],202683,90.62089356110381,36.09834558823529,1610612738,18,19,2020-03-05T00:25:58Z,990000,right,[BOS] Kanter hook: Missed,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,8.08,: Missed,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M03.00S,2020-03-05T00:25:56.9Z,1,REGULAR,rebound,offensive,[],1629641,,,1610612738,18,19,2020-03-05T00:25:56Z,1000000,,[BOS] Langford offensive rebound (Off:1 Def:1),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,99.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
101,PT04M03.00S,2020-03-05T00:25:56.9Z,1,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1629641,95.0,50.0,1610612738,18,19,2020-03-05T00:25:56Z,1010000,right,[BOS] Langford layup: Missed,[1629641],1610612738.0,BOS,tip,,,Langford,R. Langford,,,,,0.0,: Missed,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M02.00S,2020-03-05T00:25:57.6Z,1,REGULAR,rebound,offensive,[],1629641,,,1610612738,18,19,2020-03-05T00:25:57Z,1020000,,[BOS] Langford offensive rebound (Off:2 Def:1),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,101.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
103,PT04M02.00S,2020-03-05T00:25:58.6Z,1,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",202683,91.27792378449409,38.05912990196079,1610612738,18,19,2020-03-05T00:26:55Z,1030000,right,[BOS] Kanter layup: Missed,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,6.92,: Missed,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M00.00S,2020-03-05T00:26:00.6Z,1,REGULAR,rebound,defensive,[],1629645,,,1610612739,18,19,2020-03-05T00:26:11Z,1040000,,[CLE] Porter Jr. defensive rebound (Off:0 Def:2),[1629645],1610612739.0,CLE,,,,Porter Jr.,K. Porter Jr.,,,,,,,103.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
105,PT03M53.00S,2020-03-05T00:26:07.6Z,1,REGULAR,3pt,jumpshot,[],201567,25.18068331143233,84.3826593137255,1610612739,21,19,2020-03-05T00:26:17Z,1050000,left,[CLE] Love 3pt shot: Made (8 PTS) assist: Sexton (1 AST),"[201567, 1629012]",1610612739.0,CLE,,,,Love,K. Love,,,,,25.6,: Made,,,,,8.0,Sexton,1629012.0,1.0,,,,,,,,,,,,,,,
107,PT03M36.00S,2020-03-05T00:26:26.2Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],203935,89.04402102496715,63.549325980392155,1610612738,21,19,2020-03-05T00:29:15Z,1070000,right,[BOS] Smart jumpshot: Missed,[203935],1610612738.0,BOS,drivingfloating,,,Smart,M. Smart,,,,,8.79,: Missed,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M35.00S,2020-03-05T00:26:27.2Z,1,REGULAR,rebound,offensive,[],202683,,,1610612738,21,19,2020-03-05T00:29:15Z,1080000,,[BOS] Kanter offensive rebound (Off:2 Def:0),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,107.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,
109,PT03M35.00S,2020-03-05T00:26:28.9Z,1,REGULAR,foul,personal,['2freethrow'],1627790,,,1610612738,21,19,2020-03-05T00:26:36Z,1090000,,[CLE] Zizic foul personal (2 PF) (Kanter 2freethrow),"[1627790, 202683]",1610612739.0,CLE,shooting,,,Zizic,A. Zizic,,,,,,,,,,,,,,,1198.0,2.0,0.0,Kanter,202683.0,,,,,,,,,,
111,PT03M35.00S,2020-03-05T00:26:53.4Z,1,REGULAR,freethrow,1of2,['2ndchance'],202683,,,1610612738,21,20,2020-03-05T00:26:53Z,1110000,,[BOS] Kanter freethrow 1of2: Made (3 PTS),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,: Made,,,,,3.0,,,,,,,,,,,,,,,,,,
112,PT03M35.00S,2020-03-05T00:26:54.3Z,1,REGULAR,substitution,out,[],1629012,,,1610612738,21,20,2020-03-05T00:27:08Z,1120000,,[CLE] substitution Sexton replaced by Osman,"[1629012, 1626224]",1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,Osman,1626224.0,,,,,,,,
113,PT03M35.00S,2020-03-05T00:26:54.3Z,1,REGULAR,substitution,out,[],202954,,,1610612738,21,20,2020-03-05T00:27:08Z,1130000,,[BOS] substitution Wanamaker replaced by Ojeleye,"[202954, 1628400]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,Ojeleye,1628400.0,,,,,,,,
114,PT03M35.00S,2020-03-05T00:26:54.3Z,1,REGULAR,substitution,out,[],1629684,,,1610612738,21,20,2020-03-05T00:27:08Z,1140000,,[BOS] substitution Williams replaced by Tatum,"[1629684, 1628369]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,Tatum,1628369.0,,,,,,,,
115,PT03M35.00S,2020-03-05T00:26:54.3Z,1,REGULAR,substitution,out,[],203935,,,1610612738,21,20,2020-03-05T00:27:08Z,1150000,,[BOS] substitution Smart replaced by Waters,"[203935, 1629682]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,Waters,1629682.0,,,,,,,,
120,PT03M35.00S,2020-03-05T00:27:20.0Z,1,REGULAR,freethrow,2of2,['2ndchance'],202683,,,1610612738,21,21,2020-03-05T00:27:20Z,1200000,,[BOS] Kanter freethrow 2of2: Made (4 PTS),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,: Made,,,,,4.0,,,,,,,,,,,,,,,,,,
121,PT03M17.00S,2020-03-05T00:27:39.1Z,1,REGULAR,2pt,layup,['pointsinthepaint'],1627790,8.09789750328515,48.59834558823529,1610612739,21,21,2020-03-05T00:27:44Z,1210000,left,[CLE] Zizic layup: Missed,[1627790],1610612739.0,CLE,,,,Zizic,A. Zizic,,,,,2.99,: Missed,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M14.00S,2020-03-05T00:27:41.9Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,21,21,2020-03-05T00:27:41Z,1220000,,[BOS] Tatum defensive rebound (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,121.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
123,PT03M06.00S,2020-03-05T00:27:49.7Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],202683,92.19776609724047,42.715992647058826,1610612738,21,21,2020-03-05T00:27:57Z,1230000,right,[BOS] Kanter jumpshot: Missed Block: Love (1 BLK),"[202683, 201567]",1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,4.49,: Missed,,,,,,,,,,,,,,,,,,,,Love,201567.0,1.0,
125,PT03M02.00S,2020-03-05T00:27:53.7Z,1,REGULAR,rebound,offensive,[],202683,,,1610612738,21,21,2020-03-05T00:27:57Z,1250000,,[BOS] Kanter offensive rebound (Off:3 Def:0),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,123.0,3.0,0.0,3.0,,,,,,,,,,,,,,,,,,,
126,PT03M01.00S,2020-03-05T00:27:54.8Z,1,REGULAR,2pt,jumpshot,"['pointsinthepaint', '2ndchance']",202683,90.75229960578186,39.28462009803921,1610612738,21,23,2020-03-05T00:32:11Z,1260000,right,[BOS] Kanter jumpshot: Made (6 PTS),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,6.68,: Made,,,,,6.0,,,,,,,,,,,,,,,,,,
128,PT02M49.00S,2020-03-05T00:28:06.3Z,1,REGULAR,3pt,jumpshot,[],1626224,12.828515111695138,2.5199142156862746,1610612739,21,23,2020-03-05T00:28:10Z,1280000,left,[CLE] Osman 3pt jumpshot: Missed,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,24.85,: Missed,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M49.00S,2020-03-05T00:28:09.1Z,1,REGULAR,rebound,offensive,[],1627790,,,1610612739,21,23,2020-03-05T00:28:09Z,1290000,,[CLE] Zizic offensive rebound (Off:1 Def:0),[1627790],1610612739.0,CLE,,,,Zizic,A. Zizic,,,,,,,128.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
130,PT02M49.00S,2020-03-05T00:28:10.7Z,1,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1627790,6.521024967148489,49.82383578431372,1610612739,23,23,2020-03-05T00:34:08Z,1300000,left,[CLE] Zizic layup: Made (2 PTS),[1627790],1610612739.0,CLE,putback,,,Zizic,A. Zizic,,,,,1.43,: Made,,,,,2.0,,,,,,,,,,,,,,,,,,
131,PT02M49.00S,2020-03-05T00:28:14.2Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628400,,,1610612739,23,23,2020-03-05T00:28:25Z,1310000,,[BOS] Ojeleye foul personal (1 PF) (Zizic inpenalty),"[1628400, 1627790]",1610612738.0,BOS,shooting,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,1198.0,1.0,0.0,Zizic,1627790.0,,,,,,,,,,
133,PT02M49.00S,2020-03-05T00:28:28.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,23,23,2020-03-05T00:28:28Z,1330000,,[BOS] timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M49.00S,2020-03-05T00:30:48.6Z,1,REGULAR,substitution,out,[],201567,,,1610612739,23,23,2020-03-05T00:31:14Z,1340000,,[CLE] substitution Love replaced by Wade,"[201567, 1629731]",1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,Wade,1629731.0,,,,,,,,
136,PT02M49.00S,2020-03-05T00:31:23.1Z,1,REGULAR,freethrow,1of1,['2ndchance'],1627790,,,1610612739,23,23,2020-03-05T00:31:23Z,1360000,,[CLE] Zizic freethrow 1of1: Missed,[1627790],1610612739.0,CLE,,,,Zizic,A. Zizic,,,,,,: Missed,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M47.00S,2020-03-05T00:31:25.1Z,1,REGULAR,rebound,defensive,[],202683,,,1610612738,23,23,2020-03-05T00:31:26Z,1370000,,[BOS] Kanter defensive rebound (Off:3 Def:1),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,136.0,4.0,1.0,3.0,,,,,,,,,,,,,,,,,,,
138,PT02M32.00S,2020-03-05T00:31:39.0Z,1,REGULAR,3pt,jumpshot,[],1629641,83.52496714848883,95.65716911764706,1610612738,23,23,2020-03-05T00:31:44Z,1380000,right,[BOS] Langford 3pt jumpshot: Missed,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,25.25,: Missed,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M29.00S,2020-03-05T00:31:42.0Z,1,REGULAR,rebound,offensive,[],202683,,,1610612738,23,23,2020-03-05T00:31:44Z,1390000,,[BOS] Kanter offensive rebound (Off:4 Def:1),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,138.0,5.0,1.0,4.0,,,,,,,,,,,,,,,,,,,
140,PT02M26.00S,2020-03-05T00:31:45.4Z,1,REGULAR,3pt,jumpshot,['2ndchance'],1628400,84.31340341655716,2.7650122549019605,1610612738,23,23,2020-03-05T00:31:50Z,1400000,right,[BOS] Ojeleye 3pt jumpshot: Missed,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,25.67,: Missed,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M23.00S,2020-03-05T00:31:48.4Z,1,REGULAR,rebound,defensive,[],1629731,,,1610612739,23,23,2020-03-05T00:31:50Z,1410000,,[CLE] Wade defensive rebound (Off:0 Def:1),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,140.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
142,PT02M13.00S,2020-03-05T00:31:58.7Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],1626224,8.754927726675426,55.70618872549019,1610612739,23,23,2020-03-05T00:32:05Z,1420000,left,[CLE] Osman jumpshot: Missed,[1626224],1610612739.0,CLE,floating,,,Osman,C. Osman,,,,,4.54,: Missed,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M09.00S,2020-03-05T00:32:02.0Z,1,REGULAR,rebound,defensive,[],1629682,,,1610612738,23,23,2020-03-05T00:32:02Z,1430000,,[BOS] Waters defensive rebound (Off:0 Def:1),[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,142.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
144,PT02M04.00S,2020-03-05T00:32:07.1Z,1,REGULAR,3pt,jumpshot,[],1628369,89.83245729303549,95.90226715686273,1610612738,23,23,2020-03-05T00:32:14Z,1440000,right,[BOS] Tatum 3pt jumpshot: Missed,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,23.46,: Missed,,,,,,,,,,,,,,,,,,,,,,,
145,PT02M00.00S,2020-03-05T00:32:10.6Z,1,REGULAR,rebound,offensive,[],1629641,,,1610612738,23,23,2020-03-05T00:32:10Z,1450000,,[BOS] Langford offensive rebound (Off:3 Def:1),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,144.0,4.0,1.0,3.0,,,,,,,,,,,,,,,,,,,
146,PT01M57.00S,2020-03-05T00:32:14.1Z,1,REGULAR,3pt,jumpshot,['2ndchance'],1628400,68.54467805519053,76.04932598039215,1610612738,23,26,2020-03-05T00:32:21Z,1460000,right,[BOS] Ojeleye 3pt shot: Made (3 PTS) assist: Waters (1 AST),"[1628400, 1629682]",1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,28.07,: Made,,,,,3.0,Waters,1629682.0,1.0,,,,,,,,,,,,,,,
148,PT01M37.00S,2020-03-05T00:32:34.0Z,1,REGULAR,2pt,jumpshot,[],1627790,16.770696452036795,26.784620098039213,1610612739,25,26,2020-03-05T00:32:41Z,1480000,left,[CLE] Zizic jumpshot: Made (4 PTS) assist: Porter Jr. (2 AST),"[1627790, 1629645]",1610612739.0,CLE,,,,Zizic,A. Zizic,,,,,16.03,: Made,,,,,4.0,Porter Jr.,1629645.0,2.0,,,,,,,,,,,,,,,
150,PT01M20.00S,2020-03-05T00:32:51.4Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628369,92.59198423127464,59.3826593137255,1610612738,25,26,2020-03-05T00:32:57Z,1500000,right,[BOS] Tatum jumpshot: Missed,[1628369],1610612738.0,BOS,drivingbank,,,Tatum,J. Tatum,,,,,5.21,: Missed,,,,,,,,,,,,,,,,,,,,,,,
151,PT01M18.00S,2020-03-05T00:32:53.4Z,1,REGULAR,rebound,defensive,[],203521,,,1610612739,25,26,2020-03-05T00:32:57Z,1510000,,[CLE] Dellavedova defensive rebound (Off:0 Def:1),[203521],1610612739.0,CLE,,,,Dellavedova,M. Dellavedova,,,,,,,150.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
152,PT01M12.00S,2020-03-05T00:32:58.8Z,1,REGULAR,2pt,dunk,['pointsinthepaint'],1629731,5.601182654402102,48.59834558823529,1610612739,27,26,2020-03-05T00:33:06Z,1520000,left,[CLE] Wade dunk: Made (2 PTS) assist: Dellavedova (2 AST),"[1629731, 203521]",1610612739.0,CLE,alleyoop,,,Wade,D. Wade,,,,,0.9,: Made,,,,,2.0,Dellavedova,203521.0,2.0,,,,,,,,,,,,,,,
154,PT00M56.40S,2020-03-05T00:33:15.6Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],1629682,83.65637319316689,49.333639705882355,1610612738,27,26,2020-03-05T00:33:21Z,1540000,right,[BOS] Waters jumpshot: Missed,[1629682],1610612738.0,BOS,pullup,,,Waters,T. Waters,,,,,10.67,: Missed,,,,,,,,,,,,,,,,,,,,,,,
155,PT00M53.20S,2020-03-05T00:33:18.9Z,1,REGULAR,rebound,defensive,[],1627790,,,1610612739,27,26,2020-03-05T00:33:18Z,1550000,,[CLE] Zizic defensive rebound (Off:1 Def:1),[1627790],1610612739.0,CLE,,,,Zizic,A. Zizic,,,,,,,154.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
156,PT00M38.00S,2020-03-05T00:33:34.1Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],1627790,8.886333771353483,39.03952205882353,1610612739,27,26,2020-03-05T00:33:41Z,1560000,left,[CLE] Zizic jumpshot: Missed,[1627790],1610612739.0,CLE,bank,,,Zizic,A. Zizic,,,,,6.58,: Missed,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M36.00S,2020-03-05T00:33:36.1Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,27,26,2020-03-05T00:33:41Z,1570000,,[BOS] Tatum defensive rebound (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,156.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
158,PT00M25.80S,2020-03-05T00:33:46.7Z,1,REGULAR,2pt,layup,['pointsinthepaint'],1629682,92.06636005256242,54.970894607843135,1610612738,27,26,2020-03-05T00:33:56Z,1580000,right,[BOS] Waters layup: Missed,[1629682],1610612738.0,BOS,fingerroll,,,Waters,T. Waters,,,,,3.72,: Missed,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M25.80S,2020-03-05T00:33:46.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,27,26,2020-03-05T00:33:56Z,1590000,,[BOS] Team offensive rebound,[],1610612738.0,BOS,,,,,,,,,,,,158.0,,,,,,,,,,,,,,,,,,,,,,
160,PT00M25.80S,2020-03-05T00:33:51.9Z,1,REGULAR,foul,personal,[],1629731,,,1610612738,27,26,2020-03-05T00:34:05Z,1600000,,[CLE] Wade foul personal (1 PF),"[1629731, 1629641]",1610612739.0,CLE,looseball,,,Wade,D. Wade,,,,,,,,,,,,,,,1627961.0,1.0,0.0,Langford,1629641.0,,,,,,,,,,
162,PT00M25.80S,2020-03-05T00:34:05.0Z,1,REGULAR,substitution,out,[],1629645,,,1610612738,27,26,2020-03-05T00:34:14Z,1620000,,[CLE] substitution Porter Jr. replaced by Sexton,"[1629645, 1629012]",1610612739.0,CLE,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,Sexton,1629012.0,,,,,,,,
163,PT00M25.80S,2020-03-05T00:34:05.0Z,1,REGULAR,substitution,out,[],202683,,,1610612738,27,26,2020-03-05T00:34:14Z,1630000,,[BOS] substitution Kanter replaced by Williams III,"[202683, 1629057]",1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,Williams III,1629057.0,,,,,,,,
166,PT00M21.40S,2020-03-05T00:34:21.9Z,1,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1629057,89.96386333771353,42.96109068627451,1610612738,27,28,2020-03-05T00:37:30Z,1660000,right,[BOS] Williams III layup: Made (2 PTS) assist: Tatum (2 AST),"[1629057, 1628369]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,5.9,: Made,,,,,2.0,Tatum,1628369.0,2.0,,,,,,,,,,,,,,,
168,PT00M00.00S,2020-03-05T00:34:50.0Z,1,REGULAR,period,end,[],0,,,1610612739,27,28,2020-03-05T00:34:50Z,1680000,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2020-03-05T00:36:54.3Z,2,REGULAR,substitution,out,['startperiod'],1627790,,,1610612739,27,28,2020-03-05T00:37:20Z,1690000,,[CLE] substitution Zizic replaced by Nance Jr.,"[1627790, 1626204]",1610612739.0,CLE,,,,Zizic,A. Zizic,,,,,,,,,,,,,,,,,,,,Nance Jr.,1626204.0,,,,,,,,
171,PT12M00.00S,2020-03-05T00:37:25.6Z,2,REGULAR,period,start,[],0,,,1610612738,27,28,2020-03-05T00:37:25Z,1710000,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT11M37.00S,2020-03-05T00:37:47.9Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628369,91.01511169513797,48.59834558823529,1610612738,27,28,2020-03-05T00:37:55Z,1720000,right,[BOS] Tatum jumpshot: Missed,[1628369],1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,3.81,: Missed,,,,,,,,,,,,,,,,,,,,,,,
173,PT11M34.00S,2020-03-05T00:37:50.9Z,2,REGULAR,rebound,defensive,[],203521,,,1610612739,27,28,2020-03-05T00:37:55Z,1730000,,[CLE] Dellavedova defensive rebound (Off:0 Def:2),[203521],1610612739.0,CLE,,,,Dellavedova,M. Dellavedova,,,,,,,172.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
174,PT11M12.00S,2020-03-05T00:38:14.9Z,2,REGULAR,turnover,shotclock,['team'],0,,,1610612739,27,28,2020-03-05T00:38:21Z,1740000,,[CLE] Team shotclock turnover,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,1162.0,,,,,,,,,,,,,,
175,PT11M06.00S,2020-03-05T00:38:32.7Z,2,REGULAR,foul,personal,['2freethrow'],1626204,,,1610612738,27,28,2020-03-05T00:39:54Z,1750000,,[CLE] Nance Jr. foul personal (1 PF) (Williams III 2freethrow),"[1626204, 1629057]",1610612739.0,CLE,shooting,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,1198.0,1.0,0.0,Williams III,1629057.0,,,,,,,,,,
177,PT11M06.00S,2020-03-05T00:38:58.5Z,2,REGULAR,freethrow,1of2,['fromturnover'],1629057,,,1610612738,27,28,2020-03-05T00:38:58Z,1770000,,[BOS] Williams III freethrow 1of2: Missed,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,: Missed,,,,,,,,,,,,,,,,,,,,,,,
178,PT11M06.00S,2020-03-05T00:38:58.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,27,28,2020-03-05T00:38:58Z,1780000,,[BOS] Team offensive rebound,[],1610612738.0,BOS,,,,,,,,,,,,177.0,,,,,,,,,,,,,,,,,,,,,,
179,PT11M06.00S,2020-03-05T00:38:58.5Z,2,REGULAR,freethrow,2of2,['fromturnover'],1629057,,,1610612738,27,28,2020-03-05T00:39:26Z,1790000,,[BOS] Williams III freethrow 2of2: Missed,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,: Missed,,,,,,,,,,,,,,,,,,,,,,,
180,PT11M04.00S,2020-03-05T00:39:00.5Z,2,REGULAR,rebound,defensive,[],1626204,,,1610612739,27,28,2020-03-05T00:39:26Z,1800000,,[CLE] Nance Jr. defensive rebound (Off:1 Def:2),[1626204],1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,,,179.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
181,PT10M47.00S,2020-03-05T00:39:33.8Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1626224,5.863994743758213,56.196384803921575,1610612739,27,28,2020-03-05T00:39:39Z,1810000,left,[CLE] Osman layup: Missed Block: Williams III (1 BLK),"[1626224, 1629057]",1610612739.0,CLE,driving,,,Osman,C. Osman,,,,,3.2,: Missed,,,,,,,,,,,,,,,,,,,,Williams III,1629057.0,1.0,
183,PT10M47.00S,2020-03-05T00:39:33.8Z,2,REGULAR,rebound,offensive,[],1626204,,,1610612739,27,28,2020-03-05T00:39:39Z,1830000,,[CLE] Nance Jr. offensive rebound (Off:2 Def:2),[1626204],1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,,,181.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
184,PT10M47.00S,2020-03-05T00:39:41.1Z,2,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612739,27,28,2020-03-05T00:39:48Z,1840000,,[BOS] Tatum foul personal (1 PF) (Nance Jr. 2freethrow),"[1628369, 1626204]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,,,,,,,,,,,1198.0,1.0,0.0,Nance Jr.,1626204.0,,,,,,,,,,
186,PT10M47.00S,2020-03-05T00:39:58.2Z,2,REGULAR,freethrow,1of2,['2ndchance'],1626204,,,1610612739,27,28,2020-03-05T00:39:58Z,1860000,,[CLE] Nance Jr. freethrow 1of2: Missed,[1626204],1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,,: Missed,,,,,,,,,,,,,,,,,,,,,,,
187,PT10M47.00S,2020-03-05T00:39:58.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,27,28,2020-03-05T00:39:58Z,1870000,,[CLE] Team offensive rebound,[],1610612739.0,CLE,,,,,,,,,,,,186.0,,,,,,,,,,,,,,,,,,,,,,
188,PT10M47.00S,2020-03-05T00:39:58.2Z,2,REGULAR,freethrow,2of2,['2ndchance'],1626204,,,1610612739,27,28,2020-03-05T00:40:16Z,1880000,,[CLE] Nance Jr. freethrow 2of2: Missed,[1626204],1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,,: Missed,,,,,,,,,,,,,,,,,,,,,,,
189,PT10M44.00S,2020-03-05T00:40:01.2Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,27,28,2020-03-05T00:40:16Z,1890000,,[BOS] Williams III defensive rebound (Off:0 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,188.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
190,PT10M35.00S,2020-03-05T00:40:24.1Z,2,REGULAR,3pt,jumpshot,[],1628400,95.22010512483574,3.2552083333333335,1610612738,27,31,2020-03-05T00:40:33Z,1900000,right,[BOS] Ojeleye 3pt shot: Made (6 PTS) assist: Waters (2 AST),"[1628400, 1629682]",1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,23.37,: Made,,,,,6.0,Waters,1629682.0,2.0,,,,,,,,,,,,,,,
192,PT10M17.00S,2020-03-05T00:40:42.5Z,2,REGULAR,2pt,jumpshot,[],1629012,10.988830486202366,70.41207107843137,1610612739,27,31,2020-03-05T00:42:19Z,1920000,left,[CLE] Sexton jumpshot: Missed,[1629012],1610612739.0,CLE,stepback,,,Sexton,C. Sexton,,,,,11.66,: Missed,,,,,,,,,,,,,,,,,,,,,,,
