actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerName,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,subsInPlayerName,subsInPersonId,turnoverTotal,stealPlayerName,stealPersonId,stealTotal,blockPlayerName,blockPersonId,blockTotal,value
390,PT05M40.00S,2020-03-05T01:36:09.6Z,3,REGULAR,turnover,lostball,[],1626224,,,1610612739,65,71,2020-03-05T01:36:16Z,3890000,,[CLE] Osman lostball turnover (2 TO) Steal: Wanamaker (2 STL),"[1626224, 202954]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,2.0,Wanamaker,202954.0,2.0,,,,
392,PT05M37.00S,2020-03-05T01:36:17.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626224,,,1610612738,65,71,2020-03-05T01:36:25Z,3910000,,[CLE] Osman foul personal (2 PF) (Wanamaker inpenalty),"[1626224, 202954]",1610612739.0,CLE,shooting,,,Osman,C. Osman,,,,,,,,,,,,,,,1198.0,2.0,0.0,Wanamaker,202954.0,,,,,,,,,,
394,PT05M37.00S,2020-03-05T01:36:45.5Z,3,REGULAR,freethrow,1of2,"['fromturnover', 'fastbreak']",202954,,,1610612738,65,72,2020-03-05T01:36:45Z,3930000,,[BOS] Wanamaker freethrow 1of2: Made (5 PTS),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,: Made,,,,,5.0,,,,,,,,,,,,,,,,,,
395,PT05M37.00S,2020-03-05T01:36:46.3Z,3,REGULAR,substitution,out,[],1628369,,,1610612738,65,72,2020-03-05T01:36:48Z,3940000,,[BOS] substitution Tatum replaced by Ojeleye,"[1628369, 1628400]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,Ojeleye,1628400.0,,,,,,,,
397,PT05M37.00S,2020-03-05T01:37:02.8Z,3,REGULAR,freethrow,2of2,"['fastbreak', 'fromturnover']",202954,,,1610612738,65,73,2020-03-05T01:37:02Z,3960000,,[BOS] Wanamaker freethrow 2of2: Made (6 PTS),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,: Made,,,,,6.0,,,,,,,,,,,,,,,,,,
398,PT05M21.00S,2020-03-05T01:37:20.4Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1629012,94.69448094612353,50.06893382352941,1610612739,67,73,2020-03-05T01:37:32Z,3970000,right,[CLE] Sexton layup: Made (26 PTS) assist: Love (5 AST),"[1629012, 201567]",1610612739.0,CLE,cutting,,,Sexton,C. Sexton,,,,,0.29,: Made,,,,,26.0,Love,201567.0,5.0,,,,,,,,,,,,,,,
400,PT04M59.00S,2020-03-05T01:37:42.7Z,3,REGULAR,3pt,jumpshot,[],202954,30.436925098554536,66.24540441176471,1610612738,67,73,2020-03-05T01:37:46Z,3990000,left,[BOS] Wanamaker 3pt jumpshot: Missed,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,25.25,: Missed,,,,,,,,,,,,,,,,,,,,,,,
401,PT04M57.00S,2020-03-05T01:37:44.7Z,3,REGULAR,rebound,defensive,[],1626204,,,1610612739,67,73,2020-03-05T01:37:48Z,4000000,,[CLE] Nance Jr. defensive rebound (Off:4 Def:7),[1626204],1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,,,400.0,11.0,7.0,4.0,,,,,,,,,,,,,,,,,,,
402,PT04M38.00S,2020-03-05T01:38:04.1Z,3,REGULAR,turnover,badpass,[],1629012,,,1610612739,67,73,2020-03-05T01:38:09Z,4010000,,[CLE] Sexton badpass turnover (2 TO) Steal: Williams III (1 STL),"[1629012, 1629057]",1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,2.0,Williams III,1629057.0,1.0,,,,
404,PT04M31.00S,2020-03-05T01:38:10.2Z,3,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629057,9.937582128777924,44.676776960784316,1610612738,67,73,2020-03-05T01:38:19Z,4030000,left,[BOS] Williams III jumpshot: Missed,[1629057],1610612738.0,BOS,floating,,,Williams III,R. Williams III,,,,,5.35,: Missed,,,,,,,,,,,,,,,,,,,,,,,
405,PT04M29.00S,2020-03-05T01:38:12.2Z,3,REGULAR,rebound,defensive,[],1626204,,,1610612739,67,73,2020-03-05T01:38:19Z,4040000,,[CLE] Nance Jr. defensive rebound (Off:4 Def:8),[1626204],1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,,,404.0,12.0,8.0,4.0,,,,,,,,,,,,,,,,,,,
406,PT04M14.00S,2020-03-05T01:38:27.9Z,3,REGULAR,2pt,hook,['pointsinthepaint'],201567,92.06636005256242,37.32383578431372,1610612739,69,73,2020-03-05T01:38:34Z,4050000,right,[CLE] Love hook: Made (16 PTS),[201567],1610612739.0,CLE,turnaround,,,Love,K. Love,,,,,6.91,: Made,,,,,16.0,,,,,,,,,,,,,,,,,,
407,PT03M52.00S,2020-03-05T01:38:49.8Z,3,REGULAR,3pt,jumpshot,[],202954,23.99802890932983,84.87285539215686,1610612738,69,73,2020-03-05T01:38:55Z,4060000,left,[BOS] Wanamaker 3pt jumpshot: Missed,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,24.96,: Missed,,,,,,,,,,,,,,,,,,,,,,,
408,PT03M49.00S,2020-03-05T01:38:52.8Z,3,REGULAR,rebound,defensive,[],1629731,,,1610612739,69,73,2020-03-05T01:38:55Z,4070000,,[CLE] Wade defensive rebound (Off:0 Def:2),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,407.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
409,PT03M34.00S,2020-03-05T01:39:07.6Z,3,REGULAR,3pt,jumpshot,[],1626204,70.25295663600527,75.80422794117648,1610612739,69,73,2020-03-05T01:39:12Z,4080000,right,[CLE] Nance Jr. 3pt jumpshot: Missed,[1626204],1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,26.6,: Missed,,,,,,,,,,,,,,,,,,,,,,,
410,PT03M32.00S,2020-03-05T01:39:09.6Z,3,REGULAR,rebound,defensive,[],1628400,,,1610612738,69,73,2020-03-05T01:39:12Z,4090000,,[BOS] Ojeleye defensive rebound (Off:0 Def:3),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,409.0,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,,
411,PT03M17.00S,2020-03-05T01:39:25.0Z,3,REGULAR,turnover,lostball,[],203935,,,1610612738,69,73,2020-03-05T01:39:29Z,4100000,,[BOS] Smart lostball turnover (3 TO) Steal: Osman (1 STL),"[203935, 1626224]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,3.0,Osman,1626224.0,1.0,,,,
413,PT03M12.00S,2020-03-05T01:39:30.0Z,3,REGULAR,3pt,jumpshot,['fromturnover'],1629012,90.3580814717477,95.16697303921569,1610612739,69,73,2020-03-05T01:39:40Z,4120000,right,[CLE] Sexton 3pt jumpshot: Missed,[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,23.0,: Missed,,,,,,,,,,,,,,,,,,,,,,,
414,PT03M09.00S,2020-03-05T01:39:33.0Z,3,REGULAR,rebound,offensive,[],201567,,,1610612739,69,73,2020-03-05T01:39:40Z,4130000,,[CLE] Love offensive rebound (Off:3 Def:8),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,413.0,11.0,8.0,3.0,,,,,,,,,,,,,,,,,,,
415,PT03M07.00S,2020-03-05T01:39:34.9Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",201567,93.38042049934296,50.06893382352941,1610612739,71,73,2020-03-05T01:39:48Z,4140000,right,[CLE] Love layup: Made (18 PTS),[201567],1610612739.0,CLE,putback,,,Love,K. Love,,,,,1.52,: Made,,,,,18.0,,,,,,,,,,,,,,,,,,
416,PT02M48.00S,2020-03-05T01:39:53.8Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],1629057,11.908672798948752,45.65716911764706,1610612738,71,73,2020-03-05T01:39:58Z,4150000,left,[BOS] Williams III jumpshot: Missed,[1629057],1610612738.0,BOS,pullup,,,Williams III,R. Williams III,,,,,6.84,: Missed,,,,,,,,,,,,,,,,,,,,,,,
417,PT02M46.00S,2020-03-05T01:39:55.8Z,3,REGULAR,rebound,offensive,[],1629057,,,1610612738,71,73,2020-03-05T01:39:58Z,4160000,,[BOS] Williams III offensive rebound (Off:2 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,416.0,5.0,3.0,2.0,,,,,,,,,,,,,,,,,,,
418,PT02M45.00S,2020-03-05T01:39:57.7Z,3,REGULAR,3pt,jumpshot,['2ndchance'],203935,19.793035479632064,92.71599264705883,1610612738,71,73,2020-03-05T01:40:02Z,4170000,left,[BOS] Smart 3pt jumpshot: Missed,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,25.49,: Missed,,,,,,,,,,,,,,,,,,,,,,,
419,PT02M42.00S,2020-03-05T01:40:00.7Z,3,REGULAR,rebound,defensive,[],201567,,,1610612739,71,73,2020-03-05T01:40:02Z,4180000,,[CLE] Love defensive rebound (Off:3 Def:9),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,418.0,12.0,9.0,3.0,,,,,,,,,,,,,,,,,,,
420,PT02M37.00S,2020-03-05T01:40:06.9Z,3,REGULAR,foul,personal,[],202954,,,1610612739,71,73,2020-03-05T01:40:20Z,4190000,,[BOS] Wanamaker foul personal (4 PF),"[202954, 1629012]",1610612738.0,BOS,take,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,1162.0,4.0,0.0,Sexton,1629012.0,,,,,,,,,,
422,PT02M37.00S,2020-03-05T01:40:27.0Z,3,REGULAR,timeout,full,['team'],0,,,1610612739,71,73,2020-03-05T01:40:27Z,4210000,,[CLE] timeout full,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT02M37.00S,2020-03-05T01:41:27.8Z,3,REGULAR,substitution,out,[],1626224,,,1610612739,71,73,2020-03-05T01:42:01Z,4220000,,[CLE] substitution Osman replaced by Dellavedova,"[1626224, 203521]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,Dellavedova,203521.0,,,,,,,,
424,PT02M37.00S,2020-03-05T01:41:27.8Z,3,REGULAR,substitution,out,[],1626204,,,1610612739,71,73,2020-03-05T01:42:01Z,4230000,,[CLE] substitution Nance Jr. replaced by Zizic,"[1626204, 1627790]",1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,Zizic,1627790.0,,,,,,,,
425,PT02M37.00S,2020-03-05T01:41:27.8Z,3,REGULAR,substitution,out,[],202954,,,1610612739,71,73,2020-03-05T01:42:01Z,4240000,,[BOS] substitution Wanamaker replaced by Kanter,"[202954, 202683]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,Kanter,202683.0,,,,,,,,
426,PT02M37.00S,2020-03-05T01:41:27.8Z,3,REGULAR,substitution,out,[],203935,,,1610612739,71,73,2020-03-05T01:42:01Z,4250000,,[BOS] substitution Smart replaced by Waters,"[203935, 1629682]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,Waters,1629682.0,,,,,,,,
427,PT02M37.00S,2020-03-05T01:41:27.8Z,3,REGULAR,substitution,out,[],1629057,,,1610612739,71,73,2020-03-05T01:42:01Z,4260000,,[BOS] substitution Williams III replaced by Tatum,"[1629057, 1628369]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,Tatum,1628369.0,,,,,,,,
433,PT02M28.00S,2020-03-05T01:42:33.1Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],203521,87.86136662286465,61.09834558823529,1610612739,71,73,2020-03-05T01:42:38Z,4320000,right,[CLE] Dellavedova jumpshot: Missed,[203521],1610612739.0,CLE,pullup,,,Dellavedova,M. Dellavedova,,,,,8.71,: Missed,,,,,,,,,,,,,,,,,,,,,,,
434,PT02M25.00S,2020-03-05T01:42:36.1Z,3,REGULAR,rebound,offensive,[],1627790,,,1610612739,71,73,2020-03-05T01:42:38Z,4330000,,[CLE] Zizic offensive rebound (Off:2 Def:1),[1627790],1610612739.0,CLE,,,,Zizic,A. Zizic,,,,,,,433.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
435,PT02M22.00S,2020-03-05T01:42:39.2Z,3,REGULAR,2pt,jumpshot,"['pointsinthepaint', '2ndchance']",201567,92.06636005256242,37.07873774509804,1610612739,71,73,2020-03-05T01:42:46Z,4340000,right,[CLE] Love jumpshot: Missed,[201567],1610612739.0,CLE,bank,,,Love,K. Love,,,,,7.02,: Missed,,,,,,,,,,,,,,,,,,,,,,,
436,PT02M17.00S,2020-03-05T01:42:44.2Z,3,REGULAR,rebound,offensive,[],201567,,,1610612739,71,73,2020-03-05T01:42:46Z,4350000,,[CLE] Love offensive rebound (Off:4 Def:9),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,435.0,13.0,9.0,4.0,,,,,,,,,,,,,,,,,,,
437,PT02M17.00S,2020-03-05T01:42:44.3Z,3,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",201567,95.0,50.0,1610612739,73,73,2020-03-05T01:42:44Z,4360000,right,[CLE] Love layup: Made (20 PTS),[201567],1610612739.0,CLE,putback,,,Love,K. Love,,,,,0.0,: Made,,,,,20.0,,,,,,,,,,,,,,,,,,
438,PT02M01.00S,2020-03-05T01:43:00.7Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628369,9.280551905387648,40.510110294117645,1610612738,73,75,2020-03-05T01:43:05Z,4370000,left,[BOS] Tatum jumpshot: Made (23 PTS),[1628369],1610612738.0,BOS,floating,,,Tatum,J. Tatum,,,,,6.22,: Made,,,,,23.0,,,,,,,,,,,,,,,,,,
439,PT01M44.00S,2020-03-05T01:43:17.4Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1629012,94.30026281208936,47.61795343137255,1610612739,75,75,2020-03-05T01:43:25Z,4380000,right,[CLE] Sexton layup: Made (28 PTS),[1629012],1610612739.0,CLE,driving,,,Sexton,C. Sexton,,,,,1.36,: Made,,,,,28.0,,,,,,,,,,,,,,,,,,
440,PT01M28.00S,2020-03-05T01:43:32.9Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],1629682,7.966491458607096,52.76501225490197,1610612738,75,75,2020-03-05T01:43:37Z,4390000,left,[BOS] Waters jumpshot: Missed,[1629682],1610612738.0,BOS,floating,,,Waters,T. Waters,,,,,3.11,: Missed,,,,,,,,,,,,,,,,,,,,,,,
441,PT01M26.00S,2020-03-05T01:43:35.6Z,3,REGULAR,rebound,defensive,[],203521,,,1610612739,75,75,2020-03-05T01:43:35Z,4400000,,[CLE] Dellavedova defensive rebound (Off:0 Def:3),[203521],1610612739.0,CLE,,,,Dellavedova,M. Dellavedova,,,,,,,440.0,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,,
442,PT01M07.00S,2020-03-05T01:43:54.0Z,3,REGULAR,2pt,jumpshot,[],1629012,84.1819973718791,78.74540441176471,1610612739,75,75,2020-03-05T01:43:58Z,4410000,right,[CLE] Sexton jumpshot: Missed,[1629012],1610612739.0,CLE,pullup,,,Sexton,C. Sexton,,,,,17.6,: Missed,,,,,,,,,,,,,,,,,,,,,,,
443,PT01M05.00S,2020-03-05T01:43:56.0Z,3,REGULAR,rebound,defensive,[],202683,,,1610612738,75,75,2020-03-05T01:43:58Z,4420000,,[BOS] Kanter defensive rebound (Off:4 Def:2),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,442.0,6.0,2.0,4.0,,,,,,,,,,,,,,,,,,,
