actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
249,PT05M47.00S,2019-12-19T03:25:47.3Z,2,REGULAR,rebound,defensive,[],204001,,,1610612742,39,36,2019-12-19T03:25:56Z,2470000,,,0,,K. Porzingis REBOUND (Off:2 Def:6),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,248.0,8.0,6.0,2.0,,,,,,,,,,,,,,,
250,PT05M42.00S,2019-12-19T03:25:52.9Z,2,REGULAR,3pt,jumpshot,['fastbreak'],204001,35.29894875164258,47.86305147058824,1610612742,42,36,2019-12-19T03:26:01Z,2480000,11.0,279.0,1,left,K. Porzingis 28' 3PT  (10 PTS) (J. Brunson 3 AST),"[204001, 1628973]",1610612742.0,DAL,pullup,,,Porzingis,K. Porzingis,,,,,28.5,Made,,,,,,,10.0,J. Brunson,1628973.0,3.0,,,,,,,,,
252,PT05M28.00S,2019-12-19T03:26:09.9Z,2,REGULAR,foul,personal,[],1628467,,,1610612738,42,36,2019-12-19T03:26:27Z,2500000,,,0,,M. Kleber FOUL personal (2 PF),"[1628467, 202689]",1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,1146.0,,,,,,,,2.0,0.0,Walker,202689.0,,,
255,PT05M28.00S,2019-12-19T03:26:33.7Z,2,REGULAR,substitution,out,[],1628467,,,1610612738,42,36,2019-12-19T03:26:45Z,2520000,,,0,,substitution out Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M28.00S,2019-12-19T03:26:33.7Z,2,REGULAR,substitution,in,[],203939,,,1610612738,42,36,2019-12-19T03:26:45Z,2530000,,,0,,substitution in Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT05M22.00S,2019-12-19T03:26:52.0Z,2,REGULAR,3pt,jumpshot,[],1627759,72.48685939553219,19.676776960784316,1610612738,42,36,2019-12-19T03:26:57Z,2540000,-152.0,206.0,1,right,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,26.03,Missed,,,,,,,,,,,,,,,,,,,
258,PT05M19.00S,2019-12-19T03:26:55.0Z,2,REGULAR,rebound,defensive,[],203501,,,1610612742,42,36,2019-12-19T03:26:57Z,2550000,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,257.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
259,PT05M07.00S,2019-12-19T03:27:07.0Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],203501,9.674770039421814,37.8140318627451,1610612742,42,36,2019-12-19T03:27:14Z,2560000,61.0,38.0,1,left,MISS T. Hardaway Jr. 8' jumpshot Blocked,"[203501, 1627759]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,7.51,Missed,,,,,,,,,,,,,,,,,Brown,1627759.0,
260,PT05M07.00S,2019-12-19T03:27:07.0Z,2,REGULAR,block,,[],1627759,,,1610612742,42,36,2019-12-19T03:27:09Z,2570000,,,0,,J. Brown BLOCK (1 BLK),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT05M06.00S,2019-12-19T03:27:08.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,42,36,2019-12-19T03:27:14Z,2580000,,,0,,Team defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,259.0,,,,,,,,,,,,,,,,,,
262,PT05M06.00S,2019-12-19T03:27:14.4Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612738,42,36,2019-12-19T03:27:14Z,2590000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT04M53.00S,2019-12-19T03:27:42.5Z,2,REGULAR,foul,personal,['2freethrow'],204001,,,1610612738,42,36,2019-12-19T03:27:50Z,2600000,,,0,,K. Porzingis FOUL personal (1 PF) (Wanamaker 2freethrow),"[204001, 202954]",1610612742.0,DAL,shooting,,,Porzingis,K. Porzingis,,,,,,,,,,,202056.0,,,,,,,,1.0,0.0,Wanamaker,202954.0,,,
265,PT04M53.00S,2019-12-19T03:28:08.5Z,2,REGULAR,freethrow,1of2,[],202954,,,1610612738,42,37,2019-12-19T03:28:08Z,2620000,,,0,,B. Wanamaker freethrow 1of2 (1 PTS),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,Made,,,,,,,1.0,,,,,,,,,,,,
266,PT04M53.00S,2019-12-19T03:28:09.3Z,2,REGULAR,substitution,out,[],1628400,,,1610612738,42,37,2019-12-19T03:28:22Z,2630000,,,0,,substitution out Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT04M53.00S,2019-12-19T03:28:09.3Z,2,REGULAR,substitution,in,[],1629684,,,1610612738,42,37,2019-12-19T03:28:22Z,2640000,,,0,,substitution in Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT04M53.00S,2019-12-19T03:28:26.2Z,2,REGULAR,freethrow,2of2,[],202954,,,1610612738,42,38,2019-12-19T03:28:26Z,2650000,,,0,,B. Wanamaker freethrow 2of2 (2 PTS),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,Made,,,,,,,2.0,,,,,,,,,,,,
269,PT04M41.00S,2019-12-19T03:28:42.4Z,2,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612742,42,38,2019-12-19T03:28:48Z,2660000,,,0,,D. Theis FOUL personal (2 PF) (Porzingis 2freethrow),"[1628464, 204001]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,202056.0,,,,,,,,2.0,0.0,Porzingis,204001.0,,,
271,PT04M41.00S,2019-12-19T03:29:05.6Z,2,REGULAR,freethrow,1of2,[],204001,,,1610612742,43,38,2019-12-19T03:29:23Z,2680000,,,0,,K. Porzingis freethrow 1of2 (11 PTS),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,Made,,,,,,,11.0,,,,,,,,,,,,
272,PT04M41.00S,2019-12-19T03:29:05.6Z,2,REGULAR,freethrow,2of2,[],204001,,,1610612742,43,38,2019-12-19T03:29:23Z,2690000,,,0,,MISS K. Porzingis freethrow 2of2,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,Missed,,,,,,,,,,,,,,,,,,,
273,PT04M38.00S,2019-12-19T03:29:08.6Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612738,43,38,2019-12-19T03:29:23Z,2700000,,,0,,G. Williams REBOUND (Off:0 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,272.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
274,PT04M18.00S,2019-12-19T03:29:42.1Z,2,REGULAR,2pt,jumpshot,[],202689,72.88107752956637,25.80422794117647,1610612738,43,38,2019-12-19T03:29:47Z,2710000,-121.0,202.0,1,right,MISS K. Walker 24' jumpshot,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,24.05,Missed,,,,,,,,,,,,,,,,,,,
275,PT04M15.00S,2019-12-19T03:29:45.1Z,2,REGULAR,rebound,defensive,[],204001,,,1610612742,43,38,2019-12-19T03:29:47Z,2720000,,,0,,K. Porzingis REBOUND (Off:2 Def:7),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,274.0,9.0,7.0,2.0,,,,,,,,,,,,,,,
276,PT04M02.00S,2019-12-19T03:29:57.6Z,2,REGULAR,3pt,jumpshot,[],203501,13.748357424441524,3.990502450980392,1610612742,46,38,2019-12-19T03:30:02Z,2730000,230.0,77.0,1,left,T. Hardaway Jr. 24' 3PT  (6 PTS) (J. Brunson 4 AST),"[203501, 1628973]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,24.42,Made,,,,,,,6.0,J. Brunson,1628973.0,4.0,,,,,,,,,
278,PT03M49.00S,2019-12-19T03:30:10.7Z,2,REGULAR,turnover,badpass,[],202689,,,1610612738,46,38,2019-12-19T03:30:15Z,2750000,,,0,,K. Walker TURNOVER badpass (1 TOV) Stolen,"[202689, 1627827]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,1.0,,,,,Finney-Smith,1627827.0,,,,,,,
279,PT03M49.00S,2019-12-19T03:30:10.7Z,2,REGULAR,steal,,[],1627827,,,1610612742,46,38,2019-12-19T03:30:12Z,2760000,,,0,,D. Finney-Smith STEAL (2 STL),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT03M47.00S,2019-12-19T03:30:19.4Z,2,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612742,46,38,2019-12-19T03:30:25Z,2770000,,,0,,D. Theis FOUL personal (3 PF) (Finney-Smith 2freethrow),"[1628464, 1627827]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,1146.0,,,,,,,,3.0,0.0,Finney-Smith,1627827.0,,,
282,PT03M47.00S,2019-12-19T03:30:47.0Z,2,REGULAR,freethrow,1of2,"['fromturnover', 'fastbreak']",1627827,,,1610612742,47,38,2019-12-19T03:30:47Z,2790000,,,0,,D. Finney-Smith freethrow 1of2 (4 PTS),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,Made,,,,,,,4.0,,,,,,,,,,,,
284,PT03M47.00S,2019-12-19T03:30:47.7Z,2,REGULAR,substitution,out,[],202954,,,1610612742,47,38,2019-12-19T03:30:59Z,2800000,,,0,,substitution out Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT03M47.00S,2019-12-19T03:30:47.7Z,2,REGULAR,substitution,out,[],1628464,,,1610612742,47,38,2019-12-19T03:30:59Z,2810000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT03M47.00S,2019-12-19T03:30:47.7Z,2,REGULAR,substitution,in,[],1628369,,,1610612742,47,38,2019-12-19T03:30:59Z,2820000,,,0,,substitution in Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT03M47.00S,2019-12-19T03:30:47.7Z,2,REGULAR,substitution,in,[],1628400,,,1610612742,47,38,2019-12-19T03:30:59Z,2830000,,,0,,substitution in Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT03M47.00S,2019-12-19T03:31:07.0Z,2,REGULAR,freethrow,2of2,"['fastbreak', 'fromturnover']",1627827,,,1610612742,48,38,2019-12-19T03:31:07Z,2840000,,,0,,D. Finney-Smith freethrow 2of2 (5 PTS),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,Made,,,,,,,5.0,,,,,,,,,,,,
289,PT03M33.00S,2019-12-19T03:31:22.8Z,2,REGULAR,3pt,jumpshot,[],1628400,91.5407358738502,3.2552083333333335,1610612738,48,38,2019-12-19T03:31:27Z,2850000,-234.0,27.0,1,right,MISS S. Ojeleye 24' 3PT,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,23.59,Missed,,,,,,,,,,,,,,,,,,,
290,PT03M30.00S,2019-12-19T03:31:25.8Z,2,REGULAR,rebound,defensive,[],1628973,,,1610612742,48,38,2019-12-19T03:31:27Z,2860000,,,0,,J. Brunson REBOUND (Off:1 Def:2),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,289.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
291,PT03M25.00S,2019-12-19T03:31:31.1Z,2,REGULAR,3pt,jumpshot,['fastbreak'],1628973,31.09395532194481,29.480698529411764,1610612742,48,38,2019-12-19T03:31:39Z,2870000,103.0,240.0,1,left,MISS J. Brunson 27' 3PT,[1628973],1610612742.0,DAL,runningpullup,,,Brunson,J. Brunson,,,,,26.59,Missed,,,,,,,,,,,,,,,,,,,
292,PT03M24.00S,2019-12-19T03:31:34.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,48,38,2019-12-19T03:31:34Z,2880000,,,0,,Team defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,291.0,,,,,,,,,,,,,,,,,,
293,PT03M24.00S,2019-12-19T03:31:35.5Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612738,48,38,2019-12-19T03:31:35Z,2890000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT03M08.00S,2019-12-19T03:31:53.5Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628369,92.19776609724047,64.03952205882352,1610612738,48,38,2019-12-19T03:32:01Z,2900000,70.0,21.0,1,right,MISS J. Tatum 8' jumpshot,[1628369],1610612738.0,BOS,drivingfloating,,,Tatum,J. Tatum,,,,,7.5,Missed,,,,,,,,,,,,,,,,,,,
295,PT03M05.00S,2019-12-19T03:31:56.5Z,2,REGULAR,rebound,offensive,[],1628369,,,1610612738,48,38,2019-12-19T03:32:01Z,2910000,,,0,,J. Tatum REBOUND (Off:2 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,294.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
296,PT03M03.00S,2019-12-19T03:31:57.1Z,2,REGULAR,2pt,layup,"['2ndchance', 'pointsinthepaint']",1628369,95.0,50.0,1610612738,48,40,2019-12-19T03:32:07Z,2920000,0.0,-6.0,1,right,J. Tatum layup (7 PTS),[1628369],1610612738.0,BOS,tip,,,Tatum,J. Tatum,,,,,0.0,Made,,,,,,,7.0,,,,,,,,,,,,
297,PT02M49.00S,2019-12-19T03:32:10.9Z,2,REGULAR,2pt,jumpshot,[],204001,17.0335085413929,28.745404411764707,1610612742,50,40,2019-12-19T03:32:17Z,2930000,106.0,108.0,1,left,K. Porzingis 16' jumpshot (13 PTS) (D. Powell 1 AST),"[204001, 203939]",1610612742.0,DAL,pullup,,,Porzingis,K. Porzingis,,,,,15.52,Made,,,,,,,13.0,D. Powell,203939.0,1.0,,,,,,,,,
299,PT02M49.00S,2019-12-19T03:32:22.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,50,40,2019-12-19T03:32:22Z,2950000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT02M49.00S,2019-12-19T03:35:17.9Z,2,REGULAR,substitution,out,[],204001,,,1610612738,50,40,2019-12-19T03:35:34Z,2960000,,,0,,substitution out Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT02M49.00S,2019-12-19T03:35:17.9Z,2,REGULAR,substitution,out,[],1627827,,,1610612738,50,40,2019-12-19T03:35:34Z,2970000,,,0,,substitution out Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT02M49.00S,2019-12-19T03:35:17.9Z,2,REGULAR,substitution,in,[],1628467,,,1610612738,50,40,2019-12-19T03:35:34Z,2980000,,,0,,substitution in Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT02M49.00S,2019-12-19T03:35:17.9Z,2,REGULAR,substitution,in,[],203552,,,1610612738,50,40,2019-12-19T03:35:34Z,2990000,,,0,,substitution in Curry,[203552],1610612742.0,DAL,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT02M36.00S,2019-12-19T03:35:50.2Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1627759,89.30683311432325,56.93167892156863,1610612738,50,42,2019-12-19T03:35:54Z,3000000,35.0,48.0,1,right,J. Brown 6' jumpshot (6 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,6.38,Made,,,,,,,6.0,,,,,,,,,,,,
306,PT02M15.00S,2019-12-19T03:36:10.6Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],203501,12.434296977660972,37.56893382352941,1610612742,50,42,2019-12-19T03:36:18Z,3020000,62.0,64.0,1,left,MISS T. Hardaway Jr. 9' jumpshot Blocked,"[203501, 1628369]",1610612742.0,DAL,drivingfloating,,,Hardaway Jr.,T. Hardaway Jr.,,,,,9.36,Missed,,,,,,,,,,,,,,,,,Tatum,1628369.0,
307,PT02M15.00S,2019-12-19T03:36:10.6Z,2,REGULAR,block,,[],1628369,,,1610612742,50,42,2019-12-19T03:36:12Z,3030000,,,0,,J. Tatum BLOCK (1 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT02M14.00S,2019-12-19T03:36:11.6Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,50,42,2019-12-19T03:36:18Z,3040000,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,306.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
309,PT02M14.00S,2019-12-19T03:36:16.0Z,2,REGULAR,foul,personal,['2freethrow'],203552,,,1610612738,50,42,2019-12-19T03:37:55Z,3050000,,,0,,S. Curry FOUL personal (2 PF) (Brown 2freethrow),"[203552, 1627759]",1610612742.0,DAL,clearpath,,,Curry,S. Curry,,,,,,,,,,,202056.0,,,,,,,,2.0,0.0,Brown,1627759.0,,,
311,PT02M14.00S,2019-12-19T03:36:44.2Z,2,REGULAR,instantreplay,request,[],0,,,1610612738,50,42,2019-12-19T03:38:55Z,3070000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,202056.0,,,,,,,,,,,,,,Clear Path - Overturn Call
312,PT02M14.00S,2019-12-19T03:38:02.3Z,2,REGULAR,freethrow,1of2,['fastbreak'],1627759,,,1610612738,50,43,2019-12-19T03:38:02Z,3080000,,,0,,J. Brown clearpath freethrow 1of2 (7 PTS),[1627759],1610612738.0,BOS,clearpath,,,Brown,J. Brown,,,,,,Made,,,,,,,7.0,,,,,,,,,,,,
313,PT02M14.00S,2019-12-19T03:38:06.4Z,2,REGULAR,substitution,out,[],203939,,,1610612738,50,43,2019-12-19T03:38:11Z,3090000,,,0,,substitution out Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT02M14.00S,2019-12-19T03:38:06.4Z,2,REGULAR,substitution,in,[],204001,,,1610612738,50,43,2019-12-19T03:38:11Z,3100000,,,0,,substitution in Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT02M14.00S,2019-12-19T03:38:02.3Z,2,REGULAR,freethrow,2of2,['fastbreak'],1627759,,,1610612738,50,44,2019-12-19T03:38:44Z,3110000,,,0,,J. Brown clearpath freethrow 2of2 (8 PTS),[1627759],1610612738.0,BOS,clearpath,,,Brown,J. Brown,,,,,,Made,,,,,,,8.0,,,,,,,,,,,,
316,PT02M11.00S,2019-12-19T03:38:40.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",204001,,,1610612738,50,44,2019-12-19T03:38:47Z,3120000,,,0,,K. Porzingis FOUL personal (2 PF) (Brown inpenalty),"[204001, 1627759]",1610612742.0,DAL,shooting,,,Porzingis,K. Porzingis,,,,,,,,,,,202056.0,,,,,,,,2.0,0.0,Brown,1627759.0,,,
318,PT02M11.00S,2019-12-19T03:38:59.7Z,2,REGULAR,freethrow,1of2,[],1627759,,,1610612738,50,45,2019-12-19T03:38:59Z,3140000,,,0,,J. Brown freethrow 1of2 (9 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,,,9.0,,,,,,,,,,,,
319,PT02M11.00S,2019-12-19T03:39:14.2Z,2,REGULAR,freethrow,2of2,[],1627759,,,1610612738,50,46,2019-12-19T03:39:14Z,3150000,,,0,,J. Brown freethrow 2of2 (10 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,,,10.0,,,,,,,,,,,,
320,PT01M58.00S,2019-12-19T03:39:29.5Z,2,REGULAR,turnover,badpass,[],203552,,,1610612742,50,46,2019-12-19T03:39:33Z,3160000,,,0,,S. Curry TURNOVER badpass (1 TOV) Stolen,"[203552, 1629684]",1610612742.0,DAL,,,,Curry,S. Curry,,,,,,,,,,,,1.0,,,,,Williams,1629684.0,,,,,,,
321,PT01M58.00S,2019-12-19T03:39:29.5Z,2,REGULAR,steal,,[],1629684,,,1610612738,50,46,2019-12-19T03:39:31Z,3170000,,,0,,G. Williams STEAL (1 STL),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT01M48.00S,2019-12-19T03:39:39.7Z,2,REGULAR,turnover,badpass,[],202689,,,1610612738,50,46,2019-12-19T03:39:43Z,3180000,,,0,,K. Walker TURNOVER badpass (2 TOV) Stolen,"[202689, 203501]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,2.0,,,,,Hardaway Jr.,203501.0,,,,,,,
323,PT01M48.00S,2019-12-19T03:39:39.7Z,2,REGULAR,steal,,[],203501,,,1610612742,50,46,2019-12-19T03:39:41Z,3190000,,,0,,T. Hardaway Jr. STEAL (1 STL),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT01M33.00S,2019-12-19T03:39:54.9Z,2,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fromturnover']",204001,15.982260183968464,36.09834558823529,1610612742,50,46,2019-12-19T03:40:00Z,3200000,70.0,98.0,1,left,MISS K. Porzingis 12' jumpshot,[204001],1610612742.0,DAL,turnaround,,,Porzingis,K. Porzingis,,,,,12.44,Missed,,,,,,,,,,,,,,,,,,,
325,PT01M31.00S,2019-12-19T03:39:56.9Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,50,46,2019-12-19T03:40:00Z,3210000,,,0,,J. Tatum REBOUND (Off:2 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,324.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
326,PT01M24.00S,2019-12-19T03:40:04.3Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1628369,93.38042049934296,56.68658088235294,1610612738,50,46,2019-12-19T03:40:09Z,3220000,33.0,10.0,1,right,MISS J. Tatum layup Blocked,"[1628369, 1628467]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,3.67,Missed,,,,,,,,,,,,,,,,,Kleber,1628467.0,
327,PT01M24.00S,2019-12-19T03:40:04.3Z,2,REGULAR,block,,[],1628467,,,1610612738,50,46,2019-12-19T03:40:06Z,3230000,,,0,,M. Kleber BLOCK (1 BLK),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT01M24.00S,2019-12-19T03:40:04.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,50,46,2019-12-19T03:40:09Z,3240000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,326.0,,,,,,,,,,,,,,,,,,
329,PT01M24.00S,2019-12-19T03:40:07.9Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612738,50,46,2019-12-19T03:40:07Z,3250000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT01M17.00S,2019-12-19T03:40:27.5Z,2,REGULAR,2pt,jumpshot,['2ndchance'],1628369,88.64980289093299,27.519914215686274,1610612738,50,48,2019-12-19T03:40:32Z,3260000,-112.0,54.0,1,right,J. Tatum 13' jumpshot (9 PTS) (S. Ojeleye 1 AST),"[1628369, 1628400]",1610612738.0,BOS,turnaroundfadeaway,,,Tatum,J. Tatum,,,,,12.73,Made,,,,,,,9.0,S. Ojeleye,1628400.0,1.0,,,,,,,,,
332,PT01M02.00S,2019-12-19T03:40:42.8Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628973,7.5722733245729295,42.715992647058826,1610612742,50,48,2019-12-19T03:40:47Z,3280000,36.0,19.0,1,left,MISS J. Brunson jumpshot,[1628973],1610612742.0,DAL,drivingfloating,,,Brunson,J. Brunson,,,,,4.37,Missed,,,,,,,,,,,,,,,,,,,
333,PT01M00.00S,2019-12-19T03:40:44.8Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,50,48,2019-12-19T03:40:47Z,3290000,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,332.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
334,PT00M54.30S,2019-12-19T03:40:50.9Z,2,REGULAR,3pt,jumpshot,['fastbreak'],1628369,95.3515111695138,3.990502450980392,1610612738,50,48,2019-12-19T03:40:56Z,3300000,-230.0,-9.0,1,right,MISS J. Tatum 23' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,23.0,Missed,,,,,,,,,,,,,,,,,,,
335,PT00M51.20S,2019-12-19T03:40:54.0Z,2,REGULAR,rebound,defensive,[],203552,,,1610612742,50,48,2019-12-19T03:40:56Z,3310000,,,0,,S. Curry REBOUND (Off:0 Def:2),[203552],1610612742.0,DAL,,,,Curry,S. Curry,,,,,,,334.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
336,PT00M45.80S,2019-12-19T03:40:59.5Z,2,REGULAR,3pt,jumpshot,['fastbreak'],203552,29.6484888304862,69.67677696078431,1610612742,50,48,2019-12-19T03:41:05Z,3320000,-98.0,226.0,1,left,MISS S. Curry 25' 3PT,[203552],1610612742.0,DAL,stepback,,,Curry,S. Curry,,,,,25.17,Missed,,,,,,,,,,,,,,,,,,,
337,PT00M44.50S,2019-12-19T03:41:00.8Z,2,REGULAR,rebound,offensive,[],1628467,,,1610612742,50,48,2019-12-19T03:41:18Z,3330000,,,0,,M. Kleber REBOUND (Off:1 Def:0),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,336.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
338,PT00M44.10S,2019-12-19T03:41:03.6Z,2,REGULAR,foul,personal,['2freethrow'],202689,,,1610612742,50,48,2019-12-19T03:41:17Z,3340000,,,0,,K. Walker FOUL personal (1 PF) (Kleber 2freethrow),"[202689, 1628467]",1610612738.0,BOS,shooting,,,Walker,K. Walker,,,,,,,,,,,1146.0,,,,,,,,1.0,0.0,Kleber,1628467.0,,,
