actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
261,PT03M02.00S,2020-01-09T00:54:38.2Z,2,REGULAR,substitution,out,[],1626168,,,1610612759,40,59,2020-01-09T00:54:40Z,2540000,,,0,,substitution out Lyles,[1626168],1610612759.0,SAS,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT03M02.00S,2020-01-09T00:54:38.2Z,2,REGULAR,substitution,in,[],200752,,,1610612759,40,59,2020-01-09T00:54:40Z,2550000,,,0,,substitution in Gay,[200752],1610612759.0,SAS,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT02M50.00S,2020-01-09T00:55:01.0Z,2,REGULAR,turnover,lostball,[],201942,,,1610612759,40,59,2020-01-09T00:55:04Z,2560000,,,0,,D. DeRozan TURNOVER lostball (2 TOV) Stolen,"[201942, 202330]",1610612759.0,SAS,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,2.0,Hayward,202330.0,,,,,,,,
264,PT02M50.00S,2020-01-09T00:55:01.0Z,2,REGULAR,steal,,[],202330,,,1610612738,40,59,2020-01-09T00:55:02Z,2570000,,,0,,G. Hayward STEAL (1 STL),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT02M47.00S,2020-01-09T00:55:06.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",200752,,,1610612738,40,59,2020-01-09T00:55:17Z,2580000,,,0,,R. Gay FOUL personal (2 PF) (Brown inpenalty),"[200752, 1627759]",1610612759.0,SAS,shooting,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,1179.0,2.0,0.0,Brown,1627759.0,,,
267,PT02M47.00S,2020-01-09T00:55:29.1Z,2,REGULAR,freethrow,1of2,"['fromturnover', 'fastbreak']",1627759,,,1610612738,41,59,2020-01-09T00:55:29Z,2600000,,,0,,J. Brown freethrow 1of2 (6 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
268,PT02M47.00S,2020-01-09T00:55:46.2Z,2,REGULAR,freethrow,2of2,"['fastbreak', 'fromturnover']",1627759,,,1610612738,42,59,2020-01-09T00:55:46Z,2610000,,,0,,J. Brown freethrow 2of2 (7 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
269,PT02M32.00S,2020-01-09T00:56:02.1Z,2,REGULAR,2pt,jumpshot,[],201942,78.66294349540078,43.69638480392157,1610612759,42,61,2020-01-09T00:56:07Z,2620000,-32.0,148.0,1,right,D. DeRozan 16' jumpshot (13 PTS) (L. Aldridge 4 AST),"[201942, 200746]",1610612759.0,SAS,pullup,,,DeRozan,D. DeRozan,,,,,15.68,Made,13.0,,,,,L. Aldridge,200746.0,4.0,,,,,,,,,,,
271,PT02M29.00S,2020-01-09T00:56:13.0Z,2,REGULAR,stoppage,courtcleanup,[],0,,,1610612738,42,61,2020-01-09T00:56:13Z,2640000,,,0,,stoppage courtcleanup,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT02M17.00S,2020-01-09T00:56:31.4Z,2,REGULAR,2pt,jumpshot,[],1627759,22.815374507227332,49.333639705882355,1610612738,42,61,2020-01-09T00:56:36Z,2650000,3.0,162.0,1,left,MISS J. Brown 17' jumpshot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,16.75,Missed,,,,,,,,,,,,,,,,,,,
273,PT02M15.00S,2020-01-09T00:56:33.4Z,2,REGULAR,rebound,defensive,[],1627749,,,1610612759,42,61,2020-01-09T00:56:36Z,2660000,,,0,,D. Murray REBOUND (Off:1 Def:3),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,272.0,4.0,3.0,1.0,,,,,,,,,,,,,,
274,PT02M07.00S,2020-01-09T00:56:41.7Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1627749,90.80157687253615,35.61580882352941,1610612759,42,61,2020-01-09T00:56:46Z,2670000,-72.0,34.0,1,right,MISS D. Murray 8' jumpshot,[1627749],1610612759.0,SAS,drivingfloating,,,Murray,D. Murray,,,,,8.2,Missed,,,,,,,,,,,,,,,,,,,
275,PT02M05.00S,2020-01-09T00:56:43.7Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,42,61,2020-01-09T00:56:46Z,2680000,,,0,,D. Theis REBOUND (Off:0 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,274.0,2.0,2.0,0.0,,,,,,,,,,,,,,
276,PT01M56.00S,2020-01-09T00:56:52.2Z,2,REGULAR,2pt,layup,['pointsinthepaint'],203935,9.411957950065702,40.510110294117645,1610612738,42,61,2020-01-09T00:56:59Z,2690000,47.0,36.0,1,left,MISS M. Smart 6' layup Blocked,"[203935, 200746]",1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,6.3,Missed,,,,,,,,,,,,,,,,,Aldridge,200746.0,
277,PT01M56.00S,2020-01-09T00:56:52.2Z,2,REGULAR,block,,[],200746,,,1610612738,42,61,2020-01-09T00:56:54Z,2700000,,,0,,L. Aldridge BLOCK (1 BLK),[200746],1610612759.0,SAS,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT01M54.00S,2020-01-09T00:56:54.2Z,2,REGULAR,rebound,defensive,[],200752,,,1610612759,42,61,2020-01-09T00:56:59Z,2710000,,,0,,R. Gay REBOUND (Off:0 Def:2),[200752],1610612759.0,SAS,,,,Gay,R. Gay,,,,,,,,276.0,2.0,2.0,0.0,,,,,,,,,,,,,,
279,PT01M46.00S,2020-01-09T00:57:01.4Z,2,REGULAR,2pt,hook,['pointsinthepaint'],201942,92.46057818659659,37.07873774509804,1610612759,42,63,2020-01-09T00:57:05Z,2720000,-65.0,18.0,1,right,D. DeRozan 7' hook (15 PTS),[201942],1610612759.0,SAS,turnaround,,,DeRozan,D. DeRozan,,,,,6.89,Made,15.0,,,,,,,,,,,,,,,,,,
280,PT01M29.00S,2020-01-09T00:57:18.7Z,2,REGULAR,3pt,jumpshot,[],203935,27.94021024967148,80.7061887254902,1610612738,42,63,2020-01-09T00:57:24Z,2730000,-154.0,210.0,1,left,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,26.47,Missed,,,,,,,,,,,,,,,,,,,
281,PT01M28.00S,2020-01-09T00:57:19.7Z,2,REGULAR,rebound,defensive,[],200752,,,1610612759,42,63,2020-01-09T00:57:24Z,2740000,,,0,,R. Gay REBOUND (Off:0 Def:3),[200752],1610612759.0,SAS,,,,Gay,R. Gay,,,,,,,,280.0,3.0,3.0,0.0,,,,,,,,,,,,,,
282,PT01M22.00S,2020-01-09T00:57:25.9Z,2,REGULAR,turnover,lostball,[],200752,,,1610612759,42,63,2020-01-09T00:57:30Z,2750000,,,0,,R. Gay TURNOVER lostball (1 TOV) Stolen,"[200752, 1627759]",1610612759.0,SAS,,,,Gay,R. Gay,,,,,,,,,,,,,,,1.0,Brown,1627759.0,,,,,,,,
283,PT01M22.00S,2020-01-09T00:57:25.9Z,2,REGULAR,steal,,[],1627759,,,1610612738,42,63,2020-01-09T00:57:27Z,2760000,,,0,,J. Brown STEAL (2 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT01M19.00S,2020-01-09T00:57:28.8Z,2,REGULAR,2pt,dunk,"['pointsinthepaint', 'fromturnover']",1627759,7.046649145860711,48.353247549019606,1610612738,44,63,2020-01-09T00:58:29Z,2770000,8.0,14.0,1,left,J. Brown dunk (9 PTS),[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,2.09,Made,9.0,,,,,,,,,,,,,,,,,,
285,PT01M03.00S,2020-01-09T00:57:50.8Z,2,REGULAR,foul,personal,[],1627759,,,1610612759,44,63,2020-01-09T00:57:57Z,2780000,,,0,,J. Brown FOUL personal (2 PF),"[1627759, 201942]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,204059.0,2.0,0.0,DeRozan,201942.0,,,
287,PT00M53.10S,2020-01-09T00:58:14.1Z,2,REGULAR,2pt,jumpshot,[],200746,90.88370565045992,69.67677696078431,1610612759,44,65,2020-01-09T00:58:24Z,2800000,98.0,33.0,1,right,L. Aldridge 11' jumpshot (6 PTS) (D. Murray 3 AST),"[200746, 1627749]",1610612759.0,SAS,turnaround,,,Aldridge,L. Aldridge,,,,,10.57,Made,6.0,,,,,D. Murray,1627749.0,3.0,,,,,,,,,,,
289,PT00M42.90S,2020-01-09T00:58:27.9Z,2,REGULAR,3pt,jumpshot,[],1628464,33.590670170827856,56.68658088235294,1610612738,47,65,2020-01-09T00:58:32Z,2820000,-33.0,263.0,1,left,D. Theis 27' 3PT  (5 PTS) (M. Smart 4 AST),"[1628464, 203935]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,27.09,Made,5.0,,,,,M. Smart,203935.0,4.0,,,,,,,,,,,
291,PT00M33.10S,2020-01-09T00:58:40.4Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1627749,93.64323258869908,56.44148284313726,1610612759,47,65,2020-01-09T00:58:45Z,2840000,32.0,7.0,1,right,MISS D. Murray layup,[1627749],1610612759.0,SAS,driving,,,Murray,D. Murray,,,,,3.47,Missed,,,,,,,,,,,,,,,,,,,
293,PT00M31.90S,2020-01-09T00:58:41.6Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,47,65,2020-01-09T00:58:57Z,2860000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,291.0,4.0,4.0,0.0,,,,,,,,,,,,,,
294,PT00M27.60S,2020-01-09T00:58:45.8Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",1628369,5.863994743758213,58.15716911764706,1610612738,47,65,2020-01-09T00:58:51Z,2870000,-41.0,3.0,1,left,MISS J. Tatum layup,[1628369],1610612738.0,BOS,runningfingerroll,,,Tatum,J. Tatum,,,,,4.16,Missed,,,,,,,,,,,,,,,,,,,
295,PT00M25.70S,2020-01-09T00:58:47.7Z,2,REGULAR,rebound,defensive,[],200752,,,1610612759,47,65,2020-01-09T00:58:51Z,2880000,,,0,,R. Gay REBOUND (Off:0 Def:4),[200752],1610612759.0,SAS,,,,Gay,R. Gay,,,,,,,,294.0,4.0,4.0,0.0,,,,,,,,,,,,,,
296,PT00M05.60S,2020-01-09T00:59:07.8Z,2,REGULAR,2pt,jumpshot,[],200752,90.88370565045992,28.990502450980394,1610612759,47,65,2020-01-09T01:02:56Z,2890000,-105.0,33.0,1,right,MISS R. Gay 11' jumpshot,[200752],1610612759.0,SAS,pullup,,,Gay,R. Gay,,,,,11.19,Missed,,,,,,,,,,,,,,,,,,,
297,PT00M02.00S,2020-01-09T00:59:11.4Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,47,65,2020-01-09T00:59:27Z,2900000,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,296.0,5.0,5.0,0.0,,,,,,,,,,,,,,
298,PT00M00.20S,2020-01-09T00:59:13.2Z,2,REGULAR,3pt,jumpshot,[],1627759,33.196452036793694,69.921875,1610612738,47,65,2020-01-09T01:13:14Z,2910000,-100.0,260.0,1,left,MISS J. Brown 28' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,28.31,Missed,,,,,,,,,,,,,,,,,,,
299,PT00M00.20S,2020-01-09T00:59:13.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,47,65,2020-01-09T00:59:31Z,2920000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,298.0,,,,,,,,,,,,,,,,,
300,PT00M00.00S,2020-01-09T00:59:17.8Z,2,REGULAR,period,end,[],0,,,1610612738,47,65,2020-01-09T00:59:17Z,2930000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT12M00.00S,2020-01-09T01:13:34.8Z,3,REGULAR,substitution,out,['startperiod'],203935,,,1610612738,47,65,2020-01-09T01:14:39Z,2940000,,,0,,substitution out Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT12M00.00S,2020-01-09T01:13:34.8Z,3,REGULAR,substitution,out,['startperiod'],200752,,,1610612738,47,65,2020-01-09T01:14:39Z,2950000,,,0,,substitution out Gay,[200752],1610612759.0,SAS,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT12M00.00S,2020-01-09T01:13:34.8Z,3,REGULAR,substitution,in,['startperiod'],202689,,,1610612738,47,65,2020-01-09T01:14:39Z,2960000,,,0,,substitution in Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT12M00.00S,2020-01-09T01:13:34.8Z,3,REGULAR,substitution,in,['startperiod'],1626168,,,1610612738,47,65,2020-01-09T01:14:39Z,2970000,,,0,,substitution in Lyles,[1626168],1610612759.0,SAS,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT12M00.00S,2020-01-09T01:14:46.3Z,3,REGULAR,period,start,[],0,,,1610612738,47,65,2020-01-09T01:14:46Z,2980000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT11M46.00S,2020-01-09T01:14:52.4Z,3,REGULAR,turnover,badpass,[],1628369,,,1610612738,47,65,2020-01-09T01:19:52Z,2985000,,,0,,J. Tatum TURNOVER badpass (2 TOV) Stolen,"[1628369, 1626168]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,2.0,Lyles,1626168.0,,,,,,,,
341,PT11M46.00S,2020-01-09T01:14:52.4Z,3,REGULAR,steal,,[],1626168,,,1610612759,47,65,2020-01-09T01:19:52Z,2987500,,,0,,T. Lyles STEAL (1 STL),[1626168],1610612759.0,SAS,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT11M33.00S,2020-01-09T01:15:31.1Z,3,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612759,47,65,2020-01-09T01:22:50Z,3030000,,,0,,D. Theis FOUL personal (3 PF) (DeRozan 2freethrow),"[1628464, 201942]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,1179.0,3.0,0.0,DeRozan,201942.0,,,
312,PT11M33.00S,2020-01-09T01:15:42.4Z,3,REGULAR,freethrow,1of2,['fromturnover'],201942,,,1610612759,47,66,2020-01-09T01:20:00Z,3050000,,,0,,D. DeRozan freethrow 1of2 (16 PTS),[201942],1610612759.0,SAS,,,,DeRozan,D. DeRozan,,,,,,Made,16.0,,,,,,,,,,,,,,,,,,
313,PT11M33.00S,2020-01-09T01:15:54.8Z,3,REGULAR,freethrow,2of2,['fromturnover'],201942,,,1610612759,47,67,2020-01-09T01:20:00Z,3060000,,,0,,D. DeRozan freethrow 2of2 (17 PTS),[201942],1610612759.0,SAS,,,,DeRozan,D. DeRozan,,,,,,Made,17.0,,,,,,,,,,,,,,,,,,
314,PT11M21.00S,2020-01-09T01:16:08.4Z,3,REGULAR,2pt,layup,['pointsinthepaint'],202330,93.9060446780552,52.27481617647059,1610612738,49,67,2020-01-09T01:16:16Z,3070000,11.0,5.0,1,right,G. Hayward layup (5 PTS) (J. Tatum 3 AST),"[202330, 1628369]",1610612738.0,BOS,cuttingfingerroll,,,Hayward,G. Hayward,,,,,1.54,Made,5.0,,,,,J. Tatum,1628369.0,3.0,,,,,,,,,,,
316,PT11M03.00S,2020-01-09T01:16:26.6Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],1627854,15.193823915900131,36.833639705882355,1610612759,49,69,2020-01-09T01:16:37Z,3090000,66.0,90.0,1,left,B. Forbes 12' jumpshot (8 PTS) (D. DeRozan 2 AST),"[1627854, 201942]",1610612759.0,SAS,drivingfloating,,,Forbes,B. Forbes,,,,,11.62,Made,8.0,,,,,D. DeRozan,201942.0,2.0,,,,,,,,,,,
317,PT10M49.00S,2020-01-09T01:16:43.4Z,3,REGULAR,turnover,traveling,[],202689,,,1610612738,49,69,2020-01-09T01:16:51Z,3100000,,,0,,K. Walker TURNOVER traveling (2 TOV),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,2.0,,,1179.0,,,,,,,
319,PT10M36.00S,2020-01-09T01:17:09.3Z,3,REGULAR,turnover,outofbounds,[],1627749,,,1610612759,49,69,2020-01-09T01:17:15Z,3110000,,,0,,D. Murray TURNOVER outofbounds (1 TOV),[1627749],1610612759.0,SAS,lostball,,,Murray,D. Murray,,,,,,,,,,,,,,,1.0,,,1628172.0,,,,,,,
320,PT10M26.00S,2020-01-09T01:17:24.1Z,3,REGULAR,3pt,jumpshot,['fromturnover'],1628464,66.70499342969777,58.15716911764706,1610612738,52,69,2020-01-09T01:17:34Z,3120000,41.0,260.0,1,right,D. Theis 27' 3PT  (8 PTS) (K. Walker 2 AST),"[1628464, 202689]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,26.91,Made,8.0,,,,,K. Walker,202689.0,2.0,,,,,,,,,,,
322,PT10M14.00S,2020-01-09T01:17:36.5Z,3,REGULAR,3pt,jumpshot,[],1627854,29.122864651773984,78.01011029411765,1610612759,52,69,2020-01-09T01:17:41Z,3140000,-140.0,221.0,1,left,MISS B. Forbes 27' 3PT,[1627854],1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,26.66,Missed,,,,,,,,,,,,,,,,,,,
323,PT10M13.00S,2020-01-09T01:17:37.5Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,52,69,2020-01-09T01:17:45Z,3150000,,,0,,J. Brown REBOUND (Off:1 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,322.0,3.0,2.0,1.0,,,,,,,,,,,,,,
324,PT10M07.00S,2020-01-09T01:17:44.3Z,3,REGULAR,2pt,jumpshot,"['fastbreak', 'pointsinthepaint']",1627759,79.84559789750328,38.794424019607845,1610612738,54,69,2020-01-09T01:18:00Z,3160000,-56.0,137.0,1,right,J. Brown 15' jumpshot (11 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,15.31,Made,11.0,,,,,,,,,,,,,,,,,,
325,PT09M46.00S,2020-01-09T01:18:08.3Z,3,REGULAR,foul,personal,[],1628369,,,1610612759,54,69,2020-01-09T01:18:36Z,3170000,,,0,,J. Tatum FOUL personal (1 PF),"[1628369, 1626168]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,1628172.0,1.0,0.0,Lyles,1626168.0,,,
327,PT09M37.00S,2020-01-09T01:18:32.5Z,3,REGULAR,3pt,jumpshot,[],200746,33.722076215505915,64.03952205882352,1610612759,54,69,2020-01-09T01:18:39Z,3190000,-70.0,264.0,1,left,MISS L. Aldridge 28' 3PT,[200746],1610612759.0,SAS,,,,Aldridge,L. Aldridge,,,,,27.9,Missed,,,,,,,,,,,,,,,,,,,
328,PT09M35.00S,2020-01-09T01:18:35.5Z,3,REGULAR,rebound,defensive,[],202689,,,1610612738,54,69,2020-01-09T01:18:35Z,3200000,,,0,,K. Walker REBOUND (Off:0 Def:2),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,327.0,2.0,2.0,0.0,,,,,,,,,,,,,,
329,PT09M33.00S,2020-01-09T01:18:38.8Z,3,REGULAR,2pt,layup,"['fastbreak', 'pointsinthepaint']",1628369,94.03745072273325,55.70618872549019,1610612738,54,69,2020-01-09T01:21:54Z,3210000,29.0,4.0,1,right,MISS J. Tatum layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,2.99,Missed,,,,,,,,,,,,,,,,,,,
330,PT09M29.00S,2020-01-09T01:18:42.8Z,3,REGULAR,rebound,defensive,[],1627749,,,1610612759,54,69,2020-01-09T01:22:53Z,3220000,,,0,,D. Murray REBOUND (Off:1 Def:4),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,329.0,5.0,4.0,1.0,,,,,,,,,,,,,,
333,PT09M24.00S,2020-01-09T01:18:46.0Z,3,REGULAR,3pt,jumpshot,['fastbreak'],1627854,21.50131406044678,89.5297181372549,1610612759,54,72,2020-01-09T01:18:57Z,3250000,-198.0,150.0,1,left,B. Forbes 25' 3PT  (11 PTS) (D. Murray 4 AST),"[1627854, 1627749]",1610612759.0,SAS,pullup,,,Forbes,B. Forbes,,,,,25.12,Made,11.0,,,,,D. Murray,1627749.0,4.0,,,,,,,,,,,
335,PT09M14.00S,2020-01-09T01:18:55.9Z,3,REGULAR,foul,personal,[],1627854,,,1610612738,54,72,2020-01-09T01:19:20Z,3270000,,,0,,B. Forbes FOUL personal (2 PF),"[1627854, 202689]",1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,1179.0,2.0,0.0,Walker,202689.0,,,
337,PT09M10.00S,2020-01-09T01:19:22.1Z,3,REGULAR,foul,personal,['2freethrow'],1626168,,,1610612738,54,72,2020-01-09T01:19:34Z,3290000,,,0,,T. Lyles FOUL personal (2 PF) (Brown 2freethrow),"[1626168, 1627759]",1610612759.0,SAS,shooting,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,1628172.0,2.0,0.0,Brown,1627759.0,,,
339,PT09M10.00S,2020-01-09T01:19:43.7Z,3,REGULAR,freethrow,1of2,[],1627759,,,1610612738,55,72,2020-01-09T01:19:43Z,3310000,,,0,,J. Brown freethrow 1of2 (12 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
342,PT09M10.00S,2020-01-09T01:19:55.6Z,3,REGULAR,freethrow,2of2,[],1627759,,,1610612738,56,72,2020-01-09T01:19:55Z,3320000,,,0,,J. Brown freethrow 2of2 (13 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
344,PT08M58.00S,2020-01-09T01:20:14.2Z,3,REGULAR,turnover,traveling,[],1626168,,,1610612759,56,72,2020-01-09T01:20:34Z,3340000,,,0,,T. Lyles TURNOVER traveling (1 TOV),[1626168],1610612759.0,SAS,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,1.0,,,1179.0,,,,,,,
345,PT08M48.00S,2020-01-09T01:20:31.1Z,3,REGULAR,3pt,jumpshot,['fromturnover'],202330,73.14388961892247,16.00030637254902,1610612738,56,72,2020-01-09T01:20:39Z,3350000,-170.0,200.0,1,right,MISS G. Hayward 27' 3PT,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,26.66,Missed,,,,,,,,,,,,,,,,,,,
346,PT08M47.00S,2020-01-09T01:20:32.1Z,3,REGULAR,rebound,defensive,[],1626168,,,1610612759,56,72,2020-01-09T01:20:39Z,3360000,,,0,,T. Lyles REBOUND (Off:1 Def:3),[1626168],1610612759.0,SAS,,,,Lyles,T. Lyles,,,,,,,,345.0,4.0,3.0,1.0,,,,,,,,,,,,,,
347,PT08M38.00S,2020-01-09T01:20:44.3Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612759,56,72,2020-01-09T01:20:44Z,3370000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT08M36.00S,2020-01-09T01:20:58.3Z,3,REGULAR,2pt,jumpshot,[],201942,9.806176084099869,81.93167892156863,1610612759,56,72,2020-01-09T01:21:06Z,3380000,-160.0,40.0,1,left,MISS D. DeRozan 17' jumpshot,[201942],1610612759.0,SAS,,,,DeRozan,D. DeRozan,,,,,16.6,Missed,,,,,,,,,,,,,,,,,,,
349,PT08M34.00S,2020-01-09T01:21:00.3Z,3,REGULAR,rebound,defensive,[],202330,,,1610612738,56,72,2020-01-09T01:21:06Z,3390000,,,0,,G. Hayward REBOUND (Off:0 Def:1),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,348.0,1.0,1.0,0.0,,,,,,,,,,,,,,
350,PT08M29.00S,2020-01-09T01:21:06.2Z,3,REGULAR,2pt,jumpshot,['fastbreak'],202330,85.49605781865965,27.76501225490196,1610612738,58,72,2020-01-09T01:21:45Z,3400000,-111.0,84.0,1,right,G. Hayward 14' jumpshot (7 PTS),[202330],1610612738.0,BOS,pullup,,,Hayward,G. Hayward,,,,,14.26,Made,7.0,,,,,,,,,,,,,,,,,,
351,PT08M28.00S,2020-01-09T01:21:12.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,58,72,2020-01-09T01:21:12Z,3410000,,,0,,timeout full,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT08M05.00S,2020-01-09T01:24:26.0Z,3,REGULAR,2pt,jumpshot,[],201942,18.478975032851512,28.745404411764707,1610612759,58,72,2020-01-09T01:24:34Z,3420000,106.0,121.0,1,left,MISS D. DeRozan 17' jumpshot,[201942],1610612759.0,SAS,fadeaway,,,DeRozan,D. DeRozan,,,,,16.54,Missed,,,,,,,,,,,,,,,,,,,
353,PT08M03.00S,2020-01-09T01:24:28.0Z,3,REGULAR,rebound,offensive,[],1626168,,,1610612759,58,72,2020-01-09T01:24:34Z,3430000,,,0,,T. Lyles REBOUND (Off:2 Def:3),[1626168],1610612759.0,SAS,,,,Lyles,T. Lyles,,,,,,,,352.0,5.0,3.0,2.0,,,,,,,,,,,,,,
354,PT08M00.00S,2020-01-09T01:24:32.1Z,3,REGULAR,foul,personal,[],202689,,,1610612759,58,72,2020-01-09T01:24:52Z,3440000,,,0,,K. Walker FOUL personal (1 PF),"[202689, 1627854]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,1179.0,1.0,0.0,Forbes,1627854.0,,,
356,PT07M50.00S,2020-01-09T01:25:05.5Z,3,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",200746,6.652431011826544,49.08854166666667,1610612759,58,74,2020-01-09T01:25:12Z,3460000,5.0,10.0,1,left,L. Aldridge layup (8 PTS) (B. Forbes 4 AST),"[200746, 1627854]",1610612759.0,SAS,cuttingfingerroll,,,Aldridge,L. Aldridge,,,,,1.62,Made,8.0,,,,,B. Forbes,1627854.0,4.0,,,,,,,,,,,
358,PT07M40.00S,2020-01-09T01:25:15.4Z,3,REGULAR,2pt,dunk,['pointsinthepaint'],202330,93.24901445466492,47.127757352941174,1610612738,60,74,2020-01-09T01:25:20Z,3480000,-14.0,11.0,1,right,G. Hayward dunk (9 PTS) (K. Walker 3 AST),"[202330, 202689]",1610612738.0,BOS,cutting,,,Hayward,G. Hayward,,,,,2.19,Made,9.0,,,,,K. Walker,202689.0,3.0,,,,,,,,,,,
