actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
545,PT11M39.00S,2020-07-26T19:21:08.1Z,4,REGULAR,foul,personal,[],1629660,,,1610612738,94,81,2020-07-26T19:21:18Z,5430000,,,0,,T. Jerome FOUL personal (3 PF),"[1629660, 202954]",1610612756.0,PHX,take,,,Jerome,T. Jerome,,,,,,,,,,,,,,,202007.0,3.0,0.0,Wanamaker,202954.0,,,,,,
547,PT11M30.00S,2020-07-26T19:21:33.5Z,4,REGULAR,3pt,jumpshot,['fromturnover'],202954,34.247700394218136,49.82383578431372,1610612738,94,81,2020-07-26T19:22:18Z,5450000,1.0,269.0,1,left,MISS B. Wanamaker 27' 3PT,[202954],1610612738.0,BOS,pullup,,,Wanamaker,B. Wanamaker,,,,,,,,27.49,Missed,,,,,,,,,,,,,,,,
548,PT11M26.00S,2020-07-26T19:21:37.5Z,4,REGULAR,rebound,defensive,[],1627767,,,1610612756,94,81,2020-07-26T19:21:39Z,5460000,,,0,,C. Diallo REBOUND (Off:0 Def:2),[1627767],1610612756.0,PHX,,,,Diallo,C. Diallo,,,,,,,,,,,547.0,2.0,2.0,0.0,,,,,,,,,,,
549,PT11M18.00S,2020-07-26T19:21:45.0Z,4,REGULAR,2pt,jumpshot,[],1626166,90.22667542706965,25.80422794117647,1610612756,94,81,2020-07-26T19:21:51Z,5470000,-121.0,39.0,1,right,MISS C. Payne 13' jumpshot,[1626166],1610612756.0,PHX,drivingfloating,,,Payne,C. Payne,,,,,,,,12.91,Missed,,,,,,,,,,,,,,,,
550,PT11M17.00S,2020-07-26T19:21:46.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612756,94,81,2020-07-26T19:21:51Z,5480000,,,0,,Team offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,549.0,,,,,,,,,,,,,,
551,PT11M17.00S,2020-07-26T19:21:53.4Z,4,REGULAR,foul,personal,[],202954,,,1610612756,94,81,2020-07-26T19:22:01Z,5490000,,,0,,B. Wanamaker FOUL personal (4 PF),"[202954, 1628975]",1610612738.0,BOS,looseball,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,1146.0,4.0,0.0,Carter,1628975.0,,,,,,
553,PT11M08.00S,2020-07-26T19:22:18.7Z,4,REGULAR,foul,personal,[],1629641,,,1610612756,94,81,2020-07-26T19:22:49Z,5510000,,,0,,R. Langford FOUL personal (1 PF),"[1629641, 1627767]",1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,202007.0,1.0,0.0,Diallo,1627767.0,,,,,,
555,PT11M00.00S,2020-07-26T19:22:45.7Z,4,REGULAR,foul,personal,['2freethrow'],1628400,,,1610612756,94,81,2020-07-26T19:22:54Z,5530000,,,0,,S. Ojeleye FOUL personal (1 PF) (Kaminsky 2freethrow),"[1628400, 1626163]",1610612738.0,BOS,shooting,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,1146.0,1.0,0.0,Kaminsky,1626163.0,,,,,,
557,PT11M00.00S,2020-07-26T19:23:06.6Z,4,REGULAR,freethrow,1of2,['2ndchance'],1626163,,,1610612756,94,81,2020-07-26T19:23:06Z,5550000,,,0,,MISS F. Kaminsky freethrow 1of2,[1626163],1610612756.0,PHX,,,,Kaminsky,F. Kaminsky,,,,,,,,,Missed,,,,,,,,,,,,,,,,
558,PT11M00.00S,2020-07-26T19:23:06.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,94,81,2020-07-26T19:23:06Z,5560000,,,0,,Team offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,557.0,,,,,,,,,,,,,,
559,PT11M00.00S,2020-07-26T19:23:18.7Z,4,REGULAR,freethrow,2of2,['2ndchance'],1626163,,,1610612756,94,82,2020-07-26T19:23:18Z,5570000,,,0,,F. Kaminsky freethrow 2of2 (8 PTS),[1626163],1610612756.0,PHX,,,,Kaminsky,F. Kaminsky,,,,,,,,,Made,8.0,,,,,,,,,,,,,,,
560,PT10M45.00S,2020-07-26T19:23:36.4Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],202954,17.69053876478318,53.74540441176471,1610612738,94,82,2020-07-26T19:23:45Z,5580000,-19.0,114.0,1,left,MISS B. Wanamaker 12' jumpshot Blocked,"[202954, 1628975]",1610612738.0,BOS,drivingfloating,,,Wanamaker,B. Wanamaker,,,,,,,,12.08,Missed,,,,,,,,,,,,,,Carter,1628975.0,
561,PT10M45.00S,2020-07-26T19:23:36.4Z,4,REGULAR,block,,[],1628975,,,1610612738,94,82,2020-07-26T19:23:39Z,5590000,,,0,,J. Carter BLOCK (1 BLK),[1628975],1610612756.0,PHX,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT10M41.00S,2020-07-26T19:23:40.4Z,4,REGULAR,rebound,offensive,[],202954,,,1610612738,94,82,2020-07-26T19:23:45Z,5600000,,,0,,B. Wanamaker REBOUND (Off:1 Def:2),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,560.0,3.0,2.0,1.0,,,,,,,,,,,
563,PT10M40.00S,2020-07-26T19:23:41.1Z,4,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",202954,7.30946123521682,48.84344362745098,1610612738,96,82,2020-07-26T19:23:48Z,5610000,6.0,16.0,1,left,B. Wanamaker layup (4 PTS),[202954],1610612738.0,BOS,putback,,,Wanamaker,B. Wanamaker,,,,,,,,2.25,Made,4.0,,,,,,,,,,,,,,,
564,PT10M30.00S,2020-07-26T19:23:51.1Z,4,REGULAR,3pt,jumpshot,[],1629660,66.04796320630749,22.863051470588236,1610612756,96,82,2020-07-26T19:23:57Z,5620000,-136.0,267.0,1,right,MISS T. Jerome 30' 3PT,[1629660],1610612756.0,PHX,,,,Jerome,T. Jerome,,,,,,,,30.41,Missed,,,,,,,,,,,,,,,,
565,PT10M27.00S,2020-07-26T19:23:54.1Z,4,REGULAR,rebound,defensive,[],1629057,,,1610612738,96,82,2020-07-26T19:23:57Z,5630000,,,0,,R. Williams III REBOUND (Off:0 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,564.0,3.0,3.0,0.0,,,,,,,,,,,
566,PT10M21.00S,2020-07-26T19:24:00.7Z,4,REGULAR,3pt,jumpshot,[],1629641,5.995400788436268,3.010110294117647,1610612738,99,82,2020-07-26T19:24:06Z,5640000,235.0,4.0,1,left,R. Langford 24' 3PT  (4 PTS) (C. Edwards 1 AST),"[1629641, 1629035]",1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,23.51,Made,4.0,,,,,,,,,,C. Edwards,1629035.0,1.0,,,
568,PT10M20.00S,2020-07-26T19:24:07.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,99,82,2020-07-26T19:24:07Z,5660000,,,0,,timeout full,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT10M20.00S,2020-07-26T19:26:01.8Z,4,REGULAR,substitution,out,[],1626163,,,1610612756,99,82,2020-07-26T19:26:34Z,5670000,,,0,,substitution out Kaminsky,[1626163],1610612756.0,PHX,,,,Kaminsky,F. Kaminsky,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT10M20.00S,2020-07-26T19:26:01.8Z,4,REGULAR,substitution,in,[],1629661,,,1610612756,99,82,2020-07-26T19:26:34Z,5680000,,,0,,substitution in Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT10M06.00S,2020-07-26T19:27:19.9Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1627767,92.72339027595268,42.715992647058826,1610612756,99,82,2020-07-26T19:27:24Z,5690000,-36.0,16.0,1,right,MISS C. Diallo layup,[1627767],1610612756.0,PHX,,,,Diallo,C. Diallo,,,,,,,,4.22,Missed,,,,,,,,,,,,,,,,
572,PT10M04.00S,2020-07-26T19:27:21.9Z,4,REGULAR,rebound,defensive,[],1629035,,,1610612738,99,82,2020-07-26T19:27:24Z,5700000,,,0,,C. Edwards REBOUND (Off:0 Def:2),[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,571.0,2.0,2.0,0.0,,,,,,,,,,,
573,PT10M01.00S,2020-07-26T19:27:25.0Z,4,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",1629035,7.30946123521682,47.61795343137255,1610612738,99,82,2020-07-26T19:27:31Z,5710000,12.0,16.0,1,left,MISS C. Edwards layup,[1629035],1610612738.0,BOS,running,,,Edwards,C. Edwards,,,,,,,,2.47,Missed,,,,,,,,,,,,,,,,
574,PT10M00.00S,2020-07-26T19:27:26.0Z,4,REGULAR,rebound,defensive,[],1629661,,,1610612756,99,82,2020-07-26T19:30:30Z,5720000,,,0,,C. Johnson REBOUND (Off:2 Def:2),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,573.0,4.0,2.0,2.0,,,,,,,,,,,
575,PT09M56.00S,2020-07-26T19:27:32.6Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612756,99,82,2020-07-26T19:27:32Z,5730000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT09M56.00S,2020-07-26T19:27:50.4Z,4,REGULAR,foul,offensive,[],1627767,,,1610612756,99,82,2020-07-26T19:27:59Z,5740000,,,0,,C. Diallo FOUL offensive (1 PF),"[1627767, 1629035]",1610612756.0,PHX,,,,Diallo,C. Diallo,,,,,,,,,,,,,,,202026.0,1.0,0.0,Edwards,1629035.0,,,,,,
578,PT09M56.00S,2020-07-26T19:27:50.4Z,4,REGULAR,turnover,offensivefoul,[],1627767,,,1610612756,99,82,2020-07-26T19:27:50Z,5760000,,,0,,C. Diallo TURNOVER offensivefoul (1 TOV),[1627767],1610612756.0,PHX,,,,Diallo,C. Diallo,,,,,1.0,,,,,,,,,,202026.0,,,,,,,,,,
579,PT09M36.00S,2020-07-26T19:28:19.6Z,4,REGULAR,3pt,jumpshot,['fromturnover'],202954,27.020367936925098,16.490502450980394,1610612738,102,82,2020-07-26T19:28:24Z,5770000,168.0,201.0,1,left,B. Wanamaker 27' 3PT  (7 PTS) (R. Langford 2 AST),"[202954, 1629641]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,26.63,Made,7.0,,,,,,,,,,R. Langford,1629641.0,2.0,,,
581,PT09M22.00S,2020-07-26T19:28:36.7Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612756,102,82,2020-07-26T19:28:36Z,5790000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT09M16.00S,2020-07-26T19:28:55.9Z,4,REGULAR,2pt,jumpshot,[],1627767,83.919185282523,78.25520833333334,1610612756,102,82,2020-07-26T19:29:03Z,5800000,141.0,99.0,1,right,MISS C. Diallo 18' jumpshot Blocked,"[1627767, 1629057]",1610612756.0,PHX,,,,Diallo,C. Diallo,,,,,,,,17.56,Missed,,,,,,,,,,,,,,Williams III,1629057.0,
583,PT09M16.00S,2020-07-26T19:28:55.9Z,4,REGULAR,block,,[],1629057,,,1610612756,102,82,2020-07-26T19:28:58Z,5810000,,,0,,R. Williams III BLOCK (1 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
584,PT09M12.00S,2020-07-26T19:28:59.9Z,4,REGULAR,rebound,offensive,[],1627767,,,1610612756,102,82,2020-07-26T19:29:03Z,5820000,,,0,,C. Diallo REBOUND (Off:1 Def:2),[1627767],1610612756.0,PHX,,,,Diallo,C. Diallo,,,,,,,,,,,582.0,3.0,2.0,1.0,,,,,,,,,,,
585,PT09M10.00S,2020-07-26T19:29:01.6Z,4,REGULAR,turnover,badpass,[],1627767,,,1610612756,102,82,2020-07-26T19:29:10Z,5830000,,,0,,C. Diallo TURNOVER badpass (2 TOV) Stolen,"[1627767, 1629057]",1610612756.0,PHX,,,,Diallo,C. Diallo,,,,,2.0,Williams III,1629057.0,,,,,,,,,,,,,,,,,,
586,PT09M10.00S,2020-07-26T19:29:01.6Z,4,REGULAR,steal,,[],1629057,,,1610612738,102,82,2020-07-26T19:29:03Z,5840000,,,0,,R. Williams III STEAL (1 STL),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT08M55.00S,2020-07-26T19:29:17.3Z,4,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",202954,7.30946123521682,50.314031862745104,1610612738,102,82,2020-07-26T19:29:21Z,5850000,-2.0,16.0,1,left,MISS B. Wanamaker layup,[202954],1610612738.0,BOS,drivingfingerroll,,,Wanamaker,B. Wanamaker,,,,,,,,2.18,Missed,,,,,,,,,,,,,,,,
588,PT08M53.00S,2020-07-26T19:29:19.3Z,4,REGULAR,rebound,defensive,[],1627767,,,1610612756,102,82,2020-07-26T19:29:21Z,5860000,,,0,,C. Diallo REBOUND (Off:1 Def:3),[1627767],1610612756.0,PHX,,,,Diallo,C. Diallo,,,,,,,,,,,587.0,4.0,3.0,1.0,,,,,,,,,,,
589,PT08M49.00S,2020-07-26T19:29:22.5Z,4,REGULAR,3pt,jumpshot,['fastbreak'],1629661,74.19513797634691,85.36305147058823,1610612756,102,85,2020-07-26T19:29:29Z,5870000,177.0,190.0,1,right,C. Johnson 26' 3PT  (7 PTS) (T. Jerome 1 AST),"[1629661, 1629660]",1610612756.0,PHX,runningpullup,,,Johnson,C. Johnson,,,,,,,,26.37,Made,7.0,,,,,,,,,,T. Jerome,1629660.0,1.0,,,
591,PT08M31.00S,2020-07-26T19:29:39.6Z,4,REGULAR,3pt,jumpshot,[],1629641,27.283180026281208,13.059129901960784,1610612738,102,85,2020-07-26T19:29:44Z,5890000,185.0,204.0,1,left,MISS R. Langford 28' 3PT,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,27.93,Missed,,,,,,,,,,,,,,,,
592,PT08M28.00S,2020-07-26T19:29:42.6Z,4,REGULAR,rebound,defensive,[],1627767,,,1610612756,102,85,2020-07-26T19:29:44Z,5900000,,,0,,C. Diallo REBOUND (Off:1 Def:4),[1627767],1610612756.0,PHX,,,,Diallo,C. Diallo,,,,,,,,,,,591.0,5.0,4.0,1.0,,,,,,,,,,,
593,PT08M25.00S,2020-07-26T19:29:49.3Z,4,REGULAR,foul,personal,['2freethrow'],1629035,,,1610612756,102,85,2020-07-26T19:30:00Z,5910000,,,0,,C. Edwards FOUL personal (2 PF) (Diallo 2freethrow),"[1629035, 1627767]",1610612738.0,BOS,shooting,,,Edwards,C. Edwards,,,,,,,,,,,,,,,202007.0,2.0,0.0,Diallo,1627767.0,,,,,,
595,PT08M25.00S,2020-07-26T19:30:15.2Z,4,REGULAR,freethrow,1of2,[],1627767,,,1610612756,102,85,2020-07-26T19:30:15Z,5930000,,,0,,MISS C. Diallo freethrow 1of2,[1627767],1610612756.0,PHX,,,,Diallo,C. Diallo,,,,,,,,,Missed,,,,,,,,,,,,,,,,
596,PT08M25.00S,2020-07-26T19:30:15.2Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,102,85,2020-07-26T19:30:15Z,5940000,,,0,,Team offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,595.0,,,,,,,,,,,,,,
597,PT08M25.00S,2020-07-26T19:30:16.1Z,4,REGULAR,substitution,out,[],1628400,,,1610612756,102,85,2020-07-26T19:30:25Z,5950000,,,0,,substitution out Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT08M25.00S,2020-07-26T19:30:16.1Z,4,REGULAR,substitution,out,[],1629641,,,1610612756,102,85,2020-07-26T19:30:25Z,5960000,,,0,,substitution out Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT08M25.00S,2020-07-26T19:30:16.1Z,4,REGULAR,substitution,in,[],1629684,,,1610612756,102,85,2020-07-26T19:30:25Z,5970000,,,0,,substitution in Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT08M25.00S,2020-07-26T19:30:16.1Z,4,REGULAR,substitution,in,[],1629750,,,1610612756,102,85,2020-07-26T19:30:25Z,5980000,,,0,,substitution in Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT08M25.00S,2020-07-26T19:30:33.4Z,4,REGULAR,freethrow,2of2,[],1627767,,,1610612756,102,86,2020-07-26T19:30:33Z,5990000,,,0,,C. Diallo freethrow 2of2 (1 PTS),[1627767],1610612756.0,PHX,,,,Diallo,C. Diallo,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
602,PT08M09.00S,2020-07-26T19:30:52.2Z,4,REGULAR,3pt,jumpshot,[],1629684,29.122864651773984,74.33363970588235,1610612738,102,86,2020-07-26T19:30:58Z,6000000,-122.0,221.0,1,left,MISS G. Williams 26' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,25.74,Missed,,,,,,,,,,,,,,,,
603,PT08M05.00S,2020-07-26T19:30:56.2Z,4,REGULAR,rebound,offensive,[],1629057,,,1610612738,102,86,2020-07-26T19:30:58Z,6010000,,,0,,R. Williams III REBOUND (Off:1 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,602.0,4.0,3.0,1.0,,,,,,,,,,,
604,PT08M03.00S,2020-07-26T19:30:58.6Z,4,REGULAR,3pt,jumpshot,['2ndchance'],1629035,28.991458607095925,75.3140318627451,1610612738,102,86,2020-07-26T19:31:03Z,6020000,-127.0,220.0,1,left,MISS C. Edwards 26' 3PT,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,25.86,Missed,,,,,,,,,,,,,,,,
605,PT08M01.00S,2020-07-26T19:31:00.6Z,4,REGULAR,rebound,defensive,[],1628975,,,1610612756,102,86,2020-07-26T19:31:03Z,6030000,,,0,,J. Carter REBOUND (Off:0 Def:2),[1628975],1610612756.0,PHX,,,,Carter,J. Carter,,,,,,,,,,,604.0,2.0,2.0,0.0,,,,,,,,,,,
606,PT07M58.00S,2020-07-26T19:31:04.0Z,4,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",1628975,93.9060446780552,46.14736519607843,1610612756,102,88,2020-07-26T19:31:10Z,6040000,-19.0,5.0,1,right,J. Carter layup (2 PTS),[1628975],1610612756.0,PHX,running,,,Carter,J. Carter,,,,,,,,2.19,Made,2.0,,,,,,,,,,,,,,,
607,PT07M41.00S,2020-07-26T19:31:20.6Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1629750,8.754927726675426,45.166973039215684,1610612738,104,88,2020-07-26T19:31:25Z,6050000,24.0,30.0,1,left,J. Green layup (2 PTS) (B. Wanamaker 4 AST),"[1629750, 202954]",1610612738.0,BOS,drivingfingerroll,,,Green,J. Green,,,,,,,,4.28,Made,2.0,,,,,,,,,,B. Wanamaker,202954.0,4.0,,,
609,PT07M26.00S,2020-07-26T19:31:35.5Z,4,REGULAR,turnover,lostball,[],1626166,,,1610612756,104,88,2020-07-26T19:31:40Z,6070000,,,0,,C. Payne TURNOVER lostball (1 TOV) Stolen,"[1626166, 1629750]",1610612756.0,PHX,,,,Payne,C. Payne,,,,,1.0,Green,1629750.0,,,,,,,,,,,,,,,,,,
610,PT07M26.00S,2020-07-26T19:31:35.5Z,4,REGULAR,steal,,[],1629750,,,1610612738,104,88,2020-07-26T19:31:38Z,6080000,,,0,,J. Green STEAL (1 STL),[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT07M14.00S,2020-07-26T19:31:47.9Z,4,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",1629035,6.783837056504599,50.55912990196079,1610612738,106,88,2020-07-26T19:31:52Z,6090000,-3.0,11.0,1,left,C. Edwards layup (5 PTS),[1629035],1610612738.0,BOS,driving,,,Edwards,C. Edwards,,,,,,,,1.7,Made,5.0,,,,,,,,,,,,,,,
612,PT07M02.00S,2020-07-26T19:31:59.1Z,4,REGULAR,2pt,jumpshot,[],1629661,73.01248357424441,50.55912990196079,1610612756,106,90,2020-07-26T19:32:04Z,6100000,3.0,201.0,1,right,C. Johnson 21' jumpshot (9 PTS) (C. Diallo 1 AST),"[1629661, 1627767]",1610612756.0,PHX,pullup,,,Johnson,C. Johnson,,,,,,,,20.67,Made,9.0,,,,,,,,,,C. Diallo,1627767.0,1.0,,,
614,PT06M39.00S,2020-07-26T19:32:22.6Z,4,REGULAR,2pt,jumpshot,[],202954,21.632720105124836,68.2061887254902,1610612738,106,90,2020-07-26T19:32:27Z,6120000,-91.0,151.0,1,left,MISS B. Wanamaker 18' jumpshot,[202954],1610612738.0,BOS,pullup,,,Wanamaker,B. Wanamaker,,,,,,,,18.09,Missed,,,,,,,,,,,,,,,,
615,PT06M36.00S,2020-07-26T19:32:25.6Z,4,REGULAR,rebound,defensive,[],1629660,,,1610612756,106,90,2020-07-26T19:32:27Z,6130000,,,0,,T. Jerome REBOUND (Off:0 Def:1),[1629660],1610612756.0,PHX,,,,Jerome,T. Jerome,,,,,,,,,,,614.0,1.0,1.0,0.0,,,,,,,,,,,
616,PT06M29.00S,2020-07-26T19:32:32.7Z,4,REGULAR,3pt,jumpshot,[],1628975,76.95466491458606,88.54932598039215,1610612756,106,93,2020-07-26T19:32:48Z,6140000,193.0,164.0,1,right,J. Carter 26' 3PT  (5 PTS) (T. Jerome 2 AST),"[1628975, 1629660]",1610612756.0,PHX,,,,Carter,J. Carter,,,,,,,,25.67,Made,5.0,,,,,,,,,,T. Jerome,1629660.0,2.0,,,
618,PT06M15.00S,2020-07-26T19:32:46.0Z,4,REGULAR,3pt,jumpshot,[],1629035,32.933639947437584,51.294424019607845,1610612738,106,93,2020-07-26T19:32:52Z,6160000,-6.0,257.0,1,left,MISS C. Edwards 26' 3PT,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,26.27,Missed,,,,,,,,,,,,,,,,
619,PT06M15.00S,2020-07-26T19:32:46.0Z,4,REGULAR,rebound,defensive,[],1627767,,,1610612756,106,93,2020-07-26T19:32:52Z,6170000,,,0,,C. Diallo REBOUND (Off:1 Def:5),[1627767],1610612756.0,PHX,,,,Diallo,C. Diallo,,,,,,,,,,,618.0,6.0,5.0,1.0,,,,,,,,,,,
620,PT06M02.00S,2020-07-26T19:32:59.8Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],1627767,87.59855453350855,61.34344362745098,1610612756,106,93,2020-07-26T19:33:09Z,6180000,57.0,64.0,1,right,MISS C. Diallo 9' jumpshot,[1627767],1610612756.0,PHX,,,,Diallo,C. Diallo,,,,,,,,8.98,Missed,,,,,,,,,,,,,,,,
621,PT05M59.00S,2020-07-26T19:33:02.8Z,4,REGULAR,rebound,defensive,[],202954,,,1610612738,106,93,2020-07-26T19:33:09Z,6190000,,,0,,B. Wanamaker REBOUND (Off:1 Def:3),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,620.0,4.0,3.0,1.0,,,,,,,,,,,
622,PT05M51.00S,2020-07-26T19:33:10.7Z,4,REGULAR,2pt,jumpshot,[],202954,21.895532194480946,64.28462009803921,1610612738,108,93,2020-07-26T19:33:15Z,6200000,-71.0,153.0,1,left,B. Wanamaker 17' jumpshot (9 PTS),[202954],1610612738.0,BOS,pullup,,,Wanamaker,B. Wanamaker,,,,,,,,17.41,Made,9.0,,,,,,,,,,,,,,,
623,PT05M35.00S,2020-07-26T19:33:27.4Z,4,REGULAR,turnover,badpass,[],1626166,,,1610612756,108,93,2020-07-26T19:33:32Z,6210000,,,0,,C. Payne TURNOVER badpass (2 TOV) Stolen,"[1626166, 1629035]",1610612756.0,PHX,,,,Payne,C. Payne,,,,,2.0,Edwards,1629035.0,,,,,,,,,,,,,,,,,,
624,PT05M35.00S,2020-07-26T19:33:27.4Z,4,REGULAR,steal,,[],1629035,,,1610612738,108,93,2020-07-26T19:33:29Z,6220000,,,0,,C. Edwards STEAL (1 STL),[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT05M30.00S,2020-07-26T19:33:32.1Z,4,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629035,6.915243101182654,52.27481617647059,1610612738,110,93,2020-07-26T19:33:38Z,6230000,-11.0,13.0,1,left,C. Edwards layup (7 PTS) (J. Green 1 AST),"[1629035, 1629750]",1610612738.0,BOS,running,,,Edwards,C. Edwards,,,,,,,,2.13,Made,7.0,,,,,,,,,,J. Green,1629750.0,1.0,,,
627,PT05M30.00S,2020-07-26T19:33:41.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,110,93,2020-07-26T19:33:41Z,6250000,,,0,,timeout full,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT05M30.00S,2020-07-26T19:35:23.4Z,4,REGULAR,substitution,out,[],1629035,,,1610612756,110,93,2020-07-26T19:36:14Z,6260000,,,0,,substitution out Edwards,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT05M30.00S,2020-07-26T19:35:23.4Z,4,REGULAR,substitution,out,[],202954,,,1610612756,110,93,2020-07-26T19:36:14Z,6270000,,,0,,substitution out Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT05M30.00S,2020-07-26T19:35:23.4Z,4,REGULAR,substitution,out,[],1629057,,,1610612756,110,93,2020-07-26T19:36:14Z,6280000,,,0,,substitution out Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT05M30.00S,2020-07-26T19:35:23.4Z,4,REGULAR,substitution,in,[],1629641,,,1610612756,110,93,2020-07-26T19:36:14Z,6290000,,,0,,substitution in Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT05M30.00S,2020-07-26T19:35:23.4Z,4,REGULAR,substitution,in,[],1629682,,,1610612756,110,93,2020-07-26T19:36:14Z,6300000,,,0,,substitution in Waters,[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,,,,
633,PT05M30.00S,2020-07-26T19:35:23.4Z,4,REGULAR,substitution,in,[],1629738,,,1610612756,110,93,2020-07-26T19:36:14Z,6310000,,,0,,substitution in Poirier,[1629738],1610612738.0,BOS,,,,Poirier,V. Poirier,,,,,,,,,,,,,,,,,,,,,,,,,
