actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
180,PT00M00.00S,2020-07-26T18:03:03.6Z,1,REGULAR,period,end,[],0,,,1610612738,29,32,2020-07-26T18:03:03Z,1780000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2020-07-26T18:05:36.1Z,2,REGULAR,period,start,[],0,,,1610612738,29,32,2020-07-26T18:05:36Z,1790000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT11M50.00S,2020-07-26T18:05:44.7Z,2,REGULAR,turnover,lostball,[],203935,,,1610612738,29,32,2020-07-26T18:05:50Z,1800000,,,0,,M. Smart TURNOVER lostball (1 TOV) Stolen,"[203935, 1628975]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,1.0,Carter,1628975.0,,,,,,,,,,,,,,,,,,
183,PT11M50.00S,2020-07-26T18:05:44.7Z,2,REGULAR,steal,,[],1628975,,,1610612756,29,32,2020-07-26T18:05:47Z,1810000,,,0,,J. Carter STEAL (2 STL),[1628975],1610612756.0,PHX,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT11M46.00S,2020-07-26T18:05:49.7Z,2,REGULAR,2pt,dunk,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628969,10.85742444152431,52.51991421568627,1610612756,29,32,2020-07-26T18:05:55Z,1820000,-13.0,50.0,1,left,MISS M. Bridges 6' dunk,[1628969],1610612756.0,PHX,running,,,Bridges,M. Bridges,,,,,,,,5.65,Missed,,,,,,,,,,,,,,,,
185,PT11M41.00S,2020-07-26T18:05:54.7Z,2,REGULAR,rebound,offensive,[],1629661,,,1610612756,29,32,2020-07-26T18:06:31Z,1830000,,,0,,C. Johnson REBOUND (Off:1 Def:0),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,184.0,1.0,0.0,1.0,,,,,,,,,,,
186,PT11M36.00S,2020-07-26T18:05:58.6Z,2,REGULAR,3pt,jumpshot,"['fromturnover', '2ndchance']",1628969,9.017739816031538,3.5003063725490198,1610612756,29,32,2020-07-26T18:06:03Z,1840000,232.0,32.0,1,left,MISS M. Bridges 24' 3PT,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,23.56,Missed,,,,,,,,,,,,,,,,
187,PT11M34.00S,2020-07-26T18:06:00.3Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,29,32,2020-07-26T18:06:00Z,1850000,,,0,,J. Tatum REBOUND (Off:2 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,186.0,6.0,4.0,2.0,,,,,,,,,,,
188,PT11M33.00S,2020-07-26T18:06:02.6Z,2,REGULAR,turnover,lostball,[],203935,,,1610612738,29,32,2020-07-26T18:06:09Z,1860000,,,0,,M. Smart TURNOVER lostball (2 TOV) Stolen,"[203935, 1628975]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,2.0,Carter,1628975.0,,,,,,,,,,,,,,,,,,
189,PT11M33.00S,2020-07-26T18:06:02.6Z,2,REGULAR,steal,,[],1628975,,,1610612756,29,32,2020-07-26T18:19:52Z,1870000,,,0,,J. Carter STEAL (3 STL),[1628975],1610612756.0,PHX,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT11M29.00S,2020-07-26T18:06:08.8Z,2,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612756,29,32,2020-07-26T18:06:18Z,1880000,,,0,,D. Theis FOUL personal (3 PF) (Bridges 2freethrow),"[1628464, 1628969]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,,1146.0,3.0,0.0,Bridges,1628969.0,,,,,,
192,PT11M29.00S,2020-07-26T18:06:36.2Z,2,REGULAR,freethrow,1of2,"['fromturnover', 'fastbreak']",1628969,,,1610612756,29,33,2020-07-26T18:06:36Z,1900000,,,0,,M. Bridges freethrow 1of2 (7 PTS),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
193,PT11M29.00S,2020-07-26T18:06:50.4Z,2,REGULAR,freethrow,2of2,"['fastbreak', 'fromturnover']",1628969,,,1610612756,29,34,2020-07-26T18:06:50Z,1910000,,,0,,M. Bridges freethrow 2of2 (8 PTS),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,Made,8.0,,,,,,,,,,,,,,,
194,PT11M19.00S,2020-07-26T18:07:02.1Z,2,REGULAR,3pt,jumpshot,[],202689,72.35545335085413,78.25520833333334,1610612738,32,34,2020-07-26T18:07:10Z,1920000,141.0,207.0,1,right,K. Walker 26' 3PT  (5 PTS),[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,,,,25.55,Made,5.0,,,,,,,,,,,,,,,
195,PT11M03.00S,2020-07-26T18:07:17.8Z,2,REGULAR,2pt,jumpshot,[],1629661,23.603810775295663,28.255208333333332,1610612756,32,36,2020-07-26T18:07:23Z,1930000,109.0,169.0,1,left,C. Johnson 21' jumpshot (2 PTS) (F. Kaminsky 1 AST),"[1629661, 1626163]",1610612756.0,PHX,pullup,,,Johnson,C. Johnson,,,,,,,,20.59,Made,2.0,,,,,,,,,,F. Kaminsky,1626163.0,1.0,,,
197,PT10M50.00S,2020-07-26T18:07:31.1Z,2,REGULAR,3pt,jumpshot,[],202689,66.04796320630749,47.86305147058824,1610612738,32,36,2020-07-26T18:07:35Z,1950000,-11.0,267.0,1,right,MISS K. Walker 27' 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,,,,27.23,Missed,,,,,,,,,,,,,,,,
198,PT10M46.00S,2020-07-26T18:07:35.1Z,2,REGULAR,rebound,defensive,[],1626163,,,1610612756,32,36,2020-07-26T18:07:35Z,1960000,,,0,,F. Kaminsky REBOUND (Off:0 Def:2),[1626163],1610612756.0,PHX,,,,Kaminsky,F. Kaminsky,,,,,,,,,,,197.0,2.0,2.0,0.0,,,,,,,,,,,
199,PT10M42.00S,2020-07-26T18:07:39.3Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",1628969,6.389618922470433,52.76501225490197,1610612756,32,36,2020-07-26T18:07:45Z,1970000,-14.0,8.0,1,left,MISS M. Bridges layup,[1628969],1610612756.0,PHX,runningreverse,,,Bridges,M. Bridges,,,,,,,,1.9,Missed,,,,,,,,,,,,,,,,
200,PT10M40.00S,2020-07-26T18:07:41.3Z,2,REGULAR,rebound,defensive,[],202689,,,1610612738,32,36,2020-07-26T18:07:45Z,1980000,,,0,,K. Walker REBOUND (Off:0 Def:1),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,199.0,1.0,1.0,0.0,,,,,,,,,,,
201,PT10M36.00S,2020-07-26T18:07:47.3Z,2,REGULAR,foul,personal,['2freethrow'],1628969,,,1610612738,32,36,2020-07-26T18:07:57Z,1990000,,,0,,M. Bridges FOUL personal (1 PF) (Walker 2freethrow),"[1628969, 202689]",1610612756.0,PHX,shooting,,,Bridges,M. Bridges,,,,,,,,,,,,,,,1146.0,1.0,0.0,Walker,202689.0,,,,,,
203,PT10M36.00S,2020-07-26T18:08:20.4Z,2,REGULAR,freethrow,1of2,[],202689,,,1610612738,32,36,2020-07-26T18:08:20Z,2010000,,,0,,MISS K. Walker freethrow 1of2,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,Missed,,,,,,,,,,,,,,,,
204,PT10M36.00S,2020-07-26T18:08:20.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,32,36,2020-07-26T18:08:20Z,2020000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,203.0,,,,,,,,,,,,,,
205,PT10M36.00S,2020-07-26T18:08:32.3Z,2,REGULAR,freethrow,2of2,[],202689,,,1610612738,33,36,2020-07-26T18:08:32Z,2030000,,,0,,K. Walker freethrow 2of2 (6 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
206,PT10M20.00S,2020-07-26T18:08:48.3Z,2,REGULAR,2pt,hook,['pointsinthepaint'],1626163,10.068988173455978,48.84344362745098,1610612756,33,36,2020-07-26T18:08:53Z,2040000,6.0,42.0,1,left,MISS F. Kaminsky hook,[1626163],1610612756.0,PHX,turnaround,,,Kaminsky,F. Kaminsky,,,,,,,,4.8,Missed,,,,,,,,,,,,,,,,
207,PT10M18.00S,2020-07-26T18:08:50.1Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,33,36,2020-07-26T18:08:50Z,2050000,,,0,,J. Tatum REBOUND (Off:2 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,206.0,7.0,5.0,2.0,,,,,,,,,,,
208,PT10M14.00S,2020-07-26T18:08:57.5Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612738,33,36,2020-07-26T18:08:57Z,2060000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT10M06.00S,2020-07-26T18:09:22.1Z,2,REGULAR,3pt,jumpshot,[],1628369,72.09264126149803,79.23560049019608,1610612738,36,36,2020-07-26T18:09:27Z,2070000,146.0,210.0,1,right,J. Tatum 26' 3PT  (11 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,,,26.02,Made,11.0,,,,,,,,,,,,,,,
210,PT09M55.00S,2020-07-26T18:09:33.0Z,2,REGULAR,3pt,jumpshot,[],1628975,33.459264126149804,52.029718137254896,1610612756,36,36,2020-07-26T18:09:38Z,2080000,-10.0,262.0,1,left,MISS J. Carter 27' 3PT,[1628975],1610612756.0,PHX,pullup,,,Carter,J. Carter,,,,,,,,26.77,Missed,,,,,,,,,,,,,,,,
211,PT09M51.00S,2020-07-26T18:09:37.0Z,2,REGULAR,rebound,defensive,[],1628400,,,1610612738,36,36,2020-07-26T18:09:38Z,2090000,,,0,,S. Ojeleye REBOUND (Off:0 Def:2),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,210.0,2.0,2.0,0.0,,,,,,,,,,,
212,PT09M35.00S,2020-07-26T18:09:53.3Z,2,REGULAR,3pt,jumpshot,[],1628369,72.61826544021025,16.245404411764707,1610612738,36,36,2020-07-26T18:11:37Z,2100000,-169.0,205.0,1,right,MISS J. Tatum 27' 3PT,[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,,,,26.97,Missed,,,,,,,,,,,,,,,,
213,PT09M34.00S,2020-07-26T18:09:54.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,36,36,2020-07-26T18:10:00Z,2110000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,212.0,,,,,,,,,,,,,,
214,PT09M34.00S,2020-07-26T18:10:00.7Z,2,REGULAR,foul,personal,[],1628969,,,1610612738,36,36,2020-07-26T18:10:12Z,2120000,,,0,,M. Bridges FOUL personal (2 PF),"[1628969, 1628464]",1610612756.0,PHX,looseball,,,Bridges,M. Bridges,,,,,,,,,,,,,,,1146.0,2.0,0.0,Theis,1628464.0,,,,,,
216,PT09M34.00S,2020-07-26T18:10:11.7Z,2,REGULAR,substitution,out,[],1626166,,,1610612738,36,36,2020-07-26T18:10:24Z,2140000,,,0,,substitution out Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT09M34.00S,2020-07-26T18:10:11.7Z,2,REGULAR,substitution,out,[],1628975,,,1610612738,36,36,2020-07-26T18:10:24Z,2150000,,,0,,substitution out Carter,[1628975],1610612756.0,PHX,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT09M34.00S,2020-07-26T18:10:11.7Z,2,REGULAR,substitution,out,[],1626163,,,1610612738,36,36,2020-07-26T18:10:24Z,2160000,,,0,,substitution out Kaminsky,[1626163],1610612756.0,PHX,,,,Kaminsky,F. Kaminsky,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT09M34.00S,2020-07-26T18:10:11.7Z,2,REGULAR,substitution,out,[],1629661,,,1610612738,36,36,2020-07-26T18:10:24Z,2170000,,,0,,substitution out Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT09M34.00S,2020-07-26T18:10:11.7Z,2,REGULAR,substitution,in,[],201937,,,1610612738,36,36,2020-07-26T18:10:24Z,2180000,,,0,,substitution in Rubio,[201937],1610612756.0,PHX,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT09M34.00S,2020-07-26T18:10:11.7Z,2,REGULAR,substitution,in,[],1629028,,,1610612738,36,36,2020-07-26T18:10:24Z,2190000,,,0,,substitution in Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT09M34.00S,2020-07-26T18:10:11.7Z,2,REGULAR,substitution,in,[],203967,,,1610612738,36,36,2020-07-26T18:10:24Z,2200000,,,0,,substitution in Saric,[203967],1610612756.0,PHX,,,,Saric,D. Saric,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT09M34.00S,2020-07-26T18:10:11.7Z,2,REGULAR,substitution,in,[],1626164,,,1610612738,36,36,2020-07-26T18:10:24Z,2210000,,,0,,substitution in Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT09M30.00S,2020-07-26T18:10:28.4Z,2,REGULAR,foul,personal,[],1626164,,,1610612738,36,36,2020-07-26T18:11:33Z,2220000,,,0,,D. Booker FOUL personal (2 PF),"[1626164, 203935]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,202026.0,2.0,0.0,Smart,203935.0,,,,,,
226,PT09M20.00S,2020-07-26T18:10:51.4Z,2,REGULAR,foul,personal,['2freethrow'],1629028,,,1610612738,36,36,2020-07-26T18:11:02Z,2240000,,,0,,D. Ayton FOUL personal (2 PF) (Theis 2freethrow),"[1629028, 1628464]",1610612756.0,PHX,shooting,,,Ayton,D. Ayton,,,,,,,,,,,,,,,202026.0,2.0,0.0,Theis,1628464.0,,,,,,
228,PT09M20.00S,2020-07-26T18:11:13.3Z,2,REGULAR,freethrow,1of2,['2ndchance'],1628464,,,1610612738,37,36,2020-07-26T18:11:13Z,2260000,,,0,,D. Theis freethrow 1of2 (1 PTS),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
229,PT09M20.00S,2020-07-26T18:11:25.7Z,2,REGULAR,freethrow,2of2,['2ndchance'],1628464,,,1610612738,38,36,2020-07-26T18:11:25Z,2270000,,,0,,D. Theis freethrow 2of2 (2 PTS),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
230,PT09M07.00S,2020-07-26T18:11:39.6Z,2,REGULAR,3pt,jumpshot,[],203967,25.57490144546649,84.87285539215686,1610612756,38,36,2020-07-26T18:11:45Z,2280000,-174.0,188.0,1,left,MISS D. Saric 26' 3PT,[203967],1610612756.0,PHX,,,,Saric,D. Saric,,,,,,,,26.04,Missed,,,,,,,,,,,,,,,,
231,PT09M04.00S,2020-07-26T18:11:42.6Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,38,36,2020-07-26T18:11:45Z,2290000,,,0,,D. Theis REBOUND (Off:0 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,230.0,2.0,2.0,0.0,,,,,,,,,,,
232,PT09M00.00S,2020-07-26T18:11:46.6Z,2,REGULAR,3pt,jumpshot,['fastbreak'],202689,73.40670170827858,84.3826593137255,1610612738,38,36,2020-07-26T18:12:24Z,2300000,172.0,197.0,1,right,MISS K. Walker 27' 3PT,[202689],1610612738.0,BOS,runningpullup,,,Walker,K. Walker,,,,,,,,26.6,Missed,,,,,,,,,,,,,,,,
233,PT08M58.00S,2020-07-26T18:11:48.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612756,38,36,2020-07-26T18:15:14Z,2310000,,,0,,Team defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,232.0,,,,,,,,,,,,,,
234,PT08M58.00S,2020-07-26T18:12:08.3Z,2,REGULAR,substitution,out,[],202689,,,1610612756,38,36,2020-07-26T18:15:14Z,2320000,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT08M58.00S,2020-07-26T18:12:08.3Z,2,REGULAR,substitution,out,[],203935,,,1610612756,38,36,2020-07-26T18:15:14Z,2330000,,,0,,substitution out Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT08M58.00S,2020-07-26T18:12:08.3Z,2,REGULAR,substitution,in,[],202954,,,1610612756,38,36,2020-07-26T18:15:14Z,2340000,,,0,,substitution in Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT08M58.00S,2020-07-26T18:12:08.3Z,2,REGULAR,substitution,in,[],202330,,,1610612756,38,36,2020-07-26T18:15:14Z,2350000,,,0,,substitution in Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT08M46.00S,2020-07-26T18:12:40.0Z,2,REGULAR,jumpball,recovered,[],1629028,,,1610612756,38,36,2020-07-26T18:16:52Z,2360000,,,0,,Jump Ball D. Booker vs. S. Ojeleye: Tip to D. Ayton,"[1629028, 1626164, 1628400]",1610612756.0,PHX,outofbounds,D. Ayton,1629028.0,Ayton,D. Ayton,Booker,1626164.0,Ojeleye,1628400.0,,,,,,,,,,,,,,,,,,,,,
243,PT08M38.00S,2020-07-26T18:12:48.1Z,2,REGULAR,3pt,jumpshot,[],203967,10.5946123521682,2.7650122549019605,1610612756,38,39,2020-07-26T18:17:20Z,2410000,236.0,47.0,1,left,D. Saric 24' 3PT  (12 PTS) (D. Booker 4 AST),"[203967, 1626164]",1610612756.0,PHX,,,,Saric,D. Saric,,,,,,,,24.2,Made,12.0,,,,,,,,,,D. Booker,1626164.0,4.0,,,
245,PT08M25.00S,2020-07-26T18:13:01.1Z,2,REGULAR,3pt,jumpshot,[],1628464,68.41327201051249,64.77481617647058,1610612738,38,39,2020-07-26T18:13:06Z,2430000,74.0,244.0,1,right,MISS D. Theis 26' 3PT,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,26.06,Missed,,,,,,,,,,,,,,,,
246,PT08M20.00S,2020-07-26T18:13:06.1Z,2,REGULAR,rebound,defensive,[],203967,,,1610612756,38,39,2020-07-26T18:13:06Z,2440000,,,0,,D. Saric REBOUND (Off:1 Def:4),[203967],1610612756.0,PHX,,,,Saric,D. Saric,,,,,,,,,,,245.0,5.0,4.0,1.0,,,,,,,,,,,
247,PT08M16.00S,2020-07-26T18:13:09.7Z,2,REGULAR,2pt,jumpshot,['fastbreak'],201937,21.369908015768726,59.872855392156865,1610612756,38,41,2020-07-26T18:13:26Z,2450000,-49.0,148.0,1,left,R. Rubio 16' jumpshot (4 PTS) (D. Saric 1 AST),"[201937, 203967]",1610612756.0,PHX,runningpullup,,,Rubio,R. Rubio,,,,,,,,16.16,Made,4.0,,,,,,,,,,D. Saric,203967.0,1.0,,,
249,PT07M58.00S,2020-07-26T18:13:27.1Z,2,REGULAR,3pt,jumpshot,[],1628400,85.62746386333771,97.12775735294117,1610612738,38,41,2020-07-26T18:13:32Z,2470000,236.0,83.0,1,right,MISS S. Ojeleye 25' 3PT,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,25.15,Missed,,,,,,,,,,,,,,,,
250,PT07M55.00S,2020-07-26T18:13:30.1Z,2,REGULAR,rebound,defensive,[],1626164,,,1610612756,38,41,2020-07-26T18:13:32Z,2480000,,,0,,D. Booker REBOUND (Off:0 Def:1),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,249.0,1.0,1.0,0.0,,,,,,,,,,,
251,PT07M49.00S,2020-07-26T18:13:36.7Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1629028,14.273981603153747,50.314031862745104,1610612756,38,41,2020-07-26T18:13:43Z,2490000,-2.0,82.0,1,left,MISS D. Ayton 9' jumpshot,[1629028],1610612756.0,PHX,floating,,,Ayton,D. Ayton,,,,,,,,8.72,Missed,,,,,,,,,,,,,,,,
252,PT07M45.00S,2020-07-26T18:13:40.4Z,2,REGULAR,rebound,offensive,[],1629028,,,1610612756,38,41,2020-07-26T18:13:40Z,2500000,,,0,,D. Ayton REBOUND (Off:2 Def:3),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,251.0,5.0,3.0,2.0,,,,,,,,,,,
253,PT07M35.00S,2020-07-26T18:13:50.9Z,2,REGULAR,3pt,jumpshot,['2ndchance'],201937,7.046649145860711,95.16697303921569,1610612756,38,41,2020-07-26T18:13:55Z,2510000,-226.0,14.0,1,left,MISS R. Rubio 23' 3PT,[201937],1610612756.0,PHX,,,,Rubio,R. Rubio,,,,,,,,22.66,Missed,,,,,,,,,,,,,,,,
254,PT07M32.00S,2020-07-26T18:13:53.9Z,2,REGULAR,rebound,defensive,[],202954,,,1610612738,38,41,2020-07-26T18:13:55Z,2520000,,,0,,B. Wanamaker REBOUND (Off:0 Def:1),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,253.0,1.0,1.0,0.0,,,,,,,,,,,
255,PT07M23.00S,2020-07-26T18:14:03.3Z,2,REGULAR,2pt,dunk,['pointsinthepaint'],1628464,92.59198423127464,50.80422794117647,1610612738,40,41,2020-07-26T18:14:11Z,2530000,4.0,17.0,1,right,D. Theis dunk (4 PTS) (B. Wanamaker 2 AST),"[1628464, 202954]",1610612738.0,BOS,cutting,,,Theis,D. Theis,,,,,,,,2.3,Made,4.0,,,,,,,,,,B. Wanamaker,202954.0,2.0,,,
257,PT07M15.00S,2020-07-26T18:14:10.7Z,2,REGULAR,3pt,jumpshot,[],1626164,24.78646517739816,86.34344362745098,1610612756,40,44,2020-07-26T18:14:22Z,2550000,-182.0,180.0,1,left,D. Booker 26' 3PT  (6 PTS),[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,,,,26.0,Made,6.0,,,,,,,,,,,,,,,
258,PT06M57.00S,2020-07-26T18:14:29.1Z,2,REGULAR,2pt,layup,['pointsinthepaint'],202330,93.9060446780552,53.990502450980394,1610612738,40,44,2020-07-26T18:14:34Z,2560000,20.0,5.0,1,right,MISS G. Hayward layup,[202330],1610612738.0,BOS,driving,,,Hayward,G. Hayward,,,,,,,,2.25,Missed,,,,,,,,,,,,,,,,
259,PT06M54.00S,2020-07-26T18:14:32.1Z,2,REGULAR,rebound,defensive,[],203967,,,1610612756,40,44,2020-07-26T18:14:34Z,2570000,,,0,,D. Saric REBOUND (Off:1 Def:5),[203967],1610612756.0,PHX,,,,Saric,D. Saric,,,,,,,,,,,258.0,6.0,5.0,1.0,,,,,,,,,,,
260,PT06M52.00S,2020-07-26T18:14:41.1Z,2,REGULAR,foul,personal,[],202954,,,1610612756,40,44,2020-07-26T18:14:47Z,2580000,,,0,,B. Wanamaker FOUL personal (1 PF),"[202954, 203967]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,202007.0,1.0,0.0,Saric,203967.0,,,,,,
262,PT06M52.00S,2020-07-26T18:14:49.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,40,44,2020-07-26T18:14:49Z,2600000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT06M52.00S,2020-07-26T18:17:07.6Z,2,REGULAR,substitution,out,[],1628369,,,1610612756,40,44,2020-07-26T18:17:30Z,2610000,,,0,,substitution out Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT06M52.00S,2020-07-26T18:17:07.6Z,2,REGULAR,substitution,in,[],1627759,,,1610612756,40,44,2020-07-26T18:17:30Z,2620000,,,0,,substitution in Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT06M41.00S,2020-07-26T18:18:00.1Z,2,REGULAR,turnover,basketfrombelow,[],1629028,,,1610612756,40,44,2020-07-26T18:18:42Z,2630000,,,0,,D. Ayton TURNOVER basketfrombelow (2 TOV),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,2.0,,,,,,,,,,1146.0,,,,,,,,,,
266,PT06M31.00S,2020-07-26T18:18:20.9Z,2,REGULAR,2pt,jumpshot,['fromturnover'],202330,72.48685939553219,47.372855392156865,1610612738,40,44,2020-07-26T18:18:29Z,2640000,-13.0,206.0,1,right,MISS G. Hayward 21' jumpshot,[202330],1610612738.0,BOS,pullup,,,Hayward,G. Hayward,,,,,,,,21.2,Missed,,,,,,,,,,,,,,,,
267,PT06M28.00S,2020-07-26T18:18:24.5Z,2,REGULAR,rebound,defensive,[],1626164,,,1610612756,40,44,2020-07-26T18:18:24Z,2650000,,,0,,D. Booker REBOUND (Off:0 Def:2),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,266.0,2.0,2.0,0.0,,,,,,,,,,,
268,PT06M24.00S,2020-07-26T18:18:28.8Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",1626164,8.492115637319317,39.28462009803921,1610612756,40,46,2020-07-26T18:18:36Z,2660000,54.0,27.0,1,left,D. Booker 6' layup (8 PTS),[1626164],1610612756.0,PHX,running,,,Booker,D. Booker,,,,,,,,6.28,Made,8.0,,,,,,,,,,,,,,,
269,PT06M08.00S,2020-07-26T18:18:44.8Z,2,REGULAR,3pt,jumpshot,[],1627759,67.7562417871222,43.451286764705884,1610612738,40,46,2020-07-26T18:18:51Z,2670000,-33.0,251.0,1,right,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,,,,25.82,Missed,,,,,,,,,,,,,,,,
270,PT06M02.00S,2020-07-26T18:18:50.8Z,2,REGULAR,rebound,defensive,[],203967,,,1610612756,40,46,2020-07-26T18:18:51Z,2680000,,,0,,D. Saric REBOUND (Off:1 Def:6),[203967],1610612756.0,PHX,,,,Saric,D. Saric,,,,,,,,,,,269.0,7.0,6.0,1.0,,,,,,,,,,,
