actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerName,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,stealTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,blockTotal,subsInPlayerName,subsInPersonId,value
300,PT00M00.60S,2020-03-10T23:59:17.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612754,50,59,2020-03-10T23:59:23Z,2990000,,[IND] Team offensive rebound,[],1610612754.0,IND,,,,,,,,,,,,299.0,,,,,,,,,,,,,,,,,,,,,,
301,PT00M00.00S,2020-03-10T23:59:20.1Z,2,REGULAR,period,end,[],0,,,1610612754,50,59,2020-03-10T23:59:20Z,3000000,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT12M00.00S,2020-03-11T00:13:28.8Z,3,REGULAR,substitution,out,['startperiod'],203200,,,1610612754,50,59,2020-03-11T00:14:06Z,3010000,,[IND] substitution Holiday replaced by Sabonis,"[203200, 1627734]",1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,,Sabonis,1627734.0,
303,PT12M00.00S,2020-03-11T00:13:28.8Z,3,REGULAR,substitution,out,['startperiod'],203960,,,1610612754,50,59,2020-03-11T00:14:06Z,3020000,,[IND] substitution Sampson replaced by Turner,"[203960, 1626167]",1610612754.0,IND,,,,Sampson,J. Sampson,,,,,,,,,,,,,,,,,,,,,,,,,,,Turner,1626167.0,
306,PT12M00.00S,2020-03-11T00:14:49.9Z,3,REGULAR,period,start,[],0,,,1610612754,50,59,2020-03-11T00:14:49Z,3050000,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT11M46.00S,2020-03-11T00:15:03.7Z,3,REGULAR,2pt,jumpshot,[],203933,81.553876478318,32.666973039215684,1610612754,52,59,2020-03-11T00:15:06Z,3060000,right,[IND] Warren jumpshot: Made (10 PTS) assist: Holiday (3 AST),"[203933, 1628988]",1610612754.0,IND,,,,Warren,T. Warren,,,,,15.33,: Made,,,,,10.0,Holiday,1628988.0,3.0,,,,,,,,,,,,,,,
309,PT11M26.00S,2020-03-11T00:15:23.3Z,3,REGULAR,3pt,jumpshot,[],202330,30.17411300919842,17.22579656862745,1610612738,52,62,2020-03-11T00:15:27Z,3080000,left,[BOS] Hayward 3pt shot: Made (16 PTS) assist: Smart (3 AST),"[202330, 203935]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,28.78,: Made,,,,,16.0,Smart,203935.0,3.0,,,,,,,,,,,,,,,
311,PT11M04.00S,2020-03-11T00:15:45.8Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1627734,90.48948751642575,47.61795343137255,1610612754,54,62,2020-03-11T00:15:48Z,3100000,right,[IND] Sabonis layup: Made (14 PTS) assist: Oladipo (2 AST),"[1627734, 203506]",1610612754.0,IND,driving,,,Sabonis,D. Sabonis,,,,,4.4,: Made,,,,,14.0,Oladipo,203506.0,2.0,,,,,,,,,,,,,,,
313,PT10M49.00S,2020-03-11T00:16:00.1Z,3,REGULAR,3pt,jumpshot,[],202330,6.652431011826544,97.37285539215686,1610612738,54,62,2020-03-11T00:16:03Z,3120000,left,[BOS] Hayward 3pt jumpshot: Missed,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,23.74,: Missed,,,,,,,,,,,,,,,,,,,,,,,
314,PT10M47.00S,2020-03-11T00:16:02.1Z,3,REGULAR,rebound,defensive,[],1626167,,,1610612754,54,62,2020-03-11T00:16:03Z,3130000,,[IND] Turner defensive rebound (Off:1 Def:5),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,313.0,6.0,5.0,1.0,,,,,,,,,,,,,,,,,,,
315,PT10M41.00S,2020-03-11T00:16:08.1Z,3,REGULAR,2pt,jumpshot,"['fastbreak', 'pointsinthepaint']",1628988,86.5473061760841,52.76501225490197,1610612754,54,62,2020-03-11T00:16:16Z,3140000,right,[IND] Holiday jumpshot: Missed,[1628988],1610612754.0,IND,runningpullup,,,Holiday,A. Holiday,,,,,8.07,: Missed,,,,,,,,,,,,,,,,,,,,,,,
316,PT10M38.00S,2020-03-11T00:16:11.1Z,3,REGULAR,rebound,defensive,[],202330,,,1610612738,54,62,2020-03-11T00:16:11Z,3150000,,[BOS] Hayward defensive rebound (Off:0 Def:5),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,315.0,5.0,5.0,0.0,,,,,,,,,,,,,,,,,,,
317,PT10M26.00S,2020-03-11T00:16:23.5Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1628464,7.703679369250986,50.06893382352941,1610612738,54,64,2020-03-11T00:16:28Z,3160000,left,[BOS] Theis layup: Made (10 PTS) assist: Smart (4 AST),"[1628464, 203935]",1610612738.0,BOS,fingerroll,,,Theis,D. Theis,,,,,2.54,: Made,,,,,10.0,Smart,203935.0,4.0,,,,,,,,,,,,,,,
319,PT10M04.00S,2020-03-11T00:16:45.3Z,3,REGULAR,turnover,badpass,[],1627734,,,1610612754,54,64,2020-03-11T00:16:48Z,3180000,,[IND] Sabonis badpass turnover (2 TO) Steal: Tatum (2 STL),"[1627734, 1628369]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,2.0,Tatum,1628369.0,2.0,,,,,,,,,,,
321,PT09M57.00S,2020-03-11T00:16:52.1Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",202330,7.5722733245729295,50.80422794117647,1610612738,54,64,2020-03-11T00:16:55Z,3200000,left,[BOS] Hayward layup: Missed,[202330],1610612738.0,BOS,drivingreverse,,,Hayward,G. Hayward,,,,,2.45,: Missed,,,,,,,,,,,,,,,,,,,,,,,
322,PT09M55.00S,2020-03-11T00:16:54.1Z,3,REGULAR,rebound,offensive,[],202330,,,1610612738,54,64,2020-03-11T00:16:55Z,3210000,,[BOS] Hayward offensive rebound (Off:1 Def:5),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,321.0,6.0,5.0,1.0,,,,,,,,,,,,,,,,,,,
323,PT09M55.00S,2020-03-11T00:16:54.6Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202330,5.0,50.0,1610612738,54,66,2020-03-11T00:16:54Z,3220000,left,[BOS] Hayward layup: Made (18 PTS),[202330],1610612738.0,BOS,tip,,,Hayward,G. Hayward,,,,,0.0,: Made,,,,,18.0,,,,,,,,,,,,,,,,,,
324,PT09M40.00S,2020-03-11T00:17:09.7Z,3,REGULAR,2pt,layup,['pointsinthepaint'],203933,94.30026281208936,51.78462009803921,1610612754,54,66,2020-03-11T00:17:14Z,3230000,right,[IND] Warren layup: Missed,[203933],1610612754.0,IND,driving,,,Warren,T. Warren,,,,,1.11,: Missed,,,,,,,,,,,,,,,,,,,,,,,
325,PT09M37.00S,2020-03-11T00:17:12.7Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,54,66,2020-03-11T00:17:14Z,3240000,,[BOS] Theis defensive rebound (Off:2 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,324.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
326,PT09M28.00S,2020-03-11T00:17:21.8Z,3,REGULAR,2pt,jumpshot,[],202689,25.57490144546649,59.872855392156865,1610612738,54,68,2020-03-11T00:17:26Z,3250000,left,[BOS] Walker jumpshot: Made (7 PTS),[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,19.96,: Made,,,,,7.0,,,,,,,,,,,,,,,,,,
327,PT09M12.00S,2020-03-11T00:17:37.9Z,3,REGULAR,turnover,badpass,[],203933,,,1610612754,54,68,2020-03-11T00:17:40Z,3260000,,[IND] Warren badpass turnover (1 TO) Steal: Hayward (2 STL),"[203933, 202330]",1610612754.0,IND,,,,Warren,T. Warren,,,,,,,,,,,,,,,1.0,Hayward,202330.0,2.0,,,,,,,,,,,
329,PT09M11.00S,2020-03-11T00:17:40.2Z,3,REGULAR,foul,personal,[],203933,,,1610612738,54,68,2020-03-11T00:17:49Z,3280000,,[IND] Warren foul personal (2 PF),"[203933, 202330]",1610612754.0,IND,take,,,Warren,T. Warren,,,,,,,,,,,,,,,,,,,1626302.0,2.0,1.0,Hayward,202330.0,,,,,,
331,PT08M49.00S,2020-03-11T00:18:19.4Z,3,REGULAR,turnover,outofbounds,[],202689,,,1610612738,54,68,2020-03-11T00:18:27Z,3300000,,[BOS] Walker outofbounds turnover (1 TO),[202689],1610612738.0,BOS,lostball,,,Walker,K. Walker,,,,,,,,,,,,,,,1.0,,,,2148.0,,,,,,,,,,
332,PT08M40.00S,2020-03-11T00:18:34.1Z,3,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fromturnover']",1627734,89.56964520367937,46.14736519607843,1610612754,56,68,2020-03-11T00:18:38Z,3310000,right,[IND] Sabonis jumpshot: Made (16 PTS) assist: Oladipo (3 AST),"[1627734, 203506]",1610612754.0,IND,floating,,,Sabonis,D. Sabonis,,,,,5.45,: Made,,,,,16.0,Oladipo,203506.0,3.0,,,,,,,,,,,,,,,
334,PT08M19.00S,2020-03-11T00:18:55.7Z,3,REGULAR,3pt,jumpshot,[],202330,8.623521681997373,4.970894607843137,1610612738,56,71,2020-03-11T00:18:59Z,3330000,left,[BOS] Hayward 3pt shot: Made (21 PTS) assist: Smart (5 AST),"[202330, 203935]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,22.77,: Made,,,,,21.0,Smart,203935.0,5.0,,,,,,,,,,,,,,,
336,PT08M12.00S,2020-03-11T00:19:03.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,56,71,2020-03-11T00:19:03Z,3350000,,[IND] timeout full,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT08M09.00S,2020-03-11T00:22:05.5Z,3,REGULAR,foul,personal,[],202330,,,1610612754,56,71,2020-03-11T00:22:14Z,3360000,,[BOS] Hayward foul personal (2 PF),"[202330, 1626167]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,2148.0,2.0,0.0,Turner,1626167.0,,,,,,
339,PT08M04.00S,2020-03-11T00:22:23.6Z,3,REGULAR,turnover,badpass,[],203933,,,1610612754,56,71,2020-03-11T00:22:27Z,3380000,,[IND] Warren badpass turnover (2 TO) Steal: Tatum (3 STL),"[203933, 1628369]",1610612754.0,IND,,,,Warren,T. Warren,,,,,,,,,,,,,,,2.0,Tatum,1628369.0,3.0,,,,,,,,,,,
341,PT07M46.00S,2020-03-11T00:22:44.4Z,3,REGULAR,foul,personal,[],203506,,,1610612738,56,71,2020-03-11T00:22:52Z,3400000,,[IND] Oladipo foul personal (2 PF),"[203506, 203935]",1610612754.0,IND,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,2148.0,2.0,0.0,Smart,203935.0,,,,,,
343,PT07M42.00S,2020-03-11T00:23:05.6Z,3,REGULAR,2pt,jumpshot,['fromturnover'],202330,24.129434954007884,37.56893382352941,1610612738,56,73,2020-03-11T00:26:11Z,3420000,left,[BOS] Hayward jumpshot: Made (23 PTS) assist: Theis (3 AST),"[202330, 1628464]",1610612738.0,BOS,pullup,,,Hayward,G. Hayward,,,,,19.03,: Made,,,,,23.0,Theis,1628464.0,3.0,,,,,,,,,,,,,,,
345,PT07M29.00S,2020-03-11T00:23:18.2Z,3,REGULAR,2pt,jumpshot,[],203506,74.72076215505913,45.90226715686275,1610612754,58,73,2020-03-11T00:23:21Z,3440000,right,[IND] Oladipo jumpshot: Made (15 PTS) assist: Sabonis (5 AST),"[203506, 1627734]",1610612754.0,IND,pullup,,,Oladipo,V. Oladipo,,,,,19.17,: Made,,,,,15.0,Sabonis,1627734.0,5.0,,,,,,,,,,,,,,,
347,PT07M11.00S,2020-03-11T00:23:36.2Z,3,REGULAR,2pt,dunk,['pointsinthepaint'],1628464,7.30946123521682,54.23560049019608,1610612738,58,75,2020-03-11T00:23:39Z,3460000,left,[BOS] Theis dunk: Made (12 PTS) assist: Walker (1 AST),"[1628464, 202689]",1610612738.0,BOS,cutting,,,Theis,D. Theis,,,,,3.03,: Made,,,,,12.0,Walker,202689.0,1.0,,,,,,,,,,,,,,,
349,PT06M54.00S,2020-03-11T00:23:53.5Z,3,REGULAR,2pt,jumpshot,[],1628988,78.53153745072274,49.333639705882355,1610612754,58,75,2020-03-11T00:23:57Z,3480000,right,[IND] Holiday jumpshot: Missed,[1628988],1610612754.0,IND,drivingfloating,,,Holiday,A. Holiday,,,,,15.48,: Missed,,,,,,,,,,,,,,,,,,,,,,,
350,PT06M50.00S,2020-03-11T00:23:57.5Z,3,REGULAR,rebound,offensive,[],203933,,,1610612754,58,75,2020-03-11T00:23:57Z,3490000,,[IND] Warren offensive rebound (Off:2 Def:1),[203933],1610612754.0,IND,,,,Warren,T. Warren,,,,,,,349.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
351,PT06M50.00S,2020-03-11T00:23:56.8Z,3,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",203933,95.0,50.0,1610612754,60,75,2020-03-11T00:23:56Z,3500000,right,[IND] Warren layup: Made (12 PTS),[203933],1610612754.0,IND,tip,,,Warren,T. Warren,,,,,0.0,: Made,,,,,12.0,,,,,,,,,,,,,,,,,,
352,PT06M38.00S,2020-03-11T00:24:09.4Z,3,REGULAR,foul,personal,['2freethrow'],203933,,,1610612738,60,75,2020-03-11T00:24:16Z,3510000,,[IND] Warren foul personal (3 PF) (Theis 2freethrow),"[203933, 1628464]",1610612754.0,IND,shooting,,,Warren,T. Warren,,,,,,,,,,,,,,,,,,,1626302.0,3.0,1.0,Theis,1628464.0,,,,,,
354,PT06M38.00S,2020-03-11T00:24:33.8Z,3,REGULAR,freethrow,1of2,[],1628464,,,1610612738,60,76,2020-03-11T00:24:33Z,3530000,,[BOS] Theis freethrow 1of2: Made (13 PTS),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,: Made,,,,,13.0,,,,,,,,,,,,,,,,,,
355,PT06M38.00S,2020-03-11T00:24:34.3Z,3,REGULAR,substitution,out,[],1628369,,,1610612738,60,76,2020-03-11T00:24:37Z,3540000,,[BOS] substitution Tatum replaced by Langford,"[1628369, 1629641]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,,Langford,1629641.0,
357,PT06M38.00S,2020-03-11T00:24:50.2Z,3,REGULAR,freethrow,2of2,[],1628464,,,1610612738,60,77,2020-03-11T00:24:50Z,3560000,,[BOS] Theis freethrow 2of2: Made (14 PTS),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,: Made,,,,,14.0,,,,,,,,,,,,,,,,,,
358,PT06M24.00S,2020-03-11T00:25:06.6Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],1626167,91.01511169513797,51.53952205882353,1610612754,62,77,2020-03-11T00:25:13Z,3570000,right,[IND] Turner jumpshot: Made (12 PTS),[1626167],1610612754.0,IND,drivingfloatingbank,,,Turner,M. Turner,,,,,3.83,: Made,,,,,12.0,,,,,,,,,,,,,,,,,,
359,PT06M03.00S,2020-03-11T00:25:27.6Z,3,REGULAR,2pt,jumpshot,[],203935,25.443495400788436,56.93167892156863,1610612738,62,79,2020-03-11T00:25:31Z,3580000,left,[BOS] Smart jumpshot: Made (10 PTS),[203935],1610612738.0,BOS,stepback,,,Smart,M. Smart,,,,,19.53,: Made,,,,,10.0,,,,,,,,,,,,,,,,,,
362,PT05M52.00S,2020-03-11T00:25:45.9Z,3,REGULAR,foul,personal,['2freethrow'],1629641,,,1610612754,62,79,2020-03-11T00:25:50Z,3610000,,[BOS] Langford foul personal (1 PF) (Warren 2freethrow),"[1629641, 203933]",1610612738.0,BOS,shooting,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,201640.0,1.0,0.0,Warren,203933.0,,,,,,
364,PT05M52.00S,2020-03-11T00:26:01.7Z,3,REGULAR,freethrow,1of2,[],203933,,,1610612754,63,79,2020-03-11T00:26:01Z,3630000,,[IND] Warren freethrow 1of2: Made (13 PTS),[203933],1610612754.0,IND,,,,Warren,T. Warren,,,,,,: Made,,,,,13.0,,,,,,,,,,,,,,,,,,
365,PT05M52.00S,2020-03-11T00:26:12.2Z,3,REGULAR,freethrow,2of2,[],203933,,,1610612754,64,79,2020-03-11T00:26:12Z,3640000,,[IND] Warren freethrow 2of2: Made (14 PTS),[203933],1610612754.0,IND,,,,Warren,T. Warren,,,,,,: Made,,,,,14.0,,,,,,,,,,,,,,,,,,
366,PT05M45.00S,2020-03-11T00:26:23.2Z,3,REGULAR,3pt,jumpshot,[],202689,34.510512483574246,69.18658088235294,1610612738,64,79,2020-03-11T00:26:27Z,3650000,left,[BOS] Walker 3pt jumpshot: Missed,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,29.35,: Missed,,,,,,,,,,,,,,,,,,,,,,,
367,PT05M41.00S,2020-03-11T00:26:27.2Z,3,REGULAR,rebound,defensive,[],203506,,,1610612754,64,79,2020-03-11T00:26:27Z,3660000,,[IND] Oladipo defensive rebound (Off:0 Def:5),[203506],1610612754.0,IND,,,,Oladipo,V. Oladipo,,,,,,,366.0,5.0,5.0,0.0,,,,,,,,,,,,,,,,,,,
368,PT05M31.00S,2020-03-11T00:26:39.8Z,3,REGULAR,foul,offensive,[],203933,,,1610612754,64,79,2020-03-11T00:26:50Z,3670000,,[IND] Warren foul offensive (4 PF),"[203933, 202689]",1610612754.0,IND,,,,Warren,T. Warren,,,,,,,,,,,,,,,,,,,2148.0,4.0,1.0,Walker,202689.0,,,,,,
370,PT05M31.00S,2020-03-11T00:26:39.8Z,3,REGULAR,turnover,offensivefoul,[],203933,,,1610612754,64,79,2020-03-11T00:26:39Z,3690000,,[IND] Warren offensivefoul turnover (3 TO),[203933],1610612754.0,IND,,,,Warren,T. Warren,,,,,,,,,,,,,,,3.0,,,,2148.0,,,,,,,,,,
371,PT05M31.00S,2020-03-11T00:26:49.4Z,3,REGULAR,substitution,out,[],203506,,,1610612738,64,79,2020-03-11T00:26:55Z,3700000,,[IND] substitution Oladipo replaced by Holiday,"[203506, 203200]",1610612754.0,IND,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,,,Holiday,203200.0,
373,PT05M20.00S,2020-03-11T00:27:07.2Z,3,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fromturnover']",202330,18.74178712220762,43.20618872549019,1610612738,64,79,2020-03-11T00:27:17Z,3720000,left,[BOS] Hayward jumpshot: Missed,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,13.36,: Missed,,,,,,,,,,,,,,,,,,,,,,,
374,PT05M17.00S,2020-03-11T00:27:10.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,64,79,2020-03-11T00:27:17Z,3730000,,[BOS] Team offensive rebound,[],1610612738.0,BOS,,,,,,,,,,,,373.0,,,,,,,,,,,,,,,,,,,,,,
375,PT05M17.00S,2020-03-11T00:27:16.1Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612738,64,79,2020-03-11T00:27:16Z,3740000,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT05M17.00S,2020-03-11T00:27:16.6Z,3,REGULAR,substitution,out,[],203933,,,1610612738,64,79,2020-03-11T00:27:19Z,3750000,,[IND] substitution Warren replaced by Sumner,"[203933, 1628410]",1610612754.0,IND,,,,Warren,T. Warren,,,,,,,,,,,,,,,,,,,,,,,,,,,Sumner,1628410.0,
378,PT05M08.00S,2020-03-11T00:27:40.4Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202330,6.1268068331143235,48.84344362745098,1610612738,64,79,2020-03-11T00:27:44Z,3770000,left,[BOS] Hayward layup: Missed,[202330],1610612738.0,BOS,driving,,,Hayward,G. Hayward,,,,,1.21,: Missed,,,,,,,,,,,,,,,,,,,,,,,
379,PT05M06.00S,2020-03-11T00:27:42.4Z,3,REGULAR,rebound,defensive,[],1628410,,,1610612754,64,79,2020-03-11T00:27:44Z,3780000,,[IND] Sumner defensive rebound (Off:0 Def:2),[1628410],1610612754.0,IND,,,,Sumner,E. Sumner,,,,,,,378.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
380,PT04M56.00S,2020-03-11T00:27:53.5Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1627734,92.72339027595268,51.049325980392155,1610612754,64,79,2020-03-11T00:27:58Z,3790000,right,[IND] Sabonis layup: Missed Block: Hayward (1 BLK),"[1627734, 202330]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,2.2,: Missed,,,,,,,,,,,,,,,,,,Hayward,202330.0,1.0,,,
382,PT04M56.00S,2020-03-11T00:27:53.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612754,64,79,2020-03-11T00:27:58Z,3810000,,[IND] Team offensive rebound,[],1610612754.0,IND,,,,,,,,,,,,380.0,,,,,,,,,,,,,,,,,,,,,,
383,PT04M56.00S,2020-03-11T00:27:57.8Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612754,64,79,2020-03-11T00:27:57Z,3820000,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT04M56.00S,2020-03-11T00:28:07.9Z,3,REGULAR,substitution,out,[],203935,,,1610612754,64,79,2020-03-11T00:28:16Z,3830000,,[BOS] substitution Smart replaced by Wanamaker,"[203935, 202954]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,,Wanamaker,202954.0,
386,PT04M44.00S,2020-03-11T00:28:34.5Z,3,REGULAR,3pt,jumpshot,['2ndchance'],1627734,91.01511169513797,3.2552083333333335,1610612754,64,79,2020-03-11T00:28:40Z,3850000,right,[IND] Sabonis 3pt jumpshot: Missed,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,23.67,: Missed,,,,,,,,,,,,,,,,,,,,,,,
387,PT04M39.00S,2020-03-11T00:28:39.5Z,3,REGULAR,rebound,offensive,[],1627734,,,1610612754,64,79,2020-03-11T00:28:40Z,3860000,,[IND] Sabonis offensive rebound (Off:3 Def:3),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,386.0,6.0,3.0,3.0,,,,,,,,,,,,,,,,,,,
388,PT04M38.00S,2020-03-11T00:28:39.7Z,3,REGULAR,2pt,dunk,"['pointsinthepaint', '2ndchance']",1627734,93.24901445466492,51.294424019607845,1610612754,66,79,2020-03-11T00:28:43Z,3870000,right,[IND] Sabonis dunk: Made (18 PTS),[1627734],1610612754.0,IND,driving,,,Sabonis,D. Sabonis,,,,,1.77,: Made,,,,,18.0,,,,,,,,,,,,,,,,,,
389,PT04M12.00S,2020-03-11T00:29:06.0Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1628464,7.440867279894875,52.029718137254896,1610612738,66,79,2020-03-11T00:29:10Z,3880000,left,[BOS] Theis layup: Missed Block: Turner (2 BLK),"[1628464, 1626167]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,2.5,: Missed,,,,,,,,,,,,,,,,,,Turner,1626167.0,2.0,,,
391,PT04M12.00S,2020-03-11T00:29:06.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,66,79,2020-03-11T00:29:10Z,3900000,,[BOS] Team offensive rebound,[],1610612738.0,BOS,,,,,,,,,,,,389.0,,,,,,,,,,,,,,,,,,,,,,
392,PT04M12.00S,2020-03-11T00:29:09.8Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612738,66,79,2020-03-11T00:29:09Z,3910000,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT04M11.00S,2020-03-11T00:29:41.4Z,3,REGULAR,3pt,jumpshot,['2ndchance'],202689,6.521024967148489,95.41207107843137,1610612738,66,82,2020-03-11T00:29:45Z,3920000,left,[BOS] Walker 3pt shot: Made (10 PTS) assist: Wanamaker (1 AST),"[202689, 202954]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,22.75,: Made,,,,,10.0,Wanamaker,202954.0,1.0,,,,,,,,,,,,,,,
395,PT03M58.00S,2020-03-11T00:29:54.1Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1628410,93.11760840998686,50.314031862745104,1610612754,66,82,2020-03-11T00:29:58Z,3940000,right,[IND] Sumner layup: Missed,[1628410],1610612754.0,IND,drivingfingerroll,,,Sumner,E. Sumner,,,,,1.78,: Missed,,,,,,,,,,,,,,,,,,,,,,,
396,PT03M55.00S,2020-03-11T00:29:57.1Z,3,REGULAR,rebound,defensive,[],202689,,,1610612738,66,82,2020-03-11T00:29:58Z,3950000,,[BOS] Walker defensive rebound (Off:0 Def:3),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,395.0,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,,
397,PT03M47.00S,2020-03-11T00:30:04.8Z,3,REGULAR,3pt,jumpshot,[],1628464,3.4986859395532193,97.12775735294117,1610612738,66,85,2020-03-11T00:30:09Z,3960000,left,[BOS] Theis 3pt shot: Made (17 PTS) assist: Walker (2 AST),"[1628464, 202689]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,23.6,: Made,,,,,17.0,Walker,202689.0,2.0,,,,,,,,,,,,,,,
399,PT03M38.00S,2020-03-11T00:30:15.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,66,85,2020-03-11T00:30:15Z,3980000,,[IND] timeout full,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT03M38.00S,2020-03-11T00:32:42.3Z,3,REGULAR,substitution,out,[],1627734,,,1610612754,66,85,2020-03-11T00:32:55Z,3990000,,[IND] substitution Sabonis replaced by Sampson,"[1627734, 203960]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,,Sampson,203960.0,
401,PT03M38.00S,2020-03-11T00:32:42.3Z,3,REGULAR,substitution,out,[],202689,,,1610612754,66,85,2020-03-11T00:32:55Z,4000000,,[BOS] substitution Walker replaced by Tatum,"[202689, 1628369]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,Tatum,1628369.0,
404,PT03M32.00S,2020-03-11T00:33:18.9Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1626167,93.77463863337714,51.78462009803921,1610612754,68,85,2020-03-11T00:33:34Z,4030000,right,[IND] Turner layup: Made (14 PTS) assist: Holiday (4 AST),"[1626167, 1628988]",1610612754.0,IND,drivingfingerroll,,,Turner,M. Turner,,,,,1.45,: Made,,,,,14.0,Holiday,1628988.0,4.0,,,,,,,,,,,,,,,
406,PT03M32.00S,2020-03-11T00:33:21.3Z,3,REGULAR,foul,personal,['1freethrow'],1628464,,,1610612754,68,85,2020-03-11T00:33:29Z,4050000,,[BOS] Theis foul personal (2 PF) (Turner 1freethrow),"[1628464, 1626167]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,201640.0,2.0,0.0,Turner,1626167.0,,,,,,
