actionNumber,clock,timeActual,period,periodType,actionType,subType,descriptor,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,side,description,personIdsFilter,teamId,teamTricode,isFieldGoal,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,jumpBallRecoveredName,jumpBallRecoveredPersonId,pointsTotal,shotResult,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotActionNumber,stealPlayerName,stealPersonId,stealTotal,turnoverTotal,assistPlayerName,assistPersonId,assistTotal,blockPersonId,blockPlayerName,foulDrawnPlayerName,foulDrawnPersonId,foulPersonalTotal,foulTechnicalTotal,officialId
2,PT12M00.00S,2020-08-04T22:45:50Z,1,REGULAR,period,start,,[],0,,,0,0,0,0001-01-01T00:00:00,20000,0,-80,,Start of 1st Period (6:46 PM EST),[],0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2020-08-04T22:45:53Z,1,REGULAR,jumpball,recovered,startperiod,[],203109,,,1610612748,0,0,0001-01-01T00:00:00,40000,0,-80,,Jump Ball Adebayo vs. Theis: Tip to Crowder,"[203109, 1628389, 1628464]",0,,0,Crowder,J. Crowder,Theis,1628464.0,Adebayo,1628389.0,Crowder,203109.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2020-08-04T22:46:05Z,1,REGULAR,2pt,jumpshot,pullup,[],1629134,92.46,15.76,1610612748,0,0,2020-08-04T22:46:12,70000,-171,18,right,MISS Nunn 17' Pullup Jump Shot,[1629134],1610612748,MIA,1,Nunn,K. Nunn,,,,,,,0.0,Missed,17.19,,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2020-08-04T22:46:08Z,1,REGULAR,rebound,defensive,,[],1628464,,,1610612738,0,0,2020-08-04T22:46:12,80000,-171,18,right,Theis REBOUND (Off:0 Def:1),[1628464],1610612738,BOS,0,Theis,D. Theis,,,,,,,,,,1.0,1.0,0.0,7.0,,,,,,,,,,,,,,
9,PT11M24.00S,2020-08-04T22:46:26Z,1,REGULAR,3pt,jumpshot,,[],202689,13.22,94.19,1610612738,0,0,2020-08-04T22:46:30,90000,-221,72,left,MISS Walker 3PT Jump Shot,[202689],1610612738,BOS,1,Walker,K. Walker,,,,,,,0.0,Missed,23.24,,,,,,,,,,,,,,,,,,
10,PT11M21.00S,2020-08-04T22:46:29Z,1,REGULAR,rebound,defensive,,[],1628389,,,1610612748,0,0,2020-08-04T22:46:30,100000,-221,72,left,Adebayo REBOUND (Off:0 Def:1),[1628389],1610612748,MIA,0,Adebayo,B. Adebayo,,,,,,,,,,1.0,1.0,0.0,9.0,,,,,,,,,,,,,,
11,PT10M59.00S,2020-08-04T22:46:50Z,1,REGULAR,2pt,jumpshot,,[],1628389,88.52,74.09,1610612748,0,0,2020-08-04T22:46:54,110000,120,55,right,MISS Adebayo 13' Jump Shot,[1628389],1610612748,MIA,1,Adebayo,B. Adebayo,,,,,,,0.0,Missed,13.2,,,,,,,,,,,,,,,,,,
12,PT10M58.00S,2020-08-04T22:46:51Z,1,REGULAR,rebound,defensive,,[],202689,,,1610612738,0,0,2020-08-04T22:46:54,120000,120,55,right,Walker REBOUND (Off:0 Def:1),[202689],1610612738,BOS,0,Walker,K. Walker,,,,,,,,,,1.0,1.0,0.0,11.0,,,,,,,,,,,,,,
13,PT10M51.00S,2020-08-04T22:47:19Z,1,REGULAR,turnover,badpass,,[],202689,,,1610612738,0,0,2020-08-04T22:47:30,130000,87,-1,left,Walker Bad Pass Turnover (P1.T1) Stolen,"[202689, 203482]",1610612738,BOS,0,Walker,K. Walker,,,,,,,,,,,,,,Olynyk,203482.0,1.0,1.0,,,,,,,,,,
14,PT10M51.00S,2020-08-04T22:47:19Z,1,REGULAR,steal,,,[],203482,,,1610612748,0,0,0001-01-01T00:00:00,140000,87,-1,left, STEAL ,[203482],1610612748,MIA,0,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,PT10M41.00S,2020-08-04T22:47:46Z,1,REGULAR,3pt,jumpshot,,['fromturnover'],203482,85.5,3.26,1610612748,0,0,2020-08-04T22:47:52,150000,-234,84,right,MISS Olynyk 25' 3PT Jump Shot,[203482],1610612748,MIA,1,Olynyk,K. Olynyk,,,,,,,0.0,Missed,24.86,,,,,,,,,,,,,,,,,,
16,PT10M36.00S,2020-08-04T22:47:51Z,1,REGULAR,rebound,defensive,,[],1627759,,,1610612738,0,0,2020-08-04T22:47:52,160000,-234,84,right,Brown REBOUND (Off:0 Def:1),[1627759],1610612738,BOS,0,Brown,J. Brown,,,,,,,,,,1.0,1.0,0.0,15.0,,,,,,,,,,,,,,
17,PT10M20.00S,2020-08-04T22:48:06Z,1,REGULAR,2pt,hook,,['pointsinthepaint'],1627759,13.35,58.4,1610612738,0,0,2020-08-04T22:48:10,170000,-42,73,left,MISS Brown 8' Hook Shot,[1627759],1610612738,BOS,1,Brown,J. Brown,,,,,,,0.0,Missed,8.42,,,,,,,,,,,,,,,,,,
18,PT10M19.00S,2020-08-04T22:48:07Z,1,REGULAR,rebound,defensive,,[],203482,,,1610612748,0,0,2020-08-04T22:48:10,180000,-42,73,left,Olynyk REBOUND (Off:0 Def:1),[203482],1610612748,MIA,0,Olynyk,K. Olynyk,,,,,,,,,,1.0,1.0,0.0,17.0,,,,,,,,,,,,,,
19,PT10M12.00S,2020-08-04T22:48:15Z,1,REGULAR,3pt,jumpshot,,[],1629130,68.02,58.65,1610612748,0,0,2020-08-04T22:48:20,190000,43,248,right,MISS Robinson 25' 3PT Jump Shot,[1629130],1610612748,MIA,1,Robinson,D. Robinson,,,,,,,0.0,Missed,25.17,,,,,,,,,,,,,,,,,,
20,PT10M09.00S,2020-08-04T22:48:18Z,1,REGULAR,rebound,defensive,,[],202330,,,1610612738,0,0,2020-08-04T22:48:20,200000,43,248,right,Hayward REBOUND (Off:0 Def:1),[202330],1610612738,BOS,0,Hayward,G. Hayward,,,,,,,,,,1.0,1.0,0.0,19.0,,,,,,,,,,,,,,
21,PT09M58.00S,2020-08-04T22:48:28Z,1,REGULAR,2pt,jumpshot,stepback,[],1628369,5.47,77.27,1610612738,0,0,2020-08-04T22:48:33,210000,-136,-1,left,MISS Tatum 14' Step Back Jump Shot,[1628369],1610612738,BOS,1,Tatum,J. Tatum,,,,,,,0.0,Missed,13.6,,,,,,,,,,,,,,,,,,
22,PT09M55.00S,2020-08-04T22:48:31Z,1,REGULAR,rebound,defensive,,[],1629130,,,1610612748,0,0,2020-08-04T22:48:33,220000,-136,-1,left,Robinson REBOUND (Off:0 Def:1),[1629130],1610612748,MIA,0,Robinson,D. Robinson,,,,,,,,,,1.0,1.0,0.0,21.0,,,,,,,,,,,,,,
23,PT09M48.00S,2020-08-04T22:48:39Z,1,REGULAR,2pt,jumpshot,pullup,[],1629134,78.93,26.29,1610612748,2,0,2020-08-04T22:48:43,230000,-119,146,right,Nunn 19' Pullup Jump Shot (2 PTS),[1629134],1610612748,MIA,1,Nunn,K. Nunn,,,,,,,2.0,Made,18.84,,,,,,,,,,,,,,,,,,
24,PT09M32.00S,2020-08-04T22:48:55Z,1,REGULAR,2pt,dunk,cutting,['pointsinthepaint'],1628464,7.44,48.84,1610612738,2,2,2020-08-04T22:49:02,240000,6,17,left,Theis 2' Cutting Dunk Shot (2 PTS) (Walker 1 AST),"[1628464, 202689]",1610612738,BOS,1,Theis,D. Theis,,,,,,,2.0,Made,1.8,,,,,,,,,Walker,202689.0,1.0,,,,,,,
26,PT09M11.00S,2020-08-04T22:49:15Z,1,REGULAR,3pt,jumpshot,,[],1629130,67.36,51.54,1610612748,5,2,2020-08-04T22:49:21,260000,8,254,right,Robinson 25' 3PT Jump Shot (3 PTS) (Olynyk 1 AST),"[1629130, 203482]",1610612748,MIA,1,Robinson,D. Robinson,,,,,,,3.0,Made,25.41,,,,,,,,,Olynyk,203482.0,1.0,,,,,,,
28,PT08M56.00S,2020-08-04T22:49:31Z,1,REGULAR,2pt,layup,drivingfingerroll,['pointsinthepaint'],1627759,5.21,53.75,1610612738,5,4,2020-08-04T22:49:38,280000,-19,-4,left,Brown 2' Driving Finger Roll Layup (2 PTS) (Theis 1 AST),"[1627759, 1628464]",1610612738,BOS,1,Brown,J. Brown,,,,,,,2.0,Made,1.94,,,,,,,,,Theis,1628464.0,1.0,,,,,,,
30,PT08M45.00S,2020-08-04T22:49:42Z,1,REGULAR,3pt,jumpshot,,[],203482,69.6,66.74,1610612748,5,4,2020-08-04T22:49:48,300000,84,233,right,MISS Olynyk 25' 3PT Jump Shot,[203482],1610612748,MIA,1,Olynyk,K. Olynyk,,,,,,,0.0,Missed,24.77,,,,,,,,,,,,,,,,,,
31,PT08M41.00S,2020-08-04T22:49:46Z,1,REGULAR,rebound,defensive,,[],1627759,,,1610612738,5,4,2020-08-04T22:49:48,310000,84,233,right,Brown REBOUND (Off:0 Def:2),[1627759],1610612738,BOS,0,Brown,J. Brown,,,,,,,,,,2.0,2.0,0.0,30.0,,,,,,,,,,,,,,
32,PT08M35.00S,2020-08-04T22:49:51Z,1,REGULAR,3pt,jumpshot,,[],1628369,32.54,25.31,1610612738,5,4,2020-08-04T22:49:57,320000,123,253,left,MISS Tatum 28' 3PT Jump Shot,[1628369],1610612738,BOS,1,Tatum,J. Tatum,,,,,,,0.0,Missed,28.13,,,,,,,,,,,,,,,,,,
33,PT08M33.00S,2020-08-04T22:49:53Z,1,REGULAR,rebound,defensive,,[],1628389,,,1610612748,5,4,2020-08-04T22:49:57,330000,123,253,left,Adebayo REBOUND (Off:0 Def:2),[1628389],1610612748,MIA,0,Adebayo,B. Adebayo,,,,,,,,,,2.0,2.0,0.0,32.0,,,,,,,,,,,,,,
34,PT08M13.00S,2020-08-04T22:50:14Z,1,REGULAR,3pt,jumpshot,,[],1629134,70.38,11.83,1610612748,5,4,2020-08-04T22:50:23,340000,-191,226,right,MISS Nunn 30' 3PT Jump Shot Blocked,"[1629134, 1628369]",1610612748,MIA,1,Nunn,K. Nunn,,,,,,,0.0,Missed,29.59,,,,,,,,,,,,1628369.0,Tatum,,,,,
35,PT08M13.00S,2020-08-04T22:50:14Z,1,REGULAR,block,,,[],1628369,,,1610612748,5,4,0001-01-01T00:00:00,350000,-191,226,right, BLOCK ,[1628369],1610612738,BOS,0,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PT08M10.00S,2020-08-04T22:50:17Z,1,REGULAR,rebound,offensive,,[],203109,,,1610612748,5,4,2020-08-04T22:51:54,360000,-191,226,right,Crowder REBOUND (Off:1 Def:0),[203109],1610612748,MIA,0,Crowder,J. Crowder,,,,,,,,,,1.0,0.0,1.0,34.0,,,,,,,,,,,,,,
37,PT08M10.00S,2020-08-04T22:50:22Z,1,REGULAR,2pt,layup,putback,"['pointsinthepaint', '2ndchance']",203109,92.07,53.26,1610612748,7,4,2020-08-04T22:53:09,370000,16,22,right,Crowder 3' Putback Layup (2 PTS),[203109],1610612748,MIA,1,Crowder,J. Crowder,,,,,,,2.0,Made,2.72,,,,,,,,,,,,,,,,,,
38,PT07M55.00S,2020-08-04T22:50:32Z,1,REGULAR,2pt,dunk,driving,['pointsinthepaint'],202330,7.31,47.86,1610612738,7,6,2020-08-04T22:50:39,380000,11,16,left,Hayward 2' Driving Dunk (2 PTS),[202330],1610612738,BOS,1,Hayward,G. Hayward,,,,,,,2.0,Made,1.94,,,,,,,,,,,,,,,,,,
39,PT07M34.00S,2020-08-04T22:50:53Z,1,REGULAR,3pt,jumpshot,pullup,[],203109,79.45,89.04,1610612748,10,6,2020-08-04T22:50:57,390000,195,141,right,Crowder 24' 3PT Pullup Jump Shot (5 PTS),[203109],1610612748,MIA,1,Crowder,J. Crowder,,,,,,,5.0,Made,24.06,,,,,,,,,,,,,,,,,,
40,PT07M08.00S,2020-08-04T22:51:21Z,1,REGULAR,turnover,traveling,,[],1628369,,,1610612738,10,6,2020-08-04T22:51:27,400000,230,-9,left,Tatum Traveling Turnover (P1.T2),[1628369],1610612738,BOS,0,Tatum,J. Tatum,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
41,PT06M55.00S,2020-08-04T22:51:43Z,1,REGULAR,turnover,badpass,,[],1629134,,,1610612748,10,6,2020-08-04T22:51:48,410000,-181,342,right,Nunn Bad Pass Turnover (P1.T1) Stolen,"[1629134, 1627759]",1610612748,MIA,0,Nunn,K. Nunn,,,,,,,,,,,,,,Brown,1627759.0,1.0,1.0,,,,,,,,,,
42,PT06M55.00S,2020-08-04T22:51:43Z,1,REGULAR,steal,,,[],1627759,,,1610612738,10,6,0001-01-01T00:00:00,420000,-181,342,right, STEAL ,[1627759],1610612738,BOS,0,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT06M52.00S,2020-08-04T22:51:47Z,1,REGULAR,turnover,lostball,,[],1627759,,,1610612738,10,6,2020-08-04T22:51:51,430000,-37,15,left,Brown Lost Ball Turnover (P1.T3) Stolen,"[1627759, 1629134]",1610612738,BOS,0,Brown,J. Brown,,,,,,,,,,,,,,Nunn,1629134.0,1.0,1.0,,,,,,,,,,
44,PT06M52.00S,2020-08-04T22:51:47Z,1,REGULAR,steal,,,[],1629134,,,1610612748,10,6,0001-01-01T00:00:00,440000,-37,15,left, STEAL ,[1629134],1610612748,MIA,0,Nunn,K. Nunn,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT06M51.00S,2020-08-04T22:51:50Z,1,REGULAR,foul,personal,take,[],1628464,,,1610612748,10,6,2020-08-04T22:51:58,450000,9,458,right,Theis Personal Take Foul (P1.T1),"[1628464, 1629134]",1610612738,BOS,0,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,Nunn,1629134.0,1.0,0.0,101283.0
47,PT06M51.00S,2020-08-04T22:52:10Z,1,REGULAR,timeout,full,,"['team', 'mandatory']",0,,,1610612748,10,6,0001-01-01T00:00:00,470000,0,-80,,HEAT Timeout: Regular (Full 1 Short 0),[],1610612748,MIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT06M51.00S,2020-08-04T22:54:37Z,1,REGULAR,substitution,out,,[],1628369,,,1610612748,10,6,0001-01-01T00:00:00,480000,0,-80,,SUB: Smart FOR Tatum,[1628369],1610612738,BOS,0,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT06M37.00S,2020-08-04T22:55:30Z,1,REGULAR,2pt,layup,driving,"['pointsinthepaint', 'fromturnover']",1629134,91.15,42.72,1610612748,12,6,2020-08-04T22:55:37,500000,-36,31,right,Nunn 5' Driving Layup (4 PTS) (Robinson 1 AST),"[1629134, 1629130]",1610612748,MIA,1,Nunn,K. Nunn,,,,,,,4.0,Made,4.75,,,,,,,,,Robinson,1629130.0,1.0,,,,,,,
52,PT06M21.00S,2020-08-04T22:55:46Z,1,REGULAR,3pt,jumpshot,,[],1627759,28.99,73.6,1610612738,12,6,2020-08-04T22:55:50,520000,-118,220,left,MISS Brown 25' 3PT Jump Shot,[1627759],1610612738,BOS,1,Brown,J. Brown,,,,,,,0.0,Missed,24.96,,,,,,,,,,,,,,,,,,
53,PT06M19.00S,2020-08-04T22:55:48Z,1,REGULAR,rebound,defensive,,[],203109,,,1610612748,12,6,2020-08-04T22:55:50,530000,-118,220,left,Crowder REBOUND (Off:1 Def:1),[203109],1610612748,MIA,0,Crowder,J. Crowder,,,,,,,,,,2.0,1.0,1.0,52.0,,,,,,,,,,,,,,
54,PT06M12.00S,2020-08-04T22:55:54Z,1,REGULAR,turnover,badpass,,[],1629130,,,1610612748,12,6,2020-08-04T22:56:00,540000,118,71,right,Robinson Bad Pass Turnover (P1.T2) Stolen,"[1629130, 203935]",1610612748,MIA,0,Robinson,D. Robinson,,,,,,,,,,,,,,Smart,203935.0,1.0,1.0,,,,,,,,,,
55,PT06M12.00S,2020-08-04T22:55:54Z,1,REGULAR,steal,,,[],203935,,,1610612738,12,6,0001-01-01T00:00:00,550000,118,71,right, STEAL ,[203935],1610612738,BOS,0,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M08.00S,2020-08-04T22:55:59Z,1,REGULAR,3pt,jumpshot,,"['fromturnover', 'fastbreak']",202330,13.22,3.99,1610612738,12,6,2020-08-04T22:56:06,560000,230,72,left,MISS Hayward 24' 3PT Jump Shot,[202330],1610612738,BOS,1,Hayward,G. Hayward,,,,,,,0.0,Missed,24.1,,,,,,,,,,,,,,,,,,
57,PT06M05.00S,2020-08-04T22:56:02Z,1,REGULAR,rebound,offensive,,[],202330,,,1610612738,12,6,0001-01-01T00:00:00,570000,230,72,left,Hayward REBOUND (Off:1 Def:1),[202330],1610612738,BOS,0,Hayward,G. Hayward,,,,,,,,,,2.0,1.0,1.0,56.0,,,,,,,,,,,,,,
58,PT06M02.00S,2020-08-04T22:56:04Z,1,REGULAR,2pt,layup,,"['pointsinthepaint', 'fromturnover', '2ndchance']",202330,8.49,45.9,1610612738,12,8,2020-08-04T22:56:09,580000,21,27,left,Hayward 3' Layup (4 PTS),[202330],1610612738,BOS,1,Hayward,G. Hayward,,,,,,,4.0,Made,3.42,,,,,,,,,,,,,,,,,,
59,PT05M47.00S,2020-08-04T22:56:20Z,1,REGULAR,3pt,jumpshot,,[],203109,93.38,2.27,1610612748,15,8,2020-08-04T22:56:25,590000,-239,10,right,Crowder 24' 3PT Jump Shot (8 PTS) (Adebayo 1 AST),"[203109, 1628389]",1610612748,MIA,1,Crowder,J. Crowder,,,,,,,8.0,Made,23.92,,,,,,,,,Adebayo,1628389.0,1.0,,,,,,,
61,PT05M27.00S,2020-08-04T22:56:39Z,1,REGULAR,3pt,jumpshot,pullup,[],202689,30.44,31.69,1610612738,15,8,2020-08-04T22:56:44,610000,92,234,left,MISS Walker 25' 3PT Pullup Jump Shot,[202689],1610612738,BOS,1,Walker,K. Walker,,,,,,,0.0,Missed,25.14,,,,,,,,,,,,,,,,,,
62,PT05M26.00S,2020-08-04T22:56:40Z,1,REGULAR,rebound,defensive,,[],203482,,,1610612748,15,8,2020-08-04T22:56:44,620000,92,234,left,Olynyk REBOUND (Off:0 Def:2),[203482],1610612748,MIA,0,Olynyk,K. Olynyk,,,,,,,,,,2.0,2.0,0.0,61.0,,,,,,,,,,,,,,
63,PT05M13.00S,2020-08-04T22:56:54Z,1,REGULAR,3pt,jumpshot,,[],1629130,69.99,70.66,1610612748,18,8,2020-08-04T22:56:59,630000,103,230,right,Robinson 25' 3PT Jump Shot (6 PTS) (Olynyk 2 AST),"[1629130, 203482]",1610612748,MIA,1,Robinson,D. Robinson,,,,,,,6.0,Made,25.2,,,,,,,,,Olynyk,203482.0,2.0,,,,,,,
65,PT04M57.00S,2020-08-04T22:57:10Z,1,REGULAR,foul,personal,shooting,['2freethrow'],1629130,,,1610612738,18,8,2020-08-04T22:57:22,650000,70,32,left,Robinson S.FOUL (P1.T1),"[1629130, 203935]",1610612748,MIA,0,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,Smart,203935.0,1.0,0.0,101283.0
67,PT04M57.00S,2020-08-04T22:57:36Z,1,REGULAR,freethrow,1of2,,[],203935,,,1610612738,18,9,0001-01-01T00:00:00,670000,250,-52,left,Smart Free Throw 1 of 2 (1 PTS),[203935],1610612738,BOS,0,Smart,M. Smart,,,,,,,1.0,Made,,,,,,,,,,,,,,,,,,,
68,PT04M57.00S,2020-08-04T22:57:36Z,1,REGULAR,substitution,out,,[],203482,,,1610612738,18,9,0001-01-01T00:00:00,680000,0,-80,,SUB: Jones Jr. FOR Olynyk,[203482],1610612748,MIA,0,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT04M57.00S,2020-08-04T22:57:54Z,1,REGULAR,freethrow,2of2,,[],203935,,,1610612738,18,10,0001-01-01T00:00:00,700000,250,-52,left,Smart Free Throw 2 of 2 (2 PTS),[203935],1610612738,BOS,0,Smart,M. Smart,,,,,,,2.0,Made,,,,,,,,,,,,,,,,,,,
71,PT04M41.00S,2020-08-04T22:58:12Z,1,REGULAR,2pt,jumpshot,turnaround,['pointsinthepaint'],1628389,87.34,45.17,1610612748,18,10,2020-08-04T22:58:17,710000,-24,67,right,MISS Adebayo 7' Turnaround Jump Shot,[1628389],1610612748,MIA,1,Adebayo,B. Adebayo,,,,,,,0.0,Missed,7.12,,,,,,,,,,,,,,,,,,
72,PT04M38.00S,2020-08-04T22:58:15Z,1,REGULAR,rebound,offensive,,[],1627884,,,1610612748,18,10,0001-01-01T00:00:00,720000,-24,67,right,Jones Jr. REBOUND (Off:1 Def:0),[1627884],1610612748,MIA,0,Jones Jr.,D. Jones Jr.,,,,,,,,,,1.0,0.0,1.0,71.0,,,,,,,,,,,,,,
73,PT04M38.00S,2020-08-04T22:58:20Z,1,REGULAR,3pt,jumpshot,,['2ndchance'],1629134,93.25,3.01,1610612748,18,10,2020-08-04T23:00:57,730000,-235,11,right,MISS Nunn 24' 3PT Jump Shot,[1629134],1610612748,MIA,1,Nunn,K. Nunn,,,,,,,0.0,Missed,23.53,,,,,,,,,,,,,,,,,,
79,PT04M38.00S,2020-08-04T22:58:20Z,1,REGULAR,rebound,defensive,,['team'],0,,,1610612738,18,10,2020-08-04T23:00:57,735000,-235,11,right,Celtics Rebound,[],1610612738,BOS,0,,,,,,,,,,,,0.0,0.0,0.0,73.0,,,,,,,,,,,,,,
74,PT04M38.00S,2020-08-04T22:58:30Z,1,REGULAR,substitution,out,,[],202689,,,1610612738,18,10,2020-08-04T22:58:44,740000,0,-80,,SUB: Wanamaker FOR Walker,[202689],1610612738,BOS,0,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT04M35.00S,2020-08-04T22:58:44Z,1,REGULAR,jumpball,recovered,lodgedball,[],1627759,,,1610612738,18,10,0001-01-01T00:00:00,760000,0,-80,,Jump Ball Adebayo vs. Theis: Tip to Brown,"[1627759, 1628389, 1628464]",0,,0,Brown,J. Brown,Theis,1628464.0,Adebayo,1628389.0,Brown,1627759.0,,,,,,,,,,,,,,,,,,,,,
80,PT04M26.00S,2020-08-04T22:58:53Z,1,REGULAR,2pt,jumpshot,turnaround,['pointsinthepaint'],1627759,13.88,59.38,1610612738,18,12,2020-08-04T22:58:58,790000,-47,78,left,Brown 9' Turnaround Jump Shot (4 PTS) (Theis 2 AST),"[1627759, 1628464]",1610612738,BOS,1,Brown,J. Brown,,,,,,,4.0,Made,9.11,,,,,,,,,Theis,1628464.0,2.0,,,,,,,
82,PT04M13.00S,2020-08-04T22:59:08Z,1,REGULAR,foul,personal,shooting,['2freethrow'],1627759,,,1610612748,18,12,2020-08-04T22:59:15,810000,-16,9,right,Brown S.FOUL (P1.T2),"[1627759, 1628389]",1610612738,BOS,0,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,Adebayo,1628389.0,1.0,0.0,101283.0
84,PT04M13.00S,2020-08-04T22:59:36Z,1,REGULAR,freethrow,1of2,,[],1628389,,,1610612748,19,12,0001-01-01T00:00:00,830000,-250,888,right,Adebayo Free Throw 1 of 2 (1 PTS),[1628389],1610612748,MIA,0,Adebayo,B. Adebayo,,,,,,,1.0,Made,,,,,,,,,,,,,,,,,,,
85,PT04M13.00S,2020-08-04T22:59:37Z,1,REGULAR,substitution,out,,[],202330,,,1610612748,19,12,2020-08-04T22:59:49,840000,0,-80,,SUB: Tatum FOR Hayward,[202330],1610612738,BOS,0,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M13.00S,2020-08-04T22:59:37Z,1,REGULAR,substitution,out,,[],1628464,,,1610612748,19,12,2020-08-04T22:59:49,850000,0,-80,,SUB: Kanter FOR Theis,[1628464],1610612738,BOS,0,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M13.00S,2020-08-04T22:59:37Z,1,REGULAR,substitution,out,,[],1629134,,,1610612748,19,12,0001-01-01T00:00:00,880000,0,-80,,SUB: Dragic FOR Nunn,[1629134],1610612748,MIA,0,Nunn,K. Nunn,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M13.00S,2020-08-04T23:00:03Z,1,REGULAR,freethrow,2of2,,[],1628389,,,1610612748,20,12,0001-01-01T00:00:00,900000,-250,888,right,Adebayo Free Throw 2 of 2 (2 PTS),[1628389],1610612748,MIA,0,Adebayo,B. Adebayo,,,,,,,2.0,Made,,,,,,,,,,,,,,,,,,,
92,PT03M56.00S,2020-08-04T23:00:22Z,1,REGULAR,2pt,layup,,['pointsinthepaint'],1627759,7.18,43.21,1610612738,20,12,2020-08-04T23:00:27,910000,34,15,left,MISS Brown 4' Layup,[1627759],1610612738,BOS,1,Brown,J. Brown,,,,,,,0.0,Missed,3.72,,,,,,,,,,,,,,,,,,
93,PT03M54.00S,2020-08-04T23:00:25Z,1,REGULAR,rebound,offensive,,[],202683,,,1610612738,20,12,0001-01-01T00:00:00,920000,34,15,left,Kanter REBOUND (Off:1 Def:0),[202683],1610612738,BOS,0,Kanter,E. Kanter,,,,,,,,,,1.0,0.0,1.0,92.0,,,,,,,,,,,,,,
94,PT03M53.00S,2020-08-04T23:00:25Z,1,REGULAR,2pt,layup,putback,"['pointsinthepaint', '2ndchance']",202683,7.7,48.6,1610612738,20,14,2020-08-04T23:00:31,930000,7,20,left,Kanter 2' Putback Layup (2 PTS),[202683],1610612738,BOS,1,Kanter,E. Kanter,,,,,,,2.0,Made,2.12,,,,,,,,,,,,,,,,,,
95,PT03M44.00S,2020-08-04T23:00:35Z,1,REGULAR,2pt,hook,,['pointsinthepaint'],1628389,92.33,46.15,1610612748,22,14,2020-08-04T23:00:40,940000,-19,20,right,Adebayo 3' Hook Shot (4 PTS),[1628389],1610612748,MIA,1,Adebayo,B. Adebayo,,,,,,,4.0,Made,2.76,,,,,,,,,,,,,,,,,,
96,PT03M36.00S,2020-08-04T23:00:43Z,1,REGULAR,2pt,layup,drivingfingerroll,['pointsinthepaint'],1627759,6.78,50.31,1610612738,22,16,2020-08-04T23:00:54,950000,-2,11,left,Brown 1' Driving Finger Roll Layup (6 PTS),[1627759],1610612738,BOS,1,Brown,J. Brown,,,,,,,6.0,Made,1.12,,,,,,,,,,,,,,,,,,
97,PT03M14.00S,2020-08-04T23:01:05Z,1,REGULAR,2pt,jumpshot,stepback,[],201609,79.06,21.39,1610612748,24,16,2020-08-04T23:01:13,960000,-143,144,right,Dragic 20' Step Back Jump Shot (2 PTS),[201609],1610612748,MIA,1,Dragic,G. Dragic,,,,,,,2.0,Made,20.29,,,,,,,,,,,,,,,,,,
98,PT03M04.00S,2020-08-04T23:01:18Z,1,REGULAR,timeout,full,,"['team', 'mandatory']",0,,,1610612738,24,16,0001-01-01T00:00:00,970000,0,-80,,Celtics Timeout: Regular (Reg.1 Short 0),[],1610612738,BOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M04.00S,2020-08-04T23:03:48Z,1,REGULAR,substitution,out,,[],1628389,,,1610612738,24,16,0001-01-01T00:00:00,980000,0,-80,,SUB: Iguodala FOR Adebayo,[1628389],1610612748,MIA,0,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M04.00S,2020-08-04T23:03:48Z,1,REGULAR,substitution,out,,[],203109,,,1610612738,24,16,0001-01-01T00:00:00,990000,0,-80,,SUB: Olynyk FOR Crowder,[203109],1610612748,MIA,0,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,,,
