actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
617,PT00M29.80S,2020-09-24T03:06:49.8Z,4,REGULAR,jumpball,recovered,[],202689,,,1610612738,107,101,2020-09-24T03:06:49Z,6100000,,,0,,Jump Ball J. Tatum vs. B. Adebayo: Tip to K. Walker,"[202689, 1628369, 1628389]",1610612738.0,BOS,challenge,K. Walker,202689.0,Walker,K. Walker,Tatum,1628369.0,Adebayo,1628389.0,,,,,,,,,,,,,,,,,,,,,
620,PT00M21.00S,2020-09-24T03:06:55.4Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628369,33.065045992115635,30.95128676470588,1610612738,107,101,2020-09-24T03:09:59Z,6130000,95.0,258.0,1,left,MISS J. Tatum 28' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,28.05,Missed,,,,,,,,,,,,,,,,,,,
621,PT00M18.50S,2020-09-24T03:06:57.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,107,101,2020-09-24T03:10:53Z,6140000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,620.0,,,,,,,,,,,,,,,
622,PT00M18.50S,2020-09-24T03:07:03.6Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,107,101,2020-09-24T03:10:10Z,6150000,,,0,,Stoppage out-of-bounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT00M18.50S,2020-09-24T03:07:11.2Z,4,REGULAR,instantreplay,request,[],0,,,1610612738,107,101,2020-09-24T03:10:14Z,6160000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,,,1162.0,,,,,,,,Out of Bounds - Support Call
627,PT00M16.00S,2020-09-24T03:10:19.2Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1627759,6.783837056504599,95.65716911764706,1610612738,107,104,2020-09-24T03:10:26Z,6170000,-228.0,11.0,1,left,J. Brown 3PT  (21 PTS) (G. Hayward 3 AST),"[1627759, 202330]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,22.89,Made,21.0,,,,G. Hayward,202330.0,3.0,,,,,,,,,,,,
629,PT00M16.00S,2020-09-24T03:10:33.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612748,107,104,2020-09-24T03:10:33Z,6190000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT00M16.00S,2020-09-24T03:11:43.0Z,4,REGULAR,substitution,out,[],2738,,,1610612748,107,104,2020-09-24T03:11:58Z,6200000,,,0,,SUB out: A. Iguodala,[2738],1610612748.0,MIA,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT00M16.00S,2020-09-24T03:11:43.0Z,4,REGULAR,substitution,in,[],1629130,,,1610612748,107,104,2020-09-24T03:11:58Z,6210000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT00M13.90S,2020-09-24T03:12:16.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612748,107,104,2020-09-24T03:13:26Z,6220000,,,0,,M. Smart take personal FOUL (5 PF),"[203935, 1629639]",1610612738.0,BOS,take,,,Smart,M. Smart,,,,,,,,,,,,,,,,,1146.0,,5.0,0.0,Herro,1629639.0,,,
634,PT00M13.90S,2020-09-24T03:12:51.0Z,4,REGULAR,freethrow,1 of 2,[],1629639,,,1610612748,108,104,2020-09-24T03:12:51Z,6240000,,,0,,T. Herro Free Throw 1 of 2 (36 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,Made,36.0,,,,,,,,,,,,,,,,,,
635,PT00M13.90S,2020-09-24T03:12:51.5Z,4,REGULAR,substitution,out,[],1629130,,,1610612748,108,104,2020-09-24T03:12:54Z,6250000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT00M13.90S,2020-09-24T03:12:51.5Z,4,REGULAR,substitution,in,[],2738,,,1610612748,108,104,2020-09-24T03:12:54Z,6260000,,,0,,SUB in: A. Iguodala,[2738],1610612748.0,MIA,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT00M13.90S,2020-09-24T03:13:10.8Z,4,REGULAR,freethrow,2 of 2,[],1629639,,,1610612748,109,104,2020-09-24T03:13:10Z,6270000,,,0,,T. Herro Free Throw 2 of 2 (37 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,Made,37.0,,,,,,,,,,,,,,,,,,
638,PT00M09.20S,2020-09-24T03:13:23.4Z,4,REGULAR,foul,personal,"['inpenalty', '3freethrow']",202710,,,1610612738,109,104,2020-09-24T03:13:51Z,6280000,,,0,,J. Butler shooting personal FOUL (2 PF),"[202710, 202689]",1610612748.0,MIA,shooting,,,Butler,J. Butler,,,,,,,,,,,,,,,,,1162.0,,2.0,0.0,Walker,202689.0,,,
640,PT00M09.20S,2020-09-24T03:14:10.8Z,4,REGULAR,freethrow,1 of 3,[],202689,,,1610612738,109,105,2020-09-24T03:14:10Z,6300000,,,0,,K. Walker Free Throw 1 of 3 (18 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,18.0,,,,,,,,,,,,,,,,,,
641,PT00M09.20S,2020-09-24T03:14:26.2Z,4,REGULAR,freethrow,2 of 3,[],202689,,,1610612738,109,106,2020-09-24T03:14:26Z,6310000,,,0,,K. Walker Free Throw 2 of 3 (19 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,19.0,,,,,,,,,,,,,,,,,,
642,PT00M09.20S,2020-09-24T03:14:43.9Z,4,REGULAR,freethrow,3 of 3,[],202689,,,1610612738,109,107,2020-09-24T03:14:43Z,6320000,,,0,,K. Walker Free Throw 3 of 3 (20 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,20.0,,,,,,,,,,,,,,,,,,
643,PT00M09.20S,2020-09-24T03:14:48.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612748,109,107,2020-09-24T03:14:48Z,6330000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT00M09.20S,2020-09-24T03:15:36.6Z,4,REGULAR,substitution,out,[],2738,,,1610612748,109,107,2020-09-24T03:16:08Z,6340000,,,0,,SUB out: A. Iguodala,[2738],1610612748.0,MIA,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT00M09.20S,2020-09-24T03:15:36.6Z,4,REGULAR,substitution,in,[],1629130,,,1610612748,109,107,2020-09-24T03:16:08Z,6350000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT00M06.00S,2020-09-24T03:16:24.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612748,109,107,2020-09-24T03:16:38Z,6360000,,,0,,M. Smart take personal FOUL (6 PF),"[203935, 202710]",1610612738.0,BOS,take,,,Smart,M. Smart,,,,,,,,,,,,,,,,,1146.0,,6.0,0.0,Butler,202710.0,,,
648,PT00M06.00S,2020-09-24T03:16:39.6Z,4,REGULAR,substitution,out,[],203935,,,1610612748,109,107,2020-09-24T03:16:50Z,6380000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT00M06.00S,2020-09-24T03:16:39.6Z,4,REGULAR,substitution,in,[],1628464,,,1610612748,109,107,2020-09-24T03:16:50Z,6390000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT00M06.00S,2020-09-24T03:17:25.9Z,4,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,110,107,2020-09-24T03:17:25Z,6400000,,,0,,J. Butler Free Throw 1 of 2 (22 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,22.0,,,,,,,,,,,,,,,,,,
651,PT00M06.00S,2020-09-24T03:17:31.6Z,4,REGULAR,substitution,out,[],1629130,,,1610612748,110,107,2020-09-24T03:17:34Z,6410000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT00M06.00S,2020-09-24T03:17:31.6Z,4,REGULAR,substitution,in,[],2738,,,1610612748,110,107,2020-09-24T03:17:34Z,6420000,,,0,,SUB in: A. Iguodala,[2738],1610612748.0,MIA,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
653,PT00M06.00S,2020-09-24T03:17:44.9Z,4,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,111,107,2020-09-24T03:17:44Z,6430000,,,0,,J. Butler Free Throw 2 of 2 (23 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,23.0,,,,,,,,,,,,,,,,,,
654,PT00M06.00S,2020-09-24T03:17:47.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,111,107,2020-09-24T03:17:47Z,6440000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,PT00M04.10S,2020-09-24T03:19:25.1Z,4,REGULAR,3pt,Jump Shot,[],202689,31.488173455978973,31.44148284313725,1610612738,111,107,2020-09-24T03:19:29Z,6450000,93.0,243.0,1,left,MISS K. Walker 26' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,26.57,Missed,,,,,,,,,,,,,,,,,,,
656,PT00M03.80S,2020-09-24T03:19:25.4Z,4,REGULAR,rebound,offensive,[],1628464,,,1610612738,111,107,2020-09-24T03:19:57Z,6460000,,,0,,D. Theis REBOUND (Off:4 Def:5),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,655.0,,,,9.0,5.0,4.0,,,,,,,,,
657,PT00M03.80S,2020-09-24T03:19:28.5Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628464,5.0,50.0,1610612738,111,107,2020-09-24T03:20:02Z,6470000,0.0,-6.0,1,left,MISS D. Theis tip Layup,[1628464],1610612738.0,BOS,tip,,,Theis,D. Theis,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
658,PT00M02.80S,2020-09-24T03:19:29.5Z,4,REGULAR,rebound,offensive,[],202330,,,1610612738,111,107,2020-09-24T03:20:02Z,6480000,,,0,,G. Hayward REBOUND (Off:2 Def:5),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,657.0,,,,7.0,5.0,2.0,,,,,,,,,
659,PT00M01.80S,2020-09-24T03:19:29.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202330,5.0,50.0,1610612738,111,109,2020-09-24T03:19:29Z,6490000,0.0,-6.0,1,left,G. Hayward tip Layup (14 PTS),[202330],1610612738.0,BOS,tip,,,Hayward,G. Hayward,,,,,0.0,Made,14.0,,,,,,,,,,,,,,,,,,
660,PT00M01.10S,2020-09-24T03:19:35.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202689,,,1610612748,111,109,2020-09-24T03:20:32Z,6500000,,,0,,K. Walker take personal FOUL (3 PF),"[202689, 202710]",1610612738.0,BOS,take,,,Walker,K. Walker,,,,,,,,,,,,,,,,,1162.0,,3.0,0.0,Butler,202710.0,,,
662,PT00M01.10S,2020-09-24T03:20:11.4Z,4,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,111,109,2020-09-24T03:20:11Z,6520000,,,0,,MISS J. Butler Free Throw 1 of 2,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Missed,,,,,,,,,,,,,,,,,,,
663,PT00M01.10S,2020-09-24T03:20:11.4Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,111,109,2020-09-24T03:20:11Z,6530000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,662.0,,,,,,,,,,,,,,,
664,PT00M01.10S,2020-09-24T03:20:27.4Z,4,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,112,109,2020-09-24T03:20:27Z,6540000,,,0,,J. Butler Free Throw 2 of 2 (24 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,24.0,,,,,,,,,,,,,,,,,,
665,PT00M00.00S,2020-09-24T03:20:39.6Z,4,REGULAR,period,end,[],0,,,1610612738,112,109,2020-09-24T03:20:39Z,6550000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,PT00M00.00S,2020-09-24T03:20:41.4Z,4,REGULAR,game,end,[],0,,,0,112,109,2020-09-24T03:20:41Z,6560000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
