actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
257,PT04M04.00S,2020-09-24T01:36:40.6Z,2,REGULAR,substitution,out,[],202710,,,1610612738,40,38,2020-09-24T01:36:46Z,2540000,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT04M04.00S,2020-09-24T01:36:40.6Z,2,REGULAR,substitution,out,[],203109,,,1610612738,40,38,2020-09-24T01:36:46Z,2550000,,,0,,SUB out: J. Crowder,[203109],1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT04M04.00S,2020-09-24T01:36:40.6Z,2,REGULAR,substitution,in,[],201609,,,1610612738,40,38,2020-09-24T01:36:46Z,2560000,,,0,,SUB in: G. Dragic,[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT04M04.00S,2020-09-24T01:36:40.6Z,2,REGULAR,substitution,in,[],1628389,,,1610612738,40,38,2020-09-24T01:36:46Z,2570000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT03M58.00S,2020-09-24T01:37:06.7Z,2,REGULAR,2pt,Jump Shot,[],203935,70.51576872536137,55.4610906862745,1610612738,40,38,2020-09-24T01:37:09Z,2580000,27.0,225.0,1,right,MISS M. Smart 23' step back Shot,[203935],1610612738.0,BOS,step back,,,Smart,M. Smart,,,,,23.18,Missed,,,,,,,,,,,,,,,,,,,
262,PT03M57.00S,2020-09-24T01:37:07.7Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,40,38,2020-09-24T01:37:13Z,2590000,,,0,,T. Herro REBOUND (Off:0 Def:2),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,261.0,,,,2.0,2.0,0.0,,,,,,,,,
263,PT03M46.00S,2020-09-24T01:37:21.2Z,2,REGULAR,foul,offensive,[],1628389,,,1610612748,40,38,2020-09-24T01:37:28Z,2600000,,,0,,B. Adebayo offensive FOUL (1 PF),"[1628389, 202330]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,202027.0,,1.0,0.0,Hayward,202330.0,,,
265,PT03M46.00S,2020-09-24T01:37:21.2Z,2,REGULAR,turnover,offensive foul,[],1628389,,,1610612748,40,38,2020-09-24T01:37:21Z,2620000,,,0,,B. Adebayo offensive foul TURNOVER (2 TOV),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,202027.0,2.0,,,,,,,
266,PT03M38.00S,2020-09-24T01:37:51.9Z,2,REGULAR,foul,personal,['2freethrow'],1629130,,,1610612738,40,38,2020-09-24T01:38:03Z,2630000,,,0,,D. Robinson shooting personal FOUL (3 PF) (Hayward 2 FT),"[1629130, 202330]",1610612748.0,MIA,shooting,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,1146.0,,3.0,0.0,Hayward,202330.0,,,
268,PT03M38.00S,2020-09-24T01:38:17.6Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],202330,,,1610612738,40,39,2020-09-24T01:38:17Z,2650000,,,0,,G. Hayward Free Throw 1 of 2 (4 PTS),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
269,PT03M38.00S,2020-09-24T01:38:19.4Z,2,REGULAR,substitution,out,[],1629130,,,1610612738,40,39,2020-09-24T01:38:26Z,2660000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT03M38.00S,2020-09-24T01:38:19.4Z,2,REGULAR,substitution,in,[],202710,,,1610612738,40,39,2020-09-24T01:38:26Z,2670000,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT03M38.00S,2020-09-24T01:38:41.0Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],202330,,,1610612738,40,40,2020-09-24T01:38:41Z,2680000,,,0,,G. Hayward Free Throw 2 of 2 (5 PTS),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
272,PT03M29.00S,2020-09-24T01:38:53.1Z,2,REGULAR,turnover,traveling,[],1628389,,,1610612748,40,40,2020-09-24T01:38:58Z,2690000,,,0,,B. Adebayo traveling TURNOVER (3 TOV),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,1162.0,3.0,,,,,,,
273,PT03M16.00S,2020-09-24T01:39:14.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202689,73.80091984231275,13.059129901960784,1610612738,40,40,2020-09-24T01:39:18Z,2700000,-185.0,194.0,1,right,MISS K. Walker 27' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,27.17,Missed,,,,,,,,,,,,,,,,,,,
274,PT03M15.00S,2020-09-24T01:39:15.7Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,40,40,2020-09-24T01:39:22Z,2710000,,,0,,T. Herro REBOUND (Off:0 Def:3),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,273.0,,,,3.0,3.0,0.0,,,,,,,,,
275,PT03M06.00S,2020-09-24T01:39:24.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628389,6.783837056504599,51.294424019607845,1610612748,42,40,2020-09-24T01:39:29Z,2720000,-6.0,11.0,1,left,B. Adebayo cutting DUNK (8 PTS) (T. Herro 1 AST),"[1628389, 1629639]",1610612748.0,MIA,cutting,,,Adebayo,B. Adebayo,,,,,1.8,Made,8.0,,,,T. Herro,1629639.0,1.0,,,,,,,,,,,,
277,PT02M47.00S,2020-09-24T01:39:43.4Z,2,REGULAR,3pt,Jump Shot,[],203935,72.61826544021025,14.529718137254902,1610612738,42,40,2020-09-24T01:39:46Z,2740000,-177.0,205.0,1,right,MISS M. Smart 27' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,27.52,Missed,,,,,,,,,,,,,,,,,,,
278,PT02M46.00S,2020-09-24T01:39:44.4Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,42,40,2020-09-24T01:39:49Z,2750000,,,0,,T. Herro REBOUND (Off:0 Def:4),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,277.0,,,,4.0,4.0,0.0,,,,,,,,,
279,PT02M28.00S,2020-09-24T01:40:03.2Z,2,REGULAR,2pt,Jump Shot,[],1629639,11.645860709592641,76.53952205882352,1610612748,44,40,2020-09-24T01:40:08Z,2760000,-133.0,57.0,1,left,T. Herro 14' pullup bank Jump Shot (15 PTS),[1629639],1610612748.0,MIA,pullup bank,,,Herro,T. Herro,,,,,14.67,Made,15.0,,,,,,,,,,,,,,,,,,
280,PT02M13.00S,2020-09-24T01:40:17.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,93.9060446780552,53.01011029411765,1610612738,44,42,2020-09-24T01:40:23Z,2770000,15.0,5.0,1,right,J. Brown alley-oop Layup (8 PTS) (M. Smart 4 AST),"[1627759, 203935]",1610612738.0,BOS,alley-oop,,,Brown,J. Brown,,,,,1.83,Made,8.0,,,,M. Smart,203935.0,4.0,,,,,,,,,,,,
282,PT01M59.00S,2020-09-24T01:40:33.3Z,2,REGULAR,3pt,Jump Shot,[],201609,32.53942181340342,39.03952205882353,1610612748,47,42,2020-09-24T01:40:42Z,2790000,55.0,253.0,1,left,G. Dragic 26' 3PT pullup (7 PTS),[201609],1610612748.0,MIA,pullup,,,Dragic,G. Dragic,,,,,26.46,Made,7.0,,,,,,,,,,,,,,,,,,
283,PT01M59.00S,2020-09-24T01:40:39.4Z,2,REGULAR,foul,personal,['1freethrow'],202330,,,1610612748,47,42,2020-09-24T01:40:43Z,2800000,,,0,,G. Hayward shooting personal FOUL (2 PF) (Dragic 1 FT),"[202330, 201609]",1610612738.0,BOS,shooting,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,1162.0,,2.0,0.0,Dragic,201609.0,,,
285,PT01M59.00S,2020-09-24T01:40:44.8Z,2,REGULAR,substitution,out,[],2738,,,1610612748,47,42,2020-09-24T01:43:05Z,2820000,,,0,,SUB out: A. Iguodala,[2738],1610612748.0,MIA,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT01M59.00S,2020-09-24T01:40:44.8Z,2,REGULAR,substitution,out,[],203935,,,1610612748,47,42,2020-09-24T01:43:05Z,2830000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT01M59.00S,2020-09-24T01:40:44.8Z,2,REGULAR,substitution,in,[],203109,,,1610612748,47,42,2020-09-24T01:43:05Z,2840000,,,0,,SUB in: J. Crowder,[203109],1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT01M59.00S,2020-09-24T01:40:44.8Z,2,REGULAR,substitution,in,[],1628369,,,1610612748,47,42,2020-09-24T01:43:05Z,2850000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT01M59.00S,2020-09-24T01:41:06.9Z,2,REGULAR,timeout,full,['team'],0,,,1610612748,47,42,2020-09-24T01:43:05Z,2860000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT01M59.00S,2020-09-24T01:41:40.8Z,2,REGULAR,instantreplay,challenge,[],0,,,1610612748,47,42,2020-09-24T01:43:05Z,2870000,,,0,,,[],1610612738.0,BOS,support,,,,,,,,,,,,,,,,,,,,,1162.0,,,,,,,,
291,PT01M59.00S,2020-09-24T01:43:28.5Z,2,REGULAR,freethrow,1 of 1,[],201609,,,1610612748,48,42,2020-09-24T01:43:28Z,2880000,,,0,,G. Dragic Free Throw 1 of 1 (8 PTS),[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
292,PT01M40.00S,2020-09-24T01:43:49.8Z,2,REGULAR,3pt,Jump Shot,[],202330,70.38436268068331,78.01011029411765,1610612738,48,42,2020-09-24T01:44:00Z,2890000,140.0,226.0,1,right,MISS G. Hayward 27' 3PT,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,27.05,Missed,,,,,,,,,,,,,,,,,,,
293,PT01M36.00S,2020-09-24T01:43:53.8Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,48,42,2020-09-24T01:44:10Z,2900000,,,0,,T. Herro REBOUND (Off:0 Def:5),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,292.0,,,,5.0,5.0,0.0,,,,,,,,,
294,PT01M34.00S,2020-09-24T01:43:56.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,7.046649145860711,54.72579656862745,1610612748,48,42,2020-09-24T01:44:18Z,2910000,-24.0,14.0,1,left,MISS T. Herro running Layup Blocked,"[1629639, 1628369]",1610612748.0,MIA,running,,,Herro,T. Herro,,,,,3.04,Missed,,Tatum,1628369.0,,,,,,,,,,,,,,,,
295,PT01M34.00S,2020-09-24T01:43:56.9Z,2,REGULAR,block,,[],1628369,,,1610612748,48,42,2020-09-24T01:43:58Z,2920000,,,0,,J. Tatum BLOCK (2 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT01M34.00S,2020-09-24T01:43:56.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,48,42,2020-09-24T01:44:04Z,2930000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,294.0,,,,,,,,,,,,,,,
297,PT01M34.00S,2020-09-24T01:44:00.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,48,42,2020-09-24T01:44:00Z,2940000,,,0,,Stoppage out-of-bounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT01M24.00S,2020-09-24T01:44:23.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203109,30.436925098554536,27.27481617647059,1610612748,48,42,2020-09-24T01:44:26Z,2950000,114.0,234.0,1,left,MISS J. Crowder 26' 3PT,[203109],1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,26.47,Missed,,,,,,,,,,,,,,,,,,,
299,PT01M23.00S,2020-09-24T01:44:24.1Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,48,42,2020-09-24T01:44:30Z,2960000,,,0,,J. Brown REBOUND (Off:0 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,298.0,,,,6.0,6.0,0.0,,,,,,,,,
300,PT01M14.00S,2020-09-24T01:44:35.5Z,2,REGULAR,turnover,traveling,[],1627759,,,1610612738,48,42,2020-09-24T01:44:39Z,2970000,,,0,,J. Brown traveling TURNOVER (4 TOV),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,1162.0,4.0,,,,,,,
301,PT01M01.00S,2020-09-24T01:45:01.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],201609,11.908672798948752,70.16697303921569,1610612748,48,42,2020-09-24T01:45:06Z,2980000,-101.0,59.0,1,left,MISS G. Dragic 11' driving floating bank Shot,[201609],1610612748.0,MIA,driving floating bank,,,Dragic,G. Dragic,,,,,11.99,Missed,,,,,,,,,,,,,,,,,,,
302,PT01M00.00S,2020-09-24T01:45:02.7Z,2,REGULAR,rebound,offensive,[],1628389,,,1610612748,48,42,2020-09-24T01:45:06Z,2990000,,,0,,B. Adebayo REBOUND (Off:1 Def:5),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,301.0,,,,6.0,5.0,1.0,,,,,,,,,
303,PT01M00.00S,2020-09-24T01:45:05.0Z,2,REGULAR,2pt,hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628389,11.908672798948752,50.314031862745104,1610612748,50,42,2020-09-24T01:45:08Z,3000000,-2.0,59.0,1,left,B. Adebayo 6' hook (10 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,6.49,Made,10.0,,,,,,,,,,,,,,,,,,
304,PT00M49.60S,2020-09-24T01:45:19.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,87.72996057818659,36.09834558823529,1610612738,50,44,2020-09-24T01:45:47Z,3010000,-70.0,63.0,1,right,J. Brown 9' driving floating Jump Shot (10 PTS) (K. Walker 2 AST),"[1627759, 202689]",1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,9.74,Made,10.0,,,,K. Walker,202689.0,2.0,,,,,,,,,,,,
306,PT00M32.50S,2020-09-24T01:45:39.4Z,2,REGULAR,2pt,Jump Shot,[],202710,7.703679369250986,27.029718137254903,1610612748,50,44,2020-09-24T01:45:43Z,3030000,115.0,20.0,1,left,MISS J. Butler 11' Jump Shot,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,11.77,Missed,,,,,,,,,,,,,,,,,,,
307,PT00M30.00S,2020-09-24T01:45:41.9Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,50,44,2020-09-24T01:45:46Z,3040000,,,0,,J. Tatum REBOUND (Off:0 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,306.0,,,,7.0,7.0,0.0,,,,,,,,,
308,PT00M22.20S,2020-09-24T01:45:51.5Z,2,REGULAR,foul,personal,[],203109,,,1610612738,50,44,2020-09-24T01:45:58Z,3050000,,,0,,J. Crowder personal FOUL (1 PF),"[203109, 1628464]",1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,202027.0,,1.0,0.0,Theis,1628464.0,,,
310,PT00M22.20S,2020-09-24T01:46:07.6Z,2,REGULAR,substitution,out,[],201609,,,1610612738,50,44,2020-09-24T01:46:12Z,3070000,,,0,,SUB out: G. Dragic,[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT00M22.20S,2020-09-24T01:46:07.6Z,2,REGULAR,substitution,in,[],2738,,,1610612738,50,44,2020-09-24T01:46:12Z,3080000,,,0,,SUB in: A. Iguodala,[2738],1610612748.0,MIA,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT00M06.50S,2020-09-24T01:46:36.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202689,91.67214191852825,55.21599264705882,1610612738,50,44,2020-09-24T01:48:14Z,3090000,26.0,26.0,1,right,MISS K. Walker driving finger roll Layup,[202689],1610612738.0,BOS,driving finger roll,,,Walker,K. Walker,,,,,4.08,Missed,,,,,,,,,,,,,,,,,,,
313,PT00M05.60S,2020-09-24T01:46:37.7Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,50,44,2020-09-24T01:46:58Z,3100000,,,0,,B. Adebayo REBOUND (Off:1 Def:6),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,312.0,,,,7.0,6.0,1.0,,,,,,,,,
314,PT00M00.00S,2020-09-24T01:46:43.9Z,2,REGULAR,3pt,Jump Shot,[],1628389,28.465834428383708,77.51991421568627,1610612748,50,44,2020-09-24T01:46:47Z,3110000,-138.0,215.0,1,left,MISS B. Adebayo 26' 3PT,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,26.0,Missed,,,,,,,,,,,,,,,,,,,
315,PT00M00.00S,2020-09-24T01:46:46.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,50,44,2020-09-24T01:46:46Z,3120000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,314.0,,,,,,,,,,,,,,,
316,PT00M00.00S,2020-09-24T01:46:50.8Z,2,REGULAR,period,end,[],0,,,1610612748,50,44,2020-09-24T01:46:50Z,3130000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT12M00.00S,2020-09-24T02:01:30.5Z,3,REGULAR,substitution,out,['startperiod'],1629639,,,1610612748,50,44,2020-09-24T02:02:00Z,3140000,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2020-09-24T02:01:30.5Z,3,REGULAR,substitution,out,['startperiod'],2738,,,1610612748,50,44,2020-09-24T02:02:00Z,3150000,,,0,,SUB out: A. Iguodala,[2738],1610612748.0,MIA,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2020-09-24T02:01:30.5Z,3,REGULAR,substitution,out,['startperiod'],202330,,,1610612748,50,44,2020-09-24T02:02:00Z,3160000,,,0,,SUB out: G. Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2020-09-24T02:01:30.5Z,3,REGULAR,substitution,in,['startperiod'],1629130,,,1610612748,50,44,2020-09-24T02:02:00Z,3170000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT12M00.00S,2020-09-24T02:01:30.5Z,3,REGULAR,substitution,in,['startperiod'],201609,,,1610612748,50,44,2020-09-24T02:02:00Z,3180000,,,0,,SUB in: G. Dragic,[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT12M00.00S,2020-09-24T02:01:30.5Z,3,REGULAR,substitution,in,['startperiod'],203935,,,1610612748,50,44,2020-09-24T02:02:00Z,3190000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT12M00.00S,2020-09-24T02:02:12.6Z,3,REGULAR,period,start,[],0,,,1610612738,50,44,2020-09-24T02:02:12Z,3200000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT11M41.00S,2020-09-24T02:02:33.4Z,3,REGULAR,foul,offensive,[],1628369,,,1610612738,50,44,2020-09-24T02:02:41Z,3210000,,,0,,J. Tatum charge offensive FOUL (2 PF),"[1628369, 1628389]",1610612738.0,BOS,charge,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,1162.0,,2.0,0.0,Adebayo,1628389.0,,,
326,PT11M41.00S,2020-09-24T02:02:33.4Z,3,REGULAR,turnover,offensive foul,[],1628369,,,1610612738,50,44,2020-09-24T02:02:33Z,3230000,,,0,,J. Tatum offensive foul TURNOVER (4 TOV),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,1162.0,4.0,,,,,,,
327,PT11M25.00S,2020-09-24T02:03:00.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201609,71.82982917214193,82.17677696078431,1610612748,50,44,2020-09-24T02:03:04Z,3240000,161.0,212.0,1,right,MISS G. Dragic 27' 3PT,[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,27.08,Missed,,,,,,,,,,,,,,,,,,,
328,PT11M24.00S,2020-09-24T02:03:01.7Z,3,REGULAR,rebound,defensive,[],202689,,,1610612738,50,44,2020-09-24T02:03:07Z,3250000,,,0,,K. Walker REBOUND (Off:0 Def:1),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,327.0,,,,1.0,1.0,0.0,,,,,,,,,
329,PT11M16.00S,2020-09-24T02:03:09.4Z,3,REGULAR,2pt,Jump Shot,[],202689,20.18725361366623,27.029718137254903,1610612738,50,44,2020-09-24T02:03:12Z,3260000,115.0,137.0,1,left,MISS K. Walker 18' pullup Shot,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,18.33,Missed,,,,,,,,,,,,,,,,,,,
330,PT11M15.00S,2020-09-24T02:03:10.4Z,3,REGULAR,rebound,defensive,[],203109,,,1610612748,50,44,2020-09-24T02:03:15Z,3270000,,,0,,J. Crowder REBOUND (Off:0 Def:2),[203109],1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,,,,,,329.0,,,,2.0,2.0,0.0,,,,,,,,,
331,PT11M01.00S,2020-09-24T02:03:23.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202710,92.59198423127464,53.990502450980394,1610612748,52,44,2020-09-24T02:03:27Z,3280000,20.0,17.0,1,right,J. Butler driving finger roll Layup (13 PTS),[202710],1610612748.0,MIA,driving finger roll,,,Butler,J. Butler,,,,,3.02,Made,13.0,,,,,,,,,,,,,,,,,,
332,PT10M43.00S,2020-09-24T02:03:41.7Z,3,REGULAR,3pt,Jump Shot,[],203935,31.61957950065703,34.627757352941174,1610612738,52,44,2020-09-24T02:03:45Z,3290000,77.0,245.0,1,left,MISS M. Smart 26' pullup 3PT,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,26.18,Missed,,,,,,,,,,,,,,,,,,,
333,PT10M42.00S,2020-09-24T02:03:42.7Z,3,REGULAR,rebound,defensive,[],202710,,,1610612748,52,44,2020-09-24T02:03:48Z,3300000,,,0,,J. Butler REBOUND (Off:2 Def:4),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,332.0,,,,6.0,4.0,2.0,,,,,,,,,
334,PT10M20.00S,2020-09-24T02:04:05.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201609,85.89027595269383,43.20618872549019,1610612748,52,44,2020-09-24T02:04:21Z,3310000,-34.0,80.0,1,right,MISS G. Dragic 9' driving floating Shot,[201609],1610612748.0,MIA,driving floating,,,Dragic,G. Dragic,,,,,9.21,Missed,,,,,,,,,,,,,,,,,,,
335,PT10M19.00S,2020-09-24T02:04:06.1Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,52,44,2020-09-24T02:04:12Z,3320000,,,0,,M. Smart REBOUND (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,334.0,,,,2.0,2.0,0.0,,,,,,,,,
336,PT10M01.00S,2020-09-24T02:04:24.4Z,3,REGULAR,2pt,Jump Shot,[],1628369,11.514454664914586,33.892463235294116,1610612738,52,44,2020-09-24T02:04:33Z,3330000,81.0,56.0,1,left,MISS J. Tatum 10' floating Shot,[1628369],1610612738.0,BOS,floating,,,Tatum,J. Tatum,,,,,10.11,Missed,,,,,,,,,,,,,,,,,,,
337,PT10M00.00S,2020-09-24T02:04:25.4Z,3,REGULAR,rebound,offensive,[],1628464,,,1610612738,52,44,2020-09-24T02:04:34Z,3340000,,,0,,D. Theis REBOUND (Off:3 Def:3),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,336.0,,,,6.0,3.0,3.0,,,,,,,,,
338,PT10M00.00S,2020-09-24T02:04:27.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628464,7.046649145860711,53.990502450980394,1610612738,52,46,2020-09-24T02:04:37Z,3350000,-20.0,14.0,1,left,D. Theis putback Layup (4 PTS),[1628464],1610612738.0,BOS,putback,,,Theis,D. Theis,,,,,2.77,Made,4.0,,,,,,,,,,,,,,,,,,
339,PT09M49.00S,2020-09-24T02:04:38.9Z,3,REGULAR,foul,personal,[],1628464,,,1610612748,52,46,2020-09-24T02:04:43Z,3360000,,,0,,D. Theis personal FOUL (1 PF),"[1628464, 1628389]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,1162.0,,1.0,0.0,Adebayo,1628389.0,,,
341,PT09M47.00S,2020-09-24T02:04:58.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629130,92.59198423127464,60.11795343137255,1610612748,52,46,2020-09-24T02:05:02Z,3380000,51.0,17.0,1,right,MISS D. Robinson Layup Blocked,"[1629130, 1627759]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,5.54,Missed,,Brown,1627759.0,,,,,,,,,,,,,,,,
342,PT09M47.00S,2020-09-24T02:04:58.6Z,3,REGULAR,block,,[],1627759,,,1610612748,52,46,2020-09-24T02:05:00Z,3390000,,,0,,J. Brown BLOCK (1 BLK),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT09M46.00S,2020-09-24T02:04:59.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612748,52,46,2020-09-24T02:05:02Z,3400000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,341.0,,,,,,,,,,,,,,,
