actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
272,PT03M27.00S,2019-12-13T02:03:40.2Z,2,REGULAR,substitution,out,[],1628464,,,1610612755,50,44,2019-12-13T02:03:45Z,2700000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT03M27.00S,2019-12-13T02:03:40.2Z,2,REGULAR,substitution,out,[],1628400,,,1610612755,50,44,2019-12-13T02:03:45Z,2710000,,,0,,substitution out Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT03M27.00S,2019-12-13T02:03:40.2Z,2,REGULAR,substitution,in,[],202683,,,1610612755,50,44,2019-12-13T02:03:45Z,2720000,,,0,,substitution in Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT03M27.00S,2019-12-13T02:03:40.2Z,2,REGULAR,substitution,in,[],202330,,,1610612755,50,44,2019-12-13T02:03:45Z,2730000,,,0,,substitution in Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT03M27.00S,2019-12-13T02:03:59.1Z,2,REGULAR,freethrow,2of2,[],203954,,,1610612755,50,45,2019-12-13T02:03:59Z,2740000,,,0,,J. Embiid freethrow 2of2 (10 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,
277,PT03M11.00S,2019-12-13T02:04:18.5Z,2,REGULAR,3pt,jumpshot,[],1628369,31.488173455978973,64.77481617647058,1610612738,53,45,2019-12-13T02:04:23Z,2750000,-74.0,243.0,1,left,J. Tatum 26' 3PT  (9 PTS),[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,,,25.97,Made,,,,,9.0,,,,,,,,,,,,
278,PT02M55.00S,2019-12-13T02:04:33.3Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1627788,93.64323258869908,50.06893382352941,1610612755,53,47,2019-12-13T02:04:37Z,2760000,0.0,7.0,1,right,F. Korkmaz layup (4 PTS) (B. Simmons 5 AST),"[1627788, 1627732]",1610612755.0,PHI,drivingfingerroll,,,Korkmaz,F. Korkmaz,,,,,,,1.28,Made,,,,,4.0,B. Simmons,1627732.0,5.0,,,,,,,,,
280,PT02M36.00S,2019-12-13T02:04:55.3Z,2,REGULAR,2pt,jumpshot,[],202689,12.828515111695138,30.46109068627451,1610612738,55,47,2019-12-13T02:04:58Z,2780000,98.0,68.0,1,left,K. Walker 12' jumpshot (19 PTS),[202689],1610612738.0,BOS,drivingfloating,,,Walker,K. Walker,,,,,,,12.23,Made,,,,,19.0,,,,,,,,,,,,
281,PT02M36.00S,2019-12-13T02:04:57.5Z,2,REGULAR,foul,personal,['1freethrow'],1627732,,,1610612738,55,47,2019-12-13T02:08:20Z,2790000,,,0,,B. Simmons FOUL personal (3 PF) (Walker 1freethrow),"[1627732, 202689]",1610612755.0,PHI,shooting,,,Simmons,B. Simmons,,,,,202041.0,,,,,,,,,,,,3.0,0.0,Walker,202689.0,,,,,
283,PT02M36.00S,2019-12-13T02:05:11.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,55,47,2019-12-13T02:05:15Z,2810000,,,0,,timeout full,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT02M36.00S,2019-12-13T02:07:21.6Z,2,REGULAR,substitution,out,[],203516,,,1610612738,55,47,2019-12-13T02:08:18Z,2820000,,,0,,substitution out Ennis III,[203516],1610612755.0,PHI,,,,Ennis III,J. Ennis III,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT02M36.00S,2019-12-13T02:07:21.6Z,2,REGULAR,substitution,out,[],1627732,,,1610612738,55,47,2019-12-13T02:08:18Z,2830000,,,0,,substitution out Simmons,[1627732],1610612755.0,PHI,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT02M36.00S,2019-12-13T02:07:21.6Z,2,REGULAR,substitution,out,[],1627788,,,1610612738,55,47,2019-12-13T02:08:18Z,2840000,,,0,,substitution out Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT02M36.00S,2019-12-13T02:07:21.6Z,2,REGULAR,substitution,in,[],1629680,,,1610612738,55,47,2019-12-13T02:08:18Z,2850000,,,0,,substitution in Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT02M36.00S,2019-12-13T02:07:21.6Z,2,REGULAR,substitution,in,[],203118,,,1610612738,55,47,2019-12-13T02:08:18Z,2860000,,,0,,substitution in Scott,[203118],1610612755.0,PHI,,,,Scott,M. Scott,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT02M36.00S,2019-12-13T02:07:21.6Z,2,REGULAR,substitution,in,[],203526,,,1610612738,55,47,2019-12-13T02:08:18Z,2870000,,,0,,substitution in Neto,[203526],1610612755.0,PHI,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT02M36.00S,2019-12-13T02:08:38.6Z,2,REGULAR,freethrow,1of1,[],202689,,,1610612738,55,47,2019-12-13T02:08:44Z,2880000,,,0,,MISS K. Walker freethrow 1of1,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,Missed,,,,,,,,,,,,,,,,,
291,PT02M36.00S,2019-12-13T02:08:38.6Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,55,47,2019-12-13T02:08:44Z,2890000,,,0,,T. Harris REBOUND (Off:1 Def:2),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,290.0,3.0,2.0,1.0,,,,,,,,,,,,,
292,PT02M23.00S,2019-12-13T02:08:50.5Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],202699,84.57621550591328,39.77481617647059,1610612755,55,47,2019-12-13T02:09:00Z,2900000,-51.0,92.0,1,right,MISS T. Harris 11' jumpshot,[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,,,11.05,Missed,,,,,,,,,,,,,,,,,
293,PT02M20.00S,2019-12-13T02:08:53.5Z,2,REGULAR,rebound,defensive,[],202683,,,1610612738,55,47,2019-12-13T02:09:00Z,2910000,,,0,,E. Kanter REBOUND (Off:1 Def:2),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,292.0,3.0,2.0,1.0,,,,,,,,,,,,,
294,PT02M00.00S,2019-12-13T02:09:13.6Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628369,17.821944809461236,47.61795343137255,1610612738,55,47,2019-12-13T02:09:20Z,2920000,12.0,115.0,1,left,MISS J. Tatum 12' jumpshot,[1628369],1610612738.0,BOS,drivingfloating,,,Tatum,J. Tatum,,,,,,,12.11,Missed,,,,,,,,,,,,,,,,,
295,PT01M59.00S,2019-12-13T02:09:14.6Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,55,47,2019-12-13T02:09:20Z,2930000,,,0,,T. Harris REBOUND (Off:1 Def:3),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,294.0,4.0,3.0,1.0,,,,,,,,,,,,,
316,PT01M46.00S,2019-12-13T02:09:33.1Z,2,REGULAR,2pt,jumpshot,[],203954,81.02825229960578,79.97089460784314,1610612755,55,47,2019-12-13T02:15:11Z,2945000,150.0,126.0,1,right,MISS J. Embiid 20' jumpshot Blocked,"[203954, 202683]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,19.93,Missed,,,,,,,,,,,,,,,Kanter,202683.0,
317,PT01M46.00S,2019-12-13T02:09:33.1Z,2,REGULAR,block,,[],202683,,,1610612755,55,47,2019-12-13T02:15:11Z,2952500,,,0,,E. Kanter BLOCK (1 BLK),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT01M46.00S,2019-12-13T02:09:33.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612755,55,47,2019-12-13T02:15:11Z,2956250,,,0,,Team offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,316.0,,,,,,,,,,,,,,,,
298,PT01M46.00S,2019-12-13T02:09:52.7Z,2,REGULAR,timeout,challenge,['team'],0,,,1610612755,55,47,2019-12-13T02:13:20Z,2960000,,,0,,timeout challenge,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT01M46.00S,2019-12-13T02:10:38.2Z,2,REGULAR,instantreplay,challenge,[],0,,,1610612755,55,47,2019-12-13T02:13:12Z,2980000,,,0,,,[],1610612738.0,BOS,overturned,,,,,,,,,2534.0,,,,,,,,,,,,,,,,,,,,No Foul on E. Kanter
301,PT01M43.00S,2019-12-13T02:13:38.6Z,2,REGULAR,jumpball,recovered,[],203118,,,1610612755,55,47,2019-12-13T02:13:38Z,2990000,,,0,,Jump Ball J. Embiid vs. E. Kanter: Tip to M. Scott,"[203118, 203954, 202683]",1610612755.0,PHI,challenge,M. Scott,203118.0,Scott,M. Scott,Embiid,203954.0,Kanter,202683.0,,,,,,,,,,,,,,,,,,,,,
304,PT01M34.00S,2019-12-13T02:13:48.1Z,2,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",203954,94.1688567674113,52.76501225490197,1610612755,55,49,2019-12-13T02:15:11Z,3020000,14.0,2.0,1,right,J. Embiid layup (12 PTS) (T. Harris 2 AST),"[203954, 202699]",1610612755.0,PHI,reverse,,,Embiid,J. Embiid,,,,,,,1.59,Made,,,,,12.0,T. Harris,202699.0,2.0,,,,,,,,,
306,PT01M16.00S,2019-12-13T02:14:06.8Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],202330,20.05584756898817,52.51991421568627,1610612738,55,49,2019-12-13T02:14:26Z,3040000,-13.0,136.0,1,left,MISS G. Hayward 14' jumpshot Blocked,"[202330, 202699]",1610612738.0,BOS,pullup,,,Hayward,G. Hayward,,,,,,,14.21,Missed,,,,,,,,,,,,,,,Harris,202699.0,
307,PT01M16.00S,2019-12-13T02:14:06.8Z,2,REGULAR,block,,[],202699,,,1610612738,55,49,2019-12-13T02:14:11Z,3050000,,,0,,T. Harris BLOCK (1 BLK),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT01M15.00S,2019-12-13T02:14:07.8Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,55,49,2019-12-13T02:14:26Z,3060000,,,0,,T. Harris REBOUND (Off:1 Def:4),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,306.0,5.0,4.0,1.0,,,,,,,,,,,,,
309,PT01M05.00S,2019-12-13T02:14:15.8Z,2,REGULAR,2pt,hook,"['fastbreak', 'pointsinthepaint']",203954,88.51839684625493,46.14736519607843,1610612755,55,51,2019-12-13T02:16:32Z,3070000,-19.0,55.0,1,right,J. Embiid 6' hook (14 PTS) (T. Harris 3 AST),"[203954, 202699]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,6.39,Made,,,,,14.0,T. Harris,202699.0,3.0,,,,,,,,,
311,PT00M49.90S,2019-12-13T02:14:34.0Z,2,REGULAR,2pt,jumpshot,[],202683,13.222733245729303,33.40226715686275,1610612738,57,51,2019-12-13T02:17:08Z,3090000,83.0,72.0,1,left,E. Kanter 11' jumpshot (8 PTS) (K. Walker 3 AST),"[202683, 202689]",1610612738.0,BOS,floating,,,Kanter,E. Kanter,,,,,,,11.34,Made,,,,,8.0,K. Walker,202689.0,3.0,,,,,,,,,
313,PT00M37.50S,2019-12-13T02:14:50.7Z,2,REGULAR,3pt,jumpshot,[],1629680,70.90998685939553,76.29442401960785,1610612755,57,54,2019-12-13T02:14:56Z,3110000,131.0,221.0,1,right,M. Thybulle 26' 3PT  (6 PTS) (T. Harris 4 AST),"[1629680, 202699]",1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,26.18,Made,,,,,6.0,T. Harris,202699.0,4.0,,,,,,,,,
315,PT00M30.50S,2019-12-13T02:15:04.5Z,2,REGULAR,foul,personal,"['inpenalty', '3freethrow']",203118,,,1610612738,57,54,2019-12-13T02:15:16Z,3130000,,,0,,M. Scott FOUL personal (1 PF) (Walker inpenalty),"[203118, 202689]",1610612755.0,PHI,shooting,,,Scott,M. Scott,,,,,202041.0,,,,,,,,,,,,1.0,0.0,Walker,202689.0,,,,,
320,PT00M30.50S,2019-12-13T02:15:34.2Z,2,REGULAR,freethrow,1of3,[],202689,,,1610612738,58,54,2019-12-13T02:15:34Z,3150000,,,0,,K. Walker freethrow 1of3 (20 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,Made,,,,,20.0,,,,,,,,,,,,
321,PT00M30.50S,2019-12-13T02:15:50.0Z,2,REGULAR,freethrow,2of3,[],202689,,,1610612738,58,54,2019-12-13T02:15:50Z,3160000,,,0,,MISS K. Walker freethrow 2of3,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,Missed,,,,,,,,,,,,,,,,,
322,PT00M30.50S,2019-12-13T02:15:50.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,58,54,2019-12-13T02:15:50Z,3170000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,321.0,,,,,,,,,,,,,,,,
323,PT00M30.50S,2019-12-13T02:15:50.8Z,2,REGULAR,substitution,out,[],1628369,,,1610612738,58,54,2019-12-13T02:15:56Z,3180000,,,0,,substitution out Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT00M30.50S,2019-12-13T02:15:50.8Z,2,REGULAR,substitution,in,[],1628400,,,1610612738,58,54,2019-12-13T02:15:56Z,3190000,,,0,,substitution in Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT00M30.50S,2019-12-13T02:16:13.2Z,2,REGULAR,freethrow,3of3,[],202689,,,1610612738,59,54,2019-12-13T02:16:13Z,3200000,,,0,,K. Walker freethrow 3of3 (21 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,Made,,,,,21.0,,,,,,,,,,,,
326,PT00M16.30S,2019-12-13T02:16:30.4Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],202699,86.5473061760841,49.82383578431372,1610612755,59,54,2019-12-13T02:16:42Z,3210000,-1.0,74.0,1,right,MISS T. Harris 8' jumpshot,[202699],1610612755.0,PHI,drivingfloating,,,Harris,T. Harris,,,,,,,7.95,Missed,,,,,,,,,,,,,,,,,
327,PT00M15.90S,2019-12-13T02:16:30.8Z,2,REGULAR,rebound,offensive,[],202699,,,1610612755,59,54,2019-12-13T02:16:42Z,3220000,,,0,,T. Harris REBOUND (Off:2 Def:4),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,326.0,6.0,4.0,2.0,,,,,,,,,,,,,
328,PT00M14.90S,2019-12-13T02:16:35.6Z,2,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",202699,90.48948751642575,45.41207107843137,1610612755,59,54,2019-12-13T02:18:55Z,3230000,-23.0,37.0,1,right,MISS T. Harris layup,[202699],1610612755.0,PHI,tip,,,Harris,T. Harris,,,,,,,4.82,Missed,,,,,,,,,,,,,,,,,
329,PT00M13.10S,2019-12-13T02:16:37.4Z,2,REGULAR,rebound,offensive,[],203954,,,1610612755,59,54,2019-12-13T02:16:52Z,3240000,,,0,,J. Embiid REBOUND (Off:1 Def:3),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,328.0,4.0,3.0,1.0,,,,,,,,,,,,,
330,PT00M12.90S,2019-12-13T02:16:38.5Z,2,REGULAR,2pt,dunk,"['pointsinthepaint', '2ndchance']",203954,92.64126149802891,50.340839460784316,1610612755,59,56,2019-12-13T02:19:07Z,3250000,2.0,17.0,1,right,J. Embiid dunk (16 PTS),[203954],1610612755.0,PHI,putback,,,Embiid,J. Embiid,,,,,,,2.23,Made,,,,,16.0,,,,,,,,,,,,
333,PT00M00.00S,2019-12-13T02:17:07.5Z,2,REGULAR,instantreplay,request,[],0,,,1610612738,59,56,2019-12-13T02:17:35Z,3280000,,,0,,,[],,,overturned,,,,,,,,,2534.0,,,,,,,,,,,,,,,,,,,,End Period - No Basket
334,PT00M00.00S,2019-12-13T02:17:09.7Z,2,REGULAR,period,end,[],0,,,1610612738,59,56,2019-12-13T02:17:35Z,3290000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2019-12-13T02:32:14.9Z,3,REGULAR,substitution,out,['startperiod'],202683,,,1610612738,59,56,2019-12-13T02:33:12Z,3300000,,,0,,substitution out Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2019-12-13T02:32:14.9Z,3,REGULAR,substitution,out,['startperiod'],1628400,,,1610612738,59,56,2019-12-13T02:33:12Z,3310000,,,0,,substitution out Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2019-12-13T02:32:14.9Z,3,REGULAR,substitution,out,['startperiod'],203526,,,1610612738,59,56,2019-12-13T02:33:12Z,3320000,,,0,,substitution out Neto,[203526],1610612755.0,PHI,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2019-12-13T02:32:14.9Z,3,REGULAR,substitution,out,['startperiod'],1629680,,,1610612738,59,56,2019-12-13T02:33:12Z,3330000,,,0,,substitution out Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2019-12-13T02:32:14.9Z,3,REGULAR,substitution,in,['startperiod'],1628464,,,1610612738,59,56,2019-12-13T02:33:12Z,3340000,,,0,,substitution in Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2019-12-13T02:32:14.9Z,3,REGULAR,substitution,in,['startperiod'],1628369,,,1610612738,59,56,2019-12-13T02:33:12Z,3350000,,,0,,substitution in Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2019-12-13T02:32:14.9Z,3,REGULAR,substitution,in,['startperiod'],1627732,,,1610612738,59,56,2019-12-13T02:33:12Z,3360000,,,0,,substitution in Simmons,[1627732],1610612755.0,PHI,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2019-12-13T02:32:14.9Z,3,REGULAR,substitution,in,['startperiod'],1626196,,,1610612738,59,56,2019-12-13T02:33:12Z,3370000,,,0,,substitution in Richardson,[1626196],1610612755.0,PHI,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2019-12-13T02:33:35.0Z,3,REGULAR,period,start,[],0,,,1610612738,59,56,2019-12-13T02:33:35Z,3380000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT11M39.00S,2019-12-13T02:33:54.6Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1628464,88.5676741130092,46.41927083333333,1610612738,59,56,2019-12-13T02:34:02Z,3390000,-18.0,55.0,1,right,MISS D. Theis 6' layup,[1628464],1610612738.0,BOS,cutting,,,Theis,D. Theis,,,,,,,6.31,Missed,,,,,,,,,,,,,,,,,
345,PT11M38.00S,2019-12-13T02:33:55.6Z,3,REGULAR,rebound,offensive,[],1628464,,,1610612738,59,56,2019-12-13T02:34:13Z,3400000,,,0,,D. Theis REBOUND (Off:3 Def:0),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,344.0,3.0,0.0,3.0,,,,,,,,,,,,,
346,PT11M38.00S,2019-12-13T02:34:01.4Z,3,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1628464,89.56964520367937,44.676776960784316,1610612738,59,56,2019-12-13T02:34:21Z,3410000,-27.0,46.0,1,right,MISS D. Theis 6' layup,[1628464],1610612738.0,BOS,tip,,,Theis,D. Theis,,,,,,,5.75,Missed,,,,,,,,,,,,,,,,,
347,PT11M36.00S,2019-12-13T02:34:03.4Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,59,56,2019-12-13T02:34:21Z,3420000,,,0,,J. Embiid REBOUND (Off:1 Def:4),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,346.0,5.0,4.0,1.0,,,,,,,,,,,,,
349,PT11M15.00S,2019-12-13T02:34:18.3Z,3,REGULAR,3pt,jumpshot,[],1626196,26.363337713534822,12.323835784313726,1610612755,59,59,2019-12-13T02:34:29Z,3440000,188.0,195.0,1,left,J. Richardson 28' 3PT  (7 PTS),[1626196],1610612755.0,PHI,stepback,,,Richardson,J. Richardson,,,,,,,27.53,Made,,,,,7.0,,,,,,,,,,,,
350,PT10M52.00S,2019-12-13T02:34:41.8Z,3,REGULAR,3pt,jumpshot,[],202689,68.01905387647832,70.16697303921569,1610612738,59,59,2019-12-13T02:34:48Z,3450000,101.0,248.0,1,right,MISS K. Walker 27' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,27.29,Missed,,,,,,,,,,,,,,,,,
351,PT10M49.00S,2019-12-13T02:34:44.8Z,3,REGULAR,rebound,offensive,[],1627759,,,1610612738,59,59,2019-12-13T02:34:48Z,3460000,,,0,,J. Brown REBOUND (Off:1 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,350.0,4.0,3.0,1.0,,,,,,,,,,,,,
352,PT10M46.00S,2019-12-13T02:34:47.8Z,3,REGULAR,3pt,jumpshot,['2ndchance'],202330,74.32654402102497,13.794424019607842,1610612738,62,59,2019-12-13T02:34:52Z,3470000,-181.0,189.0,1,right,G. Hayward 27' 3PT  (9 PTS) (K. Walker 4 AST),"[202330, 202689]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,26.55,Made,,,,,9.0,K. Walker,202689.0,4.0,,,,,,,,,
354,PT10M21.00S,2019-12-13T02:35:13.2Z,3,REGULAR,2pt,layup,['pointsinthepaint'],203954,6.701708278580814,44.458486519607845,1610612755,62,61,2019-12-13T02:35:19Z,3490000,28.0,10.0,1,left,J. Embiid layup (18 PTS),[203954],1610612755.0,PHI,drivingreverse,,,Embiid,J. Embiid,,,,,,,3.2,Made,,,,,18.0,,,,,,,,,,,,
355,PT10M06.00S,2019-12-13T02:35:28.0Z,3,REGULAR,3pt,jumpshot,[],202330,67.7562417871222,29.480698529411764,1610612738,65,61,2019-12-13T02:35:32Z,3500000,-103.0,251.0,1,right,G. Hayward 28' 3PT  (12 PTS),[202330],1610612738.0,BOS,pullup,,,Hayward,G. Hayward,,,,,,,27.59,Made,,,,,12.0,,,,,,,,,,,,
356,PT09M46.00S,2019-12-13T02:35:47.5Z,3,REGULAR,2pt,layup,['pointsinthepaint'],203954,5.995400788436268,53.990502450980394,1610612755,65,61,2019-12-13T02:35:56Z,3510000,-20.0,4.0,1,left,MISS J. Embiid layup Blocked,"[203954, 202330]",1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,,,2.21,Missed,,,,,,,,,,,,,,,Hayward,202330.0,
357,PT09M46.00S,2019-12-13T02:35:47.5Z,3,REGULAR,block,,[],202330,,,1610612755,65,61,2019-12-13T02:35:52Z,3520000,,,0,,G. Hayward BLOCK (1 BLK),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT09M45.00S,2019-12-13T02:35:48.5Z,3,REGULAR,rebound,defensive,[],202330,,,1610612738,65,61,2019-12-13T02:35:56Z,3530000,,,0,,G. Hayward REBOUND (Off:1 Def:3),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,356.0,4.0,3.0,1.0,,,,,,,,,,,,,
359,PT09M39.00S,2019-12-13T02:35:54.6Z,3,REGULAR,3pt,jumpshot,['fastbreak'],1628369,94.1688567674113,3.2552083333333335,1610612738,65,61,2019-12-13T02:36:01Z,3540000,-234.0,2.0,1,right,MISS J. Tatum 23' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,23.38,Missed,,,,,,,,,,,,,,,,,
360,PT09M38.00S,2019-12-13T02:35:55.6Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,65,61,2019-12-13T02:36:01Z,3550000,,,0,,J. Embiid REBOUND (Off:1 Def:5),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,359.0,6.0,5.0,1.0,,,,,,,,,,,,,
361,PT09M27.00S,2019-12-13T02:36:06.9Z,3,REGULAR,2pt,layup,['pointsinthepaint'],202699,8.09789750328515,56.196384803921575,1610612755,65,63,2019-12-13T02:36:11Z,3560000,-31.0,24.0,1,left,T. Harris layup (9 PTS) (J. Embiid 4 AST),"[202699, 203954]",1610612755.0,PHI,cutting,,,Harris,T. Harris,,,,,,,4.25,Made,,,,,9.0,J. Embiid,203954.0,4.0,,,,,,,,,
363,PT09M08.00S,2019-12-13T02:36:25.6Z,3,REGULAR,3pt,jumpshot,[],1628464,67.09921156373193,45.65716911764706,1610612738,65,63,2019-12-13T02:36:31Z,3580000,-22.0,257.0,1,right,MISS D. Theis 26' 3PT,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,26.32,Missed,,,,,,,,,,,,,,,,,
364,PT09M06.00S,2019-12-13T02:36:27.6Z,3,REGULAR,rebound,defensive,[],203118,,,1610612755,65,63,2019-12-13T02:36:31Z,3590000,,,0,,M. Scott REBOUND (Off:0 Def:2),[203118],1610612755.0,PHI,,,,Scott,M. Scott,,,,,,,,,363.0,2.0,2.0,0.0,,,,,,,,,,,,,
365,PT08M58.00S,2019-12-13T02:36:37.8Z,3,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612755,65,63,2019-12-13T02:36:55Z,3600000,,,0,,J. Tatum FOUL personal (3 PF) (Harris 2freethrow),"[1628369, 202699]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,2534.0,,,,,,,,,,,,3.0,0.0,Harris,202699.0,,,,,
367,PT08M58.00S,2019-12-13T02:36:59.3Z,3,REGULAR,foul,technical,['1freethrow'],1628369,,,1610612755,65,63,2019-12-13T02:37:04Z,3620000,,,0,,J. Tatum FOUL technical (1 Tech),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,2534.0,,,,,,,,,,,,3.0,1.0,,,,,,,
