actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
550,PT08M13.00S,2019-12-13T03:08:15.5Z,4,REGULAR,foul,offensive,[],203526,,,1610612755,86,88,2019-12-13T03:09:48Z,5450000,,,0,,R. Neto FOUL offensive (2 PF),"[203526, 202689]",1610612755.0,PHI,,,,Neto,R. Neto,,,,,1627961.0,,,,,,,,,,,,2.0,0.0,Walker,202689.0,,,,,
552,PT08M13.00S,2019-12-13T03:08:15.5Z,4,REGULAR,turnover,offensivefoul,[],203526,,,1610612755,86,88,2019-12-13T03:08:15Z,5470000,,,0,,R. Neto TURNOVER offensivefoul (1 TOV),[203526],1610612755.0,PHI,,,,Neto,R. Neto,,,,,1627961.0,1.0,,,,,,,,,,,,,,,,,,,
553,PT07M58.00S,2019-12-13T03:08:45.7Z,4,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fromturnover']",202330,82.9993429697766,52.27481617647059,1610612738,86,88,2019-12-13T03:10:13Z,5480000,11.0,107.0,1,right,MISS G. Hayward 11' jumpshot,[202330],1610612738.0,BOS,pullup,,,Hayward,G. Hayward,,,,,,,11.34,Missed,,,,,,,,,,,,,,,,,
554,PT07M57.00S,2019-12-13T03:08:46.7Z,4,REGULAR,rebound,defensive,[],1626196,,,1610612755,86,88,2019-12-13T03:08:54Z,5490000,,,0,,J. Richardson REBOUND (Off:0 Def:2),[1626196],1610612755.0,PHI,,,,Richardson,J. Richardson,,,,,,,,,553.0,2.0,2.0,0.0,,,,,,,,,,,,,
555,PT07M47.00S,2019-12-13T03:08:56.7Z,4,REGULAR,turnover,badpass,[],1626196,,,1610612755,86,88,2019-12-13T03:09:02Z,5500000,,,0,,J. Richardson TURNOVER badpass (1 TOV) Stolen,"[1626196, 1627759]",1610612755.0,PHI,,,,Richardson,J. Richardson,,,,,,1.0,,,,,,,,,,,,,,,Brown,1627759.0,,,
556,PT07M47.00S,2019-12-13T03:08:56.7Z,4,REGULAR,steal,,[],1627759,,,1610612738,86,88,2019-12-13T03:08:58Z,5510000,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT07M46.00S,2019-12-13T03:09:00.3Z,4,REGULAR,foul,personal,['2freethrow'],1626196,,,1610612738,86,88,2019-12-13T03:09:07Z,5520000,,,0,,J. Richardson FOUL personal (1 PF) (Brown 2freethrow),"[1626196, 1627759]",1610612755.0,PHI,shooting,,,Richardson,J. Richardson,,,,,202041.0,,,,,,,,,,,,1.0,0.0,Brown,1627759.0,,,,,
559,PT07M46.00S,2019-12-13T03:09:35.1Z,4,REGULAR,freethrow,1of2,"['fromturnover', 'fastbreak']",1627759,,,1610612738,87,88,2019-12-13T03:09:35Z,5540000,,,0,,J. Brown freethrow 1of2 (7 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,
560,PT07M46.00S,2019-12-13T03:09:36.1Z,4,REGULAR,substitution,out,[],202683,,,1610612738,87,88,2019-12-13T03:09:53Z,5550000,,,0,,substitution out Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT07M46.00S,2019-12-13T03:09:36.1Z,4,REGULAR,substitution,out,[],1626196,,,1610612738,87,88,2019-12-13T03:09:53Z,5560000,,,0,,substitution out Richardson,[1626196],1610612755.0,PHI,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT07M46.00S,2019-12-13T03:09:36.1Z,4,REGULAR,substitution,out,[],203118,,,1610612738,87,88,2019-12-13T03:09:53Z,5570000,,,0,,substitution out Scott,[203118],1610612755.0,PHI,,,,Scott,M. Scott,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT07M46.00S,2019-12-13T03:09:36.1Z,4,REGULAR,substitution,out,[],203526,,,1610612738,87,88,2019-12-13T03:09:53Z,5580000,,,0,,substitution out Neto,[203526],1610612755.0,PHI,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT07M46.00S,2019-12-13T03:09:36.1Z,4,REGULAR,substitution,out,[],203954,,,1610612738,87,88,2019-12-13T03:09:53Z,5590000,,,0,,substitution out Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT07M46.00S,2019-12-13T03:09:36.1Z,4,REGULAR,substitution,in,[],1628464,,,1610612738,87,88,2019-12-13T03:09:53Z,5600000,,,0,,substitution in Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT07M46.00S,2019-12-13T03:09:36.1Z,4,REGULAR,substitution,in,[],202699,,,1610612738,87,88,2019-12-13T03:09:53Z,5610000,,,0,,substitution in Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT07M46.00S,2019-12-13T03:09:36.1Z,4,REGULAR,substitution,in,[],1629680,,,1610612738,87,88,2019-12-13T03:09:53Z,5620000,,,0,,substitution in Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT07M46.00S,2019-12-13T03:09:36.1Z,4,REGULAR,substitution,in,[],1627732,,,1610612738,87,88,2019-12-13T03:09:53Z,5630000,,,0,,substitution in Simmons,[1627732],1610612755.0,PHI,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT07M46.00S,2019-12-13T03:09:36.1Z,4,REGULAR,substitution,in,[],203124,,,1610612738,87,88,2019-12-13T03:09:53Z,5640000,,,0,,substitution in O'Quinn,[203124],1610612755.0,PHI,,,,O'Quinn,K. O'Quinn,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT07M46.00S,2019-12-13T03:10:09.7Z,4,REGULAR,freethrow,2of2,"['fastbreak', 'fromturnover']",1627759,,,1610612738,88,88,2019-12-13T03:10:09Z,5650000,,,0,,J. Brown freethrow 2of2 (8 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,
571,PT07M24.00S,2019-12-13T03:10:36.1Z,4,REGULAR,2pt,hook,['pointsinthepaint'],202699,11.251642575558476,40.75520833333333,1610612755,88,90,2019-12-13T03:10:40Z,5660000,46.0,53.0,1,left,T. Harris 7' hook (19 PTS),[202699],1610612755.0,PHI,driving,,,Harris,T. Harris,,,,,,,7.48,Made,,,,,19.0,,,,,,,,,,,,
572,PT07M12.00S,2019-12-13T03:10:47.9Z,4,REGULAR,3pt,jumpshot,[],202689,67.36202365308804,50.55912990196079,1610612738,88,90,2019-12-13T03:10:58Z,5670000,3.0,254.0,1,right,MISS K. Walker 26' 3PT Blocked,"[202689, 1629680]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,25.98,Missed,,,,,,,,,,,,,,,Thybulle,1629680.0,
573,PT07M12.00S,2019-12-13T03:10:47.9Z,4,REGULAR,block,,[],1629680,,,1610612738,88,90,2019-12-13T03:10:52Z,5680000,,,0,,M. Thybulle BLOCK (1 BLK),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT07M10.00S,2019-12-13T03:10:49.9Z,4,REGULAR,rebound,defensive,[],203124,,,1610612755,88,90,2019-12-13T03:10:58Z,5690000,,,0,,K. O'Quinn REBOUND (Off:3 Def:1),[203124],1610612755.0,PHI,,,,O'Quinn,K. O'Quinn,,,,,,,,,572.0,4.0,1.0,3.0,,,,,,,,,,,,,
575,PT06M57.00S,2019-12-13T03:11:03.4Z,4,REGULAR,2pt,jumpshot,[],202699,5.863994743758213,21.88265931372549,1610612755,88,92,2019-12-13T03:11:10Z,5700000,141.0,3.0,1,left,T. Harris 14' jumpshot (21 PTS),[202699],1610612755.0,PHI,turnaroundfadeaway,,,Harris,T. Harris,,,,,,,14.08,Made,,,,,21.0,,,,,,,,,,,,
576,PT06M54.00S,2019-12-13T03:11:11.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,88,92,2019-12-13T03:11:11Z,5710000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT06M54.00S,2019-12-13T03:11:54.8Z,4,REGULAR,substitution,out,[],1628400,,,1610612738,88,92,2019-12-13T03:14:07Z,5720000,,,0,,substitution out Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT06M54.00S,2019-12-13T03:11:54.8Z,4,REGULAR,substitution,in,[],1628369,,,1610612738,88,92,2019-12-13T03:14:07Z,5730000,,,0,,substitution in Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT06M40.00S,2019-12-13T03:14:45.4Z,4,REGULAR,2pt,layup,['pointsinthepaint'],202330,91.06438896189225,62.591911764705884,1610612738,88,92,2019-12-13T03:14:58Z,5740000,63.0,31.0,1,right,MISS G. Hayward 7' layup Blocked,"[202330, 202699]",1610612738.0,BOS,driving,,,Hayward,G. Hayward,,,,,,,7.31,Missed,,,,,,,,,,,,,,,Harris,202699.0,
580,PT06M40.00S,2019-12-13T03:14:45.4Z,4,REGULAR,block,,[],202699,,,1610612738,88,92,2019-12-13T03:14:48Z,5750000,,,0,,T. Harris BLOCK (2 BLK),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT06M39.00S,2019-12-13T03:14:46.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,88,92,2019-12-13T03:14:58Z,5760000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,579.0,,,,,,,,,,,,,,,,
582,PT06M39.00S,2019-12-13T03:14:50.5Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612738,88,92,2019-12-13T03:14:50Z,5770000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT06M32.00S,2019-12-13T03:15:06.0Z,4,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1628464,92.9862023653088,53.74540441176471,1610612738,90,92,2019-12-13T03:15:09Z,5780000,19.0,13.0,1,right,D. Theis layup (14 PTS) (K. Walker 6 AST),"[1628464, 202689]",1610612738.0,BOS,cutting,,,Theis,D. Theis,,,,,,,2.66,Made,,,,,14.0,K. Walker,202689.0,6.0,,,,,,,,,
585,PT06M17.00S,2019-12-13T03:15:20.7Z,4,REGULAR,2pt,layup,['pointsinthepaint'],202699,6.701708278580814,51.54718137254902,1610612755,90,94,2019-12-13T03:15:55Z,5800000,-8.0,10.0,1,left,T. Harris layup (23 PTS) (K. O'Quinn 3 AST),"[202699, 203124]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,1.78,Made,,,,,23.0,K. O'Quinn,203124.0,3.0,,,,,,,,,
587,PT06M00.00S,2019-12-13T03:15:37.9Z,4,REGULAR,2pt,jumpshot,[],1628464,88.12417871222075,69.67677696078431,1610612738,92,94,2019-12-13T03:15:42Z,5820000,98.0,59.0,1,right,D. Theis 12' jumpshot (16 PTS) (J. Tatum 3 AST),"[1628464, 1628369]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,11.77,Made,,,,,16.0,J. Tatum,1628369.0,3.0,,,,,,,,,
589,PT05M36.00S,2019-12-13T03:16:08.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,92,94,2019-12-13T03:16:08Z,5840000,,,0,,timeout full,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT05M36.00S,2019-12-13T03:17:03.4Z,4,REGULAR,substitution,out,[],203124,,,1610612755,92,94,2019-12-13T03:19:25Z,5850000,,,0,,substitution out O'Quinn,[203124],1610612755.0,PHI,,,,O'Quinn,K. O'Quinn,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT05M36.00S,2019-12-13T03:17:03.4Z,4,REGULAR,substitution,in,[],203954,,,1610612755,92,94,2019-12-13T03:19:25Z,5860000,,,0,,substitution in Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT05M35.00S,2019-12-13T03:19:39.8Z,4,REGULAR,foul,personal,['2freethrow'],202689,,,1610612755,92,94,2019-12-13T03:19:47Z,5870000,,,0,,K. Walker FOUL personal (2 PF) (Simmons 2freethrow),"[202689, 1627732]",1610612738.0,BOS,shooting,,,Walker,K. Walker,,,,,2534.0,,,,,,,,,,,,2.0,0.0,Simmons,1627732.0,,,,,
594,PT05M35.00S,2019-12-13T03:20:01.8Z,4,REGULAR,freethrow,1of2,[],1627732,,,1610612755,92,94,2019-12-13T03:20:01Z,5890000,,,0,,MISS B. Simmons freethrow 1of2,[1627732],1610612755.0,PHI,,,,Simmons,B. Simmons,,,,,,,,Missed,,,,,,,,,,,,,,,,,
595,PT05M35.00S,2019-12-13T03:20:01.8Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,92,94,2019-12-13T03:20:01Z,5900000,,,0,,Team offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,594.0,,,,,,,,,,,,,,,,
596,PT05M35.00S,2019-12-13T03:20:24.3Z,4,REGULAR,freethrow,2of2,[],1627732,,,1610612755,92,95,2019-12-13T03:20:24Z,5910000,,,0,,B. Simmons freethrow 2of2 (5 PTS),[1627732],1610612755.0,PHI,,,,Simmons,B. Simmons,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,
597,PT05M17.00S,2019-12-13T03:20:43.4Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628369,81.94809461235218,47.372855392156865,1610612738,92,95,2019-12-13T03:20:51Z,5920000,-13.0,117.0,1,right,MISS J. Tatum 12' jumpshot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,,,12.34,Missed,,,,,,,,,,,,,,,,,
598,PT05M16.00S,2019-12-13T03:20:44.4Z,4,REGULAR,rebound,defensive,[],203954,,,1610612755,92,95,2019-12-13T03:20:51Z,5930000,,,0,,J. Embiid REBOUND (Off:1 Def:10),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,597.0,11.0,10.0,1.0,,,,,,,,,,,,,
599,PT04M57.00S,2019-12-13T03:21:06.1Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612755,92,95,2019-12-13T03:21:06Z,5940000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT04M53.00S,2019-12-13T03:21:23.0Z,4,REGULAR,3pt,jumpshot,[],203516,34.641918528252305,48.353247549019606,1610612755,92,95,2019-12-13T03:21:39Z,5950000,8.0,273.0,1,left,MISS J. Ennis III 28' 3PT,[203516],1610612755.0,PHI,,,,Ennis III,J. Ennis III,,,,,,,27.87,Missed,,,,,,,,,,,,,,,,,
601,PT04M51.00S,2019-12-13T03:21:25.0Z,4,REGULAR,rebound,offensive,[],203954,,,1610612755,92,95,2019-12-13T03:21:39Z,5960000,,,0,,J. Embiid REBOUND (Off:2 Def:10),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,600.0,12.0,10.0,2.0,,,,,,,,,,,,,
602,PT04M50.00S,2019-12-13T03:21:27.7Z,4,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",203954,6.783837056504599,49.333639705882355,1610612755,92,97,2019-12-13T03:21:49Z,5970000,3.0,11.0,1,left,J. Embiid layup (26 PTS),[203954],1610612755.0,PHI,putback,,,Embiid,J. Embiid,,,,,,,1.71,Made,,,,,26.0,,,,,,,,,,,,
603,PT04M22.00S,2019-12-13T03:21:54.1Z,4,REGULAR,3pt,jumpshot,[],202689,78.40013140604468,89.03952205882352,1610612738,92,97,2019-12-13T03:22:01Z,5980000,195.0,151.0,1,right,MISS K. Walker 25' 3PT,[202689],1610612738.0,BOS,stepback,,,Walker,K. Walker,,,,,,,24.99,Missed,,,,,,,,,,,,,,,,,
604,PT04M21.00S,2019-12-13T03:21:55.1Z,4,REGULAR,rebound,defensive,[],203954,,,1610612755,92,97,2019-12-13T03:22:01Z,5990000,,,0,,J. Embiid REBOUND (Off:2 Def:11),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,603.0,13.0,11.0,2.0,,,,,,,,,,,,,
605,PT04M06.00S,2019-12-13T03:22:10.3Z,4,REGULAR,3pt,jumpshot,[],203954,32.276609724047304,57.91207107843137,1610612755,92,100,2019-12-13T03:22:17Z,6000000,-40.0,251.0,1,left,J. Embiid 26' 3PT  (29 PTS) (T. Harris 7 AST),"[203954, 202699]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,25.94,Made,,,,,29.0,T. Harris,202699.0,7.0,,,,,,,,,
607,PT04M04.00S,2019-12-13T03:22:15.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,92,100,2019-12-13T03:22:15Z,6020000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT04M04.00S,2019-12-13T03:22:49.4Z,4,REGULAR,substitution,out,[],1628464,,,1610612738,92,100,2019-12-13T03:23:43Z,6030000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
609,PT04M04.00S,2019-12-13T03:22:49.4Z,4,REGULAR,substitution,out,[],203516,,,1610612738,92,100,2019-12-13T03:23:43Z,6040000,,,0,,substitution out Ennis III,[203516],1610612755.0,PHI,,,,Ennis III,J. Ennis III,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT04M04.00S,2019-12-13T03:22:49.4Z,4,REGULAR,substitution,in,[],202683,,,1610612738,92,100,2019-12-13T03:23:43Z,6050000,,,0,,substitution in Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT04M04.00S,2019-12-13T03:22:49.4Z,4,REGULAR,substitution,in,[],1626196,,,1610612738,92,100,2019-12-13T03:23:43Z,6060000,,,0,,substitution in Richardson,[1626196],1610612755.0,PHI,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT03M52.00S,2019-12-13T03:24:07.5Z,4,REGULAR,foul,personal,[],202699,,,1610612738,92,100,2019-12-13T03:24:17Z,6070000,,,0,,T. Harris FOUL personal (2 PF),"[202699, 202330]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,2534.0,,,,,,,,,,,,2.0,0.0,Hayward,202330.0,,,,,
614,PT03M45.00S,2019-12-13T03:24:32.3Z,4,REGULAR,3pt,jumpshot,[],1628369,90.3580814717477,3.7454044117647056,1610612738,95,100,2019-12-13T03:24:36Z,6090000,-231.0,38.0,1,right,J. Tatum 24' 3PT  (12 PTS) (G. Hayward 5 AST),"[1628369, 202330]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,23.54,Made,,,,,12.0,G. Hayward,202330.0,5.0,,,,,,,,,
616,PT03M31.00S,2019-12-13T03:24:48.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202683,,,1610612755,95,100,2019-12-13T03:24:55Z,6110000,,,0,,E. Kanter FOUL personal (4 PF) (Embiid inpenalty),"[202683, 203954]",1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,2534.0,,,,,,,,,,,,4.0,0.0,Embiid,203954.0,,,,,
618,PT03M31.00S,2019-12-13T03:25:15.9Z,4,REGULAR,freethrow,1of2,[],203954,,,1610612755,95,101,2019-12-13T03:25:15Z,6130000,,,0,,J. Embiid freethrow 1of2 (30 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,30.0,,,,,,,,,,,,
619,PT03M31.00S,2019-12-13T03:25:31.8Z,4,REGULAR,freethrow,2of2,[],203954,,,1610612755,95,102,2019-12-13T03:25:31Z,6140000,,,0,,J. Embiid freethrow 2of2 (31 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,31.0,,,,,,,,,,,,
620,PT03M17.00S,2019-12-13T03:25:48.1Z,4,REGULAR,2pt,layup,['pointsinthepaint'],202330,91.5407358738502,48.10814950980392,1610612738,97,102,2019-12-13T03:25:52Z,6150000,-9.0,27.0,1,right,G. Hayward layup (17 PTS) (K. Walker 7 AST),"[202330, 202689]",1610612738.0,BOS,cutting,,,Hayward,G. Hayward,,,,,,,3.39,Made,,,,,17.0,K. Walker,202689.0,7.0,,,,,,,,,
622,PT03M14.00S,2019-12-13T03:25:53.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612755,97,102,2019-12-13T03:25:53Z,6170000,,,0,,timeout full,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT02M52.00S,2019-12-13T03:27:44.7Z,4,REGULAR,2pt,jumpshot,[],203954,10.33180026281209,71.8826593137255,1610612755,97,104,2019-12-13T03:27:49Z,6180000,-109.0,45.0,1,left,J. Embiid 12' jumpshot (33 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,12.03,Made,,,,,33.0,,,,,,,,,,,,
624,PT02M33.00S,2019-12-13T03:28:03.2Z,4,REGULAR,2pt,jumpshot,[],1627759,78.0059132720105,46.14736519607843,1610612738,97,104,2019-12-13T03:28:09Z,6190000,-19.0,154.0,1,right,MISS J. Brown 16' jumpshot,[1627759],1610612738.0,BOS,turnaroundfadeaway,,,Brown,J. Brown,,,,,,,16.09,Missed,,,,,,,,,,,,,,,,,
625,PT02M31.00S,2019-12-13T03:28:05.2Z,4,REGULAR,rebound,defensive,[],1627732,,,1610612755,97,104,2019-12-13T03:28:09Z,6200000,,,0,,B. Simmons REBOUND (Off:0 Def:7),[1627732],1610612755.0,PHI,,,,Simmons,B. Simmons,,,,,,,,,624.0,7.0,7.0,0.0,,,,,,,,,,,,,
626,PT02M25.00S,2019-12-13T03:28:12.2Z,4,REGULAR,2pt,jumpshot,[],1626196,14.931011826544022,32.176776960784316,1610612755,97,106,2019-12-13T03:28:17Z,6210000,89.0,88.0,1,left,J. Richardson 13' jumpshot (12 PTS) (B. Simmons 6 AST),"[1626196, 1627732]",1610612755.0,PHI,fadeaway,,,Richardson,J. Richardson,,,,,,,12.91,Made,,,,,12.0,B. Simmons,1627732.0,6.0,,,,,,,,,
628,PT02M14.00S,2019-12-13T03:28:25.0Z,4,REGULAR,foul,personal,['3freethrow'],1629680,,,1610612738,97,106,2019-12-13T03:29:13Z,6230000,,,0,,M. Thybulle FOUL personal (2 PF) (Walker 3freethrow),"[1629680, 202689]",1610612755.0,PHI,shooting,,,Thybulle,M. Thybulle,,,,,202041.0,,,,,,,,,,,,2.0,0.0,Walker,202689.0,,,,,
630,PT02M14.00S,2019-12-13T03:28:52.1Z,4,REGULAR,instantreplay,request,[],0,,,1610612738,97,106,2019-12-13T03:29:03Z,6250000,,,0,,,[],,,overturned,,,,,,,,,202041.0,,,,,,,,,,,,,,,,,,,,Changed to 3 FTs
631,PT02M14.00S,2019-12-13T03:29:03.5Z,4,REGULAR,freethrow,1of3,[],202689,,,1610612738,98,106,2019-12-13T03:29:03Z,6260000,,,0,,K. Walker freethrow 1of3 (27 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,Made,,,,,27.0,,,,,,,,,,,,
632,PT02M14.00S,2019-12-13T03:29:24.4Z,4,REGULAR,freethrow,2of3,[],202689,,,1610612738,99,106,2019-12-13T03:29:24Z,6270000,,,0,,K. Walker freethrow 2of3 (28 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,Made,,,,,28.0,,,,,,,,,,,,
633,PT02M14.00S,2019-12-13T03:29:43.0Z,4,REGULAR,freethrow,3of3,[],202689,,,1610612738,100,106,2019-12-13T03:29:43Z,6280000,,,0,,K. Walker freethrow 3of3 (29 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,Made,,,,,29.0,,,,,,,,,,,,
634,PT02M02.00S,2019-12-13T03:29:57.7Z,4,REGULAR,2pt,jumpshot,[],1626196,20.844283837056505,59.872855392156865,1610612755,100,106,2019-12-13T03:30:18Z,6290000,-49.0,143.0,1,left,MISS J. Richardson 16' jumpshot,[1626196],1610612755.0,PHI,pullup,,,Richardson,J. Richardson,,,,,,,15.69,Missed,,,,,,,,,,,,,,,,,
635,PT02M00.00S,2019-12-13T03:29:59.7Z,4,REGULAR,rebound,defensive,[],202683,,,1610612738,100,106,2019-12-13T03:30:06Z,6300000,,,0,,E. Kanter REBOUND (Off:2 Def:5),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,634.0,7.0,5.0,2.0,,,,,,,,,,,,,
636,PT01M39.00S,2019-12-13T03:30:20.9Z,4,REGULAR,2pt,layup,['pointsinthepaint'],202689,94.56307490144546,50.55912990196079,1610612738,100,106,2019-12-13T03:30:29Z,6310000,3.0,-1.0,1,right,MISS K. Walker layup,[202689],1610612738.0,BOS,drivingfingerroll,,,Walker,K. Walker,,,,,,,0.5,Missed,,,,,,,,,,,,,,,,,
637,PT01M38.00S,2019-12-13T03:30:21.9Z,4,REGULAR,rebound,offensive,[],202683,,,1610612738,100,106,2019-12-13T03:30:29Z,6320000,,,0,,E. Kanter REBOUND (Off:3 Def:5),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,636.0,8.0,5.0,3.0,,,,,,,,,,,,,
638,PT01M38.00S,2019-12-13T03:30:25.1Z,4,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",202683,95.0,50.0,1610612738,102,106,2019-12-13T03:30:25Z,6330000,0.0,-6.0,1,right,E. Kanter layup (18 PTS),[202683],1610612738.0,BOS,tip,,,Kanter,E. Kanter,,,,,,,0.0,Made,,,,,18.0,,,,,,,,,,,,
639,PT01M19.00S,2019-12-13T03:30:44.0Z,4,REGULAR,3pt,jumpshot,[],1629680,30.17411300919842,74.82383578431373,1610612755,102,106,2019-12-13T03:30:51Z,6340000,-124.0,231.0,1,left,MISS M. Thybulle 27' 3PT,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,26.72,Missed,,,,,,,,,,,,,,,,,
640,PT01M18.00S,2019-12-13T03:30:45.0Z,4,REGULAR,rebound,defensive,[],202683,,,1610612738,102,106,2019-12-13T03:30:51Z,6350000,,,0,,E. Kanter REBOUND (Off:3 Def:6),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,639.0,9.0,6.0,3.0,,,,,,,,,,,,,
