actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
204,PT08M08.00S,2020-09-28T00:21:32.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],2738,5.601182654402102,52.76501225490197,1610612748,42,38,2020-09-28T00:21:38Z,1980000,-14.0,0.0,1,left,A. Iguodala DUNK (8 PTS) (T. Herro 4 AST),"[2738, 1629639]",1610612748.0,MIA,cutting,,,Iguodala,A. Iguodala,,,,,1.49,Made,,,,,,,,,,8.0,,,,,,T. Herro,1629639.0,4.0
206,PT07M51.00S,2020-09-28T00:21:49.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203935,93.64323258869908,51.049325980392155,1610612738,42,38,2020-09-28T00:21:57Z,2000000,5.0,7.0,1,right,MISS M. Smart DUNK,[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,1.38,Missed,,,,,,,,,,,,,,,,,,
207,PT07M51.00S,2020-09-28T00:21:49.6Z,2,REGULAR,rebound,offensive,[],202683,,,1610612738,42,38,2020-09-28T00:21:59Z,2010000,,,0,,E. Kanter REBOUND (Off:2 Def:2),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,206.0,4.0,2.0,2.0,,,,,,,,,,,,,,
208,PT07M48.00S,2020-09-28T00:21:51.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202683,95.48291721419186,51.049325980392155,1610612738,42,40,2020-09-28T00:29:36Z,2020000,5.0,-10.0,1,right,E. Kanter Layup (3 PTS),[202683],1610612738.0,BOS,putback,,,Kanter,E. Kanter,,,,,0.69,Made,,,,,,,,,,3.0,,,,,,,,
209,PT07M34.00S,2020-09-28T00:22:05.6Z,2,REGULAR,turnover,bad pass,[],202710,,,1610612748,42,40,2020-09-28T00:22:10Z,2030000,,,0,,J. Butler bad pass TURNOVER (1 TOV),"[202710, 1628369]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,1.0,Tatum,1628369.0,,,
210,PT07M34.00S,2020-09-28T00:22:05.6Z,2,REGULAR,steal,,[],1628369,,,1610612738,42,40,2020-09-28T00:37:52Z,2040000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M29.00S,2020-09-28T00:22:10.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202689,80.6340341655716,61.34344362745098,1610612738,42,40,2020-09-28T00:22:16Z,2050000,57.0,130.0,1,right,MISS K. Walker 15' Jump Shot,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,14.64,Missed,,,,,,,,,,,,,,,,,,
212,PT07M28.00S,2020-09-28T00:22:11.9Z,2,REGULAR,rebound,defensive,[],202710,,,1610612748,42,40,2020-09-28T00:22:17Z,2060000,,,0,,J. Butler REBOUND (Off:0 Def:2),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,211.0,2.0,2.0,0.0,,,,,,,,,,,,,,
213,PT07M09.00S,2020-09-28T00:22:32.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202710,6.1268068331143235,49.333639705882355,1610612748,44,40,2020-09-28T00:22:35Z,2070000,3.0,5.0,1,left,J. Butler Layup (13 PTS) (A. Iguodala 1 AST),"[202710, 2738]",1610612748.0,MIA,cutting,,,Butler,J. Butler,,,,,1.11,Made,,,,,,,,,,13.0,,,,,,A. Iguodala,2738.0,1.0
215,PT07M09.00S,2020-09-28T00:22:37.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,44,40,2020-09-28T00:22:37Z,2090000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M09.00S,2020-09-28T00:25:04.8Z,2,REGULAR,substitution,out,[],202710,,,1610612738,44,40,2020-09-28T00:26:31Z,2100000,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M09.00S,2020-09-28T00:25:04.8Z,2,REGULAR,substitution,out,[],203524,,,1610612738,44,40,2020-09-28T00:26:31Z,2110000,,,0,,SUB out: S. Hill,[203524],1610612748.0,MIA,,,,Hill,S. Hill,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M09.00S,2020-09-28T00:25:04.8Z,2,REGULAR,substitution,out,[],202330,,,1610612738,44,40,2020-09-28T00:26:31Z,2120000,,,0,,SUB out: G. Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M09.00S,2020-09-28T00:25:04.8Z,2,REGULAR,substitution,in,[],203109,,,1610612738,44,40,2020-09-28T00:26:31Z,2130000,,,0,,SUB in: J. Crowder,[203109],1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M09.00S,2020-09-28T00:25:04.8Z,2,REGULAR,substitution,in,[],1628389,,,1610612738,44,40,2020-09-28T00:26:31Z,2140000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M09.00S,2020-09-28T00:25:04.8Z,2,REGULAR,substitution,in,[],1627759,,,1610612738,44,40,2020-09-28T00:26:31Z,2150000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
222,PT06M52.00S,2020-09-28T00:26:50.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,88.51839684625493,46.14736519607843,1610612738,44,40,2020-09-28T00:26:54Z,2160000,-19.0,55.0,1,right,MISS J. Brown 6' Layup,[1627759],1610612738.0,BOS,cutting,,,Brown,J. Brown,,,,,6.39,Missed,,,,,,,,,,,,,,,,,,
223,PT06M50.00S,2020-09-28T00:26:52.2Z,2,REGULAR,rebound,defensive,[],203109,,,1610612748,44,40,2020-09-28T00:26:57Z,2170000,,,0,,J. Crowder REBOUND (Off:0 Def:3),[203109],1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,,,222.0,3.0,3.0,0.0,,,,,,,,,,,,,,
224,PT06M28.00S,2020-09-28T00:27:16.8Z,2,REGULAR,foul,personal,['2freethrow'],203935,,,1610612748,44,40,2020-09-28T00:27:24Z,2180000,,,0,,M. Smart personal FOUL (1 PF) (Adebayo 2 FT),"[203935, 1628389]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,201640.0,1.0,0.0,Adebayo,1628389.0,,,,,,,,,
226,PT06M28.00S,2020-09-28T00:27:50.7Z,2,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,45,40,2020-09-28T00:27:50Z,2200000,,,0,,B. Adebayo Free Throw 1 of 2 (9 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Made,,,,,,,,,,9.0,,,,,,,,
227,PT06M28.00S,2020-09-28T00:27:52.0Z,2,REGULAR,substitution,out,[],201609,,,1610612748,45,40,2020-09-28T00:28:01Z,2210000,,,0,,SUB out: G. Dragic,[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M28.00S,2020-09-28T00:27:52.0Z,2,REGULAR,substitution,out,[],202683,,,1610612748,45,40,2020-09-28T00:28:01Z,2220000,,,0,,SUB out: E. Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M28.00S,2020-09-28T00:27:52.0Z,2,REGULAR,substitution,out,[],203935,,,1610612748,45,40,2020-09-28T00:28:01Z,2230000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M28.00S,2020-09-28T00:27:52.0Z,2,REGULAR,substitution,in,[],1629130,,,1610612748,45,40,2020-09-28T00:28:01Z,2240000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M28.00S,2020-09-28T00:27:52.0Z,2,REGULAR,substitution,in,[],1628464,,,1610612748,45,40,2020-09-28T00:28:01Z,2250000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M28.00S,2020-09-28T00:27:52.0Z,2,REGULAR,substitution,in,[],202330,,,1610612748,45,40,2020-09-28T00:28:01Z,2260000,,,0,,SUB in: G. Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M28.00S,2020-09-28T00:28:14.3Z,2,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,46,40,2020-09-28T00:28:14Z,2270000,,,0,,B. Adebayo Free Throw 2 of 2 (10 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Made,,,,,,,,,,10.0,,,,,,,,
234,PT06M18.00S,2020-09-28T00:28:26.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628464,84.44480946123521,45.65716911764706,1610612738,46,42,2020-09-28T00:28:30Z,2280000,-22.0,94.0,1,right,D. Theis 10' Jump Shot (4 PTS) (J. Tatum 7 AST),"[1628464, 1628369]",1610612738.0,BOS,floating,,,Theis,D. Theis,,,,,10.15,Made,,,,,,,,,,4.0,,,,,,J. Tatum,1628369.0,7.0
236,PT05M56.00S,2020-09-28T00:28:48.1Z,2,REGULAR,turnover,bad pass,[],1629639,,,1610612748,46,42,2020-09-28T00:28:52Z,2300000,,,0,,T. Herro bad pass TURNOVER (2 TOV),"[1629639, 1628369]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,2.0,Tatum,1628369.0,,,
237,PT05M56.00S,2020-09-28T00:28:48.1Z,2,REGULAR,steal,,[],1628369,,,1610612738,46,42,2020-09-28T00:28:49Z,2310000,,,0,,J. Tatum STEAL (2 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
238,PT05M53.00S,2020-09-28T00:28:51.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628369,92.06636005256242,52.51991421568627,1610612738,46,44,2020-09-28T00:28:56Z,2320000,13.0,22.0,1,right,J. Tatum DUNK (5 PTS),[1628369],1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,3.03,Made,,,,,,,,,,5.0,,,,,,,,
239,PT05M38.00S,2020-09-28T00:29:05.8Z,2,REGULAR,3pt,jumpshot,[],1629130,14.4053876478318,3.2552083333333335,1610612748,49,44,2020-09-28T00:29:08Z,2330000,234.0,83.0,1,left,D. Robinson 25' 3PT  (6 PTS) (T. Herro 5 AST),"[1629130, 1629639]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,24.99,Made,,,,,,,,,,6.0,,,,,,T. Herro,1629639.0,5.0
241,PT05M20.00S,2020-09-28T00:29:24.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,85.89027595269383,51.294424019607845,1610612738,49,46,2020-09-28T00:29:29Z,2350000,6.0,80.0,1,right,J. Tatum 9' Jump Shot (7 PTS),[1628369],1610612738.0,BOS,drivingfloating,,,Tatum,J. Tatum,,,,,8.58,Made,,,,,,,,,,7.0,,,,,,,,
242,PT05M04.00S,2020-09-28T00:29:40.2Z,2,REGULAR,2pt,Jump Shot,[],1629639,22.158344283837057,51.53952205882353,1610612748,51,46,2020-09-28T00:33:21Z,2360000,-8.0,156.0,1,left,T. Herro 16' Jump Shot (6 PTS),[1629639],1610612748.0,MIA,drivingfloating,,,Herro,T. Herro,,,,,16.15,Made,,,,,,,,,,6.0,,,,,,,,
243,PT04M49.00S,2020-09-28T00:29:54.7Z,2,REGULAR,2pt,Jump Shot,[],202330,75.24638633377135,49.333639705882355,1610612738,51,48,2020-09-28T00:33:35Z,2370000,-3.0,180.0,1,right,G. Hayward 19' Jump Shot (8 PTS),[202330],1610612738.0,BOS,drivingfloating,,,Hayward,G. Hayward,,,,,18.57,Made,,,,,,,,,,8.0,,,,,,,,
244,PT04M36.00S,2020-09-28T00:30:08.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628389,6.521024967148489,50.314031862745104,1610612748,53,48,2020-09-28T00:30:23Z,2380000,-2.0,9.0,1,left,B. Adebayo DUNK (12 PTS) (T. Herro 6 AST),"[1628389, 1629639]",1610612748.0,MIA,cutting,,,Adebayo,B. Adebayo,,,,,1.44,Made,,,,,,,,,,12.0,,,,,,T. Herro,1629639.0,6.0
246,PT04M16.00S,2020-09-28T00:30:28.4Z,2,REGULAR,turnover,bad pass,[],202330,,,1610612738,53,48,2020-09-28T00:30:35Z,2400000,,,0,,G. Hayward bad pass TURNOVER (1 TOV),"[202330, 2738]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,1.0,Iguodala,2738.0,,,
247,PT04M16.00S,2020-09-28T00:30:28.4Z,2,REGULAR,steal,,[],2738,,,1610612748,53,48,2020-09-28T00:30:30Z,2410000,,,0,,A. Iguodala STEAL (1 STL),[2738],1610612748.0,MIA,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,
248,PT04M13.00S,2020-09-28T00:30:36.5Z,2,REGULAR,violation,kicked ball,[],1628369,,,1610612748,53,48,2020-09-28T00:30:42Z,2420000,,,0,,J. Tatum kicked ball VIOLATION,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,2003.0,,,,,,,,,,,,,
249,PT04M13.00S,2020-09-28T00:30:43.2Z,2,REGULAR,substitution,out,[],2738,,,1610612748,53,48,2020-09-28T00:30:47Z,2430000,,,0,,SUB out: A. Iguodala,[2738],1610612748.0,MIA,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,
250,PT04M13.00S,2020-09-28T00:30:43.2Z,2,REGULAR,substitution,in,[],202710,,,1610612748,53,48,2020-09-28T00:30:47Z,2440000,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
251,PT04M07.00S,2020-09-28T00:31:09.4Z,2,REGULAR,3pt,jumpshot,['fromturnover'],203109,26.10052562417871,13.549325980392158,1610612748,53,48,2020-09-28T00:31:15Z,2450000,182.0,193.0,1,left,MISS J. Crowder 27' 3PT,[203109],1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,26.94,Missed,,,,,,,,,,,,,,,,,,
252,PT04M06.00S,2020-09-28T00:31:10.4Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,53,48,2020-09-28T00:31:15Z,2460000,,,0,,J. Tatum REBOUND (Off:1 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,251.0,6.0,5.0,1.0,,,,,,,,,,,,,,
253,PT03M55.00S,2020-09-28T00:31:21.3Z,2,REGULAR,2pt,Jump Shot,[],1628369,83.39356110381078,68.69638480392157,1610612738,53,48,2020-09-28T00:37:09Z,2470000,93.0,104.0,1,right,MISS J. Tatum 14' Jump Shot,[1628369],1610612738.0,BOS,turnaroundfadeaway,,,Tatum,J. Tatum,,,,,14.37,Missed,,,,,,,,,,,,,,,,,,
254,PT03M55.00S,2020-09-28T00:31:21.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612748,53,48,2020-09-28T00:31:32Z,2480000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,253.0,,,,,,,,,,,,,,,,,
255,PT03M55.00S,2020-09-28T00:31:33.7Z,2,REGULAR,foul,personal,[],1628464,,,1610612748,53,48,2020-09-28T00:31:39Z,2490000,,,0,,D. Theis personal FOUL (3 PF),"[1628464, 203109]",1610612738.0,BOS,looseball,,,Theis,D. Theis,,,,,,,,,,,1830.0,3.0,0.0,Crowder,203109.0,,,,,,,,,
257,PT03M55.00S,2020-09-28T00:31:39.9Z,2,REGULAR,substitution,out,[],1628464,,,1610612748,53,48,2020-09-28T00:31:42Z,2510000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
258,PT03M55.00S,2020-09-28T00:31:39.9Z,2,REGULAR,substitution,in,[],1629057,,,1610612748,53,48,2020-09-28T00:31:42Z,2520000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
259,PT03M46.00S,2020-09-28T00:31:57.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203109,5.863994743758213,48.84344362745098,1610612748,55,48,2020-09-28T00:32:00Z,2530000,6.0,3.0,1,left,J. Crowder Layup (5 PTS) (J. Butler 3 AST),"[203109, 202710]",1610612748.0,MIA,cutting,,,Crowder,J. Crowder,,,,,1.0,Made,,,,,,,,,,5.0,,,,,,J. Butler,202710.0,3.0
261,PT03M32.00S,2020-09-28T00:32:13.3Z,2,REGULAR,foul,offensive,[],1628369,,,1610612738,55,48,2020-09-28T00:32:20Z,2550000,,,0,,J. Tatum offensive FOUL (1 PF),"[1628369, 1629130]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,201640.0,1.0,0.0,Robinson,1629130.0,,,,,,,,,
263,PT03M32.00S,2020-09-28T00:32:13.3Z,2,REGULAR,turnover,offensive foul,[],1628369,,,1610612738,55,48,2020-09-28T00:32:13Z,2570000,,,0,,J. Tatum offensive foul TURNOVER (1 TOV),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,201640.0,,,,,,,,1.0,,,,,
264,PT03M20.00S,2020-09-28T00:32:43.2Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],202710,9.543363994743759,29.480698529411764,1610612748,55,48,2020-09-28T00:39:49Z,2580000,103.0,37.0,1,left,MISS J. Butler 11' Jump Shot,[202710],1610612748.0,MIA,drivingfloating,,,Butler,J. Butler,,,,,11.11,Missed,,,,,,,,,,,,,,,,,,
265,PT03M19.00S,2020-09-28T00:32:44.2Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,55,48,2020-09-28T00:32:57Z,2590000,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,264.0,3.0,3.0,0.0,,,,,,,,,,,,,,
266,PT03M12.00S,2020-09-28T00:32:51.5Z,2,REGULAR,3pt,jumpshot,[],1628369,68.67608409986859,70.41207107843137,1610612738,55,51,2020-09-28T00:32:56Z,2600000,102.0,242.0,1,right,J. Tatum 27' 3PT  (10 PTS) (J. Brown 1 AST),"[1628369, 1627759]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.76,Made,,,,,,,,,,10.0,,,,,,J. Brown,1627759.0,1.0
268,PT02M56.00S,2020-09-28T00:33:07.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,11.251642575558476,60.60814950980392,1610612748,55,51,2020-09-28T00:33:11Z,2620000,-53.0,53.0,1,left,MISS T. Herro 8' Layup,[1629639],1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,7.92,Missed,,,,,,,,,,,,,,,,,,
269,PT02M55.00S,2020-09-28T00:33:08.6Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,55,51,2020-09-28T00:33:15Z,2630000,,,0,,R. Williams III REBOUND (Off:0 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,268.0,1.0,1.0,0.0,,,,,,,,,,,,,,
270,PT02M45.00S,2020-09-28T00:33:18.7Z,2,REGULAR,3pt,jumpshot,[],202689,68.01905387647832,26.049325980392158,1610612738,55,54,2020-09-28T00:33:22Z,2640000,-120.0,248.0,1,right,K. Walker 28' 3PT  (7 PTS),[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,28.05,Made,,,,,,,,,,7.0,,,,,,,,
271,PT02M37.00S,2020-09-28T00:33:28.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,55,54,2020-09-28T00:33:28Z,2650000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT02M37.00S,2020-09-28T00:36:42.5Z,2,REGULAR,substitution,out,[],1629130,,,1610612748,55,54,2020-09-28T00:36:55Z,2660000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
274,PT02M37.00S,2020-09-28T00:36:42.5Z,2,REGULAR,substitution,in,[],201609,,,1610612748,55,54,2020-09-28T00:36:55Z,2670000,,,0,,SUB in: G. Dragic,[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,
275,PT02M21.00S,2020-09-28T00:37:26.5Z,2,REGULAR,2pt,Jump Shot,[],203109,22.946780551905388,79.23560049019608,1610612748,55,54,2020-09-28T00:37:32Z,2680000,-146.0,163.0,1,left,MISS J. Crowder 22' Jump Shot,[203109],1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,22.32,Missed,,,,,,,,,,,,,,,,,,
276,PT02M20.00S,2020-09-28T00:37:27.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,55,54,2020-09-28T00:37:32Z,2690000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,275.0,,,,,,,,,,,,,,,,,
277,PT02M20.00S,2020-09-28T00:37:32.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,55,54,2020-09-28T00:37:32Z,2700000,,,0,,Stoppage out-of-bounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT02M06.00S,2020-09-28T00:37:55.3Z,2,REGULAR,3pt,jumpshot,[],1628369,80.89684625492772,5.706188725490196,1610612738,55,54,2020-09-28T00:37:58Z,2710000,-221.0,127.0,1,right,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.82,Missed,,,,,,,,,,,,,,,,,,
279,PT02M05.00S,2020-09-28T00:37:56.3Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612738,55,54,2020-09-28T00:38:01Z,2720000,,,0,,R. Williams III REBOUND (Off:1 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,278.0,2.0,1.0,1.0,,,,,,,,,,,,,,
280,PT01M56.00S,2020-09-28T00:38:04.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628369,93.38042049934296,47.127757352941174,1610612738,55,56,2020-09-28T00:38:07Z,2730000,-14.0,10.0,1,right,J. Tatum Layup (12 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,2.09,Made,,,,,,,,,,12.0,,,,,,,,
281,PT01M41.00S,2020-09-28T00:38:18.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203109,7.046649145860711,47.127757352941174,1610612748,57,56,2020-09-28T00:38:21Z,2740000,14.0,14.0,1,left,J. Crowder Layup (7 PTS) (G. Dragic 4 AST),"[203109, 201609]",1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,2.4,Made,,,,,,,,,,7.0,,,,,,G. Dragic,201609.0,4.0
283,PT01M27.00S,2020-09-28T00:38:33.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,94.03745072273325,46.88265931372549,1610612738,57,58,2020-09-28T00:38:36Z,2760000,-16.0,4.0,1,right,R. Williams III DUNK (2 PTS) (J. Tatum 8 AST),"[1629057, 1628369]",1610612738.0,BOS,cutting,,,Williams III,R. Williams III,,,,,1.8,Made,,,,,,,,,,2.0,,,,,,J. Tatum,1628369.0,8.0
285,PT01M10.00S,2020-09-28T00:38:50.2Z,2,REGULAR,2pt,hook,['pointsinthepaint'],1628389,14.14257555847569,41.24540441176471,1610612748,59,58,2020-09-28T00:38:53Z,2780000,44.0,80.0,1,left,B. Adebayo 10' hook (14 PTS) (G. Dragic 5 AST),"[1628389, 201609]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,9.64,Made,,,,,,,,,,14.0,,,,,,G. Dragic,201609.0,5.0
287,PT00M54.80S,2020-09-28T00:39:06.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202689,93.11760840998686,52.27481617647059,1610612738,59,60,2020-09-28T00:39:15Z,2800000,11.0,12.0,1,right,K. Walker Layup (9 PTS),[202689],1610612738.0,BOS,drivingfingerroll,,,Walker,K. Walker,,,,,2.11,Made,,,,,,,,,,9.0,,,,,,,,
288,PT00M42.60S,2020-09-28T00:39:23.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,12.434296977660972,37.8140318627451,1610612748,61,60,2020-09-28T00:39:28Z,2810000,61.0,64.0,1,left,B. Adebayo 9' Layup (16 PTS) (J. Butler 4 AST),"[1628389, 202710]",1610612748.0,MIA,fingerroll,,,Adebayo,B. Adebayo,,,,,9.27,Made,,,,,,,,,,16.0,,,,,,J. Butler,202710.0,4.0
290,PT00M31.00S,2020-09-28T00:39:38.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,83.26215505913272,60.60814950980392,1610612738,61,60,2020-09-28T00:39:41Z,2830000,53.0,105.0,1,right,MISS J. Tatum 12' Jump Shot,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,12.24,Missed,,,,,,,,,,,,,,,,,,
291,PT00M29.90S,2020-09-28T00:39:39.1Z,2,REGULAR,rebound,defensive,[],203109,,,1610612748,61,60,2020-09-28T00:39:44Z,2840000,,,0,,J. Crowder REBOUND (Off:0 Def:4),[203109],1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,,,290.0,4.0,4.0,0.0,,,,,,,,,,,,,,
292,PT00M12.10S,2020-09-28T00:39:56.9Z,2,REGULAR,turnover,bad pass,[],201609,,,1610612748,61,60,2020-09-28T00:40:01Z,2850000,,,0,,G. Dragic bad pass TURNOVER (2 TOV),"[201609, 1627759]",1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,2.0,Brown,1627759.0,,,
293,PT00M12.10S,2020-09-28T00:39:56.9Z,2,REGULAR,steal,,[],1627759,,,1610612738,61,60,2020-09-28T00:39:58Z,2860000,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
294,PT00M09.70S,2020-09-28T00:40:03.4Z,2,REGULAR,foul,personal,[],201609,,,1610612738,61,60,2020-09-28T00:40:19Z,2870000,,,0,,G. Dragic personal FOUL (1 PF),"[201609, 1627759]",1610612748.0,MIA,take,,,Dragic,G. Dragic,,,,,,,,,,,1830.0,1.0,0.0,Brown,1627759.0,,,,,,,,,
