actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
536,PT06M06.00S,2020-09-28T01:44:34.7Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,101,100,2020-09-28T01:44:41Z,5290000,,,0,,B. Adebayo REBOUND (Off:1 Def:10),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,535.0,11.0,10.0,1.0,,,,,,,,,,,,,,
537,PT05M55.00S,2020-09-28T01:44:46.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202710,92.72339027595268,47.127757352941174,1610612748,103,100,2020-09-28T01:45:41Z,5300000,-14.0,16.0,1,right,J. Butler Layup (16 PTS) (B. Adebayo 2 AST),"[202710, 1628389]",1610612748.0,MIA,cutting,,,Butler,J. Butler,,,,,2.58,Made,,,,,,,,,,16.0,,,,,,B. Adebayo,1628389.0,2.0
539,PT05M40.00S,2020-09-28T01:45:01.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,8.623521681997373,50.55912990196079,1610612738,103,102,2020-09-28T01:45:04Z,5320000,-3.0,29.0,1,left,J. Tatum Layup (24 PTS) (K. Walker 5 AST),"[1628369, 202689]",1610612738.0,BOS,drivingfingerroll,,,Tatum,J. Tatum,,,,,3.42,Made,,,,,,,,,,24.0,,,,,,K. Walker,202689.0,5.0
541,PT05M31.00S,2020-09-28T01:45:11.0Z,4,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612748,103,102,2020-09-28T01:46:20Z,5340000,,,0,,D. Theis personal FOUL (6 PF) (Adebayo 2 FT),"[1628464, 1628389]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,1830.0,6.0,0.0,Adebayo,1628389.0,,,,,,,,,
543,PT05M31.00S,2020-09-28T01:45:28.0Z,4,REGULAR,substitution,out,[],1628464,,,1610612748,103,102,2020-09-28T01:45:34Z,5360000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
544,PT05M31.00S,2020-09-28T01:45:28.0Z,4,REGULAR,substitution,in,[],1629684,,,1610612748,103,102,2020-09-28T01:45:34Z,5370000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
545,PT05M31.00S,2020-09-28T01:45:51.2Z,4,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,103,102,2020-09-28T01:46:33Z,5380000,,,0,,MISS B. Adebayo Free Throw 1 of 2,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Missed,,,,,,,,,,,,,,,,,,
546,PT05M31.00S,2020-09-28T01:45:51.2Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612748,103,102,2020-09-28T01:46:33Z,5390000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,545.0,,,,,,,,,,,,,,,,,
547,PT05M31.00S,2020-09-28T01:45:56.5Z,4,REGULAR,substitution,out,[],202330,,,1610612748,103,102,2020-09-28T01:45:59Z,5400000,,,0,,SUB out: G. Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
548,PT05M31.00S,2020-09-28T01:45:56.5Z,4,REGULAR,substitution,in,[],203935,,,1610612748,103,102,2020-09-28T01:45:59Z,5410000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
549,PT05M31.00S,2020-09-28T01:45:51.2Z,4,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,104,102,2020-09-28T01:46:33Z,5420000,,,0,,B. Adebayo Free Throw 2 of 2 (30 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Made,,,,,,,,,,30.0,,,,,,,,
550,PT05M14.00S,2020-09-28T01:46:33.4Z,4,REGULAR,3pt,jumpshot,[],202689,18.74178712220762,93.45128676470588,1610612738,104,102,2020-09-28T01:46:37Z,5430000,-217.0,124.0,1,left,MISS K. Walker 25' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,25.28,Missed,,,,,,,,,,,,,,,,,,
551,PT05M13.00S,2020-09-28T01:46:34.4Z,4,REGULAR,rebound,defensive,[],1629130,,,1610612748,104,102,2020-09-28T01:46:46Z,5440000,,,0,,D. Robinson REBOUND (Off:1 Def:4),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,550.0,5.0,4.0,1.0,,,,,,,,,,,,,,
552,PT05M06.00S,2020-09-28T01:46:48.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612748,104,102,2020-09-28T01:46:53Z,5450000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT05M00.00S,2020-09-28T01:48:33.5Z,4,REGULAR,foul,personal,[],202689,,,1610612748,104,102,2020-09-28T01:48:45Z,5460000,,,0,,K. Walker personal FOUL (5 PF),"[202689, 2738]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,201640.0,5.0,0.0,Iguodala,2738.0,,,,,,,,,
555,PT04M51.00S,2020-09-28T01:49:08.5Z,4,REGULAR,3pt,jumpshot,[],1629130,68.41327201051249,63.05912990196079,1610612748,107,102,2020-09-28T01:49:15Z,5480000,65.0,244.0,1,right,D. Robinson 26' 3PT  (12 PTS) (B. Adebayo 3 AST),"[1629130, 1628389]",1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,25.83,Made,,,,,,,,,,12.0,,,,,,B. Adebayo,1628389.0,3.0
557,PT04M38.00S,2020-09-28T01:49:21.3Z,4,REGULAR,turnover,bad pass,[],1628369,,,1610612738,107,102,2020-09-28T01:49:26Z,5500000,,,0,,J. Tatum bad pass TURNOVER (2 TOV),"[1628369, 1629130]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,2.0,Robinson,1629130.0,,,
558,PT04M38.00S,2020-09-28T01:49:21.3Z,4,REGULAR,steal,,[],1629130,,,1610612748,107,102,2020-09-28T01:49:25Z,5510000,,,0,,D. Robinson STEAL (1 STL),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
559,PT04M31.00S,2020-09-28T01:49:28.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629639,92.9862023653088,49.08854166666667,1610612748,109,102,2020-09-28T01:49:37Z,5520000,-5.0,13.0,1,right,T. Herro Layup (15 PTS),[1629639],1610612748.0,MIA,drivingreverse,,,Herro,T. Herro,,,,,1.95,Made,,,,,,,,,,15.0,,,,,,,,
560,PT04M30.00S,2020-09-28T01:49:43.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,109,102,2020-09-28T01:49:43Z,5530000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT04M30.00S,2020-09-28T01:50:52.6Z,4,REGULAR,substitution,out,[],1629684,,,1610612738,109,102,2020-09-28T01:51:07Z,5540000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
562,PT04M30.00S,2020-09-28T01:50:52.6Z,4,REGULAR,substitution,in,[],202330,,,1610612738,109,102,2020-09-28T01:51:07Z,5550000,,,0,,SUB in: G. Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
563,PT04M16.00S,2020-09-28T01:51:35.5Z,4,REGULAR,3pt,jumpshot,[],202689,30.56833114323259,71.8826593137255,1610612738,109,102,2020-09-28T01:51:40Z,5560000,-109.0,235.0,1,left,MISS K. Walker 26' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,26.4,Missed,,,,,,,,,,,,,,,,,,
564,PT04M15.00S,2020-09-28T01:51:36.5Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,109,102,2020-09-28T01:51:43Z,5570000,,,0,,B. Adebayo REBOUND (Off:1 Def:11),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,563.0,12.0,11.0,1.0,,,,,,,,,,,,,,
565,PT03M56.00S,2020-09-28T01:51:58.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612748,109,102,2020-09-28T01:52:09Z,5580000,,,0,,M. Smart personal FOUL (3 PF),"[203935, 2738]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,1830.0,3.0,0.0,Iguodala,2738.0,,,,,,,,,
567,PT03M56.00S,2020-09-28T01:52:30.2Z,4,REGULAR,freethrow,1 of 2,[],2738,,,1610612748,110,102,2020-09-28T01:52:47Z,5600000,,,0,,A. Iguodala Free Throw 1 of 2 (15 PTS),[2738],1610612748.0,MIA,,,,Iguodala,A. Iguodala,,,,,,Made,,,,,,,,,,15.0,,,,,,,,
568,PT03M56.00S,2020-09-28T01:52:30.2Z,4,REGULAR,freethrow,2 of 2,[],2738,,,1610612748,110,102,2020-09-28T01:52:47Z,5610000,,,0,,MISS A. Iguodala Free Throw 2 of 2,[2738],1610612748.0,MIA,,,,Iguodala,A. Iguodala,,,,,,Missed,,,,,,,,,,,,,,,,,,
569,PT03M56.00S,2020-09-28T01:52:30.2Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,110,102,2020-09-28T01:52:51Z,5620000,,,0,,J. Brown REBOUND (Off:2 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,568.0,8.0,6.0,2.0,,,,,,,,,,,,,,
570,PT03M43.00S,2020-09-28T01:52:58.1Z,4,REGULAR,3pt,jumpshot,[],1628369,6.258212877792378,3.7454044117647056,1610612738,110,102,2020-09-28T01:53:02Z,5630000,231.0,6.0,1,left,MISS J. Tatum 23' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,23.16,Missed,,,,,,,,,,,,,,,,,,
571,PT03M42.00S,2020-09-28T01:52:59.1Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,110,102,2020-09-28T01:53:07Z,5640000,,,0,,B. Adebayo REBOUND (Off:1 Def:12),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,570.0,13.0,12.0,1.0,,,,,,,,,,,,,,
572,PT03M31.00S,2020-09-28T01:53:10.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,90.3580814717477,51.78462009803921,1610612748,112,102,2020-09-28T01:53:15Z,5650000,9.0,38.0,1,right,T. Herro Jump Shot (17 PTS),[1629639],1610612748.0,MIA,drivingfloatingbank,,,Herro,T. Herro,,,,,4.45,Made,,,,,,,,,,17.0,,,,,,,,
573,PT03M19.00S,2020-09-28T01:53:22.1Z,4,REGULAR,3pt,jumpshot,[],203935,29.25427069645204,26.294424019607842,1610612738,112,102,2020-09-28T01:53:25Z,5660000,119.0,222.0,1,left,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,25.7,Missed,,,,,,,,,,,,,,,,,,
574,PT03M18.00S,2020-09-28T01:53:23.1Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,112,102,2020-09-28T01:53:29Z,5670000,,,0,,B. Adebayo REBOUND (Off:1 Def:13),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,573.0,14.0,13.0,1.0,,,,,,,,,,,,,,
575,PT03M09.00S,2020-09-28T01:53:34.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612748,112,102,2020-09-28T01:53:55Z,5680000,,,0,,M. Smart personal FOUL (4 PF),"[203935, 202710]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,201640.0,4.0,0.0,Butler,202710.0,,,,,,,,,
577,PT03M09.00S,2020-09-28T01:54:05.4Z,4,REGULAR,foul,technical,['1freethrow'],202710,,,1610612748,112,102,2020-09-28T01:54:28Z,5700000,,,0,,J. Butler TECH FOUL (1 Tech),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,201640.0,2.0,1.0,,,,,,,,,,,
578,PT03M09.00S,2020-09-28T01:54:29.0Z,4,REGULAR,freethrow,1 of 1,[],1628369,,,1610612748,112,102,2020-09-28T01:54:56Z,5710000,,,0,,MISS J. Tatum technical Free Throw 1 of 1,[1628369],1610612738.0,BOS,technical,,,Tatum,J. Tatum,,,,,,Missed,,,,,,,,,,,,,,,,,,
579,PT03M09.00S,2020-09-28T01:54:29.0Z,4,REGULAR,rebound,defensive,"['team', 'deadball']",0,,,1610612748,112,102,2020-09-28T01:54:56Z,5720000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,578.0,,,,,,,,,,,,,,,,,
580,PT03M09.00S,2020-09-28T01:55:00.3Z,4,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,113,102,2020-09-28T01:55:00Z,5730000,,,0,,J. Butler Free Throw 1 of 2 (17 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,,,,,,,,,,17.0,,,,,,,,
581,PT03M09.00S,2020-09-28T01:55:14.8Z,4,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,114,102,2020-09-28T01:55:14Z,5740000,,,0,,J. Butler Free Throw 2 of 2 (18 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,,,,,,,,,,18.0,,,,,,,,
582,PT03M05.00S,2020-09-28T01:55:22.2Z,4,REGULAR,3pt,jumpshot,[],1627759,29.517082785808146,77.76501225490196,1610612738,114,102,2020-09-28T01:55:26Z,5750000,-139.0,225.0,1,left,MISS J. Brown 27' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,26.91,Missed,,,,,,,,,,,,,,,,,,
583,PT03M04.00S,2020-09-28T01:55:23.2Z,4,REGULAR,rebound,offensive,[],203935,,,1610612738,114,102,2020-09-28T01:55:34Z,5760000,,,0,,M. Smart REBOUND (Off:2 Def:4),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,582.0,6.0,4.0,2.0,,,,,,,,,,,,,,
584,PT03M01.00S,2020-09-28T01:55:26.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203935,6.652431011826544,44.18658088235294,1610612738,114,102,2020-09-28T01:55:29Z,5770000,29.0,10.0,1,left,MISS M. Smart Layup,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,3.3,Missed,,,,,,,,,,,,,,,,,,
586,PT03M00.00S,2020-09-28T01:55:27.2Z,4,REGULAR,rebound,defensive,[],2738,,,1610612748,114,102,2020-09-28T01:55:37Z,5790000,,,0,,A. Iguodala REBOUND (Off:0 Def:3),[2738],1610612748.0,MIA,,,,Iguodala,A. Iguodala,,,,,,,584.0,3.0,3.0,0.0,,,,,,,,,,,,,,
587,PT02M40.00S,2020-09-28T01:55:47.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202710,94.03745072273325,45.90226715686275,1610612748,116,102,2020-09-28T01:55:51Z,5800000,-20.0,4.0,1,right,J. Butler Layup (20 PTS) (B. Adebayo 4 AST),"[202710, 1628389]",1610612748.0,MIA,cutting,,,Butler,J. Butler,,,,,2.24,Made,,,,,,,,,,20.0,,,,,,B. Adebayo,1628389.0,4.0
589,PT02M30.00S,2020-09-28T01:55:57.3Z,4,REGULAR,turnover,lost ball,[],202689,,,1610612738,116,102,2020-09-28T01:56:07Z,5820000,,,0,,K. Walker lost ball TURNOVER (1 TOV),"[202689, 2738]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,1.0,Iguodala,2738.0,,,
590,PT02M30.00S,2020-09-28T01:55:57.3Z,4,REGULAR,steal,,[],2738,,,1610612748,116,102,2020-09-28T01:55:59Z,5830000,,,0,,A. Iguodala STEAL (2 STL),[2738],1610612748.0,MIA,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,
591,PT02M25.00S,2020-09-28T01:56:06.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202710,93.64323258869908,54.23560049019608,1610612748,116,102,2020-09-28T01:56:42Z,5840000,21.0,7.0,1,right,MISS J. Butler Layup Blocked,"[202710, 1628369]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,2.48,Missed,,,,,,,,,,,Tatum,1628369.0,,,,,,
592,PT02M25.00S,2020-09-28T01:56:06.8Z,4,REGULAR,block,,[],1628369,,,1610612748,116,102,2020-09-28T01:56:42Z,5850000,,,0,,J. Tatum BLOCK (1 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
596,PT02M23.00S,2020-09-28T01:56:08.8Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,116,102,2020-09-28T01:56:42Z,5860000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,591.0,,,,,,,,,,,,,,,,,
593,PT02M23.00S,2020-09-28T01:56:40.9Z,4,REGULAR,jumpball,recovered,[],1627759,,,1610612738,116,102,2020-09-28T01:56:40Z,5870000,,,0,,Jump Ball J. Tatum vs. J. Butler: Tip to J. Brown,"[1627759, 1628369, 202710]",1610612738.0,BOS,heldball,J. Brown,1627759.0,Brown,J. Brown,Tatum,1628369.0,Butler,202710.0,,,,,,,,,,,,,,,,,,,,
597,PT02M19.00S,2020-09-28T01:56:46.1Z,4,REGULAR,foul,personal,['2freethrow'],1628389,,,1610612738,116,102,2020-09-28T01:56:55Z,5900000,,,0,,B. Adebayo personal FOUL (3 PF) (Brown 2 FT),"[1628389, 1627759]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,,,,,,,1830.0,3.0,0.0,Brown,1627759.0,,,,,,,,,
599,PT02M19.00S,2020-09-28T01:57:07.3Z,4,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,116,103,2020-09-28T01:57:07Z,5920000,,,0,,J. Brown Free Throw 1 of 2 (23 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,,,,,,23.0,,,,,,,,
600,PT02M19.00S,2020-09-28T01:57:21.2Z,4,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,116,104,2020-09-28T01:57:21Z,5930000,,,0,,J. Brown Free Throw 2 of 2 (24 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,,,,,,24.0,,,,,,,,
601,PT02M00.00S,2020-09-28T01:57:42.6Z,4,REGULAR,3pt,jumpshot,[],1629130,69.99014454664915,14.774816176470587,1610612748,119,104,2020-09-28T01:57:47Z,5940000,-176.0,230.0,1,right,D. Robinson 29' 3PT  (15 PTS) (B. Adebayo 5 AST),"[1629130, 1628389]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,29.37,Made,,,,,,,,,,15.0,,,,,,B. Adebayo,1628389.0,5.0
603,PT01M50.00S,2020-09-28T01:57:58.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,7.30946123521682,49.82383578431372,1610612738,119,106,2020-09-28T01:58:01Z,5960000,1.0,16.0,1,left,J. Brown Layup (26 PTS) (J. Tatum 11 AST),"[1627759, 1628369]",1610612738.0,BOS,drivingfingerroll,,,Brown,J. Brown,,,,,2.17,Made,,,,,,,,,,26.0,,,,,,J. Tatum,1628369.0,11.0
605,PT01M32.00S,2020-09-28T01:58:19.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,81.94809461235218,39.77481617647059,1610612748,119,106,2020-09-28T01:58:23Z,5980000,-51.0,117.0,1,right,MISS B. Adebayo 13' Jump Shot,[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,13.29,Missed,,,,,,,,,,,,,,,,,,
606,PT01M28.00S,2020-09-28T01:58:23.7Z,4,REGULAR,rebound,defensive,[],202330,,,1610612738,119,106,2020-09-28T01:58:23Z,5990000,,,0,,G. Hayward REBOUND (Off:0 Def:1),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,605.0,1.0,1.0,0.0,,,,,,,,,,,,,,
607,PT01M24.00S,2020-09-28T01:58:26.9Z,4,REGULAR,3pt,jumpshot,[],1627759,31.882391590013142,25.314031862745097,1610612738,119,106,2020-09-28T01:58:38Z,6000000,123.0,247.0,1,left,MISS J. Brown 28' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,28.12,Missed,,,,,,,,,,,,,,,,,,
608,PT01M23.00S,2020-09-28T01:58:27.9Z,4,REGULAR,rebound,defensive,[],1629639,,,1610612748,119,106,2020-09-28T01:58:38Z,6010000,,,0,,T. Herro REBOUND (Off:0 Def:5),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,607.0,5.0,5.0,0.0,,,,,,,,,,,,,,
609,PT01M23.00S,2020-09-28T01:58:39.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612748,119,106,2020-09-28T01:58:47Z,6020000,,,0,,M. Smart personal FOUL (5 PF),"[203935, 1629639]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,2003.0,5.0,0.0,Herro,1629639.0,,,,,,,,,
611,PT01M23.00S,2020-09-28T01:59:07.5Z,4,REGULAR,freethrow,1 of 2,[],1629639,,,1610612748,120,106,2020-09-28T01:59:07Z,6040000,,,0,,T. Herro Free Throw 1 of 2 (18 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,Made,,,,,,,,,,18.0,,,,,,,,
612,PT01M23.00S,2020-09-28T01:59:26.4Z,4,REGULAR,freethrow,2 of 2,[],1629639,,,1610612748,121,106,2020-09-28T01:59:26Z,6050000,,,0,,T. Herro Free Throw 2 of 2 (19 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,Made,,,,,,,,,,19.0,,,,,,,,
613,PT01M13.00S,2020-09-28T01:59:39.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202330,6.783837056504599,48.353247549019606,1610612738,121,108,2020-09-28T01:59:42Z,6060000,8.0,11.0,1,left,G. Hayward Layup (10 PTS) (J. Brown 4 AST),"[202330, 1627759]",1610612738.0,BOS,cutting,,,Hayward,G. Hayward,,,,,1.87,Made,,,,,,,,,,10.0,,,,,,J. Brown,1627759.0,4.0
615,PT00M58.00S,2020-09-28T02:00:02.6Z,4,REGULAR,turnover,bad pass,[],1629639,,,1610612748,121,108,2020-09-28T02:00:08Z,6080000,,,0,,T. Herro bad pass TURNOVER (5 TOV),"[1629639, 203935]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,5.0,Smart,203935.0,,,
616,PT00M58.00S,2020-09-28T02:00:02.6Z,4,REGULAR,steal,,[],203935,,,1610612738,121,108,2020-09-28T02:00:04Z,6090000,,,0,,M. Smart STEAL (2 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
617,PT00M53.30S,2020-09-28T02:00:07.4Z,4,REGULAR,3pt,jumpshot,"['fromturnover', 'fastbreak']",1628369,17.95335085413929,3.010110294117647,1610612738,121,108,2020-09-28T02:00:11Z,6100000,235.0,116.0,1,left,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.46,Missed,,,,,,,,,,,,,,,,,,
618,PT00M51.50S,2020-09-28T02:00:09.2Z,4,REGULAR,rebound,offensive,[],203935,,,1610612738,121,108,2020-09-28T02:00:18Z,6110000,,,0,,M. Smart REBOUND (Off:3 Def:4),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,617.0,7.0,4.0,3.0,,,,,,,,,,,,,,
619,PT00M50.50S,2020-09-28T02:00:11.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202330,7.046649145860711,45.166973039215684,1610612738,121,110,2020-09-28T02:00:18Z,6120000,24.0,14.0,1,left,G. Hayward Layup (12 PTS) (M. Smart 2 AST),"[202330, 203935]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,3.09,Made,,,,,,,,,,12.0,,,,,,M. Smart,203935.0,2.0
621,PT00M47.50S,2020-09-28T02:00:21.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202330,,,1610612748,121,110,2020-09-28T02:01:04Z,6140000,,,0,,G. Hayward personal FOUL (2 PF),"[202330, 202710]",1610612738.0,BOS,take,,,Hayward,G. Hayward,,,,,,,,,,,201640.0,2.0,0.0,Butler,202710.0,,,,,,,,,
623,PT00M47.50S,2020-09-28T02:00:51.4Z,4,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,122,110,2020-09-28T02:00:51Z,6160000,,,0,,J. Butler Free Throw 1 of 2 (21 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,,,,,,,,,,21.0,,,,,,,,
624,PT00M47.50S,2020-09-28T02:01:07.5Z,4,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,123,110,2020-09-28T02:01:07Z,6170000,,,0,,J. Butler Free Throw 2 of 2 (22 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,,,,,,,,,,22.0,,,,,,,,
625,PT00M39.90S,2020-09-28T02:01:18.6Z,4,REGULAR,3pt,jumpshot,[],202689,22.683968462549277,6.931678921568627,1610612738,123,113,2020-09-28T02:01:25Z,6180000,215.0,161.0,1,left,K. Walker 27' 3PT  (20 PTS) (G. Hayward 2 AST),"[202689, 202330]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,27.2,Made,,,,,,,,,,20.0,,,,,,G. Hayward,202330.0,2.0
627,PT00M35.00S,2020-09-28T02:01:27.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628389,93.9060446780552,49.333639705882355,1610612748,125,113,2020-09-28T02:01:37Z,6200000,-3.0,5.0,1,right,B. Adebayo DUNK (32 PTS) (T. Herro 7 AST),"[1628389, 1629639]",1610612748.0,MIA,reverse,,,Adebayo,B. Adebayo,,,,,1.08,Made,,,,,,,,,,32.0,,,,,,T. Herro,1629639.0,7.0
629,PT00M30.00S,2020-09-28T02:01:38.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,18.084756898817346,38.30422794117647,1610612738,125,113,2020-09-28T02:03:28Z,6220000,58.0,117.0,1,left,MISS J. Tatum 14' Jump Shot,[1628369],1610612738.0,BOS,drivingfloating,,,Tatum,J. Tatum,,,,,13.62,Missed,,,,,,,,,,,,,,,,,,
630,PT00M27.90S,2020-09-28T02:01:40.8Z,4,REGULAR,rebound,offensive,[],203935,,,1610612738,125,113,2020-09-28T02:01:40Z,6230000,,,0,,M. Smart REBOUND (Off:4 Def:4),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,629.0,8.0,4.0,4.0,,,,,,,,,,,,,,
