actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
91,PT05M12.00S,2020-08-21T23:02:17.9Z,1,REGULAR,3pt,jumpshot,['fastbreak'],202689,69.99014454664915,18.941482843137255,1610612738,13,22,2020-08-21T23:04:21Z,910000,-155.0,230.0,1,right,K. Walker 28' 3PT  (8 PTS) (J. Brown 1 AST),"[202689, 1627759]",1610612738.0,BOS,running,,,Walker,K. Walker,,,,,28.18,Made,8.0,J. Brown,1627759.0,1.0,,,,,,,,,,,,,,,
93,PT04M57.00S,2020-08-21T23:02:37.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612755,13,22,2020-08-21T23:02:45Z,930000,,,0,,M. Smart FOUL personal (1 PF) (Embiid inpenalty),"[203935, 203954]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,2004.0,,1.0,0.0,Embiid,203954.0,,,,,
95,PT04M57.00S,2020-08-21T23:03:05.6Z,1,REGULAR,freethrow,1of2,[],203954,,,1610612755,14,22,2020-08-21T23:03:05Z,950000,,,0,,J. Embiid freethrow 1of2 (6 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
96,PT04M57.00S,2020-08-21T23:03:06.3Z,1,REGULAR,substitution,out,[],1628464,,,1610612755,14,22,2020-08-21T23:03:10Z,960000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M57.00S,2020-08-21T23:03:06.3Z,1,REGULAR,substitution,in,[],202683,,,1610612755,14,22,2020-08-21T23:03:10Z,970000,,,0,,substitution in Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M57.00S,2020-08-21T23:03:26.6Z,1,REGULAR,freethrow,2of2,[],203954,,,1610612755,15,22,2020-08-21T23:03:26Z,980000,,,0,,J. Embiid freethrow 2of2 (7 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
99,PT04M42.00S,2020-08-21T23:03:45.0Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],1629641,86.02168199737189,60.60814950980392,1610612738,15,22,2020-08-21T23:03:52Z,990000,53.0,79.0,1,right,MISS R. Langford 10' jumpshot Blocked,"[1629641, 202699]",1610612738.0,BOS,drivingfloating,,,Langford,R. Langford,,,,,9.97,Missed,,,,,,,,,,,,,,,Harris,202699.0,,,
100,PT04M42.00S,2020-08-21T23:03:45.0Z,1,REGULAR,block,,[],202699,,,1610612738,15,22,2020-08-21T23:03:47Z,1000000,,,0,,T. Harris BLOCK (1 BLK),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M38.00S,2020-08-21T23:03:49.0Z,1,REGULAR,rebound,defensive,[],1627788,,,1610612755,15,22,2020-08-21T23:03:52Z,1010000,,,0,,F. Korkmaz REBOUND (Off:0 Def:1),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,99.0,1.0,1.0,0.0,,,,,,,,,,,
102,PT04M32.00S,2020-08-21T23:03:54.8Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],202699,19.136005256241788,57.421875,1610612755,15,22,2020-08-21T23:05:56Z,1020000,-37.0,127.0,1,left,MISS T. Harris 14' jumpshot,[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,13.8,Missed,,,,,,,,,,,,,,,,,,,
103,PT04M30.00S,2020-08-21T23:03:56.8Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,15,22,2020-08-21T23:03:59Z,1030000,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,102.0,2.0,2.0,0.0,,,,,,,,,,,
104,PT04M18.00S,2020-08-21T23:04:09.2Z,1,REGULAR,2pt,layup,['pointsinthepaint'],202683,90.22667542706965,56.196384803921575,1610612738,15,22,2020-08-21T23:04:13Z,1040000,31.0,39.0,1,right,MISS E. Kanter layup Blocked,"[202683, 203954]",1610612738.0,BOS,drivingreverse,,,Kanter,E. Kanter,,,,,5.46,Missed,,,,,,,,,,,,,,,Embiid,203954.0,,,
147,PT04M18.00S,2020-08-21T23:04:09.2Z,1,REGULAR,block,,[],203954,,,1610612738,15,22,2020-08-21T23:11:26Z,1045000,,,0,,J. Embiid BLOCK (1 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M16.00S,2020-08-21T23:04:11.2Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,15,22,2020-08-21T23:04:13Z,1050000,,,0,,J. Embiid REBOUND (Off:2 Def:2),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,104.0,4.0,2.0,2.0,,,,,,,,,,,
106,PT04M08.00S,2020-08-21T23:04:19.3Z,1,REGULAR,3pt,jumpshot,[],202699,31.750985545335087,68.2061887254902,1610612755,15,22,2020-08-21T23:04:23Z,1060000,-91.0,246.0,1,left,MISS T. Harris 27' 3PT,[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,26.75,Missed,,,,,,,,,,,,,,,,,,,
107,PT04M05.00S,2020-08-21T23:04:22.3Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,15,22,2020-08-21T23:04:23Z,1070000,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,106.0,3.0,3.0,0.0,,,,,,,,,,,
108,PT03M58.00S,2020-08-21T23:04:29.2Z,1,REGULAR,2pt,layup,['pointsinthepaint'],202683,91.80354796320631,45.65716911764706,1610612738,15,22,2020-08-21T23:04:43Z,1080000,-22.0,25.0,1,right,MISS E. Kanter layup,[202683],1610612738.0,BOS,cutting,,,Kanter,E. Kanter,,,,,3.7,Missed,,,,,,,,,,,,,,,,,,,
109,PT03M55.00S,2020-08-21T23:04:31.8Z,1,REGULAR,rebound,offensive,[],202683,,,1610612738,15,22,2020-08-21T23:04:31Z,1090000,,,0,,E. Kanter REBOUND (Off:1 Def:0),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,108.0,1.0,0.0,1.0,,,,,,,,,,,
110,PT03M55.00S,2020-08-21T23:04:32.5Z,1,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",202683,92.72339027595268,44.18658088235294,1610612738,15,24,2020-08-21T23:04:38Z,1100000,-29.0,16.0,1,right,E. Kanter layup (2 PTS),[202683],1610612738.0,BOS,putback,,,Kanter,E. Kanter,,,,,3.61,Made,2.0,,,,,,,,,,,,,,,,,,
111,PT03M39.00S,2020-08-21T23:04:47.3Z,1,REGULAR,3pt,jumpshot,[],203954,29.911300919842315,28.745404411764707,1610612755,15,24,2020-08-21T23:04:51Z,1110000,106.0,229.0,1,left,MISS J. Embiid 26' 3PT,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,25.72,Missed,,,,,,,,,,,,,,,,,,,
112,PT03M37.00S,2020-08-21T23:04:49.3Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,15,24,2020-08-21T23:04:51Z,1120000,,,0,,M. Smart REBOUND (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,111.0,2.0,2.0,0.0,,,,,,,,,,,
113,PT03M29.00S,2020-08-21T23:04:58.8Z,1,REGULAR,3pt,jumpshot,[],202689,68.15045992115637,68.94148284313727,1610612738,15,24,2020-08-21T23:05:02Z,1130000,95.0,247.0,1,right,MISS K. Walker 27' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,26.96,Missed,,,,,,,,,,,,,,,,,,,
114,PT03M25.00S,2020-08-21T23:05:02.8Z,1,REGULAR,rebound,defensive,[],1627788,,,1610612755,15,24,2020-08-21T23:05:02Z,1140000,,,0,,F. Korkmaz REBOUND (Off:0 Def:2),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,113.0,2.0,2.0,0.0,,,,,,,,,,,
115,PT03M16.00S,2020-08-21T23:05:11.2Z,1,REGULAR,3pt,jumpshot,[],203954,33.327858081471746,60.60814950980392,1610612755,18,24,2020-08-21T23:05:15Z,1150000,-53.0,261.0,1,left,J. Embiid 27' 3PT  (10 PTS) (S. Milton 1 AST),"[203954, 1629003]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,27.15,Made,10.0,S. Milton,1629003.0,1.0,,,,,,,,,,,,,,,
117,PT03M15.00S,2020-08-21T23:05:16.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,18,24,2020-08-21T23:05:16Z,1170000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M15.00S,2020-08-21T23:08:21.4Z,1,REGULAR,substitution,out,[],1629003,,,1610612738,18,24,2020-08-21T23:08:52Z,1180000,,,0,,substitution out Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M15.00S,2020-08-21T23:08:21.4Z,1,REGULAR,substitution,out,[],203954,,,1610612738,18,24,2020-08-21T23:08:52Z,1190000,,,0,,substitution out Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M15.00S,2020-08-21T23:08:21.4Z,1,REGULAR,substitution,out,[],202689,,,1610612738,18,24,2020-08-21T23:08:52Z,1200000,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M15.00S,2020-08-21T23:08:21.4Z,1,REGULAR,substitution,out,[],203935,,,1610612738,18,24,2020-08-21T23:08:52Z,1210000,,,0,,substitution out Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M15.00S,2020-08-21T23:08:21.4Z,1,REGULAR,substitution,out,[],202683,,,1610612738,18,24,2020-08-21T23:08:52Z,1220000,,,0,,substitution out Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M15.00S,2020-08-21T23:08:21.4Z,1,REGULAR,substitution,in,[],202692,,,1610612738,18,24,2020-08-21T23:08:52Z,1230000,,,0,,substitution in Burks,[202692],1610612755.0,PHI,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M15.00S,2020-08-21T23:08:21.4Z,1,REGULAR,substitution,in,[],201143,,,1610612738,18,24,2020-08-21T23:08:52Z,1240000,,,0,,substitution in Horford,[201143],1610612755.0,PHI,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M15.00S,2020-08-21T23:08:21.4Z,1,REGULAR,substitution,in,[],1628369,,,1610612738,18,24,2020-08-21T23:08:52Z,1250000,,,0,,substitution in Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M15.00S,2020-08-21T23:08:21.4Z,1,REGULAR,substitution,in,[],202954,,,1610612738,18,24,2020-08-21T23:08:52Z,1260000,,,0,,substitution in Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M15.00S,2020-08-21T23:08:21.4Z,1,REGULAR,substitution,in,[],1629684,,,1610612738,18,24,2020-08-21T23:08:52Z,1270000,,,0,,substitution in Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M56.00S,2020-08-21T23:09:23.3Z,1,REGULAR,2pt,hook,['pointsinthepaint'],1629684,91.67214191852825,58.647365196078425,1610612738,18,24,2020-08-21T23:09:29Z,1280000,43.0,26.0,1,right,MISS G. Williams hook,[1629684],1610612738.0,BOS,turnaroundbank,,,Williams,G. Williams,,,,,5.33,Missed,,,,,,,,,,,,,,,,,,,
129,PT02M54.00S,2020-08-21T23:09:25.3Z,1,REGULAR,rebound,defensive,[],1627788,,,1610612755,18,24,2020-08-21T23:09:29Z,1290000,,,0,,F. Korkmaz REBOUND (Off:0 Def:3),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,128.0,3.0,3.0,0.0,,,,,,,,,,,
130,PT02M45.00S,2020-08-21T23:09:38.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202954,,,1610612755,18,24,2020-08-21T23:09:47Z,1300000,,,0,,B. Wanamaker FOUL personal (1 PF) (Horford inpenalty),"[202954, 201143]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,1162.0,,1.0,0.0,Horford,201143.0,,,,,
132,PT02M45.00S,2020-08-21T23:10:10.4Z,1,REGULAR,freethrow,1of2,[],201143,,,1610612755,18,24,2020-08-21T23:10:10Z,1320000,,,0,,MISS A. Horford freethrow 1of2,[201143],1610612755.0,PHI,,,,Horford,A. Horford,,,,,,Missed,,,,,,,,,,,,,,,,,,,
133,PT02M45.00S,2020-08-21T23:10:10.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,18,24,2020-08-21T23:10:10Z,1330000,,,0,,Team offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,132.0,,,,,,,,,,,,,,
134,PT02M45.00S,2020-08-21T23:10:27.3Z,1,REGULAR,freethrow,2of2,[],201143,,,1610612755,19,24,2020-08-21T23:10:27Z,1340000,,,0,,A. Horford freethrow 2of2 (3 PTS),[201143],1610612755.0,PHI,,,,Horford,A. Horford,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
135,PT02M31.00S,2020-08-21T23:10:42.6Z,1,REGULAR,2pt,layup,['pointsinthepaint'],1629641,91.27792378449409,45.65716911764706,1610612738,19,24,2020-08-21T23:10:48Z,1350000,-22.0,29.0,1,right,MISS R. Langford layup,[1629641],1610612738.0,BOS,driving,,,Langford,R. Langford,,,,,4.12,Missed,,,,,,,,,,,,,,,,,,,
136,PT02M29.00S,2020-08-21T23:10:44.6Z,1,REGULAR,rebound,defensive,[],201143,,,1610612755,19,24,2020-08-21T23:10:48Z,1360000,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612755.0,PHI,,,,Horford,A. Horford,,,,,,,,,,,135.0,1.0,1.0,0.0,,,,,,,,,,,
137,PT02M22.00S,2020-08-21T23:10:52.1Z,1,REGULAR,2pt,jumpshot,[],1627788,8.360709592641262,70.41207107843137,1610612755,19,24,2020-08-21T23:10:56Z,1370000,-102.0,26.0,1,left,MISS F. Korkmaz 11' jumpshot,[1627788],1610612755.0,PHI,turnaroundfadeaway,,,Korkmaz,F. Korkmaz,,,,,10.69,Missed,,,,,,,,,,,,,,,,,,,
138,PT02M19.00S,2020-08-21T23:10:54.4Z,1,REGULAR,rebound,offensive,[],201143,,,1610612755,19,24,2020-08-21T23:10:54Z,1380000,,,0,,A. Horford REBOUND (Off:1 Def:1),[201143],1610612755.0,PHI,,,,Horford,A. Horford,,,,,,,,,,,137.0,2.0,1.0,1.0,,,,,,,,,,,
139,PT02M18.00S,2020-08-21T23:10:55.6Z,1,REGULAR,3pt,jumpshot,['2ndchance'],1626196,28.07161629434954,22.863051470588236,1610612755,19,24,2020-08-21T23:11:01Z,1390000,136.0,211.0,1,left,MISS J. Richardson 26' 3PT,[1626196],1610612755.0,PHI,,,,Richardson,J. Richardson,,,,,25.59,Missed,,,,,,,,,,,,,,,,,,,
140,PT02M13.00S,2020-08-21T23:11:00.6Z,1,REGULAR,rebound,offensive,[],202699,,,1610612755,19,24,2020-08-21T23:11:01Z,1400000,,,0,,T. Harris REBOUND (Off:1 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,139.0,2.0,1.0,1.0,,,,,,,,,,,
141,PT02M13.00S,2020-08-21T23:11:00.4Z,1,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",202699,5.0,50.0,1610612755,19,24,2020-08-21T23:11:00Z,1410000,0.0,-6.0,1,left,MISS T. Harris layup,[202699],1610612755.0,PHI,tip,,,Harris,T. Harris,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
142,PT02M12.00S,2020-08-21T23:11:00.8Z,1,REGULAR,rebound,offensive,[],202699,,,1610612755,19,24,2020-08-21T23:11:00Z,1420000,,,0,,T. Harris REBOUND (Off:2 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,141.0,3.0,1.0,2.0,,,,,,,,,,,
143,PT02M11.00S,2020-08-21T23:11:01.5Z,1,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",202699,7.835085413929041,50.314031862745104,1610612755,21,24,2020-08-21T23:11:10Z,1430000,-2.0,21.0,1,left,T. Harris layup (8 PTS),[202699],1610612755.0,PHI,putback,,,Harris,T. Harris,,,,,2.66,Made,8.0,,,,,,,,,,,,,,,,,,
144,PT01M59.00S,2020-08-21T23:11:13.9Z,1,REGULAR,3pt,jumpshot,[],1628369,70.90998685939553,25.06893382352941,1610612738,21,24,2020-08-21T23:11:18Z,1440000,-125.0,221.0,1,right,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,25.85,Missed,,,,,,,,,,,,,,,,,,,
145,PT01M56.00S,2020-08-21T23:11:16.9Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,21,24,2020-08-21T23:11:18Z,1450000,,,0,,T. Harris REBOUND (Off:2 Def:2),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,144.0,4.0,2.0,2.0,,,,,,,,,,,
146,PT01M51.00S,2020-08-21T23:11:24.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612755,21,24,2020-08-21T23:11:33Z,1460000,,,0,,G. Williams FOUL personal (1 PF) (Harris inpenalty),"[1629684, 202699]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,,,,2882.0,,1.0,0.0,Harris,202699.0,,,,,
149,PT01M51.00S,2020-08-21T23:11:53.1Z,1,REGULAR,freethrow,1of2,[],202699,,,1610612755,22,24,2020-08-21T23:11:53Z,1480000,,,0,,T. Harris freethrow 1of2 (9 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
150,PT01M51.00S,2020-08-21T23:11:53.7Z,1,REGULAR,substitution,out,[],1629641,,,1610612755,22,24,2020-08-21T23:11:58Z,1490000,,,0,,substitution out Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT01M51.00S,2020-08-21T23:11:53.7Z,1,REGULAR,substitution,in,[],1628400,,,1610612755,22,24,2020-08-21T23:11:58Z,1500000,,,0,,substitution in Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT01M51.00S,2020-08-21T23:11:53.1Z,1,REGULAR,freethrow,2of2,[],202699,,,1610612755,22,24,2020-08-21T23:12:14Z,1510000,,,0,,MISS T. Harris freethrow 2of2,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,Missed,,,,,,,,,,,,,,,,,,,
153,PT01M49.00S,2020-08-21T23:11:55.1Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,22,24,2020-08-21T23:12:14Z,1520000,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,152.0,1.0,1.0,0.0,,,,,,,,,,,
154,PT01M41.00S,2020-08-21T23:12:24.0Z,1,REGULAR,turnover,lostball,[],1628369,,,1610612738,22,24,2020-08-21T23:12:30Z,1530000,,,0,,J. Tatum TURNOVER lostball (1 TOV) Stolen,"[1628369, 1626196]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,1.0,,,,,,,Richardson,1626196.0,
155,PT01M41.00S,2020-08-21T23:12:24.0Z,1,REGULAR,steal,,[],1626196,,,1610612755,22,24,2020-08-21T23:12:27Z,1540000,,,0,,J. Richardson STEAL (1 STL),[1626196],1610612755.0,PHI,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT01M41.00S,2020-08-21T23:12:32.0Z,1,REGULAR,timeout,full,['team'],0,,,1610612755,22,24,2020-08-21T23:12:32Z,1550000,,,0,,timeout full,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT01M21.00S,2020-08-21T23:14:19.1Z,1,REGULAR,3pt,jumpshot,['fromturnover'],1627788,25.312089356110377,85.11795343137256,1610612755,22,24,2020-08-21T23:14:23Z,1560000,-176.0,185.0,1,left,MISS F. Korkmaz 26' 3PT,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,25.94,Missed,,,,,,,,,,,,,,,,,,,
158,PT01M18.00S,2020-08-21T23:14:22.1Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,22,24,2020-08-21T23:14:23Z,1570000,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,157.0,1.0,1.0,0.0,,,,,,,,,,,
159,PT01M06.00S,2020-08-21T23:14:34.2Z,1,REGULAR,2pt,jumpshot,[],202954,71.69842312746385,38.794424019607845,1610612738,22,24,2020-08-21T23:14:40Z,1580000,-56.0,214.0,1,right,MISS B. Wanamaker 23' jumpshot,[202954],1610612738.0,BOS,pullup,,,Wanamaker,B. Wanamaker,,,,,22.6,Missed,,,,,,,,,,,,,,,,,,,
160,PT01M05.00S,2020-08-21T23:14:35.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,22,24,2020-08-21T23:14:40Z,1590000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,159.0,,,,,,,,,,,,,,
161,PT01M05.00S,2020-08-21T23:14:40.5Z,1,REGULAR,foul,personal,[],202692,,,1610612738,22,24,2020-08-21T23:15:02Z,1600000,,,0,,A. Burks FOUL personal (1 PF),"[202692, 1629684]",1610612755.0,PHI,looseball,,,Burks,A. Burks,,,,,,,,,,,,,,,2004.0,,1.0,0.0,Williams,1629684.0,,,,,
163,PT00M59.20S,2020-08-21T23:15:07.4Z,1,REGULAR,2pt,jumpshot,['2ndchance'],1627759,78.53153745072274,55.4610906862745,1610612738,22,24,2020-08-21T23:15:12Z,1620000,27.0,149.0,1,right,MISS J. Brown 16' jumpshot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,15.72,Missed,,,,,,,,,,,,,,,,,,,
164,PT00M55.10S,2020-08-21T23:15:11.5Z,1,REGULAR,rebound,offensive,[],1628369,,,1610612738,22,24,2020-08-21T23:15:12Z,1630000,,,0,,J. Tatum REBOUND (Off:1 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,163.0,2.0,1.0,1.0,,,,,,,,,,,
165,PT00M52.90S,2020-08-21T23:15:14.1Z,1,REGULAR,3pt,jumpshot,['2ndchance'],1628400,72.35545335085413,78.25520833333334,1610612738,22,24,2020-08-21T23:15:21Z,1640000,141.0,207.0,1,right,MISS S. Ojeleye 26' 3PT,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,25.55,Missed,,,,,,,,,,,,,,,,,,,
166,PT00M50.80S,2020-08-21T23:15:16.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,22,24,2020-08-21T23:15:21Z,1650000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,165.0,,,,,,,,,,,,,,
167,PT00M50.80S,2020-08-21T23:15:21.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201143,,,1610612738,22,24,2020-08-21T23:15:30Z,1660000,,,0,,A. Horford FOUL personal (2 PF) (Williams inpenalty),"[201143, 1629684]",1610612755.0,PHI,looseball,,,Horford,A. Horford,,,,,,,,,,,,,,,2882.0,,2.0,0.0,Williams,1629684.0,,,,,
169,PT00M50.80S,2020-08-21T23:15:48.0Z,1,REGULAR,freethrow,1of2,['2ndchance'],1629684,,,1610612738,22,25,2020-08-21T23:15:48Z,1680000,,,0,,G. Williams freethrow 1of2 (1 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
170,PT00M50.80S,2020-08-21T23:15:48.6Z,1,REGULAR,substitution,out,[],201143,,,1610612738,22,25,2020-08-21T23:15:58Z,1690000,,,0,,substitution out Horford,[201143],1610612755.0,PHI,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT00M50.80S,2020-08-21T23:15:48.6Z,1,REGULAR,substitution,in,[],203954,,,1610612738,22,25,2020-08-21T23:15:58Z,1710000,,,0,,substitution in Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT00M50.80S,2020-08-21T23:15:48.6Z,1,REGULAR,substitution,in,[],202683,,,1610612738,22,25,2020-08-21T23:15:58Z,1720000,,,0,,substitution in Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT00M50.80S,2020-08-21T23:15:48.6Z,1,REGULAR,substitution,out,[],1627759,,,1610612738,22,25,2020-08-21T23:16:19Z,1730000,,,0,,substitution out Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT00M50.80S,2020-08-21T23:16:19.4Z,1,REGULAR,freethrow,2of2,['2ndchance'],1629684,,,1610612738,22,26,2020-08-21T23:16:19Z,1740000,,,0,,G. Williams freethrow 2of2 (2 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
176,PT00M36.20S,2020-08-21T23:16:36.7Z,1,REGULAR,2pt,jumpshot,[],202692,22.946780551905388,59.13756127450981,1610612755,22,26,2020-08-21T23:17:01Z,1750000,-46.0,163.0,1,left,MISS A. Burks 17' jumpshot,[202692],1610612755.0,PHI,pullup,,,Burks,A. Burks,,,,,17.48,Missed,,,,,,,,,,,,,,,,,,,
177,PT00M35.30S,2020-08-21T23:16:37.6Z,1,REGULAR,rebound,offensive,[],203954,,,1610612755,22,26,2020-08-21T23:17:01Z,1760000,,,0,,J. Embiid REBOUND (Off:3 Def:2),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,176.0,5.0,2.0,3.0,,,,,,,,,,,
