actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
370,PT10M47.00S,2020-08-11T22:27:50.3Z,3,REGULAR,foul,personal,['2freethrow'],1628415,,,1610612738,40,59,2020-08-11T22:28:20Z,3680000,,,0,,D. Brooks FOUL personal (3 PF) (Brown 2freethrow),"[1628415, 1627759]",1610612763.0,MEM,shooting,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,200832.0,3.0,0.0,Brown,1627759.0,,,
372,PT10M47.00S,2020-08-11T22:28:13.7Z,3,REGULAR,freethrow,1of2,[],1627759,,,1610612738,40,59,2020-08-11T22:28:31Z,3700000,,,0,,MISS J. Brown freethrow 1of2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,,
373,PT10M47.00S,2020-08-11T22:28:13.7Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612738,40,59,2020-08-11T22:28:31Z,3710000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,372.0,,,,,,,,,,,,,,,,,,
374,PT10M47.00S,2020-08-11T22:28:13.7Z,3,REGULAR,freethrow,2of2,[],1627759,,,1610612738,40,59,2020-08-11T22:28:31Z,3720000,,,0,,MISS J. Brown freethrow 2of2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,,
375,PT10M43.00S,2020-08-11T22:28:17.7Z,3,REGULAR,rebound,defensive,[],203937,,,1610612763,40,59,2020-08-11T22:28:31Z,3730000,,,0,,K. Anderson REBOUND (Off:0 Def:4),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,374.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
376,PT10M37.00S,2020-08-11T22:28:39.3Z,3,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612763,40,59,2020-08-11T22:28:50Z,3740000,,,0,,D. Theis FOUL personal (2 PF) (Brooks 2freethrow),"[1628464, 1628415]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,200832.0,2.0,0.0,Brooks,1628415.0,,,
378,PT10M37.00S,2020-08-11T22:29:02.4Z,3,REGULAR,freethrow,1of2,[],1628415,,,1610612763,41,59,2020-08-11T22:29:02Z,3760000,,,0,,D. Brooks freethrow 1of2 (7 PTS),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
379,PT10M37.00S,2020-08-11T22:29:13.3Z,3,REGULAR,freethrow,2of2,[],1628415,,,1610612763,42,59,2020-08-11T22:29:13Z,3770000,,,0,,D. Brooks freethrow 2of2 (8 PTS),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,Made,,,,,8.0,,,,,,,,,,,,,,
380,PT10M26.00S,2020-08-11T22:29:25.9Z,3,REGULAR,2pt,layup,['pointsinthepaint'],202330,4.681340341655716,44.676776960784316,1610612738,42,61,2020-08-11T22:29:31Z,3780000,27.0,-8.0,1,left,G. Hayward layup (8 PTS),[202330],1610612738.0,BOS,drivingreverse,,,Hayward,G. Hayward,,,,,2.68,Made,,,,,8.0,,,,,,,,,,,,,,
381,PT10M05.00S,2020-08-11T22:29:45.8Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],1629630,83.78777923784494,47.372855392156865,1610612763,44,61,2020-08-11T22:29:49Z,3790000,-13.0,100.0,1,right,J. Morant 11' jumpshot (12 PTS),[1629630],1610612763.0,MEM,drivingfloating,,,Morant,J. Morant,,,,,10.62,Made,,,,,12.0,,,,,,,,,,,,,,
382,PT09M44.00S,2020-08-11T22:30:07.5Z,3,REGULAR,3pt,jumpshot,[],202330,21.369908015768726,7.912071078431373,1610612738,44,61,2020-08-11T22:30:13Z,3800000,210.0,148.0,1,left,MISS G. Hayward 26' 3PT,[202330],1610612738.0,BOS,stepback,,,Hayward,G. Hayward,,,,,26.07,Missed,,,,,,,,,,,,,,,,,,,
383,PT09M41.00S,2020-08-11T22:30:10.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,44,61,2020-08-11T22:30:13Z,3810000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,382.0,,,,,,,,,,,,,,,,,,
384,PT09M41.00S,2020-08-11T22:30:14.2Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612738,44,61,2020-08-11T22:30:14Z,3820000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT09M34.00S,2020-08-11T22:30:36.5Z,3,REGULAR,turnover,lostball,[],202689,,,1610612738,44,61,2020-08-11T22:30:40Z,3830000,,,0,,K. Walker TURNOVER lostball (1 TOV) Stolen,"[202689, 202685]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,1.0,Valanciunas,202685.0,,,,,,,,,,,
386,PT09M34.00S,2020-08-11T22:30:36.5Z,3,REGULAR,steal,,[],202685,,,1610612763,44,61,2020-08-11T22:30:39Z,3840000,,,0,,J. Valanciunas STEAL (2 STL),[202685],1610612763.0,MEM,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT09M25.00S,2020-08-11T22:30:45.2Z,3,REGULAR,3pt,jumpshot,['fromturnover'],1629630,92.32917214191852,95.16697303921569,1610612763,47,61,2020-08-11T22:30:50Z,3850000,226.0,20.0,1,right,J. Morant 23' 3PT  (15 PTS) (K. Anderson 2 AST),"[1629630, 203937]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,22.72,Made,,,,,15.0,,,,K. Anderson,203937.0,2.0,,,,,,,,
389,PT09M12.00S,2020-08-11T22:30:58.6Z,3,REGULAR,3pt,jumpshot,[],202689,28.203022339027594,21.88265931372549,1610612738,47,61,2020-08-11T22:31:11Z,3870000,141.0,213.0,1,left,MISS K. Walker 26' 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,25.95,Missed,,,,,,,,,,,,,,,,,,,
390,PT09M09.00S,2020-08-11T22:31:01.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612763,47,61,2020-08-11T22:31:05Z,3880000,,,0,,Team defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,389.0,,,,,,,,,,,,,,,,,,
391,PT09M09.00S,2020-08-11T22:31:05.5Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612763,47,61,2020-08-11T22:31:05Z,3890000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT08M54.00S,2020-08-11T22:31:23.7Z,3,REGULAR,turnover,badpass,[],1628415,,,1610612763,47,61,2020-08-11T22:31:28Z,3900000,,,0,,D. Brooks TURNOVER badpass (2 TOV) Stolen,"[1628415, 1628464]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,2.0,Theis,1628464.0,,,,,,,,,,,
393,PT08M54.00S,2020-08-11T22:31:23.7Z,3,REGULAR,steal,,[],1628464,,,1610612738,47,61,2020-08-11T22:31:25Z,3910000,,,0,,D. Theis STEAL (1 STL),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT08M50.00S,2020-08-11T22:31:27.9Z,3,REGULAR,3pt,jumpshot,"['fromturnover', 'fastbreak']",1627759,6.783837056504599,2.5199142156862746,1610612738,47,61,2020-08-11T22:31:34Z,3920000,237.0,11.0,1,left,MISS J. Brown 24' 3PT,[1627759],1610612738.0,BOS,runningpullup,,,Brown,J. Brown,,,,,23.8,Missed,,,,,,,,,,,,,,,,,,,
395,PT08M45.00S,2020-08-11T22:31:32.9Z,3,REGULAR,rebound,defensive,[],1628415,,,1610612763,47,61,2020-08-11T22:31:34Z,3930000,,,0,,D. Brooks REBOUND (Off:0 Def:1),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,394.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
396,PT08M41.00S,2020-08-11T22:31:36.6Z,3,REGULAR,3pt,jumpshot,['fastbreak'],201229,71.82982917214193,20.166973039215684,1610612763,47,61,2020-08-11T22:31:42Z,3940000,-149.0,212.0,1,right,MISS A. Tolliver 26' 3PT,[201229],1610612763.0,MEM,,,,Tolliver,A. Tolliver,,,,,26.4,Missed,,,,,,,,,,,,,,,,,,,
397,PT08M38.00S,2020-08-11T22:31:39.6Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,47,61,2020-08-11T22:31:42Z,3950000,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,396.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
398,PT08M29.00S,2020-08-11T22:31:48.5Z,3,REGULAR,3pt,jumpshot,[],202330,19.398817345597898,91.98069852941177,1610612738,47,61,2020-08-11T22:31:53Z,3960000,-210.0,130.0,1,left,MISS G. Hayward 25' 3PT,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,24.97,Missed,,,,,,,,,,,,,,,,,,,
399,PT08M26.00S,2020-08-11T22:31:51.5Z,3,REGULAR,rebound,defensive,[],202685,,,1610612763,47,61,2020-08-11T22:31:53Z,3970000,,,0,,J. Valanciunas REBOUND (Off:4 Def:5),[202685],1610612763.0,MEM,,,,Valanciunas,J. Valanciunas,,,,,,,398.0,9.0,5.0,4.0,,,,,,,,,,,,,,,
400,PT08M13.00S,2020-08-11T22:32:06.5Z,3,REGULAR,foul,personal,['2freethrow'],202689,,,1610612763,47,61,2020-08-11T22:32:16Z,3980000,,,0,,K. Walker FOUL personal (2 PF) (Valanciunas 2freethrow),"[202689, 202685]",1610612738.0,BOS,shooting,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,1626300.0,2.0,0.0,Valanciunas,202685.0,,,
402,PT08M13.00S,2020-08-11T22:32:30.6Z,3,REGULAR,freethrow,1of2,[],202685,,,1610612763,48,61,2020-08-11T22:32:30Z,4000000,,,0,,J. Valanciunas freethrow 1of2 (10 PTS),[202685],1610612763.0,MEM,,,,Valanciunas,J. Valanciunas,,,,,,Made,,,,,10.0,,,,,,,,,,,,,,
403,PT08M13.00S,2020-08-11T22:32:49.6Z,3,REGULAR,freethrow,2of2,[],202685,,,1610612763,49,61,2020-08-11T22:32:49Z,4010000,,,0,,J. Valanciunas freethrow 2of2 (11 PTS),[202685],1610612763.0,MEM,,,,Valanciunas,J. Valanciunas,,,,,,Made,,,,,11.0,,,,,,,,,,,,,,
404,PT07M59.00S,2020-08-11T22:33:10.7Z,3,REGULAR,3pt,jumpshot,[],202330,27.283180026281208,80.21599264705883,1610612738,49,61,2020-08-11T22:33:16Z,4020000,-151.0,204.0,1,left,MISS G. Hayward 26' 3PT,[202330],1610612738.0,BOS,stepback,,,Hayward,G. Hayward,,,,,25.83,Missed,,,,,,,,,,,,,,,,,,,
405,PT07M56.00S,2020-08-11T22:33:13.7Z,3,REGULAR,rebound,defensive,[],202685,,,1610612763,49,61,2020-08-11T22:33:25Z,4030000,,,0,,J. Valanciunas REBOUND (Off:4 Def:6),[202685],1610612763.0,MEM,,,,Valanciunas,J. Valanciunas,,,,,,,404.0,10.0,6.0,4.0,,,,,,,,,,,,,,,
406,PT07M51.00S,2020-08-11T22:33:20.6Z,3,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612763,49,61,2020-08-11T22:33:35Z,4040000,,,0,,J. Brown FOUL personal (2 PF) (Morant 2freethrow),"[1627759, 1629630]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,200832.0,2.0,0.0,Morant,1629630.0,,,
408,PT07M51.00S,2020-08-11T22:33:50.9Z,3,REGULAR,freethrow,1of2,['fastbreak'],1629630,,,1610612763,50,61,2020-08-11T22:34:16Z,4060000,,,0,,J. Morant freethrow 1of2 (16 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,Made,,,,,16.0,,,,,,,,,,,,,,
409,PT07M51.00S,2020-08-11T22:33:53.9Z,3,REGULAR,substitution,out,[],202685,,,1610612763,50,61,2020-08-11T22:33:57Z,4070000,,,0,,substitution out Valanciunas,[202685],1610612763.0,MEM,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT07M51.00S,2020-08-11T22:33:53.9Z,3,REGULAR,substitution,in,[],203476,,,1610612763,50,61,2020-08-11T22:33:57Z,4080000,,,0,,substitution in Dieng,[203476],1610612763.0,MEM,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT07M51.00S,2020-08-11T22:33:50.9Z,3,REGULAR,freethrow,2of2,['fastbreak'],1629630,,,1610612763,50,61,2020-08-11T22:34:16Z,4090000,,,0,,MISS J. Morant freethrow 2of2,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,Missed,,,,,,,,,,,,,,,,,,,
412,PT07M48.00S,2020-08-11T22:33:53.9Z,3,REGULAR,rebound,offensive,[],1628415,,,1610612763,50,61,2020-08-11T22:34:16Z,4100000,,,0,,D. Brooks REBOUND (Off:1 Def:1),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,411.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
413,PT07M43.00S,2020-08-11T22:34:15.3Z,3,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",203476,94.1688567674113,52.51991421568627,1610612763,52,61,2020-08-11T22:34:19Z,4110000,13.0,2.0,1,right,G. Dieng layup (2 PTS) (D. Brooks 3 AST),"[203476, 1628415]",1610612763.0,MEM,,,,Dieng,G. Dieng,,,,,1.48,Made,,,,,2.0,,,,D. Brooks,1628415.0,3.0,,,,,,,,
415,PT07M43.00S,2020-08-11T22:34:19.8Z,3,REGULAR,foul,personal,['1freethrow'],1627759,,,1610612763,52,61,2020-08-11T22:34:35Z,4130000,,,0,,J. Brown FOUL personal (3 PF) (Dieng 1freethrow),"[1627759, 203476]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,1626300.0,3.0,0.0,Dieng,203476.0,,,
417,PT07M43.00S,2020-08-11T22:34:28.4Z,3,REGULAR,substitution,out,[],201229,,,1610612763,52,61,2020-08-11T22:34:34Z,4150000,,,0,,substitution out Tolliver,[201229],1610612763.0,MEM,,,,Tolliver,A. Tolliver,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT07M43.00S,2020-08-11T22:34:28.4Z,3,REGULAR,substitution,in,[],1629634,,,1610612763,52,61,2020-08-11T22:34:34Z,4160000,,,0,,substitution in Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT07M43.00S,2020-08-11T22:34:46.2Z,3,REGULAR,freethrow,1of1,['2ndchance'],203476,,,1610612763,53,61,2020-08-11T22:34:46Z,4170000,,,0,,G. Dieng freethrow 1of1 (3 PTS),[203476],1610612763.0,MEM,,,,Dieng,G. Dieng,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
420,PT07M31.00S,2020-08-11T22:35:07.8Z,3,REGULAR,foul,personal,['2freethrow'],1628415,,,1610612738,53,61,2020-08-11T22:35:15Z,4180000,,,0,,D. Brooks FOUL personal (4 PF) (Tatum 2freethrow),"[1628415, 1628369]",1610612763.0,MEM,shooting,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,1626300.0,4.0,0.0,Tatum,1628369.0,,,
422,PT07M31.00S,2020-08-11T22:35:27.5Z,3,REGULAR,freethrow,1of2,[],1628369,,,1610612738,53,62,2020-08-11T22:35:27Z,4200000,,,0,,J. Tatum freethrow 1of2 (21 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,21.0,,,,,,,,,,,,,,
423,PT07M31.00S,2020-08-11T22:35:28.2Z,3,REGULAR,substitution,out,[],202330,,,1610612738,53,62,2020-08-11T22:35:35Z,4210000,,,0,,substitution out Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT07M31.00S,2020-08-11T22:35:28.2Z,3,REGULAR,substitution,in,[],203935,,,1610612738,53,62,2020-08-11T22:35:35Z,4220000,,,0,,substitution in Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT07M31.00S,2020-08-11T22:35:47.7Z,3,REGULAR,freethrow,2of2,[],1628369,,,1610612738,53,63,2020-08-11T22:35:47Z,4230000,,,0,,J. Tatum freethrow 2of2 (22 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,22.0,,,,,,,,,,,,,,
426,PT07M17.00S,2020-08-11T22:36:02.1Z,3,REGULAR,3pt,jumpshot,[],203476,70.38436268068331,77.27481617647058,1610612763,53,63,2020-08-11T22:36:07Z,4240000,136.0,226.0,1,right,MISS G. Dieng 27' 3PT,[203476],1610612763.0,MEM,,,,Dieng,G. Dieng,,,,,26.86,Missed,,,,,,,,,,,,,,,,,,,
427,PT07M15.00S,2020-08-11T22:36:04.1Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,53,63,2020-08-11T22:36:07Z,4250000,,,0,,J. Brown REBOUND (Off:0 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,426.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
428,PT07M05.00S,2020-08-11T22:36:18.0Z,3,REGULAR,foul,personal,[],203476,,,1610612738,53,63,2020-08-11T22:36:31Z,4260000,,,0,,G. Dieng FOUL personal (1 PF),"[203476, 1627759]",1610612763.0,MEM,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,200832.0,1.0,0.0,Brown,1627759.0,,,
430,PT06M59.00S,2020-08-11T22:36:54.0Z,3,REGULAR,3pt,jumpshot,[],1628369,26.888961892247043,79.97089460784314,1610612738,53,66,2020-08-11T22:37:42Z,4280000,-150.0,200.0,1,left,J. Tatum 25' 3PT  (25 PTS),[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,25.46,Made,,,,,25.0,,,,,,,,,,,,,,
431,PT06M47.00S,2020-08-11T22:37:06.3Z,3,REGULAR,turnover,lostball,[],1629630,,,1610612763,53,66,2020-08-11T22:37:13Z,4290000,,,0,,J. Morant TURNOVER lostball (2 TOV) Stolen,"[1629630, 202689]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,2.0,Walker,202689.0,,,,,,,,,,,
432,PT06M47.00S,2020-08-11T22:37:06.3Z,3,REGULAR,steal,,[],202689,,,1610612738,53,66,2020-08-11T22:37:08Z,4300000,,,0,,K. Walker STEAL (1 STL),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT06M43.00S,2020-08-11T22:37:10.4Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627759,5.732588699080158,56.93167892156863,1610612738,53,66,2020-08-11T22:37:18Z,4310000,-35.0,1.0,1,left,MISS J. Brown layup Blocked,"[1627759, 1629630]",1610612738.0,BOS,running,,,Brown,J. Brown,,,,,3.54,Missed,,,,,,,,,,,,,,,,,Morant,1629630.0,
434,PT06M43.00S,2020-08-11T22:37:10.4Z,3,REGULAR,block,,[],1629630,,,1610612738,53,66,2020-08-11T22:37:13Z,4320000,,,0,,J. Morant BLOCK (2 BLK),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT06M43.00S,2020-08-11T22:37:10.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,53,66,2020-08-11T22:37:18Z,4330000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,433.0,,,,,,,,,,,,,,,,,,
436,PT06M43.00S,2020-08-11T22:37:16.6Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612738,53,66,2020-08-11T22:37:16Z,4340000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT06M43.00S,2020-08-11T22:37:21.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,53,66,2020-08-11T22:37:21Z,4350000,,,0,,timeout full,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT06M43.00S,2020-08-11T22:39:57.7Z,3,REGULAR,substitution,out,[],203937,,,1610612738,53,66,2020-08-11T22:40:21Z,4360000,,,0,,substitution out Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT06M43.00S,2020-08-11T22:39:57.7Z,3,REGULAR,substitution,out,[],1628415,,,1610612738,53,66,2020-08-11T22:40:21Z,4370000,,,0,,substitution out Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT06M43.00S,2020-08-11T22:39:57.7Z,3,REGULAR,substitution,in,[],1629001,,,1610612738,53,66,2020-08-11T22:40:21Z,4380000,,,0,,substitution in Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT06M43.00S,2020-08-11T22:39:57.7Z,3,REGULAR,substitution,in,[],1628960,,,1610612738,53,66,2020-08-11T22:40:21Z,4390000,,,0,,substitution in Allen,[1628960],1610612763.0,MEM,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT06M30.00S,2020-08-11T22:41:00.7Z,3,REGULAR,turnover,badpass,[],1628369,,,1610612738,53,66,2020-08-11T22:41:05Z,4400000,,,0,,J. Tatum TURNOVER badpass (4 TOV) Stolen,"[1628369, 203476]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,4.0,Dieng,203476.0,,,,,,,,,,,
443,PT06M30.00S,2020-08-11T22:41:00.7Z,3,REGULAR,steal,,[],203476,,,1610612763,53,66,2020-08-11T22:41:02Z,4410000,,,0,,G. Dieng STEAL (1 STL),[203476],1610612763.0,MEM,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT06M11.00S,2020-08-11T22:41:19.7Z,3,REGULAR,2pt,jumpshot,['fromturnover'],1628960,88.25558475689881,77.27481617647058,1610612763,55,66,2020-08-11T22:41:23Z,4420000,136.0,58.0,1,right,G. Allen 15' jumpshot (9 PTS) (J. Morant 8 AST),"[1628960, 1629630]",1610612763.0,MEM,drivingfloating,,,Allen,G. Allen,,,,,15.04,Made,,,,,9.0,,,,J. Morant,1629630.0,8.0,,,,,,,,
446,PT06M01.00S,2020-08-11T22:41:34.0Z,3,REGULAR,foul,personal,['2freethrow'],203476,,,1610612738,55,66,2020-08-11T22:41:51Z,4440000,,,0,,G. Dieng FOUL personal (2 PF) (Smart 2freethrow),"[203476, 203935]",1610612763.0,MEM,shooting,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,2715.0,2.0,0.0,Smart,203935.0,,,
448,PT06M01.00S,2020-08-11T22:42:00.8Z,3,REGULAR,freethrow,1of2,[],203935,,,1610612738,55,67,2020-08-11T22:42:00Z,4460000,,,0,,M. Smart freethrow 1of2 (7 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
449,PT06M01.00S,2020-08-11T22:42:14.7Z,3,REGULAR,freethrow,2of2,[],203935,,,1610612738,55,68,2020-08-11T22:42:14Z,4470000,,,0,,M. Smart freethrow 2of2 (8 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,,,,8.0,,,,,,,,,,,,,,
450,PT05M36.00S,2020-08-11T22:42:41.0Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1629634,95.0886990801577,55.21599264705882,1610612763,55,68,2020-08-11T22:42:47Z,4480000,26.0,-6.0,1,right,MISS B. Clarke layup,[1629634],1610612763.0,MEM,driving,,,Clarke,B. Clarke,,,,,2.61,Missed,,,,,,,,,,,,,,,,,,,
451,PT05M31.00S,2020-08-11T22:42:46.0Z,3,REGULAR,rebound,offensive,[],1628960,,,1610612763,55,68,2020-08-11T22:42:47Z,4490000,,,0,,G. Allen REBOUND (Off:2 Def:2),[1628960],1610612763.0,MEM,,,,Allen,G. Allen,,,,,,,450.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
452,PT05M27.00S,2020-08-11T22:42:49.1Z,3,REGULAR,3pt,jumpshot,['2ndchance'],1628960,73.80091984231275,82.17677696078431,1610612763,55,68,2020-08-11T22:42:53Z,4500000,161.0,194.0,1,right,MISS G. Allen 26' 3PT,[1628960],1610612763.0,MEM,,,,Allen,G. Allen,,,,,25.61,Missed,,,,,,,,,,,,,,,,,,,
453,PT05M24.00S,2020-08-11T22:42:52.1Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,55,68,2020-08-11T22:42:53Z,4510000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,452.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
454,PT05M18.00S,2020-08-11T22:42:58.3Z,3,REGULAR,3pt,jumpshot,[],1627759,28.597240473061763,80.95128676470588,1610612738,55,68,2020-08-11T22:43:03Z,4520000,-155.0,216.0,1,left,MISS J. Brown 27' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,27.05,Missed,,,,,,,,,,,,,,,,,,,
455,PT05M14.00S,2020-08-11T22:43:02.3Z,3,REGULAR,rebound,defensive,[],203476,,,1610612763,55,68,2020-08-11T22:43:03Z,4530000,,,0,,G. Dieng REBOUND (Off:0 Def:4),[203476],1610612763.0,MEM,,,,Dieng,G. Dieng,,,,,,,454.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
456,PT05M04.00S,2020-08-11T22:43:17.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627759,,,1610612763,55,68,2020-08-11T22:43:24Z,4540000,,,0,,J. Brown FOUL personal (4 PF) (Dieng inpenalty),"[1627759, 203476]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,1626300.0,4.0,0.0,Dieng,203476.0,,,
458,PT05M04.00S,2020-08-11T22:43:44.5Z,3,REGULAR,freethrow,1of2,[],203476,,,1610612763,55,68,2020-08-11T22:43:44Z,4560000,,,0,,MISS G. Dieng freethrow 1of2,[203476],1610612763.0,MEM,,,,Dieng,G. Dieng,,,,,,Missed,,,,,,,,,,,,,,,,,,,
459,PT05M04.00S,2020-08-11T22:43:44.5Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,55,68,2020-08-11T22:43:44Z,4570000,,,0,,Team offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,458.0,,,,,,,,,,,,,,,,,,
