actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
93,PT05M12.00S,2020-08-11T21:25:02.6Z,1,REGULAR,rebound,defensive,[],1628960,,,1610612763,9,13,2020-08-11T21:25:27Z,930000,,,0,,G. Allen REBOUND (Off:0 Def:1),[1628960],1610612763.0,MEM,,,,Allen,G. Allen,,,,,,,92.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
94,PT05M03.00S,2020-08-11T21:25:12.0Z,1,REGULAR,2pt,jumpshot,[],1628960,16.245072273324574,32.91207107843137,1610612763,11,13,2020-08-11T21:25:20Z,940000,85.0,100.0,1,left,G. Allen 14' jumpshot (2 PTS),[1628960],1610612763.0,MEM,drivingfloating,,,Allen,G. Allen,,,,,13.59,Made,,,,,2.0,,,,,,,,,,,,,,
95,PT04M46.00S,2020-08-11T21:25:28.3Z,1,REGULAR,2pt,jumpshot,[],202330,73.9323258869908,48.10814950980392,1610612738,11,13,2020-08-11T21:25:33Z,950000,-9.0,193.0,1,right,MISS G. Hayward 20' jumpshot,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,19.82,Missed,,,,,,,,,,,,,,,,,,,
96,PT04M43.00S,2020-08-11T21:25:31.3Z,1,REGULAR,rebound,defensive,[],1628960,,,1610612763,11,13,2020-08-11T21:25:33Z,960000,,,0,,G. Allen REBOUND (Off:0 Def:2),[1628960],1610612763.0,MEM,,,,Allen,G. Allen,,,,,,,95.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
97,PT04M33.00S,2020-08-11T21:25:41.5Z,1,REGULAR,3pt,jumpshot,[],1628960,25.969119579500656,82.17677696078431,1610612763,11,13,2020-08-11T21:25:47Z,970000,-161.0,192.0,1,left,MISS G. Allen 25' 3PT,[1628960],1610612763.0,MEM,,,,Allen,G. Allen,,,,,25.44,Missed,,,,,,,,,,,,,,,,,,,
98,PT04M31.00S,2020-08-11T21:25:43.5Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,11,13,2020-08-11T21:26:39Z,980000,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,97.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
99,PT04M29.00S,2020-08-11T21:25:48.5Z,1,REGULAR,turnover,outofbounds,[],1629684,,,1610612738,11,13,2020-08-11T21:26:24Z,990000,,,0,,G. Williams TURNOVER outofbounds (1 TOV),[1629684],1610612738.0,BOS,badpass,,,Williams,G. Williams,,,,,,,,,,,,1.0,,,,,,,,,,,,,
100,PT04M29.00S,2020-08-11T21:25:59.5Z,1,REGULAR,substitution,out,[],1628415,,,1610612763,11,13,2020-08-11T21:26:02Z,1000000,,,0,,substitution out Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M29.00S,2020-08-11T21:25:59.5Z,1,REGULAR,substitution,in,[],1629001,,,1610612763,11,13,2020-08-11T21:26:02Z,1010000,,,0,,substitution in Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M17.00S,2020-08-11T21:26:18.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202683,,,1610612763,11,13,2020-08-11T21:26:28Z,1030000,,,0,,E. Kanter FOUL personal (1 PF) (Morant inpenalty),"[202683, 1629630]",1610612738.0,BOS,shooting,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,1626300.0,1.0,0.0,Morant,1629630.0,,,
105,PT04M17.00S,2020-08-11T21:26:38.6Z,1,REGULAR,freethrow,1of2,['fromturnover'],1629630,,,1610612763,12,13,2020-08-11T21:26:38Z,1050000,,,0,,J. Morant freethrow 1of2 (6 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,Made,,,,,6.0,,,,,,,,,,,,,,
106,PT04M17.00S,2020-08-11T21:26:39.7Z,1,REGULAR,substitution,out,[],202689,,,1610612763,12,13,2020-08-11T21:26:43Z,1060000,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M17.00S,2020-08-11T21:26:39.7Z,1,REGULAR,substitution,in,[],202954,,,1610612763,12,13,2020-08-11T21:26:43Z,1070000,,,0,,substitution in Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M17.00S,2020-08-11T21:26:52.3Z,1,REGULAR,freethrow,2of2,['fromturnover'],1629630,,,1610612763,13,13,2020-08-11T21:26:52Z,1080000,,,0,,J. Morant freethrow 2of2 (7 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
109,PT03M59.00S,2020-08-11T21:27:13.5Z,1,REGULAR,2pt,layup,['pointsinthepaint'],202683,94.30026281208936,52.029718137254896,1610612738,13,13,2020-08-11T21:27:18Z,1090000,10.0,1.0,1,right,MISS E. Kanter layup Blocked,"[202683, 1629630]",1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,1.21,Missed,,,,,,,,,,,,,,,,,Morant,1629630.0,
110,PT03M59.00S,2020-08-11T21:27:13.5Z,1,REGULAR,block,,[],1629630,,,1610612738,13,13,2020-08-11T21:27:16Z,1100000,,,0,,J. Morant BLOCK (1 BLK),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M57.00S,2020-08-11T21:27:15.5Z,1,REGULAR,rebound,defensive,[],203476,,,1610612763,13,13,2020-08-11T21:33:03Z,1110000,,,0,,G. Dieng REBOUND (Off:0 Def:1),[203476],1610612763.0,MEM,,,,Dieng,G. Dieng,,,,,,,109.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
115,PT03M47.00S,2020-08-11T21:27:25.8Z,1,REGULAR,3pt,jumpshot,[],1629001,12.565703022339028,2.5199142156862746,1610612763,13,13,2020-08-11T21:27:33Z,1150000,237.0,66.0,1,left,MISS D. Melton 25' 3PT,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,24.78,Missed,,,,,,,,,,,,,,,,,,,
116,PT03M47.00S,2020-08-11T21:27:25.8Z,1,REGULAR,rebound,defensive,[],202683,,,1610612738,13,13,2020-08-11T21:27:33Z,1160000,,,0,,E. Kanter REBOUND (Off:0 Def:1),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,115.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
117,PT03M31.00S,2020-08-11T21:27:41.5Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],202330,81.68528252299606,36.833639705882355,1610612738,13,13,2020-08-11T21:27:48Z,1170000,-66.0,120.0,1,right,MISS G. Hayward 14' jumpshot,[202330],1610612738.0,BOS,pullup,,,Hayward,G. Hayward,,,,,14.14,Missed,,,,,,,,,,,,,,,,,,,
118,PT03M27.00S,2020-08-11T21:27:45.5Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612763,13,13,2020-08-11T21:27:48Z,1180000,,,0,,D. Melton REBOUND (Off:0 Def:1),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,117.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
119,PT03M10.00S,2020-08-11T21:28:02.0Z,1,REGULAR,3pt,jumpshot,[],1629634,24.78646517739816,13.304227941176471,1610612763,13,13,2020-08-11T21:28:07Z,1190000,183.0,180.0,1,left,MISS B. Clarke 26' 3PT,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,26.13,Missed,,,,,,,,,,,,,,,,,,,
120,PT03M08.00S,2020-08-11T21:28:04.0Z,1,REGULAR,rebound,defensive,[],202683,,,1610612738,13,13,2020-08-11T21:28:11Z,1200000,,,0,,E. Kanter REBOUND (Off:0 Def:2),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,119.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
121,PT02M55.00S,2020-08-11T21:28:16.8Z,1,REGULAR,3pt,jumpshot,[],202330,68.41327201051249,59.62775735294118,1610612738,13,16,2020-08-11T21:28:20Z,1210000,48.0,244.0,1,right,G. Hayward 25' 3PT  (3 PTS) (M. Smart 1 AST),"[202330, 203935]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,25.45,Made,,,,,3.0,,,,M. Smart,203935.0,1.0,,,,,,,,
123,PT02M29.00S,2020-08-11T21:28:43.5Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],1629001,16.507884362680684,49.57873774509804,1610612763,13,16,2020-08-11T21:28:56Z,1230000,2.0,103.0,1,left,MISS D. Melton 11' jumpshot,[1629001],1610612763.0,MEM,drivingbank,,,Melton,D. Melton,,,,,10.82,Missed,,,,,,,,,,,,,,,,,,,
124,PT02M27.00S,2020-08-11T21:28:45.5Z,1,REGULAR,rebound,offensive,[],1629634,,,1610612763,13,16,2020-08-11T21:28:56Z,1240000,,,0,,B. Clarke REBOUND (Off:1 Def:1),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,123.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
125,PT02M25.00S,2020-08-11T21:28:46.8Z,1,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1629634,7.046649145860711,50.314031862745104,1610612763,13,16,2020-08-11T21:28:50Z,1250000,-2.0,14.0,1,left,MISS B. Clarke layup,[1629634],1610612763.0,MEM,putback,,,Clarke,B. Clarke,,,,,1.93,Missed,,,,,,,,,,,,,,,,,,,
126,PT02M25.00S,2020-08-11T21:28:46.8Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,13,16,2020-08-11T21:28:50Z,1260000,,,0,,G. Williams REBOUND (Off:0 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,125.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
127,PT02M18.00S,2020-08-11T21:28:57.5Z,1,REGULAR,3pt,jumpshot,[],203935,67.09921156373193,51.78462009803921,1610612738,13,19,2020-08-11T21:34:44Z,1270000,9.0,257.0,1,right,M. Smart 26' 3PT  (3 PTS) (B. Wanamaker 1 AST),"[203935, 202954]",1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,26.25,Made,,,,,3.0,,,,B. Wanamaker,202954.0,1.0,,,,,,,,
129,PT02M18.00S,2020-08-11T21:29:03.5Z,1,REGULAR,foul,personal,['1freethrow'],1628960,,,1610612738,13,19,2020-08-11T21:29:25Z,1290000,,,0,,G. Allen FOUL personal (1 PF) (Smart 1freethrow),"[1628960, 203935]",1610612763.0,MEM,shooting,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,2715.0,1.0,0.0,Smart,203935.0,,,
131,PT02M18.00S,2020-08-11T21:29:15.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,13,19,2020-08-11T21:29:15Z,1310000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M18.00S,2020-08-11T21:31:49.7Z,1,REGULAR,substitution,out,[],1629684,,,1610612738,13,19,2020-08-11T21:32:21Z,1320000,,,0,,substitution out Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M18.00S,2020-08-11T21:31:49.7Z,1,REGULAR,substitution,out,[],202330,,,1610612738,13,19,2020-08-11T21:32:21Z,1330000,,,0,,substitution out Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M18.00S,2020-08-11T21:31:49.7Z,1,REGULAR,substitution,in,[],1628369,,,1610612738,13,19,2020-08-11T21:32:21Z,1340000,,,0,,substitution in Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M18.00S,2020-08-11T21:31:49.7Z,1,REGULAR,substitution,in,[],1627759,,,1610612738,13,19,2020-08-11T21:32:21Z,1350000,,,0,,substitution in Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M18.00S,2020-08-11T21:32:42.5Z,1,REGULAR,freethrow,1of1,[],203935,,,1610612738,13,20,2020-08-11T21:32:42Z,1360000,,,0,,M. Smart freethrow 1of1 (4 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
137,PT01M53.00S,2020-08-11T21:33:08.7Z,1,REGULAR,2pt,jumpshot,[],1629634,13.87976346911958,13.794424019607842,1610612763,13,20,2020-08-11T21:33:28Z,1370000,181.0,78.0,1,left,MISS B. Clarke 20' jumpshot,[1629634],1610612763.0,MEM,pullup,,,Clarke,B. Clarke,,,,,19.93,Missed,,,,,,,,,,,,,,,,,,,
138,PT01M50.00S,2020-08-11T21:33:11.7Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,13,20,2020-08-11T21:33:11Z,1380000,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,137.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
139,PT01M39.00S,2020-08-11T21:33:22.7Z,1,REGULAR,2pt,jumpshot,[],202683,76.03482260183968,57.421875,1610612738,13,20,2020-08-11T21:33:30Z,1390000,37.0,173.0,1,right,MISS E. Kanter 18' jumpshot,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,18.21,Missed,,,,,,,,,,,,,,,,,,,
140,PT01M35.00S,2020-08-11T21:33:26.7Z,1,REGULAR,rebound,defensive,[],203476,,,1610612763,13,20,2020-08-11T21:33:30Z,1400000,,,0,,G. Dieng REBOUND (Off:0 Def:2),[203476],1610612763.0,MEM,,,,Dieng,G. Dieng,,,,,,,139.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
141,PT01M28.00S,2020-08-11T21:33:33.2Z,1,REGULAR,2pt,jumpshot,[],203476,25.443495400788436,61.588541666666664,1610612763,13,20,2020-08-11T21:33:39Z,1410000,-58.0,187.0,1,left,MISS G. Dieng 20' jumpshot,[203476],1610612763.0,MEM,,,,Dieng,G. Dieng,,,,,20.07,Missed,,,,,,,,,,,,,,,,,,,
142,PT01M27.00S,2020-08-11T21:33:34.2Z,1,REGULAR,rebound,offensive,[],1629001,,,1610612763,13,20,2020-08-11T21:33:55Z,1420000,,,0,,D. Melton REBOUND (Off:1 Def:1),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,141.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
143,PT01M27.00S,2020-08-11T21:33:38.5Z,1,REGULAR,2pt,layup,"['2ndchance', 'pointsinthepaint']",1629001,5.0,50.0,1610612763,13,20,2020-08-11T21:33:49Z,1430000,0.0,-6.0,1,left,MISS D. Melton layup,[1629001],1610612763.0,MEM,tip,,,Melton,D. Melton,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
144,PT01M26.00S,2020-08-11T21:33:39.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,13,20,2020-08-11T21:33:49Z,1440000,,,0,,Team defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,143.0,,,,,,,,,,,,,,,,,,
145,PT01M25.00S,2020-08-11T21:33:41.1Z,1,REGULAR,stoppage,outofbounds,[],0,,,1610612738,13,20,2020-08-11T21:33:41Z,1450000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M14.00S,2020-08-11T21:33:58.5Z,1,REGULAR,turnover,badpass,[],1628369,,,1610612738,13,20,2020-08-11T21:34:07Z,1460000,,,0,,J. Tatum TURNOVER badpass (2 TOV) Stolen,"[1628369, 1629001]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,2.0,Melton,1629001.0,,,,,,,,,,,
147,PT01M14.00S,2020-08-11T21:33:58.5Z,1,REGULAR,steal,,[],1629001,,,1610612763,13,20,2020-08-11T21:34:01Z,1470000,,,0,,D. Melton STEAL (1 STL),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M08.00S,2020-08-11T21:34:44.0Z,1,REGULAR,jumpball,recovered,[],202683,,,1610612763,13,20,2020-08-11T21:34:44Z,1480000,,,0,,Jump Ball J. Brown vs. D. Melton: Tip to E. Kanter,"[202683, 1627759, 1629001]",1610612738.0,BOS,heldball,E. Kanter,202683.0,Kanter,E. Kanter,Brown,1627759.0,Melton,1629001.0,,,,,,,,,,,,,,,,,,,,,
151,PT01M08.00S,2020-08-11T21:34:44.0Z,1,REGULAR,turnover,lostball,[],1629001,,,1610612763,13,20,2020-08-11T21:34:44Z,1510000,,,0,,D. Melton TURNOVER lostball (1 TOV) Stolen,"[1629001, 1627759]",1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,1.0,Brown,1627759.0,,,,,,,,,,,
152,PT01M08.00S,2020-08-11T21:34:44.0Z,1,REGULAR,steal,,[],1627759,,,1610612738,13,20,2020-08-11T21:34:44Z,1520000,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M59.30S,2020-08-11T21:34:56.4Z,1,REGULAR,turnover,lostball,[],1628369,,,1610612738,13,20,2020-08-11T21:35:01Z,1530000,,,0,,J. Tatum TURNOVER lostball (3 TOV) Stolen,"[1628369, 1628960]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,3.0,Allen,1628960.0,,,,,,,,,,,
154,PT00M59.30S,2020-08-11T21:34:56.4Z,1,REGULAR,steal,,[],1628960,,,1610612763,13,20,2020-08-11T21:46:02Z,1540000,,,0,,G. Allen STEAL (1 STL),[1628960],1610612763.0,MEM,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT00M53.20S,2020-08-11T21:35:21.5Z,1,REGULAR,jumpball,recovered,[],1627759,,,1610612763,13,20,2020-08-11T21:35:21Z,1550000,,,0,,Jump Ball J. Tatum vs. G. Allen: Tip to J. Brown,"[1627759, 1628369, 1628960]",1610612738.0,BOS,heldball,J. Brown,1627759.0,Brown,J. Brown,Tatum,1628369.0,Allen,1628960.0,,,,,,,,,,,,,,,,,,,,,
158,PT00M53.20S,2020-08-11T21:35:21.5Z,1,REGULAR,turnover,lostball,[],1628960,,,1610612763,13,20,2020-08-11T21:35:21Z,1580000,,,0,,G. Allen TURNOVER lostball (1 TOV) Stolen,"[1628960, 1628369]",1610612763.0,MEM,,,,Allen,G. Allen,,,,,,,,,,,,1.0,Tatum,1628369.0,,,,,,,,,,,
159,PT00M53.20S,2020-08-11T21:35:21.5Z,1,REGULAR,steal,,[],1628369,,,1610612738,13,20,2020-08-11T21:35:21Z,1590000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M45.50S,2020-08-11T21:35:29.1Z,1,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",1627759,92.19776609724047,43.94148284313725,1610612738,13,20,2020-08-11T21:35:47Z,1600000,-30.0,21.0,1,right,MISS J. Brown layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,4.01,Missed,,,,,,,,,,,,,,,,,,,
161,PT00M43.60S,2020-08-11T21:35:31.0Z,1,REGULAR,rebound,offensive,[],202683,,,1610612738,13,20,2020-08-11T21:35:47Z,1610000,,,0,,E. Kanter REBOUND (Off:1 Def:2),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,160.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
162,PT00M42.20S,2020-08-11T21:35:32.4Z,1,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202683,92.9862023653088,53.990502450980394,1610612738,13,20,2020-08-11T21:35:39Z,1620000,20.0,13.0,1,right,MISS E. Kanter layup,[202683],1610612738.0,BOS,putback,,,Kanter,E. Kanter,,,,,2.75,Missed,,,,,,,,,,,,,,,,,,,
163,PT00M41.10S,2020-08-11T21:35:33.5Z,1,REGULAR,rebound,offensive,[],202683,,,1610612738,13,20,2020-08-11T21:35:39Z,1630000,,,0,,E. Kanter REBOUND (Off:2 Def:2),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,162.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
164,PT00M41.10S,2020-08-11T21:35:35.5Z,1,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202683,94.43166885676742,47.61795343137255,1610612738,13,22,2020-08-11T21:35:41Z,1640000,-12.0,0.0,1,right,E. Kanter layup (4 PTS),[202683],1610612738.0,BOS,putback,,,Kanter,E. Kanter,,,,,1.3,Made,,,,,4.0,,,,,,,,,,,,,,
165,PT00M33.10S,2020-08-11T21:35:44.3Z,1,REGULAR,2pt,layup,['pointsinthepaint'],1629634,7.30946123521682,44.18658088235294,1610612763,15,22,2020-08-11T21:35:50Z,1650000,29.0,16.0,1,left,B. Clarke layup (2 PTS) (J. Morant 2 AST),"[1629634, 1629630]",1610612763.0,MEM,alleyoop,,,Clarke,B. Clarke,,,,,3.63,Made,,,,,2.0,,,,J. Morant,1629630.0,2.0,,,,,,,,
167,PT00M17.30S,2020-08-11T21:36:04.2Z,1,REGULAR,2pt,jumpshot,[],1628369,78.0059132720105,70.90226715686273,1610612738,15,24,2020-08-11T21:36:13Z,1670000,105.0,154.0,1,right,J. Tatum 19' jumpshot (5 PTS) (M. Smart 2 AST),"[1628369, 203935]",1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,19.09,Made,,,,,5.0,,,,M. Smart,203935.0,2.0,,,,,,,,
169,PT00M00.00S,2020-08-11T21:36:27.0Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628960,12.959921156373195,49.08854166666667,1610612763,17,24,2020-08-11T21:36:31Z,1690000,5.0,69.0,1,left,G. Allen 7' jumpshot (4 PTS) (J. Morant 3 AST),"[1628960, 1629630]",1610612763.0,MEM,drivingfloating,,,Allen,G. Allen,,,,,7.49,Made,,,,,4.0,,,,J. Morant,1629630.0,3.0,,,,,,,,
171,PT00M00.00S,2020-08-11T21:36:52.7Z,1,REGULAR,instantreplay,request,[],0,,,1610612738,17,24,2020-08-11T21:37:09Z,1710000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,,,,2715.0,,,,,,,End Period - Good Basket
172,PT00M00.00S,2020-08-11T21:37:11.7Z,1,REGULAR,period,end,[],0,,,1610612738,17,24,2020-08-11T21:37:11Z,1720000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2020-08-11T21:38:47.9Z,2,REGULAR,substitution,out,['startperiod'],1629630,,,1610612738,17,24,2020-08-11T21:39:41Z,1730000,,,0,,substitution out Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2020-08-11T21:38:47.9Z,2,REGULAR,substitution,out,['startperiod'],203476,,,1610612738,17,24,2020-08-11T21:39:41Z,1740000,,,0,,substitution out Dieng,[203476],1610612763.0,MEM,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2020-08-11T21:38:47.9Z,2,REGULAR,substitution,out,['startperiod'],202683,,,1610612738,17,24,2020-08-11T21:39:41Z,1750000,,,0,,substitution out Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2020-08-11T21:38:47.9Z,2,REGULAR,substitution,in,['startperiod'],203937,,,1610612738,17,24,2020-08-11T21:39:41Z,1760000,,,0,,substitution in Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2020-08-11T21:38:47.9Z,2,REGULAR,substitution,in,['startperiod'],202685,,,1610612738,17,24,2020-08-11T21:39:41Z,1770000,,,0,,substitution in Valanciunas,[202685],1610612763.0,MEM,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2020-08-11T21:38:47.9Z,2,REGULAR,substitution,in,['startperiod'],1629057,,,1610612738,17,24,2020-08-11T21:39:41Z,1780000,,,0,,substitution in Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2020-08-11T21:40:01.2Z,2,REGULAR,period,start,[],0,,,1610612738,17,24,2020-08-11T21:40:01Z,1790000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT11M43.00S,2020-08-11T21:40:16.6Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628369,91.01511169513797,43.69638480392157,1610612738,17,24,2020-08-11T21:40:20Z,1800000,-32.0,32.0,1,right,MISS J. Tatum jumpshot,[1628369],1610612738.0,BOS,drivingfloating,,,Tatum,J. Tatum,,,,,4.9,Missed,,,,,,,,,,,,,,,,,,,
181,PT11M42.00S,2020-08-11T21:40:17.6Z,2,REGULAR,rebound,defensive,[],202685,,,1610612763,17,24,2020-08-11T21:40:20Z,1810000,,,0,,J. Valanciunas REBOUND (Off:2 Def:2),[202685],1610612763.0,MEM,,,,Valanciunas,J. Valanciunas,,,,,,,180.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
182,PT11M29.00S,2020-08-11T21:40:34.4Z,2,REGULAR,foul,personal,[],202954,,,1610612763,17,24,2020-08-11T21:40:41Z,1820000,,,0,,B. Wanamaker FOUL personal (1 PF),"[202954, 1628960]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,2715.0,1.0,0.0,Allen,1628960.0,,,
184,PT11M25.00S,2020-08-11T21:40:54.3Z,2,REGULAR,2pt,jumpshot,[],202685,19.66162943495401,31.686580882352942,1610612763,17,24,2020-08-11T21:40:58Z,1840000,92.0,132.0,1,left,MISS J. Valanciunas 17' jumpshot Blocked,"[202685, 1629057]",1610612763.0,MEM,,,,Valanciunas,J. Valanciunas,,,,,16.55,Missed,,,,,,,,,,,,,,,,,Williams III,1629057.0,
185,PT11M25.00S,2020-08-11T21:40:54.3Z,2,REGULAR,block,,[],1629057,,,1610612763,17,24,2020-08-11T21:40:56Z,1850000,,,0,,R. Williams III BLOCK (1 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT11M23.00S,2020-08-11T21:40:56.3Z,2,REGULAR,rebound,offensive,[],1628960,,,1610612763,17,24,2020-08-11T21:41:02Z,1860000,,,0,,G. Allen REBOUND (Off:1 Def:2),[1628960],1610612763.0,MEM,,,,Allen,G. Allen,,,,,,,184.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
