actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerName,assistPersonId,assistTotal,shotActionNumber,turnoverTotal,stealPlayerName,stealPersonId,stealTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,blockTotal,subsInPlayerName,subsInPersonId,value
107,PT03M10.00S,2020-02-12T02:55:19.2Z,1,REGULAR,rebound,defensive,[],203496,,,1610612745,18,14,2020-02-12T02:55:19Z,1060000,,[HOU] Covington defensive rebound (Off:0 Def:3),[203496],1610612745.0,HOU,,,,Covington,R. Covington,,,,,,,,,,,106.0,,,,,3.0,3.0,0.0,,,,,,,,,,,
108,PT03M05.00S,2020-02-12T02:55:28.0Z,1,REGULAR,foul,personal,['2freethrow'],202330,,,1610612745,18,14,2020-02-12T02:55:36Z,1070000,,[BOS] Hayward foul personal (2 PF) (Harden 2freethrow),"[202330, 201935]",1610612738.0,BOS,shooting,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,201639.0,2.0,0.0,Harden,201935.0,,,,,,
110,PT03M05.00S,2020-02-12T02:55:51.7Z,1,REGULAR,freethrow,1of2,[],201935,,,1610612745,19,14,2020-02-12T02:55:51Z,1090000,,[HOU] Harden freethrow 1of2: Made (6 PTS),[201935],1610612745.0,HOU,,,,Harden,J. Harden,,,,,,: Made,6.0,,,,,,,,,,,,,,,,,,,,,,
111,PT03M05.00S,2020-02-12T02:56:06.2Z,1,REGULAR,freethrow,2of2,[],201935,,,1610612745,20,14,2020-02-12T02:56:06Z,1100000,,[HOU] Harden freethrow 2of2: Made (7 PTS),[201935],1610612745.0,HOU,,,,Harden,J. Harden,,,,,,: Made,7.0,,,,,,,,,,,,,,,,,,,,,,
112,PT02M49.00S,2020-02-12T02:56:24.1Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],1627759,83.26215505913272,43.94148284313725,1610612738,20,14,2020-02-12T02:56:29Z,1110000,right,[BOS] Brown jumpshot: Missed Block: Covington (1 BLK),"[1627759, 203496]",1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,11.44,: Missed,,,,,,,,,,,,,,,,,,Covington,203496.0,1.0,,,
114,PT02M46.00S,2020-02-12T02:56:27.1Z,1,REGULAR,rebound,defensive,[],200782,,,1610612745,20,14,2020-02-12T02:56:29Z,1130000,,[HOU] Tucker defensive rebound (Off:0 Def:2),[200782],1610612745.0,HOU,,,,Tucker,P. Tucker,,,,,,,,,,,112.0,,,,,2.0,2.0,0.0,,,,,,,,,,,
115,PT02M39.00S,2020-02-12T02:56:34.0Z,1,REGULAR,3pt,jumpshot,[],201935,26.888961892247043,85.36305147058823,1610612745,20,14,2020-02-12T02:56:42Z,1140000,left,[HOU] Harden stepback 3pt jumpshot: Missed,[201935],1610612745.0,HOU,stepback,,,Harden,J. Harden,,,,,27.13,: Missed,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M38.00S,2020-02-12T02:56:35.0Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,20,14,2020-02-12T02:56:42Z,1150000,,[BOS] Brown defensive rebound (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,115.0,,,,,2.0,2.0,0.0,,,,,,,,,,,
117,PT02M29.00S,2020-02-12T02:56:44.4Z,1,REGULAR,turnover,badpass,[],1628400,,,1610612738,20,14,2020-02-12T02:56:50Z,1160000,,[BOS] Ojeleye badpass turnover (1 TO) Steal: Covington (1 STL),"[1628400, 203496]",1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,1.0,Covington,203496.0,1.0,,,,,,,,,,,,,,
119,PT02M25.00S,2020-02-12T02:56:49.2Z,1,REGULAR,3pt,jumpshot,"['fromturnover', 'fastbreak']",203085,22.815374507227332,88.30422794117648,1610612745,20,14,2020-02-12T02:57:00Z,1180000,left,[HOU] Rivers 3pt jumpshot: Missed,[203085],1610612745.0,HOU,,,,Rivers,A. Rivers,,,,,25.44,: Missed,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M22.00S,2020-02-12T02:56:52.2Z,1,REGULAR,rebound,defensive,[],202330,,,1610612738,20,14,2020-02-12T02:57:00Z,1190000,,[BOS] Hayward defensive rebound (Off:0 Def:2),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,119.0,,,,,2.0,2.0,0.0,,,,,,,,,,,
121,PT02M11.00S,2020-02-12T02:57:02.9Z,1,REGULAR,3pt,jumpshot,[],1627759,71.96123521681997,80.7061887254902,1610612738,20,17,2020-02-12T02:57:10Z,1200000,right,[BOS] Brown 3pt shot: Made (8 PTS) assist: Ojeleye (1 AST),"[1627759, 1628400]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,26.55,: Made,8.0,Ojeleye,1628400.0,1.0,,,,,,,,,,,,,,,,,,,
125,PT01M44.00S,2020-02-12T02:57:29.2Z,1,REGULAR,3pt,jumpshot,[],200782,6.915243101182654,4.970894607843137,1610612745,20,17,2020-02-12T02:57:36Z,1240000,left,[HOU] Tucker 3pt jumpshot: Missed,[200782],1610612745.0,HOU,,,,Tucker,P. Tucker,,,,,22.58,: Missed,,,,,,,,,,,,,,,,,,,,,,,
126,PT01M42.00S,2020-02-12T02:57:31.2Z,1,REGULAR,rebound,defensive,[],202683,,,1610612738,20,17,2020-02-12T02:57:36Z,1250000,,[BOS] Kanter defensive rebound (Off:0 Def:3),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,125.0,,,,,3.0,3.0,0.0,,,,,,,,,,,
127,PT01M32.00S,2020-02-12T02:57:40.7Z,1,REGULAR,3pt,jumpshot,[],1627759,66.83639947437582,41.73560049019608,1610612738,20,17,2020-02-12T02:57:47Z,1260000,right,[BOS] Brown 3pt jumpshot: Missed,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,26.79,: Missed,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M31.00S,2020-02-12T02:57:41.7Z,1,REGULAR,rebound,defensive,[],203463,,,1610612745,20,17,2020-02-12T02:57:47Z,1270000,,[HOU] McLemore defensive rebound (Off:0 Def:1),[203463],1610612745.0,HOU,,,,McLemore,B. McLemore,,,,,,,,,,,127.0,,,,,1.0,1.0,0.0,,,,,,,,,,,
129,PT01M14.00S,2020-02-12T02:58:04.3Z,1,REGULAR,foul,personal,[],1628400,,,1610612745,20,17,2020-02-12T02:59:14Z,1280000,,[BOS] Ojeleye foul personal (1 PF),"[1628400, 201935]",1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Harden,201935.0,,,,,,
131,PT01M14.00S,2020-02-12T02:58:19.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,20,17,2020-02-12T02:58:19Z,1300000,,[BOS] timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M14.00S,2020-02-12T03:00:22.2Z,1,REGULAR,substitution,out,[],201935,,,1610612745,20,17,2020-02-12T03:01:12Z,1310000,,[HOU] substitution Harden replaced by Westbrook,"[201935, 201566]",1610612745.0,HOU,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,,Westbrook,201566.0,
133,PT01M14.00S,2020-02-12T03:00:22.2Z,1,REGULAR,substitution,out,[],200782,,,1610612745,20,17,2020-02-12T03:01:12Z,1320000,,[HOU] substitution Tucker replaced by House Jr.,"[200782, 1627863]",1610612745.0,HOU,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,,House Jr.,1627863.0,
134,PT01M14.00S,2020-02-12T03:00:22.2Z,1,REGULAR,substitution,out,[],203496,,,1610612745,20,17,2020-02-12T03:01:12Z,1330000,,[HOU] substitution Covington replaced by Sefolosha,"[203496, 200757]",1610612745.0,HOU,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,,,Sefolosha,200757.0,
135,PT01M14.00S,2020-02-12T03:00:22.2Z,1,REGULAR,substitution,out,[],202683,,,1610612745,20,17,2020-02-12T03:01:12Z,1340000,,[BOS] substitution Kanter replaced by Theis,"[202683, 1628464]",1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,,,Theis,1628464.0,
136,PT01M14.00S,2020-02-12T03:00:22.2Z,1,REGULAR,substitution,out,[],202330,,,1610612745,20,17,2020-02-12T03:01:12Z,1350000,,[BOS] substitution Hayward replaced by Tatum,"[202330, 1628369]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,,Tatum,1628369.0,
137,PT01M14.00S,2020-02-12T03:00:22.2Z,1,REGULAR,substitution,out,[],1628400,,,1610612745,20,17,2020-02-12T03:01:12Z,1360000,,[BOS] substitution Ojeleye replaced by Wanamaker,"[1628400, 202954]",1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,,,Wanamaker,202954.0,
144,PT01M04.00S,2020-02-12T03:01:41.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627759,,,1610612745,20,17,2020-02-12T03:01:59Z,1430000,,[BOS] Brown foul personal (1 PF) (Westbrook inpenalty),"[1627759, 201566]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,201639.0,1.0,0.0,Westbrook,201566.0,,,,,,
146,PT01M04.00S,2020-02-12T03:02:06.5Z,1,REGULAR,freethrow,1of2,[],201566,,,1610612745,21,17,2020-02-12T03:02:06Z,1450000,,[HOU] Westbrook freethrow 1of2: Made (5 PTS),[201566],1610612745.0,HOU,,,,Westbrook,R. Westbrook,,,,,,: Made,5.0,,,,,,,,,,,,,,,,,,,,,,
147,PT01M04.00S,2020-02-12T03:02:06.5Z,1,REGULAR,freethrow,2of2,[],201566,,,1610612745,21,17,2020-02-12T03:02:33Z,1460000,,[HOU] Westbrook freethrow 2of2: Missed,[201566],1610612745.0,HOU,,,,Westbrook,R. Westbrook,,,,,,: Missed,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M02.00S,2020-02-12T03:02:08.5Z,1,REGULAR,rebound,offensive,[],1627863,,,1610612745,21,17,2020-02-12T03:02:33Z,1470000,,[HOU] House Jr. offensive rebound (Off:1 Def:1),[1627863],1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,,,,,,,147.0,,,,,2.0,1.0,1.0,,,,,,,,,,,
149,PT00M54.70S,2020-02-12T03:02:29.7Z,1,REGULAR,3pt,jumpshot,['2ndchance'],1627863,8.229303547963205,4.725796568627451,1610612745,21,17,2020-02-12T03:02:37Z,1480000,left,[HOU] House Jr. 3pt jumpshot: Missed,[1627863],1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,22.84,: Missed,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M51.40S,2020-02-12T03:02:32.9Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,21,17,2020-02-12T03:02:32Z,1490000,,[BOS] Smart defensive rebound (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,149.0,,,,,1.0,1.0,0.0,,,,,,,,,,,
151,PT00M34.30S,2020-02-12T03:02:50.1Z,1,REGULAR,3pt,jumpshot,[],203935,67.7562417871222,31.686580882352942,1610612738,21,17,2020-02-12T03:02:59Z,1500000,right,[BOS] Smart 3pt jumpshot: Missed,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,27.2,: Missed,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M33.10S,2020-02-12T03:02:51.3Z,1,REGULAR,rebound,defensive,[],200757,,,1610612745,21,17,2020-02-12T03:02:59Z,1510000,,[HOU] Sefolosha defensive rebound (Off:0 Def:1),[200757],1610612745.0,HOU,,,,Sefolosha,T. Sefolosha,,,,,,,,,,,151.0,,,,,1.0,1.0,0.0,,,,,,,,,,,
153,PT00M22.30S,2020-02-12T03:03:03.1Z,1,REGULAR,2pt,layup,['pointsinthepaint'],201566,6.652431011826544,49.333639705882355,1610612745,23,17,2020-02-12T03:03:06Z,1520000,left,[HOU] Westbrook layup: Made (7 PTS),[201566],1610612745.0,HOU,,,,Westbrook,R. Westbrook,,,,,1.58,: Made,7.0,,,,,,,,,,,,,,,,,,,,,,
154,PT00M01.20S,2020-02-12T03:03:25.5Z,1,REGULAR,2pt,jumpshot,[],203935,78.13731931668858,66.49050245098039,1610612738,23,17,2020-02-12T03:03:30Z,1530000,right,[BOS] Smart jumpshot: Missed,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,17.87,: Missed,,,,,,,,,,,,,,,,,,,,,,,
155,PT00M00.70S,2020-02-12T03:03:28.9Z,1,REGULAR,rebound,offensive,[],1628464,,,1610612738,23,17,2020-02-12T03:03:28Z,1540000,,[BOS] Theis offensive rebound (Off:1 Def:0),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,154.0,,,,,1.0,0.0,1.0,,,,,,,,,,,
156,PT00M00.70S,2020-02-12T03:03:36.3Z,1,REGULAR,foul,personal,['2freethrow'],203085,,,1610612738,23,17,2020-02-12T03:03:41Z,1550000,,[HOU] Rivers foul personal (1 PF) (Theis 2freethrow),"[203085, 1628464]",1610612745.0,HOU,shooting,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,1198.0,1.0,0.0,Theis,1628464.0,,,,,,
158,PT00M00.70S,2020-02-12T03:03:49.6Z,1,REGULAR,freethrow,1of2,['2ndchance'],1628464,,,1610612738,23,18,2020-02-12T03:03:49Z,1570000,,[BOS] Theis freethrow 1of2: Made (3 PTS),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,: Made,3.0,,,,,,,,,,,,,,,,,,,,,,
159,PT00M00.70S,2020-02-12T03:04:02.9Z,1,REGULAR,freethrow,2of2,['2ndchance'],1628464,,,1610612738,23,19,2020-02-12T03:04:02Z,1580000,,[BOS] Theis freethrow 2of2: Made (4 PTS),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,: Made,4.0,,,,,,,,,,,,,,,,,,,,,,
160,PT00M00.70S,2020-02-12T03:04:07.2Z,1,REGULAR,turnover,badpass,[],200757,,,1610612745,23,19,2020-02-12T03:05:31Z,1590000,,[HOU] Sefolosha badpass turnover (1 TO) Steal: Theis (1 STL),"[200757, 1628464]",1610612745.0,HOU,,,,Sefolosha,T. Sefolosha,,,,,,,,,,,,1.0,Theis,1628464.0,1.0,,,,,,,,,,,,,,
163,PT00M00.00S,2020-02-12T03:04:12.9Z,1,REGULAR,3pt,jumpshot,['fromturnover'],1628464,46.59986859395532,14.284620098039216,1610612738,23,19,2020-02-12T03:06:47Z,1605000,right,[BOS] Theis 3pt jumpshot: Missed,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,48.88,: Missed,,,,,,,,,,,,,,,,,,,,,,,
164,PT00M00.00S,2020-02-12T03:04:12.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,23,19,2020-02-12T03:06:47Z,1607500,,[BOS] Team offensive rebound,[],1610612738.0,BOS,,,,,,,,,,,,,,,,163.0,,,,,,,,,,,,,,,,,,
162,PT00M00.00S,2020-02-12T03:04:18.6Z,1,REGULAR,period,end,[],0,,,1610612738,23,19,2020-02-12T03:04:18Z,1610000,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2020-02-12T03:07:59.0Z,2,REGULAR,period,start,[],0,,,1610612745,23,19,2020-02-12T03:07:59Z,1620000,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT11M46.00S,2020-02-12T03:08:12.6Z,2,REGULAR,2pt,layup,['pointsinthepaint'],201566,7.703679369250986,52.029718137254896,1610612745,23,19,2020-02-12T03:08:18Z,1630000,left,[HOU] Westbrook layup: Missed Block: Smart (1 BLK),"[201566, 203935]",1610612745.0,HOU,driving,,,Westbrook,R. Westbrook,,,,,2.73,: Missed,,,,,,,,,,,,,,,,,,Smart,203935.0,1.0,,,
168,PT11M44.00S,2020-02-12T03:08:14.6Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,23,19,2020-02-12T03:08:18Z,1650000,,[BOS] Tatum defensive rebound (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,166.0,,,,,2.0,2.0,0.0,,,,,,,,,,,
169,PT11M43.00S,2020-02-12T03:08:18.7Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",1628369,93.51182654402102,51.53952205882353,1610612738,23,21,2020-02-12T03:08:33Z,1660000,right,[BOS] Tatum layup: Made (4 PTS),[1628369],1610612738.0,BOS,runningfingerroll,,,Tatum,J. Tatum,,,,,1.6,: Made,4.0,,,,,,,,,,,,,,,,,,,,,,
170,PT11M43.00S,2020-02-12T03:08:22.4Z,2,REGULAR,foul,personal,['1freethrow'],200757,,,1610612738,23,21,2020-02-12T03:08:33Z,1670000,,[HOU] Sefolosha foul personal (1 PF) (Tatum 1freethrow),"[200757, 1628369]",1610612745.0,HOU,shooting,,,Sefolosha,T. Sefolosha,,,,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Tatum,1628369.0,,,,,,
172,PT11M43.00S,2020-02-12T03:08:46.4Z,2,REGULAR,freethrow,1of1,[],1628369,,,1610612738,23,21,2020-02-12T03:08:46Z,1690000,,[BOS] Tatum freethrow 1of1: Missed,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,: Missed,,,,,,,,,,,,,,,,,,,,,,,
173,PT11M43.00S,2020-02-12T03:08:46.4Z,2,REGULAR,rebound,defensive,[],201566,,,1610612745,23,21,2020-02-12T03:08:51Z,1700000,,[HOU] Westbrook defensive rebound (Off:0 Def:2),[201566],1610612745.0,HOU,,,,Westbrook,R. Westbrook,,,,,,,,,,,172.0,,,,,2.0,2.0,0.0,,,,,,,,,,,
174,PT11M33.00S,2020-02-12T03:08:57.7Z,2,REGULAR,foul,personal,[],202954,,,1610612745,23,21,2020-02-12T03:09:35Z,1710000,,[BOS] Wanamaker foul personal (1 PF),"[202954, 201566]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Westbrook,201566.0,,,,,,
176,PT11M28.00S,2020-02-12T03:09:20.8Z,2,REGULAR,2pt,layup,['pointsinthepaint'],203085,6.521024967148489,50.06893382352941,1610612745,25,21,2020-02-12T03:09:39Z,1730000,left,[HOU] Rivers layup: Made (2 PTS) assist: Sefolosha (1 AST),"[203085, 200757]",1610612745.0,HOU,cutting,,,Rivers,A. Rivers,,,,,1.43,: Made,2.0,Sefolosha,200757.0,1.0,,,,,,,,,,,,,,,,,,,
178,PT11M14.00S,2020-02-12T03:09:34.7Z,2,REGULAR,3pt,jumpshot,[],1628369,66.70499342969777,61.588541666666664,1610612738,25,21,2020-02-12T03:09:42Z,1750000,right,[BOS] Tatum 3pt jumpshot: Missed,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,27.22,: Missed,,,,,,,,,,,,,,,,,,,,,,,
179,PT11M14.00S,2020-02-12T03:09:34.7Z,2,REGULAR,rebound,offensive,[],1628369,,,1610612738,25,21,2020-02-12T03:09:42Z,1760000,,[BOS] Tatum offensive rebound (Off:1 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,178.0,,,,,3.0,2.0,1.0,,,,,,,,,,,
180,PT11M09.00S,2020-02-12T03:09:40.0Z,2,REGULAR,3pt,jumpshot,['2ndchance'],203935,69.46452036793693,25.559129901960787,1610612738,25,24,2020-02-12T03:09:45Z,1770000,right,[BOS] Smart 3pt shot: Made (3 PTS) assist: Tatum (3 AST),"[203935, 1628369]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,26.93,: Made,3.0,Tatum,1628369.0,3.0,,,,,,,,,,,,,,,,,,,
182,PT10M58.00S,2020-02-12T03:09:51.7Z,2,REGULAR,3pt,jumpshot,[],203085,32.53942181340342,63.794424019607845,1610612745,25,24,2020-02-12T03:09:59Z,1790000,left,[HOU] Rivers 3pt jumpshot: Missed,[203085],1610612745.0,HOU,,,,Rivers,A. Rivers,,,,,26.79,: Missed,,,,,,,,,,,,,,,,,,,,,,,
183,PT10M54.00S,2020-02-12T03:09:55.7Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,25,24,2020-02-12T03:09:59Z,1800000,,[BOS] Theis defensive rebound (Off:1 Def:1),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,182.0,,,,,2.0,1.0,1.0,,,,,,,,,,,
184,PT10M33.00S,2020-02-12T03:10:15.1Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628369,80.76544021024968,51.049325980392155,1610612738,25,24,2020-02-12T03:10:21Z,1810000,right,[BOS] Tatum jumpshot: Missed,[1628369],1610612738.0,BOS,turnaroundfadeaway,,,Tatum,J. Tatum,,,,,13.39,: Missed,,,,,,,,,,,,,,,,,,,,,,,
185,PT10M31.00S,2020-02-12T03:10:17.1Z,2,REGULAR,rebound,defensive,[],201566,,,1610612745,25,24,2020-02-12T03:10:21Z,1820000,,[HOU] Westbrook defensive rebound (Off:0 Def:3),[201566],1610612745.0,HOU,,,,Westbrook,R. Westbrook,,,,,,,,,,,184.0,,,,,3.0,3.0,0.0,,,,,,,,,,,
188,PT10M17.00S,2020-02-12T03:10:44.9Z,2,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612745,25,24,2020-02-12T03:10:49Z,1850000,,[BOS] Theis foul personal (2 PF) (House Jr. 2freethrow),"[1628464, 1627863]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,201639.0,2.0,0.0,House Jr.,1627863.0,,,,,,
190,PT10M17.00S,2020-02-12T03:11:20.5Z,2,REGULAR,freethrow,1of2,[],1627863,,,1610612745,26,24,2020-02-12T03:11:20Z,1870000,,[HOU] House Jr. freethrow 1of2: Made (4 PTS),[1627863],1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,,: Made,4.0,,,,,,,,,,,,,,,,,,,,,,
191,PT10M17.00S,2020-02-12T03:11:31.9Z,2,REGULAR,freethrow,2of2,[],1627863,,,1610612745,27,24,2020-02-12T03:11:31Z,1880000,,[HOU] House Jr. freethrow 2of2: Made (5 PTS),[1627863],1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,,: Made,5.0,,,,,,,,,,,,,,,,,,,,,,
192,PT09M54.00S,2020-02-12T03:11:59.5Z,2,REGULAR,foul,personal,['2freethrow'],203463,,,1610612738,27,24,2020-02-12T03:12:03Z,1890000,,[HOU] McLemore foul personal (1 PF) (Tatum 2freethrow),"[203463, 1628369]",1610612745.0,HOU,shooting,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,1198.0,1.0,0.0,Tatum,1628369.0,,,,,,
194,PT09M54.00S,2020-02-12T03:12:24.3Z,2,REGULAR,freethrow,1of2,[],1628369,,,1610612738,27,25,2020-02-12T03:12:55Z,1910000,,[BOS] Tatum freethrow 1of2: Made (5 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,: Made,5.0,,,,,,,,,,,,,,,,,,,,,,
195,PT09M54.00S,2020-02-12T03:12:24.3Z,2,REGULAR,freethrow,2of2,[],1628369,,,1610612738,27,25,2020-02-12T03:12:55Z,1920000,,[BOS] Tatum freethrow 2of2: Missed,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,: Missed,,,,,,,,,,,,,,,,,,,,,,,
196,PT09M53.00S,2020-02-12T03:12:25.3Z,2,REGULAR,rebound,defensive,[],201566,,,1610612745,27,25,2020-02-12T03:12:56Z,1930000,,[HOU] Westbrook defensive rebound (Off:0 Def:4),[201566],1610612745.0,HOU,,,,Westbrook,R. Westbrook,,,,,,,,,,,195.0,,,,,4.0,4.0,0.0,,,,,,,,,,,
197,PT09M45.00S,2020-02-12T03:12:50.1Z,2,REGULAR,3pt,jumpshot,[],203463,13.485545335085414,3.2552083333333335,1610612745,27,25,2020-02-12T03:13:03Z,1940000,left,[HOU] McLemore 3pt jumpshot: Missed,[203463],1610612745.0,HOU,,,,McLemore,B. McLemore,,,,,24.69,: Missed,,,,,,,,,,,,,,,,,,,,,,,
198,PT09M43.00S,2020-02-12T03:12:51.7Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,27,25,2020-02-12T03:12:51Z,1950000,,[BOS] Tatum defensive rebound (Off:1 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,197.0,,,,,4.0,3.0,1.0,,,,,,,,,,,
199,PT09M38.00S,2020-02-12T03:12:59.4Z,2,REGULAR,turnover,traveling,[],202954,,,1610612738,27,25,2020-02-12T03:13:09Z,1960000,,[BOS] Wanamaker traveling turnover (1 TO),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,1.0,,,,,,,1198.0,,,,,,,,,,
200,PT09M28.00S,2020-02-12T03:13:17.1Z,2,REGULAR,2pt,jumpshot,['fromturnover'],201566,13.485545335085414,73.10814950980392,1610612745,27,25,2020-02-12T03:14:22Z,1970000,left,[HOU] Westbrook jumpshot: Missed,[201566],1610612745.0,HOU,turnaroundfadeawaybank,,,Westbrook,R. Westbrook,,,,,14.04,: Missed,,,,,,,,,,,,,,,,,,,,,,,
201,PT09M25.00S,2020-02-12T03:13:20.1Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,27,25,2020-02-12T03:13:28Z,1980000,,[BOS] Smart defensive rebound (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,200.0,,,,,2.0,2.0,0.0,,,,,,,,,,,
202,PT09M19.00S,2020-02-12T03:13:25.6Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],203935,89.17542706964521,53.50030637254902,1610612738,27,25,2020-02-12T03:13:36Z,1990000,right,[BOS] Smart jumpshot: Missed,[203935],1610612738.0,BOS,drivingfloating,,,Smart,M. Smart,,,,,5.75,: Missed,,,,,,,,,,,,,,,,,,,,,,,
203,PT09M18.00S,2020-02-12T03:13:27.3Z,2,REGULAR,rebound,offensive,[],1628464,,,1610612738,27,25,2020-02-12T03:13:27Z,2000000,,[BOS] Theis offensive rebound (Off:2 Def:1),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,202.0,,,,,3.0,1.0,2.0,,,,,,,,,,,
204,PT09M16.00S,2020-02-12T03:13:28.2Z,2,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1628464,93.11760840998686,49.57873774509804,1610612738,27,25,2020-02-12T03:15:36Z,2010000,right,[BOS] Theis layup: Missed,[1628464],1610612738.0,BOS,putback,,,Theis,D. Theis,,,,,1.78,: Missed,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M14.00S,2020-02-12T03:13:30.2Z,2,REGULAR,rebound,defensive,[],203463,,,1610612745,27,25,2020-02-12T03:13:42Z,2020000,,[HOU] McLemore defensive rebound (Off:0 Def:2),[203463],1610612745.0,HOU,,,,McLemore,B. McLemore,,,,,,,,,,,204.0,,,,,2.0,2.0,0.0,,,,,,,,,,,
