actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
638,PT02M20.00S,2020-08-23T19:33:55.8Z,4,REGULAR,freethrow,1of2,[],203954,,,1610612755,93,106,2020-08-23T19:33:55Z,6350000,,,0,,J. Embiid freethrow 1of2 (24 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,Made,24.0,,,,,,,,,,,,,,
639,PT02M20.00S,2020-08-23T19:34:11.0Z,4,REGULAR,freethrow,2of2,[],203954,,,1610612755,94,106,2020-08-23T19:34:11Z,6360000,,,0,,J. Embiid freethrow 2of2 (25 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,Made,25.0,,,,,,,,,,,,,,
640,PT01M59.00S,2020-08-23T19:34:35.8Z,4,REGULAR,2pt,dunk,['pointsinthepaint'],1628464,7.703679369250986,46.88265931372549,1610612738,94,108,2020-08-23T19:34:43Z,6370000,16.0,20.0,1,left,D. Theis dunk (15 PTS) (J. Tatum 4 AST),"[1628464, 1628369]",1610612738.0,BOS,cutting,,,Theis,D. Theis,,,,,,,,,,Made,15.0,,,,2.98,,,,,J. Tatum,1628369.0,4.0,,,
642,PT01M41.00S,2020-08-23T19:34:57.4Z,4,REGULAR,2pt,jumpshot,[],1629003,76.42904073587385,48.353247549019606,1610612755,96,108,2020-08-23T19:35:03Z,6390000,-8.0,169.0,1,right,S. Milton 17' jumpshot (14 PTS) (T. Harris 2 AST),"[1629003, 202699]",1610612755.0,PHI,stepback,,,Milton,S. Milton,,,,,,,,,,Made,14.0,,,,17.48,,,,,T. Harris,202699.0,2.0,,,
643,PT01M32.00S,2020-08-23T19:35:08.5Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628369,9.149145860709593,62.32383578431373,1610612738,96,108,2020-08-23T19:35:15Z,6400000,-62.0,34.0,1,left,MISS J. Tatum 7' jumpshot,[1628369],1610612738.0,BOS,drivingfloating,,,Tatum,J. Tatum,,,,,,,,,,Missed,,,,,7.29,,,,,,,,,,
644,PT01M30.00S,2020-08-23T19:35:10.5Z,4,REGULAR,rebound,defensive,[],203954,,,1610612755,96,108,2020-08-23T19:35:15Z,6410000,,,0,,J. Embiid REBOUND (Off:2 Def:8),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,643.0,10.0,8.0,2.0,,,,,,
645,PT01M20.00S,2020-08-23T19:35:19.9Z,4,REGULAR,3pt,jumpshot,[],202699,94.56307490144546,2.7650122549019605,1610612755,96,108,2020-08-23T19:35:25Z,6420000,-236.0,-1.0,1,right,MISS T. Harris 24' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,Missed,,,,,23.62,,,,,,,,,,
646,PT01M18.00S,2020-08-23T19:35:21.9Z,4,REGULAR,rebound,offensive,[],201143,,,1610612755,96,108,2020-08-23T19:35:25Z,6430000,,,0,,A. Horford REBOUND (Off:4 Def:6),[201143],1610612755.0,PHI,,,,Horford,A. Horford,,,,,,,,,,,,,,,,645.0,10.0,6.0,4.0,,,,,,
647,PT01M10.00S,2020-08-23T19:35:33.2Z,4,REGULAR,2pt,jumpshot,['2ndchance'],202699,90.75229960578186,22.863051470588236,1610612755,98,108,2020-08-23T19:35:37Z,6440000,-136.0,34.0,1,right,T. Harris 14' jumpshot (20 PTS),[202699],1610612755.0,PHI,stepback,,,Harris,T. Harris,,,,,,,,,,Made,20.0,,,,14.14,,,,,,,,,,
649,PT00M49.70S,2020-08-23T19:36:02.4Z,4,REGULAR,2pt,layup,[],1627759,6.521024967148489,33.40226715686275,1610612738,98,108,2020-08-23T19:36:14Z,6450000,83.0,9.0,1,left,MISS J. Brown 8' layup Blocked,"[1627759, 201143]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,,,,,,Missed,,,,,8.42,,,,,,,,Horford,201143.0,
650,PT00M49.70S,2020-08-23T19:36:02.4Z,4,REGULAR,block,,[],201143,,,1610612738,98,108,2020-08-23T19:36:05Z,6460000,,,0,,A. Horford BLOCK (1 BLK),[201143],1610612755.0,PHI,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT00M48.70S,2020-08-23T19:36:03.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,98,108,2020-08-23T19:36:14Z,6470000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,649.0,,,,,,,,,
652,PT00M47.70S,2020-08-23T19:36:07.9Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612738,98,108,2020-08-23T19:36:07Z,6480000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,PT00M46.10S,2020-08-23T19:36:20.6Z,4,REGULAR,3pt,jumpshot,['2ndchance'],1628369,34.773324572930356,24.823835784313726,1610612738,98,108,2020-08-23T19:37:01Z,6490000,126.0,274.0,1,left,MISS J. Tatum 31' 3PT,[1628369],1610612738.0,BOS,bank,,,Tatum,J. Tatum,,,,,,,,,,Missed,,,,,30.69,,,,,,,,,,
654,PT00M44.80S,2020-08-23T19:36:21.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,98,108,2020-08-23T19:43:43Z,6500000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,653.0,,,,,,,,,
655,PT00M44.80S,2020-08-23T19:36:36.3Z,4,REGULAR,foul,personal,[],201143,,,1610612738,98,108,2020-08-23T19:43:35Z,6510000,,,0,,A. Horford FOUL personal (4 PF),"[201143, 1628464]",1610612755.0,PHI,looseball,,,Horford,A. Horford,,,,,201640.0,4.0,0.0,Theis,1628464.0,,,,,,,,,,,,,,,,
657,PT00M44.80S,2020-08-23T19:36:58.0Z,4,REGULAR,timeout,challenge,['team'],0,,,1610612738,98,108,2020-08-23T19:42:37Z,6530000,,,0,,timeout challenge,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT00M44.80S,2020-08-23T19:37:15.7Z,4,REGULAR,instantreplay,challenge,[],0,,,1610612738,98,108,2020-08-23T19:42:26Z,6540000,,,0,,,[],1610612738.0,BOS,overturned,,,,,,,,,201640.0,,,,,,,,,,,,,,,,,,,,Corrected to Loose Ball Foul on A. Horford
660,PT00M34.00S,2020-08-23T19:40:14.5Z,4,REGULAR,stoppage,equipmentmalfunction,[],0,,,1610612738,98,108,2020-08-23T19:40:14Z,6550000,,,0,,stoppage equipmentmalfunction,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT00M34.00S,2020-08-23T19:41:06.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,98,108,2020-08-23T19:41:06Z,6560000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT00M29.20S,2020-08-23T19:42:56.0Z,4,REGULAR,turnover,shotclock,['team'],0,,,1610612738,98,108,2020-08-23T19:43:10Z,6570000,,,0,,Team TURNOVER shotclock,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT00M22.70S,2020-08-23T19:43:15.0Z,4,REGULAR,3pt,jumpshot,['fromturnover'],1626196,71.30420499342969,9.627757352941178,1610612755,101,108,2020-08-23T19:43:29Z,6580000,-202.0,217.0,1,right,J. Richardson 30' 3PT  (14 PTS) (S. Milton 1 AST),"[1626196, 1629003]",1610612755.0,PHI,,,,Richardson,J. Richardson,,,,,,,,,,Made,14.0,,,,30.06,,,,,S. Milton,1629003.0,1.0,,,
665,PT00M13.80S,2020-08-23T19:43:33.9Z,4,REGULAR,turnover,badpass,[],1627759,,,1610612738,101,108,2020-08-23T19:43:38Z,6600000,,,0,,J. Brown TURNOVER badpass (5 TOV) Stolen,"[1627759, 203954]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,5.0,Embiid,203954.0,,,,,,,,,,,
666,PT00M13.80S,2020-08-23T19:43:33.9Z,4,REGULAR,steal,,[],203954,,,1610612755,101,108,2020-08-23T19:43:36Z,6610000,,,0,,J. Embiid STEAL (3 STL),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
667,PT00M11.70S,2020-08-23T19:43:42.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628464,,,1610612755,101,108,2020-08-23T19:43:50Z,6620000,,,0,,D. Theis FOUL personal (2 PF) (Embiid inpenalty),"[1628464, 203954]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,2715.0,2.0,0.0,Embiid,203954.0,,,,,,,,,,,,,,,,
669,PT00M11.70S,2020-08-23T19:44:09.5Z,4,REGULAR,freethrow,1of2,['fromturnover'],203954,,,1610612755,102,108,2020-08-23T19:44:09Z,6640000,,,0,,J. Embiid freethrow 1of2 (26 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,Made,26.0,,,,,,,,,,,,,,
670,PT00M11.70S,2020-08-23T19:44:20.2Z,4,REGULAR,freethrow,2of2,['fromturnover'],203954,,,1610612755,103,108,2020-08-23T19:44:20Z,6650000,,,0,,J. Embiid freethrow 2of2 (27 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,Made,27.0,,,,,,,,,,,,,,
671,PT00M06.50S,2020-08-23T19:44:30.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629003,,,1610612738,103,108,2020-08-23T19:44:38Z,6660000,,,0,,S. Milton FOUL personal (5 PF) (Walker inpenalty),"[1629003, 202689]",1610612755.0,PHI,,,,Milton,S. Milton,,,,,2715.0,5.0,0.0,Walker,202689.0,,,,,,,,,,,,,,,,
673,PT00M06.50S,2020-08-23T19:44:56.8Z,4,REGULAR,freethrow,1of2,[],202689,,,1610612738,103,109,2020-08-23T19:44:56Z,6680000,,,0,,K. Walker freethrow 1of2 (31 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,Made,31.0,,,,,,,,,,,,,,
674,PT00M06.50S,2020-08-23T19:45:13.3Z,4,REGULAR,freethrow,2of2,[],202689,,,1610612738,103,110,2020-08-23T19:45:13Z,6690000,,,0,,K. Walker freethrow 2of2 (32 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,Made,32.0,,,,,,,,,,,,,,
675,PT00M06.50S,2020-08-23T19:45:16.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612755,103,110,2020-08-23T19:45:16Z,6700000,,,0,,timeout full,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,PT00M02.00S,2020-08-23T19:46:47.4Z,4,REGULAR,3pt,jumpshot,[],203954,68.28186596583443,17.47089460784314,1610612755,106,110,2020-08-23T19:46:53Z,6710000,-163.0,246.0,1,right,J. Embiid 30' 3PT  (30 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,Made,30.0,,,,29.92,,,,,,,,,,
677,PT00M00.00S,2020-08-23T19:46:55.4Z,4,REGULAR,period,end,[],0,,,1610612738,106,110,2020-08-23T19:46:55Z,6720000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,PT00M00.00S,2020-08-23T19:47:00.3Z,4,REGULAR,game,end,[],0,,,0,106,110,2020-08-23T19:47:00Z,6730000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
