actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
273,PT03M52.00S,2020-08-23T18:08:13.2Z,2,REGULAR,2pt,hook,['pointsinthepaint'],201143,10.5946123521682,48.353247549019606,1610612755,53,51,2020-08-23T18:08:18Z,2710000,8.0,47.0,1,left,A. Horford hook (8 PTS),[201143],1610612755.0,PHI,turnaround,,,Horford,A. Horford,,,,,,,,,,Made,8.0,,,,5.32,,,,,,,,,,
274,PT03M39.00S,2020-08-23T18:08:29.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201143,,,1610612738,53,51,2020-08-23T18:08:36Z,2720000,,,0,,A. Horford FOUL personal (2 PF) (Brown inpenalty),"[201143, 1627759]",1610612755.0,PHI,shooting,,,Horford,A. Horford,,,,,203592.0,2.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,,
276,PT03M39.00S,2020-08-23T18:08:53.9Z,2,REGULAR,freethrow,1of2,[],1627759,,,1610612738,53,52,2020-08-23T18:08:54Z,2740000,,,0,,J. Brown freethrow 1of2 (9 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
277,PT03M39.00S,2020-08-23T18:08:54.5Z,2,REGULAR,substitution,out,[],201143,,,1610612738,53,52,2020-08-23T18:09:05Z,2750000,,,0,,substitution out Horford,[201143],1610612755.0,PHI,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT03M39.00S,2020-08-23T18:08:54.5Z,2,REGULAR,substitution,out,[],1628464,,,1610612738,53,52,2020-08-23T18:09:05Z,2760000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT03M39.00S,2020-08-23T18:08:54.5Z,2,REGULAR,substitution,in,[],203954,,,1610612738,53,52,2020-08-23T18:09:05Z,2770000,,,0,,substitution in Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT03M39.00S,2020-08-23T18:08:54.5Z,2,REGULAR,substitution,in,[],202683,,,1610612738,53,52,2020-08-23T18:09:05Z,2780000,,,0,,substitution in Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT03M39.00S,2020-08-23T18:09:14.3Z,2,REGULAR,freethrow,2of2,[],1627759,,,1610612738,53,53,2020-08-23T18:09:14Z,2790000,,,0,,J. Brown freethrow 2of2 (10 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
282,PT03M25.00S,2020-08-23T18:09:31.7Z,2,REGULAR,3pt,jumpshot,[],202692,11.645860709592641,3.010110294117647,1610612755,53,53,2020-08-23T18:09:37Z,2800000,235.0,57.0,1,left,MISS A. Burks 24' 3PT,[202692],1610612755.0,PHI,,,,Burks,A. Burks,,,,,,,,,,Missed,,,,,24.31,,,,,,,,,,
283,PT03M23.00S,2020-08-23T18:09:33.7Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,53,53,2020-08-23T18:09:41Z,2810000,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,282.0,2.0,2.0,0.0,,,,,,
284,PT03M13.00S,2020-08-23T18:09:43.5Z,2,REGULAR,2pt,jumpshot,[],202954,85.3646517739816,88.05912990196079,1610612738,53,53,2020-08-23T18:09:52Z,2820000,190.0,85.0,1,right,MISS B. Wanamaker 21' jumpshot,[202954],1610612738.0,BOS,pullup,,,Wanamaker,B. Wanamaker,,,,,,,,,,Missed,,,,,21.08,,,,,,,,,,
285,PT03M11.00S,2020-08-23T18:09:45.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612755,53,53,2020-08-23T18:09:52Z,2830000,,,0,,Team defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,284.0,,,,,,,,,
286,PT03M11.00S,2020-08-23T18:09:49.4Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612755,53,53,2020-08-23T18:09:49Z,2840000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT03M00.00S,2020-08-23T18:10:08.0Z,2,REGULAR,foul,personal,['2freethrow'],202683,,,1610612755,53,53,2020-08-23T18:10:15Z,2850000,,,0,,E. Kanter FOUL personal (2 PF) (Embiid 2freethrow),"[202683, 203954]",1610612738.0,BOS,shooting,,,Kanter,E. Kanter,,,,,203592.0,2.0,0.0,Embiid,203954.0,,,,,,,,,,,,,,,,
289,PT03M00.00S,2020-08-23T18:10:27.6Z,2,REGULAR,freethrow,1of2,[],203954,,,1610612755,54,53,2020-08-23T18:10:27Z,2870000,,,0,,J. Embiid freethrow 1of2 (10 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
290,PT03M00.00S,2020-08-23T18:10:29.5Z,2,REGULAR,substitution,out,[],202954,,,1610612755,54,53,2020-08-23T18:10:34Z,2880000,,,0,,substitution out Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT03M00.00S,2020-08-23T18:10:29.5Z,2,REGULAR,substitution,in,[],202689,,,1610612755,54,53,2020-08-23T18:10:34Z,2890000,,,0,,substitution in Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT03M00.00S,2020-08-23T18:10:48.5Z,2,REGULAR,freethrow,2of2,[],203954,,,1610612755,55,53,2020-08-23T18:10:48Z,2900000,,,0,,J. Embiid freethrow 2of2 (11 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,
293,PT02M45.00S,2020-08-23T18:11:08.0Z,2,REGULAR,turnover,outofbounds,[],1627759,,,1610612738,55,53,2020-08-23T18:11:13Z,2910000,,,0,,J. Brown TURNOVER outofbounds (1 TOV),[1627759],1610612738.0,BOS,badpass,,,Brown,J. Brown,,,,,203592.0,,,,,,,1.0,,,,,,,,,,,,,
294,PT02M30.00S,2020-08-23T18:11:29.6Z,2,REGULAR,3pt,jumpshot,['fromturnover'],202699,20.581471747700395,5.706188725490196,1610612755,58,53,2020-08-23T18:11:34Z,2920000,221.0,141.0,1,left,T. Harris 27' 3PT  (12 PTS) (J. Richardson 4 AST),"[202699, 1626196]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,Made,12.0,,,,26.56,,,,,J. Richardson,1626196.0,4.0,,,
296,PT02M02.00S,2020-08-23T18:11:56.6Z,2,REGULAR,2pt,jumpshot,[],1628369,86.5473061760841,18.941482843137255,1610612738,58,53,2020-08-23T18:12:41Z,2940000,-155.0,74.0,1,right,MISS J. Tatum 17' jumpshot,[1628369],1610612738.0,BOS,pullupbank,,,Tatum,J. Tatum,,,,,,,,,,Missed,,,,,17.45,,,,,,,,,,
297,PT02M00.00S,2020-08-23T18:11:58.6Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,58,53,2020-08-23T18:12:06Z,2950000,,,0,,J. Embiid REBOUND (Off:0 Def:4),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,296.0,4.0,4.0,0.0,,,,,,
298,PT01M46.00S,2020-08-23T18:12:14.5Z,2,REGULAR,2pt,jumpshot,[],202692,13.091327201051248,18.696384803921568,1610612755,58,53,2020-08-23T18:12:26Z,2960000,157.0,71.0,1,left,MISS A. Burks 17' jumpshot,[202692],1610612755.0,PHI,drivingbank,,,Burks,A. Burks,,,,,,,,,,Missed,,,,,17.4,,,,,,,,,,
299,PT01M45.00S,2020-08-23T18:12:15.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612755,58,53,2020-08-23T18:12:26Z,2970000,,,0,,Team offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,298.0,,,,,,,,,
300,PT01M45.00S,2020-08-23T18:12:20.7Z,2,REGULAR,foul,personal,[],202683,,,1610612755,58,53,2020-08-23T18:12:32Z,2980000,,,0,,E. Kanter FOUL personal (3 PF),"[202683, 203954]",1610612738.0,BOS,looseball,,,Kanter,E. Kanter,,,,,201640.0,3.0,0.0,Embiid,203954.0,,,,,,,,,,,,,,,,
302,PT01M45.00S,2020-08-23T18:12:32.9Z,2,REGULAR,substitution,out,[],202699,,,1610612755,58,53,2020-08-23T18:13:00Z,3000000,,,0,,substitution out Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT01M45.00S,2020-08-23T18:12:32.9Z,2,REGULAR,substitution,in,[],201143,,,1610612755,58,53,2020-08-23T18:13:00Z,3010000,,,0,,substitution in Horford,[201143],1610612755.0,PHI,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT01M31.00S,2020-08-23T18:13:27.2Z,2,REGULAR,2pt,jumpshot,['2ndchance'],203954,21.369908015768726,49.08854166666667,1610612755,58,53,2020-08-23T18:13:33Z,3020000,5.0,148.0,1,left,MISS J. Embiid 15' jumpshot,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,Missed,,,,,15.4,,,,,,,,,,
305,PT01M29.00S,2020-08-23T18:13:29.2Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,58,53,2020-08-23T18:13:33Z,3030000,,,0,,M. Smart REBOUND (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,304.0,2.0,2.0,0.0,,,,,,
306,PT01M18.00S,2020-08-23T18:13:40.6Z,2,REGULAR,2pt,jumpshot,[],1627759,76.5604467805519,36.833639705882355,1610612738,58,55,2020-08-23T18:13:45Z,3040000,-66.0,168.0,1,right,J. Brown 19' jumpshot (12 PTS) (E. Kanter 1 AST),"[1627759, 202683]",1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,,,,,,Made,12.0,,,,18.54,,,,,E. Kanter,202683.0,1.0,,,
309,PT00M48.50S,2020-08-23T18:14:11.0Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],201143,9.937582128777924,62.56893382352941,1610612755,58,55,2020-08-23T18:14:20Z,3070000,-63.0,41.0,1,left,MISS A. Horford 8' jumpshot Blocked,"[201143, 202689]",1610612755.0,PHI,fadeaway,,,Horford,A. Horford,,,,,,,,,,Missed,,,,,7.81,,,,,,,,Walker,202689.0,
310,PT00M48.50S,2020-08-23T18:14:11.0Z,2,REGULAR,block,,[],202689,,,1610612755,58,55,2020-08-23T18:14:13Z,3080000,,,0,,K. Walker BLOCK (1 BLK),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT00M45.50S,2020-08-23T18:14:14.0Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,58,55,2020-08-23T18:14:20Z,3090000,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,309.0,3.0,3.0,0.0,,,,,,
312,PT00M44.40S,2020-08-23T18:14:15.1Z,2,REGULAR,turnover,badpass,[],1627759,,,1610612738,58,55,2020-08-23T18:14:24Z,3100000,,,0,,J. Brown TURNOVER badpass (2 TOV) Stolen,"[1627759, 203954]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,2.0,Embiid,203954.0,,,,,,,,,,,
313,PT00M44.40S,2020-08-23T18:14:15.1Z,2,REGULAR,steal,,[],203954,,,1610612755,58,55,2020-08-23T18:14:16Z,3110000,,,0,,J. Embiid STEAL (2 STL),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT00M40.90S,2020-08-23T18:14:19.5Z,2,REGULAR,3pt,jumpshot,"['fastbreak', 'fromturnover']",202692,30.042706964520367,74.57873774509804,1610612755,58,55,2020-08-23T18:14:34Z,3120000,-123.0,230.0,1,left,MISS A. Burks 27' 3PT,[202692],1610612755.0,PHI,runningpullup,,,Burks,A. Burks,,,,,,,,,,Missed,,,,,26.56,,,,,,,,,,
315,PT00M39.80S,2020-08-23T18:14:20.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,58,55,2020-08-23T18:14:34Z,3130000,,,0,,Team defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,314.0,,,,,,,,,
316,PT00M39.80S,2020-08-23T18:14:28.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626196,,,1610612738,58,55,2020-08-23T18:14:37Z,3140000,,,0,,J. Richardson FOUL personal (3 PF) (Walker inpenalty),"[1626196, 202689]",1610612755.0,PHI,,,,Richardson,J. Richardson,,,,,201640.0,3.0,0.0,Walker,202689.0,,,,,,,,,,,,,,,,
318,PT00M39.80S,2020-08-23T18:14:38.6Z,2,REGULAR,foul,technical,"['inpenalty', '1freethrow']",1626196,,,1610612738,58,55,2020-08-23T18:14:52Z,3160000,,,0,,J. Richardson FOUL technical (1 Tech),[1626196],1610612755.0,PHI,,,,Richardson,J. Richardson,,,,,201640.0,3.0,1.0,,,,,,,,,,,,,,,,,,
319,PT00M39.80S,2020-08-23T18:14:59.2Z,2,REGULAR,freethrow,1of1,[],202689,,,1610612738,58,55,2020-08-23T18:14:59Z,3170000,,,0,,MISS K. Walker technical freethrow 1of1,[202689],1610612738.0,BOS,technical,,,Walker,K. Walker,,,,,,,,,,Missed,,,,,,,,,,,,,,,
320,PT00M39.80S,2020-08-23T18:14:59.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,58,55,2020-08-23T18:14:59Z,3180000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,319.0,,,,,,,,,
321,PT00M39.80S,2020-08-23T18:15:29.6Z,2,REGULAR,freethrow,1of2,[],202689,,,1610612738,58,56,2020-08-23T18:15:29Z,3190000,,,0,,K. Walker freethrow 1of2 (19 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,Made,19.0,,,,,,,,,,,,,,
322,PT00M39.80S,2020-08-23T18:15:30.4Z,2,REGULAR,substitution,out,[],1626196,,,1610612738,58,56,2020-08-23T18:15:35Z,3200000,,,0,,substitution out Richardson,[1626196],1610612755.0,PHI,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT00M39.80S,2020-08-23T18:15:30.4Z,2,REGULAR,substitution,in,[],1629680,,,1610612738,58,56,2020-08-23T18:15:35Z,3210000,,,0,,substitution in Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT00M39.80S,2020-08-23T18:15:54.9Z,2,REGULAR,freethrow,2of2,[],202689,,,1610612738,58,57,2020-08-23T18:15:54Z,3220000,,,0,,K. Walker freethrow 2of2 (20 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,Made,20.0,,,,,,,,,,,,,,
325,PT00M32.60S,2020-08-23T18:16:06.2Z,2,REGULAR,3pt,jumpshot,[],1629003,32.013797634691194,31.93167892156863,1610612755,58,57,2020-08-23T18:16:16Z,3230000,90.0,248.0,1,left,MISS S. Milton 27' 3PT,[1629003],1610612755.0,PHI,pullup,,,Milton,S. Milton,,,,,,,,,,Missed,,,,,26.95,,,,,,,,,,
326,PT00M30.40S,2020-08-23T18:16:08.4Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,58,57,2020-08-23T18:16:16Z,3240000,,,0,,J. Tatum REBOUND (Off:1 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,325.0,7.0,6.0,1.0,,,,,,
327,PT00M11.60S,2020-08-23T18:16:27.0Z,2,REGULAR,3pt,jumpshot,[],202689,83.65637319316689,4.725796568627451,1610612738,58,57,2020-08-23T18:16:35Z,3250000,-226.0,101.0,1,right,MISS K. Walker 25' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,Missed,,,,,25.02,,,,,,,,,,
328,PT00M09.10S,2020-08-23T18:16:29.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612755,58,57,2020-08-23T18:16:35Z,3260000,,,0,,Team defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,327.0,,,,,,,,,
329,PT00M09.10S,2020-08-23T18:16:33.5Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612755,58,57,2020-08-23T18:16:33Z,3270000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT00M09.10S,2020-08-23T18:16:40.6Z,2,REGULAR,substitution,out,[],1629680,,,1610612755,58,57,2020-08-23T18:16:45Z,3280000,,,0,,substitution out Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT00M09.10S,2020-08-23T18:16:40.6Z,2,REGULAR,substitution,in,[],1627788,,,1610612755,58,57,2020-08-23T18:16:45Z,3290000,,,0,,substitution in Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT00M02.00S,2020-08-23T18:17:03.6Z,2,REGULAR,3pt,jumpshot,[],203954,31.225361366622867,78.50030637254902,1610612755,58,57,2020-08-23T18:18:01Z,3300000,-143.0,241.0,1,left,MISS J. Embiid 28' 3PT,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,Missed,,,,,28.47,,,,,,,,,,
333,PT00M00.10S,2020-08-23T18:17:05.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612755,58,57,2020-08-23T18:18:01Z,3310000,,,0,,Team offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,332.0,,,,,,,,,
334,PT00M00.00S,2020-08-23T18:17:09.1Z,2,REGULAR,period,end,[],0,,,1610612755,58,57,2020-08-23T18:17:09Z,3320000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2020-08-23T18:31:15.5Z,3,REGULAR,substitution,out,['startperiod'],202692,,,1610612755,58,57,2020-08-23T18:32:32Z,3330000,,,0,,substitution out Burks,[202692],1610612755.0,PHI,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2020-08-23T18:31:15.5Z,3,REGULAR,substitution,out,['startperiod'],1627788,,,1610612755,58,57,2020-08-23T18:32:32Z,3340000,,,0,,substitution out Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2020-08-23T18:31:15.5Z,3,REGULAR,substitution,out,['startperiod'],202683,,,1610612755,58,57,2020-08-23T18:32:32Z,3350000,,,0,,substitution out Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2020-08-23T18:31:15.5Z,3,REGULAR,substitution,in,['startperiod'],1626196,,,1610612755,58,57,2020-08-23T18:32:32Z,3360000,,,0,,substitution in Richardson,[1626196],1610612755.0,PHI,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2020-08-23T18:31:15.5Z,3,REGULAR,substitution,in,['startperiod'],202699,,,1610612755,58,57,2020-08-23T18:32:32Z,3370000,,,0,,substitution in Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2020-08-23T18:31:15.5Z,3,REGULAR,substitution,in,['startperiod'],1628464,,,1610612755,58,57,2020-08-23T18:32:32Z,3380000,,,0,,substitution in Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2020-08-23T18:32:42.9Z,3,REGULAR,period,start,[],0,,,1610612738,58,57,2020-08-23T18:32:42Z,3390000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT11M37.00S,2020-08-23T18:33:04.6Z,3,REGULAR,3pt,jumpshot,[],1627759,5.863994743758213,96.6375612745098,1610612738,58,57,2020-08-23T18:33:12Z,3400000,-233.0,3.0,1,left,MISS J. Brown 23' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Missed,,,,,23.33,,,,,,,,,,
343,PT11M35.00S,2020-08-23T18:33:06.6Z,3,REGULAR,rebound,defensive,[],201143,,,1610612755,58,57,2020-08-23T18:33:12Z,3410000,,,0,,A. Horford REBOUND (Off:3 Def:4),[201143],1610612755.0,PHI,,,,Horford,A. Horford,,,,,,,,,,,,,,,,342.0,7.0,4.0,3.0,,,,,,
344,PT11M23.00S,2020-08-23T18:33:22.0Z,3,REGULAR,turnover,lostball,[],203954,,,1610612755,58,57,2020-08-23T18:33:36Z,3420000,,,0,,J. Embiid TURNOVER lostball (1 TOV) Stolen,"[203954, 1627759]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,1.0,Brown,1627759.0,,,,,,,,,,,
345,PT11M23.00S,2020-08-23T18:33:22.0Z,3,REGULAR,steal,,[],1627759,,,1610612738,58,57,2020-08-23T18:33:25Z,3430000,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT11M21.00S,2020-08-23T18:33:28.5Z,3,REGULAR,foul,personal,[],203954,,,1610612738,58,57,2020-08-23T18:33:39Z,3440000,,,0,,J. Embiid FOUL personal (2 PF),"[203954, 203935]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,201640.0,2.0,0.0,Smart,203935.0,,,,,,,,,,,,,,,,
348,PT11M03.00S,2020-08-23T18:33:55.4Z,3,REGULAR,2pt,jumpshot,['fromturnover'],1628464,5.995400788436268,16.735600490196077,1610612738,58,57,2020-08-23T18:34:03Z,3460000,166.0,4.0,1,left,MISS D. Theis 17' jumpshot,[1628464],1610612738.0,BOS,pullup,,,Theis,D. Theis,,,,,,,,,,Missed,,,,,16.66,,,,,,,,,,
349,PT11M01.00S,2020-08-23T18:33:57.4Z,3,REGULAR,rebound,defensive,[],1629003,,,1610612755,58,57,2020-08-23T18:34:03Z,3470000,,,0,,S. Milton REBOUND (Off:0 Def:3),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,348.0,3.0,3.0,0.0,,,,,,
350,PT10M48.00S,2020-08-23T18:34:09.7Z,3,REGULAR,3pt,jumpshot,[],1626196,79.71419185282524,90.51011029411765,1610612755,58,57,2020-08-23T18:34:17Z,3480000,203.0,138.0,1,right,MISS J. Richardson 25' 3PT,[1626196],1610612755.0,PHI,,,,Richardson,J. Richardson,,,,,,,,,,Missed,,,,,24.84,,,,,,,,,,
351,PT10M46.00S,2020-08-23T18:34:11.7Z,3,REGULAR,rebound,offensive,[],1626196,,,1610612755,58,57,2020-08-23T18:34:17Z,3490000,,,0,,J. Richardson REBOUND (Off:1 Def:0),[1626196],1610612755.0,PHI,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,350.0,1.0,0.0,1.0,,,,,,
352,PT10M38.00S,2020-08-23T18:34:19.4Z,3,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1626196,92.59198423127464,44.43167892156863,1610612755,58,57,2020-08-23T18:34:24Z,3500000,-28.0,17.0,1,right,MISS J. Richardson layup,[1626196],1610612755.0,PHI,drivingreverse,,,Richardson,J. Richardson,,,,,,,,,,Missed,,,,,3.58,,,,,,,,,,
353,PT10M36.00S,2020-08-23T18:34:21.4Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,58,57,2020-08-23T18:34:24Z,3510000,,,0,,J. Tatum REBOUND (Off:1 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,352.0,8.0,7.0,1.0,,,,,,
354,PT10M24.00S,2020-08-23T18:34:34.2Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1627759,6.652431011826544,44.921875,1610612738,58,59,2020-08-23T18:34:42Z,3520000,25.0,10.0,1,left,J. Brown layup (14 PTS) (D. Theis 1 AST),"[1627759, 1628464]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,,,,,,Made,14.0,,,,2.98,,,,,D. Theis,1628464.0,1.0,,,
356,PT10M04.00S,2020-08-23T18:34:53.8Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],1629003,80.76544021024968,45.65716911764706,1610612755,60,59,2020-08-23T18:34:58Z,3540000,-22.0,128.0,1,right,S. Milton 14' jumpshot (10 PTS),[1629003],1610612755.0,PHI,turnaround,,,Milton,S. Milton,,,,,,,,,,Made,10.0,,,,13.55,,,,,,,,,,
357,PT09M49.00S,2020-08-23T18:35:09.4Z,3,REGULAR,2pt,dunk,['pointsinthepaint'],1628464,6.1268068331143235,52.029718137254896,1610612738,60,61,2020-08-23T18:35:14Z,3550000,-10.0,5.0,1,left,D. Theis dunk (8 PTS) (K. Walker 2 AST),"[1628464, 202689]",1610612738.0,BOS,cutting,,,Theis,D. Theis,,,,,,,,,,Made,8.0,,,,1.46,,,,,K. Walker,202689.0,2.0,,,
359,PT09M28.00S,2020-08-23T18:35:29.5Z,3,REGULAR,2pt,hook,['pointsinthepaint'],201143,86.28449408672799,48.84344362745098,1610612755,60,61,2020-08-23T18:35:34Z,3570000,-6.0,76.0,1,right,MISS A. Horford 8' hook,[201143],1610612755.0,PHI,driving,,,Horford,A. Horford,,,,,,,,,,Missed,,,,,8.21,,,,,,,,,,
360,PT09M27.00S,2020-08-23T18:35:30.5Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,60,61,2020-08-23T18:35:34Z,3580000,,,0,,D. Theis REBOUND (Off:1 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,359.0,3.0,2.0,1.0,,,,,,
361,PT09M22.00S,2020-08-23T18:35:38.6Z,3,REGULAR,foul,personal,['2freethrow'],1629003,,,1610612738,60,61,2020-08-23T18:35:48Z,3590000,,,0,,S. Milton FOUL personal (2 PF) (Walker 2freethrow),"[1629003, 202689]",1610612755.0,PHI,shooting,,,Milton,S. Milton,,,,,2715.0,2.0,0.0,Walker,202689.0,,,,,,,,,,,,,,,,
363,PT09M22.00S,2020-08-23T18:36:06.5Z,3,REGULAR,freethrow,1of2,[],202689,,,1610612738,60,62,2020-08-23T18:36:06Z,3610000,,,0,,K. Walker freethrow 1of2 (21 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,Made,21.0,,,,,,,,,,,,,,
