actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value,stealPlayerName,stealPersonId
437,PT05M32.00S,2022-05-10T01:07:21.0Z,3,REGULAR,rebound,defensive,[],1629684,,,1610612738,67,63,2022-05-10T01:07:21Z,4300000,,,0,,G. Williams REBOUND (Off:0 Def:4),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,436.0,4.0,4.0,0.0,,,,,,,,,,,,,,
438,PT05M21.00S,2022-05-10T01:07:32.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,92.9862023653088,52.94117647058824,1610612738,67,63,2022-05-10T01:07:39Z,4310000,15.0,13.0,1,right,MISS J. Tatum driving finger roll Layup,[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,1.99,Missed,,,,,,,,,,,,,,,,,,,
439,PT05M18.00S,2022-05-10T01:07:35.7Z,3,REGULAR,rebound,defensive,[],1626192,,,1610612749,67,63,2022-05-10T01:07:39Z,4320000,,,0,,P. Connaughton REBOUND (Off:0 Def:5),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,438.0,5.0,5.0,0.0,,,,,,,,,,,,,,
440,PT05M03.00S,2022-05-10T01:07:49.5Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1626171,14.799605781865965,36.51960784313725,1610612749,69,63,2022-05-10T01:07:53Z,4330000,67.0,87.0,1,left,B. Portis 10' driving Hook (4 PTS) (G. Hill 1 AST),"[1626171, 201588]",1610612749.0,MIL,driving,,,Portis,B. Portis,,,,,10.97,Made,4.0,,,,,,,,,,,,,G. Hill,201588.0,1.0,,,
443,PT04M49.00S,2022-05-10T01:08:04.1Z,3,REGULAR,2pt,Jump Shot,[],1629684,94.69448094612353,9.803921568627452,1610612738,69,65,2022-05-10T01:09:06Z,4350000,-201.0,-3.0,1,right,G. Williams 20' step back Jump Shot (9 PTS) (M. Smart 5 AST),"[1629684, 203935]",1610612738.0,BOS,step back,,,Williams,G. Williams,,,,,20.1,Made,9.0,,,,,,,,,,,,,M. Smart,203935.0,5.0,,,
445,PT04M26.00S,2022-05-10T01:08:26.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203507,6.521024967148489,48.28431372549019,1610612749,71,65,2022-05-10T01:08:31Z,4370000,9.0,9.0,1,left,G. Antetokounmpo driving finger roll Layup (25 PTS),[203507],1610612749.0,MIL,driving finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,1.23,Made,25.0,,,,,,,,,,,,,,,,,,
446,PT04M06.00S,2022-05-10T01:08:47.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,90.75229960578186,40.931372549019606,1610612738,71,65,2022-05-10T01:09:40Z,4380000,-45.0,34.0,1,right,MISS J. Tatum driving floating Shot,[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,5.69,Missed,,,,,,,,,,,,,,,,,,,
447,PT04M03.00S,2022-05-10T01:08:50.3Z,3,REGULAR,rebound,defensive,[],1626192,,,1610612749,71,65,2022-05-10T01:08:59Z,4390000,,,0,,P. Connaughton REBOUND (Off:0 Def:6),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,446.0,6.0,6.0,0.0,,,,,,,,,,,,,,
448,PT04M01.00S,2022-05-10T01:08:55.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612749,71,65,2022-05-10T01:09:29Z,4400000,,,0,,G. Williams shooting personal FOUL (3 PF) (Antetokounmpo 2 FT),"[1629684, 203507]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,,,1627962.0,,3.0,0.0,Antetokounmpo,203507.0,,,,,,
450,PT04M01.00S,2022-05-10T01:09:45.8Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],203507,,,1610612749,71,65,2022-05-10T01:13:33Z,4425000,,,0,,MISS G. Antetokounmpo Free Throw 1 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
451,PT04M01.00S,2022-05-10T01:09:45.8Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612749,71,65,2022-05-10T01:13:33Z,4432500,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,450.0,,,,,,,,,,,,,,,,,
476,PT04M01.00S,2022-05-10T01:10:06.2Z,3,REGULAR,substitution,out,[],201950,,,1610612749,71,65,2022-05-10T01:14:47Z,4434375,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT04M01.00S,2022-05-10T01:10:06.2Z,3,REGULAR,substitution,out,[],1626171,,,1610612749,71,65,2022-05-10T01:14:47Z,4435312,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT04M01.00S,2022-05-10T01:10:06.2Z,3,REGULAR,substitution,out,[],201143,,,1610612749,71,65,2022-05-10T01:14:47Z,4435781,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT04M01.00S,2022-05-10T01:10:06.2Z,3,REGULAR,substitution,in,[],1628960,,,1610612749,71,65,2022-05-10T01:14:47Z,4436015,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT04M01.00S,2022-05-10T01:10:06.2Z,3,REGULAR,substitution,in,[],201572,,,1610612749,71,65,2022-05-10T01:14:47Z,4436132,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT04M01.00S,2022-05-10T01:10:06.2Z,3,REGULAR,substitution,in,[],1628464,,,1610612749,71,65,2022-05-10T01:14:47Z,4436191,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT04M01.00S,2022-05-10T01:09:45.8Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],203507,,,1610612749,71,65,2022-05-10T01:13:33Z,4436250,,,0,,MISS G. Antetokounmpo Free Throw 2 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
459,PT04M01.00S,2022-05-10T01:09:45.8Z,3,REGULAR,rebound,offensive,[],201572,,,1610612749,71,65,2022-05-10T01:13:33Z,4438125,,,0,,B. Lopez REBOUND (Off:4 Def:2),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,458.0,6.0,2.0,4.0,,,,,,,,,,,,,,
460,PT04M00.00S,2022-05-10T01:10:26.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201572,5.590000152587891,50.0,1610612749,73,65,2022-05-10T01:13:02Z,4495000,0.0,0.0,1,left,B. Lopez tip Layup (7 PTS),[201572],1610612749.0,MIL,tip,,,Lopez,B. Lopez,,,,,0.0,Made,7.0,,,,,,,,,,,,,,,,,,
461,PT03M44.00S,2022-05-10T01:10:35.3Z,3,REGULAR,3pt,Jump Shot,[],1628401,73.40670170827858,11.27450980392157,1610612738,73,65,2022-05-10T01:10:44Z,4530000,-194.0,197.0,1,right,MISS D. White 27' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,27.66,Missed,,,,,,,,,,,,,,,,,,,
462,PT03M44.00S,2022-05-10T01:10:35.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612749,73,65,2022-05-10T01:10:44Z,4540000,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,461.0,,,,,,,,,,,,,,,,,
463,PT03M44.00S,2022-05-10T01:10:42.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612749,73,65,2022-05-10T01:11:13Z,4550000,,,0,,G. Williams loose ball personal FOUL (4 PF) (Antetokounmpo 2 FT),"[1629684, 203507]",1610612738.0,BOS,loose ball,,,Williams,G. Williams,,,,,,,,,,,,,,1627962.0,,4.0,0.0,Antetokounmpo,203507.0,,,,,,
465,PT03M44.00S,2022-05-10T01:11:21.1Z,3,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,73,65,2022-05-10T01:11:21Z,4570000,,,0,,MISS G. Antetokounmpo Free Throw 1 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
466,PT03M44.00S,2022-05-10T01:11:21.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,73,65,2022-05-10T01:11:21Z,4580000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,465.0,,,,,,,,,,,,,,,,,
467,PT03M44.00S,2022-05-10T01:11:22.1Z,3,REGULAR,substitution,out,[],1629684,,,1610612749,73,65,2022-05-10T01:11:32Z,4590000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT03M44.00S,2022-05-10T01:11:22.1Z,3,REGULAR,substitution,out,[],203935,,,1610612749,73,65,2022-05-10T01:11:32Z,4600000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT03M44.00S,2022-05-10T01:11:22.1Z,3,REGULAR,substitution,in,[],201143,,,1610612749,73,65,2022-05-10T01:11:32Z,4610000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT03M44.00S,2022-05-10T01:11:22.1Z,3,REGULAR,substitution,in,[],1627759,,,1610612749,73,65,2022-05-10T01:11:32Z,4620000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT03M44.00S,2022-05-10T01:11:53.7Z,3,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,74,65,2022-05-10T01:11:53Z,4630000,,,0,,G. Antetokounmpo Free Throw 2 of 2 (26 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,26.0,,,,,,,,,,,,,,,,,,
472,PT03M23.00S,2022-05-10T01:12:19.0Z,3,REGULAR,2pt,Jump Shot,[],1628464,96.27135348226018,70.83333333333334,1610612738,74,65,2022-05-10T01:12:29Z,4640000,104.0,-17.0,1,right,MISS D. Theis 10' Jump Shot,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,10.57,Missed,,,,,,,,,,,,,,,,,,,
473,PT03M20.00S,2022-05-10T01:12:22.0Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,74,65,2022-05-10T01:12:29Z,4650000,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:14),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,472.0,16.0,14.0,2.0,,,,,,,,,,,,,,
474,PT03M13.00S,2022-05-10T01:12:29.1Z,3,REGULAR,2pt,Hook,[],203507,20.97568988173456,46.81372549019608,1610612749,76,65,2022-05-10T01:12:34Z,4660000,16.0,145.0,1,left,G. Antetokounmpo 14' Hook (28 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,14.56,Made,28.0,,,,,,,,,,,,,,,,,,
475,PT03M13.00S,2022-05-10T01:12:35.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,76,65,2022-05-10T01:12:35Z,4670000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT03M13.00S,2022-05-10T01:15:14.8Z,3,REGULAR,substitution,out,[],201588,,,1610612738,76,65,2022-05-10T01:16:09Z,4680000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT03M13.00S,2022-05-10T01:15:14.8Z,3,REGULAR,substitution,out,[],1626192,,,1610612738,76,65,2022-05-10T01:16:09Z,4690000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT03M13.00S,2022-05-10T01:15:14.8Z,3,REGULAR,substitution,in,[],201950,,,1610612738,76,65,2022-05-10T01:16:09Z,4700000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT03M13.00S,2022-05-10T01:15:14.8Z,3,REGULAR,substitution,in,[],202083,,,1610612738,76,65,2022-05-10T01:16:09Z,4710000,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT03M03.00S,2022-05-10T01:16:33.0Z,3,REGULAR,foul,personal,[],202083,,,1610612738,76,65,2022-05-10T01:16:48Z,4720000,,,0,,W. Matthews personal FOUL (4 PF),"[202083, 1628369]",1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,1148.0,,4.0,0.0,Tatum,1628369.0,,,,,,
488,PT03M03.00S,2022-05-10T01:16:42.6Z,3,REGULAR,substitution,out,[],202083,,,1610612738,76,65,2022-05-10T01:16:46Z,4740000,,,0,,SUB out: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT03M03.00S,2022-05-10T01:16:42.6Z,3,REGULAR,substitution,in,[],201588,,,1610612738,76,65,2022-05-10T01:16:46Z,4750000,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT02M53.00S,2022-05-10T01:17:01.0Z,3,REGULAR,3pt,Jump Shot,[],1627759,95.0886990801577,96.56862745098039,1610612738,76,68,2022-05-10T01:17:05Z,4760000,233.0,-6.0,1,right,J. Brown 3PT  (14 PTS) (J. Tatum 3 AST),"[1627759, 1628369]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,23.29,Made,14.0,,,,,,,,,,,,,J. Tatum,1628369.0,3.0,,,
492,PT02M43.00S,2022-05-10T01:17:11.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201950,6.258212877792378,50.73529411764706,1610612749,78,68,2022-05-10T01:17:15Z,4780000,-4.0,6.0,1,left,J. Holiday driving finger roll Layup (13 PTS),[201950],1610612749.0,MIL,driving finger roll,,,Holiday,J. Holiday,,,,,0.73,Made,13.0,,,,,,,,,,,,,,,,,,
493,PT02M30.00S,2022-05-10T01:17:28.2Z,3,REGULAR,foul,offensive,['inpenalty'],1628464,,,1610612738,78,68,2022-05-10T01:17:36Z,4790000,,,0,,D. Theis offensive FOUL (2 PF),"[1628464, 201588]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,1148.0,,2.0,0.0,Hill,201588.0,,,,,,
495,PT02M30.00S,2022-05-10T01:17:28.2Z,3,REGULAR,turnover,offensive foul,[],1628464,,,1610612738,78,68,2022-05-10T01:17:28Z,4810000,,,0,,D. Theis offensive foul TURNOVER (1 TO),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,1148.0,1.0,,,,,,,,,,
496,PT02M30.00S,2022-05-10T01:17:36.8Z,3,REGULAR,substitution,out,[],203507,,,1610612749,78,68,2022-05-10T01:17:48Z,4820000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT02M30.00S,2022-05-10T01:17:36.8Z,3,REGULAR,substitution,out,[],1628464,,,1610612749,78,68,2022-05-10T01:17:48Z,4830000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT02M30.00S,2022-05-10T01:17:36.8Z,3,REGULAR,substitution,in,[],1626171,,,1610612749,78,68,2022-05-10T01:17:48Z,4840000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT02M30.00S,2022-05-10T01:17:36.8Z,3,REGULAR,substitution,in,[],203935,,,1610612749,78,68,2022-05-10T01:17:48Z,4850000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT02M16.00S,2022-05-10T01:18:06.0Z,3,REGULAR,foul,offensive,[],201950,,,1610612749,78,68,2022-05-10T01:18:27Z,4860000,,,0,,J. Holiday charge offensive FOUL (3 PF),"[201950, 1628401]",1610612749.0,MIL,charge,,,Holiday,J. Holiday,,,,,,,,,,,,,,1148.0,,3.0,0.0,White,1628401.0,,,,,,
502,PT02M16.00S,2022-05-10T01:18:06.0Z,3,REGULAR,turnover,offensive foul,[],201950,,,1610612749,78,68,2022-05-10T01:18:06Z,4880000,,,0,,J. Holiday offensive foul TURNOVER (2 TO),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,1148.0,2.0,,,,,,,,,,
503,PT02M16.00S,2022-05-10T01:18:19.8Z,3,REGULAR,substitution,out,[],1626171,,,1610612738,78,68,2022-05-10T01:18:28Z,4890000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT02M16.00S,2022-05-10T01:18:19.8Z,3,REGULAR,substitution,in,[],1626192,,,1610612738,78,68,2022-05-10T01:18:28Z,4900000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT02M04.00S,2022-05-10T01:18:42.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627759,90.09526938239159,47.30392156862745,1610612738,78,70,2022-05-10T01:18:48Z,4910000,-13.0,41.0,1,right,J. Brown pullup Jump Shot (16 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,4.28,Made,16.0,,,,,,,,,,,,,,,,,,
506,PT01M51.00S,2022-05-10T01:18:55.8Z,3,REGULAR,2pt,Jump Shot,[],201950,27.677398160315374,63.48039215686274,1610612749,78,70,2022-05-10T01:19:04Z,4920000,-67.0,208.0,1,left,MISS J. Holiday 21' step back Shot,[201950],1610612749.0,MIL,step back,,,Holiday,J. Holiday,,,,,21.84,Missed,,,,,,,,,,,,,,,,,,,
507,PT01M48.00S,2022-05-10T01:18:58.8Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,78,70,2022-05-10T01:19:04Z,4930000,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,506.0,3.0,3.0,0.0,,,,,,,,,,,,,,
509,PT01M47.00S,2022-05-10T01:19:05.1Z,3,REGULAR,foul,offensive,['inpenalty'],1627759,,,1610612738,78,70,2022-05-10T01:22:01Z,4950000,,,0,,J. Brown charge offensive FOUL (5 PF),"[1627759, 201950]",1610612738.0,BOS,charge,,,Brown,J. Brown,,,,,,,,,,,,,,1627962.0,,5.0,0.0,Holiday,201950.0,,,,,,
515,PT01M47.00S,2022-05-10T01:19:05.1Z,3,REGULAR,turnover,offensive foul,[],1627759,,,1610612738,78,70,2022-05-10T01:19:05Z,4965000,,,0,,J. Brown offensive foul TURNOVER (2 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,1627962.0,2.0,,,,,,,,,,
511,PT01M47.00S,2022-05-10T01:19:26.4Z,3,REGULAR,timeout,challenge,['team'],0,,,1610612749,78,70,2022-05-10T01:23:16Z,4970000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT01M47.00S,2022-05-10T01:19:29.2Z,3,REGULAR,instantreplay,challenge,[],0,,,1610612749,78,70,2022-05-10T01:23:08Z,4980000,,,0,,,[],1610612749.0,MIL,overturned,,,,,,,,,,,,,,,,,,1148.0,,,,,,,,,Corrected to Offensive Foul on J. Brown,,
513,PT01M47.00S,2022-05-10T01:21:41.2Z,3,REGULAR,substitution,out,[],1627759,,,1610612749,78,70,2022-05-10T01:19:05Z,4990000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT01M47.00S,2022-05-10T01:21:41.2Z,3,REGULAR,substitution,in,[],1630202,,,1610612749,78,70,2022-05-10T01:19:05Z,5000000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT01M33.00S,2022-05-10T01:22:10.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612749,78,70,2022-05-10T01:22:31Z,5010000,,,0,,M. Smart shooting personal FOUL (2 PF) (Holiday 2 FT),"[203935, 201950]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,,,,1148.0,,2.0,0.0,Holiday,201950.0,,,,,,
518,PT01M33.00S,2022-05-10T01:22:38.6Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],201950,,,1610612749,79,70,2022-05-10T01:22:38Z,5030000,,,0,,J. Holiday Free Throw 1 of 2 (14 PTS),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
519,PT01M33.00S,2022-05-10T01:22:55.9Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],201950,,,1610612749,80,70,2022-05-10T01:22:55Z,5040000,,,0,,J. Holiday Free Throw 2 of 2 (15 PTS),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,Made,15.0,,,,,,,,,,,,,,,,,,
520,PT01M16.00S,2022-05-10T01:23:14.0Z,3,REGULAR,3pt,Jump Shot,[],1628369,69.59592641261499,25.98039215686275,1610612738,80,70,2022-05-10T01:23:18Z,5050000,-120.0,233.0,1,right,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.24,Missed,,,,,,,,,,,,,,,,,,,
521,PT01M13.00S,2022-05-10T01:23:17.0Z,3,REGULAR,rebound,defensive,[],201950,,,1610612749,80,70,2022-05-10T01:23:18Z,5060000,,,0,,J. Holiday REBOUND (Off:2 Def:3),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,520.0,5.0,3.0,2.0,,,,,,,,,,,,,,
522,PT00M59.40S,2022-05-10T01:23:32.3Z,3,REGULAR,2pt,Jump Shot,[],201950,23.340998685939553,39.21568627450981,1610612749,80,70,2022-05-10T01:23:36Z,5070000,54.0,167.0,1,left,MISS J. Holiday 17' turnaround fadeaway Shot,[201950],1610612749.0,MIL,turnaround fadeaway,,,Holiday,J. Holiday,,,,,17.54,Missed,,,,,,,,,,,,,,,,,,,
523,PT00M57.10S,2022-05-10T01:23:34.6Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,80,70,2022-05-10T01:23:34Z,5080000,,,0,,J. Tatum REBOUND (Off:2 Def:9),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,522.0,11.0,9.0,2.0,,,,,,,,,,,,,,
524,PT00M53.50S,2022-05-10T01:23:38.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628401,94.43166885676742,3.431372549019608,1610612738,80,73,2022-05-10T01:23:46Z,5090000,-233.0,0.0,1,right,D. White 3PT running (7 PTS) (M. Smart 6 AST),"[1628401, 203935]",1610612738.0,BOS,running,,,White,D. White,,,,,23.28,Made,7.0,,,,,,,,,,,,,M. Smart,203935.0,6.0,,,
526,PT00M39.40S,2022-05-10T01:23:59.2Z,3,REGULAR,turnover,traveling,[],201572,,,1610612749,80,73,2022-05-10T01:24:06Z,5110000,,,0,,B. Lopez traveling TURNOVER (1 TO),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,1627962.0,1.0,,,,,,,,,,
527,PT00M39.40S,2022-05-10T01:24:05.5Z,3,REGULAR,substitution,out,[],201572,,,1610612738,80,73,2022-05-10T01:24:11Z,5120000,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT00M39.40S,2022-05-10T01:24:05.5Z,3,REGULAR,substitution,in,[],203507,,,1610612738,80,73,2022-05-10T01:24:11Z,5130000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT00M32.90S,2022-05-10T01:24:20.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,69.85873850197109,17.892156862745097,1610612738,80,73,2022-05-10T01:24:57Z,5140000,-161.0,231.0,1,right,MISS J. Tatum 28' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,28.11,Missed,,,,,,,,,,,,,,,,,,,
530,PT00M28.90S,2022-05-10T01:24:24.4Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,80,73,2022-05-10T01:25:12Z,5150000,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:15),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,529.0,17.0,15.0,2.0,,,,,,,,,,,,,,
531,PT00M19.80S,2022-05-10T01:24:33.5Z,3,REGULAR,3pt,Jump Shot,[],1626192,30.831143232588698,21.07843137254902,1610612749,80,73,2022-05-10T01:24:38Z,5160000,145.0,237.0,1,left,MISS P. Connaughton 27' 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,27.79,Missed,,,,,,,,,,,,,,,,,,,
532,PT00M19.80S,2022-05-10T01:24:33.5Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,80,73,2022-05-10T01:24:38Z,5170000,,,0,,A. Horford REBOUND (Off:0 Def:6),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,531.0,6.0,6.0,0.0,,,,,,,,,,,,,,
533,PT00M01.80S,2022-05-10T01:24:51.4Z,3,REGULAR,3pt,Jump Shot,[],201143,88.78120893561103,3.1862745098039214,1610612738,80,73,2022-05-10T01:25:00Z,5180000,-234.0,53.0,1,right,MISS A. Horford 24' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,24.0,Missed,,,,,,,,,,,,,,,,,,,
