actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value,stealPlayerName,stealPersonId
262,PT04M05.00S,2022-05-10T00:19:14.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,92.19776609724047,56.127450980392155,1610612749,38,38,2022-05-10T00:19:26Z,2570000,31.0,21.0,1,right,MISS G. Antetokounmpo driving Layup,[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,3.7,Missed,,,,,,,,,,,,,,,,,,,
263,PT04M03.00S,2022-05-10T00:19:16.5Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,38,38,2022-05-10T00:19:26Z,2580000,,,0,,D. White REBOUND (Off:1 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,262.0,2.0,1.0,1.0,,,,,,,,,,,,,,
264,PT03M58.00S,2022-05-10T00:19:22.0Z,2,REGULAR,3pt,Jump Shot,[],1628369,14.011169513797633,3.431372549019608,1610612738,38,38,2022-05-10T00:19:33Z,2590000,233.0,79.0,1,left,MISS J. Tatum 24' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,24.59,Missed,,,,,,,,,,,,,,,,,,,
265,PT03M56.00S,2022-05-10T00:19:24.0Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,38,38,2022-05-10T00:19:33Z,2600000,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:8),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,264.0,10.0,8.0,2.0,,,,,,,,,,,,,,
266,PT03M54.00S,2022-05-10T00:19:29.7Z,2,REGULAR,foul,personal,['2freethrow'],203935,,,1610612749,38,38,2022-05-10T00:19:44Z,2610000,,,0,,M. Smart shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[203935, 203507]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,,,,1148.0,,1.0,0.0,Antetokounmpo,203507.0,,,,,,
268,PT03M54.00S,2022-05-10T00:20:16.0Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612749,38,38,2022-05-10T00:20:22Z,2630000,,,0,,TEAM delay-of-game VIOLATION,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,1146.0,,,,,,,,,,,
269,PT03M54.00S,2022-05-10T00:20:22.4Z,2,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,39,38,2022-05-10T00:21:02Z,2640000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (15 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,15.0,,,,,,,,,,,,,,,,,,
270,PT03M54.00S,2022-05-10T00:20:24.3Z,2,REGULAR,substitution,out,[],1628960,,,1610612749,39,38,2022-05-10T00:20:44Z,2650000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT03M54.00S,2022-05-10T00:20:24.3Z,2,REGULAR,substitution,out,[],201588,,,1610612749,39,38,2022-05-10T00:20:44Z,2660000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT03M54.00S,2022-05-10T00:20:24.3Z,2,REGULAR,substitution,out,[],1628401,,,1610612749,39,38,2022-05-10T00:20:44Z,2670000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT03M54.00S,2022-05-10T00:20:24.3Z,2,REGULAR,substitution,out,[],201143,,,1610612749,39,38,2022-05-10T00:20:44Z,2680000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT03M54.00S,2022-05-10T00:20:24.3Z,2,REGULAR,substitution,in,[],201950,,,1610612749,39,38,2022-05-10T00:20:44Z,2690000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT03M54.00S,2022-05-10T00:20:24.3Z,2,REGULAR,substitution,in,[],201572,,,1610612749,39,38,2022-05-10T00:20:44Z,2700000,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT03M54.00S,2022-05-10T00:20:24.3Z,2,REGULAR,substitution,in,[],1628464,,,1610612749,39,38,2022-05-10T00:20:44Z,2710000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT03M54.00S,2022-05-10T00:20:24.3Z,2,REGULAR,substitution,in,[],1629684,,,1610612749,39,38,2022-05-10T00:20:44Z,2720000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT03M54.00S,2022-05-10T00:20:22.4Z,2,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,39,38,2022-05-10T00:21:02Z,2730000,,,0,,MISS G. Antetokounmpo Free Throw 2 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
279,PT03M51.00S,2022-05-10T00:20:25.4Z,2,REGULAR,rebound,offensive,[],201572,,,1610612749,39,38,2022-05-10T00:21:02Z,2740000,,,0,,B. Lopez REBOUND (Off:2 Def:2),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,278.0,4.0,2.0,2.0,,,,,,,,,,,,,,
280,PT03M47.00S,2022-05-10T00:20:58.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203507,92.72339027595268,49.01960784313725,1610612749,39,38,2022-05-10T00:21:21Z,2750000,-5.0,16.0,1,right,MISS G. Antetokounmpo driving Layup,[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,1.66,Missed,,,,,,,,,,,,,,,,,,,
281,PT03M47.00S,2022-05-10T00:20:58.9Z,2,REGULAR,rebound,offensive,[],201572,,,1610612749,39,38,2022-05-10T00:21:21Z,2760000,,,0,,B. Lopez REBOUND (Off:3 Def:2),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,280.0,5.0,2.0,3.0,,,,,,,,,,,,,,
282,PT03M47.00S,2022-05-10T00:21:10.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628464,,,1610612749,39,38,2022-05-10T00:21:39Z,2770000,,,0,,D. Theis shooting personal FOUL (1 PF) (Lopez 2 FT),"[1628464, 201572]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,1146.0,,1.0,0.0,Lopez,201572.0,,,,,,
284,PT03M47.00S,2022-05-10T00:21:40.3Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],201572,,,1610612749,39,38,2022-05-10T00:21:40Z,2790000,,,0,,MISS B. Lopez Free Throw 1 of 2,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,Missed,,,,,,,,,,,,,,,,,,,
285,PT03M47.00S,2022-05-10T00:21:40.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,39,38,2022-05-10T00:21:40Z,2800000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,284.0,,,,,,,,,,,,,,,,,
286,PT03M47.00S,2022-05-10T00:21:42.5Z,2,REGULAR,substitution,out,[],203507,,,1610612749,39,38,2022-05-10T00:21:46Z,2810000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT03M47.00S,2022-05-10T00:21:42.5Z,2,REGULAR,substitution,in,[],1626171,,,1610612749,39,38,2022-05-10T00:21:46Z,2820000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT03M47.00S,2022-05-10T00:22:04.1Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],201572,,,1610612749,40,38,2022-05-10T00:22:04Z,2830000,,,0,,B. Lopez Free Throw 2 of 2 (3 PTS),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
289,PT03M31.00S,2022-05-10T00:22:22.5Z,2,REGULAR,3pt,Jump Shot,[],203935,28.86005256241787,24.019607843137255,1610612738,40,41,2022-05-10T00:22:29Z,2840000,130.0,219.0,1,left,M. Smart 25' 3PT step back (7 PTS) (D. Theis 1 AST),"[203935, 1628464]",1610612738.0,BOS,step back,,,Smart,M. Smart,,,,,25.45,Made,7.0,,,,,,,,,,,,,D. Theis,1628464.0,1.0,,,
291,PT03M15.00S,2022-05-10T00:22:38.4Z,2,REGULAR,2pt,Jump Shot,[],201950,94.30026281208936,80.63725490196079,1610612749,40,41,2022-05-10T00:22:47Z,2860000,153.0,1.0,1,right,MISS J. Holiday 15' pullup Shot,[201950],1610612749.0,MIL,pullup,,,Holiday,J. Holiday,,,,,15.32,Missed,,,,,,,,,,,,,,,,,,,
292,PT03M13.00S,2022-05-10T00:22:40.4Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,40,41,2022-05-10T00:22:47Z,2870000,,,0,,J. Tatum REBOUND (Off:0 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,291.0,6.0,6.0,0.0,,,,,,,,,,,,,,
293,PT03M00.00S,2022-05-10T00:23:00.0Z,2,REGULAR,foul,personal,['2freethrow'],201572,,,1610612738,40,41,2022-05-10T00:23:13Z,2880000,,,0,,B. Lopez shooting personal FOUL (1 PF) (Tatum 2 FT),"[201572, 1628369]",1610612749.0,MIL,shooting,,,Lopez,B. Lopez,,,,,,,,,,,,,,1146.0,,1.0,0.0,Tatum,1628369.0,,,,,,
295,PT03M00.00S,2022-05-10T00:23:19.7Z,2,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,40,42,2022-05-10T00:23:19Z,2900000,,,0,,J. Tatum Free Throw 1 of 2 (8 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
296,PT03M00.00S,2022-05-10T00:23:33.8Z,2,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,40,43,2022-05-10T00:23:33Z,2910000,,,0,,J. Tatum Free Throw 2 of 2 (9 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
297,PT02M45.00S,2022-05-10T00:23:53.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201572,88.91261498028909,50.98039215686274,1610612749,40,43,2022-05-10T00:26:08Z,2920000,5.0,52.0,1,right,MISS B. Lopez turnaround Hook - blocked,"[201572, 203935]",1610612749.0,MIL,turnaround,,,Lopez,B. Lopez,,,,,5.19,Missed,,,,,,Smart,203935.0,,,,,,,,,,,,
298,PT02M45.00S,2022-05-10T00:23:53.4Z,2,REGULAR,block,,[],203935,,,1610612749,40,43,2022-05-10T00:23:56Z,2930000,,,0,,M. Smart BLOCK (2 BLK),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT02M42.00S,2022-05-10T00:23:56.4Z,2,REGULAR,rebound,offensive,[],1626171,,,1610612749,40,43,2022-05-10T00:26:08Z,2940000,,,0,,B. Portis REBOUND (Off:3 Def:3),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,297.0,6.0,3.0,3.0,,,,,,,,,,,,,,
349,PT02M40.00S,2022-05-10T00:24:25.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201572,93.51182654402102,50.73529411764706,1610612749,40,43,2022-05-10T00:42:05Z,2945000,4.0,8.0,1,right,MISS B. Lopez driving Layup,[201572],1610612749.0,MIL,driving,,,Lopez,B. Lopez,,,,,0.93,Missed,,,,,,,,,,,,,,,,,,,
350,PT02M38.00S,2022-05-10T00:24:27.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,40,43,2022-05-10T00:42:05Z,2947500,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,349.0,,,,,,,,,,,,,,,,,
300,PT02M38.00S,2022-05-10T00:24:56.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,40,43,2022-05-10T00:42:05Z,2950000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT02M38.00S,2022-05-10T00:27:17.0Z,2,REGULAR,substitution,out,[],1626171,,,1610612738,40,43,2022-05-10T00:42:05Z,2960000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT02M38.00S,2022-05-10T00:27:17.0Z,2,REGULAR,substitution,in,[],203507,,,1610612738,40,43,2022-05-10T00:42:05Z,2970000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT02M38.00S,2022-05-10T00:27:58.7Z,2,REGULAR,jumpball,recovered,[],203935,,,1610612738,40,43,2022-05-10T00:42:49Z,2980000,,,0,,Jump Ball G. Williams vs. B. Lopez: Tip to M. Smart,"[203935, 1629684, 201572]",1610612738.0,BOS,heldball,M. Smart,203935.0,Smart,M. Smart,Williams,1629684.0,Lopez,201572.0,,,,,,,,,,,,,,,,,,,,,
308,PT02M20.00S,2022-05-10T00:28:11.8Z,2,REGULAR,3pt,Jump Shot,[],1628369,33.722076215505915,53.18627450980392,1610612738,40,43,2022-05-10T00:43:01Z,3030000,-16.0,264.0,1,left,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.5,Missed,,,,,,,,,,,,,,,,,,,
309,PT02M17.00S,2022-05-10T00:28:14.8Z,2,REGULAR,rebound,defensive,[],1626192,,,1610612749,40,43,2022-05-10T00:28:16Z,3040000,,,0,,P. Connaughton REBOUND (Off:0 Def:3),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,308.0,3.0,3.0,0.0,,,,,,,,,,,,,,
310,PT02M06.00S,2022-05-10T00:28:25.7Z,2,REGULAR,3pt,Jump Shot,[],201950,69.20170827858082,73.0392156862745,1610612749,40,43,2022-05-10T00:28:30Z,3050000,115.0,237.0,1,right,MISS J. Holiday 26' 3PT,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,26.35,Missed,,,,,,,,,,,,,,,,,,,
311,PT02M03.00S,2022-05-10T00:28:28.7Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,40,43,2022-05-10T00:28:30Z,3060000,,,0,,J. Tatum REBOUND (Off:0 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,310.0,7.0,7.0,0.0,,,,,,,,,,,,,,
312,PT02M00.00S,2022-05-10T00:28:31.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,33.98488830486202,49.754901960784316,1610612738,40,43,2022-05-10T00:28:39Z,3070000,1.0,267.0,1,left,MISS J. Tatum 26' running pullup 3PT,[1628369],1610612738.0,BOS,running pullup,,,Tatum,J. Tatum,,,,,26.7,Missed,,,,,,,,,,,,,,,,,,,
313,PT01M55.00S,2022-05-10T00:28:36.9Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,40,43,2022-05-10T00:28:39Z,3080000,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:9),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,312.0,11.0,9.0,2.0,,,,,,,,,,,,,,
314,PT01M40.00S,2022-05-10T00:28:50.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203507,87.59855453350855,50.245098039215684,1610612749,40,43,2022-05-10T00:28:55Z,3090000,1.0,64.0,1,right,MISS G. Antetokounmpo 6' driving Hook,[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,6.41,Missed,,,,,,,,,,,,,,,,,,,
315,PT01M38.00S,2022-05-10T00:28:52.8Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,40,43,2022-05-10T00:28:55Z,3100000,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,314.0,2.0,2.0,0.0,,,,,,,,,,,,,,
316,PT01M23.00S,2022-05-10T00:29:08.6Z,2,REGULAR,turnover,bad pass,[],203935,,,1610612738,40,43,2022-05-10T00:29:15Z,3110000,,,0,,M. Smart bad pass TURNOVER (1 TO),"[203935, 1626192]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,1.0,,,,,,,,,Connaughton,1626192.0
317,PT01M23.00S,2022-05-10T00:29:08.6Z,2,REGULAR,steal,,[],1626192,,,1610612749,40,43,2022-05-10T00:29:11Z,3120000,,,0,,P. Connaughton STEAL (1 STL),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT01M19.00S,2022-05-10T00:29:12.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626192,92.59198423127464,52.69607843137255,1610612749,42,43,2022-05-10T00:29:20Z,3130000,13.0,17.0,1,right,P. Connaughton running DUNK (5 PTS),[1626192],1610612749.0,MIL,running,,,Connaughton,P. Connaughton,,,,,2.18,Made,5.0,,,,,,,,,,,,,,,,,,
319,PT01M08.00S,2022-05-10T00:29:33.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201950,,,1610612738,42,43,2022-05-10T00:29:45Z,3140000,,,0,,J. Holiday personal FOUL (2 PF) (Brown 2 FT),"[201950, 1627759]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,1148.0,,2.0,0.0,Brown,1627759.0,,,,,,
321,PT01M08.00S,2022-05-10T00:30:04.9Z,2,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,42,44,2022-05-10T00:30:04Z,3160000,,,0,,J. Brown Free Throw 1 of 2 (10 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
322,PT01M08.00S,2022-05-10T00:30:08.7Z,2,REGULAR,substitution,out,[],201950,,,1610612738,42,44,2022-05-10T00:30:12Z,3170000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT01M08.00S,2022-05-10T00:30:08.7Z,2,REGULAR,substitution,in,[],201588,,,1610612738,42,44,2022-05-10T00:30:12Z,3180000,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT01M08.00S,2022-05-10T00:30:21.8Z,2,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,42,45,2022-05-10T00:30:21Z,3190000,,,0,,J. Brown Free Throw 2 of 2 (11 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
325,PT00M58.90S,2022-05-10T00:30:35.7Z,2,REGULAR,3pt,Jump Shot,[],1626192,92.72339027595268,5.147058823529411,1610612749,45,45,2022-05-10T00:30:41Z,3200000,-224.0,16.0,1,right,P. Connaughton 3PT  (8 PTS) (G. Antetokounmpo 2 AST),"[1626192, 203507]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,22.49,Made,8.0,,,,,,,,,,,,,G. Antetokounmpo,203507.0,2.0,,,
327,PT00M40.80S,2022-05-10T00:30:56.9Z,2,REGULAR,3pt,Jump Shot,[],1629684,21.23850197109067,6.61764705882353,1610612738,45,45,2022-05-10T00:31:02Z,3220000,217.0,147.0,1,left,MISS G. Williams 26' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,26.21,Missed,,,,,,,,,,,,,,,,,,,
328,PT00M37.00S,2022-05-10T00:31:00.7Z,2,REGULAR,rebound,defensive,[],1626192,,,1610612749,45,45,2022-05-10T00:31:02Z,3230000,,,0,,P. Connaughton REBOUND (Off:0 Def:4),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,327.0,4.0,4.0,0.0,,,,,,,,,,,,,,
329,PT00M21.40S,2022-05-10T00:31:19.3Z,2,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1627759,,,1610612749,45,45,2022-05-10T00:31:37Z,3240000,,,0,,J. Brown shooting personal FOUL (2 PF) (Matthews 3 FT),"[1627759, 202083]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,,,,,,,1146.0,,2.0,0.0,Matthews,202083.0,,,,,,
331,PT00M21.40S,2022-05-10T00:31:56.9Z,2,REGULAR,freethrow,1 of 3,[],202083,,,1610612749,46,45,2022-05-10T00:31:56Z,3260000,,,0,,W. Matthews Free Throw 1 of 3 (4 PTS),[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
332,PT00M21.40S,2022-05-10T00:32:15.9Z,2,REGULAR,freethrow,2 of 3,[],202083,,,1610612749,47,45,2022-05-10T00:32:15Z,3270000,,,0,,W. Matthews Free Throw 2 of 3 (5 PTS),[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
333,PT00M21.40S,2022-05-10T00:32:18.6Z,2,REGULAR,substitution,out,[],1628464,,,1610612749,47,45,2022-05-10T00:32:26Z,3280000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT00M21.40S,2022-05-10T00:32:18.6Z,2,REGULAR,substitution,in,[],201143,,,1610612749,47,45,2022-05-10T00:32:26Z,3290000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT00M21.40S,2022-05-10T00:32:39.7Z,2,REGULAR,freethrow,3 of 3,[],202083,,,1610612749,48,45,2022-05-10T00:32:39Z,3300000,,,0,,W. Matthews Free Throw 3 of 3 (6 PTS),[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
336,PT00M01.60S,2022-05-10T00:33:09.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203507,,,1610612738,48,45,2022-05-10T00:33:22Z,3310000,,,0,,G. Antetokounmpo personal FOUL (2 PF) (Williams 2 FT),"[203507, 1629684]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,1148.0,,2.0,0.0,Williams,1629684.0,,,,,,
338,PT00M01.60S,2022-05-10T00:33:39.9Z,2,REGULAR,freethrow,1 of 2,[],1629684,,,1610612738,48,46,2022-05-10T00:33:39Z,3330000,,,0,,G. Williams Free Throw 1 of 2 (4 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
339,PT00M01.60S,2022-05-10T00:33:41.1Z,2,REGULAR,substitution,out,[],202083,,,1610612738,48,46,2022-05-10T00:33:54Z,3340000,,,0,,SUB out: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT00M01.60S,2022-05-10T00:33:41.1Z,2,REGULAR,substitution,out,[],1626192,,,1610612738,48,46,2022-05-10T00:33:54Z,3350000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT00M01.60S,2022-05-10T00:33:41.1Z,2,REGULAR,substitution,out,[],201143,,,1610612738,48,46,2022-05-10T00:33:54Z,3360000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT00M01.60S,2022-05-10T00:33:41.1Z,2,REGULAR,substitution,in,[],1626171,,,1610612738,48,46,2022-05-10T00:33:54Z,3370000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT00M01.60S,2022-05-10T00:33:41.1Z,2,REGULAR,substitution,in,[],1628960,,,1610612738,48,46,2022-05-10T00:33:54Z,3380000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT00M01.60S,2022-05-10T00:33:41.1Z,2,REGULAR,substitution,in,[],1628464,,,1610612738,48,46,2022-05-10T00:33:54Z,3390000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT00M01.60S,2022-05-10T00:33:58.4Z,2,REGULAR,freethrow,2 of 2,[],1629684,,,1610612738,48,47,2022-05-10T00:33:58Z,3400000,,,0,,G. Williams Free Throw 2 of 2 (5 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
346,PT00M00.00S,2022-05-10T00:34:07.5Z,2,REGULAR,3pt,Jump Shot,[],203507,27.151773981603156,44.85294117647059,1610612749,48,47,2022-05-10T00:34:46Z,3410000,-26.0,632.0,1,right,MISS G. Antetokounmpo 63' 3PT,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,63.28,Missed,,,,,,,,,,,,,,,,,,,
347,PT00M00.00S,2022-05-10T00:34:07.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612749,48,47,2022-05-10T00:34:46Z,3420000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,346.0,,,,,,,,,,,,,,,,,
348,PT00M00.00S,2022-05-10T00:34:15.9Z,2,REGULAR,period,end,[],0,,,1610612749,48,47,2022-05-10T00:34:15Z,3430000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT12M00.00S,2022-05-10T00:49:50.3Z,3,REGULAR,substitution,out,['startperiod'],201588,,,1610612749,48,47,2022-05-10T00:50:35Z,3440000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT12M00.00S,2022-05-10T00:49:50.3Z,3,REGULAR,substitution,out,['startperiod'],1626171,,,1610612749,48,47,2022-05-10T00:50:35Z,3450000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
