actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
262,PT03M51.00S,2022-05-11T23:55:11.9Z,2,REGULAR,turnover,lost ball,[],201950,,,1610612749,49,38,2022-05-11T23:55:15Z,2560000,,,0,,J. Holiday lost ball TURNOVER (2 TO),"[201950, 203935]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,2.0,Smart,203935.0,,,,,,,
263,PT03M51.00S,2022-05-11T23:55:11.9Z,2,REGULAR,steal,,[],203935,,,1610612738,49,38,2022-05-11T23:55:13Z,2570000,,,0,,M. Smart STEAL (2 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT03M47.00S,2022-05-11T23:55:15.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628369,7.703679369250986,48.529411764705884,1610612738,51,38,2022-05-11T23:55:23Z,2580000,7.0,20.0,1,left,J. Tatum running alley-oop DUNK (16 PTS) (J. Brown 2 AST),"[1628369, 1627759]",1610612738.0,BOS,running alley-oop,,,Tatum,J. Tatum,,,,,2.12,Made,16.0,J. Brown,1627759.0,2.0,,,,,,,,,,,,,,,
266,PT03M46.00S,2022-05-11T23:55:24.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,51,38,2022-05-11T23:55:24Z,2600000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT03M46.00S,2022-05-11T23:58:34.7Z,2,REGULAR,substitution,out,[],201588,,,1610612749,51,38,2022-05-11T23:58:51Z,2610000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT03M46.00S,2022-05-11T23:58:34.7Z,2,REGULAR,substitution,in,[],1628960,,,1610612749,51,38,2022-05-11T23:58:51Z,2620000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT03M24.00S,2022-05-11T23:59:21.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626192,91.80354796320631,62.745098039215684,1610612749,51,40,2022-05-11T23:59:25Z,2630000,64.0,25.0,1,right,P. Connaughton 6' driving Layup (5 PTS) (G. Antetokounmpo 2 AST),"[1626192, 203507]",1610612749.0,MIL,driving,,,Connaughton,P. Connaughton,,,,,6.82,Made,5.0,G. Antetokounmpo,203507.0,2.0,,,,,,,,,,,,,,,
273,PT03M11.00S,2022-05-11T23:59:39.4Z,2,REGULAR,turnover,out-of-bounds,[],203935,,,1610612738,51,40,2022-05-12T00:01:40Z,2640000,,,0,,M. Smart bad pass out-of-bounds TURNOVER (1 TO),[203935],1610612738.0,BOS,bad pass,,,Smart,M. Smart,,,,,,,,,,,,,,,201639.0,1.0,,,,,,,,,
275,PT02M54.00S,2022-05-12T00:00:08.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626192,93.29829172141918,96.83670343137256,1610612749,51,40,2022-05-12T00:06:43Z,2660000,234.0,10.0,1,right,MISS P. Connaughton 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,23.44,Missed,,,,,,,,,,,,,,,,,,,
276,PT02M52.00S,2022-05-12T00:00:10.4Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,51,40,2022-05-12T00:00:27Z,2670000,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,275.0,5.0,5.0,0.0,,,,,,,,,,,
277,PT02M41.00S,2022-05-12T00:00:15.1Z,2,REGULAR,3pt,Jump Shot,[],1628369,32.933639947437584,38.23529411764706,1610612738,51,40,2022-05-12T00:00:34Z,2680000,59.0,257.0,1,left,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.37,Missed,,,,,,,,,,,,,,,,,,,
278,PT02M38.00S,2022-05-12T00:00:18.1Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,51,40,2022-05-12T00:07:20Z,2690000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:6),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,277.0,7.0,6.0,1.0,,,,,,,,,,,
279,PT02M30.00S,2022-05-12T00:00:25.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,92.19776609724047,47.549019607843135,1610612749,51,42,2022-05-12T00:00:42Z,2700000,-12.0,21.0,1,right,G. Antetokounmpo driving Layup (14 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,2.42,Made,14.0,,,,,,,,,,,,,,,,,,
280,PT02M13.00S,2022-05-12T00:00:42.3Z,2,REGULAR,3pt,Jump Shot,[],203935,32.276609724047304,34.55882352941176,1610612738,54,42,2022-05-12T00:00:47Z,2710000,77.0,251.0,1,left,M. Smart 26' 3PT  (7 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,26.25,Made,7.0,,,,,,,,,,,,,,,,,,
281,PT02M03.00S,2022-05-12T00:00:52.8Z,2,REGULAR,3pt,Jump Shot,[],203507,68.15045992115637,28.186274509803923,1610612749,54,42,2022-05-12T00:01:34Z,2720000,-109.0,247.0,1,right,MISS G. Antetokounmpo 26' 3PT,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,26.99,Missed,,,,,,,,,,,,,,,,,,,
285,PT02M00.00S,2022-05-12T00:00:55.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612749,54,42,2022-05-12T00:01:34Z,2730000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,281.0,,,,,,,,,,,,,,
282,PT02M00.00S,2022-05-12T00:01:33.2Z,2,REGULAR,jumpball,recovered,[],1626192,,,1610612749,54,42,2022-05-12T00:01:33Z,2740000,,,0,,Jump Ball G. Antetokounmpo vs. A. Horford: Tip to P. Connaughton,"[1626192, 203507, 201143]",1610612749.0,MIL,lodgedball,P. Connaughton,1626192.0,Connaughton,P. Connaughton,Antetokounmpo,203507.0,Horford,201143.0,,,,,,,,,,,,,,,,,,,,,
286,PT01M46.00S,2022-05-12T00:01:47.9Z,2,REGULAR,2pt,Layup,['2ndchance'],1628960,90.88370565045992,66.17647058823529,1610612749,54,42,2022-05-12T00:01:51Z,2770000,81.0,33.0,1,right,MISS G. Allen 8' driving Layup,[1628960],1610612749.0,MIL,driving,,,Allen,G. Allen,,,,,8.74,Missed,,,,,,,,,,,,,,,,,,,
287,PT01M45.00S,2022-05-12T00:01:48.9Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,54,42,2022-05-12T00:01:51Z,2780000,,,0,,A. Horford REBOUND (Off:0 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,286.0,3.0,3.0,0.0,,,,,,,,,,,
288,PT01M40.00S,2022-05-12T00:01:55.7Z,2,REGULAR,turnover,out-of-bounds,[],201143,,,1610612738,54,42,2022-05-12T00:01:59Z,2790000,,,0,,A. Horford bad pass out-of-bounds TURNOVER (1 TO),[201143],1610612738.0,BOS,bad pass,,,Horford,A. Horford,,,,,,,,,,,,,,,201639.0,1.0,,,,,,,,,
289,PT01M40.00S,2022-05-12T00:02:12.6Z,2,REGULAR,substitution,out,[],1626192,,,1610612749,54,42,2022-05-12T00:02:14Z,2800000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT01M40.00S,2022-05-12T00:02:12.6Z,2,REGULAR,substitution,in,[],1626171,,,1610612749,54,42,2022-05-12T00:02:14Z,2810000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT01M33.00S,2022-05-12T00:02:32.6Z,2,REGULAR,foul,personal,[],1627759,,,1610612749,54,42,2022-05-12T00:02:39Z,2820000,,,0,,J. Brown personal FOUL (2 PF),"[1627759, 201950]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,1830.0,,,,2.0,0.0,Holiday,201950.0,,,
293,PT01M23.00S,2022-05-12T00:02:58.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203507,87.99277266754271,45.588235294117645,1610612749,54,44,2022-05-12T00:03:07Z,2840000,-22.0,60.0,1,right,G. Antetokounmpo 6' driving finger roll Layup (16 PTS) (G. Allen 3 AST),"[203507, 1628960]",1610612749.0,MIL,driving finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,6.43,Made,16.0,G. Allen,1628960.0,3.0,,,,,,,,,,,,,,,
294,PT01M04.00S,2022-05-12T00:03:17.2Z,2,REGULAR,3pt,Jump Shot,[],1628369,31.488173455978973,43.38235294117647,1610612738,54,44,2022-05-12T00:03:23Z,2850000,33.0,243.0,1,left,MISS J. Tatum 24' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,24.57,Missed,,,,,,,,,,,,,,,,,,,
295,PT01M02.00S,2022-05-12T00:03:19.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612749,54,44,2022-05-12T00:03:23Z,2860000,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,294.0,,,,,,,,,,,,,,
296,PT01M02.00S,2022-05-12T00:03:23.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,54,44,2022-05-12T00:03:23Z,2870000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT00M51.00S,2022-05-12T00:03:43.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,92.59198423127464,45.34313725490196,1610612749,54,46,2022-05-12T00:03:49Z,2880000,-23.0,17.0,1,right,G. Antetokounmpo driving reverse Layup (18 PTS),[203507],1610612749.0,MIL,driving reverse,,,Antetokounmpo,G. Antetokounmpo,,,,,2.89,Made,18.0,,,,,,,,,,,,,,,,,,
298,PT00M51.00S,2022-05-12T00:03:47.6Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",201143,,,1610612749,54,46,2022-05-12T00:03:53Z,2890000,,,0,,A. Horford shooting personal FOUL (2 PF) (Antetokounmpo 1 FT),"[201143, 203507]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,,,,,,,,,,,200834.0,,,,2.0,0.0,Antetokounmpo,203507.0,,,
300,PT00M51.00S,2022-05-12T00:04:24.7Z,2,REGULAR,freethrow,1 of 1,[],203507,,,1610612749,54,47,2022-05-12T00:04:24Z,2910000,,,0,,G. Antetokounmpo Free Throw 1 of 1 (19 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,19.0,,,,,,,,,,,,,,,,,,
302,PT00M30.60S,2022-05-12T00:04:51.4Z,2,REGULAR,3pt,Jump Shot,[],1628369,28.728646517739815,75.73529411764706,1610612738,54,47,2022-05-12T00:04:55Z,2920000,-129.0,218.0,1,left,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.27,Missed,,,,,,,,,,,,,,,,,,,
303,PT00M28.20S,2022-05-12T00:04:53.8Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,54,47,2022-05-12T00:04:55Z,2930000,,,0,,B. Portis REBOUND (Off:2 Def:7),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,302.0,9.0,7.0,2.0,,,,,,,,,,,
304,PT00M07.50S,2022-05-12T00:05:14.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626171,92.19776609724047,51.470588235294116,1610612749,54,47,2022-05-12T00:11:01Z,2940000,7.0,21.0,1,right,MISS B. Portis Layup - blocked,"[1626171, 1628369]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,2.21,Missed,,,,,,,,,,,,,,,,,Tatum,1628369.0,
305,PT00M07.50S,2022-05-12T00:05:14.5Z,2,REGULAR,block,,[],1628369,,,1610612749,54,47,2022-05-12T00:05:16Z,2950000,,,0,,J. Tatum BLOCK (1 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT00M05.00S,2022-05-12T00:05:17.0Z,2,REGULAR,rebound,offensive,[],1626171,,,1610612749,54,47,2022-05-12T00:05:21Z,2960000,,,0,,B. Portis REBOUND (Off:3 Def:7),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,304.0,10.0,7.0,3.0,,,,,,,,,,,
307,PT00M03.70S,2022-05-12T00:05:18.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],202083,65.52233902759527,37.00980392156863,1610612749,54,47,2022-05-12T00:05:36Z,2970000,-65.0,272.0,1,right,MISS W. Matthews 27' 3PT,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,27.93,Missed,,,,,,,,,,,,,,,,,,,
308,PT00M00.90S,2022-05-12T00:05:21.0Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,54,47,2022-05-12T00:05:21Z,2980000,,,0,,M. Smart REBOUND (Off:0 Def:3),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,307.0,3.0,3.0,0.0,,,,,,,,,,,
311,PT00M00.00S,2022-05-12T00:05:55.7Z,2,REGULAR,instantreplay,request,[],0,,,1610612738,54,47,2022-05-12T00:06:16Z,3010000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,,,,,1830.0,,,,,,,,,,End Period - No Basket
312,PT00M00.00S,2022-05-12T00:06:22.2Z,2,REGULAR,period,end,[],0,,,1610612738,54,47,2022-05-12T00:06:22Z,3020000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT12M00.00S,2022-05-12T00:21:51.5Z,3,REGULAR,substitution,out,['startperiod'],1628401,,,1610612738,54,47,2022-05-12T00:22:27Z,3030000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT12M00.00S,2022-05-12T00:21:51.5Z,3,REGULAR,substitution,out,['startperiod'],1626171,,,1610612738,54,47,2022-05-12T00:22:27Z,3040000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT12M00.00S,2022-05-12T00:21:51.5Z,3,REGULAR,substitution,in,['startperiod'],1629684,,,1610612738,54,47,2022-05-12T00:22:27Z,3050000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT12M00.00S,2022-05-12T00:21:51.5Z,3,REGULAR,substitution,in,['startperiod'],201572,,,1610612738,54,47,2022-05-12T00:22:27Z,3060000,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2022-05-12T00:22:33.5Z,3,REGULAR,period,start,[],0,,,1610612738,54,47,2022-05-12T00:22:33Z,3070000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT11M38.00S,2022-05-12T00:22:54.5Z,3,REGULAR,3pt,Jump Shot,[],201143,83.26215505913272,95.34313725490196,1610612738,54,47,2022-05-12T00:23:01Z,3080000,227.0,105.0,1,right,MISS A. Horford 24' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,24.98,Missed,,,,,,,,,,,,,,,,,,,
320,PT11M35.00S,2022-05-12T00:22:57.5Z,3,REGULAR,rebound,offensive,[],1627759,,,1610612738,54,47,2022-05-12T00:23:01Z,3090000,,,0,,J. Brown REBOUND (Off:1 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,319.0,4.0,3.0,1.0,,,,,,,,,,,
321,PT11M33.00S,2022-05-12T00:22:59.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627759,92.9862023653088,48.03921568627451,1610612738,56,47,2022-05-12T00:23:20Z,3100000,-10.0,13.0,1,right,J. Brown putback Layup (11 PTS),[1627759],1610612738.0,BOS,putback,,,Brown,J. Brown,,,,,1.66,Made,11.0,,,,,,,,,,,,,,,,,,
322,PT11M14.00S,2022-05-12T00:23:21.9Z,3,REGULAR,foul,personal,[],1628369,,,1610612749,56,47,2022-05-12T00:23:32Z,3110000,,,0,,J. Tatum personal FOUL (2 PF),"[1628369, 203507]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,200834.0,,,,2.0,0.0,Antetokounmpo,203507.0,,,
324,PT11M06.00S,2022-05-12T00:23:48.3Z,3,REGULAR,2pt,Jump Shot,[],203507,21.50131406044678,70.34313725490196,1610612749,56,49,2022-05-12T00:23:52Z,3130000,-102.0,150.0,1,left,G. Antetokounmpo 18' Jump Shot (21 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,18.09,Made,21.0,,,,,,,,,,,,,,,,,,
325,PT10M52.00S,2022-05-12T00:24:06.7Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,56,49,2022-05-12T00:24:06Z,3140000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT10M46.00S,2022-05-12T00:24:28.1Z,3,REGULAR,turnover,out-of-bounds,[],1629684,,,1610612738,56,49,2022-05-12T00:24:33Z,3150000,,,0,,G. Williams lost ball out-of-bounds TURNOVER (1 TO),[1629684],1610612738.0,BOS,lost ball,,,Williams,G. Williams,,,,,,,,,,,,,,,200834.0,1.0,,,,,,,,,
327,PT10M35.00S,2022-05-12T00:24:42.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201572,16.113666228646515,4.411764705882353,1610612749,56,49,2022-05-12T00:24:48Z,3160000,228.0,99.0,1,left,MISS B. Lopez 24' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,24.85,Missed,,,,,,,,,,,,,,,,,,,
328,PT10M32.00S,2022-05-12T00:24:45.3Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,56,49,2022-05-12T00:24:48Z,3170000,,,0,,J. Brown REBOUND (Off:1 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,327.0,5.0,4.0,1.0,,,,,,,,,,,
329,PT10M21.00S,2022-05-12T00:24:57.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,86.41590013140605,42.8921568627451,1610612738,56,49,2022-05-12T00:25:17Z,3180000,-36.0,75.0,1,right,MISS J. Brown 8' driving floating Shot,[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,8.32,Missed,,,,,,,,,,,,,,,,,,,
330,PT10M19.00S,2022-05-12T00:24:59.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612749,56,49,2022-05-12T00:25:09Z,3190000,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,329.0,,,,,,,,,,,,,,
331,PT10M19.00S,2022-05-12T00:25:03.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,56,49,2022-05-12T00:25:03Z,3200000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT10M11.00S,2022-05-12T00:25:21.3Z,3,REGULAR,foul,personal,[],1629684,,,1610612749,56,49,2022-05-12T00:25:46Z,3210000,,,0,,G. Williams personal FOUL (1 PF),"[1629684, 203507]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,200834.0,,,,1.0,0.0,Antetokounmpo,203507.0,,,
334,PT10M06.00S,2022-05-12T00:25:38.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203507,8.09789750328515,41.911764705882355,1610612749,56,49,2022-05-12T00:25:43Z,3230000,40.0,24.0,1,left,MISS G. Antetokounmpo driving Layup,[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,4.68,Missed,,,,,,,,,,,,,,,,,,,
335,PT10M03.00S,2022-05-12T00:25:41.3Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,56,49,2022-05-12T00:25:43Z,3240000,,,0,,A. Horford REBOUND (Off:0 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,334.0,4.0,4.0,0.0,,,,,,,,,,,
336,PT09M58.00S,2022-05-12T00:25:45.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1628369,88.78120893561103,63.725490196078425,1610612738,58,49,2022-05-12T00:25:51Z,3250000,69.0,53.0,1,right,J. Tatum 8' driving floating Jump Shot (18 PTS) (J. Brown 3 AST),"[1628369, 1627759]",1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,8.67,Made,18.0,J. Brown,1627759.0,3.0,,,,,,,,,,,,,,,
337,PT09M51.00S,2022-05-12T00:25:53.2Z,3,REGULAR,3pt,Jump Shot,[],202083,10.200394218134035,96.32352941176471,1610612749,58,52,2022-05-12T00:25:57Z,3260000,-232.0,43.0,1,left,W. Matthews 3PT  (6 PTS) (J. Holiday 3 AST),"[202083, 201950]",1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,23.56,Made,6.0,J. Holiday,201950.0,3.0,,,,,,,,,,,,,,,
340,PT09M29.00S,2022-05-12T00:26:14.7Z,3,REGULAR,3pt,Jump Shot,[],1629684,87.20433639947439,96.07843137254902,1610612738,58,52,2022-05-12T00:26:19Z,3280000,230.0,68.0,1,right,MISS G. Williams 24' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,24.02,Missed,,,,,,,,,,,,,,,,,,,
341,PT09M27.00S,2022-05-12T00:26:16.7Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,58,52,2022-05-12T00:26:19Z,3290000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:7),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,340.0,8.0,7.0,1.0,,,,,,,,,,,
342,PT09M22.00S,2022-05-12T00:26:22.4Z,3,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612749,58,52,2022-05-12T00:26:30Z,3300000,,,0,,J. Brown shooting personal FOUL (3 PF) (Antetokounmpo 2 FT),"[1627759, 203507]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,,,,,,,,201639.0,,,,3.0,0.0,Antetokounmpo,203507.0,,,
344,PT09M22.00S,2022-05-12T00:26:57.1Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],203507,,,1610612749,58,52,2022-05-12T00:26:57Z,3320000,,,0,,MISS G. Antetokounmpo Free Throw 1 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
345,PT09M22.00S,2022-05-12T00:26:57.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,58,52,2022-05-12T00:26:57Z,3330000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,344.0,,,,,,,,,,,,,,
346,PT09M22.00S,2022-05-12T00:26:57.1Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],203507,,,1610612749,58,52,2022-05-12T00:27:32Z,3340000,,,0,,MISS G. Antetokounmpo Free Throw 2 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
347,PT09M22.00S,2022-05-12T00:26:57.1Z,3,REGULAR,rebound,offensive,[],201572,,,1610612749,58,52,2022-05-12T00:27:32Z,3350000,,,0,,B. Lopez REBOUND (Off:2 Def:1),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,346.0,3.0,1.0,2.0,,,,,,,,,,,
348,PT09M18.00S,2022-05-12T00:27:26.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],201950,32.933639947437584,54.65686274509803,1610612749,58,55,2022-05-12T00:28:36Z,3360000,-23.0,257.0,1,left,J. Holiday 25' 3PT pullup (12 PTS) (B. Lopez 2 AST),"[201950, 201572]",1610612749.0,MIL,pullup,,,Holiday,J. Holiday,,,,,25.82,Made,12.0,B. Lopez,201572.0,2.0,,,,,,,,,,,,,,,
350,PT09M16.00S,2022-05-12T00:27:33.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,58,55,2022-05-12T00:27:33Z,3380000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT08M53.00S,2022-05-12T00:31:28.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,86.94152431011827,57.59803921568627,1610612738,58,55,2022-05-12T00:32:11Z,3390000,38.0,70.0,1,right,MISS J. Tatum 7' driving floating Shot,[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,7.98,Missed,,,,,,,,,,,,,,,,,,,
352,PT08M51.00S,2022-05-12T00:31:30.0Z,3,REGULAR,rebound,offensive,[],1628369,,,1610612738,58,55,2022-05-12T00:31:39Z,3400000,,,0,,J. Tatum REBOUND (Off:1 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,351.0,6.0,5.0,1.0,,,,,,,,,,,
353,PT08M51.00S,2022-05-12T00:31:31.0Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628369,94.40999984741211,50.0,1610612738,60,55,2022-05-12T00:31:45Z,3410000,0.0,0.0,1,right,J. Tatum tip Layup (20 PTS),[1628369],1610612738.0,BOS,tip,,,Tatum,J. Tatum,,,,,0.0,Made,20.0,,,,,,,,,,,,,,,,,,
354,PT08M29.00S,2022-05-12T00:31:51.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203507,18.873193166885677,35.049019607843135,1610612749,60,57,2022-05-12T00:31:56Z,3420000,75.0,125.0,1,left,G. Antetokounmpo 14' Jump Shot (23 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,14.56,Made,23.0,,,,,,,,,,,,,,,,,,
355,PT08M12.00S,2022-05-12T00:32:11.3Z,3,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,60,57,2022-05-12T00:32:21Z,3430000,,,0,,J. Tatum lost ball out-of-bounds TURNOVER (1 TO),[1628369],1610612738.0,BOS,lost ball,,,Tatum,J. Tatum,,,,,,,,,,,,,,,1830.0,1.0,,,,,,,,,
356,PT08M12.00S,2022-05-12T00:32:36.3Z,3,REGULAR,stoppage,court clean up,[],0,,,1610612749,60,57,2022-05-12T00:32:36Z,3440000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
