actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
340,PT12M00.00S,2022-05-14T01:07:23.4Z,3,REGULAR,period,start,[],0,,,1610612749,43,53,2022-05-14T01:07:23Z,3360000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT11M43.00S,2022-05-14T01:07:38.8Z,3,REGULAR,2pt,Jump Shot,[],201950,7.30946123521682,33.82352941176471,1610612749,45,53,2022-05-14T01:07:46Z,3370000,81.0,16.0,1,left,J. Holiday 8' turnaround fadeaway Jump Shot (14 PTS),[201950],1610612749.0,MIL,turnaround fadeaway,,,Holiday,J. Holiday,,,,,8.25,Made,14.0,,,,,,,,,,,,,,,,,,
342,PT11M21.00S,2022-05-14T01:08:01.3Z,3,REGULAR,3pt,Jump Shot,[],201143,69.72733245729303,23.52941176470588,1610612738,45,53,2022-05-14T01:08:08Z,3380000,-132.0,232.0,1,right,MISS A. Horford 26' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,26.72,Missed,,,,,,,,,,,,,,,,,,,
343,PT11M18.00S,2022-05-14T01:08:04.3Z,3,REGULAR,rebound,defensive,[],1628960,,,1610612749,45,53,2022-05-14T01:08:08Z,3390000,,,0,,G. Allen REBOUND (Off:1 Def:1),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,342.0,2.0,1.0,1.0,,,,,,,,,,,,,,
344,PT11M07.00S,2022-05-14T01:08:15.6Z,3,REGULAR,2pt,Jump Shot,[],201950,3.630091984231275,78.67647058823529,1610612749,45,53,2022-05-14T01:08:20Z,3400000,-143.0,-18.0,1,left,MISS J. Holiday 14' step back Shot,[201950],1610612749.0,MIL,step back,,,Holiday,J. Holiday,,,,,14.46,Missed,,,,,,,,,,,,,,,,,,,
345,PT11M05.00S,2022-05-14T01:08:17.6Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,45,53,2022-05-14T01:08:20Z,3410000,,,0,,J. Tatum REBOUND (Off:0 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,344.0,6.0,6.0,0.0,,,,,,,,,,,,,,
346,PT10M56.00S,2022-05-14T01:08:29.0Z,3,REGULAR,foul,personal,['2freethrow'],1628960,,,1610612738,45,53,2022-05-14T01:08:40Z,3420000,,,0,,G. Allen shooting personal FOUL (2 PF) (Williams 2 FT),"[1628960, 1629684]",1610612749.0,MIL,shooting,,,Allen,G. Allen,,,,,,,,,,,,2715.0,2.0,0.0,Williams,1629684.0,,,,,,,,,
348,PT10M56.00S,2022-05-14T01:08:58.7Z,3,REGULAR,freethrow,1 of 2,[],1629684,,,1610612738,45,54,2022-05-14T01:09:19Z,3440000,,,0,,G. Williams Free Throw 1 of 2 (1 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
349,PT10M56.00S,2022-05-14T01:08:58.7Z,3,REGULAR,freethrow,2 of 2,[],1629684,,,1610612738,45,54,2022-05-14T01:09:19Z,3450000,,,0,,MISS G. Williams Free Throw 2 of 2,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Missed,,,,,,,,,,,,,,,,,,,
350,PT10M53.00S,2022-05-14T01:09:01.7Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,45,54,2022-05-14T01:09:19Z,3460000,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:7),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,349.0,9.0,7.0,2.0,,,,,,,,,,,,,,
351,PT10M36.00S,2022-05-14T01:09:35.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203507,10.200394218134035,53.67647058823529,1610612749,45,54,2022-05-14T01:10:10Z,3470000,-18.0,43.0,1,left,MISS G. Antetokounmpo Layup,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,4.71,Missed,,,,,,,,,,,,,,,,,,,
352,PT10M33.00S,2022-05-14T01:09:38.6Z,3,REGULAR,rebound,defensive,[],1629684,,,1610612738,45,54,2022-05-14T01:09:40Z,3480000,,,0,,G. Williams REBOUND (Off:0 Def:4),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,351.0,4.0,4.0,0.0,,,,,,,,,,,,,,
353,PT10M21.00S,2022-05-14T01:09:50.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203935,89.56964520367937,52.94117647058824,1610612738,45,54,2022-05-14T01:15:46Z,3490000,15.0,46.0,1,right,MISS M. Smart driving reverse Layup - blocked,"[203935, 203507]",1610612738.0,BOS,driving reverse,,,Smart,M. Smart,,,,,4.78,Missed,,,,,,,,,,,,,,,,,Antetokounmpo,203507.0,
354,PT10M21.00S,2022-05-14T01:09:50.8Z,3,REGULAR,block,,[],203507,,,1610612738,45,54,2022-05-14T01:09:53Z,3500000,,,0,,G. Antetokounmpo BLOCK (1 BLK),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT10M17.00S,2022-05-14T01:09:54.8Z,3,REGULAR,rebound,offensive,[],1627759,,,1610612738,45,54,2022-05-14T01:09:54Z,3510000,,,0,,J. Brown REBOUND (Off:1 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,353.0,3.0,2.0,1.0,,,,,,,,,,,,,,
356,PT10M15.00S,2022-05-14T01:09:56.8Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1627759,91.14651773981603,42.8921568627451,1610612738,45,54,2022-05-14T01:10:05Z,3520000,-36.0,31.0,1,right,MISS J. Brown driving Hook,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,4.69,Missed,,,,,,,,,,,,,,,,,,,
357,PT10M12.00S,2022-05-14T01:09:59.8Z,3,REGULAR,rebound,defensive,[],1628960,,,1610612749,45,54,2022-05-14T01:10:05Z,3530000,,,0,,G. Allen REBOUND (Off:1 Def:2),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,356.0,3.0,2.0,1.0,,,,,,,,,,,,,,
358,PT10M08.00S,2022-05-14T01:10:03.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203507,13.61695137976347,52.69607843137255,1610612749,45,54,2022-05-14T01:10:12Z,3540000,-13.0,75.0,1,left,MISS G. Antetokounmpo 7' running Layup,[203507],1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,7.67,Missed,,,,,,,,,,,,,,,,,,,
359,PT10M06.00S,2022-05-14T01:10:05.8Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,45,54,2022-05-14T01:10:12Z,3550000,,,0,,A. Horford REBOUND (Off:0 Def:5),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,358.0,5.0,5.0,0.0,,,,,,,,,,,,,,
360,PT09M57.00S,2022-05-14T01:10:14.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629684,91.27792378449409,49.754901960784316,1610612738,45,54,2022-05-14T01:10:22Z,3560000,-1.0,29.0,1,right,MISS G. Williams driving Layup,[1629684],1610612738.0,BOS,driving,,,Williams,G. Williams,,,,,2.95,Missed,,,,,,,,,,,,,,,,,,,
361,PT09M50.00S,2022-05-14T01:10:21.5Z,3,REGULAR,rebound,offensive,[],201143,,,1610612738,45,54,2022-05-14T01:10:21Z,3570000,,,0,,A. Horford REBOUND (Off:1 Def:5),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,360.0,6.0,5.0,1.0,,,,,,,,,,,,,,
362,PT09M50.00S,2022-05-14T01:10:21.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201143,94.40999984741211,50.0,1610612738,45,56,2022-05-14T01:10:21Z,3580000,0.0,0.0,1,right,A. Horford tip Layup (2 PTS),[201143],1610612738.0,BOS,tip,,,Horford,A. Horford,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,,
363,PT09M42.00S,2022-05-14T01:10:29.5Z,3,REGULAR,3pt,Jump Shot,[],201950,28.991458607095925,15.931372549019606,1610612749,45,56,2022-05-14T01:12:30Z,3590000,170.0,220.0,1,left,MISS J. Holiday 27' pullup 3PT,[201950],1610612749.0,MIL,pullup,,,Holiday,J. Holiday,,,,,27.82,Missed,,,,,,,,,,,,,,,,,,,
364,PT09M40.00S,2022-05-14T01:10:31.5Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,45,56,2022-05-14T01:10:39Z,3600000,,,0,,J. Tatum REBOUND (Off:0 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,363.0,7.0,7.0,0.0,,,,,,,,,,,,,,
365,PT09M35.00S,2022-05-14T01:10:37.2Z,3,REGULAR,3pt,Jump Shot,[],1628369,67.23061760840999,66.42156862745098,1610612738,45,59,2022-05-14T01:10:48Z,3610000,82.0,256.0,1,right,J. Tatum 26' 3PT pullup (21 PTS) (J. Brown 4 AST),"[1628369, 1627759]",1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,26.84,Made,21.0,,,,,,,,,,J. Brown,1627759.0,4.0,,,,,,
367,PT09M20.00S,2022-05-14T01:10:55.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628960,7.703679369250986,51.470588235294116,1610612749,47,59,2022-05-14T01:11:06Z,3630000,-7.0,20.0,1,left,G. Allen driving Layup (2 PTS),[1628960],1610612749.0,MIL,driving,,,Allen,G. Allen,,,,,2.12,Made,2.0,,,,,,,,,,,,,,,,,,
368,PT09M20.00S,2022-05-14T01:10:58.6Z,3,REGULAR,foul,personal,['1freethrow'],1629684,,,1610612749,47,59,2022-05-14T01:11:13Z,3640000,,,0,,G. Williams shooting personal FOUL (3 PF) (Allen 1 FT),"[1629684, 1628960]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,2715.0,3.0,0.0,Allen,1628960.0,,,,,,,,,
370,PT09M20.00S,2022-05-14T01:11:25.4Z,3,REGULAR,freethrow,1 of 1,[],1628960,,,1610612749,48,59,2022-05-14T01:11:25Z,3660000,,,0,,G. Allen Free Throw 1 of 1 (3 PTS),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
371,PT08M56.00S,2022-05-14T01:11:52.2Z,3,REGULAR,3pt,Jump Shot,[],1628369,68.28186596583443,69.36274509803921,1610612738,48,59,2022-05-14T01:13:41Z,3662500,97.0,246.0,1,right,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.41,Missed,,,,,,,,,,,,,,,,,,,
372,PT08M55.00S,2022-05-14T01:11:53.2Z,3,REGULAR,rebound,offensive,[],203935,,,1610612738,48,59,2022-05-14T01:13:41Z,3663750,,,0,,M. Smart REBOUND (Off:2 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,371.0,4.0,2.0,2.0,,,,,,,,,,,,,,
373,PT08M55.00S,2022-05-14T01:12:04.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203935,94.40999984741211,50.0,1610612738,48,59,2022-05-14T01:13:41Z,3665000,0.0,0.0,1,right,MISS M. Smart tip DUNK,[203935],1610612738.0,BOS,tip,,,Smart,M. Smart,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
374,PT08M54.00S,2022-05-14T01:12:05.6Z,3,REGULAR,rebound,offensive,[],1627759,,,1610612738,48,59,2022-05-14T01:13:54Z,3667500,,,0,,J. Brown REBOUND (Off:2 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,373.0,4.0,2.0,2.0,,,,,,,,,,,,,,
375,PT08M38.00S,2022-05-14T01:12:07.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628369,94.03745072273325,49.26470588235294,1610612738,48,61,2022-05-14T01:12:18Z,3710000,-4.0,4.0,1,right,J. Tatum turnaround bank Jump Shot (23 PTS),[1628369],1610612738.0,BOS,turnaround bank,,,Tatum,J. Tatum,,,,,0.51,Made,23.0,,,,,,,,,,,,,,,,,,
376,PT08M22.00S,2022-05-14T01:12:59.6Z,3,REGULAR,jumpball,recovered,[],1628369,,,1610612749,48,61,2022-05-14T01:12:59Z,3720000,,,0,,Jump Ball A. Horford vs. W. Matthews: Tip to J. Tatum,"[1628369, 201143, 202083]",1610612738.0,BOS,heldball,J. Tatum,1628369.0,Tatum,J. Tatum,Horford,201143.0,Matthews,202083.0,,,,,,,,,,,,,,,,,,,,,
379,PT08M22.00S,2022-05-14T01:12:59.6Z,3,REGULAR,turnover,lost ball,[],202083,,,1610612749,48,61,2022-05-14T01:12:59Z,3750000,,,0,,W. Matthews lost ball TURNOVER (1 TO),"[202083, 201143]",1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,1.0,Horford,201143.0,,,
380,PT08M22.00S,2022-05-14T01:12:59.6Z,3,REGULAR,steal,,[],201143,,,1610612738,48,61,2022-05-14T01:12:59Z,3760000,,,0,,A. Horford STEAL (1 STL),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT08M16.00S,2022-05-14T01:13:05.4Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'fromturnover']",1627759,76.42904073587385,31.61764705882353,1610612738,48,63,2022-05-14T01:15:22Z,3770000,-92.0,169.0,1,right,J. Brown 19' running pullup Jump Shot (10 PTS) (J. Tatum 4 AST),"[1627759, 1628369]",1610612738.0,BOS,running pullup,,,Brown,J. Brown,,,,,19.25,Made,10.0,,,,,,,,,,J. Tatum,1628369.0,4.0,,,,,,
383,PT08M08.00S,2022-05-14T01:13:17.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,48,63,2022-05-14T01:13:17Z,3790000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT08M08.00S,2022-05-14T01:15:50.8Z,3,REGULAR,substitution,out,[],201572,,,1610612749,48,63,2022-05-14T01:16:53Z,3800000,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT08M08.00S,2022-05-14T01:15:50.8Z,3,REGULAR,substitution,in,[],1626171,,,1610612749,48,63,2022-05-14T01:16:53Z,3810000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT07M56.00S,2022-05-14T01:17:12.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1626171,13.222733245729303,48.529411764705884,1610612749,48,63,2022-05-14T01:17:22Z,3820000,7.0,72.0,1,left,MISS B. Portis 7' Hook - blocked,"[1626171, 1628369]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,7.22,Missed,,,,,,,,,,,,,,,,,Tatum,1628369.0,
387,PT07M56.00S,2022-05-14T01:17:12.8Z,3,REGULAR,block,,[],1628369,,,1610612749,48,63,2022-05-14T01:17:15Z,3830000,,,0,,J. Tatum BLOCK (1 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT07M54.00S,2022-05-14T01:17:14.8Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,48,63,2022-05-14T01:17:22Z,3840000,,,0,,J. Brown REBOUND (Off:2 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,386.0,5.0,3.0,2.0,,,,,,,,,,,,,,
389,PT07M54.00S,2022-05-14T01:17:17.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627759,92.85479632063075,51.9607843137255,1610612738,48,65,2022-05-14T01:17:28Z,3850000,10.0,15.0,1,right,J. Brown running Layup (12 PTS),[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,1.77,Made,12.0,,,,,,,,,,,,,,,,,,
390,PT07M54.00S,2022-05-14T01:17:20.6Z,3,REGULAR,foul,personal,['1freethrow'],203507,,,1610612738,48,65,2022-05-14T01:17:35Z,3860000,,,0,,G. Antetokounmpo shooting personal FOUL (4 PF) (Brown 1 FT),"[203507, 1627759]",1610612749.0,MIL,shooting,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,202027.0,4.0,0.0,Brown,1627759.0,,,,,,,,,
392,PT07M54.00S,2022-05-14T01:17:46.8Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],1627759,,,1610612738,48,65,2022-05-14T01:17:49Z,3880000,,,0,,MISS J. Brown Free Throw 1 of 1,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,,
393,PT07M51.00S,2022-05-14T01:17:49.8Z,3,REGULAR,rebound,defensive,[],202083,,,1610612749,48,65,2022-05-14T01:17:49Z,3890000,,,0,,W. Matthews REBOUND (Off:0 Def:4),[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,392.0,4.0,4.0,0.0,,,,,,,,,,,,,,
394,PT07M41.00S,2022-05-14T01:17:58.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203507,8.492115637319317,52.94117647058824,1610612749,48,65,2022-05-14T01:18:04Z,3900000,-15.0,27.0,1,left,MISS G. Antetokounmpo driving Layup,[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,3.1,Missed,,,,,,,,,,,,,,,,,,,
395,PT07M35.00S,2022-05-14T01:18:04.0Z,3,REGULAR,rebound,offensive,[],1626171,,,1610612749,48,65,2022-05-14T01:18:04Z,3910000,,,0,,B. Portis REBOUND (Off:2 Def:5),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,394.0,7.0,5.0,2.0,,,,,,,,,,,,,,
396,PT07M35.00S,2022-05-14T01:18:03.8Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1626171,5.590000152587891,50.0,1610612749,50,65,2022-05-14T01:18:03Z,3920000,0.0,0.0,1,left,B. Portis tip DUNK (2 PTS),[1626171],1610612749.0,MIL,tip,,,Portis,B. Portis,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,,
397,PT07M20.00S,2022-05-14T01:18:18.6Z,3,REGULAR,3pt,Jump Shot,[],1627759,65.78515111695138,16.666666666666664,1610612738,50,68,2022-05-14T01:18:25Z,3930000,-167.0,269.0,1,right,J. Brown 31' 3PT  (15 PTS) (M. Smart 3 AST),"[1627759, 203935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,31.65,Made,15.0,,,,,,,,,,M. Smart,203935.0,3.0,,,,,,
399,PT07M02.00S,2022-05-14T01:18:37.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202083,5.995400788436268,49.754901960784316,1610612749,52,68,2022-05-14T01:18:42Z,3950000,1.0,4.0,1,left,W. Matthews driving Layup (4 PTS) (G. Antetokounmpo 4 AST),"[202083, 203507]",1610612749.0,MIL,driving,,,Matthews,W. Matthews,,,,,0.41,Made,4.0,,,,,,,,,,G. Antetokounmpo,203507.0,4.0,,,,,,
400,PT06M34.00S,2022-05-14T01:19:05.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629684,79.71419185282524,64.95098039215686,1610612738,52,68,2022-05-14T01:19:10Z,3960000,75.0,138.0,1,right,MISS G. Williams 15' pullup Shot,[1629684],1610612738.0,BOS,pullup,,,Williams,G. Williams,,,,,15.71,Missed,,,,,,,,,,,,,,,,,,,
401,PT06M31.00S,2022-05-14T01:19:08.3Z,3,REGULAR,rebound,defensive,[],1626171,,,1610612749,52,68,2022-05-14T01:19:10Z,3970000,,,0,,B. Portis REBOUND (Off:2 Def:6),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,400.0,8.0,6.0,2.0,,,,,,,,,,,,,,
402,PT06M23.00S,2022-05-14T01:19:15.9Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203507,13.61695137976347,48.28431372549019,1610612749,52,68,2022-05-14T01:19:20Z,3980000,9.0,75.0,1,left,MISS G. Antetokounmpo 7' driving Hook,[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,7.6,Missed,,,,,,,,,,,,,,,,,,,
403,PT06M21.00S,2022-05-14T01:19:17.9Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,52,68,2022-05-14T01:19:20Z,3990000,,,0,,M. Smart REBOUND (Off:2 Def:3),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,402.0,5.0,3.0,2.0,,,,,,,,,,,,,,
404,PT06M12.00S,2022-05-14T01:19:27.7Z,3,REGULAR,3pt,Jump Shot,[],1628369,71.96123521681997,82.35294117647058,1610612738,52,68,2022-05-14T01:23:33Z,4000000,162.0,211.0,1,right,MISS J. Tatum 26' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,26.6,Missed,,,,,,,,,,,,,,,,,,,
405,PT06M08.00S,2022-05-14T01:19:31.7Z,3,REGULAR,rebound,defensive,[],1626171,,,1610612749,52,68,2022-05-14T01:19:38Z,4010000,,,0,,B. Portis REBOUND (Off:2 Def:7),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,404.0,9.0,7.0,2.0,,,,,,,,,,,,,,
406,PT06M02.00S,2022-05-14T01:19:36.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203507,9.806176084099869,47.794117647058826,1610612749,52,68,2022-05-14T01:19:49Z,4020000,11.0,40.0,1,left,MISS G. Antetokounmpo running Layup,[203507],1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,4.12,Missed,,,,,,,,,,,,,,,,,,,
407,PT06M02.00S,2022-05-14T01:19:36.8Z,3,REGULAR,rebound,offensive,[],203507,,,1610612749,52,68,2022-05-14T01:19:49Z,4030000,,,0,,G. Antetokounmpo REBOUND (Off:3 Def:7),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,406.0,10.0,7.0,3.0,,,,,,,,,,,,,,
408,PT05M57.00S,2022-05-14T01:19:41.4Z,3,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",203507,5.590000152587891,50.0,1610612749,54,68,2022-05-14T01:20:20Z,4040000,0.0,0.0,1,left,G. Antetokounmpo tip Layup (23 PTS),[203507],1610612749.0,MIL,tip,,,Antetokounmpo,G. Antetokounmpo,,,,,0.0,Made,23.0,,,,,,,,,,,,,,,,,,
409,PT05M45.00S,2022-05-14T01:19:54.0Z,3,REGULAR,3pt,Jump Shot,[],1627759,73.27529566360053,10.53921568627451,1610612738,54,68,2022-05-14T01:20:03Z,4050000,-197.0,199.0,1,right,MISS J. Brown 28' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,28.0,Missed,,,,,,,,,,,,,,,,,,,
410,PT05M43.00S,2022-05-14T01:19:56.0Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,54,68,2022-05-14T01:20:03Z,4060000,,,0,,G. Antetokounmpo REBOUND (Off:3 Def:8),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,409.0,11.0,8.0,3.0,,,,,,,,,,,,,,
411,PT05M36.00S,2022-05-14T01:20:03.2Z,3,REGULAR,2pt,Jump Shot,['fastbreak'],1626171,5.732588699080158,12.009803921568627,1610612749,56,68,2022-05-14T01:24:31Z,4070000,190.0,1.0,1,left,B. Portis 19' Jump Shot (4 PTS) (G. Antetokounmpo 5 AST),"[1626171, 203507]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,19.0,Made,4.0,,,,,,,,,,G. Antetokounmpo,203507.0,5.0,,,,,,
413,PT05M36.00S,2022-05-14T01:20:17.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,56,68,2022-05-14T01:20:17Z,4090000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT05M36.00S,2022-05-14T01:23:18.1Z,3,REGULAR,substitution,out,[],1628960,,,1610612738,56,68,2022-05-14T01:23:36Z,4100000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT05M36.00S,2022-05-14T01:23:18.1Z,3,REGULAR,substitution,out,[],202083,,,1610612738,56,68,2022-05-14T01:23:36Z,4110000,,,0,,SUB out: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT05M36.00S,2022-05-14T01:23:18.1Z,3,REGULAR,substitution,out,[],1629684,,,1610612738,56,68,2022-05-14T01:23:36Z,4120000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT05M36.00S,2022-05-14T01:23:18.1Z,3,REGULAR,substitution,in,[],201588,,,1610612738,56,68,2022-05-14T01:23:36Z,4130000,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT05M36.00S,2022-05-14T01:23:18.1Z,3,REGULAR,substitution,in,[],1626192,,,1610612738,56,68,2022-05-14T01:23:36Z,4140000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT05M36.00S,2022-05-14T01:23:18.1Z,3,REGULAR,substitution,in,[],1628401,,,1610612738,56,68,2022-05-14T01:23:36Z,4150000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT05M20.00S,2022-05-14T01:24:12.8Z,3,REGULAR,foul,personal,['2freethrow'],1626171,,,1610612738,56,68,2022-05-14T01:24:23Z,4160000,,,0,,B. Portis shooting personal FOUL (2 PF) (Brown 2 FT),"[1626171, 1627759]",1610612749.0,MIL,shooting,,,Portis,B. Portis,,,,,,,,,,,,2715.0,2.0,0.0,Brown,1627759.0,,,,,,,,,
423,PT05M20.00S,2022-05-14T01:24:39.8Z,3,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,56,69,2022-05-14T01:24:39Z,4180000,,,0,,J. Brown Free Throw 1 of 2 (16 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,16.0,,,,,,,,,,,,,,,,,,
424,PT05M20.00S,2022-05-14T01:24:55.6Z,3,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,56,70,2022-05-14T01:24:55Z,4190000,,,0,,J. Brown Free Throw 2 of 2 (17 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,17.0,,,,,,,,,,,,,,,,,,
