actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
184,PT12M00.00S,2022-05-24T01:13:42.4Z,2,REGULAR,substitution,in,['startperiod'],1627759,,,1610612738,29,11,2022-05-24T01:14:08Z,1810000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2022-05-24T01:13:42.4Z,2,REGULAR,substitution,in,['startperiod'],1628997,,,1610612738,29,11,2022-05-24T01:14:08Z,1820000,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT12M00.00S,2022-05-24T01:14:22.7Z,2,REGULAR,period,start,[],0,,,1610612738,29,11,2022-05-24T01:14:22Z,1830000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT11M39.00S,2022-05-24T01:14:42.8Z,2,REGULAR,2pt,Jump Shot,[],1627759,72.48685939553219,34.80392156862745,1610612738,29,11,2022-05-24T01:15:38Z,1840000,-76.0,206.0,1,right,MISS J. Brown 21' step back Shot,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,,,,21.97,Missed,,,,,,,,,,,,,,,,
188,PT11M36.00S,2022-05-24T01:14:45.8Z,2,REGULAR,rebound,offensive,[],1629684,,,1610612738,29,11,2022-05-24T01:14:51Z,1850000,,,0,,G. Williams REBOUND (Off:1 Def:0),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,187.0,1.0,0.0,1.0,,,,,,
189,PT11M24.00S,2022-05-24T01:14:57.9Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",201143,89.83245729303549,50.73529411764706,1610612738,29,11,2022-05-24T01:15:02Z,1860000,4.0,43.0,1,right,MISS A. Horford driving Hook,[201143],1610612738.0,BOS,driving,,,Horford,A. Horford,,,,,,,,4.33,Missed,,,,,,,,,,,,,,,,
190,PT11M21.00S,2022-05-24T01:15:00.9Z,2,REGULAR,rebound,defensive,[],1628997,,,1610612748,29,11,2022-05-24T01:15:02Z,1870000,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,189.0,1.0,1.0,0.0,,,,,,
191,PT11M09.00S,2022-05-24T01:15:12.5Z,2,REGULAR,3pt,Jump Shot,[],203506,30.56833114323259,29.901960784313726,1610612748,29,14,2022-05-24T01:15:17Z,1880000,100.0,235.0,1,left,V. Oladipo 25' 3PT step back (9 PTS),[203506],1610612748.0,MIA,step back,,,Oladipo,V. Oladipo,,,,,,,,25.54,Made,9.0,,,,,,,,,,,,,,,
192,PT10M51.00S,2022-05-24T01:15:30.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,89.17542706964521,48.28431372549019,1610612738,29,14,2022-05-24T01:19:20Z,1890000,-9.0,49.0,1,right,MISS J. Brown driving floating Shot,[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,,,,5.0,Missed,,,,,,,,,,,,,,,,
193,PT10M50.00S,2022-05-24T01:15:31.6Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612738,29,14,2022-05-24T01:17:13Z,1900000,,,0,,R. Williams III REBOUND (Off:2 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,192.0,6.0,4.0,2.0,,,,,,
194,PT10M50.00S,2022-05-24T01:15:34.6Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629057,94.40999984741211,50.0,1610612738,29,14,2022-05-24T01:17:20Z,1910000,0.0,0.0,1,right,MISS R. Williams III tip Layup,[1629057],1610612738.0,BOS,tip,,,Williams III,R. Williams III,,,,,,,,0.0,Missed,,,,,,,,,,,,,,,,
195,PT10M48.00S,2022-05-24T01:15:36.6Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612738,29,14,2022-05-24T01:21:26Z,1920000,,,0,,R. Williams III REBOUND (Off:3 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,194.0,7.0,4.0,3.0,,,,,,
196,PT10M47.00S,2022-05-24T01:15:36.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629684,91.14651773981603,51.71568627450981,1610612738,29,14,2022-05-24T01:17:28Z,1930000,9.0,31.0,1,right,MISS G. Williams Layup,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,3.19,Missed,,,,,,,,,,,,,,,,
197,PT10M46.00S,2022-05-24T01:15:37.7Z,2,REGULAR,rebound,offensive,[],1629684,,,1610612738,29,14,2022-05-24T01:17:28Z,1940000,,,0,,G. Williams REBOUND (Off:2 Def:0),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,196.0,2.0,0.0,2.0,,,,,,
198,PT10M46.00S,2022-05-24T01:15:38.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629684,90.62089356110381,52.69607843137255,1610612738,29,14,2022-05-24T01:18:57Z,1950000,13.0,36.0,1,right,MISS G. Williams putback Layup,[1629684],1610612738.0,BOS,putback,,,Williams,G. Williams,,,,,,,,3.82,Missed,,,,,,,,,,,,,,,,
199,PT10M45.00S,2022-05-24T01:15:39.7Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612738,29,14,2022-05-24T01:17:34Z,1960000,,,0,,R. Williams III REBOUND (Off:4 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,198.0,8.0,4.0,4.0,,,,,,
200,PT10M45.00S,2022-05-24T01:15:41.0Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629057,94.40999984741211,50.0,1610612738,31,14,2022-05-24T01:17:39Z,1970000,0.0,0.0,1,right,R. Williams III tip Layup (4 PTS),[1629057],1610612738.0,BOS,tip,,,Williams III,R. Williams III,,,,,,,,0.0,Made,4.0,,,,,,,,,,,,,,,
202,PT10M32.00S,2022-05-24T01:16:03.2Z,2,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612748,31,14,2022-05-24T01:17:53Z,1990000,,,0,,G. Williams shooting personal FOUL (1 PF) (Oladipo 2 FT),"[1629684, 203506]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,2003.0,1.0,0.0,Oladipo,203506.0,,,,,,,,,,
204,PT10M32.00S,2022-05-24T01:16:37.6Z,2,REGULAR,freethrow,1 of 2,[],203506,,,1610612748,31,15,2022-05-24T01:16:37Z,2010000,,,0,,V. Oladipo Free Throw 1 of 2 (10 PTS),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,Made,10.0,,,,,,,,,,,,,,,
205,PT10M32.00S,2022-05-24T01:16:55.6Z,2,REGULAR,freethrow,2 of 2,[],203506,,,1610612748,31,16,2022-05-24T01:16:55Z,2020000,,,0,,V. Oladipo Free Throw 2 of 2 (11 PTS),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,Made,11.0,,,,,,,,,,,,,,,
206,PT10M15.00S,2022-05-24T01:17:15.0Z,2,REGULAR,3pt,Jump Shot,[],1627759,69.33311432325887,19.362745098039216,1610612738,34,16,2022-05-24T01:17:42Z,2030000,-153.0,236.0,1,right,J. Brown 28' 3PT  (3 PTS) (P. Pritchard 1 AST),"[1627759, 1630202]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,28.12,Made,3.0,,,,,,,,,,P. Pritchard,1630202.0,1.0,,,
208,PT09M50.00S,2022-05-24T01:17:39.4Z,2,REGULAR,2pt,Jump Shot,[],203506,12.697109067017081,69.85294117647058,1610612748,34,18,2022-05-24T01:17:45Z,2050000,-99.0,67.0,1,left,V. Oladipo 11' step back Jump Shot (13 PTS),[203506],1610612748.0,MIA,step back,,,Oladipo,V. Oladipo,,,,,,,,11.97,Made,13.0,,,,,,,,,,,,,,,
209,PT09M33.00S,2022-05-24T01:17:56.9Z,2,REGULAR,2pt,Jump Shot,[],1629684,78.66294349540078,58.57843137254902,1610612738,34,18,2022-05-24T01:18:01Z,2060000,43.0,148.0,1,right,MISS G. Williams 15' fadeaway Shot,[1629684],1610612738.0,BOS,fadeaway,,,Williams,G. Williams,,,,,,,,15.42,Missed,,,,,,,,,,,,,,,,
210,PT09M30.00S,2022-05-24T01:17:59.9Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,34,18,2022-05-24T01:18:01Z,2070000,,,0,,B. Adebayo REBOUND (Off:0 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,209.0,1.0,1.0,0.0,,,,,,
211,PT09M26.00S,2022-05-24T01:18:03.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629130,30.17411300919842,21.323529411764707,1610612748,34,18,2022-05-24T01:18:14Z,2080000,143.0,231.0,1,left,MISS D. Robinson 27' running 3PT,[1629130],1610612748.0,MIA,running,,,Robinson,D. Robinson,,,,,,,,27.2,Missed,,,,,,,,,,,,,,,,
212,PT09M24.00S,2022-05-24T01:18:05.6Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,34,18,2022-05-24T01:18:14Z,2090000,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,211.0,2.0,2.0,0.0,,,,,,
213,PT09M13.00S,2022-05-24T01:18:19.1Z,2,REGULAR,foul,personal,[],203506,,,1610612738,34,18,2022-05-24T01:18:43Z,2100000,,,0,,V. Oladipo personal FOUL (1 PF),"[203506, 1627759]",1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,201640.0,1.0,0.0,Brown,1627759.0,,,,,,,,,,
215,PT09M13.00S,2022-05-24T01:18:29.4Z,2,REGULAR,substitution,out,[],1630202,,,1610612738,34,18,2022-05-24T01:18:39Z,2120000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT09M13.00S,2022-05-24T01:18:29.4Z,2,REGULAR,substitution,out,[],1629057,,,1610612738,34,18,2022-05-24T01:18:39Z,2130000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT09M13.00S,2022-05-24T01:18:29.4Z,2,REGULAR,substitution,in,[],1628401,,,1610612738,34,18,2022-05-24T01:18:39Z,2140000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT09M13.00S,2022-05-24T01:18:29.4Z,2,REGULAR,substitution,in,[],1628369,,,1610612738,34,18,2022-05-24T01:18:39Z,2150000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT09M01.00S,2022-05-24T01:18:58.3Z,2,REGULAR,2pt,Jump Shot,[],1628369,78.40013140604468,29.166666666666668,1610612738,36,18,2022-05-24T01:19:08Z,2160000,-104.0,151.0,1,right,J. Tatum 18' turnaround Jump Shot (14 PTS) (J. Brown 2 AST),"[1628369, 1627759]",1610612738.0,BOS,turnaround,,,Tatum,J. Tatum,,,,,,,,18.31,Made,14.0,,,,,,,,,,J. Brown,1627759.0,2.0,,,
221,PT08M34.00S,2022-05-24T01:19:24.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629216,12.565703022339028,48.03921568627451,1610612748,36,18,2022-05-24T01:19:29Z,2180000,10.0,66.0,1,left,MISS G. Vincent 6' driving floating Shot,[1629216],1610612748.0,MIA,driving floating,,,Vincent,G. Vincent,,,,,,,,6.63,Missed,,,,,,,,,,,,,,,,
222,PT08M32.00S,2022-05-24T01:19:26.6Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,36,18,2022-05-24T01:19:29Z,2190000,,,0,,A. Horford REBOUND (Off:2 Def:5),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,221.0,7.0,5.0,2.0,,,,,,
223,PT08M22.00S,2022-05-24T01:19:36.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,92.32917214191852,44.6078431372549,1610612738,38,18,2022-05-24T01:19:44Z,2200000,-27.0,20.0,1,right,J. Tatum driving reverse Layup (16 PTS),[1628369],1610612738.0,BOS,driving reverse,,,Tatum,J. Tatum,,,,,,,,3.34,Made,16.0,,,,,,,,,,,,,,,
224,PT08M13.00S,2022-05-24T01:19:46.5Z,2,REGULAR,3pt,Jump Shot,[],1628997,28.86005256241787,26.225490196078432,1610612748,38,21,2022-05-24T01:19:51Z,2210000,119.0,219.0,1,left,C. Martin 24' 3PT  (3 PTS) (B. Adebayo 1 AST),"[1628997, 1628389]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,24.9,Made,3.0,,,,,,,,,,B. Adebayo,1628389.0,1.0,,,
226,PT07M52.00S,2022-05-24T01:20:07.4Z,2,REGULAR,3pt,Jump Shot,[],1628369,65.65374507227332,57.35294117647059,1610612738,38,21,2022-05-24T01:20:11Z,2230000,37.0,270.0,1,right,MISS J. Tatum 27' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,27.29,Missed,,,,,,,,,,,,,,,,
227,PT07M50.00S,2022-05-24T01:20:09.4Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,38,21,2022-05-24T01:20:11Z,2240000,,,0,,B. Adebayo REBOUND (Off:0 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,226.0,2.0,2.0,0.0,,,,,,
228,PT07M40.00S,2022-05-24T01:20:19.4Z,2,REGULAR,turnover,lost ball,[],1628389,,,1610612748,38,21,2022-05-24T01:20:23Z,2250000,,,0,,B. Adebayo lost ball TURNOVER (2 TO),"[1628389, 1628401]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,2.0,White,1628401.0,,,,,,,,,,,,,,,,,,
229,PT07M40.00S,2022-05-24T01:20:19.4Z,2,REGULAR,steal,,[],1628401,,,1610612738,38,21,2022-05-24T01:20:21Z,2260000,,,0,,D. White STEAL (3 STL),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M34.00S,2022-05-24T01:20:26.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627759,91.40932982917214,44.11764705882353,1610612738,40,21,2022-05-24T01:25:00Z,2270000,-29.0,28.0,1,right,J. Brown running Layup (5 PTS),[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,,,,4.08,Made,5.0,,,,,,,,,,,,,,,
231,PT07M32.00S,2022-05-24T01:20:32.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,40,21,2022-05-24T01:20:32Z,2280000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M32.00S,2022-05-24T01:23:17.0Z,2,REGULAR,substitution,out,[],1629216,,,1610612748,40,21,2022-05-24T01:24:03Z,2290000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M32.00S,2022-05-24T01:23:17.0Z,2,REGULAR,substitution,out,[],1628389,,,1610612748,40,21,2022-05-24T01:24:03Z,2300000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M32.00S,2022-05-24T01:23:17.0Z,2,REGULAR,substitution,out,[],1628997,,,1610612748,40,21,2022-05-24T01:24:03Z,2310000,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M32.00S,2022-05-24T01:23:17.0Z,2,REGULAR,substitution,out,[],1629130,,,1610612748,40,21,2022-05-24T01:24:03Z,2320000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M32.00S,2022-05-24T01:23:17.0Z,2,REGULAR,substitution,in,[],200768,,,1610612748,40,21,2022-05-24T01:24:03Z,2330000,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M32.00S,2022-05-24T01:23:17.0Z,2,REGULAR,substitution,in,[],200782,,,1610612748,40,21,2022-05-24T01:24:03Z,2340000,,,0,,SUB in: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M32.00S,2022-05-24T01:23:17.0Z,2,REGULAR,substitution,in,[],1629622,,,1610612748,40,21,2022-05-24T01:24:03Z,2350000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M32.00S,2022-05-24T01:23:17.0Z,2,REGULAR,substitution,in,[],202710,,,1610612748,40,21,2022-05-24T01:24:03Z,2360000,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M13.00S,2022-05-24T01:24:32.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202710,9.543363994743759,45.588235294117645,1610612748,40,23,2022-05-24T01:24:37Z,2370000,22.0,37.0,1,left,J. Butler cutting Layup (6 PTS) (K. Lowry 1 AST),"[202710, 200768]",1610612748.0,MIA,cutting,,,Butler,J. Butler,,,,,,,,4.33,Made,6.0,,,,,,,,,,K. Lowry,200768.0,1.0,,,
243,PT06M49.00S,2022-05-24T01:24:56.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,90.75229960578186,44.11764705882353,1610612738,42,23,2022-05-24T01:27:04Z,2390000,-29.0,34.0,1,right,J. Tatum reverse Layup (18 PTS) (D. White 2 AST),"[1628369, 1628401]",1610612738.0,BOS,reverse,,,Tatum,J. Tatum,,,,,,,,4.53,Made,18.0,,,,,,,,,,D. White,1628401.0,2.0,,,
245,PT06M31.00S,2022-05-24T01:25:14.8Z,2,REGULAR,3pt,Jump Shot,[],203506,5.650459921156373,96.83670343137256,1610612748,42,23,2022-05-24T01:25:23Z,2410000,-234.0,1.0,1,left,MISS V. Oladipo 3PT,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,23.42,Missed,,,,,,,,,,,,,,,,
246,PT06M28.00S,2022-05-24T01:25:17.8Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,42,23,2022-05-24T01:25:23Z,2420000,,,0,,D. White REBOUND (Off:0 Def:3),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,245.0,3.0,3.0,0.0,,,,,,
247,PT06M20.00S,2022-05-24T01:25:28.5Z,2,REGULAR,foul,personal,['2freethrow'],1629622,,,1610612738,42,23,2022-05-24T01:25:38Z,2430000,,,0,,M. Strus shooting personal FOUL (1 PF) (Tatum 2 FT),"[1629622, 1628369]",1610612748.0,MIA,shooting,,,Strus,M. Strus,,,,,,,,,,,1162.0,1.0,0.0,Tatum,1628369.0,,,,,,,,,,
249,PT06M20.00S,2022-05-24T01:25:57.9Z,2,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,43,23,2022-05-24T01:25:57Z,2450000,,,0,,J. Tatum Free Throw 1 of 2 (19 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,Made,19.0,,,,,,,,,,,,,,,
250,PT06M20.00S,2022-05-24T01:26:17.2Z,2,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,44,23,2022-05-24T01:26:17Z,2460000,,,0,,J. Tatum Free Throw 2 of 2 (20 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,Made,20.0,,,,,,,,,,,,,,,
251,PT05M54.00S,2022-05-24T01:26:46.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200782,9.411957950065702,58.333333333333336,1610612748,44,23,2022-05-24T01:28:05Z,2470000,-42.0,36.0,1,left,MISS P. Tucker floating Shot,[200782],1610612748.0,MIA,floating,,,Tucker,P. Tucker,,,,,,,,5.51,Missed,,,,,,,,,,,,,,,,
252,PT05M52.00S,2022-05-24T01:26:48.8Z,2,REGULAR,rebound,offensive,[],202710,,,1610612748,44,23,2022-05-24T01:28:05Z,2480000,,,0,,J. Butler REBOUND (Off:1 Def:2),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,251.0,3.0,2.0,1.0,,,,,,
253,PT05M47.00S,2022-05-24T01:26:53.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203506,7.30946123521682,41.66666666666667,1610612748,44,23,2022-05-24T01:27:06Z,2490000,42.0,16.0,1,left,MISS V. Oladipo driving Layup,[203506],1610612748.0,MIA,driving,,,Oladipo,V. Oladipo,,,,,,,,4.47,Missed,,,,,,,,,,,,,,,,
254,PT05M45.00S,2022-05-24T01:26:55.9Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,44,23,2022-05-24T01:27:06Z,2500000,,,0,,A. Horford REBOUND (Off:2 Def:6),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,253.0,8.0,6.0,2.0,,,,,,
255,PT05M32.00S,2022-05-24T01:27:08.5Z,2,REGULAR,3pt,Jump Shot,[],1629684,79.58278580814718,5.88235294117647,1610612738,47,23,2022-05-24T01:27:12Z,2510000,-221.0,139.0,1,right,G. Williams 26' 3PT  (5 PTS) (J. Tatum 3 AST),"[1629684, 1628369]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,26.1,Made,5.0,,,,,,,,,,J. Tatum,1628369.0,3.0,,,
257,PT05M08.00S,2022-05-24T01:27:35.8Z,2,REGULAR,foul,offensive,[],202710,,,1610612748,47,23,2022-05-24T01:28:02Z,2530000,,,0,,J. Butler offensive FOUL (2 PF),"[202710, 1628401]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,201640.0,2.0,0.0,White,1628401.0,,,,,,,,,,
259,PT05M08.00S,2022-05-24T01:27:35.8Z,2,REGULAR,turnover,offensive foul,[],202710,,,1610612748,47,23,2022-05-24T01:27:35Z,2550000,,,0,,J. Butler offensive foul TURNOVER (1 TO),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,1.0,,,,,,201640.0,,,,,,,,,,,,,,
260,PT05M08.00S,2022-05-24T01:27:50.3Z,2,REGULAR,substitution,out,[],203506,,,1610612738,47,23,2022-05-24T01:27:53Z,2560000,,,0,,SUB out: V. Oladipo,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT05M08.00S,2022-05-24T01:27:50.3Z,2,REGULAR,substitution,in,[],1628389,,,1610612738,47,23,2022-05-24T01:27:53Z,2570000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT04M55.00S,2022-05-24T01:28:06.8Z,2,REGULAR,foul,personal,['2freethrow'],1629622,,,1610612738,47,23,2022-05-24T01:28:20Z,2580000,,,0,,M. Strus shooting personal FOUL (2 PF) (Brown 2 FT),"[1629622, 1627759]",1610612748.0,MIA,shooting,,,Strus,M. Strus,,,,,,,,,,,201640.0,2.0,0.0,Brown,1627759.0,,,,,,,,,,
264,PT04M55.00S,2022-05-24T01:28:30.7Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1627759,,,1610612738,47,23,2022-05-24T01:28:30Z,2600000,,,0,,MISS J. Brown Free Throw 1 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,Missed,,,,,,,,,,,,,,,,
265,PT04M55.00S,2022-05-24T01:28:30.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,47,23,2022-05-24T01:28:30Z,2610000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,264.0,,,,,,,,,
266,PT04M55.00S,2022-05-24T01:28:52.6Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1627759,,,1610612738,48,23,2022-05-24T01:28:52Z,2620000,,,0,,J. Brown Free Throw 2 of 2 (6 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
267,PT04M50.00S,2022-05-24T01:29:05.3Z,2,REGULAR,foul,personal,[],201143,,,1610612748,48,23,2022-05-24T01:29:11Z,2630000,,,0,,A. Horford personal FOUL (2 PF),"[201143, 1628389]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,2003.0,2.0,0.0,Adebayo,1628389.0,,,,,,,,,,
269,PT04M50.00S,2022-05-24T01:29:22.0Z,2,REGULAR,substitution,out,[],201143,,,1610612748,48,23,2022-05-24T01:29:25Z,2650000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT04M50.00S,2022-05-24T01:29:22.0Z,2,REGULAR,substitution,in,[],1629057,,,1610612748,48,23,2022-05-24T01:29:25Z,2660000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT04M45.00S,2022-05-24T01:29:41.6Z,2,REGULAR,3pt,Jump Shot,[],1629622,28.991458607095925,77.45098039215686,1610612748,48,23,2022-05-24T01:30:08Z,2670000,-137.0,220.0,1,left,MISS M. Strus 25' pullup 3PT,[1629622],1610612748.0,MIA,pullup,,,Strus,M. Strus,,,,,,,,25.93,Missed,,,,,,,,,,,,,,,,
272,PT04M43.00S,2022-05-24T01:29:43.6Z,2,REGULAR,rebound,offensive,[],200782,,,1610612748,48,23,2022-05-24T01:30:19Z,2680000,,,0,,P. Tucker REBOUND (Off:2 Def:0),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,271.0,2.0,0.0,2.0,,,,,,
273,PT04M42.00S,2022-05-24T01:29:46.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629622,28.597240473061763,75.73529411764706,1610612748,48,23,2022-05-24T01:29:57Z,2690000,-129.0,216.0,1,left,MISS M. Strus 25' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,25.17,Missed,,,,,,,,,,,,,,,,
