actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
274,PT04M40.00S,2022-05-24T01:29:48.1Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,48,23,2022-05-24T01:29:57Z,2700000,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,273.0,3.0,3.0,0.0,,,,,,
275,PT04M29.00S,2022-05-24T01:29:56.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,71.82982917214193,80.14705882352942,1610612738,48,23,2022-05-24T01:30:05Z,2710000,151.0,212.0,1,right,MISS J. Tatum 26' running pullup 3PT,[1628369],1610612738.0,BOS,running pullup,,,Tatum,J. Tatum,,,,,,,,26.03,Missed,,,,,,,,,,,,,,,,
276,PT04M26.00S,2022-05-24T01:29:59.6Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,48,23,2022-05-24T01:30:05Z,2720000,,,0,,B. Adebayo REBOUND (Off:0 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,275.0,3.0,3.0,0.0,,,,,,
277,PT04M21.00S,2022-05-24T01:30:05.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],200768,31.488173455978973,63.970588235294116,1610612748,48,23,2022-05-24T01:32:51Z,2730000,-70.0,243.0,1,left,MISS K. Lowry 25' pullup 3PT,[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,,,,25.33,Missed,,,,,,,,,,,,,,,,
278,PT04M18.00S,2022-05-24T01:30:08.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,48,23,2022-05-24T01:30:11Z,2740000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,277.0,,,,,,,,,
279,PT04M18.00S,2022-05-24T01:30:12.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,48,23,2022-05-24T01:30:12Z,2750000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT03M57.00S,2022-05-24T01:30:41.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,88.25558475689881,40.68627450980392,1610612738,48,23,2022-05-24T01:33:29Z,2760000,-47.0,58.0,1,right,MISS J. Brown 7' driving floating Shot,[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,,,,7.43,Missed,,,,,,,,,,,,,,,,
281,PT03M56.00S,2022-05-24T01:30:42.9Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612738,48,23,2022-05-24T01:31:18Z,2770000,,,0,,R. Williams III REBOUND (Off:5 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,280.0,9.0,4.0,5.0,,,,,,
282,PT03M55.00S,2022-05-24T01:31:02.6Z,2,REGULAR,foul,personal,['2freethrow'],200768,,,1610612738,48,23,2022-05-24T01:32:02Z,2780000,,,0,,K. Lowry shooting personal FOUL (2 PF) (Williams III 2 FT),"[200768, 1629057]",1610612748.0,MIA,shooting,,,Lowry,K. Lowry,,,,,,,,,,,201640.0,2.0,0.0,Williams III,1629057.0,,,,,,,,,,
284,PT03M55.00S,2022-05-24T01:31:18.9Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629057,,,1610612738,49,23,2022-05-24T01:31:19Z,2800000,,,0,,R. Williams III Free Throw 1 of 2 (5 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
285,PT03M55.00S,2022-05-24T01:31:20.9Z,2,REGULAR,substitution,out,[],1629622,,,1610612738,49,23,2022-05-24T01:31:23Z,2810000,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT03M55.00S,2022-05-24T01:31:20.9Z,2,REGULAR,substitution,in,[],203506,,,1610612738,49,23,2022-05-24T01:31:23Z,2820000,,,0,,SUB in: V. Oladipo,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT03M55.00S,2022-05-24T01:31:49.5Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629057,,,1610612738,50,23,2022-05-24T01:31:49Z,2830000,,,0,,R. Williams III Free Throw 2 of 2 (6 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
288,PT03M37.00S,2022-05-24T01:32:09.4Z,2,REGULAR,3pt,Jump Shot,[],203506,9.937582128777924,2.696078431372549,1610612748,50,26,2022-05-24T01:32:13Z,2840000,237.0,41.0,1,left,V. Oladipo 24' 3PT  (16 PTS) (K. Lowry 2 AST),"[203506, 200768]",1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,24.0,Made,16.0,,,,,,,,,,K. Lowry,200768.0,2.0,,,
290,PT03M19.00S,2022-05-24T01:32:29.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628389,,,1610612738,50,26,2022-05-24T01:32:42Z,2860000,,,0,,B. Adebayo shooting personal FOUL (2 PF) (Williams III 2 FT),"[1628389, 1629057]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,,,,,,,2003.0,2.0,0.0,Williams III,1629057.0,,,,,,,,,,
292,PT03M19.00S,2022-05-24T01:33:06.3Z,2,REGULAR,freethrow,1 of 2,[],1629057,,,1610612738,51,26,2022-05-24T01:33:06Z,2880000,,,0,,R. Williams III Free Throw 1 of 2 (7 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
293,PT03M19.00S,2022-05-24T01:33:29.0Z,2,REGULAR,freethrow,2 of 2,[],1629057,,,1610612738,52,26,2022-05-24T01:33:29Z,2890000,,,0,,R. Williams III Free Throw 2 of 2 (8 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,Made,8.0,,,,,,,,,,,,,,,
294,PT03M07.00S,2022-05-24T01:33:47.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200782,15.719448094612352,47.794117647058826,1610612748,52,26,2022-05-24T01:33:54Z,2900000,11.0,95.0,1,left,MISS P. Tucker 9' floating Shot - blocked,"[200782, 1629057]",1610612748.0,MIA,floating,,,Tucker,P. Tucker,,,,,,,,9.59,Missed,,,,,,,,,,,,,,Williams III,1629057.0,
295,PT03M07.00S,2022-05-24T01:33:47.7Z,2,REGULAR,block,,[],1629057,,,1610612748,52,26,2022-05-24T01:33:50Z,2910000,,,0,,R. Williams III BLOCK (1 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT03M04.00S,2022-05-24T01:33:50.7Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,52,26,2022-05-24T01:33:54Z,2920000,,,0,,J. Tatum REBOUND (Off:1 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,294.0,6.0,5.0,1.0,,,,,,
297,PT03M01.00S,2022-05-24T01:33:56.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203506,,,1610612738,52,26,2022-05-24T01:34:33Z,2930000,,,0,,V. Oladipo personal FOUL (2 PF) (White 2 FT),"[203506, 1628401]",1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,201640.0,2.0,0.0,White,1628401.0,,,,,,,,,,
299,PT03M01.00S,2022-05-24T01:34:27.4Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1628401,,,1610612738,53,26,2022-05-24T01:34:49Z,2950000,,,0,,D. White Free Throw 1 of 2 (11 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,Made,11.0,,,,,,,,,,,,,,,
300,PT03M01.00S,2022-05-24T01:34:27.4Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1628401,,,1610612738,53,26,2022-05-24T01:34:49Z,2960000,,,0,,MISS D. White Free Throw 2 of 2,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,Missed,,,,,,,,,,,,,,,,
301,PT03M01.00S,2022-05-24T01:34:27.4Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,53,26,2022-05-24T01:34:49Z,2970000,,,0,,B. Adebayo REBOUND (Off:0 Def:4),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,300.0,4.0,4.0,0.0,,,,,,
302,PT02M47.00S,2022-05-24T01:35:00.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203506,9.543363994743759,43.627450980392155,1610612748,53,28,2022-05-24T01:35:33Z,2980000,32.0,37.0,1,left,V. Oladipo bank Jump Shot (18 PTS) (J. Butler 1 AST),"[203506, 202710]",1610612748.0,MIA,bank,,,Oladipo,V. Oladipo,,,,,,,,4.9,Made,18.0,,,,,,,,,,J. Butler,202710.0,1.0,,,
304,PT02M34.00S,2022-05-24T01:35:17.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",200782,,,1610612738,53,28,2022-05-24T01:35:46Z,3000000,,,0,,P. Tucker personal FOUL (1 PF) (Tatum 2 FT),"[200782, 1628369]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,1162.0,1.0,0.0,Tatum,1628369.0,,,,,,,,,,
306,PT02M34.00S,2022-05-24T01:35:31.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,53,28,2022-05-24T01:35:31Z,3020000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT02M34.00S,2022-05-24T01:39:19.0Z,2,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,54,28,2022-05-24T01:39:19Z,3030000,,,0,,J. Tatum Free Throw 1 of 2 (21 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,Made,21.0,,,,,,,,,,,,,,,
308,PT02M34.00S,2022-05-24T01:39:41.1Z,2,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,55,28,2022-05-24T01:39:41Z,3040000,,,0,,J. Tatum Free Throw 2 of 2 (22 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,Made,22.0,,,,,,,,,,,,,,,
309,PT02M13.00S,2022-05-24T01:40:05.0Z,2,REGULAR,3pt,Jump Shot,[],200768,30.699737187910642,73.77450980392157,1610612748,55,31,2022-05-24T01:40:27Z,3050000,-119.0,236.0,1,left,K. Lowry 26' 3PT pullup (3 PTS),[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,,,,26.43,Made,3.0,,,,,,,,,,,,,,,
310,PT01M49.00S,2022-05-24T01:40:28.8Z,2,REGULAR,3pt,Jump Shot,[],1629684,88.64980289093299,3.6764705882352944,1610612738,55,31,2022-05-24T01:40:33Z,3060000,-232.0,54.0,1,right,MISS G. Williams 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,23.79,Missed,,,,,,,,,,,,,,,,
311,PT01M46.00S,2022-05-24T01:40:31.8Z,2,REGULAR,rebound,defensive,[],200768,,,1610612748,55,31,2022-05-24T01:40:33Z,3070000,,,0,,K. Lowry REBOUND (Off:0 Def:3),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,310.0,3.0,3.0,0.0,,,,,,
312,PT01M37.00S,2022-05-24T01:40:43.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,6.915243101182654,56.127450980392155,1610612748,55,33,2022-05-24T01:40:47Z,3080000,-31.0,13.0,1,left,B. Adebayo Layup (3 PTS) (P. Tucker 2 AST),"[1628389, 200782]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,3.31,Made,3.0,,,,,,,,,,P. Tucker,200782.0,2.0,,,
314,PT01M37.00S,2022-05-24T01:40:46.4Z,2,REGULAR,foul,personal,['1freethrow'],1629684,,,1610612748,55,33,2022-05-24T01:40:53Z,3100000,,,0,,G. Williams shooting personal FOUL (2 PF) (Adebayo 1 FT),"[1629684, 1628389]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,2003.0,2.0,0.0,Adebayo,1628389.0,,,,,,,,,,
316,PT01M37.00S,2022-05-24T01:41:06.0Z,2,REGULAR,substitution,out,[],1629057,,,1610612748,55,33,2022-05-24T01:41:30Z,3120000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT01M37.00S,2022-05-24T01:41:06.0Z,2,REGULAR,substitution,in,[],201143,,,1610612748,55,33,2022-05-24T01:41:30Z,3130000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT01M37.00S,2022-05-24T01:41:29.6Z,2,REGULAR,freethrow,1 of 1,[],1628389,,,1610612748,55,33,2022-05-24T01:41:35Z,3140000,,,0,,MISS B. Adebayo Free Throw 1 of 1,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,Missed,,,,,,,,,,,,,,,,
319,PT01M37.00S,2022-05-24T01:41:29.6Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,55,33,2022-05-24T01:41:35Z,3150000,,,0,,J. Tatum REBOUND (Off:1 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,318.0,7.0,6.0,1.0,,,,,,
320,PT01M13.00S,2022-05-24T01:41:53.0Z,2,REGULAR,3pt,Jump Shot,[],1628401,90.09526938239159,4.411764705882353,1610612738,55,33,2022-05-24T01:41:59Z,3160000,-228.0,41.0,1,right,MISS D. White 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,23.15,Missed,,,,,,,,,,,,,,,,
321,PT01M10.00S,2022-05-24T01:41:56.0Z,2,REGULAR,rebound,defensive,[],203506,,,1610612748,55,33,2022-05-24T01:41:59Z,3170000,,,0,,V. Oladipo REBOUND (Off:0 Def:3),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,320.0,3.0,3.0,0.0,,,,,,
322,PT01M00.00S,2022-05-24T01:42:11.1Z,2,REGULAR,foul,offensive,['inpenalty'],1628389,,,1610612748,55,33,2022-05-24T01:42:28Z,3180000,,,0,,B. Adebayo offensive FOUL (3 PF),"[1628389, 1627759]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,1162.0,3.0,0.0,Brown,1627759.0,,,,,,,,,,
324,PT01M00.00S,2022-05-24T01:42:11.1Z,2,REGULAR,turnover,offensive foul,[],1628389,,,1610612748,55,33,2022-05-24T01:42:11Z,3200000,,,0,,B. Adebayo offensive foul TURNOVER (3 TO),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,3.0,,,,,,1162.0,,,,,,,,,,,,,,
325,PT01M00.00S,2022-05-24T01:42:27.1Z,2,REGULAR,substitution,out,[],1628389,,,1610612738,55,33,2022-05-24T01:42:31Z,3210000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT01M00.00S,2022-05-24T01:42:27.1Z,2,REGULAR,substitution,in,[],1628997,,,1610612738,55,33,2022-05-24T01:42:31Z,3220000,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT00M44.60S,2022-05-24T01:43:02.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628997,,,1610612738,55,33,2022-05-24T01:43:08Z,3230000,,,0,,C. Martin personal FOUL (1 PF) (Tatum 2 FT),"[1628997, 1628369]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,2003.0,1.0,0.0,Tatum,1628369.0,,,,,,,,,,
329,PT00M44.60S,2022-05-24T01:43:33.6Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1628369,,,1610612738,56,33,2022-05-24T01:43:33Z,3250000,,,0,,J. Tatum Free Throw 1 of 2 (23 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,Made,23.0,,,,,,,,,,,,,,,
330,PT00M44.60S,2022-05-24T01:43:51.2Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1628369,,,1610612738,57,33,2022-05-24T01:43:51Z,3260000,,,0,,J. Tatum Free Throw 2 of 2 (24 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,Made,24.0,,,,,,,,,,,,,,,
331,PT00M34.90S,2022-05-24T01:44:03.5Z,2,REGULAR,3pt,Jump Shot,[],200768,29.517082785808146,21.07843137254902,1610612748,57,33,2022-05-24T01:44:14Z,3270000,145.0,225.0,1,left,MISS K. Lowry 26' 3PT,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,26.75,Missed,,,,,,,,,,,,,,,,
332,PT00M31.70S,2022-05-24T01:44:06.7Z,2,REGULAR,rebound,offensive,[],1628997,,,1610612748,57,33,2022-05-24T01:44:06Z,3280000,,,0,,C. Martin REBOUND (Off:1 Def:1),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,331.0,2.0,1.0,1.0,,,,,,
333,PT00M30.20S,2022-05-24T01:44:09.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202710,9.543363994743759,52.450980392156865,1610612748,57,33,2022-05-24T01:46:06Z,3290000,-12.0,37.0,1,left,MISS J. Butler Layup - blocked,"[202710, 1628369]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,3.92,Missed,,,,,,,,,,,,,,Tatum,1628369.0,
334,PT00M30.20S,2022-05-24T01:44:09.2Z,2,REGULAR,block,,[],1628369,,,1610612748,57,33,2022-05-24T01:46:06Z,3300000,,,0,,J. Tatum BLOCK (1 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT00M30.20S,2022-05-24T01:44:09.2Z,2,REGULAR,rebound,offensive,[],202710,,,1610612748,57,33,2022-05-24T01:51:45Z,3310000,,,0,,J. Butler REBOUND (Off:2 Def:2),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,333.0,4.0,2.0,2.0,,,,,,
345,PT00M29.20S,2022-05-24T01:44:14.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202710,7.933639947437584,49.26470588235294,1610612748,57,33,2022-05-24T01:52:08Z,3317500,4.0,22.0,1,left,MISS J. Butler tip Layup,[202710],1610612748.0,MIA,tip,,,Butler,J. Butler,,,,,,,,2.24,Missed,,,,,,,,,,,,,,,,
346,PT00M27.20S,2022-05-24T01:44:16.5Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,57,33,2022-05-24T01:52:08Z,3321250,,,0,,J. Brown REBOUND (Off:0 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,345.0,4.0,4.0,0.0,,,,,,
342,PT00M11.90S,2022-05-24T01:44:19.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,89.43823915900131,51.470588235294116,1610612738,57,33,2022-05-24T01:48:00Z,3325000,7.0,47.0,1,right,MISS J. Brown driving Layup - blocked,"[1627759, 200768]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,,,,4.74,Missed,,,,,,,,,,,,,,Lowry,200768.0,
343,PT00M11.90S,2022-05-24T01:44:19.9Z,2,REGULAR,block,,[],200768,,,1610612738,57,33,2022-05-24T01:48:00Z,3332500,,,0,,K. Lowry BLOCK (2 BLK),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT00M11.90S,2022-05-24T01:44:19.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,57,33,2022-05-24T01:48:00Z,3336250,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,342.0,,,,,,,,,
338,PT00M11.90S,2022-05-24T01:44:30.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,57,33,2022-05-24T01:46:06Z,3340000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT00M10.40S,2022-05-24T01:44:50.0Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1628369,90.09526938239159,86.76470588235294,1610612738,57,33,2022-05-24T01:51:59Z,3350000,184.0,41.0,1,right,MISS J. Tatum 18' step back Shot,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,,,,18.82,Missed,,,,,,,,,,,,,,,,
340,PT00M08.50S,2022-05-24T01:44:51.9Z,2,REGULAR,rebound,defensive,[],1628997,,,1610612748,57,33,2022-05-24T01:46:43Z,3360000,,,0,,C. Martin REBOUND (Off:1 Def:2),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,339.0,3.0,2.0,1.0,,,,,,
341,PT00M00.00S,2022-05-24T01:45:01.1Z,2,REGULAR,period,end,[],0,,,1610612748,57,33,2022-05-24T01:45:01Z,3370000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2022-05-24T01:59:52.6Z,3,REGULAR,substitution,out,['startperiod'],1629684,,,1610612748,57,33,2022-05-24T02:00:12Z,3380000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2022-05-24T01:59:52.6Z,3,REGULAR,substitution,out,['startperiod'],203506,,,1610612748,57,33,2022-05-24T02:00:12Z,3390000,,,0,,SUB out: V. Oladipo,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2022-05-24T01:59:52.6Z,3,REGULAR,substitution,out,['startperiod'],1628997,,,1610612748,57,33,2022-05-24T02:00:12Z,3400000,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT12M00.00S,2022-05-24T01:59:52.6Z,3,REGULAR,substitution,in,['startperiod'],1629057,,,1610612748,57,33,2022-05-24T02:00:12Z,3410000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT12M00.00S,2022-05-24T01:59:52.6Z,3,REGULAR,substitution,in,['startperiod'],1628389,,,1610612748,57,33,2022-05-24T02:00:12Z,3420000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT12M00.00S,2022-05-24T01:59:52.6Z,3,REGULAR,substitution,in,['startperiod'],1629622,,,1610612748,57,33,2022-05-24T02:00:12Z,3430000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT12M00.00S,2022-05-24T02:00:29.0Z,3,REGULAR,period,start,[],0,,,1610612738,57,33,2022-05-24T02:00:29Z,3440000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT11M46.00S,2022-05-24T02:00:41.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,7.046649145860711,48.28431372549019,1610612738,59,33,2022-05-24T02:00:45Z,3450000,9.0,14.0,1,left,R. Williams III alley-oop Layup (10 PTS) (D. White 3 AST),"[1629057, 1628401]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,,,,1.62,Made,10.0,,,,,,,,,,D. White,1628401.0,3.0,,,
356,PT11M30.00S,2022-05-24T02:00:57.8Z,3,REGULAR,3pt,Jump Shot,[],1629622,70.64717477003943,79.16666666666666,1610612748,59,33,2022-05-24T02:01:05Z,3470000,146.0,223.0,1,right,MISS M. Strus 26' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,26.68,Missed,,,,,,,,,,,,,,,,
357,PT11M28.00S,2022-05-24T02:00:59.8Z,3,REGULAR,rebound,defensive,[],1628401,,,1610612738,59,33,2022-05-24T02:01:05Z,3480000,,,0,,D. White REBOUND (Off:0 Def:4),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,356.0,4.0,4.0,0.0,,,,,,
358,PT11M20.00S,2022-05-24T02:01:07.5Z,3,REGULAR,3pt,Jump Shot,[],1628401,30.699737187910642,63.725490196078425,1610612738,59,33,2022-05-24T02:01:18Z,3490000,-69.0,236.0,1,left,MISS D. White 24' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,24.59,Missed,,,,,,,,,,,,,,,,
359,PT11M17.00S,2022-05-24T02:01:10.5Z,3,REGULAR,rebound,offensive,[],1627759,,,1610612738,59,33,2022-05-24T02:01:18Z,3500000,,,0,,J. Brown REBOUND (Off:1 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,358.0,5.0,4.0,1.0,,,,,,
360,PT11M08.00S,2022-05-24T02:01:22.5Z,3,REGULAR,foul,personal,['2freethrow'],200782,,,1610612738,59,33,2022-05-24T02:01:33Z,3510000,,,0,,P. Tucker shooting personal FOUL (2 PF) (Tatum 2 FT),"[200782, 1628369]",1610612748.0,MIA,shooting,,,Tucker,P. Tucker,,,,,,,,,,,1162.0,2.0,0.0,Tatum,1628369.0,,,,,,,,,,
362,PT11M08.00S,2022-05-24T02:01:54.8Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1628369,,,1610612738,60,33,2022-05-24T02:01:54Z,3530000,,,0,,J. Tatum Free Throw 1 of 2 (25 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,Made,25.0,,,,,,,,,,,,,,,
363,PT11M08.00S,2022-05-24T02:02:12.2Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1628369,,,1610612738,61,33,2022-05-24T02:02:12Z,3540000,,,0,,J. Tatum Free Throw 2 of 2 (26 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,Made,26.0,,,,,,,,,,,,,,,
364,PT10M48.00S,2022-05-24T02:02:33.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202710,91.27792378449409,53.18627450980392,1610612748,61,33,2022-05-24T02:02:42Z,3550000,16.0,29.0,1,right,MISS J. Butler driving Layup - blocked,"[202710, 1629057]",1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,,,,3.35,Missed,,,,,,,,,,,,,,Williams III,1629057.0,
