actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
93,PT03M38.00S,2022-06-03T01:24:17.7Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,23,20,2022-06-03T01:24:17Z,910000,,,0,,K. Looney REBOUND (Off:2 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,92.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
94,PT03M36.00S,2022-06-03T01:24:19.8Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],202691,6.258212877792378,80.3921568627451,1610612744,25,20,2022-06-03T01:24:22Z,920000,-152.0,6.0,1,left,K. Thompson 15' Jump Shot (5 PTS) (K. Looney 3 AST),"[202691, 1626172]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,15.21,Made,,,,,5.0,K. Looney,1626172.0,3.0,,,,,,,,,,,
96,PT03M20.00S,2022-06-03T01:24:35.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201143,80.23981603153744,48.529411764705884,1610612738,25,22,2022-06-03T01:24:38Z,940000,-7.0,133.0,1,right,A. Horford 13' Jump Shot (5 PTS) (D. White 2 AST),"[201143, 1628401]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,13.34,Made,,,,,5.0,D. White,1628401.0,2.0,,,,,,,,,,,
98,PT03M07.00S,2022-06-03T01:24:49.9Z,1,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612744,25,22,2022-06-03T01:24:58Z,960000,,,0,,G. Williams shooting personal FOUL (1 PF) (Curry 2 FT),"[1629684, 201939]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,,,,1830.0,1.0,0.0,Curry,201939.0,,,,,,
100,PT03M07.00S,2022-06-03T01:25:23.8Z,1,REGULAR,freethrow,1 of 2,[],201939,,,1610612744,25,22,2022-06-03T01:25:23Z,980000,,,0,,MISS S. Curry Free Throw 1 of 2,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,Missed,,,,,,,,,,,,,,,,,,,
101,PT03M07.00S,2022-06-03T01:25:23.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,25,22,2022-06-03T01:25:23Z,990000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,
102,PT03M07.00S,2022-06-03T01:25:24.6Z,1,REGULAR,substitution,out,[],1626172,,,1610612744,25,22,2022-06-03T01:25:30Z,1000000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M07.00S,2022-06-03T01:25:24.6Z,1,REGULAR,substitution,out,[],202691,,,1610612744,25,22,2022-06-03T01:25:30Z,1010000,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M07.00S,2022-06-03T01:25:24.6Z,1,REGULAR,substitution,in,[],203110,,,1610612744,25,22,2022-06-03T01:25:30Z,1020000,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M07.00S,2022-06-03T01:25:24.6Z,1,REGULAR,substitution,in,[],203490,,,1610612744,25,22,2022-06-03T01:25:30Z,1030000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M07.00S,2022-06-03T01:25:47.7Z,1,REGULAR,freethrow,2 of 2,[],201939,,,1610612744,26,22,2022-06-03T01:25:47Z,1040000,,,0,,S. Curry Free Throw 2 of 2 (15 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,Made,,,,,15.0,,,,,,,,,,,,,,
107,PT02M50.00S,2022-06-03T01:26:06.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,87.07293035479631,54.41176470588235,1610612738,26,22,2022-06-03T01:26:09Z,1050000,22.0,69.0,1,right,MISS J. Brown 7' driving floating Shot,[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,7.25,Missed,,,,,,,,,,,,,,,,,,,
108,PT02M47.00S,2022-06-03T01:26:10.3Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,26,22,2022-06-03T01:26:10Z,1060000,,,0,,D. Green REBOUND (Off:0 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,107.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
109,PT02M43.00S,2022-06-03T01:26:14.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203110,9.806176084099869,43.872549019607845,1610612744,26,22,2022-06-03T01:28:20Z,1070000,31.0,40.0,1,left,MISS D. Green running Layup,[203110],1610612744.0,GSW,running,,,Green,D. Green,,,,,5.01,Missed,,,,,,,,,,,,,,,,,,,
110,PT02M41.00S,2022-06-03T01:26:16.4Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,26,22,2022-06-03T01:27:30Z,1080000,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,109.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
111,PT02M37.00S,2022-06-03T01:26:22.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,91.40932982917214,58.57843137254902,1610612738,26,22,2022-06-03T01:29:40Z,1090000,43.0,28.0,1,right,MISS D. White running Layup - blocked,"[1628401, 203952]",1610612738.0,BOS,running,,,White,D. White,,,,,5.14,Missed,,,,,,,,,,,,,,Wiggins,203952.0,,,,
112,PT02M37.00S,2022-06-03T01:26:22.0Z,1,REGULAR,block,,[],203952,,,1610612738,26,22,2022-06-03T01:26:25Z,1100000,,,0,,A. Wiggins BLOCK (1 BLK),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M36.00S,2022-06-03T01:26:23.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,26,22,2022-06-03T01:26:30Z,1110000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,111.0,,,,,,,,,,,,,,,,,,
114,PT02M36.00S,2022-06-03T01:26:33.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,26,22,2022-06-03T01:26:33Z,1120000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M36.00S,2022-06-03T01:29:19.4Z,1,REGULAR,substitution,out,[],203952,,,1610612738,26,22,2022-06-03T01:30:01Z,1130000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M36.00S,2022-06-03T01:29:19.4Z,1,REGULAR,substitution,out,[],1627759,,,1610612738,26,22,2022-06-03T01:30:01Z,1140000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M36.00S,2022-06-03T01:29:19.4Z,1,REGULAR,substitution,out,[],203935,,,1610612738,26,22,2022-06-03T01:30:01Z,1150000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M36.00S,2022-06-03T01:29:19.4Z,1,REGULAR,substitution,out,[],201143,,,1610612738,26,22,2022-06-03T01:30:01Z,1160000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M36.00S,2022-06-03T01:29:19.4Z,1,REGULAR,substitution,in,[],2738,,,1610612738,26,22,2022-06-03T01:30:01Z,1170000,,,0,,SUB in: A. Iguodala,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M36.00S,2022-06-03T01:29:19.4Z,1,REGULAR,substitution,in,[],1630202,,,1610612738,26,22,2022-06-03T01:30:01Z,1180000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M36.00S,2022-06-03T01:29:19.4Z,1,REGULAR,substitution,in,[],1628464,,,1610612738,26,22,2022-06-03T01:30:01Z,1190000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M36.00S,2022-06-03T01:29:19.4Z,1,REGULAR,substitution,in,[],1628369,,,1610612738,26,22,2022-06-03T01:30:01Z,1200000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M21.00S,2022-06-03T01:30:30.2Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628369,78.3180026281209,24.287683823529413,1610612738,26,22,2022-06-03T01:30:39Z,1210000,-129.0,151.0,1,right,MISS J. Tatum 19' pullup Shot,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,19.86,Missed,,,,,,,,,,,,,,,,,,,
124,PT02M20.00S,2022-06-03T01:30:31.2Z,1,REGULAR,rebound,offensive,[],1630202,,,1610612738,26,22,2022-06-03T01:31:57Z,1220000,,,0,,P. Pritchard REBOUND (Off:1 Def:0),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,123.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
125,PT02M09.00S,2022-06-03T01:30:41.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628401,63.9454664914586,45.588235294117645,1610612738,26,22,2022-06-03T01:31:41Z,1230000,-22.0,286.0,1,right,MISS D. White 28' pullup 3PT,[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,28.73,Missed,,,,,,,,,,,,,,,,,,,
126,PT02M07.00S,2022-06-03T01:30:43.9Z,1,REGULAR,rebound,defensive,[],203490,,,1610612744,26,22,2022-06-03T01:30:43Z,1240000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:1),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,125.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
127,PT02M01.00S,2022-06-03T01:30:49.8Z,1,REGULAR,3pt,Jump Shot,[],201939,33.459264126149804,25.49019607843137,1610612744,29,22,2022-06-03T01:30:52Z,1250000,123.0,262.0,1,left,S. Curry 28' 3PT  (18 PTS) (D. Green 2 AST),"[201939, 203110]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,28.92,Made,,,,,18.0,D. Green,203110.0,2.0,,,,,,,,,,,
129,PT01M42.00S,2022-06-03T01:31:08.2Z,1,REGULAR,3pt,Jump Shot,[],1628401,71.56701708278581,14.950980392156863,1610612738,29,22,2022-06-03T01:31:10Z,1270000,-175.0,215.0,1,right,MISS D. White 27' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,27.72,Missed,,,,,,,,,,,,,,,,,,,
130,PT01M39.00S,2022-06-03T01:31:11.6Z,1,REGULAR,rebound,defensive,[],203490,,,1610612744,29,22,2022-06-03T01:31:11Z,1280000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:2),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,129.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
131,PT01M24.00S,2022-06-03T01:31:27.0Z,1,REGULAR,3pt,Jump Shot,[],203110,7.046649145860711,4.6568627450980395,1610612744,29,22,2022-06-03T01:31:29Z,1290000,227.0,14.0,1,left,MISS D. Green 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,22.71,Missed,,,,,,,,,,,,,,,,,,,
132,PT01M22.00S,2022-06-03T01:31:29.0Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,29,22,2022-06-03T01:31:34Z,1300000,,,0,,G. Williams REBOUND (Off:0 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,131.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
133,PT01M05.00S,2022-06-03T01:31:45.2Z,1,REGULAR,3pt,Jump Shot,[],1628401,75.90341655716163,8.823529411764707,1610612738,29,25,2022-06-03T01:31:47Z,1310000,-206.0,174.0,1,right,D. White 26' 3PT  (5 PTS) (G. Williams 1 AST),"[1628401, 1629684]",1610612738.0,BOS,,,,White,D. White,,,,,26.96,Made,,,,,5.0,G. Williams,1629684.0,1.0,,,,,,,,,,,
135,PT00M48.10S,2022-06-03T01:32:03.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203110,10.200394218134035,53.67647058823529,1610612744,29,25,2022-06-03T01:32:05Z,1330000,-18.0,43.0,1,left,MISS D. Green cutting Layup - blocked,"[203110, 1628464]",1610612744.0,GSW,cutting,,,Green,D. Green,,,,,4.71,Missed,,,,,,,,,,,,,,Theis,1628464.0,,,,
136,PT00M48.10S,2022-06-03T01:32:03.3Z,1,REGULAR,block,,[],1628464,,,1610612744,29,25,2022-06-03T01:32:06Z,1340000,,,0,,D. Theis BLOCK (1 BLK),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT00M46.30S,2022-06-03T01:32:05.1Z,1,REGULAR,rebound,defensive,[],1630202,,,1610612738,29,25,2022-06-03T01:33:09Z,1350000,,,0,,P. Pritchard REBOUND (Off:1 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,135.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
138,PT00M42.90S,2022-06-03T01:32:10.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628369,89.17542706964521,53.18627450980392,1610612738,29,27,2022-06-03T01:32:14Z,1360000,16.0,49.0,1,right,J. Tatum running Layup (5 PTS) (P. Pritchard 1 AST),"[1628369, 1630202]",1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,5.18,Made,,,,,5.0,P. Pritchard,1630202.0,1.0,,,,,,,,,,,
140,PT00M42.90S,2022-06-03T01:32:16.0Z,1,REGULAR,foul,personal,['1freethrow'],2738,,,1610612738,29,27,2022-06-03T01:32:25Z,1380000,,,0,,A. Iguodala shooting personal FOUL (1 PF) (Tatum 1 FT),"[2738, 1628369]",1610612744.0,GSW,shooting,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,202058.0,1.0,0.0,Tatum,1628369.0,,,,,,
142,PT00M42.90S,2022-06-03T01:33:05.1Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1628369,,,1610612738,29,28,2022-06-03T01:33:05Z,1400000,,,0,,J. Tatum Free Throw 1 of 1 (6 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,6.0,,,,,,,,,,,,,,
143,PT00M34.60S,2022-06-03T01:33:17.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203110,15.456636005256241,50.0,1610612744,29,28,2022-06-03T01:33:20Z,1410000,0.0,93.0,1,left,MISS D. Green 9' floating Shot,[203110],1610612744.0,GSW,floating,,,Green,D. Green,,,,,9.28,Missed,,,,,,,,,,,,,,,,,,,
144,PT00M30.90S,2022-06-03T01:33:21.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,29,28,2022-06-03T01:33:21Z,1420000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,143.0,,,,,,,,,,,,,,,,,,
145,PT00M30.90S,2022-06-03T01:33:25.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,29,28,2022-06-03T01:33:25Z,1430000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M26.00S,2022-06-03T01:33:54.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201939,30.17411300919842,71.81372549019608,1610612744,32,28,2022-06-03T01:33:57Z,1440000,-109.0,231.0,1,left,S. Curry 25' 3PT pullup (21 PTS),[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,25.56,Made,,,,,21.0,,,,,,,,,,,,,,
147,PT00M03.00S,2022-06-03T01:34:20.3Z,1,REGULAR,turnover,bad pass,[],1628401,,,1610612738,32,28,2022-06-03T01:34:21Z,1450000,,,0,,D. White bad pass TURNOVER (1 TO),"[1628401, 201939]",1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,1.0,Curry,201939.0,
148,PT00M03.00S,2022-06-03T01:34:20.3Z,1,REGULAR,steal,,[],201939,,,1610612744,32,28,2022-06-03T01:40:02Z,1460000,,,0,,S. Curry STEAL (1 STL),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M00.30S,2022-06-03T01:34:23.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201939,56.06110381077529,45.09803921568628,1610612744,32,28,2022-06-03T01:38:34Z,1470000,25.0,474.0,1,left,MISS S. Curry 47' running pullup 3PT,[201939],1610612744.0,GSW,running pullup,,,Curry,S. Curry,,,,,47.51,Missed,,,,,,,,,,,,,,,,,,,
150,PT00M00.10S,2022-06-03T01:34:24.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,32,28,2022-06-03T01:38:34Z,1480000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,149.0,,,,,,,,,,,,,,,,,,
151,PT00M00.00S,2022-06-03T01:34:28.7Z,1,REGULAR,period,end,[],0,,,1610612744,32,28,2022-06-03T01:34:28Z,1490000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2022-06-03T01:37:50.0Z,2,REGULAR,substitution,out,['startperiod'],201939,,,1610612744,32,28,2022-06-03T01:38:06Z,1500000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2022-06-03T01:37:50.0Z,2,REGULAR,substitution,in,['startperiod'],202691,,,1610612744,32,28,2022-06-03T01:38:06Z,1510000,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2022-06-03T01:38:08.0Z,2,REGULAR,period,start,[],0,,,1610612744,32,28,2022-06-03T01:38:08Z,1520000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT11M52.00S,2022-06-03T01:38:17.8Z,2,REGULAR,foul,personal,[],1628401,,,1610612744,32,28,2022-06-03T01:38:20Z,1530000,,,0,,D. White personal FOUL (1 PF),"[1628401, 2738]",1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,202058.0,1.0,0.0,Iguodala,2738.0,,,,,,
157,PT11M40.00S,2022-06-03T01:38:46.2Z,2,REGULAR,3pt,Jump Shot,[],203490,9.411957950065702,2.941176470588235,1610612744,35,28,2022-06-03T01:38:48Z,1550000,235.0,36.0,1,left,O. Porter Jr. 3PT  (3 PTS) (A. Iguodala 1 AST),"[203490, 2738]",1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,23.8,Made,,,,,3.0,A. Iguodala,2738.0,1.0,,,,,,,,,,,
159,PT11M25.00S,2022-06-03T01:39:00.6Z,2,REGULAR,3pt,Jump Shot,[],1630202,95.3515111695138,3.1862745098039214,1610612738,35,31,2022-06-03T01:39:03Z,1570000,-234.0,-9.0,1,right,P. Pritchard 3PT  (3 PTS) (G. Williams 2 AST),"[1630202, 1629684]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,23.43,Made,,,,,3.0,G. Williams,1629684.0,2.0,,,,,,,,,,,
161,PT11M08.00S,2022-06-03T01:39:18.6Z,2,REGULAR,3pt,Jump Shot,[],202691,22.815374507227332,9.313725490196079,1610612744,35,31,2022-06-03T01:39:20Z,1590000,203.0,162.0,1,left,MISS K. Thompson 26' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,26.0,Missed,,,,,,,,,,,,,,,,,,,
162,PT11M06.00S,2022-06-03T01:39:21.8Z,2,REGULAR,rebound,offensive,[],203110,,,1610612744,35,31,2022-06-03T01:39:21Z,1600000,,,0,,D. Green REBOUND (Off:1 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,161.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
163,PT11M06.00S,2022-06-03T01:39:22.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203110,6.652431011826544,44.11764705882353,1610612744,37,31,2022-06-03T01:39:25Z,1610000,29.0,10.0,1,left,D. Green putback Layup (2 PTS),[203110],1610612744.0,GSW,putback,,,Green,D. Green,,,,,3.11,Made,,,,,2.0,,,,,,,,,,,,,,
164,PT11M06.00S,2022-06-03T01:39:26.7Z,2,REGULAR,foul,personal,['1freethrow'],1628464,,,1610612744,37,31,2022-06-03T01:39:34Z,1620000,,,0,,D. Theis shooting personal FOUL (1 PF) (Green 1 FT),"[1628464, 203110]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,,202058.0,1.0,0.0,Green,203110.0,,,,,,
166,PT11M06.00S,2022-06-03T01:39:46.9Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],203110,,,1610612744,37,31,2022-06-03T01:39:46Z,1640000,,,0,,MISS D. Green Free Throw 1 of 1,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,Missed,,,,,,,,,,,,,,,,,,,
167,PT11M04.00S,2022-06-03T01:39:47.8Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,37,31,2022-06-03T01:39:47Z,1650000,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,166.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
168,PT10M44.00S,2022-06-03T01:40:08.2Z,2,REGULAR,3pt,Jump Shot,[],1628401,71.30420499342969,80.88235294117648,1610612738,37,34,2022-06-03T01:40:10Z,1660000,154.0,217.0,1,right,D. White 26' 3PT  (8 PTS) (J. Tatum 4 AST),"[1628401, 1628369]",1610612738.0,BOS,,,,White,D. White,,,,,26.65,Made,,,,,8.0,J. Tatum,1628369.0,4.0,,,,,,,,,,,
170,PT10M19.00S,2022-06-03T01:40:32.6Z,2,REGULAR,2pt,Jump Shot,[],2738,20.18725361366623,73.2843137254902,1610612744,39,34,2022-06-03T01:40:35Z,1680000,-116.0,137.0,1,left,A. Iguodala 18' pullup Jump Shot (2 PTS),[2738],1610612744.0,GSW,pullup,,,Iguodala,A. Iguodala,,,,,18.0,Made,,,,,2.0,,,,,,,,,,,,,,
172,PT10M00.00S,2022-06-03T01:40:51.6Z,2,REGULAR,turnover,bad pass,[],1628401,,,1610612738,39,34,2022-06-03T01:40:53Z,1700000,,,0,,D. White bad pass TURNOVER (2 TO),"[1628401, 203110]",1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,2.0,Green,203110.0,
173,PT10M00.00S,2022-06-03T01:40:51.6Z,2,REGULAR,steal,,[],203110,,,1610612744,39,34,2022-06-03T01:40:53Z,1710000,,,0,,D. Green STEAL (1 STL),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT09M54.00S,2022-06-03T01:40:57.8Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",202691,25.706307490144546,10.294117647058822,1610612744,39,34,2022-06-03T01:42:35Z,1720000,199.0,189.0,1,left,MISS K. Thompson 27' running pullup 3PT,[202691],1610612744.0,GSW,running pullup,,,Thompson,K. Thompson,,,,,27.42,Missed,,,,,,,,,,,,,,,,,,,
175,PT09M52.00S,2022-06-03T01:40:59.8Z,2,REGULAR,rebound,offensive,[],202691,,,1610612744,39,34,2022-06-03T01:41:16Z,1730000,,,0,,K. Thompson REBOUND (Off:1 Def:0),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,174.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
176,PT09M48.00S,2022-06-03T01:41:03.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202691,8.360709592641262,53.431372549019606,1610612744,39,34,2022-06-03T01:41:06Z,1740000,-17.0,26.0,1,left,MISS K. Thompson reverse Layup,[202691],1610612744.0,GSW,reverse,,,Thompson,K. Thompson,,,,,3.13,Missed,,,,,,,,,,,,,,,,,,,
177,PT09M46.00S,2022-06-03T01:41:05.1Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,39,34,2022-06-03T01:42:27Z,1750000,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,176.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
178,PT09M32.00S,2022-06-03T01:41:19.0Z,2,REGULAR,3pt,Jump Shot,[],1628464,92.19776609724047,94.11764705882352,1610612738,39,37,2022-06-03T01:41:21Z,1760000,221.0,21.0,1,right,D. Theis 3PT  (3 PTS) (J. Tatum 5 AST),"[1628464, 1628369]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,22.16,Made,,,,,3.0,J. Tatum,1628369.0,5.0,,,,,,,,,,,
180,PT09M15.00S,2022-06-03T01:41:36.4Z,2,REGULAR,2pt,Jump Shot,[],1629673,16.245072273324574,68.38235294117648,1610612744,41,37,2022-06-03T01:41:41Z,1780000,-92.0,100.0,1,left,J. Poole 13' driving floating Jump Shot (2 PTS) (A. Iguodala 2 AST),"[1629673, 2738]",1610612744.0,GSW,driving floating,,,Poole,J. Poole,,,,,13.6,Made,,,,,2.0,A. Iguodala,2738.0,2.0,,,,,,,,,,,
182,PT08M55.00S,2022-06-03T01:41:56.3Z,2,REGULAR,3pt,Jump Shot,[],1629684,88.25558475689881,2.696078431372549,1610612738,41,37,2022-06-03T01:41:58Z,1800000,-237.0,58.0,1,right,MISS G. Williams 24' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,24.35,Missed,,,,,,,,,,,,,,,,,,,
183,PT08M52.00S,2022-06-03T01:41:59.1Z,2,REGULAR,rebound,defensive,[],203110,,,1610612744,41,37,2022-06-03T01:41:59Z,1810000,,,0,,D. Green REBOUND (Off:1 Def:3),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,182.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
