actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
540,PT10M03.00S,2022-05-18T02:47:12.1Z,4,REGULAR,substitution,in,[],1628389,,,1610612738,96,78,2022-05-18T02:47:25Z,5290000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT09M58.00S,2022-05-18T02:48:16.3Z,4,REGULAR,foul,personal,['2freethrow'],1628389,,,1610612738,96,78,2022-05-18T02:50:21Z,5310000,,,0,,B. Adebayo flagrant-type-1 personal FOUL (3 PF) (Williams III 2 FT),"[1628389, 1629057]",1610612748.0,MIA,flagrant-type-1,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,2530.0,3.0,0.0,Williams III,1629057.0,,,,,,
545,PT09M58.00S,2022-05-18T02:48:41.0Z,4,REGULAR,instantreplay,request,[],0,,,1610612738,96,78,2022-05-18T02:49:59Z,5340000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,2534.0,,,,,,,,,,Common Foul to Flagrant 1
546,PT09M58.00S,2022-05-18T02:50:22.4Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1629057,,,1610612738,96,78,2022-05-18T02:50:34Z,5350000,,,0,,MISS R. Williams III flagrant Free Throw 1 of 2,[1629057],1610612738.0,BOS,flagrant,,,Williams III,R. Williams III,,,,,,Missed,,,,,,,,,,,,,,,,,,,
547,PT09M58.00S,2022-05-18T02:50:22.4Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612738,96,78,2022-05-18T02:50:34Z,5360000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,546.0,,,,,,,,,,,,,,
548,PT09M58.00S,2022-05-18T02:50:22.4Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1629057,,,1610612738,96,79,2022-05-18T02:50:34Z,5370000,,,0,,R. Williams III flagrant Free Throw 2 of 2 (18 PTS),[1629057],1610612738.0,BOS,flagrant,,,Williams III,R. Williams III,,,,,,Made,18.0,,,,,,,,,,,,,,,,,,
549,PT09M45.00S,2022-05-18T02:51:04.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630202,63.81406044678055,47.794117647058826,1610612738,96,79,2022-05-18T02:51:50Z,5380000,-11.0,288.0,1,right,MISS P. Pritchard 28' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,28.78,Missed,,,,,,,,,,,,,,,,,,,
550,PT09M40.00S,2022-05-18T02:51:09.4Z,4,REGULAR,rebound,offensive,[],1627759,,,1610612738,96,79,2022-05-18T02:51:09Z,5390000,,,0,,J. Brown REBOUND (Off:1 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,549.0,5.0,4.0,1.0,,,,,,,,,,,
552,PT09M32.00S,2022-05-18T02:51:58.5Z,4,REGULAR,jumpball,recovered,[],1630202,,,1610612738,96,79,2022-05-18T02:51:58Z,5410000,,,0,,Jump Ball R. Williams III vs. B. Adebayo: Tip to P. Pritchard,"[1630202, 1629057, 1628389]",1610612738.0,BOS,heldball,P. Pritchard,1630202.0,Pritchard,P. Pritchard,Williams III,1629057.0,Adebayo,1628389.0,,,,,,,,,,,,,,,,,,,,,
555,PT09M30.00S,2022-05-18T02:52:01.9Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630202,90.48948751642575,2.450980392156863,1610612738,96,82,2022-05-18T02:52:09Z,5440000,-238.0,37.0,1,right,P. Pritchard 24' 3PT step back (15 PTS),[1630202],1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,24.05,Made,15.0,,,,,,,,,,,,,,,,,,
556,PT09M26.00S,2022-05-18T02:52:26.6Z,4,REGULAR,foul,technical,[],1629622,,,1610612748,96,82,2022-05-18T02:52:54Z,5450000,,,0,,M. Strus double technical FOUL (1 Tech),[1629622],1610612748.0,MIA,double,,,Strus,M. Strus,,,,,,,,,,,,,,,1146.0,3.0,1.0,,,,,,,,
558,PT09M26.00S,2022-05-18T02:52:26.6Z,4,REGULAR,foul,technical,[],1629684,,,1610612748,96,82,2022-05-18T02:52:54Z,5455000,,,0,,G. Williams double technical FOUL (1 Tech),[1629684],1610612738.0,BOS,double,,,Williams,G. Williams,,,,,,,,,,,,,,,,4.0,1.0,,,,,,,,
559,PT09M14.00S,2022-05-18T02:53:31.1Z,4,REGULAR,foul,personal,[],1629684,,,1610612748,96,82,2022-05-18T02:54:12Z,5470000,,,0,,G. Williams personal FOUL (5 PF),"[1629684, 1628389]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,1146.0,5.0,1.0,Adebayo,1628389.0,,,,,,
561,PT09M14.00S,2022-05-18T02:53:58.9Z,4,REGULAR,instantreplay,request,[],0,,,1610612748,96,82,2022-05-18T02:54:34Z,5490000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,2534.0,,,,,,,,,,Off-Ball - Foul Occurred Before FGM
562,PT09M14.00S,2022-05-18T02:54:10.8Z,4,REGULAR,substitution,out,[],1630174,,,1610612748,96,82,2022-05-18T02:54:13Z,5500000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT09M14.00S,2022-05-18T02:54:10.8Z,4,REGULAR,substitution,in,[],1628369,,,1610612748,96,82,2022-05-18T02:54:13Z,5510000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT09M07.00S,2022-05-18T02:54:23.2Z,4,REGULAR,3pt,Jump Shot,[],1629639,5.863994743758213,2.696078431372549,1610612748,96,82,2022-05-18T02:56:38Z,5520000,237.0,3.0,1,left,MISS T. Herro fadeaway 3PT,[1629639],1610612748.0,MIA,fadeaway,,,Herro,T. Herro,,,,,23.65,Missed,,,,,,,,,,,,,,,,,,,
565,PT09M04.00S,2022-05-18T02:54:26.4Z,4,REGULAR,rebound,defensive,[],1629057,,,1610612738,96,82,2022-05-18T02:54:26Z,5530000,,,0,,R. Williams III REBOUND (Off:2 Def:7),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,564.0,9.0,7.0,2.0,,,,,,,,,,,
566,PT09M04.00S,2022-05-18T02:54:35.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",200782,,,1610612738,96,82,2022-05-18T02:54:55Z,5540000,,,0,,P. Tucker personal FOUL (4 PF) (Brown 2 FT),"[200782, 1627759]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,2530.0,4.0,0.0,Brown,1627759.0,,,,,,
568,PT09M04.00S,2022-05-18T02:55:00.8Z,4,REGULAR,stoppage,court clean up,[],0,,,1610612738,96,82,2022-05-18T02:55:00Z,5560000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT09M04.00S,2022-05-18T02:55:07.9Z,4,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,96,82,2022-05-18T02:55:07Z,5570000,,,0,,MISS J. Brown Free Throw 1 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,,
570,PT09M04.00S,2022-05-18T02:55:07.9Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,96,82,2022-05-18T02:55:07Z,5580000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,569.0,,,,,,,,,,,,,,
571,PT09M04.00S,2022-05-18T02:55:07.9Z,4,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,96,82,2022-05-18T02:55:37Z,5590000,,,0,,MISS J. Brown Free Throw 2 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,,
572,PT09M02.00S,2022-05-18T02:55:09.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,96,82,2022-05-18T02:55:37Z,5600000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,571.0,,,,,,,,,,,,,,
573,PT09M02.00S,2022-05-18T02:55:37.3Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,96,82,2022-05-18T02:55:37Z,5610000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT08M58.00S,2022-05-18T02:55:43.0Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1627759,91.93495400788436,81.37254901960785,1610612738,96,84,2022-05-18T02:55:47Z,5620000,157.0,23.0,1,right,J. Brown 15' Jump Shot (11 PTS) (P. Pritchard 3 AST),"[1627759, 1630202]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,15.86,Made,11.0,P. Pritchard,1630202.0,3.0,,,,,,,,,,,,,,,
576,PT08M29.00S,2022-05-18T02:56:11.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203506,13.091327201051248,41.17647058823529,1610612748,96,84,2022-05-18T02:56:18Z,5640000,44.0,71.0,1,left,MISS V. Oladipo 8' driving floating Shot,[203506],1610612748.0,MIA,driving floating,,,Oladipo,V. Oladipo,,,,,8.32,Missed,,,,,,,,,,,,,,,,,,,
577,PT08M24.00S,2022-05-18T02:56:16.6Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,96,84,2022-05-18T02:56:18Z,5650000,,,0,,J. Brown REBOUND (Off:1 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,576.0,6.0,5.0,1.0,,,,,,,,,,,
578,PT08M21.00S,2022-05-18T02:56:40.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628389,,,1610612738,96,84,2022-05-18T02:57:03Z,5660000,,,0,,B. Adebayo personal FOUL (4 PF) (Williams 2 FT),"[1628389, 1629684]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,2534.0,4.0,0.0,Williams,1629684.0,,,,,,
580,PT08M21.00S,2022-05-18T02:57:06.8Z,4,REGULAR,stoppage,court clean up,[],0,,,1610612738,96,84,2022-05-18T02:57:06Z,5680000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT08M21.00S,2022-05-18T02:57:41.3Z,4,REGULAR,freethrow,1 of 2,[],1629684,,,1610612738,96,85,2022-05-18T02:57:41Z,5690000,,,0,,G. Williams Free Throw 1 of 2 (6 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
582,PT08M21.00S,2022-05-18T02:57:42.8Z,4,REGULAR,substitution,out,[],203506,,,1610612738,96,85,2022-05-18T02:57:54Z,5700000,,,0,,SUB out: V. Oladipo,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT08M21.00S,2022-05-18T02:57:42.8Z,4,REGULAR,substitution,in,[],202710,,,1610612738,96,85,2022-05-18T02:57:54Z,5710000,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
584,PT08M21.00S,2022-05-18T02:58:07.0Z,4,REGULAR,freethrow,2 of 2,[],1629684,,,1610612738,96,86,2022-05-18T02:58:07Z,5720000,,,0,,G. Williams Free Throw 2 of 2 (7 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
585,PT08M11.00S,2022-05-18T02:58:23.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,96,86,2022-05-18T02:58:24Z,5730000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT08M11.00S,2022-05-18T02:58:28.0Z,4,REGULAR,substitution,out,[],1629639,,,1610612748,96,86,2022-05-18T03:01:56Z,5740000,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT08M11.00S,2022-05-18T02:58:28.0Z,4,REGULAR,substitution,in,[],1629216,,,1610612748,96,86,2022-05-18T03:01:56Z,5750000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT07M52.00S,2022-05-18T03:02:26.7Z,4,REGULAR,2pt,Jump Shot,[],202710,6.915243101182654,7.598039215686274,1610612748,98,86,2022-05-18T03:02:44Z,5760000,212.0,13.0,1,left,J. Butler 21' fadeaway Jump Shot (33 PTS) (M. Strus 1 AST),"[202710, 1629622]",1610612748.0,MIA,fadeaway,,,Butler,J. Butler,,,,,21.24,Made,33.0,M. Strus,1629622.0,1.0,,,,,,,,,,,,,,,
590,PT07M35.00S,2022-05-18T03:02:43.8Z,4,REGULAR,3pt,Jump Shot,[],1628369,71.82982917214193,77.45098039215686,1610612738,98,89,2022-05-18T03:02:48Z,5780000,137.0,212.0,1,right,J. Tatum 25' 3PT pullup (29 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,25.28,Made,29.0,,,,,,,,,,,,,,,,,,
591,PT07M15.00S,2022-05-18T03:03:03.8Z,4,REGULAR,3pt,Jump Shot,[],200782,4.812746386333772,2.450980392156863,1610612748,101,89,2022-05-18T03:03:08Z,5790000,238.0,-7.0,1,left,P. Tucker 3PT  (5 PTS) (G. Vincent 3 AST),"[200782, 1629216]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,23.78,Made,5.0,G. Vincent,1629216.0,3.0,,,,,,,,,,,,,,,
593,PT06M57.00S,2022-05-18T03:03:21.7Z,4,REGULAR,3pt,Jump Shot,[],1627759,89.96386333771353,97.05882352941177,1610612738,101,92,2022-05-18T03:04:07Z,5810000,235.0,42.0,1,right,J. Brown 3PT step back (14 PTS),[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,23.9,Made,14.0,,,,,,,,,,,,,,,,,,
594,PT06M34.00S,2022-05-18T03:03:44.8Z,4,REGULAR,3pt,Jump Shot,[],1629622,26.412614980289096,13.013174019607842,1610612748,104,92,2022-05-18T03:03:55Z,5820000,185.0,196.0,1,left,M. Strus 26' 3PT  (8 PTS) (J. Butler 4 AST),"[1629622, 202710]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,26.93,Made,8.0,J. Butler,202710.0,4.0,,,,,,,,,,,,,,,
596,PT06M23.00S,2022-05-18T03:04:00.0Z,4,REGULAR,turnover,out-of-bounds,[],1629684,,,1610612738,104,92,2022-05-18T03:04:09Z,5840000,,,0,,G. Williams step out-of-bounds TURNOVER (2 TO),[1629684],1610612738.0,BOS,step,,,Williams,G. Williams,,,,,,,,,,,,,,,2530.0,,,,,,,2.0,,,
597,PT06M02.00S,2022-05-18T03:04:33.4Z,4,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612748,104,92,2022-05-18T03:08:36Z,5850000,,,0,,R. Williams III shooting personal FOUL (3 PF) (Adebayo 2 FT),"[1629057, 1628389]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,,,,,2534.0,3.0,0.0,Adebayo,1628389.0,,,,,,
599,PT06M02.00S,2022-05-18T03:05:00.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,104,92,2022-05-18T03:05:00Z,5870000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT06M02.00S,2022-05-18T03:06:33.4Z,4,REGULAR,substitution,out,[],1629684,,,1610612748,104,92,2022-05-18T03:08:32Z,5880000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT06M02.00S,2022-05-18T03:06:33.4Z,4,REGULAR,substitution,out,[],1629057,,,1610612748,104,92,2022-05-18T03:08:32Z,5890000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT06M02.00S,2022-05-18T03:06:33.4Z,4,REGULAR,substitution,in,[],1628401,,,1610612748,104,92,2022-05-18T03:08:32Z,5900000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT06M02.00S,2022-05-18T03:06:33.4Z,4,REGULAR,substitution,in,[],1628464,,,1610612748,104,92,2022-05-18T03:08:32Z,5910000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT06M02.00S,2022-05-18T03:09:00.4Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1628389,,,1610612748,105,92,2022-05-18T03:09:00Z,5920000,,,0,,B. Adebayo Free Throw 1 of 2 (10 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
605,PT06M02.00S,2022-05-18T03:09:00.4Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1628389,,,1610612748,105,92,2022-05-18T03:09:22Z,5930000,,,0,,MISS B. Adebayo Free Throw 2 of 2,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
606,PT06M00.00S,2022-05-18T03:09:02.4Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,105,92,2022-05-18T03:09:22Z,5940000,,,0,,J. Brown REBOUND (Off:1 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,605.0,7.0,6.0,1.0,,,,,,,,,,,
621,PT05M52.00S,2022-05-18T03:09:37.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,90.75229960578186,51.9607843137255,1610612738,105,92,2022-05-18T03:11:56Z,5945000,10.0,34.0,1,right,MISS J. Tatum driving Layup - blocked,"[1628369, 1628389]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,3.58,Missed,,,,,,,,,,,,,,Adebayo,1628389.0,,,,
622,PT05M52.00S,2022-05-18T03:09:37.8Z,4,REGULAR,block,,[],1628389,,,1610612738,105,92,2022-05-18T03:12:45Z,5947500,,,0,,B. Adebayo BLOCK (4 BLK),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT05M51.00S,2022-05-18T03:09:38.8Z,4,REGULAR,rebound,offensive,[],1628369,,,1610612738,105,92,2022-05-18T03:12:45Z,5948750,,,0,,J. Tatum REBOUND (Off:1 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,621.0,7.0,6.0,1.0,,,,,,,,,,,
607,PT05M35.00S,2022-05-18T03:10:15.2Z,4,REGULAR,jumpball,recovered,[],1628464,,,1610612738,105,92,2022-05-18T03:10:15Z,5950000,,,0,,Jump Ball D. Theis vs. B. Adebayo: Tip to D. Theis,"[1628464, 1628464, 1628389]",1610612738.0,BOS,heldball,D. Theis,1628464.0,Theis,D. Theis,Theis,1628464.0,Adebayo,1628389.0,,,,,,,,,,,,,,,,,,,,,
610,PT05M33.00S,2022-05-18T03:10:17.5Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628464,86.81011826544021,54.41176470588235,1610612738,105,92,2022-05-18T03:11:56Z,5980000,22.0,71.0,1,right,MISS D. Theis 7' Jump Shot,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,7.48,Missed,,,,,,,,,,,,,,,,,,,
611,PT05M29.00S,2022-05-18T03:10:21.8Z,4,REGULAR,rebound,offensive,[],1627759,,,1610612738,105,92,2022-05-18T03:10:21Z,5990000,,,0,,J. Brown REBOUND (Off:2 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,610.0,8.0,6.0,2.0,,,,,,,,,,,
612,PT05M29.00S,2022-05-18T03:10:21.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627759,94.40999984741211,50.0,1610612738,105,92,2022-05-18T03:10:21Z,6000000,0.0,0.0,1,right,MISS J. Brown tip Layup,[1627759],1610612738.0,BOS,tip,,,Brown,J. Brown,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
613,PT05M27.00S,2022-05-18T03:10:23.3Z,4,REGULAR,rebound,defensive,[],1629622,,,1610612748,105,92,2022-05-18T03:10:23Z,6010000,,,0,,M. Strus REBOUND (Off:1 Def:1),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,612.0,2.0,1.0,1.0,,,,,,,,,,,
614,PT05M24.00S,2022-05-18T03:10:26.4Z,4,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",202710,19.530223390275953,36.51960784313725,1610612748,105,92,2022-05-18T03:15:30Z,6020000,67.0,131.0,1,left,MISS J. Butler 14' running pullup Shot,[202710],1610612748.0,MIA,running pullup,,,Butler,J. Butler,,,,,14.74,Missed,,,,,,,,,,,,,,,,,,,
615,PT05M22.00S,2022-05-18T03:10:28.4Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,105,92,2022-05-18T03:10:31Z,6030000,,,0,,J. Brown REBOUND (Off:2 Def:7),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,614.0,9.0,7.0,2.0,,,,,,,,,,,
616,PT05M19.00S,2022-05-18T03:10:37.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629216,,,1610612738,105,92,2022-05-18T03:11:02Z,6040000,,,0,,G. Vincent shooting personal FOUL (4 PF) (Brown 2 FT),"[1629216, 1627759]",1610612748.0,MIA,shooting,,,Vincent,G. Vincent,,,,,,,,,,,,,,,2534.0,4.0,0.0,Brown,1627759.0,,,,,,
618,PT05M19.00S,2022-05-18T03:11:06.8Z,4,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,105,93,2022-05-18T03:11:06Z,6060000,,,0,,J. Brown Free Throw 1 of 2 (15 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,15.0,,,,,,,,,,,,,,,,,,
619,PT05M19.00S,2022-05-18T03:11:21.9Z,4,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,105,94,2022-05-18T03:11:21Z,6070000,,,0,,J. Brown Free Throw 2 of 2 (16 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,16.0,,,,,,,,,,,,,,,,,,
620,PT05M00.00S,2022-05-18T03:11:42.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,20.05584756898817,52.69607843137255,1610612748,107,94,2022-05-18T03:12:01Z,6080000,-13.0,136.0,1,left,J. Butler 13' turnaround Jump Shot (35 PTS),[202710],1610612748.0,MIA,turnaround,,,Butler,J. Butler,,,,,13.67,Made,35.0,,,,,,,,,,,,,,,,,,
624,PT04M44.00S,2022-05-18T03:12:00.7Z,4,REGULAR,3pt,Jump Shot,[],1628369,92.06636005256242,2.696078431372549,1610612738,107,94,2022-05-18T03:12:09Z,6090000,-237.0,22.0,1,right,MISS J. Tatum 3PT - blocked,"[1628369, 202710]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,23.75,Missed,,,,,,,,,,,,,,Butler,202710.0,,,,
625,PT04M44.00S,2022-05-18T03:12:00.7Z,4,REGULAR,block,,[],202710,,,1610612738,107,94,2022-05-18T03:12:04Z,6100000,,,0,,J. Butler BLOCK (2 BLK),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT04M44.00S,2022-05-18T03:12:00.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,107,94,2022-05-18T03:12:09Z,6110000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,624.0,,,,,,,,,,,,,,
627,PT04M44.00S,2022-05-18T03:12:08.3Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,107,94,2022-05-18T03:12:08Z,6120000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT04M36.00S,2022-05-18T03:12:23.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628464,94.1688567674113,48.03921568627451,1610612738,107,96,2022-05-18T03:12:32Z,6130000,-10.0,2.0,1,right,D. Theis alley-oop Layup (8 PTS) (P. Pritchard 4 AST),"[1628464, 1630202]",1610612738.0,BOS,alley-oop,,,Theis,D. Theis,,,,,1.01,Made,8.0,P. Pritchard,1630202.0,4.0,,,,,,,,,,,,,,,
630,PT04M16.00S,2022-05-18T03:12:48.6Z,4,REGULAR,foul,personal,['2freethrow'],1628401,,,1610612748,107,96,2022-05-18T03:13:16Z,6150000,,,0,,D. White shooting personal FOUL (3 PF) (Butler 2 FT),"[1628401, 202710]",1610612738.0,BOS,shooting,,,White,D. White,,,,,,,,,,,,,,,2530.0,3.0,0.0,Butler,202710.0,,,,,,
632,PT04M16.00S,2022-05-18T03:13:17.5Z,4,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,108,96,2022-05-18T03:13:17Z,6170000,,,0,,J. Butler Free Throw 1 of 2 (36 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,36.0,,,,,,,,,,,,,,,,,,
633,PT04M16.00S,2022-05-18T03:13:33.5Z,4,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,109,96,2022-05-18T03:13:33Z,6180000,,,0,,J. Butler Free Throw 2 of 2 (37 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,37.0,,,,,,,,,,,,,,,,,,
634,PT04M08.00S,2022-05-18T03:13:44.4Z,4,REGULAR,3pt,Jump Shot,[],1630202,74.58935611038108,12.254901960784313,1610612738,109,96,2022-05-18T03:13:49Z,6190000,-189.0,186.0,1,right,MISS P. Pritchard 26' step back 3PT,[1630202],1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,26.52,Missed,,,,,,,,,,,,,,,,,,,
635,PT04M06.00S,2022-05-18T03:13:46.4Z,4,REGULAR,rebound,defensive,[],200782,,,1610612748,109,96,2022-05-18T03:13:49Z,6200000,,,0,,P. Tucker REBOUND (Off:0 Def:5),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,634.0,5.0,5.0,0.0,,,,,,,,,,,
636,PT03M50.00S,2022-05-18T03:14:02.8Z,4,REGULAR,3pt,Jump Shot,[],1629216,6.521024967148489,3.1862745098039214,1610612748,109,96,2022-05-18T03:14:18Z,6210000,234.0,9.0,1,left,MISS G. Vincent 3PT,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,23.43,Missed,,,,,,,,,,,,,,,,,,,
