actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
433,PT07M04.00S,2022-05-15T21:17:59.5Z,3,REGULAR,2pt,Jump Shot,[],201572,14.14257555847569,71.56862745098039,1610612749,65,53,2022-05-15T21:18:04Z,4280000,-108.0,80.0,1,left,MISS B. Lopez 13' turnaround fadeaway Shot,[201572],1610612749.0,MIL,turnaround fadeaway,,,Lopez,B. Lopez,,,,,13.45,Missed,,,,,,,,,,,,,,,,,,,
434,PT07M01.00S,2022-05-15T21:18:02.5Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,65,53,2022-05-15T21:18:04Z,4290000,,,0,,A. Horford REBOUND (Off:1 Def:5),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,433.0,,,,,6.0,5.0,1.0,,,,,,,,,,,
435,PT06M50.00S,2022-05-15T21:18:13.4Z,3,REGULAR,3pt,Jump Shot,[],203935,70.25295663600527,19.11764705882353,1610612738,65,53,2022-05-15T21:18:17Z,4300000,-154.0,227.0,1,right,MISS M. Smart 27' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,27.46,Missed,,,,,,,,,,,,,,,,,,,
436,PT06M48.00S,2022-05-15T21:18:15.4Z,3,REGULAR,rebound,defensive,[],1626192,,,1610612749,65,53,2022-05-15T21:18:17Z,4310000,,,0,,P. Connaughton REBOUND (Off:0 Def:5),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,435.0,,,,,5.0,5.0,0.0,,,,,,,,,,,
437,PT06M38.00S,2022-05-15T21:18:24.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201950,7.835085413929041,56.372549019607845,1610612749,65,55,2022-05-15T21:18:28Z,4320000,-32.0,21.0,1,left,J. Holiday driving Layup (14 PTS) (P. Connaughton 1 AST),"[201950, 1626192]",1610612749.0,MIL,driving,,,Holiday,J. Holiday,,,,,3.82,Made,,14.0,P. Connaughton,1626192.0,1.0,,,,,,,,,,,,,,
439,PT06M20.00S,2022-05-15T21:18:43.0Z,3,REGULAR,3pt,Jump Shot,[],1629684,89.83245729303549,95.34313725490196,1610612738,68,55,2022-05-15T21:18:47Z,4340000,227.0,43.0,1,right,G. Williams 3PT  (17 PTS) (M. Smart 9 AST),"[1629684, 203935]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,23.08,Made,,17.0,M. Smart,203935.0,9.0,,,,,,,,,,,,,,
441,PT06M02.00S,2022-05-15T21:19:00.8Z,3,REGULAR,3pt,Jump Shot,[],201572,20.318659658344284,91.66666666666666,1610612749,68,55,2022-05-15T21:19:09Z,4360000,-208.0,138.0,1,left,MISS B. Lopez 25' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,25.01,Missed,,,,,,,,,,,,,,,,,,,
442,PT05M59.00S,2022-05-15T21:19:03.8Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,68,55,2022-05-15T21:19:36Z,4370000,,,0,,M. Smart REBOUND (Off:1 Def:5),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,441.0,,,,,6.0,5.0,1.0,,,,,,,,,,,
443,PT05M56.00S,2022-05-15T21:19:11.0Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,68,55,2022-05-15T21:19:11Z,4380000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT05M56.00S,2022-05-15T21:19:16.7Z,3,REGULAR,substitution,out,[],202083,,,1610612738,68,55,2022-05-15T21:19:23Z,4390000,,,0,,SUB out: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT05M56.00S,2022-05-15T21:19:16.7Z,3,REGULAR,substitution,in,[],1628960,,,1610612738,68,55,2022-05-15T21:19:23Z,4400000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT05M48.00S,2022-05-15T21:19:48.9Z,3,REGULAR,3pt,Jump Shot,[],1627759,65.52233902759527,56.61764705882353,1610612738,68,55,2022-05-15T21:19:54Z,4410000,33.0,272.0,1,right,MISS J. Brown 27' step back 3PT,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,27.36,Missed,,,,,,,,,,,,,,,,,,,
447,PT05M45.00S,2022-05-15T21:19:51.9Z,3,REGULAR,rebound,defensive,[],1628960,,,1610612749,68,55,2022-05-15T21:19:54Z,4420000,,,0,,G. Allen REBOUND (Off:0 Def:3),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,446.0,,,,,3.0,3.0,0.0,,,,,,,,,,,
448,PT05M41.00S,2022-05-15T21:19:59.6Z,3,REGULAR,turnover,out-of-bounds,[],201950,,,1610612749,68,55,2022-05-15T21:20:08Z,4430000,,,0,,J. Holiday bad pass out-of-bounds TURNOVER (1 TO),[201950],1610612749.0,MIL,bad pass,,,Holiday,J. Holiday,,,,,,,,,,,,,,,1148.0,,,,,1.0,,,,,
449,PT05M33.00S,2022-05-15T21:20:12.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627759,66.96780551905388,35.049019607843135,1610612738,68,55,2022-05-15T21:20:16Z,4440000,-75.0,258.0,1,right,MISS J. Brown 26' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,26.86,Missed,,,,,,,,,,,,,,,,,,,
450,PT05M30.00S,2022-05-15T21:20:15.3Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,68,55,2022-05-15T21:20:16Z,4450000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:12),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,449.0,,,,,13.0,12.0,1.0,,,,,,,,,,,
451,PT05M22.00S,2022-05-15T21:20:22.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203507,18.2161629434954,37.99019607843137,1610612749,68,55,2022-05-15T21:20:36Z,4460000,60.0,119.0,1,left,MISS G. Antetokounmpo 13' driving floating Shot,[203507],1610612749.0,MIL,driving floating,,,Antetokounmpo,G. Antetokounmpo,,,,,13.3,Missed,,,,,,,,,,,,,,,,,,,
452,PT05M22.00S,2022-05-15T21:20:22.8Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,68,55,2022-05-15T21:20:36Z,4470000,,,0,,J. Brown REBOUND (Off:1 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,451.0,,,,,6.0,5.0,1.0,,,,,,,,,,,
453,PT05M22.00S,2022-05-15T21:20:28.4Z,3,REGULAR,foul,personal,[],201950,,,1610612738,68,55,2022-05-15T21:20:31Z,4480000,,,0,,J. Holiday personal FOUL (4 PF),"[201950, 1627759]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,101284.0,4.0,0.0,Brown,1627759.0,,,,,,
455,PT05M22.00S,2022-05-15T21:20:36.9Z,3,REGULAR,substitution,out,[],201572,,,1610612738,68,55,2022-05-15T21:20:47Z,4500000,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT05M22.00S,2022-05-15T21:20:36.9Z,3,REGULAR,substitution,in,[],1626171,,,1610612738,68,55,2022-05-15T21:20:47Z,4510000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT05M11.00S,2022-05-15T21:21:20.7Z,3,REGULAR,foul,offensive,[],203935,,,1610612738,68,55,2022-05-15T21:23:42Z,4520000,,,0,,M. Smart offensive FOUL (3 PF),"[203935, 201950]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,201640.0,3.0,0.0,Holiday,201950.0,,,,,,
459,PT05M11.00S,2022-05-15T21:21:20.7Z,3,REGULAR,turnover,offensive foul,[],203935,,,1610612738,68,55,2022-05-15T21:23:42Z,4540000,,,0,,M. Smart offensive foul TURNOVER (2 TO),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,201640.0,,,,,2.0,,,,,
460,PT05M11.00S,2022-05-15T21:21:34.7Z,3,REGULAR,substitution,out,[],201950,,,1610612749,68,55,2022-05-15T21:21:41Z,4550000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT05M11.00S,2022-05-15T21:21:34.7Z,3,REGULAR,substitution,in,[],201588,,,1610612749,68,55,2022-05-15T21:21:41Z,4560000,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT05M05.00S,2022-05-15T21:22:18.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,68,55,2022-05-15T21:25:37Z,4600000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT05M05.00S,2022-05-15T21:22:22.1Z,3,REGULAR,instantreplay,challenge,[],0,,,1610612749,68,55,2022-05-15T21:25:42Z,4610000,,,0,,,[],1610612749.0,MIL,overturned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Foul on G. Antetokounmpo
467,PT04M55.00S,2022-05-15T21:26:24.4Z,3,REGULAR,turnover,offensive goaltending,[],1626171,,,1610612749,68,55,2022-05-15T21:26:36Z,4620000,,,0,,B. Portis offensive goaltending TURNOVER (3 TO),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,1148.0,,,,,3.0,,,,,
468,PT04M34.00S,2022-05-15T21:26:55.7Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1628401,76.69185282522996,39.950980392156865,1610612738,68,55,2022-05-15T21:27:00Z,4630000,-50.0,167.0,1,right,MISS D. White 17' pullup Shot,[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,17.4,Missed,,,,,,,,,,,,,,,,,,,
469,PT04M31.00S,2022-05-15T21:26:58.7Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,68,55,2022-05-15T21:27:00Z,4640000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:13),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,468.0,,,,,14.0,13.0,1.0,,,,,,,,,,,
470,PT04M27.00S,2022-05-15T21:27:06.1Z,3,REGULAR,foul,offensive,[],201588,,,1610612749,68,55,2022-05-15T21:27:15Z,4650000,,,0,,G. Hill offensive FOUL (1 PF),"[201588, 1629684]",1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,201640.0,1.0,0.0,Williams,1629684.0,,,,,,
472,PT04M27.00S,2022-05-15T21:27:06.1Z,3,REGULAR,turnover,offensive foul,[],201588,,,1610612749,68,55,2022-05-15T21:27:06Z,4670000,,,0,,G. Hill offensive foul TURNOVER (1 TO),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,201640.0,,,,,1.0,,,,,
473,PT04M10.00S,2022-05-15T21:27:43.1Z,3,REGULAR,turnover,lost ball,[],1627759,,,1610612738,68,55,2022-05-15T21:28:03Z,4680000,,,0,,J. Brown lost ball TURNOVER (2 TO),"[1627759, 203507]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,2.0,,,Antetokounmpo,203507.0,
474,PT04M10.00S,2022-05-15T21:27:43.1Z,3,REGULAR,steal,,[],203507,,,1610612749,68,55,2022-05-15T21:27:46Z,4690000,,,0,,G. Antetokounmpo STEAL (1 STL),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT04M09.00S,2022-05-15T21:27:47.8Z,3,REGULAR,foul,personal,[],1627759,,,1610612749,68,55,2022-05-15T21:27:58Z,4700000,,,0,,J. Brown take personal FOUL (2 PF),"[1627759, 203507]",1610612738.0,BOS,take,,,Brown,J. Brown,,,,,,,,,,,,,,,1148.0,2.0,0.0,Antetokounmpo,203507.0,,,,,,
477,PT04M01.00S,2022-05-15T21:28:05.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1626171,17.559132720105126,5.637254901960785,1610612749,68,58,2022-05-15T21:28:10Z,4720000,222.0,113.0,1,left,B. Portis 24' 3PT  (8 PTS) (G. Antetokounmpo 9 AST),"[1626171, 203507]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,24.87,Made,,8.0,G. Antetokounmpo,203507.0,9.0,,,,,,,,,,,,,,
479,PT03M42.00S,2022-05-15T21:28:23.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629684,92.06636005256242,48.28431372549019,1610612738,70,58,2022-05-15T21:32:48Z,4740000,-9.0,22.0,1,right,G. Williams DUNK (19 PTS) (A. Horford 3 AST),"[1629684, 201143]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,2.37,Made,,19.0,A. Horford,201143.0,3.0,,,,,,,,,,,,,,
481,PT03M29.00S,2022-05-15T21:28:36.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203507,9.937582128777924,42.40196078431372,1610612749,70,58,2022-05-15T21:28:40Z,4760000,38.0,41.0,1,left,MISS G. Antetokounmpo driving finger roll Layup,[203507],1610612749.0,MIL,driving finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,5.58,Missed,,,,,,,,,,,,,,,,,,,
482,PT03M28.00S,2022-05-15T21:28:37.1Z,3,REGULAR,rebound,defensive,[],1629684,,,1610612738,70,58,2022-05-15T21:28:40Z,4770000,,,0,,G. Williams REBOUND (Off:1 Def:3),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,481.0,,,,,4.0,3.0,1.0,,,,,,,,,,,
483,PT03M15.00S,2022-05-15T21:28:52.6Z,3,REGULAR,foul,personal,['2freethrow'],1628960,,,1610612738,70,58,2022-05-15T21:29:00Z,4780000,,,0,,G. Allen shooting personal FOUL (1 PF) (Smart 2 FT),"[1628960, 203935]",1610612749.0,MIL,shooting,,,Allen,G. Allen,,,,,,,,,,,,,,,1148.0,1.0,0.0,Smart,203935.0,,,,,,
485,PT03M15.00S,2022-05-15T21:29:18.1Z,3,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,71,58,2022-05-15T21:29:43Z,4800000,,,0,,M. Smart Free Throw 1 of 2 (8 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,8.0,,,,,,,,,,,,,,,,,
486,PT03M15.00S,2022-05-15T21:29:19.7Z,3,REGULAR,substitution,out,[],1626192,,,1610612738,71,58,2022-05-15T21:29:24Z,4810000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT03M15.00S,2022-05-15T21:29:19.7Z,3,REGULAR,substitution,in,[],201950,,,1610612738,71,58,2022-05-15T21:29:24Z,4820000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT03M15.00S,2022-05-15T21:29:18.1Z,3,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,71,58,2022-05-15T21:29:43Z,4830000,,,0,,MISS M. Smart Free Throw 2 of 2,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Missed,,,,,,,,,,,,,,,,,,,
489,PT03M15.00S,2022-05-15T21:29:18.1Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,71,58,2022-05-15T21:29:43Z,4840000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:14),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,488.0,,,,,15.0,14.0,1.0,,,,,,,,,,,
490,PT03M03.00S,2022-05-15T21:29:51.0Z,3,REGULAR,3pt,Jump Shot,[],1628960,28.465834428383708,76.9607843137255,1610612749,71,58,2022-05-15T21:30:12Z,4850000,-135.0,215.0,1,left,MISS G. Allen 25' 3PT,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,25.38,Missed,,,,,,,,,,,,,,,,,,,
491,PT03M00.00S,2022-05-15T21:29:54.0Z,3,REGULAR,rebound,offensive,[],203507,,,1610612749,71,58,2022-05-15T21:30:12Z,4860000,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:14),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,490.0,,,,,16.0,14.0,2.0,,,,,,,,,,,
492,PT02M59.00S,2022-05-15T21:29:55.0Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203507,6.389618922470433,49.26470588235294,1610612749,71,60,2022-05-15T21:30:28Z,4870000,4.0,8.0,1,left,G. Antetokounmpo putback DUNK (21 PTS),[203507],1610612749.0,MIL,putback,,,Antetokounmpo,G. Antetokounmpo,,,,,0.85,Made,,21.0,,,,,,,,,,,,,,,,,
493,PT02M36.00S,2022-05-15T21:30:17.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,92.72339027595268,50.98039215686274,1610612738,73,60,2022-05-15T21:30:21Z,4880000,5.0,16.0,1,right,J. Brown driving Layup (19 PTS) (A. Horford 4 AST),"[1627759, 201143]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,1.66,Made,,19.0,A. Horford,201143.0,4.0,,,,,,,,,,,,,,
495,PT02M22.00S,2022-05-15T21:30:31.2Z,3,REGULAR,2pt,Jump Shot,[],203507,14.668199737187912,76.7156862745098,1610612749,73,60,2022-05-15T21:35:46Z,4900000,-134.0,85.0,1,left,MISS G. Antetokounmpo 15' pullup Shot,[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,15.86,Missed,,,,,,,,,,,,,,,,,,,
496,PT02M20.00S,2022-05-15T21:30:33.2Z,3,REGULAR,rebound,defensive,[],1628401,,,1610612738,73,60,2022-05-15T21:30:35Z,4910000,,,0,,D. White REBOUND (Off:0 Def:2),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,495.0,,,,,2.0,2.0,0.0,,,,,,,,,,,
497,PT02M12.00S,2022-05-15T21:30:41.6Z,3,REGULAR,3pt,Jump Shot,[],1629684,73.14388961892247,16.42156862745098,1610612738,76,60,2022-05-15T21:30:45Z,4920000,-168.0,200.0,1,right,G. Williams 26' 3PT  (22 PTS) (D. White 1 AST),"[1629684, 1628401]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,26.11,Made,,22.0,D. White,1628401.0,1.0,,,,,,,,,,,,,,
499,PT02M03.00S,2022-05-15T21:30:54.4Z,3,REGULAR,timeout,full,['team'],0,,,1610612749,76,60,2022-05-15T21:30:54Z,4940000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT02M03.00S,2022-05-15T21:31:56.8Z,3,REGULAR,substitution,out,[],201588,,,1610612749,76,60,2022-05-15T21:32:36Z,4950000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT02M03.00S,2022-05-15T21:31:56.8Z,3,REGULAR,substitution,out,[],1628960,,,1610612749,76,60,2022-05-15T21:32:36Z,4960000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT02M03.00S,2022-05-15T21:31:56.8Z,3,REGULAR,substitution,in,[],201572,,,1610612749,76,60,2022-05-15T21:32:36Z,4970000,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT02M03.00S,2022-05-15T21:31:56.8Z,3,REGULAR,substitution,in,[],1626192,,,1610612749,76,60,2022-05-15T21:32:36Z,4980000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT01M52.00S,2022-05-15T21:32:50.1Z,3,REGULAR,3pt,Jump Shot,[],1626171,17.296320630749015,4.166666666666666,1610612749,76,60,2022-05-15T21:32:59Z,4990000,229.0,110.0,1,left,MISS B. Portis 25' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,25.43,Missed,,,,,,,,,,,,,,,,,,,
505,PT01M50.00S,2022-05-15T21:32:52.1Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,76,60,2022-05-15T21:32:59Z,5000000,,,0,,J. Brown REBOUND (Off:1 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,504.0,,,,,7.0,6.0,1.0,,,,,,,,,,,
506,PT01M33.00S,2022-05-15T21:33:09.1Z,3,REGULAR,3pt,Jump Shot,[],1629684,76.03482260183968,89.4607843137255,1610612738,76,60,2022-05-15T21:33:13Z,5010000,197.0,173.0,1,right,MISS G. Williams 26' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,26.23,Missed,,,,,,,,,,,,,,,,,,,
507,PT01M30.00S,2022-05-15T21:33:12.1Z,3,REGULAR,rebound,defensive,[],1626171,,,1610612749,76,60,2022-05-15T21:33:13Z,5020000,,,0,,B. Portis REBOUND (Off:0 Def:3),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,506.0,,,,,3.0,3.0,0.0,,,,,,,,,,,
508,PT01M23.00S,2022-05-15T21:33:19.5Z,3,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612749,76,60,2022-05-15T21:33:28Z,5030000,,,0,,G. Williams shooting personal FOUL (3 PF) (Holiday 2 FT),"[1629684, 201950]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,,,,1148.0,3.0,0.0,Holiday,201950.0,,,,,,
510,PT01M23.00S,2022-05-15T21:33:43.1Z,3,REGULAR,freethrow,1 of 2,[],201950,,,1610612749,76,61,2022-05-15T21:33:43Z,5050000,,,0,,J. Holiday Free Throw 1 of 2 (15 PTS),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,Made,,15.0,,,,,,,,,,,,,,,,,
511,PT01M23.00S,2022-05-15T21:33:57.9Z,3,REGULAR,freethrow,2 of 2,[],201950,,,1610612749,76,62,2022-05-15T21:33:57Z,5060000,,,0,,J. Holiday Free Throw 2 of 2 (16 PTS),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,Made,,16.0,,,,,,,,,,,,,,,,,
512,PT01M00.00S,2022-05-15T21:34:23.3Z,3,REGULAR,3pt,Jump Shot,[],1629684,71.82982917214193,83.82352941176471,1610612738,76,62,2022-05-15T21:34:30Z,5070000,169.0,212.0,1,right,MISS G. Williams 27' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,27.14,Missed,,,,,,,,,,,,,,,,,,,
513,PT00M58.40S,2022-05-15T21:34:24.9Z,3,REGULAR,rebound,defensive,[],1626171,,,1610612749,76,62,2022-05-15T21:34:30Z,5080000,,,0,,B. Portis REBOUND (Off:0 Def:4),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,512.0,,,,,4.0,4.0,0.0,,,,,,,,,,,
514,PT00M54.80S,2022-05-15T21:34:29.7Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",203507,7.440867279894875,50.73529411764706,1610612749,76,64,2022-05-15T21:38:13Z,5090000,-4.0,17.0,1,left,G. Antetokounmpo running alley-oop DUNK (23 PTS) (J. Holiday 7 AST),"[203507, 201950]",1610612749.0,MIL,running alley-oop,,,Antetokounmpo,G. Antetokounmpo,,,,,1.78,Made,,23.0,J. Holiday,201950.0,7.0,,,,,,,,,,,,,,
516,PT00M54.80S,2022-05-15T21:34:46.3Z,3,REGULAR,stoppage,equipment issue,[],0,,,1610612738,76,64,2022-05-15T21:34:55Z,5110000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT00M37.00S,2022-05-15T21:35:13.4Z,3,REGULAR,3pt,Jump Shot,[],1628401,69.59592641261499,25.735294117647058,1610612738,79,64,2022-05-15T21:35:18Z,5120000,-121.0,233.0,1,right,D. White 26' 3PT  (3 PTS) (A. Horford 5 AST),"[1628401, 201143]",1610612738.0,BOS,,,,White,D. White,,,,,26.29,Made,,3.0,A. Horford,201143.0,5.0,,,,,,,,,,,,,,
519,PT00M17.90S,2022-05-15T21:35:36.7Z,3,REGULAR,turnover,traveling,[],203507,,,1610612749,79,64,2022-05-15T21:35:41Z,5140000,,,0,,G. Antetokounmpo traveling TURNOVER (5 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,1148.0,,,,,5.0,,,,,
520,PT00M03.40S,2022-05-15T21:36:01.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628401,75.1149802890933,86.27450980392157,1610612738,79,64,2022-05-15T21:36:05Z,5150000,181.0,181.0,1,right,MISS D. White 25' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,25.65,Missed,,,,,,,,,,,,,,,,,,,
521,PT00M00.40S,2022-05-15T21:36:04.2Z,3,REGULAR,rebound,defensive,[],201950,,,1610612749,79,64,2022-05-15T21:36:04Z,5160000,,,0,,J. Holiday REBOUND (Off:1 Def:2),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,520.0,,,,,3.0,2.0,1.0,,,,,,,,,,,
522,PT00M00.30S,2022-05-15T21:36:05.7Z,3,REGULAR,3pt,Jump Shot,[],201950,60.92312746386334,53.67647058823529,1610612749,79,64,2022-05-15T21:36:59Z,5170000,-18.0,520.0,1,left,MISS J. Holiday 52' running 3PT,[201950],1610612749.0,MIL,running,,,Holiday,J. Holiday,,,,,52.05,Missed,,,,,,,,,,,,,,,,,,,
523,PT00M00.10S,2022-05-15T21:36:05.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612749,79,64,2022-05-15T21:36:31Z,5180000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,522.0,,,,,,,,,,,,,,,,,,
524,PT00M00.00S,2022-05-15T21:36:09.0Z,3,REGULAR,period,end,[],0,,,1610612749,79,64,2022-05-15T21:36:09Z,5190000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT12M00.00S,2022-05-15T21:39:26.4Z,4,REGULAR,substitution,out,['startperiod'],1627759,,,1610612749,79,64,2022-05-15T21:39:42Z,5200000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT12M00.00S,2022-05-15T21:39:26.4Z,4,REGULAR,substitution,out,['startperiod'],1628401,,,1610612749,79,64,2022-05-15T21:39:42Z,5210000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
