actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
254,PT06M30.00S,2022-05-15T20:28:21.4Z,2,REGULAR,substitution,in,[],203935,,,1610612738,32,35,2022-05-15T20:28:25Z,2540000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M11.00S,2022-05-15T20:28:46.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627759,11.251642575558476,52.69607843137255,1610612738,32,35,2022-05-15T20:28:52Z,2550000,-13.0,53.0,1,left,MISS J. Brown driving floating Shot,[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,5.5,Missed,,,,,,,,,,,,,,,,,,,
256,PT06M08.00S,2022-05-15T20:28:49.5Z,2,REGULAR,rebound,defensive,[],1626192,,,1610612749,32,35,2022-05-15T20:28:52Z,2560000,,,0,,P. Connaughton REBOUND (Off:0 Def:3),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,255.0,,,,,3.0,3.0,0.0,,,,,,,,,,,
257,PT06M05.00S,2022-05-15T20:28:52.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203507,93.64323258869908,45.34313725490196,1610612749,32,37,2022-05-15T20:28:59Z,2570000,-23.0,7.0,1,right,G. Antetokounmpo running Layup (16 PTS) (J. Holiday 4 AST),"[203507, 201950]",1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,2.44,Made,,16.0,J. Holiday,201950.0,4.0,,,,,,,,,,,,,,
258,PT06M03.00S,2022-05-15T20:28:59.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,32,37,2022-05-15T20:28:59Z,2580000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT06M03.00S,2022-05-15T20:32:24.2Z,2,REGULAR,substitution,out,[],1627759,,,1610612738,32,37,2022-05-15T20:32:29Z,2590000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT06M03.00S,2022-05-15T20:32:24.2Z,2,REGULAR,substitution,in,[],1628401,,,1610612738,32,37,2022-05-15T20:32:29Z,2600000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT05M53.00S,2022-05-15T20:32:49.7Z,2,REGULAR,3pt,Jump Shot,[],1629684,11.908672798948752,95.58823529411765,1610612738,35,37,2022-05-15T20:32:53Z,2610000,-228.0,59.0,1,left,G. Williams 3PT  (8 PTS) (M. Smart 4 AST),"[1629684, 203935]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,23.55,Made,,8.0,M. Smart,203935.0,4.0,,,,,,,,,,,,,,
264,PT05M43.00S,2022-05-15T20:32:59.6Z,2,REGULAR,3pt,Jump Shot,[],1626192,66.70499342969777,26.96078431372549,1610612749,35,37,2022-05-15T20:33:05Z,2630000,-115.0,260.0,1,right,MISS P. Connaughton 28' 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,28.48,Missed,,,,,,,,,,,,,,,,,,,
265,PT05M41.00S,2022-05-15T20:33:01.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,35,37,2022-05-15T20:33:05Z,2640000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,264.0,,,,,,,,,,,,,,,,,,
266,PT05M41.00S,2022-05-15T20:33:05.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,35,37,2022-05-15T20:33:05Z,2650000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT05M29.00S,2022-05-15T20:33:19.0Z,2,REGULAR,3pt,Jump Shot,[],1628369,25.18068331143233,82.84313725490196,1610612738,38,37,2022-05-15T20:33:23Z,2660000,-164.0,184.0,1,left,J. Tatum 24' 3PT  (15 PTS) (M. Smart 5 AST),"[1628369, 203935]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,24.68,Made,,15.0,M. Smart,203935.0,5.0,,,,,,,,,,,,,,
269,PT05M17.00S,2022-05-15T20:33:30.8Z,2,REGULAR,2pt,Jump Shot,[],201950,76.82325886990802,36.029411764705884,1610612749,38,39,2022-05-15T20:33:34Z,2680000,-70.0,165.0,1,right,J. Holiday 17' fadeaway Jump Shot (6 PTS),[201950],1610612749.0,MIL,fadeaway,,,Holiday,J. Holiday,,,,,17.96,Made,,6.0,,,,,,,,,,,,,,,,,
270,PT05M09.00S,2022-05-15T20:33:38.7Z,2,REGULAR,3pt,Jump Shot,[],1629684,6.783837056504599,95.58823529411765,1610612738,38,39,2022-05-15T20:33:44Z,2690000,-228.0,11.0,1,left,MISS G. Williams 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,22.82,Missed,,,,,,,,,,,,,,,,,,,
271,PT05M07.00S,2022-05-15T20:33:40.7Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,38,39,2022-05-15T20:33:44Z,2700000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:9),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,270.0,,,,,10.0,9.0,1.0,,,,,,,,,,,
272,PT04M58.00S,2022-05-15T20:33:49.7Z,2,REGULAR,3pt,Jump Shot,[],201950,69.33311432325887,75.98039215686273,1610612749,38,39,2022-05-15T20:35:03Z,2710000,130.0,236.0,1,right,MISS J. Holiday 26' pullup 3PT,[201950],1610612749.0,MIL,pullup,,,Holiday,J. Holiday,,,,,26.92,Missed,,,,,,,,,,,,,,,,,,,
273,PT04M56.00S,2022-05-15T20:33:51.7Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,38,39,2022-05-15T20:33:54Z,2720000,,,0,,A. Horford REBOUND (Off:0 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,272.0,,,,,4.0,4.0,0.0,,,,,,,,,,,
274,PT04M48.00S,2022-05-15T20:33:59.7Z,2,REGULAR,3pt,Jump Shot,[],1629684,11.514454664914586,4.166666666666666,1610612738,38,39,2022-05-15T20:34:04Z,2730000,229.0,56.0,1,left,MISS G. Williams 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,23.59,Missed,,,,,,,,,,,,,,,,,,,
275,PT04M46.00S,2022-05-15T20:34:01.7Z,2,REGULAR,rebound,defensive,[],201572,,,1610612749,38,39,2022-05-15T20:34:04Z,2740000,,,0,,B. Lopez REBOUND (Off:2 Def:3),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,274.0,,,,,5.0,3.0,2.0,,,,,,,,,,,
276,PT04M29.00S,2022-05-15T20:34:19.4Z,2,REGULAR,3pt,Jump Shot,[],1626192,63.6826544021025,32.59803921568628,1610612749,38,39,2022-05-15T20:34:24Z,2750000,-87.0,289.0,1,right,MISS P. Connaughton 30' 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,30.17,Missed,,,,,,,,,,,,,,,,,,,
277,PT04M26.00S,2022-05-15T20:34:22.4Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,38,39,2022-05-15T20:34:24Z,2760000,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,276.0,,,,,1.0,1.0,0.0,,,,,,,,,,,
278,PT04M15.00S,2022-05-15T20:34:35.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203935,9.411957950065702,56.372549019607845,1610612738,38,39,2022-05-15T20:34:43Z,2770000,-32.0,36.0,1,left,MISS M. Smart driving Layup - blocked,"[203935, 203507]",1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,4.81,Missed,,,,,,,,,,,,,,,Antetokounmpo,203507.0,,,
279,PT04M15.00S,2022-05-15T20:34:35.4Z,2,REGULAR,block,,[],203507,,,1610612738,38,39,2022-05-15T20:34:38Z,2780000,,,0,,G. Antetokounmpo BLOCK (1 BLK),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT04M14.00S,2022-05-15T20:34:36.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,38,39,2022-05-15T20:34:43Z,2790000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,278.0,,,,,,,,,,,,,,,,,,
281,PT04M14.00S,2022-05-15T20:34:39.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,38,39,2022-05-15T20:34:39Z,2800000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT04M14.00S,2022-05-15T20:34:40.9Z,2,REGULAR,substitution,out,[],1629684,,,1610612738,38,39,2022-05-15T20:34:45Z,2810000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT04M14.00S,2022-05-15T20:34:40.9Z,2,REGULAR,substitution,in,[],1627759,,,1610612738,38,39,2022-05-15T20:34:45Z,2820000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT04M09.00S,2022-05-15T20:35:10.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628401,32.276609724047304,41.42156862745098,1610612738,38,39,2022-05-15T20:37:11Z,2830000,43.0,251.0,1,left,MISS D. White 25' pullup 3PT,[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,25.45,Missed,,,,,,,,,,,,,,,,,,,
285,PT04M07.00S,2022-05-15T20:35:12.0Z,2,REGULAR,rebound,offensive,[],201143,,,1610612738,38,39,2022-05-15T20:35:17Z,2840000,,,0,,A. Horford REBOUND (Off:1 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,284.0,,,,,5.0,4.0,1.0,,,,,,,,,,,
286,PT03M57.00S,2022-05-15T20:35:24.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,38,39,2022-05-15T20:35:24Z,2850000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT03M57.00S,2022-05-15T20:35:32.7Z,2,REGULAR,substitution,out,[],201950,,,1610612738,38,39,2022-05-15T20:35:38Z,2860000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT03M57.00S,2022-05-15T20:35:32.7Z,2,REGULAR,substitution,in,[],202083,,,1610612738,38,39,2022-05-15T20:35:38Z,2870000,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT03M54.00S,2022-05-15T20:35:52.9Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1628369,23.078186596583443,30.637254901960787,1610612738,38,39,2022-05-15T20:35:58Z,2880000,97.0,164.0,1,left,MISS J. Tatum 19' pullup Shot,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,19.08,Missed,,,,,,,,,,,,,,,,,,,
290,PT03M50.00S,2022-05-15T20:35:56.9Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,38,39,2022-05-15T20:35:58Z,2890000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:10),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,289.0,,,,,11.0,10.0,1.0,,,,,,,,,,,
291,PT03M39.00S,2022-05-15T20:36:11.4Z,2,REGULAR,turnover,3-second-violation,[],201572,,,1610612749,38,39,2022-05-15T20:36:18Z,2900000,,,0,,B. Lopez 3-second-violation TURNOVER (1 TO),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,101284.0,,,,,1.0,,,,,
292,PT03M22.00S,2022-05-15T20:36:43.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628401,8.886333771353483,60.049019607843135,1610612738,38,39,2022-05-15T20:36:48Z,2910000,-50.0,31.0,1,left,MISS D. White driving Layup - blocked,"[1628401, 201572]",1610612738.0,BOS,driving,,,White,D. White,,,,,5.9,Missed,,,,,,,,,,,,,,,Lopez,201572.0,,,
293,PT03M22.00S,2022-05-15T20:36:43.1Z,2,REGULAR,block,,[],201572,,,1610612738,38,39,2022-05-15T20:36:44Z,2920000,,,0,,B. Lopez BLOCK (3 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT03M20.00S,2022-05-15T20:36:45.1Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,38,39,2022-05-15T20:36:48Z,2930000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:11),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,292.0,,,,,12.0,11.0,1.0,,,,,,,,,,,
295,PT03M17.00S,2022-05-15T20:36:49.1Z,2,REGULAR,foul,personal,['2freethrow'],201143,,,1610612749,38,39,2022-05-15T20:36:58Z,2940000,,,0,,A. Horford shooting personal FOUL (3 PF) (Antetokounmpo 2 FT),"[201143, 203507]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,,,,,,,,,,,101284.0,3.0,0.0,Antetokounmpo,203507.0,,,,,,
297,PT03M17.00S,2022-05-15T20:37:34.6Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],203507,,,1610612749,38,40,2022-05-15T20:38:07Z,2960000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (17 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,17.0,,,,,,,,,,,,,,,,,
298,PT03M17.00S,2022-05-15T20:37:35.4Z,2,REGULAR,substitution,out,[],1628401,,,1610612749,38,40,2022-05-15T20:37:39Z,2970000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT03M17.00S,2022-05-15T20:37:35.4Z,2,REGULAR,substitution,out,[],201143,,,1610612749,38,40,2022-05-15T20:37:39Z,2980000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT03M17.00S,2022-05-15T20:37:35.4Z,2,REGULAR,substitution,in,[],1628464,,,1610612749,38,40,2022-05-15T20:37:39Z,2990000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT03M17.00S,2022-05-15T20:37:35.4Z,2,REGULAR,substitution,in,[],1629684,,,1610612749,38,40,2022-05-15T20:37:39Z,3000000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT03M17.00S,2022-05-15T20:37:34.6Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],203507,,,1610612749,38,40,2022-05-15T20:38:07Z,3010000,,,0,,MISS G. Antetokounmpo Free Throw 2 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
303,PT03M16.00S,2022-05-15T20:37:35.6Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,38,40,2022-05-15T20:38:07Z,3020000,,,0,,M. Smart REBOUND (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,302.0,,,,,2.0,2.0,0.0,,,,,,,,,,,
304,PT03M11.00S,2022-05-15T20:38:09.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203935,7.178055190538765,48.28431372549019,1610612738,38,40,2022-05-15T20:38:14Z,3030000,9.0,15.0,1,left,MISS M. Smart running Layup,[203935],1610612738.0,BOS,running,,,Smart,M. Smart,,,,,1.73,Missed,,,,,,,,,,,,,,,,,,,
305,PT03M10.00S,2022-05-15T20:38:10.4Z,2,REGULAR,rebound,defensive,[],1626192,,,1610612749,38,40,2022-05-15T20:38:14Z,3040000,,,0,,P. Connaughton REBOUND (Off:0 Def:4),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,304.0,,,,,4.0,4.0,0.0,,,,,,,,,,,
306,PT02M51.00S,2022-05-15T20:38:29.7Z,2,REGULAR,turnover,lost ball,[],203507,,,1610612749,38,40,2022-05-15T20:38:32Z,3050000,,,0,,G. Antetokounmpo lost ball TURNOVER (2 TO),"[203507, 1628464]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,2.0,,,Theis,1628464.0,
307,PT02M51.00S,2022-05-15T20:38:29.7Z,2,REGULAR,steal,,[],1628464,,,1610612738,38,40,2022-05-15T20:38:31Z,3060000,,,0,,D. Theis STEAL (1 STL),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT02M39.00S,2022-05-15T20:38:41.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628369,7.046649145860711,55.14705882352941,1610612738,40,40,2022-05-15T20:38:44Z,3070000,-26.0,14.0,1,left,J. Tatum driving reverse Layup (17 PTS),[1628369],1610612738.0,BOS,driving reverse,,,Tatum,J. Tatum,,,,,2.91,Made,,17.0,,,,,,,,,,,,,,,,,
309,PT02M28.00S,2022-05-15T20:39:00.7Z,2,REGULAR,stoppage,court clean up,[],0,,,1610612749,40,40,2022-05-15T20:39:00Z,3080000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT02M14.00S,2022-05-15T20:40:01.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,85.89027595269383,59.80392156862745,1610612749,40,40,2022-05-15T20:40:05Z,3090000,49.0,80.0,1,right,MISS G. Antetokounmpo 9' driving Layup - blocked,"[203507, 1628464]",1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,9.39,Missed,,,,,,,,,,,,,,,Theis,1628464.0,,,
312,PT02M14.00S,2022-05-15T20:40:01.2Z,2,REGULAR,block,,[],1628464,,,1610612749,40,40,2022-05-15T20:40:03Z,3100000,,,0,,D. Theis BLOCK (1 BLK),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT02M12.00S,2022-05-15T20:40:03.2Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,40,40,2022-05-15T20:40:05Z,3110000,,,0,,M. Smart REBOUND (Off:0 Def:3),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,311.0,,,,,3.0,3.0,0.0,,,,,,,,,,,
314,PT02M11.00S,2022-05-15T20:40:05.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627759,7.440867279894875,46.07843137254902,1610612738,40,40,2022-05-15T20:40:19Z,3120000,20.0,17.0,1,left,MISS J. Brown running Layup,[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,2.62,Missed,,,,,,,,,,,,,,,,,,,
315,PT02M10.00S,2022-05-15T20:40:06.0Z,2,REGULAR,rebound,offensive,[],203935,,,1610612738,40,40,2022-05-15T20:40:19Z,3130000,,,0,,M. Smart REBOUND (Off:1 Def:3),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,314.0,,,,,4.0,3.0,1.0,,,,,,,,,,,
318,PT02M10.00S,2022-05-15T20:40:11.5Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'fastbreak', 'pointsinthepaint']",203935,5.590000152587891,50.0,1610612738,42,40,2022-05-15T20:40:41Z,3160000,0.0,0.0,1,left,M. Smart tip DUNK (2 PTS),[203935],1610612738.0,BOS,tip,,,Smart,M. Smart,,,,,0.0,Made,,2.0,,,,,,,,,,,,,,,,,
319,PT02M02.00S,2022-05-15T20:40:17.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628369,,,1610612749,42,40,2022-05-15T20:40:25Z,3170000,,,0,,J. Tatum personal FOUL (2 PF) (Matthews 2 FT),"[1628369, 202083]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,201640.0,2.0,0.0,Matthews,202083.0,,,,,,
321,PT02M02.00S,2022-05-15T20:41:04.9Z,2,REGULAR,freethrow,1 of 2,[],202083,,,1610612749,42,40,2022-05-15T20:41:04Z,3190000,,,0,,MISS W. Matthews Free Throw 1 of 2,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,Missed,,,,,,,,,,,,,,,,,,,
322,PT02M02.00S,2022-05-15T20:41:04.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,42,40,2022-05-15T20:41:04Z,3200000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,321.0,,,,,,,,,,,,,,,,,,
323,PT02M02.00S,2022-05-15T20:41:05.6Z,2,REGULAR,substitution,out,[],201588,,,1610612749,42,40,2022-05-15T20:41:22Z,3210000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT02M02.00S,2022-05-15T20:41:05.6Z,2,REGULAR,substitution,out,[],1626192,,,1610612749,42,40,2022-05-15T20:41:22Z,3220000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT02M02.00S,2022-05-15T20:41:05.6Z,2,REGULAR,substitution,out,[],203507,,,1610612749,42,40,2022-05-15T20:41:22Z,3230000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT02M02.00S,2022-05-15T20:41:05.6Z,2,REGULAR,substitution,in,[],1628960,,,1610612749,42,40,2022-05-15T20:41:22Z,3240000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT02M02.00S,2022-05-15T20:41:05.6Z,2,REGULAR,substitution,in,[],1626171,,,1610612749,42,40,2022-05-15T20:41:22Z,3250000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT02M02.00S,2022-05-15T20:41:05.6Z,2,REGULAR,substitution,in,[],201950,,,1610612749,42,40,2022-05-15T20:41:22Z,3260000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT02M02.00S,2022-05-15T20:41:28.3Z,2,REGULAR,freethrow,2 of 2,[],202083,,,1610612749,42,41,2022-05-15T20:41:28Z,3270000,,,0,,W. Matthews Free Throw 2 of 2 (3 PTS),[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,Made,,3.0,,,,,,,,,,,,,,,,,
330,PT01M41.00S,2022-05-15T20:41:54.2Z,2,REGULAR,foul,offensive,['inpenalty'],203935,,,1610612738,42,41,2022-05-15T20:42:02Z,3280000,,,0,,M. Smart offensive FOUL (2 PF),"[203935, 1628960]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,1148.0,2.0,0.0,Allen,1628960.0,,,,,,
332,PT01M41.00S,2022-05-15T20:41:54.2Z,2,REGULAR,turnover,offensive foul,[],203935,,,1610612738,42,41,2022-05-15T20:41:54Z,3300000,,,0,,M. Smart offensive foul TURNOVER (1 TO),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,1148.0,,,,,1.0,,,,,
333,PT01M29.00S,2022-05-15T20:42:48.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202083,86.94152431011827,95.83333333333334,1610612749,42,41,2022-05-15T20:42:53Z,3310000,229.0,70.0,1,right,MISS W. Matthews 3PT,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,23.97,Missed,,,,,,,,,,,,,,,,,,,
334,PT01M26.00S,2022-05-15T20:42:51.0Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,42,41,2022-05-15T20:42:53Z,3320000,,,0,,M. Smart REBOUND (Off:1 Def:4),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,333.0,,,,,5.0,4.0,1.0,,,,,,,,,,,
335,PT01M13.00S,2022-05-15T20:43:04.3Z,2,REGULAR,turnover,lost ball,[],1628369,,,1610612738,42,41,2022-05-15T20:43:07Z,3330000,,,0,,J. Tatum lost ball TURNOVER (4 TO),"[1628369, 1626171]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,4.0,,,Portis,1626171.0,
336,PT01M13.00S,2022-05-15T20:43:04.3Z,2,REGULAR,steal,,[],1626171,,,1610612749,42,41,2022-05-15T20:43:06Z,3340000,,,0,,B. Portis STEAL (1 STL),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT01M09.00S,2022-05-15T20:43:07.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626171,92.9862023653088,59.31372549019608,1610612749,42,43,2022-05-15T20:43:12Z,3350000,47.0,13.0,1,right,B. Portis running Layup (5 PTS),[1626171],1610612749.0,MIL,running,,,Portis,B. Portis,,,,,4.85,Made,,5.0,,,,,,,,,,,,,,,,,
338,PT00M51.90S,2022-05-15T20:43:25.9Z,2,REGULAR,3pt,Jump Shot,[],1629684,30.699737187910642,73.0392156862745,1610612738,45,43,2022-05-15T20:43:30Z,3360000,-115.0,236.0,1,left,G. Williams 26' 3PT  (11 PTS) (M. Smart 6 AST),"[1629684, 203935]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,26.27,Made,,11.0,M. Smart,203935.0,6.0,,,,,,,,,,,,,,
340,PT00M38.90S,2022-05-15T20:43:43.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201950,92.46057818659659,57.84313725490197,1610612749,45,43,2022-05-15T20:43:47Z,3380000,39.0,18.0,1,right,MISS J. Holiday driving Layup - blocked,"[201950, 1628464]",1610612749.0,MIL,driving,,,Holiday,J. Holiday,,,,,4.33,Missed,,,,,,,,,,,,,,,Theis,1628464.0,,,
372,PT00M38.90S,2022-05-15T20:43:43.3Z,2,REGULAR,block,,[],1628464,,,1610612749,45,43,2022-05-15T21:03:48Z,3385000,,,0,,D. Theis BLOCK (2 BLK),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
