actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
179,PT12M00.00S,2022-05-01T17:42:11.1Z,2,REGULAR,substitution,out,['startperiod'],203507,,,1610612749,24,27,2022-05-01T17:42:33Z,1770000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2022-05-01T17:42:11.1Z,2,REGULAR,substitution,in,['startperiod'],201950,,,1610612749,24,27,2022-05-01T17:42:33Z,1780000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2022-05-01T17:42:11.1Z,2,REGULAR,substitution,in,['startperiod'],1626171,,,1610612749,24,27,2022-05-01T17:42:33Z,1790000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2022-05-01T17:42:48.8Z,2,REGULAR,period,start,[],0,,,1610612738,24,27,2022-05-01T17:42:48Z,1800000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT11M40.00S,2022-05-01T17:43:08.3Z,2,REGULAR,3pt,Jump Shot,[],1630202,22.026938239159,91.91176470588235,1610612738,27,27,2022-05-01T17:43:13Z,1810000,-210.0,155.0,1,left,P. Pritchard 26' 3PT  (3 PTS) (D. White 1 AST),"[1630202, 1628401]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,26.04,Made,3.0,D. White,1628401.0,1.0,,,,,,,,,,,,,
185,PT11M18.00S,2022-05-01T17:43:30.7Z,2,REGULAR,foul,personal,['2freethrow'],1628401,,,1610612749,27,27,2022-05-01T17:43:38Z,1830000,,,0,,D. White shooting personal FOUL (1 PF) (Holiday 2 FT),"[1628401, 201950]",1610612738.0,BOS,shooting,,,White,D. White,,,,,200832.0,,,,,,,,,,,,,,1.0,0.0,Holiday,201950.0,,,
187,PT11M18.00S,2022-05-01T17:43:52.6Z,2,REGULAR,freethrow,1 of 2,[],201950,,,1610612749,27,28,2022-05-01T17:43:52Z,1850000,,,0,,J. Holiday Free Throw 1 of 2 (7 PTS),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,
188,PT11M18.00S,2022-05-01T17:44:06.6Z,2,REGULAR,freethrow,2 of 2,[],201950,,,1610612749,27,29,2022-05-01T17:44:06Z,1860000,,,0,,J. Holiday Free Throw 2 of 2 (8 PTS),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,
192,PT11M08.00S,2022-05-01T17:44:35.7Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628401,12.13863337713535,50.49019607843137,1610612738,27,29,2022-05-01T17:51:30Z,1875000,-2.0,62.0,1,left,MISS D. White 6' driving Layup,[1628401],1610612738.0,BOS,driving,,,White,D. White,,,,,,,6.17,Missed,,,,,,,,,,,,,,,,,
193,PT11M06.00S,2022-05-01T17:44:37.7Z,2,REGULAR,rebound,offensive,[],1628464,,,1610612738,27,29,2022-05-01T17:51:30Z,1882500,,,0,,D. Theis REBOUND (Off:1 Def:1),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,192.0,2.0,1.0,1.0,,,,,,,,,
191,PT11M06.00S,2022-05-01T17:44:36.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628464,5.206964520367937,57.35294117647059,1610612738,29,29,2022-05-01T18:19:34Z,1890000,-37.0,-4.0,1,left,D. Theis putback Layup (2 PTS),[1628464],1610612738.0,BOS,putback,,,Theis,D. Theis,,,,,,,3.7,Made,2.0,,,,,,,,,,,,,,,,
266,PT11M00.00S,2022-05-01T17:44:38.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,92.46057818659659,47.794117647058826,1610612749,29,29,2022-05-01T17:57:21Z,1905000,-11.0,18.0,1,right,MISS J. Holiday driving floating Shot,[201950],1610612749.0,MIL,driving floating,,,Holiday,J. Holiday,,,,,,,2.14,Missed,,,,,,,,,,,,,,,,,
267,PT10M58.00S,2022-05-01T17:44:40.3Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,29,29,2022-05-01T17:54:48Z,1912500,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,266.0,1.0,1.0,0.0,,,,,,,,,
194,PT10M50.00S,2022-05-01T17:44:45.1Z,2,REGULAR,foul,personal,[],201572,,,1610612738,29,29,2022-05-01T17:55:06Z,1920000,,,0,,B. Lopez personal FOUL (1 PF),"[201572, 1629684]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,2530.0,,,,,,,,,,,,,,1.0,0.0,Williams,1629684.0,,,
196,PT10M42.00S,2022-05-01T17:45:00.7Z,2,REGULAR,3pt,Jump Shot,[],1629684,31.35676741130092,30.14705882352941,1610612738,29,29,2022-05-01T17:54:48Z,1940000,99.0,242.0,1,left,MISS G. Williams 26' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,26.19,Missed,,,,,,,,,,,,,,,,,
197,PT10M39.00S,2022-05-01T17:45:03.7Z,2,REGULAR,rebound,defensive,[],202083,,,1610612749,29,29,2022-05-01T17:45:06Z,1950000,,,0,,W. Matthews REBOUND (Off:0 Def:1),[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,196.0,1.0,1.0,0.0,,,,,,,,,
198,PT10M28.00S,2022-05-01T17:45:16.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626171,84.57621550591328,49.50980392156863,1610612749,29,29,2022-05-01T17:55:11Z,1960000,-2.0,92.0,1,right,MISS B. Portis 9' floating Shot,[1626171],1610612749.0,MIL,floating,,,Portis,B. Portis,,,,,,,9.25,Missed,,,,,,,,,,,,,,,,,
199,PT10M27.00S,2022-05-01T17:45:17.4Z,2,REGULAR,rebound,offensive,[],201572,,,1610612749,29,29,2022-05-01T17:47:10Z,1970000,,,0,,B. Lopez REBOUND (Off:2 Def:3),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,198.0,5.0,3.0,2.0,,,,,,,,,
200,PT10M27.00S,2022-05-01T17:45:20.3Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",201572,94.40999984741211,50.0,1610612749,29,31,2022-05-01T17:47:15Z,1980000,0.0,0.0,1,right,B. Lopez tip Layup (4 PTS),[201572],1610612749.0,MIL,tip,,,Lopez,B. Lopez,,,,,,,0.0,Made,4.0,,,,,,,,,,,,,,,,
201,PT10M11.00S,2022-05-01T17:45:32.3Z,2,REGULAR,3pt,Jump Shot,[],1628369,17.427726675427067,6.61764705882353,1610612738,29,31,2022-05-01T17:45:40Z,1990000,217.0,111.0,1,left,MISS J. Tatum 24' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,24.38,Missed,,,,,,,,,,,,,,,,,
202,PT10M07.00S,2022-05-01T17:45:36.3Z,2,REGULAR,rebound,defensive,[],201950,,,1610612749,29,31,2022-05-01T17:45:40Z,2000000,,,0,,J. Holiday REBOUND (Off:0 Def:1),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,201.0,1.0,1.0,0.0,,,,,,,,,
203,PT09M51.00S,2022-05-01T17:45:52.2Z,2,REGULAR,3pt,Jump Shot,[],201572,70.12155059132719,19.362745098039216,1610612749,29,31,2022-05-01T17:45:56Z,2010000,-153.0,228.0,1,right,MISS B. Lopez 27' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,27.5,Missed,,,,,,,,,,,,,,,,,
204,PT09M49.00S,2022-05-01T17:45:54.2Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,29,31,2022-05-01T17:45:56Z,2020000,,,0,,D. White REBOUND (Off:0 Def:2),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,203.0,2.0,2.0,0.0,,,,,,,,,
205,PT09M44.00S,2022-05-01T17:45:59.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630202,6.389618922470433,3.6764705882352944,1610612738,32,31,2022-05-01T17:46:06Z,2030000,232.0,8.0,1,left,P. Pritchard 3PT  (6 PTS) (J. Tatum 2 AST),"[1630202, 1628369]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,23.17,Made,6.0,J. Tatum,1628369.0,2.0,,,,,,,,,,,,,
207,PT09M26.00S,2022-05-01T17:46:17.0Z,2,REGULAR,2pt,Jump Shot,[],1626171,90.75229960578186,12.5,1610612749,32,33,2022-05-01T17:59:16Z,2050000,-188.0,34.0,1,right,B. Portis 19' turnaround Jump Shot (7 PTS) (J. Holiday 3 AST),"[1626171, 201950]",1610612749.0,MIL,turnaround,,,Portis,B. Portis,,,,,,,19.06,Made,7.0,J. Holiday,201950.0,3.0,,,,,,,,,,,,,
209,PT09M21.00S,2022-05-01T17:46:26.7Z,2,REGULAR,foul,offensive,[],1628464,,,1610612738,32,33,2022-05-01T17:46:36Z,2070000,,,0,,D. Theis offensive FOUL (2 PF),"[1628464, 1626192]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,2530.0,,,,,,,,,,,,,,2.0,0.0,Connaughton,1626192.0,,,
211,PT09M21.00S,2022-05-01T17:46:26.7Z,2,REGULAR,turnover,offensive foul,[],1628464,,,1610612738,32,33,2022-05-01T17:46:26Z,2090000,,,0,,D. Theis offensive foul TURNOVER (1 TO),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,2530.0,1.0,,,,,,,,,,,,,,,,,,,
212,PT09M21.00S,2022-05-01T17:46:34.6Z,2,REGULAR,substitution,out,[],1628401,,,1610612749,32,33,2022-05-01T17:46:53Z,2100000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT09M21.00S,2022-05-01T17:46:34.6Z,2,REGULAR,substitution,out,[],1630202,,,1610612749,32,33,2022-05-01T17:46:53Z,2110000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT09M21.00S,2022-05-01T17:46:34.6Z,2,REGULAR,substitution,out,[],1628464,,,1610612749,32,33,2022-05-01T17:46:53Z,2120000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT09M21.00S,2022-05-01T17:46:34.6Z,2,REGULAR,substitution,out,[],201572,,,1610612749,32,33,2022-05-01T17:46:53Z,2130000,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT09M21.00S,2022-05-01T17:46:34.6Z,2,REGULAR,substitution,out,[],202083,,,1610612749,32,33,2022-05-01T17:46:53Z,2140000,,,0,,SUB out: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT09M21.00S,2022-05-01T17:46:34.6Z,2,REGULAR,substitution,in,[],203935,,,1610612749,32,33,2022-05-01T17:46:53Z,2150000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT09M21.00S,2022-05-01T17:46:34.6Z,2,REGULAR,substitution,in,[],1627759,,,1610612749,32,33,2022-05-01T17:46:53Z,2160000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT09M21.00S,2022-05-01T17:46:34.6Z,2,REGULAR,substitution,in,[],1629057,,,1610612749,32,33,2022-05-01T17:46:53Z,2170000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT09M21.00S,2022-05-01T17:46:34.6Z,2,REGULAR,substitution,in,[],1628960,,,1610612749,32,33,2022-05-01T17:46:53Z,2180000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT09M21.00S,2022-05-01T17:46:34.6Z,2,REGULAR,substitution,in,[],203507,,,1610612749,32,33,2022-05-01T17:46:53Z,2190000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT09M09.00S,2022-05-01T17:47:05.7Z,2,REGULAR,foul,personal,[],1629057,,,1610612749,32,33,2022-05-01T17:47:18Z,2200000,,,0,,R. Williams III personal FOUL (1 PF),"[1629057, 203507]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,200832.0,,,,,,,,,,,,,,1.0,0.0,Antetokounmpo,203507.0,,,
224,PT08M57.00S,2022-05-01T17:47:40.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626171,94.69448094612353,3.9215686274509802,1610612749,32,33,2022-05-01T17:47:46Z,2220000,-230.0,-3.0,1,right,MISS B. Portis 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,23.04,Missed,,,,,,,,,,,,,,,,,
225,PT08M54.00S,2022-05-01T17:47:43.1Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,32,33,2022-05-01T17:47:46Z,2230000,,,0,,R. Williams III REBOUND (Off:3 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,224.0,6.0,3.0,3.0,,,,,,,,,
227,PT08M42.00S,2022-05-01T17:47:54.3Z,2,REGULAR,3pt,Jump Shot,[],1627759,20.18725361366623,6.372549019607843,1610612738,32,33,2022-05-01T17:47:59Z,2240000,218.0,137.0,1,left,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,25.77,Missed,,,,,,,,,,,,,,,,,
228,PT08M39.00S,2022-05-01T17:47:57.3Z,2,REGULAR,rebound,defensive,[],201950,,,1610612749,32,33,2022-05-01T17:47:59Z,2250000,,,0,,J. Holiday REBOUND (Off:0 Def:2),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,227.0,2.0,2.0,0.0,,,,,,,,,
229,PT08M32.00S,2022-05-01T17:48:03.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201950,95.48291721419186,55.63725490196079,1610612749,32,33,2022-05-01T17:48:14Z,2260000,28.0,-10.0,1,right,MISS J. Holiday driving Layup - blocked,"[201950, 1629057]",1610612749.0,MIL,driving,,,Holiday,J. Holiday,,,,,,,2.99,Missed,,,,,,,,,,,,,,,Williams III,1629057.0,
230,PT08M32.00S,2022-05-01T17:48:03.9Z,2,REGULAR,block,,[],1629057,,,1610612749,32,33,2022-05-01T17:48:05Z,2270000,,,0,,R. Williams III BLOCK (2 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT08M30.00S,2022-05-01T17:48:05.9Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,32,33,2022-05-01T17:48:14Z,2280000,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,229.0,2.0,2.0,0.0,,,,,,,,,
232,PT08M27.00S,2022-05-01T17:48:09.9Z,2,REGULAR,turnover,bad pass,[],1628369,,,1610612738,32,33,2022-05-01T17:48:17Z,2290000,,,0,,J. Tatum bad pass TURNOVER (1 TO),"[1628369, 1628960]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,1.0,,,,,,,,,,,Allen,1628960.0,,,,,,,
233,PT08M27.00S,2022-05-01T17:48:09.9Z,2,REGULAR,steal,,[],1628960,,,1610612749,32,33,2022-05-01T17:48:11Z,2300000,,,0,,G. Allen STEAL (1 STL),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT08M20.00S,2022-05-01T17:48:20.9Z,2,REGULAR,turnover,traveling,[],1626192,,,1610612749,32,33,2022-05-01T17:48:33Z,2310000,,,0,,P. Connaughton traveling TURNOVER (1 TO),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,1162.0,1.0,,,,,,,,,,,,,,,,,,,
235,PT08M10.00S,2022-05-01T17:48:44.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203935,7.178055190538765,55.63725490196079,1610612738,32,33,2022-05-01T17:48:50Z,2320000,-28.0,15.0,1,left,MISS M. Smart driving Layup,[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,,,3.19,Missed,,,,,,,,,,,,,,,,,
236,PT08M08.00S,2022-05-01T17:48:46.3Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,32,33,2022-05-01T17:48:50Z,2330000,,,0,,B. Portis REBOUND (Off:0 Def:3),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,235.0,3.0,3.0,0.0,,,,,,,,,
237,PT07M51.00S,2022-05-01T17:49:05.8Z,2,REGULAR,foul,offensive,[],1626171,,,1610612749,32,33,2022-05-01T17:49:14Z,2340000,,,0,,B. Portis charge offensive FOUL (2 PF),"[1626171, 203935]",1610612749.0,MIL,charge,,,Portis,B. Portis,,,,,200832.0,,,,,,,,,,,,,,2.0,0.0,Smart,203935.0,,,
239,PT07M51.00S,2022-05-01T17:49:05.8Z,2,REGULAR,turnover,offensive foul,[],1626171,,,1610612749,32,33,2022-05-01T17:49:05Z,2360000,,,0,,B. Portis offensive foul TURNOVER (1 TO),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,200832.0,1.0,,,,,,,,,,,,,,,,,,,
240,PT07M51.00S,2022-05-01T17:49:12.7Z,2,REGULAR,substitution,out,[],1629684,,,1610612738,32,33,2022-05-01T17:49:15Z,2370000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M51.00S,2022-05-01T17:49:12.7Z,2,REGULAR,substitution,in,[],201143,,,1610612738,32,33,2022-05-01T17:49:15Z,2380000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M41.00S,2022-05-01T17:49:40.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627759,20.581471747700395,90.19607843137256,1610612738,32,33,2022-05-01T17:49:45Z,2390000,-201.0,141.0,1,left,MISS J. Brown 24' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,24.55,Missed,,,,,,,,,,,,,,,,,
243,PT07M39.00S,2022-05-01T17:49:42.5Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,32,33,2022-05-01T17:49:45Z,2400000,,,0,,B. Portis REBOUND (Off:0 Def:4),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,242.0,4.0,4.0,0.0,,,,,,,,,
244,PT07M26.00S,2022-05-01T17:49:55.8Z,2,REGULAR,3pt,Jump Shot,[],1626192,94.30026281208936,4.6568627450980395,1610612749,32,36,2022-05-01T17:50:00Z,2410000,-227.0,1.0,1,right,P. Connaughton 3PT  (6 PTS) (B. Portis 1 AST),"[1626192, 1626171]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,22.67,Made,6.0,B. Portis,1626171.0,1.0,,,,,,,,,,,,,
247,PT07M09.00S,2022-05-01T17:50:18.1Z,2,REGULAR,foul,offensive,[],1627759,,,1610612738,32,36,2022-05-01T17:50:28Z,2440000,,,0,,J. Brown offensive FOUL (1 PF),"[1627759, 1626192]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,1162.0,,,,,,,,,,,,,,1.0,0.0,Connaughton,1626192.0,,,
249,PT07M09.00S,2022-05-01T17:50:18.1Z,2,REGULAR,turnover,offensive foul,[],1627759,,,1610612738,32,36,2022-05-01T17:50:18Z,2460000,,,0,,J. Brown offensive foul TURNOVER (2 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,1162.0,2.0,,,,,,,,,,,,,,,,,,,
250,PT07M09.00S,2022-05-01T17:50:24.9Z,2,REGULAR,substitution,out,[],201950,,,1610612749,32,36,2022-05-01T17:50:27Z,2470000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT07M09.00S,2022-05-01T17:50:24.9Z,2,REGULAR,substitution,in,[],201572,,,1610612749,32,36,2022-05-01T17:50:27Z,2480000,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT07M04.00S,2022-05-01T17:50:40.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203507,64.60249671484888,39.950980392156865,1610612749,32,36,2022-05-01T17:50:47Z,2490000,-50.0,280.0,1,right,MISS G. Antetokounmpo 28' 3PT,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,28.47,Missed,,,,,,,,,,,,,,,,,
253,PT07M00.00S,2022-05-01T17:50:44.8Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,32,36,2022-05-01T17:50:47Z,2500000,,,0,,A. Horford REBOUND (Off:0 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,252.0,2.0,2.0,0.0,,,,,,,,,
254,PT06M54.00S,2022-05-01T17:50:50.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201143,28.86005256241787,21.07843137254902,1610612738,32,36,2022-05-01T17:50:59Z,2510000,145.0,219.0,1,left,MISS A. Horford 26' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,26.23,Missed,,,,,,,,,,,,,,,,,
255,PT06M52.00S,2022-05-01T17:50:52.1Z,2,REGULAR,rebound,defensive,[],1626192,,,1610612749,32,36,2022-05-01T17:50:59Z,2520000,,,0,,P. Connaughton REBOUND (Off:0 Def:3),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,254.0,3.0,3.0,0.0,,,,,,,,,
256,PT06M46.00S,2022-05-01T17:50:59.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203507,89.17542706964521,40.19607843137255,1610612749,32,36,2022-05-01T17:51:05Z,2530000,-49.0,49.0,1,right,MISS G. Antetokounmpo 6' running Layup,[203507],1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,,,6.95,Missed,,,,,,,,,,,,,,,,,
257,PT06M44.00S,2022-05-01T17:51:01.4Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,32,36,2022-05-01T17:51:05Z,2540000,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,256.0,1.0,1.0,0.0,,,,,,,,,
258,PT06M40.00S,2022-05-01T17:51:04.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628369,7.835085413929041,47.05882352941176,1610612738,34,36,2022-05-01T18:03:09Z,2550000,15.0,21.0,1,left,J. Tatum running Layup (3 PTS) (M. Smart 2 AST),"[1628369, 203935]",1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,,,2.57,Made,3.0,M. Smart,203935.0,2.0,,,,,,,,,,,,,
261,PT06M38.00S,2022-05-01T17:51:14.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,34,36,2022-05-01T17:51:14Z,2570000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT06M38.00S,2022-05-01T17:54:26.8Z,2,REGULAR,substitution,out,[],1626171,,,1610612749,34,36,2022-05-01T17:54:43Z,2580000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT06M38.00S,2022-05-01T17:54:26.8Z,2,REGULAR,substitution,out,[],1626192,,,1610612749,34,36,2022-05-01T17:54:43Z,2590000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT06M38.00S,2022-05-01T17:54:26.8Z,2,REGULAR,substitution,in,[],202083,,,1610612749,34,36,2022-05-01T17:54:43Z,2600000,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT06M38.00S,2022-05-01T17:54:26.8Z,2,REGULAR,substitution,in,[],1628975,,,1610612749,34,36,2022-05-01T17:54:43Z,2610000,,,0,,SUB in: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT06M24.00S,2022-05-01T17:55:08.2Z,2,REGULAR,3pt,Jump Shot,[],1628960,69.07030223390277,24.019607843137255,1610612749,34,39,2022-05-01T17:55:13Z,2620000,-130.0,238.0,1,right,G. Allen 27' 3PT  (3 PTS) (G. Antetokounmpo 5 AST),"[1628960, 203507]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,27.13,Made,3.0,G. Antetokounmpo,203507.0,5.0,,,,,,,,,,,,,
270,PT06M05.00S,2022-05-01T17:55:27.7Z,2,REGULAR,3pt,Jump Shot,[],201143,32.53942181340342,47.794117647058826,1610612738,34,39,2022-05-01T17:55:32Z,2640000,11.0,253.0,1,left,MISS A. Horford 25' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,25.36,Missed,,,,,,,,,,,,,,,,,
271,PT06M02.00S,2022-05-01T17:55:30.7Z,2,REGULAR,rebound,defensive,[],1628975,,,1610612749,34,39,2022-05-01T17:55:32Z,2650000,,,0,,J. Carter REBOUND (Off:0 Def:1),[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,270.0,1.0,1.0,0.0,,,,,,,,,
272,PT05M53.00S,2022-05-01T17:55:39.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,91.93495400788436,43.627450980392155,1610612749,34,39,2022-05-01T17:55:45Z,2660000,-32.0,23.0,1,right,MISS G. Antetokounmpo driving Layup,[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,,,3.95,Missed,,,,,,,,,,,,,,,,,
