actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
272,PT04M21.00S,2022-04-21T00:10:31.9Z,2,REGULAR,turnover,lost ball,[],201142,,,1610612751,39,51,2022-04-21T00:10:42Z,2720000,,,0,,K. Durant lost ball TURNOVER (1 TO),"[201142, 201143]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,1.0,,,,,,,,,,,Horford,201143.0,
273,PT04M21.00S,2022-04-21T00:10:31.9Z,2,REGULAR,steal,,[],201143,,,1610612738,39,51,2022-04-21T00:10:33Z,2730000,,,0,,A. Horford STEAL (1 STL),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT04M20.00S,2022-04-21T00:10:34.5Z,2,REGULAR,foul,personal,[],201142,,,1610612738,39,51,2022-04-21T00:20:30Z,2750000,,,0,,K. Durant take personal FOUL (2 PF),"[201142, 201143]",1610612751.0,BKN,take,,,Durant,K. Durant,,,,,,,,,,,1627962.0,,,,,,2.0,0.0,Horford,201143.0,,,,,
277,PT04M20.00S,2022-04-21T00:10:41.8Z,2,REGULAR,substitution,out,[],203552,,,1610612738,39,51,2022-04-21T00:10:48Z,2770000,,,0,,SUB out: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT04M20.00S,2022-04-21T00:10:41.8Z,2,REGULAR,substitution,in,[],201988,,,1610612738,39,51,2022-04-21T00:10:48Z,2780000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT04M04.00S,2022-04-21T00:11:09.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627759,74.98357424441524,83.82352941176471,1610612738,39,51,2022-04-21T00:11:14Z,2790000,169.0,183.0,1,right,MISS J. Brown 24' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,24.89,Missed,,,,,,,,,,,,,,,,,,,
280,PT04M01.00S,2022-04-21T00:11:12.4Z,2,REGULAR,rebound,offensive,[],1629684,,,1610612738,39,51,2022-04-21T00:11:14Z,2800000,,,0,,G. Williams REBOUND (Off:1 Def:0),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,279.0,1.0,0.0,1.0,,,,,,,,,
281,PT03M58.00S,2022-04-21T00:11:16.0Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",201143,67.88764783180025,33.57843137254902,1610612738,39,51,2022-04-21T00:11:21Z,2810000,-82.0,249.0,1,right,MISS A. Horford 26' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,26.26,Missed,,,,,,,,,,,,,,,,,,,
282,PT03M56.00S,2022-04-21T00:11:18.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612751,39,51,2022-04-21T00:11:21Z,2820000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,281.0,,,,,,,,,,,,
283,PT03M56.00S,2022-04-21T00:11:21.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,39,51,2022-04-21T00:11:21Z,2830000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT03M46.00S,2022-04-21T00:11:35.3Z,2,REGULAR,2pt,Jump Shot,[],201609,20.18725361366623,71.81372549019608,1610612751,39,53,2022-04-21T00:11:38Z,2840000,-109.0,137.0,1,left,G. Dragic 17' pullup Jump Shot (9 PTS),[201609],1610612751.0,BKN,pullup,,,Dragic,G. Dragic,,,,,17.54,Made,9.0,,,,,,,,,,,,,,,,,,
285,PT03M27.00S,2022-04-21T00:11:53.9Z,2,REGULAR,3pt,Jump Shot,[],203935,66.3107752956636,53.431372549019606,1610612738,39,53,2022-04-21T00:12:04Z,2850000,17.0,264.0,1,right,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,26.48,Missed,,,,,,,,,,,,,,,,,,,
286,PT03M26.00S,2022-04-21T00:11:54.9Z,2,REGULAR,rebound,offensive,[],201143,,,1610612738,39,53,2022-04-21T00:12:04Z,2860000,,,0,,A. Horford REBOUND (Off:1 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,285.0,3.0,2.0,1.0,,,,,,,,,
287,PT03M25.00S,2022-04-21T00:11:58.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201143,89.17542706964521,40.931372549019606,1610612738,41,53,2022-04-21T00:12:07Z,2870000,-45.0,49.0,1,right,A. Horford 6' floating Jump Shot (6 PTS),[201143],1610612738.0,BOS,floating,,,Horford,A. Horford,,,,,6.7,Made,6.0,,,,,,,,,,,,,,,,,,
288,PT03M25.00S,2022-04-21T00:12:02.5Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",201609,,,1610612738,41,53,2022-04-21T00:12:08Z,2880000,,,0,,G. Dragic shooting personal FOUL (2 PF) (Horford 1 FT),"[201609, 201143]",1610612751.0,BKN,shooting,,,Dragic,G. Dragic,,,,,,,,,,,2715.0,,,,,,2.0,0.0,Horford,201143.0,,,,,
290,PT03M25.00S,2022-04-21T00:12:11.2Z,2,REGULAR,substitution,out,[],1629684,,,1610612738,41,53,2022-04-21T00:13:13Z,2900000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT03M25.00S,2022-04-21T00:12:11.2Z,2,REGULAR,substitution,out,[],1628971,,,1610612738,41,53,2022-04-21T00:13:13Z,2910000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT03M25.00S,2022-04-21T00:12:11.2Z,2,REGULAR,substitution,in,[],1628464,,,1610612738,41,53,2022-04-21T00:13:13Z,2920000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT03M25.00S,2022-04-21T00:12:11.2Z,2,REGULAR,substitution,in,[],202681,,,1610612738,41,53,2022-04-21T00:13:13Z,2930000,,,0,,SUB in: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT03M25.00S,2022-04-21T00:12:41.5Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],201143,,,1610612738,42,53,2022-04-21T00:12:41Z,2940000,,,0,,A. Horford Free Throw 1 of 1 (7 PTS),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
295,PT03M07.00S,2022-04-21T00:13:00.6Z,2,REGULAR,2pt,Jump Shot,[],201609,11.383048620236531,17.15686274509804,1610612751,42,55,2022-04-21T00:13:05Z,2950000,164.0,55.0,1,left,G. Dragic 17' pullup Jump Shot (11 PTS),[201609],1610612751.0,BKN,pullup,,,Dragic,G. Dragic,,,,,17.3,Made,11.0,,,,,,,,,,,,,,,,,,
296,PT02M57.00S,2022-04-21T00:13:10.4Z,2,REGULAR,3pt,Jump Shot,[],201143,66.83639947437582,51.9607843137255,1610612738,42,55,2022-04-21T00:13:15Z,2960000,10.0,259.0,1,right,MISS A. Horford 25' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,25.94,Missed,,,,,,,,,,,,,,,,,,,
297,PT02M54.00S,2022-04-21T00:13:13.4Z,2,REGULAR,rebound,defensive,[],201609,,,1610612751,42,55,2022-04-21T00:13:15Z,2970000,,,0,,G. Dragic REBOUND (Off:0 Def:2),[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,296.0,2.0,2.0,0.0,,,,,,,,,
298,PT02M49.00S,2022-04-21T00:13:18.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",201609,19.793035479632064,56.61764705882353,1610612751,42,57,2022-04-21T00:13:23Z,2980000,-33.0,134.0,1,left,G. Dragic 13' running pullup Jump Shot (13 PTS),[201609],1610612751.0,BKN,running pullup,,,Dragic,G. Dragic,,,,,13.76,Made,13.0,,,,,,,,,,,,,,,,,,
299,PT02M41.00S,2022-04-21T00:13:37.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,42,57,2022-04-21T00:13:37Z,2990000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT02M37.00S,2022-04-21T00:13:44.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,83.919185282523,62.254901960784316,1610612738,44,57,2022-04-21T00:14:08Z,3000000,61.0,99.0,1,right,J. Brown 11' fadeaway Jump Shot (5 PTS),[1627759],1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,11.62,Made,5.0,,,,,,,,,,,,,,,,,,
301,PT02M22.00S,2022-04-21T00:14:00.4Z,2,REGULAR,3pt,Jump Shot,[],201609,29.122864651773984,77.20588235294117,1610612751,44,57,2022-04-21T00:14:05Z,3010000,-136.0,221.0,1,left,MISS G. Dragic 25' 3PT,[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,25.97,Missed,,,,,,,,,,,,,,,,,,,
302,PT02M19.00S,2022-04-21T00:14:03.4Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,44,57,2022-04-21T00:14:05Z,3020000,,,0,,A. Horford REBOUND (Off:1 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,301.0,4.0,3.0,1.0,,,,,,,,,
303,PT02M16.00S,2022-04-21T00:14:11.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201609,,,1610612738,44,57,2022-04-21T00:14:21Z,3030000,,,0,,G. Dragic personal FOUL (3 PF) (Theis 2 FT),"[201609, 1628464]",1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,2715.0,,,,,,3.0,0.0,Theis,1628464.0,,,,,
305,PT02M16.00S,2022-04-21T00:14:38.7Z,2,REGULAR,freethrow,1 of 2,[],1628464,,,1610612738,44,57,2022-04-21T00:14:38Z,3050000,,,0,,MISS D. Theis Free Throw 1 of 2,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,Missed,,,,,,,,,,,,,,,,,,,
306,PT02M16.00S,2022-04-21T00:14:38.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,44,57,2022-04-21T00:14:38Z,3060000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,305.0,,,,,,,,,,,,
307,PT02M16.00S,2022-04-21T00:14:58.0Z,2,REGULAR,freethrow,2 of 2,[],1628464,,,1610612738,45,57,2022-04-21T00:14:58Z,3070000,,,0,,D. Theis Free Throw 2 of 2 (9 PTS),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
308,PT02M05.00S,2022-04-21T00:15:10.3Z,2,REGULAR,3pt,Jump Shot,[],201142,30.699737187910642,70.83333333333334,1610612751,45,60,2022-04-21T00:15:28Z,3080000,-104.0,236.0,1,left,K. Durant 25' 3PT pullup (13 PTS),[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,25.81,Made,13.0,,,,,,,,,,,,,,,,,,
309,PT01M52.00S,2022-04-21T00:15:22.7Z,2,REGULAR,turnover,lost ball,[],1628369,,,1610612738,45,60,2022-04-21T00:15:26Z,3090000,,,0,,J. Tatum lost ball TURNOVER (2 TO),"[1628369, 1629651]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,2.0,,,,,,,,,,,Claxton,1629651.0,
310,PT01M52.00S,2022-04-21T00:15:22.7Z,2,REGULAR,steal,,[],1629651,,,1610612751,45,60,2022-04-21T00:15:24Z,3100000,,,0,,N. Claxton STEAL (1 STL),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT01M45.00S,2022-04-21T00:15:30.0Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",201142,9.806176084099869,64.95098039215686,1610612751,45,62,2022-04-21T00:16:27Z,3110000,-75.0,40.0,1,left,K. Durant 8' running pullup Jump Shot (15 PTS),[201142],1610612751.0,BKN,running pullup,,,Durant,K. Durant,,,,,8.47,Made,15.0,,,,,,,,,,,,,,,,,,
312,PT01M32.00S,2022-04-21T00:15:43.2Z,2,REGULAR,3pt,Jump Shot,[],201143,70.90998685939553,76.9607843137255,1610612738,48,62,2022-04-21T00:15:47Z,3120000,135.0,221.0,1,right,A. Horford 25' 3PT  (10 PTS) (M. Smart 3 AST),"[201143, 203935]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,25.88,Made,10.0,M. Smart,203935.0,3.0,,,,,,,,,,,,,,,
314,PT01M29.00S,2022-04-21T00:16:02.1Z,2,REGULAR,foul,personal,['inpenalty'],1629651,,,1610612751,48,62,2022-04-21T00:16:14Z,3140000,,,0,,N. Claxton double personal FOUL (2 PF),"[1629651, 1628369]",1610612751.0,BKN,double,,,Claxton,N. Claxton,,,,,,,,,,,2715.0,,,,,,2.0,0.0,Tatum,1628369.0,,,,,
316,PT01M29.00S,2022-04-21T00:16:02.1Z,2,REGULAR,foul,personal,[],1628369,,,1610612751,48,62,2022-04-21T00:16:11Z,3160000,,,0,,J. Tatum double personal FOUL (1 PF),"[1628369, 1629651]",1610612738.0,BOS,double,,,Tatum,J. Tatum,,,,,,,,,,,2715.0,,,,,,1.0,0.0,Claxton,1629651.0,,,,,
318,PT01M16.00S,2022-04-21T00:16:29.5Z,2,REGULAR,turnover,bad pass,[],201142,,,1610612751,48,62,2022-04-21T00:16:35Z,3180000,,,0,,K. Durant bad pass TURNOVER (2 TO),"[201142, 1628464]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,2.0,,,,,,,,,,,Theis,1628464.0,
319,PT01M16.00S,2022-04-21T00:16:29.5Z,2,REGULAR,steal,,[],1628464,,,1610612738,48,62,2022-04-21T00:20:25Z,3190000,,,0,,D. Theis STEAL (1 STL),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT01M13.00S,2022-04-21T00:16:32.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628369,92.9862023653088,48.77450980392157,1610612738,50,62,2022-04-21T00:16:43Z,3200000,-6.0,13.0,1,right,J. Tatum running DUNK (4 PTS) (D. Theis 2 AST),"[1628369, 1628464]",1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,1.47,Made,4.0,D. Theis,1628464.0,2.0,,,,,,,,,,,,,,,
322,PT00M54.20S,2022-04-21T00:16:51.4Z,2,REGULAR,2pt,Jump Shot,[],202681,17.296320630749015,79.65686274509804,1610612751,50,62,2022-04-21T00:16:55Z,3220000,-148.0,110.0,1,left,MISS K. Irving 18' pullup Shot,[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,18.47,Missed,,,,,,,,,,,,,,,,,,,
323,PT00M52.60S,2022-04-21T00:16:53.0Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,50,62,2022-04-21T00:16:55Z,3230000,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,322.0,1.0,1.0,0.0,,,,,,,,,
324,PT00M49.10S,2022-04-21T00:16:57.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,72.88107752956637,15.441176470588236,1610612738,53,62,2022-04-21T00:17:03Z,3240000,-173.0,202.0,1,right,J. Tatum 26' 3PT  (7 PTS) (J. Brown 2 AST),"[1628369, 1627759]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.61,Made,7.0,J. Brown,1627759.0,2.0,,,,,,,,,,,,,,,
326,PT00M32.80S,2022-04-21T00:17:16.1Z,2,REGULAR,3pt,Jump Shot,[],201609,6.258212877792378,3.431372549019608,1610612751,53,65,2022-04-21T00:17:20Z,3260000,233.0,6.0,1,left,G. Dragic 3PT  (16 PTS) (N. Claxton 1 AST),"[201609, 1629651]",1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,23.29,Made,16.0,N. Claxton,1629651.0,1.0,,,,,,,,,,,,,,,
328,PT00M26.10S,2022-04-21T00:17:30.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,92.72339027595268,51.71568627450981,1610612738,55,65,2022-04-21T00:17:36Z,3280000,9.0,16.0,1,right,J. Brown driving Layup (7 PTS) (M. Smart 4 AST),"[1627759, 203935]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,1.81,Made,7.0,M. Smart,203935.0,4.0,,,,,,,,,,,,,,,
330,PT00M02.90S,2022-04-21T00:17:56.5Z,2,REGULAR,3pt,Jump Shot,[],201609,26.231931668856767,82.59803921568627,1610612751,55,65,2022-04-21T00:18:04Z,3300000,-163.0,194.0,1,left,MISS G. Dragic 25' 3PT,[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,25.35,Missed,,,,,,,,,,,,,,,,,,,
331,PT00M01.90S,2022-04-21T00:17:57.5Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,55,65,2022-04-21T00:18:18Z,3310000,,,0,,D. Theis REBOUND (Off:0 Def:3),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,330.0,3.0,3.0,0.0,,,,,,,,,
334,PT00M00.00S,2022-04-21T00:18:05.0Z,2,REGULAR,period,end,[],0,,,1610612738,55,65,2022-04-21T00:18:05Z,3340000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2022-04-21T00:33:50.3Z,3,REGULAR,substitution,out,['startperiod'],201988,,,1610612738,55,65,2022-04-21T00:34:12Z,3350000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2022-04-21T00:33:50.3Z,3,REGULAR,substitution,out,['startperiod'],201609,,,1610612738,55,65,2022-04-21T00:34:12Z,3360000,,,0,,SUB out: G. Dragic,[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2022-04-21T00:33:50.3Z,3,REGULAR,substitution,out,['startperiod'],1629651,,,1610612738,55,65,2022-04-21T00:34:12Z,3370000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2022-04-21T00:33:50.3Z,3,REGULAR,substitution,in,['startperiod'],1628971,,,1610612738,55,65,2022-04-21T00:34:12Z,3380000,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2022-04-21T00:33:50.3Z,3,REGULAR,substitution,in,['startperiod'],203083,,,1610612738,55,65,2022-04-21T00:34:12Z,3390000,,,0,,SUB in: A. Drummond,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2022-04-21T00:33:50.3Z,3,REGULAR,substitution,in,['startperiod'],203552,,,1610612738,55,65,2022-04-21T00:34:12Z,3400000,,,0,,SUB in: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2022-04-21T00:34:26.5Z,3,REGULAR,period,start,[],0,,,1610612738,55,65,2022-04-21T00:34:26Z,3410000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT11M41.00S,2022-04-21T00:34:45.2Z,3,REGULAR,3pt,Jump Shot,[],1627759,17.427726675427067,4.166666666666666,1610612738,55,65,2022-04-21T00:34:49Z,3420000,229.0,111.0,1,left,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,25.48,Missed,,,,,,,,,,,,,,,,,,,
343,PT11M37.00S,2022-04-21T00:34:49.2Z,3,REGULAR,rebound,offensive,[],1628369,,,1610612738,55,65,2022-04-21T00:34:49Z,3430000,,,0,,J. Tatum REBOUND (Off:1 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,342.0,3.0,2.0,1.0,,,,,,,,,
344,PT11M32.00S,2022-04-21T00:34:53.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628369,6.652431011826544,53.92156862745098,1610612738,55,65,2022-04-21T00:34:56Z,3440000,-20.0,10.0,1,left,MISS J. Tatum driving Layup - blocked,"[1628369, 203083]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,2.2,Missed,,,,,,,,,,,,,,,Drummond,203083.0,,,
345,PT11M32.00S,2022-04-21T00:34:53.4Z,3,REGULAR,block,,[],203083,,,1610612738,55,65,2022-04-21T00:34:54Z,3450000,,,0,,A. Drummond BLOCK (2 BLK),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT11M31.00S,2022-04-21T00:34:54.4Z,3,REGULAR,rebound,defensive,[],1628971,,,1610612751,55,65,2022-04-21T00:34:56Z,3460000,,,0,,B. Brown REBOUND (Off:1 Def:4),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,344.0,5.0,4.0,1.0,,,,,,,,,
347,PT11M27.00S,2022-04-21T00:35:01.5Z,3,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612751,55,65,2022-04-21T00:35:10Z,3470000,,,0,,D. Theis shooting personal FOUL (3 PF) (Brown 2 FT),"[1628464, 1628971]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,1627962.0,,,,,,3.0,0.0,Brown,1628971.0,,,,,
349,PT11M27.00S,2022-04-21T00:35:30.1Z,3,REGULAR,freethrow,1 of 2,[],1628971,,,1610612751,55,66,2022-04-21T00:35:30Z,3490000,,,0,,B. Brown Free Throw 1 of 2 (15 PTS),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,Made,15.0,,,,,,,,,,,,,,,,,,
350,PT11M27.00S,2022-04-21T00:35:44.2Z,3,REGULAR,freethrow,2 of 2,[],1628971,,,1610612751,55,67,2022-04-21T00:35:44Z,3500000,,,0,,B. Brown Free Throw 2 of 2 (16 PTS),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,Made,16.0,,,,,,,,,,,,,,,,,,
351,PT11M10.00S,2022-04-21T00:36:02.9Z,3,REGULAR,3pt,Jump Shot,[],201143,9.674770039421814,4.6568627450980395,1610612738,58,67,2022-04-21T00:36:07Z,3510000,227.0,38.0,1,left,A. Horford 3PT  (13 PTS) (J. Brown 3 AST),"[201143, 1627759]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,22.99,Made,13.0,J. Brown,1627759.0,3.0,,,,,,,,,,,,,,,
353,PT10M49.00S,2022-04-21T00:36:23.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203083,91.67214191852825,56.86274509803921,1610612751,58,67,2022-04-21T00:36:30Z,3530000,34.0,26.0,1,right,MISS A. Drummond cutting Layup,[203083],1610612751.0,BKN,cutting,,,Drummond,A. Drummond,,,,,4.29,Missed,,,,,,,,,,,,,,,,,,,
354,PT10M47.00S,2022-04-21T00:36:25.6Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,58,67,2022-04-21T00:36:27Z,3540000,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,353.0,2.0,2.0,0.0,,,,,,,,,
355,PT10M39.00S,2022-04-21T00:36:33.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628464,5.206964520367937,57.59803921568627,1610612738,60,67,2022-04-21T00:36:37Z,3550000,-38.0,-4.0,1,left,D. Theis cutting Layup (11 PTS) (A. Horford 2 AST),"[1628464, 201143]",1610612738.0,BOS,cutting,,,Theis,D. Theis,,,,,3.82,Made,11.0,A. Horford,201143.0,2.0,,,,,,,,,,,,,,,
357,PT10M19.00S,2022-04-21T00:36:53.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203552,89.83245729303549,63.725490196078425,1610612751,60,67,2022-04-21T00:36:57Z,3570000,69.0,43.0,1,right,MISS S. Curry 8' driving Layup,[203552],1610612751.0,BKN,driving,,,Curry,S. Curry,,,,,8.1,Missed,,,,,,,,,,,,,,,,,,,
358,PT10M16.00S,2022-04-21T00:36:56.5Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,60,67,2022-04-21T00:37:09Z,3580000,,,0,,D. Theis REBOUND (Off:0 Def:4),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,357.0,4.0,4.0,0.0,,,,,,,,,
359,PT10M12.00S,2022-04-21T00:37:00.1Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203935,15.719448094612352,97.30392156862744,1610612738,60,67,2022-04-21T00:37:06Z,3590000,-237.0,95.0,1,left,MISS M. Smart 25' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,25.5,Missed,,,,,,,,,,,,,,,,,,,
360,PT10M09.00S,2022-04-21T00:37:03.1Z,3,REGULAR,rebound,defensive,[],203552,,,1610612751,60,67,2022-04-21T00:37:06Z,3600000,,,0,,S. Curry REBOUND (Off:0 Def:1),[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,359.0,1.0,1.0,0.0,,,,,,,,,
361,PT09M58.00S,2022-04-21T00:37:14.3Z,3,REGULAR,3pt,Jump Shot,[],203552,91.5407358738502,97.05882352941177,1610612751,60,70,2022-04-21T00:37:18Z,3610000,235.0,27.0,1,right,S. Curry 3PT  (11 PTS) (K. Irving 1 AST),"[203552, 202681]",1610612751.0,BKN,,,,Curry,S. Curry,,,,,23.68,Made,11.0,K. Irving,202681.0,1.0,,,,,,,,,,,,,,,
363,PT09M45.00S,2022-04-21T00:37:29.0Z,3,REGULAR,foul,personal,['2freethrow'],1628971,,,1610612738,60,70,2022-04-21T00:37:37Z,3630000,,,0,,B. Brown shooting personal FOUL (2 PF) (Tatum 2 FT),"[1628971, 1628369]",1610612751.0,BKN,shooting,,,Brown,B. Brown,,,,,,,,,,,2715.0,,,,,,2.0,0.0,Tatum,1628369.0,,,,,
365,PT09M45.00S,2022-04-21T00:38:00.0Z,3,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,61,70,2022-04-21T00:38:00Z,3650000,,,0,,J. Tatum Free Throw 1 of 2 (8 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
