actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
553,PT09M47.00S,2022-04-21T01:17:21.6Z,4,REGULAR,substitution,out,[],1628464,,,1610612751,87,92,2022-04-21T01:17:59Z,5520000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT09M47.00S,2022-04-21T01:17:21.6Z,4,REGULAR,substitution,out,[],201988,,,1610612751,87,92,2022-04-21T01:17:59Z,5530000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT09M47.00S,2022-04-21T01:17:21.6Z,4,REGULAR,substitution,out,[],1629651,,,1610612751,87,92,2022-04-21T01:17:59Z,5540000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT09M47.00S,2022-04-21T01:17:21.6Z,4,REGULAR,substitution,in,[],1628369,,,1610612751,87,92,2022-04-21T01:17:59Z,5550000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT09M47.00S,2022-04-21T01:17:21.6Z,4,REGULAR,substitution,in,[],201143,,,1610612751,87,92,2022-04-21T01:17:59Z,5560000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT09M47.00S,2022-04-21T01:17:21.6Z,4,REGULAR,substitution,in,[],203083,,,1610612751,87,92,2022-04-21T01:17:59Z,5570000,,,0,,SUB in: A. Drummond,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT09M47.00S,2022-04-21T01:17:21.6Z,4,REGULAR,substitution,in,[],201142,,,1610612751,87,92,2022-04-21T01:17:59Z,5580000,,,0,,SUB in: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT09M35.00S,2022-04-21T01:18:30.5Z,4,REGULAR,2pt,Jump Shot,[],201142,73.80091984231275,73.77450980392157,1610612751,87,92,2022-04-21T01:18:35Z,5590000,119.0,194.0,1,right,MISS K. Durant 22' fadeaway Shot,[201142],1610612751.0,BKN,fadeaway,,,Durant,K. Durant,,,,,22.74,Missed,,,,,,,,,,,,,,,,,,,
561,PT09M32.00S,2022-04-21T01:18:33.5Z,4,REGULAR,rebound,offensive,[],201609,,,1610612751,87,92,2022-04-21T01:18:35Z,5600000,,,0,,G. Dragic REBOUND (Off:1 Def:3),[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,560.0,4.0,3.0,1.0,,,,,,,,,
562,PT09M21.00S,2022-04-21T01:18:44.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203552,91.5407358738502,49.754901960784316,1610612751,87,92,2022-04-21T01:18:56Z,5610000,-1.0,27.0,1,right,MISS S. Curry driving finger roll Layup,[203552],1610612751.0,BKN,driving finger roll,,,Curry,S. Curry,,,,,2.7,Missed,,,,,,,,,,,,,,,,,,,
563,PT09M19.00S,2022-04-21T01:18:46.2Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,87,92,2022-04-21T01:18:56Z,5620000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,562.0,,,,,,,,,,,,
564,PT09M19.00S,2022-04-21T01:18:49.4Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,87,92,2022-04-21T01:18:49Z,5630000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT09M02.00S,2022-04-21T01:19:11.1Z,4,REGULAR,3pt,Jump Shot,[],1627759,27.677398160315374,79.90196078431373,1610612738,90,92,2022-04-21T01:19:15Z,5640000,-150.0,208.0,1,left,J. Brown 25' 3PT  (15 PTS) (J. Tatum 7 AST),"[1627759, 1628369]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,25.59,Made,15.0,J. Tatum,1628369.0,7.0,,,,,,,,,,,,,,,
567,PT08M39.00S,2022-04-21T01:19:33.3Z,4,REGULAR,2pt,Jump Shot,[],202681,77.87450722733246,33.33333333333333,1610612751,90,92,2022-04-21T01:19:38Z,5660000,-83.0,155.0,1,right,MISS K. Irving 17' pullup Shot,[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,17.64,Missed,,,,,,,,,,,,,,,,,,,
568,PT08M35.00S,2022-04-21T01:19:37.3Z,4,REGULAR,rebound,defensive,[],1630202,,,1610612738,90,92,2022-04-21T01:19:38Z,5670000,,,0,,P. Pritchard REBOUND (Off:0 Def:3),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,567.0,3.0,3.0,0.0,,,,,,,,,
569,PT08M24.00S,2022-04-21T01:19:48.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,10.33180026281209,44.36274509803921,1610612738,92,92,2022-04-21T01:19:52Z,5680000,28.0,45.0,1,left,J. Brown driving Layup (17 PTS) (P. Pritchard 1 AST),"[1627759, 1630202]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,5.28,Made,17.0,P. Pritchard,1630202.0,1.0,,,,,,,,,,,,,,,
571,PT08M08.00S,2022-04-21T01:20:06.8Z,4,REGULAR,turnover,out-of-bounds,[],201142,,,1610612751,92,92,2022-04-21T01:20:12Z,5700000,,,0,,K. Durant lost ball out-of-bounds TURNOVER (6 TO),[201142],1610612751.0,BKN,lost ball,,,Durant,K. Durant,,,,,,,,,,,2715.0,6.0,,,,,,,,,,,,,
572,PT08M08.00S,2022-04-21T01:20:15.4Z,4,REGULAR,substitution,out,[],201609,,,1610612738,92,92,2022-04-21T01:20:17Z,5710000,,,0,,SUB out: G. Dragic,[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT08M08.00S,2022-04-21T01:20:15.4Z,4,REGULAR,substitution,in,[],1628971,,,1610612738,92,92,2022-04-21T01:20:17Z,5720000,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT07M49.00S,2022-04-21T01:20:40.1Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1630202,20.97568988173456,77.94117647058823,1610612738,94,92,2022-04-21T01:20:44Z,5730000,-140.0,145.0,1,left,P. Pritchard 20' step back Jump Shot (6 PTS) (J. Tatum 8 AST),"[1630202, 1628369]",1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,20.11,Made,6.0,J. Tatum,1628369.0,8.0,,,,,,,,,,,,,,,
576,PT07M28.00S,2022-04-21T01:21:00.3Z,4,REGULAR,3pt,Jump Shot,[],1628971,89.70105124835742,96.32352941176471,1610612751,94,92,2022-04-21T01:21:04Z,5750000,232.0,44.0,1,right,MISS B. Brown 3PT,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,23.58,Missed,,,,,,,,,,,,,,,,,,,
577,PT07M26.00S,2022-04-21T01:21:03.4Z,4,REGULAR,rebound,offensive,[],202681,,,1610612751,94,92,2022-04-21T01:21:03Z,5760000,,,0,,K. Irving REBOUND (Off:3 Def:5),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,576.0,8.0,5.0,3.0,,,,,,,,,
578,PT07M25.00S,2022-04-21T01:21:07.5Z,4,REGULAR,turnover,out-of-bounds,[],202681,,,1610612751,94,92,2022-04-21T01:21:33Z,5770000,,,0,,K. Irving lost ball out-of-bounds TURNOVER (2 TO),[202681],1610612751.0,BKN,lost ball,,,Irving,K. Irving,,,,,,,,,,,1627962.0,2.0,,,,,,,,,,,,,
579,PT07M04.00S,2022-04-21T01:21:32.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627759,8.623521681997373,45.83333333333333,1610612738,96,92,2022-04-21T01:21:37Z,5780000,21.0,29.0,1,left,J. Brown driving Layup (19 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,3.54,Made,19.0,,,,,,,,,,,,,,,,,,
580,PT06M49.00S,2022-04-21T01:21:46.4Z,4,REGULAR,2pt,Jump Shot,[],201142,76.95466491458606,44.36274509803921,1610612751,96,92,2022-04-21T01:21:51Z,5790000,-28.0,164.0,1,right,MISS K. Durant 16' pullup Shot - blocked,"[201142, 1628369]",1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,16.65,Missed,,,,,,,,,,,,,,,Tatum,1628369.0,,,
581,PT06M49.00S,2022-04-21T01:21:46.4Z,4,REGULAR,block,,[],1628369,,,1610612751,96,92,2022-04-21T01:21:48Z,5800000,,,0,,J. Tatum BLOCK (1 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT06M47.00S,2022-04-21T01:21:48.4Z,4,REGULAR,rebound,offensive,[],1628971,,,1610612751,96,92,2022-04-21T01:21:51Z,5810000,,,0,,B. Brown REBOUND (Off:3 Def:4),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,580.0,7.0,4.0,3.0,,,,,,,,,
583,PT06M42.00S,2022-04-21T01:21:53.6Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202681,87.59855453350855,62.5,1610612751,96,94,2022-04-21T01:21:58Z,5820000,62.0,64.0,1,right,K. Irving 8' pullup Jump Shot (10 PTS),[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,8.95,Made,10.0,,,,,,,,,,,,,,,,,,
584,PT06M13.00S,2022-04-21T01:22:22.5Z,4,REGULAR,3pt,Jump Shot,[],1628369,8.09789750328515,4.411764705882353,1610612738,96,94,2022-04-21T01:22:28Z,5830000,228.0,24.0,1,left,MISS J. Tatum turnaround fadeaway 3PT,[1628369],1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,22.91,Missed,,,,,,,,,,,,,,,,,,,
585,PT06M12.00S,2022-04-21T01:22:24.6Z,4,REGULAR,rebound,offensive,[],1629684,,,1610612738,96,94,2022-04-21T01:22:24Z,5840000,,,0,,G. Williams REBOUND (Off:4 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,584.0,6.0,2.0,4.0,,,,,,,,,
586,PT06M04.00S,2022-04-21T01:22:32.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1627759,33.590670170827856,58.82352941176471,1610612738,99,94,2022-04-21T01:22:38Z,5850000,-44.0,263.0,1,left,J. Brown 26' 3PT pullup (22 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,26.7,Made,22.0,,,,,,,,,,,,,,,,,,
587,PT05M39.00S,2022-04-21T01:22:56.8Z,4,REGULAR,2pt,Jump Shot,[],201142,85.49605781865965,18.872549019607842,1610612751,99,94,2022-04-21T01:23:01Z,5860000,-156.0,84.0,1,right,MISS K. Durant 17' turnaround fadeaway Shot,[201142],1610612751.0,BKN,turnaround fadeaway,,,Durant,K. Durant,,,,,17.67,Missed,,,,,,,,,,,,,,,,,,,
588,PT05M35.00S,2022-04-21T01:23:00.8Z,4,REGULAR,rebound,defensive,[],1630202,,,1610612738,99,94,2022-04-21T01:23:01Z,5870000,,,0,,P. Pritchard REBOUND (Off:0 Def:4),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,587.0,4.0,4.0,0.0,,,,,,,,,
589,PT05M23.00S,2022-04-21T01:23:16.5Z,4,REGULAR,foul,personal,[],203083,,,1610612738,99,94,2022-04-21T01:24:09Z,5880000,,,0,,A. Drummond personal FOUL (4 PF),"[203083, 201143]",1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,204059.0,,,,,,4.0,0.0,Horford,201143.0,,,,,
591,PT05M23.00S,2022-04-21T01:23:36.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,99,94,2022-04-21T01:23:36Z,5900000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT05M23.00S,2022-04-21T01:27:01.7Z,4,REGULAR,substitution,out,[],203083,,,1610612738,99,94,2022-04-21T01:27:05Z,5910000,,,0,,SUB out: A. Drummond,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT05M23.00S,2022-04-21T01:27:01.7Z,4,REGULAR,substitution,in,[],1629651,,,1610612738,99,94,2022-04-21T01:27:05Z,5920000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT05M14.00S,2022-04-21T01:27:17.2Z,4,REGULAR,3pt,Jump Shot,[],1627759,32.40801576872536,36.029411764705884,1610612738,99,94,2022-04-21T01:27:23Z,5930000,70.0,252.0,1,left,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,26.16,Missed,,,,,,,,,,,,,,,,,,,
595,PT05M10.00S,2022-04-21T01:27:21.2Z,4,REGULAR,rebound,defensive,[],1628971,,,1610612751,99,94,2022-04-21T01:27:23Z,5940000,,,0,,B. Brown REBOUND (Off:3 Def:5),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,594.0,8.0,5.0,3.0,,,,,,,,,
596,PT05M00.00S,2022-04-21T01:27:31.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202681,92.72339027595268,57.107843137254896,1610612751,99,94,2022-04-21T01:27:38Z,5950000,36.0,16.0,1,right,MISS K. Irving driving Layup,[202681],1610612751.0,BKN,driving,,,Irving,K. Irving,,,,,3.89,Missed,,,,,,,,,,,,,,,,,,,
597,PT04M59.00S,2022-04-21T01:27:32.4Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,99,94,2022-04-21T01:27:38Z,5960000,,,0,,A. Horford REBOUND (Off:1 Def:5),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,596.0,6.0,5.0,1.0,,,,,,,,,
598,PT04M43.00S,2022-04-21T01:27:48.9Z,4,REGULAR,3pt,Jump Shot,[],201143,8.360709592641262,4.411764705882353,1610612738,99,94,2022-04-21T01:27:56Z,5970000,228.0,26.0,1,left,MISS A. Horford 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,22.94,Missed,,,,,,,,,,,,,,,,,,,
599,PT04M39.00S,2022-04-21T01:27:52.9Z,4,REGULAR,rebound,defensive,[],203552,,,1610612751,99,94,2022-04-21T01:27:56Z,5980000,,,0,,S. Curry REBOUND (Off:1 Def:2),[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,598.0,3.0,2.0,1.0,,,,,,,,,
600,PT04M38.00S,2022-04-21T01:27:59.5Z,4,REGULAR,foul,personal,[],1629684,,,1610612751,99,94,2022-04-21T01:28:22Z,5990000,,,0,,G. Williams take personal FOUL (3 PF),"[1629684, 201142]",1610612738.0,BOS,take,,,Williams,G. Williams,,,,,,,,,,,1627962.0,,,,,,3.0,0.0,Durant,201142.0,,,,,
602,PT04M38.00S,2022-04-21T01:28:05.4Z,4,REGULAR,substitution,out,[],1630202,,,1610612751,99,94,2022-04-21T01:28:09Z,6010000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT04M38.00S,2022-04-21T01:28:05.4Z,4,REGULAR,substitution,in,[],203935,,,1610612751,99,94,2022-04-21T01:28:09Z,6020000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT04M22.00S,2022-04-21T01:28:34.4Z,4,REGULAR,2pt,Jump Shot,[],202681,76.03482260183968,26.47058823529412,1610612751,99,94,2022-04-21T01:28:45Z,6030000,-118.0,173.0,1,right,MISS K. Irving 20' step back Shot,[202681],1610612751.0,BKN,step back,,,Irving,K. Irving,,,,,20.9,Missed,,,,,,,,,,,,,,,,,,,
605,PT04M18.00S,2022-04-21T01:28:38.4Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,99,94,2022-04-21T01:28:41Z,6040000,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,604.0,3.0,3.0,0.0,,,,,,,,,
608,PT04M03.00S,2022-04-21T01:29:00.9Z,4,REGULAR,foul,personal,['2freethrow'],201142,,,1610612738,99,94,2022-04-21T01:29:13Z,6070000,,,0,,K. Durant shooting personal FOUL (5 PF) (Smart 2 FT),"[201142, 203935]",1610612751.0,BKN,shooting,,,Durant,K. Durant,,,,,,,,,,,1627962.0,,,,,,5.0,0.0,Smart,203935.0,,,,,
610,PT04M03.00S,2022-04-21T01:29:35.0Z,4,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,100,94,2022-04-21T01:29:35Z,6090000,,,0,,M. Smart Free Throw 1 of 2 (9 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
611,PT04M03.00S,2022-04-21T01:29:52.3Z,4,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,101,94,2022-04-21T01:29:52Z,6100000,,,0,,M. Smart Free Throw 2 of 2 (10 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
612,PT03M52.00S,2022-04-21T01:30:08.9Z,4,REGULAR,foul,personal,[],201143,,,1610612751,101,94,2022-04-21T01:30:28Z,6110000,,,0,,A. Horford personal FOUL (5 PF),"[201143, 201142]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,1627962.0,,,,,,5.0,0.0,Durant,201142.0,,,,,
614,PT03M46.00S,2022-04-21T01:30:34.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,84.44480946123521,60.049019607843135,1610612751,101,96,2022-04-21T01:31:05Z,6130000,50.0,94.0,1,right,B. Brown 10' floating Jump Shot (20 PTS) (K. Durant 5 AST),"[1628971, 201142]",1610612751.0,BKN,floating,,,Brown,B. Brown,,,,,10.63,Made,20.0,K. Durant,201142.0,5.0,,,,,,,,,,,,,,,
616,PT03M32.00S,2022-04-21T01:30:53.4Z,4,REGULAR,foul,personal,[],1628971,,,1610612738,101,96,2022-04-21T01:31:08Z,6150000,,,0,,B. Brown personal FOUL (3 PF),"[1628971, 203935]",1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,204059.0,,,,,,3.0,0.0,Smart,203935.0,,,,,
618,PT03M32.00S,2022-04-21T01:31:07.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,101,96,2022-04-21T01:31:07Z,6170000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT03M21.00S,2022-04-21T01:32:54.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202681,,,1610612738,101,96,2022-04-21T01:33:02Z,6180000,,,0,,K. Irving shooting personal FOUL (3 PF) (Tatum 2 FT),"[202681, 1628369]",1610612751.0,BKN,shooting,,,Irving,K. Irving,,,,,,,,,,,204059.0,,,,,,3.0,0.0,Tatum,1628369.0,,,,,
621,PT03M21.00S,2022-04-21T01:33:10.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,101,96,2022-04-21T01:33:10Z,6200000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT03M21.00S,2022-04-21T01:33:14.1Z,4,REGULAR,instantreplay,challenge,[],0,,,1610612738,101,96,2022-04-21T01:34:18Z,6210000,,,0,,,[],1610612751.0,BKN,support,,,,,,,,,,,,,,,2715.0,,,,,,,,,,,,,,On player K. Irving
623,PT03M21.00S,2022-04-21T01:34:54.3Z,4,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,102,96,2022-04-21T01:34:54Z,6220000,,,0,,J. Tatum Free Throw 1 of 2 (13 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
624,PT03M21.00S,2022-04-21T01:35:08.7Z,4,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,103,96,2022-04-21T01:35:08Z,6230000,,,0,,J. Tatum Free Throw 2 of 2 (14 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
625,PT03M13.00S,2022-04-21T01:35:20.8Z,4,REGULAR,2pt,Jump Shot,[],201142,77.08607095926413,33.57843137254902,1610612751,103,96,2022-04-21T01:35:24Z,6240000,-82.0,163.0,1,right,MISS K. Durant 18' pullup Shot,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,18.24,Missed,,,,,,,,,,,,,,,,,,,
626,PT03M10.00S,2022-04-21T01:35:23.8Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,103,96,2022-04-21T01:35:24Z,6250000,,,0,,J. Tatum REBOUND (Off:1 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,625.0,6.0,5.0,1.0,,,,,,,,,
627,PT02M48.00S,2022-04-21T01:35:45.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,11.645860709592641,50.98039215686274,1610612738,105,96,2022-04-21T01:35:49Z,6260000,-5.0,57.0,1,left,J. Tatum driving floating Jump Shot (16 PTS),[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,5.72,Made,16.0,,,,,,,,,,,,,,,,,,
628,PT02M42.00S,2022-04-21T01:36:06.8Z,4,REGULAR,foul,personal,[],201143,,,1610612751,105,96,2022-04-21T01:36:13Z,6270000,,,0,,A. Horford personal FOUL (6 PF),"[201143, 1628971]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,204059.0,,,,,,6.0,0.0,Brown,1628971.0,,,,,
630,PT02M42.00S,2022-04-21T01:36:17.3Z,4,REGULAR,substitution,out,[],201143,,,1610612751,105,96,2022-04-21T01:36:19Z,6290000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT02M42.00S,2022-04-21T01:36:17.3Z,4,REGULAR,substitution,in,[],1628464,,,1610612751,105,96,2022-04-21T01:36:19Z,6300000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT02M42.00S,2022-04-21T01:36:24.4Z,4,REGULAR,substitution,out,[],1629651,,,1610612751,105,96,2022-04-21T01:36:39Z,6310000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
633,PT02M42.00S,2022-04-21T01:36:24.4Z,4,REGULAR,substitution,in,[],201609,,,1610612751,105,96,2022-04-21T01:36:39Z,6320000,,,0,,SUB in: G. Dragic,[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT02M31.00S,2022-04-21T01:36:57.3Z,4,REGULAR,3pt,Jump Shot,[],201142,68.41327201051249,70.58823529411765,1610612751,105,96,2022-04-21T01:37:05Z,6330000,103.0,244.0,1,right,MISS K. Durant 26' pullup 3PT,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,26.52,Missed,,,,,,,,,,,,,,,,,,,
635,PT02M28.00S,2022-04-21T01:37:00.3Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,105,96,2022-04-21T01:37:01Z,6340000,,,0,,J. Brown REBOUND (Off:0 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,634.0,4.0,4.0,0.0,,,,,,,,,
636,PT02M07.00S,2022-04-21T01:37:20.8Z,4,REGULAR,3pt,Jump Shot,[],1628369,31.488173455978973,32.35294117647059,1610612738,108,96,2022-04-21T01:37:24Z,6350000,88.0,243.0,1,left,J. Tatum 25' 3PT  (19 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.9,Made,19.0,,,,,,,,,,,,,,,,,,
637,PT02M01.00S,2022-04-21T01:37:33.0Z,4,REGULAR,stoppage,equipment issue,[],0,,,1610612751,108,96,2022-04-21T01:38:09Z,6360000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT01M53.00S,2022-04-21T01:38:18.7Z,4,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612751,108,96,2022-04-21T01:38:28Z,6370000,,,0,,D. Theis shooting personal FOUL (5 PF) (Durant 2 FT),"[1628464, 201142]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,2715.0,,,,,,5.0,0.0,Durant,201142.0,,,,,
640,PT01M53.00S,2022-04-21T01:38:42.1Z,4,REGULAR,freethrow,1 of 2,[],201142,,,1610612751,108,97,2022-04-21T01:38:42Z,6390000,,,0,,K. Durant Free Throw 1 of 2 (22 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,22.0,,,,,,,,,,,,,,,,,,
641,PT01M53.00S,2022-04-21T01:38:42.9Z,4,REGULAR,substitution,out,[],203552,,,1610612751,108,97,2022-04-21T01:38:48Z,6400000,,,0,,SUB out: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT01M53.00S,2022-04-21T01:38:42.9Z,4,REGULAR,substitution,in,[],1629651,,,1610612751,108,97,2022-04-21T01:38:48Z,6410000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT01M53.00S,2022-04-21T01:39:08.2Z,4,REGULAR,freethrow,2 of 2,[],201142,,,1610612751,108,98,2022-04-21T01:39:08Z,6420000,,,0,,K. Durant Free Throw 2 of 2 (23 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,23.0,,,,,,,,,,,,,,,,,,
644,PT01M39.00S,2022-04-21T01:39:24.6Z,4,REGULAR,3pt,Jump Shot,[],1628464,10.85742444152431,4.411764705882353,1610612738,108,98,2022-04-21T01:39:37Z,6430000,228.0,50.0,1,left,MISS D. Theis 3PT,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,23.32,Missed,,,,,,,,,,,,,,,,,,,
