actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
565,PT05M00.00S,2022-06-14T03:20:01.0Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,89,79,2022-06-14T03:20:01Z,5560000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,564.0,,,,,,,,,,,
566,PT05M00.00S,2022-06-14T03:20:03.4Z,4,REGULAR,substitution,out,[],1626172,,,1610612738,89,79,2022-06-14T03:20:07Z,5570000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,
567,PT05M00.00S,2022-06-14T03:20:03.4Z,4,REGULAR,substitution,in,[],203110,,,1610612738,89,79,2022-06-14T03:20:07Z,5580000,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
568,PT05M00.00S,2022-06-14T03:20:24.4Z,4,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,89,79,2022-06-14T03:20:24Z,5590000,,,0,,MISS J. Tatum Free Throw 2 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Missed,,,,,,,,,,,,,,,,,,
569,PT04M58.00S,2022-06-14T03:20:25.8Z,4,REGULAR,rebound,defensive,[],203952,,,1610612744,89,79,2022-06-14T03:20:25Z,5600000,,,0,,A. Wiggins REBOUND (Off:1 Def:11),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,568.0,12.0,11.0,1.0,,,,,,,,
570,PT04M46.00S,2022-06-14T03:20:38.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201939,82.07950065703022,48.77450980392157,1610612744,91,79,2022-06-14T03:20:42Z,5610000,-6.0,116.0,1,right,S. Curry 11' floating Jump Shot (14 PTS) (D. Green 6 AST),"[201939, 203110]",1610612744.0,GSW,floating,,,Curry,S. Curry,,,,,11.62,Made,14.0,D. Green,203110.0,6.0,,,,,,,,,,,,,,
572,PT04M40.00S,2022-06-14T03:20:50.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,91,79,2022-06-14T03:20:50Z,5630000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT04M27.00S,2022-06-14T03:23:02.9Z,4,REGULAR,3pt,Jump Shot,[],1627759,23.73521681997372,90.19607843137256,1610612738,91,79,2022-06-14T03:23:05Z,5640000,-201.0,171.0,1,left,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,26.36,Missed,,,,,,,,,,,,,,,,,,
574,PT04M25.00S,2022-06-14T03:23:04.9Z,4,REGULAR,rebound,defensive,[],203952,,,1610612744,91,79,2022-06-14T03:23:11Z,5650000,,,0,,A. Wiggins REBOUND (Off:1 Def:12),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,573.0,13.0,12.0,1.0,,,,,,,,
575,PT04M08.00S,2022-06-14T03:23:20.9Z,4,REGULAR,3pt,Jump Shot,[],201939,72.35545335085413,12.254901960784313,1610612744,91,79,2022-06-14T03:23:23Z,5660000,-189.0,207.0,1,right,MISS S. Curry 28' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,28.04,Missed,,,,,,,,,,,,,,,,,,
576,PT04M05.00S,2022-06-14T03:23:24.4Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,91,79,2022-06-14T03:23:24Z,5670000,,,0,,A. Horford REBOUND (Off:1 Def:8),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,575.0,9.0,8.0,1.0,,,,,,,,
577,PT03M57.00S,2022-06-14T03:23:32.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,12.959921156373195,64.70588235294117,1610612738,91,79,2022-06-14T03:23:35Z,5680000,-74.0,69.0,1,left,MISS J. Tatum 10' turnaround fadeaway Shot,[1628369],1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,10.1,Missed,,,,,,,,,,,,,,,,,,
578,PT03M54.00S,2022-06-14T03:23:36.1Z,4,REGULAR,rebound,defensive,[],203110,,,1610612744,91,79,2022-06-14T03:23:36Z,5690000,,,0,,D. Green REBOUND (Off:1 Def:7),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,577.0,8.0,7.0,1.0,,,,,,,,
579,PT03M50.00S,2022-06-14T03:23:41.4Z,4,REGULAR,foul,personal,[],1628369,,,1610612744,91,79,2022-06-14T03:23:43Z,5700000,,,0,,J. Tatum personal FOUL (3 PF),"[1628369, 1627780]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,1146.0,,,,,,3.0,0.0,Payton II,1627780.0,,,,
581,PT03M42.00S,2022-06-14T03:24:12.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203952,85.10183968462549,56.61764705882353,1610612744,93,79,2022-06-14T03:24:16Z,5720000,33.0,88.0,1,right,A. Wiggins 9' driving floating Jump Shot (24 PTS),[203952],1610612744.0,GSW,driving floating,,,Wiggins,A. Wiggins,,,,,9.36,Made,24.0,,,,,,,,,,,,,,,,,
583,PT03M27.00S,2022-06-14T03:24:27.6Z,4,REGULAR,3pt,Jump Shot,[],1628369,31.35676741130092,54.166666666666664,1610612738,93,82,2022-06-14T03:24:30Z,5740000,-21.0,242.0,1,left,J. Tatum 24' 3PT pullup (27 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,24.32,Made,27.0,,,,,,,,,,,,,,,,,
584,PT03M12.00S,2022-06-14T03:24:42.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627780,84.05059132720105,52.69607843137255,1610612744,95,82,2022-06-14T03:24:45Z,5750000,13.0,97.0,1,right,G. Payton II 9' floating Jump Shot (13 PTS) (S. Curry 8 AST),"[1627780, 201939]",1610612744.0,GSW,floating,,,Payton II,G. Payton II,,,,,9.83,Made,13.0,S. Curry,201939.0,8.0,,,,,,,,,,,,,,
586,PT03M01.00S,2022-06-14T03:24:54.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203110,,,1610612738,95,82,2022-06-14T03:25:08Z,5770000,,,0,,D. Green shooting personal FOUL (6 PF) (Smart 2 FT),"[203110, 203935]",1610612744.0,GSW,shooting,,,Green,D. Green,,,,,,,,,,,1146.0,,,,,,6.0,0.0,Smart,203935.0,,,,
588,PT03M01.00S,2022-06-14T03:25:11.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,95,82,2022-06-14T03:25:11Z,5790000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT03M01.00S,2022-06-14T03:26:32.6Z,4,REGULAR,substitution,out,[],203110,,,1610612738,95,82,2022-06-14T03:26:53Z,5810000,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
591,PT03M01.00S,2022-06-14T03:26:32.6Z,4,REGULAR,substitution,out,[],201143,,,1610612738,95,82,2022-06-14T03:26:53Z,5820000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
592,PT03M01.00S,2022-06-14T03:26:32.6Z,4,REGULAR,substitution,out,[],1629057,,,1610612738,95,82,2022-06-14T03:26:53Z,5830000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
593,PT03M01.00S,2022-06-14T03:26:32.6Z,4,REGULAR,substitution,in,[],1626172,,,1610612738,95,82,2022-06-14T03:26:53Z,5840000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,
594,PT03M01.00S,2022-06-14T03:26:32.6Z,4,REGULAR,substitution,in,[],1628401,,,1610612738,95,82,2022-06-14T03:26:53Z,5850000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
595,PT03M01.00S,2022-06-14T03:26:32.6Z,4,REGULAR,substitution,in,[],1629684,,,1610612738,95,82,2022-06-14T03:26:53Z,5860000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
597,PT03M01.00S,2022-06-14T03:27:30.5Z,4,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,95,83,2022-06-14T03:27:30Z,5880000,,,0,,M. Smart Free Throw 1 of 2 (17 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
598,PT03M01.00S,2022-06-14T03:27:34.7Z,4,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,95,84,2022-06-14T03:27:34Z,5890000,,,0,,M. Smart Free Throw 2 of 2 (18 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
599,PT02M43.00S,2022-06-14T03:27:55.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201939,89.96386333771353,40.44117647058824,1610612744,97,84,2022-06-14T03:27:57Z,5900000,-48.0,42.0,1,right,S. Curry 6' driving finger roll Layup (16 PTS),[201939],1610612744.0,GSW,driving finger roll,,,Curry,S. Curry,,,,,6.35,Made,16.0,,,,,,,,,,,,,,,,,
600,PT02M27.00S,2022-06-14T03:28:10.8Z,4,REGULAR,3pt,Jump Shot,[],1628369,32.933639947437584,46.07843137254902,1610612738,97,84,2022-06-14T03:28:13Z,5910000,20.0,257.0,1,left,MISS J. Tatum 25' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,25.78,Missed,,,,,,,,,,,,,,,,,,
601,PT02M25.00S,2022-06-14T03:28:14.8Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612744,97,84,2022-06-14T03:28:14Z,5920000,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,600.0,,,,,,,,,,,
603,PT02M10.00S,2022-06-14T03:28:40.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203952,88.51839684625493,59.068627450980394,1610612744,99,84,2022-06-14T03:28:43Z,5940000,45.0,55.0,1,right,A. Wiggins 7' driving DUNK (26 PTS),[203952],1610612744.0,GSW,driving,,,Wiggins,A. Wiggins,,,,,7.16,Made,26.0,,,,,,,,,,,,,,,,,
605,PT01M58.00S,2022-06-14T03:28:59.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627780,,,1610612738,99,84,2022-06-14T03:29:03Z,5960000,,,0,,G. Payton II shooting personal FOUL (3 PF) (Brown 2 FT),"[1627780, 1627759]",1610612744.0,GSW,shooting,,,Payton II,G. Payton II,,,,,,,,,,,201639.0,,,,,,3.0,0.0,Brown,1627759.0,,,,
607,PT01M58.00S,2022-06-14T03:29:21.6Z,4,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,99,85,2022-06-14T03:29:21Z,5980000,,,0,,J. Brown Free Throw 1 of 2 (17 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
608,PT01M58.00S,2022-06-14T03:29:36.2Z,4,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,99,86,2022-06-14T03:29:36Z,5990000,,,0,,J. Brown Free Throw 2 of 2 (18 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
609,PT01M45.00S,2022-06-14T03:29:53.6Z,4,REGULAR,3pt,Jump Shot,[],202691,89.83245729303549,95.83333333333334,1610612744,102,86,2022-06-14T03:29:57Z,6000000,229.0,43.0,1,right,K. Thompson 3PT pullup (21 PTS) (K. Looney 3 AST),"[202691, 1626172]",1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,23.32,Made,21.0,K. Looney,1626172.0,3.0,,,,,,,,,,,,,,
611,PT01M36.00S,2022-06-14T03:30:05.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203935,7.703679369250986,58.82352941176471,1610612738,102,88,2022-06-14T03:30:08Z,6020000,-44.0,20.0,1,left,M. Smart driving Layup (20 PTS),[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,4.84,Made,20.0,,,,,,,,,,,,,,,,,
612,PT01M21.00S,2022-06-14T03:30:23.3Z,4,REGULAR,3pt,Jump Shot,[],201939,71.96123521681997,84.80392156862744,1610612744,102,88,2022-06-14T03:30:27Z,6030000,174.0,211.0,1,right,MISS S. Curry 27' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,27.36,Missed,,,,,,,,,,,,,,,,,,
613,PT01M19.00S,2022-06-14T03:30:29.1Z,4,REGULAR,rebound,offensive,[],1627780,,,1610612744,102,88,2022-06-14T03:30:29Z,6040000,,,0,,G. Payton II REBOUND (Off:1 Def:4),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,612.0,5.0,4.0,1.0,,,,,,,,
614,PT01M19.00S,2022-06-14T03:30:29.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627780,94.40999984741211,50.0,1610612744,104,88,2022-06-14T03:30:29Z,6050000,0.0,0.0,1,right,G. Payton II tip Layup (15 PTS),[1627780],1610612744.0,GSW,tip,,,Payton II,G. Payton II,,,,,0.0,Made,15.0,,,,,,,,,,,,,,,,,
615,PT01M19.00S,2022-06-14T03:30:33.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,104,88,2022-06-14T03:32:06Z,6060000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT01M19.00S,2022-06-14T03:31:19.9Z,4,REGULAR,substitution,out,[],1627780,,,1610612738,104,88,2022-06-14T03:31:57Z,6070000,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,
617,PT01M19.00S,2022-06-14T03:31:19.9Z,4,REGULAR,substitution,out,[],202691,,,1610612738,104,88,2022-06-14T03:31:57Z,6080000,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
618,PT01M19.00S,2022-06-14T03:31:19.9Z,4,REGULAR,substitution,out,[],203952,,,1610612738,104,88,2022-06-14T03:31:57Z,6090000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
619,PT01M19.00S,2022-06-14T03:31:19.9Z,4,REGULAR,substitution,out,[],201939,,,1610612738,104,88,2022-06-14T03:31:57Z,6100000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
620,PT01M19.00S,2022-06-14T03:31:19.9Z,4,REGULAR,substitution,out,[],1626172,,,1610612738,104,88,2022-06-14T03:31:57Z,6110000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,
621,PT01M19.00S,2022-06-14T03:31:19.9Z,4,REGULAR,substitution,out,[],1628369,,,1610612738,104,88,2022-06-14T03:31:57Z,6120000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
622,PT01M19.00S,2022-06-14T03:31:19.9Z,4,REGULAR,substitution,out,[],1627759,,,1610612738,104,88,2022-06-14T03:31:57Z,6130000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
623,PT01M19.00S,2022-06-14T03:31:19.9Z,4,REGULAR,substitution,out,[],203935,,,1610612738,104,88,2022-06-14T03:31:57Z,6140000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
624,PT01M19.00S,2022-06-14T03:31:19.9Z,4,REGULAR,substitution,out,[],1628401,,,1610612738,104,88,2022-06-14T03:31:57Z,6150000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
625,PT01M19.00S,2022-06-14T03:31:19.9Z,4,REGULAR,substitution,out,[],1629684,,,1610612738,104,88,2022-06-14T03:31:57Z,6160000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
626,PT01M19.00S,2022-06-14T03:31:19.9Z,4,REGULAR,substitution,in,[],1627814,,,1610612738,104,88,2022-06-14T03:31:57Z,6170000,,,0,,SUB in: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,
627,PT01M19.00S,2022-06-14T03:31:19.9Z,4,REGULAR,substitution,in,[],1630541,,,1610612738,104,88,2022-06-14T03:31:57Z,6180000,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,
628,PT01M19.00S,2022-06-14T03:31:19.9Z,4,REGULAR,substitution,in,[],1630228,,,1610612738,104,88,2022-06-14T03:31:57Z,6190000,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,
629,PT01M19.00S,2022-06-14T03:31:19.9Z,4,REGULAR,substitution,in,[],1629308,,,1610612738,104,88,2022-06-14T03:31:57Z,6200000,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,
630,PT01M19.00S,2022-06-14T03:31:19.9Z,4,REGULAR,substitution,in,[],202357,,,1610612738,104,88,2022-06-14T03:31:57Z,6210000,,,0,,SUB in: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,
631,PT01M19.00S,2022-06-14T03:31:19.9Z,4,REGULAR,substitution,in,[],1629752,,,1610612738,104,88,2022-06-14T03:31:57Z,6220000,,,0,,SUB in: J. Morgan,[1629752],1610612738.0,BOS,,,,Morgan,J. Morgan,,,,,,,,,,,,,,,,,,,,,,,,
632,PT01M19.00S,2022-06-14T03:31:19.9Z,4,REGULAR,substitution,in,[],1630573,,,1610612738,104,88,2022-06-14T03:31:57Z,6230000,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,
633,PT01M19.00S,2022-06-14T03:31:19.9Z,4,REGULAR,substitution,in,[],203917,,,1610612738,104,88,2022-06-14T03:31:57Z,6240000,,,0,,SUB in: N. Stauskas,[203917],1610612738.0,BOS,,,,Stauskas,N. Stauskas,,,,,,,,,,,,,,,,,,,,,,,,
634,PT01M19.00S,2022-06-14T03:31:19.9Z,4,REGULAR,substitution,in,[],1628436,,,1610612738,104,88,2022-06-14T03:31:57Z,6250000,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,
635,PT01M19.00S,2022-06-14T03:31:19.9Z,4,REGULAR,substitution,in,[],1630174,,,1610612738,104,88,2022-06-14T03:31:57Z,6260000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
636,PT01M10.00S,2022-06-14T03:32:24.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629308,,,1610612738,104,88,2022-06-14T03:32:29Z,6270000,,,0,,J. Toscano-Anderson personal FOUL (1 PF) (Nesmith 2 FT),"[1629308, 1630174]",1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,201639.0,,,,,,1.0,0.0,Nesmith,1630174.0,,,,
638,PT01M10.00S,2022-06-14T03:32:56.4Z,4,REGULAR,freethrow,1 of 2,[],1630174,,,1610612738,104,88,2022-06-14T03:32:56Z,6290000,,,0,,MISS A. Nesmith Free Throw 1 of 2,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,Missed,,,,,,,,,,,,,,,,,,
639,PT01M10.00S,2022-06-14T03:32:56.4Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,104,88,2022-06-14T03:32:56Z,6300000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,638.0,,,,,,,,,,,
640,PT01M10.00S,2022-06-14T03:33:11.3Z,4,REGULAR,freethrow,2 of 2,[],1630174,,,1610612738,104,89,2022-06-14T03:33:11Z,6310000,,,0,,A. Nesmith Free Throw 2 of 2 (1 PTS),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
641,PT00M56.80S,2022-06-14T03:33:25.2Z,4,REGULAR,3pt,Jump Shot,[],1627814,65.1281208935611,35.78431372549019,1610612744,104,89,2022-06-14T03:33:28Z,6320000,-71.0,275.0,1,right,MISS D. Lee 28' pullup 3PT,[1627814],1610612744.0,GSW,pullup,,,Lee,D. Lee,,,,,28.43,Missed,,,,,,,,,,,,,,,,,,
642,PT00M54.40S,2022-06-14T03:33:28.8Z,4,REGULAR,rebound,defensive,[],1628436,,,1610612738,104,89,2022-06-14T03:33:28Z,6330000,,,0,,L. Kornet REBOUND (Off:0 Def:1),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,641.0,1.0,1.0,0.0,,,,,,,,
643,PT00M41.90S,2022-06-14T03:33:41.3Z,4,REGULAR,3pt,Jump Shot,[],1630174,24.52365308804205,87.00980392156863,1610612738,104,89,2022-06-14T03:33:43Z,6340000,-185.0,178.0,1,left,MISS A. Nesmith 25' 3PT,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,25.67,Missed,,,,,,,,,,,,,,,,,,
644,PT00M38.00S,2022-06-14T03:33:45.2Z,4,REGULAR,rebound,offensive,[],1630174,,,1610612738,104,89,2022-06-14T03:38:23Z,6350000,,,0,,A. Nesmith REBOUND (Off:1 Def:0),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,643.0,1.0,0.0,1.0,,,,,,,,
645,PT00M37.20S,2022-06-14T03:33:51.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629308,,,1610612738,104,89,2022-06-14T03:33:58Z,6360000,,,0,,J. Toscano-Anderson personal FOUL (2 PF) (Nesmith 2 FT),"[1629308, 1630174]",1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,201639.0,,,,,,2.0,0.0,Nesmith,1630174.0,,,,
647,PT00M37.20S,2022-06-14T03:34:13.2Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630174,,,1610612738,104,90,2022-06-14T03:34:13Z,6380000,,,0,,A. Nesmith Free Throw 1 of 2 (2 PTS),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
648,PT00M37.20S,2022-06-14T03:34:27.5Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630174,,,1610612738,104,91,2022-06-14T03:34:27Z,6390000,,,0,,A. Nesmith Free Throw 2 of 2 (3 PTS),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
649,PT00M22.00S,2022-06-14T03:34:45.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630228,86.81011826544021,56.86274509803921,1610612744,104,91,2022-06-14T03:34:47Z,6400000,34.0,71.0,1,right,MISS J. Kuminga 7' driving floating Shot,[1630228],1610612744.0,GSW,driving floating,,,Kuminga,J. Kuminga,,,,,7.93,Missed,,,,,,,,,,,,,,,,,,
650,PT00M19.30S,2022-06-14T03:34:47.7Z,4,REGULAR,rebound,defensive,[],1629752,,,1610612738,104,91,2022-06-14T03:34:47Z,6410000,,,0,,J. Morgan REBOUND (Off:0 Def:1),[1629752],1610612738.0,BOS,,,,Morgan,J. Morgan,,,,,,,,,,,,,649.0,1.0,1.0,0.0,,,,,,,,
651,PT00M14.50S,2022-06-14T03:34:52.5Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1628436,7.966491458607096,97.05882352941177,1610612738,104,94,2022-06-14T03:34:59Z,6420000,-235.0,22.0,1,left,L. Kornet 3PT  (3 PTS) (S. Hauser 1 AST),"[1628436, 1630573]",1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,23.64,Made,3.0,S. Hauser,1630573.0,1.0,,,,,,,,,,,,,,
653,PT00M00.00S,2022-06-14T03:35:11.8Z,4,REGULAR,period,end,[],0,,,1610612744,104,94,2022-06-14T03:35:11Z,6440000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,PT00M00.00S,2022-06-14T03:35:13.9Z,4,REGULAR,game,end,[],0,,,0,104,94,2022-06-14T03:35:13Z,6450000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
