actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
184,PT09M57.00S,2022-06-14T01:43:53.6Z,2,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612744,30,18,2022-06-14T01:44:01Z,1800000,,,0,,R. Williams III shooting personal FOUL (2 PF) (Green 2 FT),"[1629057, 203110]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,1146.0,,,,,,2.0,0.0,Green,203110.0,,,,
186,PT09M57.00S,2022-06-14T01:44:30.4Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",203110,,,1610612744,31,18,2022-06-14T01:44:30Z,1820000,,,0,,D. Green Free Throw 1 of 2 (5 PTS),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
187,PT09M57.00S,2022-06-14T01:44:31.2Z,2,REGULAR,substitution,out,[],1630202,,,1610612744,31,18,2022-06-14T01:44:34Z,1830000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
188,PT09M57.00S,2022-06-14T01:44:31.2Z,2,REGULAR,substitution,out,[],1629684,,,1610612744,31,18,2022-06-14T01:44:34Z,1840000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
189,PT09M57.00S,2022-06-14T01:44:31.2Z,2,REGULAR,substitution,in,[],203935,,,1610612744,31,18,2022-06-14T01:44:34Z,1850000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
190,PT09M57.00S,2022-06-14T01:44:31.2Z,2,REGULAR,substitution,in,[],1628401,,,1610612744,31,18,2022-06-14T01:44:34Z,1860000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
191,PT09M57.00S,2022-06-14T01:44:49.1Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",203110,,,1610612744,32,18,2022-06-14T01:44:49Z,1870000,,,0,,D. Green Free Throw 2 of 2 (6 PTS),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
192,PT09M39.00S,2022-06-14T01:45:10.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,84.97043363994744,47.30392156862745,1610612738,32,20,2022-06-14T01:45:12Z,1880000,-13.0,89.0,1,right,M. Smart 8' driving floating Jump Shot (2 PTS) (D. White 2 AST),"[203935, 1628401]",1610612738.0,BOS,driving floating,,,Smart,M. Smart,,,,,8.98,Made,2.0,D. White,1628401.0,2.0,,,,,,,,,,,,,,
194,PT09M22.00S,2022-06-14T01:45:25.9Z,2,REGULAR,turnover,bad pass,[],1629673,,,1610612744,32,20,2022-06-14T01:45:27Z,1900000,,,0,,J. Poole bad pass TURNOVER (1 TO),"[1629673, 1628401]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,1.0,,,,,,,,,White,1628401.0,,
195,PT09M22.00S,2022-06-14T01:45:25.9Z,2,REGULAR,steal,,[],1628401,,,1610612738,32,20,2022-06-14T01:45:28Z,1910000,,,0,,D. White STEAL (1 STL),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
196,PT09M12.00S,2022-06-14T01:45:36.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628401,67.23061760840999,53.67647058823529,1610612738,32,20,2022-06-14T01:45:41Z,1920000,18.0,256.0,1,right,MISS D. White 25' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,25.62,Missed,,,,,,,,,,,,,,,,,,
197,PT09M11.00S,2022-06-14T01:45:42.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,32,20,2022-06-14T01:45:42Z,1930000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,196.0,,,,,,,,,,,
198,PT09M11.00S,2022-06-14T01:45:46.2Z,2,REGULAR,foul,personal,[],1629673,,,1610612738,32,20,2022-06-14T01:45:49Z,1940000,,,0,,J. Poole loose ball personal FOUL (1 PF),"[1629673, 203935]",1610612744.0,GSW,loose ball,,,Poole,J. Poole,,,,,,,,,,,201639.0,,,,,,1.0,0.0,Smart,203935.0,,,,
200,PT09M02.00S,2022-06-14T01:46:11.2Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1628369,84.97043363994744,14.950980392156863,1610612738,32,22,2022-06-14T01:46:14Z,1960000,-175.0,89.0,1,right,J. Tatum 19' Jump Shot (8 PTS) (D. White 3 AST),"[1628369, 1628401]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,19.64,Made,8.0,D. White,1628401.0,3.0,,,,,,,,,,,,,,
202,PT08M47.00S,2022-06-14T01:46:26.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202691,16.770696452036795,49.26470588235294,1610612744,32,22,2022-06-14T01:51:45Z,1980000,4.0,105.0,1,left,MISS K. Thompson 10' fadeaway Shot,[202691],1610612744.0,GSW,fadeaway,,,Thompson,K. Thompson,,,,,10.52,Missed,,,,,,,,,,,,,,,,,,
203,PT08M44.00S,2022-06-14T01:46:29.7Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,32,22,2022-06-14T01:51:45Z,1990000,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,202.0,1.0,1.0,0.0,,,,,,,,
204,PT08M37.00S,2022-06-14T01:46:36.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,84.1819973718791,50.49019607843137,1610612738,32,24,2022-06-14T01:46:39Z,2000000,2.0,96.0,1,right,M. Smart 9' pullup Jump Shot (4 PTS),[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,9.62,Made,4.0,,,,,,,,,,,,,,,,,
205,PT08M36.00S,2022-06-14T01:46:41.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,32,24,2022-06-14T01:46:41Z,2010000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M36.00S,2022-06-14T01:49:22.7Z,2,REGULAR,substitution,out,[],202357,,,1610612744,32,24,2022-06-14T01:50:12Z,2020000,,,0,,SUB out: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M36.00S,2022-06-14T01:49:22.7Z,2,REGULAR,substitution,in,[],1627780,,,1610612744,32,24,2022-06-14T01:50:12Z,2030000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M23.00S,2022-06-14T01:50:36.8Z,2,REGULAR,2pt,Jump Shot,[],203952,25.18068331143233,51.225490196078425,1610612744,32,24,2022-06-14T01:50:40Z,2040000,-6.0,184.0,1,left,MISS A. Wiggins 18' pullup Shot,[203952],1610612744.0,GSW,pullup,,,Wiggins,A. Wiggins,,,,,18.43,Missed,,,,,,,,,,,,,,,,,,
209,PT08M21.00S,2022-06-14T01:50:38.8Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,32,24,2022-06-14T01:50:46Z,2050000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,208.0,4.0,4.0,0.0,,,,,,,,
210,PT07M59.00S,2022-06-14T01:51:00.1Z,2,REGULAR,3pt,Jump Shot,[],1628369,62.89421813403416,45.09803921568628,1610612738,32,24,2022-06-14T01:51:03Z,2060000,-25.0,296.0,1,right,MISS J. Tatum 29' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,29.73,Missed,,,,,,,,,,,,,,,,,,
211,PT07M56.00S,2022-06-14T01:51:03.9Z,2,REGULAR,rebound,defensive,[],1627780,,,1610612744,32,24,2022-06-14T01:51:03Z,2070000,,,0,,G. Payton II REBOUND (Off:0 Def:3),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,210.0,3.0,3.0,0.0,,,,,,,,
212,PT07M47.00S,2022-06-14T01:51:12.3Z,2,REGULAR,3pt,Jump Shot,[],1627780,26.10052562417871,83.82352941176471,1610612744,32,24,2022-06-14T01:51:14Z,2080000,-169.0,193.0,1,left,MISS G. Payton II 25' 3PT,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,25.65,Missed,,,,,,,,,,,,,,,,,,
213,PT07M45.00S,2022-06-14T01:51:14.3Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,32,24,2022-06-14T01:51:33Z,2090000,,,0,,R. Williams III REBOUND (Off:2 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,212.0,3.0,1.0,2.0,,,,,,,,
214,PT07M33.00S,2022-06-14T01:51:25.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,92.85479632063075,57.59803921568627,1610612738,32,26,2022-06-14T01:51:27Z,2100000,38.0,15.0,1,right,R. Williams III Layup (8 PTS) (M. Smart 1 AST),"[1629057, 203935]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,4.07,Made,8.0,M. Smart,203935.0,1.0,,,,,,,,,,,,,,
216,PT07M20.00S,2022-06-14T01:51:38.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203952,5.601182654402102,41.911764705882355,1610612744,32,26,2022-06-14T01:51:41Z,2120000,40.0,0.0,1,left,MISS A. Wiggins driving Layup,[203952],1610612744.0,GSW,driving,,,Wiggins,A. Wiggins,,,,,4.04,Missed,,,,,,,,,,,,,,,,,,
217,PT07M17.00S,2022-06-14T01:51:41.6Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,32,26,2022-06-14T01:51:41Z,2130000,,,0,,J. Brown REBOUND (Off:1 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,216.0,4.0,3.0,1.0,,,,,,,,
218,PT07M02.00S,2022-06-14T01:51:56.6Z,2,REGULAR,3pt,Jump Shot,[],203935,74.06373193166885,10.294117647058822,1610612738,32,26,2022-06-14T01:51:59Z,2140000,-199.0,191.0,1,right,MISS M. Smart 27' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,27.57,Missed,,,,,,,,,,,,,,,,,,
219,PT07M00.00S,2022-06-14T01:51:59.4Z,2,REGULAR,rebound,defensive,[],203952,,,1610612744,32,26,2022-06-14T01:51:59Z,2150000,,,0,,A. Wiggins REBOUND (Off:0 Def:5),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,218.0,5.0,5.0,0.0,,,,,,,,
220,PT06M52.00S,2022-06-14T01:52:07.5Z,2,REGULAR,3pt,Jump Shot,[],202691,25.969119579500656,80.14705882352942,1610612744,32,26,2022-06-14T01:52:10Z,2160000,-151.0,192.0,1,left,MISS K. Thompson 24' pullup 3PT,[202691],1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,24.38,Missed,,,,,,,,,,,,,,,,,,
221,PT06M49.00S,2022-06-14T01:52:10.7Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,32,26,2022-06-14T01:52:10Z,2170000,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,220.0,5.0,5.0,0.0,,,,,,,,
222,PT06M43.00S,2022-06-14T01:52:17.9Z,2,REGULAR,violation,kicked ball,[],203952,,,1610612738,32,26,2022-06-14T01:52:20Z,2180000,,,0,,A. Wiggins kicked ball VIOLATION,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,1830.0,,,,,,,,,,,,,
223,PT06M43.00S,2022-06-14T01:52:22.2Z,2,REGULAR,substitution,out,[],1629673,,,1610612738,32,26,2022-06-14T01:52:29Z,2190000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M43.00S,2022-06-14T01:52:22.2Z,2,REGULAR,substitution,out,[],203952,,,1610612738,32,26,2022-06-14T01:52:29Z,2200000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M43.00S,2022-06-14T01:52:22.2Z,2,REGULAR,substitution,out,[],1629057,,,1610612738,32,26,2022-06-14T01:52:29Z,2210000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M43.00S,2022-06-14T01:52:22.2Z,2,REGULAR,substitution,in,[],203490,,,1610612738,32,26,2022-06-14T01:52:29Z,2220000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M43.00S,2022-06-14T01:52:22.2Z,2,REGULAR,substitution,in,[],201939,,,1610612738,32,26,2022-06-14T01:52:29Z,2230000,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M43.00S,2022-06-14T01:52:22.2Z,2,REGULAR,substitution,in,[],201143,,,1610612738,32,26,2022-06-14T01:52:29Z,2240000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M40.00S,2022-06-14T01:52:47.3Z,2,REGULAR,foul,personal,[],202691,,,1610612738,32,26,2022-06-14T01:52:50Z,2250000,,,0,,K. Thompson personal FOUL (1 PF),"[202691, 1628401]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,1146.0,,,,,,1.0,0.0,White,1628401.0,,,,
231,PT06M33.00S,2022-06-14T01:53:15.8Z,2,REGULAR,turnover,out-of-bounds,[],201143,,,1610612738,32,26,2022-06-14T01:53:17Z,2270000,,,0,,A. Horford bad pass out-of-bounds TURNOVER (1 TO),[201143],1610612738.0,BOS,bad pass,,,Horford,A. Horford,,,,,,,,,,,1830.0,1.0,,,,,,,,,,,,
232,PT06M19.00S,2022-06-14T01:53:34.4Z,2,REGULAR,foul,personal,[],1627759,,,1610612744,32,26,2022-06-14T01:53:41Z,2280000,,,0,,J. Brown personal FOUL (1 PF),"[1627759, 203110]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,1830.0,,,,,,1.0,0.0,Green,203110.0,,,,
234,PT06M08.00S,2022-06-14T01:54:10.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203490,30.699737187910642,73.52941176470588,1610612744,32,26,2022-06-14T01:54:13Z,2300000,-118.0,236.0,1,left,MISS O. Porter Jr. 26' 3PT,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,26.38,Missed,,,,,,,,,,,,,,,,,,
235,PT06M05.00S,2022-06-14T01:54:14.6Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,32,26,2022-06-14T01:54:14Z,2310000,,,0,,J. Tatum REBOUND (Off:0 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,234.0,6.0,6.0,0.0,,,,,,,,
236,PT05M51.00S,2022-06-14T01:54:28.0Z,2,REGULAR,3pt,Jump Shot,[],1628369,93.38042049934296,1.9607843137254901,1610612738,32,26,2022-06-14T01:54:30Z,2320000,-240.0,10.0,1,right,MISS J. Tatum 24' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,24.04,Missed,,,,,,,,,,,,,,,,,,
237,PT05M49.00S,2022-06-14T01:54:30.9Z,2,REGULAR,rebound,defensive,[],202691,,,1610612744,32,26,2022-06-14T01:54:30Z,2330000,,,0,,K. Thompson REBOUND (Off:0 Def:2),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,236.0,2.0,2.0,0.0,,,,,,,,
238,PT05M41.00S,2022-06-14T01:54:38.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203110,14.668199737187912,44.36274509803921,1610612744,34,26,2022-06-14T01:54:41Z,2340000,28.0,85.0,1,left,D. Green 8' driving floating Jump Shot (8 PTS),[203110],1610612744.0,GSW,driving floating,,,Green,D. Green,,,,,8.99,Made,8.0,,,,,,,,,,,,,,,,,
239,PT05M21.00S,2022-06-14T01:54:58.0Z,2,REGULAR,3pt,Jump Shot,[],201143,94.03745072273325,2.2058823529411766,1610612738,34,26,2022-06-14T01:55:00Z,2350000,-239.0,4.0,1,right,MISS A. Horford 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,23.9,Missed,,,,,,,,,,,,,,,,,,
240,PT05M19.00S,2022-06-14T01:55:00.0Z,2,REGULAR,rebound,defensive,[],203490,,,1610612744,34,26,2022-06-14T01:56:47Z,2360000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:2),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,239.0,2.0,2.0,0.0,,,,,,,,
241,PT05M12.00S,2022-06-14T01:55:06.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201939,35.69316688567674,35.294117647058826,1610612744,34,26,2022-06-14T01:56:02Z,2370000,74.0,283.0,1,left,MISS S. Curry 29' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,29.24,Missed,,,,,,,,,,,,,,,,,,
242,PT05M10.00S,2022-06-14T01:55:08.4Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,34,26,2022-06-14T01:56:13Z,2380000,,,0,,J. Tatum REBOUND (Off:0 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,241.0,7.0,7.0,0.0,,,,,,,,
307,PT05M07.00S,2022-06-14T01:55:10.1Z,2,REGULAR,turnover,out-of-bounds,[],1627759,,,1610612738,34,26,2022-06-14T02:08:23Z,2385000,,,0,,J. Brown lost ball out-of-bounds TURNOVER (2 TO),[1627759],1610612738.0,BOS,lost ball,,,Brown,J. Brown,,,,,,,,,,,1830.0,2.0,,,,,,,,,,,,
245,PT05M06.00S,2022-06-14T01:55:28.8Z,2,REGULAR,substitution,out,[],202691,,,1610612744,34,26,2022-06-14T01:55:44Z,2410000,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
248,PT05M06.00S,2022-06-14T01:55:28.8Z,2,REGULAR,substitution,in,[],203952,,,1610612744,34,26,2022-06-14T01:55:44Z,2440000,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
250,PT04M54.00S,2022-06-14T01:56:05.2Z,2,REGULAR,substitution,out,[],203110,,,1610612744,34,26,2022-06-14T01:56:07Z,2460000,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
251,PT04M54.00S,2022-06-14T01:56:05.2Z,2,REGULAR,substitution,in,[],2738,,,1610612744,34,26,2022-06-14T01:56:07Z,2470000,,,0,,SUB in: A. Iguodala,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,
252,PT04M49.00S,2022-06-14T01:56:26.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203952,14.931011826544022,40.68627450980392,1610612744,36,26,2022-06-14T02:08:28Z,2480000,47.0,88.0,1,left,A. Wiggins 9' driving floating Jump Shot (9 PTS) (A. Iguodala 1 AST),"[203952, 2738]",1610612744.0,GSW,driving floating,,,Wiggins,A. Wiggins,,,,,9.95,Made,9.0,A. Iguodala,2738.0,1.0,,,,,,,,,,,,,,
254,PT04M49.00S,2022-06-14T01:56:33.4Z,2,REGULAR,foul,personal,['1freethrow'],201143,,,1610612744,36,26,2022-06-14T01:56:38Z,2500000,,,0,,A. Horford shooting personal FOUL (1 PF) (Wiggins 1 FT),"[201143, 203952]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,,,,,,,201639.0,,,,,,1.0,0.0,Wiggins,203952.0,,,,
256,PT04M49.00S,2022-06-14T01:57:02.0Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],203952,,,1610612744,37,26,2022-06-14T02:08:28Z,2520000,,,0,,A. Wiggins Free Throw 1 of 1 (10 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
257,PT04M34.00S,2022-06-14T01:57:19.6Z,2,REGULAR,3pt,Jump Shot,[],1628369,77.87450722733246,6.862745098039216,1610612738,37,29,2022-06-14T01:57:22Z,2530000,-216.0,155.0,1,right,J. Tatum 26' 3PT  (11 PTS) (A. Horford 1 AST),"[1628369, 201143]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.59,Made,11.0,A. Horford,201143.0,1.0,,,,,,,,,,,,,,
260,PT04M12.00S,2022-06-14T01:58:04.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627780,7.178055190538765,42.40196078431372,1610612744,39,29,2022-06-14T01:58:07Z,2560000,38.0,15.0,1,left,G. Payton II reverse Layup (7 PTS) (A. Iguodala 2 AST),"[1627780, 2738]",1610612744.0,GSW,reverse,,,Payton II,G. Payton II,,,,,4.09,Made,7.0,A. Iguodala,2738.0,2.0,,,,,,,,,,,,,,
262,PT03M51.00S,2022-06-14T01:58:24.6Z,2,REGULAR,3pt,Jump Shot,[],201143,74.85216819973719,8.57843137254902,1610612738,39,32,2022-06-14T01:58:27Z,2580000,-207.0,184.0,1,right,A. Horford 27' 3PT  (5 PTS) (J. Tatum 1 AST),"[201143, 1628369]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,27.7,Made,5.0,J. Tatum,1628369.0,1.0,,,,,,,,,,,,,,
264,PT03M36.00S,2022-06-14T01:58:43.1Z,2,REGULAR,violation,kicked ball,[],1628369,,,1610612744,39,32,2022-06-14T01:58:46Z,2600000,,,0,,J. Tatum kicked ball VIOLATION,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,1830.0,,,,,,,,,,,,,
265,PT03M36.00S,2022-06-14T01:58:47.4Z,2,REGULAR,substitution,out,[],2738,,,1610612744,39,32,2022-06-14T01:58:51Z,2610000,,,0,,SUB out: A. Iguodala,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,
266,PT03M36.00S,2022-06-14T01:58:47.4Z,2,REGULAR,substitution,in,[],203110,,,1610612744,39,32,2022-06-14T01:58:51Z,2620000,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
267,PT03M24.00S,2022-06-14T01:59:11.4Z,2,REGULAR,2pt,Jump Shot,[],203952,19.66162943495401,25.98039215686275,1610612744,41,32,2022-06-14T01:59:14Z,2630000,120.0,132.0,1,left,A. Wiggins 17' turnaround fadeaway Jump Shot (12 PTS),[203952],1610612744.0,GSW,turnaround fadeaway,,,Wiggins,A. Wiggins,,,,,17.87,Made,12.0,,,,,,,,,,,,,,,,,
268,PT03M11.00S,2022-06-14T01:59:29.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203490,,,1610612738,41,32,2022-06-14T01:59:37Z,2640000,,,0,,O. Porter Jr. shooting personal FOUL (1 PF) (Tatum 2 FT),"[203490, 1628369]",1610612744.0,GSW,shooting,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,1830.0,,,,,,1.0,0.0,Tatum,1628369.0,,,,
270,PT03M11.00S,2022-06-14T01:59:53.3Z,2,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,41,32,2022-06-14T02:00:22Z,2660000,,,0,,MISS J. Tatum Free Throw 1 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Missed,,,,,,,,,,,,,,,,,,
271,PT03M11.00S,2022-06-14T01:59:53.3Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612738,41,32,2022-06-14T02:00:22Z,2670000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,270.0,,,,,,,,,,,
272,PT03M11.00S,2022-06-14T01:59:53.3Z,2,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,41,32,2022-06-14T02:00:22Z,2680000,,,0,,MISS J. Tatum Free Throw 2 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Missed,,,,,,,,,,,,,,,,,,
273,PT03M10.00S,2022-06-14T01:59:54.3Z,2,REGULAR,rebound,defensive,[],203952,,,1610612744,41,32,2022-06-14T02:00:56Z,2690000,,,0,,A. Wiggins REBOUND (Off:0 Def:6),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,272.0,6.0,6.0,0.0,,,,,,,,
274,PT02M59.00S,2022-06-14T02:00:25.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203952,12.171484888304862,48.28431372549019,1610612744,41,32,2022-06-14T02:00:27Z,2700000,9.0,62.0,1,left,MISS A. Wiggins 6' driving floating Shot,[203952],1610612744.0,GSW,driving floating,,,Wiggins,A. Wiggins,,,,,6.25,Missed,,,,,,,,,,,,,,,,,,
275,PT02M57.00S,2022-06-14T02:00:27.1Z,2,REGULAR,rebound,offensive,[],203952,,,1610612744,41,32,2022-06-14T02:00:41Z,2710000,,,0,,A. Wiggins REBOUND (Off:1 Def:6),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,274.0,7.0,6.0,1.0,,,,,,,,
276,PT02M54.00S,2022-06-14T02:00:29.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203952,5.590000152587891,50.0,1610612744,41,32,2022-06-14T02:00:29Z,2720000,0.0,0.0,1,left,MISS A. Wiggins tip Layup,[203952],1610612744.0,GSW,tip,,,Wiggins,A. Wiggins,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
277,PT02M53.00S,2022-06-14T02:00:30.4Z,2,REGULAR,rebound,offensive,[],203110,,,1610612744,41,32,2022-06-14T02:00:30Z,2730000,,,0,,D. Green REBOUND (Off:1 Def:3),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,276.0,4.0,3.0,1.0,,,,,,,,
