actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
574,PT07M31.00S,2022-06-17T03:06:38.2Z,4,REGULAR,block,,[],203110,,,1610612738,70,82,2022-06-17T03:06:42Z,5470000,,,0,,D. Green BLOCK (2 BLK),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
575,PT07M30.00S,2022-06-17T03:06:39.2Z,4,REGULAR,rebound,offensive,[],201143,,,1610612738,70,82,2022-06-17T03:06:51Z,5480000,,,0,,A. Horford REBOUND (Off:3 Def:10),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,573.0,13.0,10.0,3.0,,,,,
576,PT07M29.00S,2022-06-17T03:06:44.1Z,4,REGULAR,turnover,out-of-bounds,[],201143,,,1610612738,70,82,2022-06-17T03:06:58Z,5490000,,,0,,A. Horford step out-of-bounds TURNOVER (3 TO),[201143],1610612738.0,BOS,step,,,Horford,A. Horford,,,,,2714.0,,,,,,,,,,,,,,,3.0,,,,
577,PT07M10.00S,2022-06-17T03:07:02.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201939,94.1688567674113,50.245098039215684,1610612744,70,84,2022-06-17T03:07:07Z,5500000,1.0,2.0,1,right,S. Curry driving Layup (23 PTS),[201939],1610612744.0,GSW,driving,,,Curry,S. Curry,,,,,,,,,,Made,23.0,0.26,,,,,,,,,,,,
578,PT06M57.00S,2022-06-17T03:07:15.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,10.463206307490145,58.08823529411765,1610612738,72,84,2022-06-17T03:07:20Z,5510000,-40.0,46.0,1,left,J. Brown 6' driving Layup (26 PTS) (M. Smart 7 AST),"[1627759, 203935]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,,,,,,Made,26.0,6.11,M. Smart,203935.0,7.0,,,,,,,,,
580,PT06M47.00S,2022-06-17T03:07:27.6Z,4,REGULAR,foul,personal,[],1627759,,,1610612744,72,84,2022-06-17T03:07:39Z,5530000,,,0,,J. Brown personal FOUL (2 PF),"[1627759, 201939]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,101284.0,2.0,0.0,Curry,201939.0,,,,,,,,,,,,,,,
582,PT06M47.00S,2022-06-17T03:07:37.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,72,84,2022-06-17T03:07:37Z,5550000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT06M47.00S,2022-06-17T03:10:41.0Z,4,REGULAR,substitution,out,[],1629057,,,1610612744,72,84,2022-06-17T03:11:01Z,5560000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
584,PT06M47.00S,2022-06-17T03:10:41.0Z,4,REGULAR,substitution,in,[],1629684,,,1610612744,72,84,2022-06-17T03:11:01Z,5570000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
585,PT06M40.00S,2022-06-17T03:11:18.6Z,4,REGULAR,turnover,lost ball,[],203110,,,1610612744,72,84,2022-06-17T03:11:22Z,5580000,,,0,,D. Green lost ball TURNOVER (4 TO),"[203110, 201143]",1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,4.0,Horford,201143.0,,
586,PT06M40.00S,2022-06-17T03:11:18.6Z,4,REGULAR,steal,,[],201143,,,1610612738,72,84,2022-06-17T03:11:20Z,5590000,,,0,,A. Horford STEAL (2 STL),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
587,PT06M37.00S,2022-06-17T03:11:24.1Z,4,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629684,9.461235216819974,48.08517156862745,1610612738,74,84,2022-06-17T03:12:47Z,5600000,10.0,36.0,1,left,G. Williams running Jump Shot (2 PTS) (A. Horford 2 AST),"[1629684, 201143]",1610612738.0,BOS,running,,,Williams,G. Williams,,,,,,,,,,Made,2.0,3.76,A. Horford,201143.0,2.0,,,,,,,,,
589,PT06M37.00S,2022-06-17T03:11:26.7Z,4,REGULAR,foul,personal,['1freethrow'],202691,,,1610612738,74,84,2022-06-17T03:11:33Z,5620000,,,0,,K. Thompson shooting personal FOUL (3 PF) (Williams 1 FT),"[202691, 1629684]",1610612744.0,GSW,shooting,,,Thompson,K. Thompson,,,,,2534.0,3.0,0.0,Williams,1629684.0,,,,,,,,,,,,,,,
591,PT06M37.00S,2022-06-17T03:11:47.8Z,4,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1629684,,,1610612738,75,84,2022-06-17T03:11:47Z,5640000,,,0,,G. Williams Free Throw 1 of 1 (3 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
592,PT06M16.00S,2022-06-17T03:12:11.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201939,89.96386333771353,48.28431372549019,1610612744,75,86,2022-06-17T03:12:15Z,5650000,-9.0,42.0,1,right,S. Curry driving finger roll Layup (25 PTS),[201939],1610612744.0,GSW,driving finger roll,,,Curry,S. Curry,,,,,,,,,,Made,25.0,4.27,,,,,,,,,,,,
593,PT06M01.00S,2022-06-17T03:12:27.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,11.169513797634691,47.29243259803921,1610612738,75,86,2022-06-17T03:14:22Z,5660000,14.0,52.0,1,left,MISS J. Tatum driving floating Shot - blocked,"[1628369, 203952]",1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,,,,,,Missed,,5.42,,,,,,,,,,,Wiggins,203952.0
594,PT06M01.00S,2022-06-17T03:12:27.0Z,4,REGULAR,block,,[],203952,,,1610612738,75,86,2022-06-17T03:12:29Z,5670000,,,0,,A. Wiggins BLOCK (3 BLK),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
595,PT05M58.00S,2022-06-17T03:12:30.0Z,4,REGULAR,rebound,defensive,[],201939,,,1610612744,75,86,2022-06-17T03:12:32Z,5680000,,,0,,S. Curry REBOUND (Off:0 Def:7),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,593.0,7.0,7.0,0.0,,,,,
596,PT05M44.00S,2022-06-17T03:12:43.8Z,4,REGULAR,3pt,Jump Shot,[],202691,80.23981603153744,90.44117647058823,1610612744,75,86,2022-06-17T03:12:55Z,5690000,202.0,133.0,1,right,MISS K. Thompson 24' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,Missed,,24.21,,,,,,,,,,,,
597,PT05M42.00S,2022-06-17T03:12:45.8Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,75,86,2022-06-17T03:12:55Z,5700000,,,0,,A. Horford REBOUND (Off:3 Def:11),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,596.0,14.0,11.0,3.0,,,,,
599,PT05M35.00S,2022-06-17T03:13:48.8Z,4,REGULAR,3pt,Jump Shot,[],1627759,12.302890932982917,97.54901960784314,1610612738,78,86,2022-06-17T03:13:53Z,5720000,-238.0,63.0,1,left,J. Brown 24' 3PT  (29 PTS) (M. Smart 8 AST),"[1627759, 203935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Made,29.0,24.59,M. Smart,203935.0,8.0,,,,,,,,,
601,PT05M11.00S,2022-06-17T03:14:12.1Z,4,REGULAR,3pt,Jump Shot,[],203952,93.38042049934296,96.56862745098039,1610612744,78,89,2022-06-17T03:14:16Z,5740000,233.0,10.0,1,right,A. Wiggins 3PT  (15 PTS) (D. Green 8 AST),"[203952, 203110]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,Made,15.0,23.3,D. Green,203110.0,8.0,,,,,,,,,
603,PT04M49.00S,2022-06-17T03:14:34.9Z,4,REGULAR,turnover,bad pass,[],1627759,,,1610612738,78,89,2022-06-17T03:14:38Z,5760000,,,0,,J. Brown bad pass TURNOVER (5 TO),"[1627759, 202691]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,5.0,Thompson,202691.0,,
604,PT04M49.00S,2022-06-17T03:14:34.9Z,4,REGULAR,steal,,[],202691,,,1610612744,78,89,2022-06-17T03:14:36Z,5770000,,,0,,K. Thompson STEAL (2 STL),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
605,PT04M43.00S,2022-06-17T03:14:40.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203110,94.03745072273325,55.88235294117647,1610612744,78,91,2022-06-17T03:14:48Z,5780000,29.0,4.0,1,right,D. Green running Layup (12 PTS) (K. Thompson 2 AST),"[203110, 202691]",1610612744.0,GSW,running,,,Green,D. Green,,,,,,,,,,Made,12.0,2.96,K. Thompson,202691.0,2.0,,,,,,,,,
607,PT04M19.00S,2022-06-17T03:15:03.8Z,4,REGULAR,3pt,Jump Shot,[],201143,8.754927726675426,5.147058823529411,1610612738,81,91,2022-06-17T03:15:09Z,5800000,224.0,30.0,1,left,A. Horford 3PT  (19 PTS) (G. Williams 1 AST),"[201143, 1629684]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,Made,19.0,22.63,G. Williams,1629684.0,1.0,,,,,,,,,
609,PT03M55.00S,2022-06-17T03:15:29.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201939,93.77463863337714,60.29411764705882,1610612744,81,93,2022-06-17T03:15:33Z,5820000,51.0,6.0,1,right,S. Curry driving Layup (27 PTS),[201939],1610612744.0,GSW,driving,,,Curry,S. Curry,,,,,,,,,,Made,27.0,5.18,,,,,,,,,,,,
610,PT03M42.00S,2022-06-17T03:15:45.2Z,4,REGULAR,foul,personal,[],201939,,,1610612738,81,93,2022-06-17T03:17:24Z,5830000,,,0,,S. Curry take personal FOUL (4 PF),"[201939, 201143]",1610612744.0,GSW,take,,,Curry,S. Curry,,,,,101284.0,4.0,0.0,Horford,201143.0,,,,,,,,,,,,,,,
612,PT03M42.00S,2022-06-17T03:15:52.6Z,4,REGULAR,substitution,out,[],1629684,,,1610612738,81,93,2022-06-17T03:15:58Z,5850000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
613,PT03M42.00S,2022-06-17T03:15:52.6Z,4,REGULAR,substitution,out,[],1626172,,,1610612738,81,93,2022-06-17T03:15:58Z,5860000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,
614,PT03M42.00S,2022-06-17T03:15:52.6Z,4,REGULAR,substitution,in,[],1629057,,,1610612738,81,93,2022-06-17T03:15:58Z,5870000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
615,PT03M42.00S,2022-06-17T03:15:52.6Z,4,REGULAR,substitution,in,[],1627780,,,1610612738,81,93,2022-06-17T03:15:58Z,5880000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,
616,PT03M32.00S,2022-06-17T03:16:32.9Z,4,REGULAR,turnover,traveling,[],1628369,,,1610612738,81,93,2022-06-17T03:16:39Z,5890000,,,0,,J. Tatum traveling TURNOVER (5 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,2534.0,,,,,,,,,,,,,,,5.0,,,,
617,PT03M32.00S,2022-06-17T03:16:39.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,81,93,2022-06-17T03:16:39Z,5900000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT03M21.00S,2022-06-17T03:20:33.8Z,4,REGULAR,foul,personal,[],203935,,,1610612744,81,93,2022-06-17T03:20:54Z,5910000,,,0,,M. Smart personal FOUL (4 PF),"[203935, 201939]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,2714.0,4.0,0.0,Curry,201939.0,,,,,,,,,,,,,,,
620,PT03M17.00S,2022-06-17T03:20:51.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],201939,84.05059132720105,3.431372549019608,1610612744,81,96,2022-06-17T03:21:01Z,5930000,-233.0,97.0,1,right,S. Curry 25' 3PT  (30 PTS) (A. Wiggins 5 AST),"[201939, 203952]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,Made,30.0,25.24,A. Wiggins,203952.0,5.0,,,,,,,,,
622,PT02M47.00S,2022-06-17T03:21:24.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,9.198423127463863,57.13082107843137,1610612738,81,96,2022-06-17T03:22:40Z,5950000,-36.0,34.0,1,left,MISS J. Tatum driving floating Shot,[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,,,,,,Missed,,4.93,,,,,,,,,,,,
623,PT02M44.00S,2022-06-17T03:21:27.0Z,4,REGULAR,rebound,offensive,[],1629057,,,1610612738,81,96,2022-06-17T03:21:50Z,5960000,,,0,,R. Williams III REBOUND (Off:5 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,622.0,7.0,2.0,5.0,,,,,
624,PT02M44.00S,2022-06-17T03:21:26.6Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629057,5.590000152587891,50.0,1610612738,81,96,2022-06-17T03:21:38Z,5970000,0.0,0.0,1,left,MISS R. Williams III tip Layup,[1629057],1610612738.0,BOS,tip,,,Williams III,R. Williams III,,,,,,,,,,Missed,,0.0,,,,,,,,,,,,
625,PT02M42.00S,2022-06-17T03:21:28.6Z,4,REGULAR,rebound,defensive,[],203952,,,1610612744,81,96,2022-06-17T03:21:38Z,5980000,,,0,,A. Wiggins REBOUND (Off:3 Def:3),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,624.0,6.0,3.0,3.0,,,,,
626,PT02M26.00S,2022-06-17T03:21:44.3Z,4,REGULAR,turnover,out-of-bounds,[],203110,,,1610612744,81,96,2022-06-17T03:21:59Z,5990000,,,0,,D. Green bad pass out-of-bounds TURNOVER (5 TO),[203110],1610612744.0,GSW,bad pass,,,Green,D. Green,,,,,101284.0,,,,,,,,,,,,,,,5.0,,,,
627,PT02M17.00S,2022-06-17T03:22:01.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1627759,35.43035479632063,79.41176470588235,1610612738,84,96,2022-06-17T03:22:05Z,6000000,-147.0,281.0,1,left,J. Brown 31' 3PT pullup (32 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,,,,,,Made,32.0,31.67,,,,,,,,,,,,
628,PT01M52.00S,2022-06-17T03:22:27.5Z,4,REGULAR,3pt,Jump Shot,[],203952,70.90998685939553,19.607843137254903,1610612744,84,96,2022-06-17T03:24:09Z,6010000,-152.0,221.0,1,right,MISS A. Wiggins 26' step back 3PT,[203952],1610612744.0,GSW,step back,,,Wiggins,A. Wiggins,,,,,,,,,,Missed,,26.81,,,,,,,,,,,,
629,PT01M49.00S,2022-06-17T03:22:30.5Z,4,REGULAR,rebound,offensive,[],203110,,,1610612744,84,96,2022-06-17T03:22:33Z,6020000,,,0,,D. Green REBOUND (Off:4 Def:8),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,628.0,12.0,8.0,4.0,,,,,
630,PT01M43.00S,2022-06-17T03:22:35.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203952,89.17542706964521,3.431372549019608,1610612744,84,99,2022-06-17T03:22:41Z,6030000,-233.0,49.0,1,right,A. Wiggins 3PT  (18 PTS) (S. Curry 7 AST),"[203952, 201939]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,Made,18.0,23.8,S. Curry,201939.0,7.0,,,,,,,,,
632,PT01M35.00S,2022-06-17T03:22:50.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203935,8.14717477003942,43.252144607843135,1610612738,84,99,2022-06-17T03:22:57Z,6050000,34.0,24.0,1,left,MISS M. Smart driving Layup,[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,,,,,,Missed,,4.14,,,,,,,,,,,,
633,PT01M34.00S,2022-06-17T03:22:51.0Z,4,REGULAR,rebound,offensive,[],203935,,,1610612738,84,99,2022-06-17T03:23:09Z,6060000,,,0,,M. Smart REBOUND (Off:1 Def:5),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,632.0,6.0,5.0,1.0,,,,,
634,PT01M33.00S,2022-06-17T03:22:52.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203935,12.697109067017081,65.44117647058823,1610612738,86,99,2022-06-17T03:23:02Z,6070000,-77.0,67.0,1,left,M. Smart 10' putback Layup (9 PTS),[203935],1610612738.0,BOS,putback,,,Smart,M. Smart,,,,,,,,,,Made,9.0,10.22,,,,,,,,,,,,
635,PT01M30.00S,2022-06-17T03:22:59.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612744,86,99,2022-06-17T03:23:24Z,6080000,,,0,,M. Smart personal FOUL (5 PF) (Curry 2 FT),"[203935, 201939]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,2534.0,5.0,0.0,Curry,201939.0,,,,,,,,,,,,,,,
637,PT01M30.00S,2022-06-17T03:23:32.5Z,4,REGULAR,freethrow,1 of 2,[],201939,,,1610612744,86,100,2022-06-17T03:23:32Z,6100000,,,0,,S. Curry Free Throw 1 of 2 (31 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,Made,31.0,,,,,,,,,,,,,
638,PT01M30.00S,2022-06-17T03:23:48.5Z,4,REGULAR,freethrow,2 of 2,[],201939,,,1610612744,86,101,2022-06-17T03:23:48Z,6110000,,,0,,S. Curry Free Throw 2 of 2 (32 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,Made,32.0,,,,,,,,,,,,,
639,PT01M18.00S,2022-06-17T03:24:04.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,10.85742444152431,44.36274509803921,1610612738,88,101,2022-06-17T03:24:11Z,6120000,28.0,50.0,1,left,R. Williams III Layup (10 PTS) (M. Smart 9 AST),"[1629057, 203935]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,Made,10.0,5.71,M. Smart,203935.0,9.0,,,,,,,,,
641,PT01M12.00S,2022-06-17T03:24:13.5Z,4,REGULAR,turnover,traveling,[],202691,,,1610612744,88,101,2022-06-17T03:24:18Z,6140000,,,0,,K. Thompson traveling TURNOVER (3 TO),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,2714.0,,,,,,,,,,,,,,,3.0,,,,
642,PT01M03.00S,2022-06-17T03:24:35.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627780,,,1610612738,88,101,2022-06-17T03:24:45Z,6150000,,,0,,G. Payton II personal FOUL (5 PF) (Brown 2 FT),"[1627780, 1627759]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,2534.0,5.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,
644,PT01M03.00S,2022-06-17T03:25:18.2Z,4,REGULAR,substitution,out,[],1628369,,,1610612738,88,101,2022-06-17T03:25:43Z,6170000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
645,PT01M03.00S,2022-06-17T03:25:18.2Z,4,REGULAR,substitution,out,[],203935,,,1610612738,88,101,2022-06-17T03:25:43Z,6180000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
646,PT01M03.00S,2022-06-17T03:25:18.2Z,4,REGULAR,substitution,out,[],201143,,,1610612738,88,101,2022-06-17T03:25:43Z,6190000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
647,PT01M03.00S,2022-06-17T03:25:18.2Z,4,REGULAR,substitution,out,[],1629057,,,1610612738,88,101,2022-06-17T03:25:43Z,6200000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
648,PT01M03.00S,2022-06-17T03:25:18.2Z,4,REGULAR,substitution,out,[],1627780,,,1610612738,88,101,2022-06-17T03:25:43Z,6210000,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,
649,PT01M03.00S,2022-06-17T03:25:18.2Z,4,REGULAR,substitution,in,[],203917,,,1610612738,88,101,2022-06-17T03:25:43Z,6220000,,,0,,SUB in: N. Stauskas,[203917],1610612738.0,BOS,,,,Stauskas,N. Stauskas,,,,,,,,,,,,,,,,,,,,,,,,
650,PT01M03.00S,2022-06-17T03:25:18.2Z,4,REGULAR,substitution,in,[],1628436,,,1610612738,88,101,2022-06-17T03:25:43Z,6230000,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,
651,PT01M03.00S,2022-06-17T03:25:18.2Z,4,REGULAR,substitution,in,[],1630573,,,1610612738,88,101,2022-06-17T03:25:43Z,6240000,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,
652,PT01M03.00S,2022-06-17T03:25:18.2Z,4,REGULAR,substitution,in,[],1630174,,,1610612738,88,101,2022-06-17T03:25:43Z,6250000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
653,PT01M03.00S,2022-06-17T03:25:18.2Z,4,REGULAR,substitution,in,[],1629673,,,1610612738,88,101,2022-06-17T03:25:43Z,6260000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,
654,PT01M03.00S,2022-06-17T03:25:47.6Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1627759,,,1610612738,89,101,2022-06-17T03:25:47Z,6270000,,,0,,J. Brown Free Throw 1 of 2 (33 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Made,33.0,,,,,,,,,,,,,
655,PT01M03.00S,2022-06-17T03:26:04.3Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1627759,,,1610612738,90,101,2022-06-17T03:26:04Z,6280000,,,0,,J. Brown Free Throw 2 of 2 (34 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Made,34.0,,,,,,,,,,,,,
656,PT01M01.00S,2022-06-17T03:26:08.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630174,,,1610612744,90,101,2022-06-17T03:26:20Z,6290000,,,0,,A. Nesmith take personal FOUL (1 PF) (Curry 2 FT),"[1630174, 201939]",1610612738.0,BOS,take,,,Nesmith,A. Nesmith,,,,,101284.0,1.0,0.0,Curry,201939.0,,,,,,,,,,,,,,,
658,PT01M01.00S,2022-06-17T03:26:37.2Z,4,REGULAR,freethrow,1 of 2,[],201939,,,1610612744,90,102,2022-06-17T03:26:37Z,6310000,,,0,,S. Curry Free Throw 1 of 2 (33 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,Made,33.0,,,,,,,,,,,,,
659,PT01M01.00S,2022-06-17T03:26:38.0Z,4,REGULAR,substitution,out,[],1627759,,,1610612744,90,102,2022-06-17T03:26:57Z,6320000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
660,PT01M01.00S,2022-06-17T03:26:38.0Z,4,REGULAR,substitution,out,[],203952,,,1610612744,90,102,2022-06-17T03:26:57Z,6330000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
661,PT01M01.00S,2022-06-17T03:26:38.0Z,4,REGULAR,substitution,in,[],1629752,,,1610612744,90,102,2022-06-17T03:26:57Z,6340000,,,0,,SUB in: J. Morgan,[1629752],1610612738.0,BOS,,,,Morgan,J. Morgan,,,,,,,,,,,,,,,,,,,,,,,,
662,PT01M01.00S,2022-06-17T03:26:38.0Z,4,REGULAR,substitution,in,[],2738,,,1610612744,90,102,2022-06-17T03:26:57Z,6350000,,,0,,SUB in: A. Iguodala,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,
663,PT01M01.00S,2022-06-17T03:26:59.2Z,4,REGULAR,freethrow,2 of 2,[],201939,,,1610612744,90,103,2022-06-17T03:26:59Z,6360000,,,0,,S. Curry Free Throw 2 of 2 (34 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,Made,34.0,,,,,,,,,,,,,
664,PT00M51.70S,2022-06-17T03:27:12.1Z,4,REGULAR,turnover,bad pass,[],1628436,,,1610612738,90,103,2022-06-17T03:27:19Z,6370000,,,0,,L. Kornet bad pass TURNOVER (1 TO),"[1628436, 201939]",1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,1.0,Curry,201939.0,,
665,PT00M51.70S,2022-06-17T03:27:12.1Z,4,REGULAR,steal,,[],201939,,,1610612744,90,103,2022-06-17T03:27:15Z,6380000,,,0,,S. Curry STEAL (2 STL),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
666,PT00M38.10S,2022-06-17T03:27:25.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],201939,62.89421813403416,62.99019607843137,1610612744,90,103,2022-06-17T03:27:32Z,6390000,65.0,296.0,1,right,MISS S. Curry 30' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,,,,,,Missed,,30.33,,,,,,,,,,,,
667,PT00M36.10S,2022-06-17T03:27:27.7Z,4,REGULAR,rebound,defensive,[],1628436,,,1610612738,90,103,2022-06-17T03:28:12Z,6400000,,,0,,L. Kornet REBOUND (Off:0 Def:1),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,666.0,1.0,1.0,0.0,,,,,
