actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
445,PT08M36.00S,2022-05-07T21:13:48.9Z,3,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",203507,,,1610612749,56,54,2022-05-07T21:13:48Z,4330000,,,0,,G. Antetokounmpo Free Throw 2 of 2 (27 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,,,27.0,,,,,,,,,,,,
446,PT08M22.00S,2022-05-07T21:14:05.8Z,3,REGULAR,turnover,bad pass,[],1628369,,,1610612738,56,54,2022-05-07T21:14:12Z,4340000,,,0,,J. Tatum bad pass TURNOVER (3 TO),"[1628369, 203507]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,3.0,Antetokounmpo,203507.0,
448,PT08M22.00S,2022-05-07T21:14:05.8Z,3,REGULAR,steal,,[],203507,,,1610612749,56,54,2022-05-07T21:14:07Z,4350000,,,0,,G. Antetokounmpo STEAL (2 STL),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT08M15.00S,2022-05-07T21:14:13.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203507,6.915243101182654,49.01960784313725,1610612749,58,54,2022-05-07T21:20:21Z,4360000,5.0,13.0,1,left,G. Antetokounmpo running finger roll Layup (29 PTS),[203507],1610612749.0,MIL,running finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,1.34,Made,,,,,,,29.0,,,,,,,,,,,,
450,PT08M13.00S,2022-05-07T21:14:21.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,58,54,2022-05-07T21:14:21Z,4370000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT07M52.00S,2022-05-07T21:18:20.6Z,3,REGULAR,3pt,Jump Shot,[],1628369,74.58935611038108,11.519607843137255,1610612738,58,54,2022-05-07T21:18:28Z,4380000,-192.0,186.0,1,right,MISS J. Tatum 26' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,26.79,Missed,,,,,,,,,,,,,,,,,,,
453,PT07M47.00S,2022-05-07T21:18:25.6Z,3,REGULAR,rebound,defensive,[],201950,,,1610612749,58,54,2022-05-07T21:18:28Z,4390000,,,0,,J. Holiday REBOUND (Off:0 Def:3),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,452.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
454,PT07M41.00S,2022-05-07T21:18:30.9Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626192,6.258212877792378,50.73529411764706,1610612749,60,54,2022-05-07T21:19:04Z,4400000,-4.0,6.0,1,left,P. Connaughton running Layup (5 PTS) (J. Holiday 2 AST),"[1626192, 201950]",1610612749.0,MIL,running,,,Connaughton,P. Connaughton,,,,,0.73,Made,,,,,,,5.0,J. Holiday,201950.0,2.0,,,,,,,,,
456,PT07M36.00S,2022-05-07T21:18:36.9Z,3,REGULAR,turnover,bad pass,[],203935,,,1610612738,60,54,2022-05-07T21:18:45Z,4420000,,,0,,M. Smart bad pass TURNOVER (3 TO),"[203935, 201950]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,3.0,Holiday,201950.0,
457,PT07M36.00S,2022-05-07T21:18:36.9Z,3,REGULAR,steal,,[],201950,,,1610612749,60,54,2022-05-07T21:18:39Z,4430000,,,0,,J. Holiday STEAL (3 STL),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT07M32.00S,2022-05-07T21:18:45.3Z,3,REGULAR,foul,personal,[],1629684,,,1610612749,60,54,2022-05-07T21:18:53Z,4440000,,,0,,G. Williams personal FOUL (3 PF),"[1629684, 203507]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,2534.0,3.0,0.0,Antetokounmpo,203507.0,,,,
460,PT07M20.00S,2022-05-07T21:19:20.7Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1626171,19.66162943495401,66.17647058823529,1610612749,62,54,2022-05-07T21:19:24Z,4460000,-81.0,132.0,1,left,B. Portis 15' driving floating Jump Shot (5 PTS) (G. Antetokounmpo 4 AST),"[1626171, 203507]",1610612749.0,MIL,driving floating,,,Portis,B. Portis,,,,,15.51,Made,,,,,,,5.0,G. Antetokounmpo,203507.0,4.0,,,,,,,,,
462,PT06M58.00S,2022-05-07T21:19:45.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629684,90.75229960578186,54.65686274509803,1610612738,62,54,2022-05-07T21:21:35Z,4480000,23.0,34.0,1,right,MISS G. Williams cutting Layup,[1629684],1610612738.0,BOS,cutting,,,Williams,G. Williams,,,,,4.15,Missed,,,,,,,,,,,,,,,,,,,
463,PT06M57.00S,2022-05-07T21:19:46.1Z,3,REGULAR,rebound,offensive,[],1629057,,,1610612738,62,54,2022-05-07T21:21:35Z,4490000,,,0,,R. Williams III REBOUND (Off:3 Def:0),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,462.0,3.0,0.0,3.0,,,,,,,,,,,,,,,
464,PT06M57.00S,2022-05-07T21:19:52.6Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629057,94.40999984741211,50.0,1610612738,62,56,2022-05-07T21:21:48Z,4500000,0.0,0.0,1,right,R. Williams III tip DUNK (10 PTS),[1629057],1610612738.0,BOS,tip,,,Williams III,R. Williams III,,,,,0.0,Made,,,,,,,10.0,,,,,,,,,,,,
465,PT06M37.00S,2022-05-07T21:20:02.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,18.347568988173457,40.19607843137255,1610612749,64,56,2022-05-07T21:20:06Z,4510000,49.0,120.0,1,left,J. Holiday 12' turnaround fadeaway Jump Shot (14 PTS),[201950],1610612749.0,MIL,turnaround fadeaway,,,Holiday,J. Holiday,,,,,12.96,Made,,,,,,,14.0,,,,,,,,,,,,
466,PT06M19.00S,2022-05-07T21:20:20.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,92.19776609724047,46.32352941176471,1610612738,64,56,2022-05-07T21:20:30Z,4520000,-18.0,21.0,1,right,MISS R. Williams III alley-oop Layup,[1629057],1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,2.78,Missed,,,,,,,,,,,,,,,,,,,
467,PT06M16.00S,2022-05-07T21:20:23.9Z,3,REGULAR,rebound,defensive,[],1626192,,,1610612749,64,56,2022-05-07T21:20:30Z,4530000,,,0,,P. Connaughton REBOUND (Off:0 Def:5),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,466.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
468,PT06M14.00S,2022-05-07T21:20:27.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201950,8.229303547963205,50.0,1610612749,66,56,2022-05-07T21:20:34Z,4540000,0.0,25.0,1,left,J. Holiday running Layup (16 PTS) (G. Antetokounmpo 5 AST),"[201950, 203507]",1610612749.0,MIL,running,,,Holiday,J. Holiday,,,,,2.49,Made,,,,,,,16.0,G. Antetokounmpo,203507.0,5.0,,,,,,,,,
470,PT06M14.00S,2022-05-07T21:20:35.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,66,56,2022-05-07T21:20:35Z,4560000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT06M14.00S,2022-05-07T21:23:38.9Z,3,REGULAR,substitution,out,[],1629057,,,1610612738,66,56,2022-05-07T21:24:20Z,4570000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT06M14.00S,2022-05-07T21:23:38.9Z,3,REGULAR,substitution,in,[],201143,,,1610612738,66,56,2022-05-07T21:24:20Z,4580000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT05M52.00S,2022-05-07T21:24:42.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629684,93.11760840998686,50.98039215686274,1610612738,66,58,2022-05-07T21:24:47Z,4590000,5.0,12.0,1,right,G. Williams driving DUNK (9 PTS) (A. Horford 1 AST),"[1629684, 201143]",1610612738.0,BOS,driving,,,Williams,G. Williams,,,,,1.31,Made,,,,,,,9.0,A. Horford,201143.0,1.0,,,,,,,,,
475,PT05M34.00S,2022-05-07T21:24:59.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,16.245072273324574,41.42156862745098,1610612749,66,58,2022-05-07T21:25:05Z,4610000,43.0,100.0,1,left,MISS J. Holiday 10' fadeaway Shot - blocked,"[201950, 1628369]",1610612749.0,MIL,fadeaway,,,Holiday,J. Holiday,,,,,10.9,Missed,,,,,Tatum,1628369.0,,,,,,,,,,,,,
476,PT05M34.00S,2022-05-07T21:24:59.2Z,3,REGULAR,block,,[],1628369,,,1610612749,66,58,2022-05-07T21:25:01Z,4620000,,,0,,J. Tatum BLOCK (4 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT05M31.00S,2022-05-07T21:25:02.2Z,3,REGULAR,rebound,defensive,[],1629684,,,1610612738,66,58,2022-05-07T21:25:05Z,4630000,,,0,,G. Williams REBOUND (Off:1 Def:3),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,475.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
478,PT05M26.00S,2022-05-07T21:25:07.4Z,3,REGULAR,3pt,Jump Shot,[],203935,68.01905387647832,69.6078431372549,1610612738,66,61,2022-05-07T21:25:15Z,4640000,98.0,248.0,1,right,M. Smart 26' 3PT  (7 PTS) (A. Horford 2 AST),"[203935, 201143]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,26.68,Made,,,,,,,7.0,A. Horford,201143.0,2.0,,,,,,,,,
480,PT05M05.00S,2022-05-07T21:25:28.6Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",202083,8.492115637319317,60.049019607843135,1610612749,66,61,2022-05-07T21:26:18Z,4660000,-50.0,27.0,1,left,MISS W. Matthews driving floating Shot,[202083],1610612749.0,MIL,driving floating,,,Matthews,W. Matthews,,,,,5.71,Missed,,,,,,,,,,,,,,,,,,,
481,PT05M03.00S,2022-05-07T21:25:30.6Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,66,61,2022-05-07T21:25:48Z,4670000,,,0,,J. Brown REBOUND (Off:0 Def:9),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,480.0,9.0,9.0,0.0,,,,,,,,,,,,,,,
482,PT05M00.00S,2022-05-07T21:25:33.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203935,72.61826544021025,11.029411764705882,1610612738,66,61,2022-05-07T21:26:00Z,4680000,-195.0,205.0,1,right,MISS M. Smart 28' running 3PT,[203935],1610612738.0,BOS,running,,,Smart,M. Smart,,,,,28.28,Missed,,,,,,,,,,,,,,,,,,,
483,PT04M59.00S,2022-05-07T21:25:34.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612749,66,61,2022-05-07T21:26:00Z,4690000,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,482.0,,,,,,,,,,,,,,,,,,
484,PT04M59.00S,2022-05-07T21:25:43.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612749,66,61,2022-05-07T21:26:14Z,4700000,,,0,,G. Williams loose ball personal FOUL (4 PF) (Portis 2 FT),"[1629684, 1626171]",1610612738.0,BOS,loose ball,,,Williams,G. Williams,,,,,,,,,,,,,,,,,2882.0,4.0,0.0,Portis,1626171.0,,,,
486,PT04M59.00S,2022-05-07T21:26:20.3Z,3,REGULAR,freethrow,1 of 2,[],1626171,,,1610612749,67,61,2022-05-07T21:26:20Z,4720000,,,0,,B. Portis Free Throw 1 of 2 (6 PTS),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,Made,,,,,,,6.0,,,,,,,,,,,,
487,PT04M59.00S,2022-05-07T21:26:27.8Z,3,REGULAR,substitution,out,[],1629684,,,1610612749,67,61,2022-05-07T21:26:31Z,4730000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT04M59.00S,2022-05-07T21:26:27.8Z,3,REGULAR,substitution,in,[],1628464,,,1610612749,67,61,2022-05-07T21:26:31Z,4740000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT04M59.00S,2022-05-07T21:26:41.1Z,3,REGULAR,freethrow,2 of 2,[],1626171,,,1610612749,68,61,2022-05-07T21:26:41Z,4750000,,,0,,B. Portis Free Throw 2 of 2 (7 PTS),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,Made,,,,,,,7.0,,,,,,,,,,,,
490,PT04M39.00S,2022-05-07T21:27:02.7Z,3,REGULAR,3pt,Jump Shot,[],1628369,76.5604467805519,8.088235294117647,1610612738,68,61,2022-05-07T21:27:13Z,4760000,-210.0,168.0,1,right,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.85,Missed,,,,,,,,,,,,,,,,,,,
491,PT04M36.00S,2022-05-07T21:27:05.7Z,3,REGULAR,rebound,defensive,[],1626171,,,1610612749,68,61,2022-05-07T21:27:13Z,4770000,,,0,,B. Portis REBOUND (Off:1 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,490.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
492,PT04M33.00S,2022-05-07T21:27:12.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627759,,,1610612749,68,61,2022-05-07T21:27:25Z,4780000,,,0,,J. Brown shooting personal FOUL (2 PF) (Antetokounmpo 2 FT),"[1627759, 203507]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,,,,,,,,,,2003.0,2.0,0.0,Antetokounmpo,203507.0,,,,
494,PT04M33.00S,2022-05-07T21:27:53.9Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],203507,,,1610612749,69,61,2022-05-07T21:27:53Z,4800000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (30 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,,,30.0,,,,,,,,,,,,
495,PT04M33.00S,2022-05-07T21:27:56.3Z,3,REGULAR,substitution,out,[],201950,,,1610612749,69,61,2022-05-07T21:28:08Z,4810000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT04M33.00S,2022-05-07T21:27:56.3Z,3,REGULAR,substitution,out,[],203935,,,1610612749,69,61,2022-05-07T21:28:08Z,4820000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT04M33.00S,2022-05-07T21:27:56.3Z,3,REGULAR,substitution,in,[],201588,,,1610612749,69,61,2022-05-07T21:28:08Z,4830000,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT04M33.00S,2022-05-07T21:27:56.3Z,3,REGULAR,substitution,in,[],1628401,,,1610612749,69,61,2022-05-07T21:28:08Z,4840000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT04M33.00S,2022-05-07T21:28:20.3Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],203507,,,1610612749,70,61,2022-05-07T21:28:20Z,4850000,,,0,,G. Antetokounmpo Free Throw 2 of 2 (31 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,,,31.0,,,,,,,,,,,,
500,PT04M21.00S,2022-05-07T21:28:36.6Z,3,REGULAR,foul,personal,['2freethrow'],1626192,,,1610612738,70,61,2022-05-07T21:29:04Z,4860000,,,0,,P. Connaughton shooting personal FOUL (2 PF) (White 2 FT),"[1626192, 1628401]",1610612749.0,MIL,shooting,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,2003.0,2.0,0.0,White,1628401.0,,,,
502,PT04M21.00S,2022-05-07T21:29:05.2Z,3,REGULAR,freethrow,1 of 2,[],1628401,,,1610612738,70,62,2022-05-07T21:29:05Z,4880000,,,0,,D. White Free Throw 1 of 2 (8 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,Made,,,,,,,8.0,,,,,,,,,,,,
503,PT04M21.00S,2022-05-07T21:29:21.1Z,3,REGULAR,freethrow,2 of 2,[],1628401,,,1610612738,70,63,2022-05-07T21:29:21Z,4890000,,,0,,D. White Free Throw 2 of 2 (9 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,Made,,,,,,,9.0,,,,,,,,,,,,
504,PT04M05.00S,2022-05-07T21:29:40.7Z,3,REGULAR,3pt,Jump Shot,[],202083,33.065045992115635,49.50980392156863,1610612749,73,63,2022-05-07T21:29:45Z,4900000,2.0,258.0,1,left,W. Matthews 25' 3PT  (3 PTS) (G. Antetokounmpo 6 AST),"[202083, 203507]",1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,25.83,Made,,,,,,,3.0,G. Antetokounmpo,203507.0,6.0,,,,,,,,,
506,PT03M45.00S,2022-05-07T21:30:01.2Z,3,REGULAR,2pt,Jump Shot,[],1628369,77.87450722733246,40.19607843137255,1610612738,73,63,2022-05-07T21:30:13Z,4920000,-49.0,155.0,1,right,MISS J. Tatum 16' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,16.3,Missed,,,,,,,,,,,,,,,,,,,
507,PT03M42.00S,2022-05-07T21:30:03.9Z,3,REGULAR,rebound,defensive,[],1626192,,,1610612749,73,63,2022-05-07T21:30:04Z,4930000,,,0,,P. Connaughton REBOUND (Off:0 Def:6),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,506.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
508,PT03M40.00S,2022-05-07T21:30:10.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,73,63,2022-05-07T21:30:10Z,4940000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT03M34.00S,2022-05-07T21:30:29.0Z,3,REGULAR,2pt,Jump Shot,[],203507,22.28975032851511,28.676470588235293,1610612749,73,63,2022-05-07T21:30:33Z,4950000,107.0,157.0,1,left,MISS G. Antetokounmpo 18' pullup Shot,[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,18.98,Missed,,,,,,,,,,,,,,,,,,,
510,PT03M31.00S,2022-05-07T21:30:32.0Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,73,63,2022-05-07T21:30:33Z,4960000,,,0,,D. Theis REBOUND (Off:0 Def:1),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,509.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
511,PT03M26.00S,2022-05-07T21:30:41.4Z,3,REGULAR,foul,offensive,['inpenalty'],1628464,,,1610612738,73,63,2022-05-07T21:30:49Z,4970000,,,0,,D. Theis offensive FOUL (1 PF),"[1628464, 201588]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,2003.0,1.0,0.0,Hill,201588.0,,,,
513,PT03M26.00S,2022-05-07T21:30:41.4Z,3,REGULAR,turnover,offensive foul,[],1628464,,,1610612738,73,63,2022-05-07T21:30:41Z,4990000,,,0,,D. Theis offensive foul TURNOVER (1 TO),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,2003.0,,,,,1.0,,,
514,PT03M26.00S,2022-05-07T21:30:50.6Z,3,REGULAR,substitution,out,[],203507,,,1610612749,73,63,2022-05-07T21:30:56Z,5000000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT03M26.00S,2022-05-07T21:30:50.6Z,3,REGULAR,substitution,in,[],201572,,,1610612749,73,63,2022-05-07T21:30:56Z,5010000,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT03M12.00S,2022-05-07T21:31:17.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1626171,8.886333771353483,95.83333333333334,1610612749,73,63,2022-05-07T21:31:27Z,5020000,-229.0,31.0,1,left,MISS B. Portis 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,23.13,Missed,,,,,,,,,,,,,,,,,,,
517,PT03M09.00S,2022-05-07T21:31:20.9Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,73,63,2022-05-07T21:31:27Z,5030000,,,0,,A. Horford REBOUND (Off:2 Def:7),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,516.0,9.0,7.0,2.0,,,,,,,,,,,,,,,
518,PT03M05.00S,2022-05-07T21:31:24.2Z,3,REGULAR,turnover,bad pass,[],1627759,,,1610612738,73,63,2022-05-07T21:31:31Z,5040000,,,0,,J. Brown bad pass TURNOVER (4 TO),"[1627759, 1626171]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,4.0,Portis,1626171.0,
519,PT03M05.00S,2022-05-07T21:31:24.2Z,3,REGULAR,steal,,[],1626171,,,1610612749,73,63,2022-05-07T21:33:13Z,5050000,,,0,,B. Portis STEAL (1 STL),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT02M47.00S,2022-05-07T21:31:42.3Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626171,15.719448094612352,42.8921568627451,1610612749,73,63,2022-05-07T21:34:00Z,5060000,36.0,95.0,1,left,MISS B. Portis 10' turnaround Shot,[1626171],1610612749.0,MIL,turnaround,,,Portis,B. Portis,,,,,10.17,Missed,,,,,,,,,,,,,,,,,,,
521,PT02M45.00S,2022-05-07T21:31:44.7Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,73,63,2022-05-07T21:31:44Z,5070000,,,0,,A. Horford REBOUND (Off:2 Def:8),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,520.0,10.0,8.0,2.0,,,,,,,,,,,,,,,
522,PT02M42.00S,2022-05-07T21:32:02.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202083,,,1610612738,73,63,2022-05-07T21:32:37Z,5080000,,,0,,W. Matthews loose ball personal FOUL (2 PF) (White 2 FT),"[202083, 1628401]",1610612749.0,MIL,loose ball,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,2534.0,2.0,0.0,White,1628401.0,,,,
524,PT02M42.00S,2022-05-07T21:32:48.0Z,3,REGULAR,freethrow,1 of 2,[],1628401,,,1610612738,73,63,2022-05-07T21:42:44Z,5103750,,,0,,MISS D. White Free Throw 1 of 2,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,Missed,,,,,,,,,,,,,,,,,,,
525,PT02M42.00S,2022-05-07T21:32:48.0Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612738,73,63,2022-05-07T21:42:44Z,5110625,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,524.0,,,,,,,,,,,,,,,,,,
530,PT02M42.00S,2022-05-07T21:32:48.0Z,3,REGULAR,freethrow,2 of 2,[],1628401,,,1610612738,73,64,2022-05-07T21:42:44Z,5114062,,,0,,D. White Free Throw 2 of 2 (10 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,Made,,,,,,,10.0,,,,,,,,,,,,
552,PT02M42.00S,2022-05-07T21:32:48.6Z,3,REGULAR,substitution,in,[],1629057,,,1610612749,73,64,2022-05-07T21:42:44Z,5117500,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT02M42.00S,2022-05-07T21:32:48.6Z,3,REGULAR,substitution,out,[],1628464,,,1610612749,73,64,2022-05-07T21:42:44Z,5118750,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT02M42.00S,2022-05-07T21:32:48.6Z,3,REGULAR,substitution,out,[],1627759,,,1610612749,73,64,2022-05-07T21:56:15Z,5119375,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
664,PT02M42.00S,2022-05-07T21:32:48.6Z,3,REGULAR,substitution,in,[],1630202,,,1610612749,73,64,2022-05-07T21:56:15Z,5119687,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT02M42.00S,2022-05-07T21:32:49.3Z,3,REGULAR,substitution,out,[],201588,,,1610612749,73,64,2022-05-07T21:42:27Z,5120000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT02M42.00S,2022-05-07T21:32:49.3Z,3,REGULAR,substitution,out,[],202083,,,1610612749,73,64,2022-05-07T21:42:27Z,5130000,,,0,,SUB out: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT02M42.00S,2022-05-07T21:32:49.3Z,3,REGULAR,substitution,in,[],201950,,,1610612749,73,64,2022-05-07T21:42:27Z,5140000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT02M42.00S,2022-05-07T21:32:49.3Z,3,REGULAR,substitution,in,[],1628960,,,1610612749,73,64,2022-05-07T21:42:27Z,5150000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
