actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
260,PT04M43.00S,2021-05-13T00:49:40.7Z,2,REGULAR,substitution,out,[],1629035,,,1610612739,36,29,2021-05-13T00:50:03Z,2560000,,,0,,SUB out: C. Edwards,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT04M43.00S,2021-05-13T00:49:40.7Z,2,REGULAR,substitution,out,[],1629684,,,1610612739,36,29,2021-05-13T00:50:03Z,2570000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT04M43.00S,2021-05-13T00:49:40.7Z,2,REGULAR,substitution,in,[],1630271,,,1610612739,36,29,2021-05-13T00:50:03Z,2580000,,,0,,SUB in: B. Thomas,[1630271],1610612739.0,CLE,,,,Thomas,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT04M43.00S,2021-05-13T00:49:40.7Z,2,REGULAR,substitution,in,[],202684,,,1610612739,36,29,2021-05-13T00:50:03Z,2590000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT04M43.00S,2021-05-13T00:49:40.7Z,2,REGULAR,substitution,in,[],1630174,,,1610612739,36,29,2021-05-13T00:50:03Z,2600000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT04M33.00S,2021-05-13T00:50:16.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628369,,,1610612739,36,29,2021-05-13T00:50:24Z,2610000,,,0,,J. Tatum personal FOUL (3 PF) (Love 2 FT),"[1628369, 201567]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,1626301.0,3.0,0.0,Love,201567.0,,,
267,PT04M33.00S,2021-05-13T00:50:44.1Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],201567,,,1610612739,37,29,2021-05-13T00:50:44Z,2630000,,,0,,K. Love Free Throw 1 of 2 (8 PTS),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,Made,,,,,8.0,,,,,,,,,,,
268,PT04M33.00S,2021-05-13T00:50:54.8Z,2,REGULAR,substitution,out,[],1630202,,,1610612739,37,29,2021-05-13T00:50:59Z,2640000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT04M33.00S,2021-05-13T00:50:54.8Z,2,REGULAR,substitution,in,[],1629682,,,1610612739,37,29,2021-05-13T00:50:59Z,2650000,,,0,,SUB in: T. Waters,[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT04M33.00S,2021-05-13T00:51:10.9Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],201567,,,1610612739,38,29,2021-05-13T00:51:11Z,2660000,,,0,,K. Love Free Throw 2 of 2 (9 PTS),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,Made,,,,,9.0,,,,,,,,,,,
271,PT04M17.00S,2021-05-13T00:51:28.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,93.11760840998686,51.53952205882353,1610612738,38,31,2021-05-13T00:51:32Z,2670000,8.0,12.0,1,right,J. Tatum driving Layup (9 PTS) (T. Thompson 1 AST),"[1628369, 202684]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,,1.44,Made,,,,,9.0,T. Thompson,202684.0,1.0,,,,,,,,
273,PT03M59.00S,2021-05-13T00:51:46.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630271,6.258212877792378,48.84344362745098,1610612739,40,31,2021-05-13T00:51:52Z,2690000,6.0,6.0,1,left,B. Thomas driving finger roll Layup (2 PTS) (J. Allen 1 AST),"[1630271, 1628386]",1610612739.0,CLE,driving finger roll,,,Thomas,B. Thomas,,,,,,,,0.86,Made,,,,,2.0,J. Allen,1628386.0,1.0,,,,,,,,
275,PT03M44.00S,2021-05-13T00:52:01.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,91.93495400788436,59.872855392156865,1610612738,40,31,2021-05-13T00:52:06Z,2710000,49.0,23.0,1,right,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,,5.46,Missed,,,,,,,,,,,,,,,,
276,PT03M41.00S,2021-05-13T00:52:04.3Z,2,REGULAR,rebound,defensive,[],1630271,,,1610612739,40,31,2021-05-13T00:52:06Z,2720000,,,0,,B. Thomas REBOUND (Off:0 Def:4),[1630271],1610612739.0,CLE,,,,Thomas,B. Thomas,,,,,,,,,,275.0,4.0,4.0,0.0,,,,,,,,,,,,
277,PT03M36.00S,2021-05-13T00:52:10.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628386,16.770696452036795,46.392463235294116,1610612739,40,31,2021-05-13T00:52:16Z,2730000,18.0,105.0,1,left,MISS J. Allen 10' Jump Shot,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,10.66,Missed,,,,,,,,,,,,,,,,
278,PT03M34.00S,2021-05-13T00:52:12.0Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,40,31,2021-05-13T00:52:16Z,2740000,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,277.0,3.0,3.0,0.0,,,,,,,,,,,,
279,PT03M24.00S,2021-05-13T00:52:21.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629682,93.9060446780552,62.32383578431373,1610612738,40,31,2021-05-13T00:52:26Z,2750000,62.0,5.0,1,right,MISS T. Waters 6' driving floating bank Shot,[1629682],1610612738.0,BOS,driving floating bank,,,Waters,T. Waters,,,,,,,,6.18,Missed,,,,,,,,,,,,,,,,
280,PT03M21.00S,2021-05-13T00:52:24.7Z,2,REGULAR,rebound,defensive,[],1630171,,,1610612739,40,31,2021-05-13T00:52:26Z,2760000,,,0,,I. Okoro REBOUND (Off:1 Def:4),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,279.0,5.0,4.0,1.0,,,,,,,,,,,,
281,PT03M09.00S,2021-05-13T00:52:36.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,5.863994743758213,49.08854166666667,1610612739,42,31,2021-05-13T00:52:42Z,2770000,5.0,3.0,1,left,J. Allen cutting Layup (4 PTS) (I. Okoro 4 AST),"[1628386, 1630171]",1610612739.0,CLE,cutting,,,Allen,J. Allen,,,,,,,,0.53,Made,,,,,4.0,I. Okoro,1630171.0,4.0,,,,,,,,
283,PT03M07.00S,2021-05-13T00:52:43.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,42,31,2021-05-13T00:52:43Z,2790000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT03M07.00S,2021-05-13T00:55:27.7Z,2,REGULAR,substitution,out,[],203095,,,1610612738,42,31,2021-05-13T00:55:44Z,2800000,,,0,,SUB out: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT03M07.00S,2021-05-13T00:55:27.7Z,2,REGULAR,substitution,in,[],1629684,,,1610612738,42,31,2021-05-13T00:55:44Z,2810000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT02M55.00S,2021-05-13T00:55:53.9Z,2,REGULAR,3pt,Jump Shot,[],1630174,66.70499342969777,54.970894607843135,1610612738,42,31,2021-05-13T00:55:59Z,2820000,25.0,260.0,1,right,MISS A. Nesmith 26' 3PT,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,26.17,Missed,,,,,,,,,,,,,,,,
287,PT02M54.00S,2021-05-13T00:55:54.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612739,42,31,2021-05-13T00:55:59Z,2830000,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,286.0,,,,,,,,,,,,,,,
288,PT02M39.00S,2021-05-13T00:56:20.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,13.222733245729303,45.90226715686275,1610612739,42,31,2021-05-13T00:56:24Z,2840000,20.0,72.0,1,left,MISS J. Allen 7' turnaround Hook,[1628386],1610612739.0,CLE,turnaround,,,Allen,J. Allen,,,,,,,,7.47,Missed,,,,,,,,,,,,,,,,
289,PT02M37.00S,2021-05-13T00:56:22.6Z,2,REGULAR,rebound,defensive,[],1630174,,,1610612738,42,31,2021-05-13T00:56:24Z,2850000,,,0,,A. Nesmith REBOUND (Off:0 Def:3),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,288.0,3.0,3.0,0.0,,,,,,,,,,,,
290,PT02M25.00S,2021-05-13T00:56:35.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,93.64323258869908,52.51991421568627,1610612738,42,33,2021-05-13T00:56:41Z,2860000,13.0,7.0,1,right,J. Tatum driving reverse Layup (11 PTS),[1628369],1610612738.0,BOS,driving reverse,,,Tatum,J. Tatum,,,,,,,,1.46,Made,,,,,11.0,,,,,,,,,,,
291,PT01M56.00S,2021-05-13T00:57:04.1Z,2,REGULAR,3pt,Jump Shot,[],201567,25.57490144546649,8.892463235294118,1610612739,42,33,2021-05-13T00:57:07Z,2870000,206.0,188.0,1,left,MISS K. Love 27' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,27.85,Missed,,,,,,,,,,,,,,,,
292,PT01M53.00S,2021-05-13T00:57:07.1Z,2,REGULAR,rebound,defensive,[],202684,,,1610612738,42,33,2021-05-13T00:57:07Z,2880000,,,0,,T. Thompson REBOUND (Off:1 Def:3),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,291.0,4.0,3.0,1.0,,,,,,,,,,,,
293,PT01M49.00S,2021-05-13T00:57:10.9Z,2,REGULAR,3pt,Jump Shot,[],1628369,94.56307490144546,4.235600490196079,1610612738,42,33,2021-05-13T00:57:17Z,2890000,-229.0,-1.0,1,right,MISS J. Tatum 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,22.88,Missed,,,,,,,,,,,,,,,,
294,PT01M46.00S,2021-05-13T00:57:14.1Z,2,REGULAR,rebound,offensive,[],202684,,,1610612738,42,33,2021-05-13T00:57:14Z,2900000,,,0,,T. Thompson REBOUND (Off:2 Def:3),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,293.0,5.0,3.0,2.0,,,,,,,,,,,,
295,PT01M43.00S,2021-05-13T00:57:16.3Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",202684,86.81011826544021,42.470894607843135,1610612738,42,35,2021-05-13T00:57:20Z,2910000,-38.0,71.0,1,right,T. Thompson 8' turnaround Hook (4 PTS),[202684],1610612738.0,BOS,turnaround,,,Thompson,T. Thompson,,,,,,,,8.08,Made,,,,,4.0,,,,,,,,,,,
296,PT01M24.00S,2021-05-13T00:57:35.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,7.966491458607096,48.59834558823529,1610612739,42,35,2021-05-13T00:57:41Z,2920000,7.0,22.0,1,left,MISS J. Allen cutting Layup,[1628386],1610612739.0,CLE,cutting,,,Allen,J. Allen,,,,,,,,2.35,Missed,,,,,,,,,,,,,,,,
297,PT01M22.00S,2021-05-13T00:57:37.8Z,2,REGULAR,rebound,defensive,[],1630174,,,1610612738,42,35,2021-05-13T00:57:41Z,2930000,,,0,,A. Nesmith REBOUND (Off:0 Def:4),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,296.0,4.0,4.0,0.0,,,,,,,,,,,,
298,PT01M15.00S,2021-05-13T00:57:46.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202684,90.22667542706965,37.07873774509804,1610612738,42,37,2021-05-13T00:57:50Z,2940000,-65.0,39.0,1,right,T. Thompson 7' turnaround Hook (6 PTS) (T. Waters 2 AST),"[202684, 1629682]",1610612738.0,BOS,turnaround,,,Thompson,T. Thompson,,,,,,,,7.57,Made,,,,,6.0,T. Waters,1629682.0,2.0,,,,,,,,
300,PT01M15.00S,2021-05-13T00:57:56.4Z,2,REGULAR,timeout,full,['team'],0,,,1610612739,42,37,2021-05-13T00:57:56Z,2960000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT01M15.00S,2021-05-13T00:59:05.6Z,2,REGULAR,substitution,out,[],201567,,,1610612739,42,37,2021-05-13T00:59:29Z,2970000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT01M15.00S,2021-05-13T00:59:05.6Z,2,REGULAR,substitution,in,[],1629012,,,1610612739,42,37,2021-05-13T00:59:29Z,2980000,,,0,,SUB in: C. Sexton,[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT00M55.20S,2021-05-13T00:59:44.7Z,2,REGULAR,turnover,bad pass,[],1629012,,,1610612739,42,37,2021-05-13T00:59:49Z,2990000,,,0,,C. Sexton bad pass TURNOVER (4 TO),"[1629012, 1629684]",1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,4.0,Williams,1629684.0,,,,,,,,,,,,,,,,,,
304,PT00M55.20S,2021-05-13T00:59:44.7Z,2,REGULAR,steal,,[],1629684,,,1610612738,42,37,2021-05-13T00:59:46Z,3000000,,,0,,G. Williams STEAL (1 STL),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT00M46.00S,2021-05-13T00:59:53.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628369,94.1688567674113,50.314031862745104,1610612738,42,37,2021-05-13T01:00:00Z,3010000,2.0,2.0,1,right,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,,0.28,Missed,,,,,,,,,,,,,,,,
306,PT00M43.40S,2021-05-13T00:59:59.3Z,2,REGULAR,rebound,offensive,[],1629682,,,1610612738,42,37,2021-05-13T00:59:59Z,3020000,,,0,,T. Waters REBOUND (Off:1 Def:0),[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,305.0,1.0,0.0,1.0,,,,,,,,,,,,
307,PT00M43.40S,2021-05-13T01:00:02.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,42,37,2021-05-13T01:00:02Z,3030000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT00M35.10S,2021-05-13T01:00:22.4Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628369,74.85216819973719,88.79442401960785,1610612738,42,37,2021-05-13T01:00:29Z,3040000,194.0,184.0,1,right,MISS J. Tatum 26' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,,,,26.73,Missed,,,,,,,,,,,,,,,,
309,PT00M31.80S,2021-05-13T01:00:25.7Z,2,REGULAR,rebound,defensive,[],1630271,,,1610612739,42,37,2021-05-13T01:00:29Z,3050000,,,0,,B. Thomas REBOUND (Off:0 Def:5),[1630271],1610612739.0,CLE,,,,Thomas,B. Thomas,,,,,,,,,,308.0,5.0,5.0,0.0,,,,,,,,,,,,
310,PT00M10.70S,2021-05-13T01:00:46.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,11.908672798948752,48.353247549019606,1610612739,42,37,2021-05-13T01:00:50Z,3060000,8.0,59.0,1,left,MISS C. Sexton 6' driving Layup - blocked,"[1629012, 1629682]",1610612739.0,CLE,driving,,,Sexton,C. Sexton,,,,,,,,6.0,Missed,,,,,,,,,,,,,,Waters,1629682.0,
311,PT00M10.70S,2021-05-13T01:00:46.8Z,2,REGULAR,block,,[],1629682,,,1610612739,42,37,2021-05-13T01:00:49Z,3070000,,,0,,T. Waters BLOCK (1 BLK),[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT00M07.40S,2021-05-13T01:00:50.1Z,2,REGULAR,rebound,defensive,[],1630174,,,1610612738,42,37,2021-05-13T01:00:50Z,3080000,,,0,,A. Nesmith REBOUND (Off:0 Def:5),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,310.0,5.0,5.0,0.0,,,,,,,,,,,,
313,PT00M07.40S,2021-05-13T01:00:51.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630174,94.1688567674113,50.314031862745104,1610612738,42,39,2021-05-13T01:01:58Z,3090000,2.0,2.0,1,right,A. Nesmith running DUNK (4 PTS),[1630174],1610612738.0,BOS,running,,,Nesmith,A. Nesmith,,,,,,,,0.28,Made,,,,,4.0,,,,,,,,,,,
314,PT00M01.00S,2021-05-13T01:01:10.4Z,2,REGULAR,turnover,bad pass,[],1629012,,,1610612739,42,39,2021-05-13T01:01:15Z,3100000,,,0,,C. Sexton bad pass TURNOVER (5 TO),"[1629012, 1628369]",1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,5.0,Tatum,1628369.0,,,,,,,,,,,,,,,,,,
315,PT00M01.00S,2021-05-13T01:01:10.4Z,2,REGULAR,steal,,[],1628369,,,1610612738,42,39,2021-05-13T01:01:14Z,3110000,,,0,,J. Tatum STEAL (2 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT00M00.00S,2021-05-13T01:01:20.3Z,2,REGULAR,period,end,[],0,,,1610612738,42,39,2021-05-13T01:01:20Z,3120000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT12M00.00S,2021-05-13T01:01:35.0Z,3,REGULAR,substitution,out,['startperiod'],1630271,,,1610612738,42,39,2021-05-13T01:16:33Z,3130000,,,0,,SUB out: B. Thomas,[1630271],1610612739.0,CLE,,,,Thomas,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2021-05-13T01:01:35.0Z,3,REGULAR,substitution,out,['startperiod'],1630174,,,1610612738,42,39,2021-05-13T01:16:33Z,3140000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2021-05-13T01:01:35.0Z,3,REGULAR,substitution,in,['startperiod'],201567,,,1610612738,42,39,2021-05-13T01:16:33Z,3150000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2021-05-13T01:01:35.0Z,3,REGULAR,substitution,in,['startperiod'],203095,,,1610612738,42,39,2021-05-13T01:16:33Z,3160000,,,0,,SUB in: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT12M00.00S,2021-05-13T01:16:36.0Z,3,REGULAR,period,start,[],0,,,1610612738,42,39,2021-05-13T01:16:36Z,3170000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT11M47.00S,2021-05-13T01:16:47.9Z,3,REGULAR,3pt,Jump Shot,[],1629684,25.706307490144546,14.284620098039216,1610612738,42,42,2021-05-13T01:16:51Z,3180000,179.0,189.0,1,left,G. Williams 26' 3PT  (6 PTS) (E. Fournier 1 AST),"[1629684, 203095]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,26.01,Made,,,,,6.0,E. Fournier,203095.0,1.0,,,,,,,,
324,PT11M26.00S,2021-05-13T01:17:08.4Z,3,REGULAR,3pt,Jump Shot,[],1630171,80.3712220762155,6.1963848039215685,1610612739,42,42,2021-05-13T01:17:13Z,3200000,-219.0,132.0,1,right,MISS I. Okoro 25' 3PT,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,25.57,Missed,,,,,,,,,,,,,,,,
325,PT11M23.00S,2021-05-13T01:17:11.4Z,3,REGULAR,rebound,defensive,[],1629682,,,1610612738,42,42,2021-05-13T01:17:13Z,3210000,,,0,,T. Waters REBOUND (Off:1 Def:1),[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,324.0,2.0,1.0,1.0,,,,,,,,,,,,
326,PT11M15.00S,2021-05-13T01:17:19.3Z,3,REGULAR,3pt,Jump Shot,[],1629682,24.78646517739816,90.01991421568627,1610612738,42,45,2021-05-13T01:17:24Z,3220000,-200.0,180.0,1,left,T. Waters 26' 3PT  (3 PTS),[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,26.95,Made,,,,,3.0,,,,,,,,,,,
327,PT10M59.00S,2021-05-13T01:17:35.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,91.01511169513797,51.53952205882353,1610612739,42,45,2021-05-13T01:17:40Z,3230000,8.0,32.0,1,right,MISS J. Allen alley-oop DUNK,[1628386],1610612739.0,CLE,alley-oop,,,Allen,J. Allen,,,,,,,,3.29,Missed,,,,,,,,,,,,,,,,
328,PT10M56.00S,2021-05-13T01:17:38.6Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,42,45,2021-05-13T01:17:38Z,3240000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,327.0,4.0,4.0,0.0,,,,,,,,,,,,
329,PT10M37.00S,2021-05-13T01:17:57.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202684,8.754927726675426,51.049325980392155,1610612738,42,45,2021-05-13T01:18:03Z,3250000,-5.0,30.0,1,left,MISS T. Thompson bank Hook,[202684],1610612738.0,BOS,bank,,,Thompson,T. Thompson,,,,,,,,3.03,Missed,,,,,,,,,,,,,,,,
330,PT10M34.00S,2021-05-13T01:18:00.3Z,3,REGULAR,rebound,defensive,[],1628386,,,1610612739,42,45,2021-05-13T01:18:00Z,3260000,,,0,,J. Allen REBOUND (Off:1 Def:6),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,329.0,7.0,6.0,1.0,,,,,,,,,,,,
331,PT10M23.00S,2021-05-13T01:18:11.7Z,3,REGULAR,3pt,Jump Shot,[],201567,78.0059132720105,9.137561274509803,1610612739,45,45,2021-05-13T01:18:16Z,3270000,-204.0,154.0,1,right,K. Love 25' 3PT  (12 PTS) (I. Okoro 5 AST),"[201567, 1630171]",1610612739.0,CLE,,,,Love,K. Love,,,,,,,,25.6,Made,,,,,12.0,I. Okoro,1630171.0,5.0,,,,,,,,
333,PT10M04.00S,2021-05-13T01:18:30.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203095,14.011169513797633,48.10814950980392,1610612738,45,45,2021-05-13T01:18:35Z,3290000,9.0,79.0,1,left,MISS E. Fournier 7' driving floating Shot,[203095],1610612738.0,BOS,driving floating,,,Fournier,E. Fournier,,,,,,,,7.98,Missed,,,,,,,,,,,,,,,,
334,PT10M01.00S,2021-05-13T01:18:33.8Z,3,REGULAR,rebound,defensive,[],201567,,,1610612739,45,45,2021-05-13T01:18:35Z,3300000,,,0,,K. Love REBOUND (Off:0 Def:6),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,333.0,6.0,6.0,0.0,,,,,,,,,,,,
335,PT10M00.00S,2021-05-13T01:18:38.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,92.85479632063075,52.029718137254896,1610612739,45,45,2021-05-13T01:18:49Z,3310000,10.0,15.0,1,right,MISS C. Sexton running Layup,[1629012],1610612739.0,CLE,running,,,Sexton,C. Sexton,,,,,,,,1.78,Missed,,,,,,,,,,,,,,,,
336,PT10M00.00S,2021-05-13T01:18:38.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,45,45,2021-05-13T01:18:49Z,3320000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,335.0,,,,,,,,,,,,,,,
337,PT09M47.00S,2021-05-13T01:19:05.1Z,3,REGULAR,3pt,Jump Shot,[],1629684,33.590670170827856,47.372855392156865,1610612738,45,45,2021-05-13T01:19:08Z,3330000,13.0,263.0,1,left,MISS G. Williams 26' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,26.36,Missed,,,,,,,,,,,,,,,,
338,PT09M45.00S,2021-05-13T01:19:07.1Z,3,REGULAR,rebound,defensive,[],201567,,,1610612739,45,45,2021-05-13T01:19:08Z,3340000,,,0,,K. Love REBOUND (Off:0 Def:7),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,337.0,7.0,7.0,0.0,,,,,,,,,,,,
339,PT09M39.00S,2021-05-13T01:19:15.2Z,3,REGULAR,foul,personal,['2freethrow'],202684,,,1610612739,45,45,2021-05-13T01:19:28Z,3350000,,,0,,T. Thompson shooting personal FOUL (2 PF) (Sexton 2 FT),"[202684, 1629012]",1610612738.0,BOS,shooting,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,2148.0,2.0,0.0,Sexton,1629012.0,,,
341,PT09M39.00S,2021-05-13T01:19:37.2Z,3,REGULAR,freethrow,1 of 2,[],1629012,,,1610612739,45,45,2021-05-13T01:19:37Z,3370000,,,0,,MISS C. Sexton Free Throw 1 of 2,[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,Missed,,,,,,,,,,,,,,,,
342,PT09M39.00S,2021-05-13T01:19:37.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,45,45,2021-05-13T01:19:37Z,3380000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,341.0,,,,,,,,,,,,,,,
343,PT09M39.00S,2021-05-13T01:19:49.3Z,3,REGULAR,freethrow,2 of 2,[],1629012,,,1610612739,46,45,2021-05-13T01:19:49Z,3390000,,,0,,C. Sexton Free Throw 2 of 2 (14 PTS),[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,Made,,,,,14.0,,,,,,,,,,,
344,PT09M32.00S,2021-05-13T01:19:56.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629682,15.588042049934298,44.18658088235294,1610612738,46,47,2021-05-13T01:20:00Z,3400000,29.0,94.0,1,left,T. Waters 9' pullup Jump Shot (5 PTS),[1629682],1610612738.0,BOS,pullup,,,Waters,T. Waters,,,,,,,,9.84,Made,,,,,5.0,,,,,,,,,,,
