actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,playerName,playerNameI,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
274,PT03M13.00S,2021-04-07T00:38:57.5Z,2,REGULAR,substitution,in,[],1629680,,,1610612738,38,52,2021-04-07T00:39:10Z,2680000,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,,,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,
275,PT03M13.00S,2021-04-07T00:38:56.2Z,2,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,38,52,2021-04-07T00:39:29Z,2690000,,,0,,MISS M. Smart Free Throw 2 of 2,[203935],1610612738.0,BOS,,,,,,,,,Smart,M. Smart,,Missed,,,,,,,,,,,,,,,,
276,PT03M13.00S,2021-04-07T00:38:56.2Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,38,52,2021-04-07T00:39:29Z,2700000,,,0,,T. Harris REBOUND (Off:2 Def:4),[202699],1610612755.0,PHI,,,,,,,,,Harris,T. Harris,,,,275.0,6.0,4.0,2.0,,,,,,,,,,,
277,PT03M01.00S,2021-04-07T00:39:39.4Z,2,REGULAR,foul,personal,['2freethrow'],1629605,,,1610612755,38,52,2021-04-07T00:39:49Z,2710000,,,0,,T. Fall shooting personal FOUL (1 PF) (Embiid 2 FT),"[1629605, 203954]",1610612738.0,BOS,shooting,,,,,,1146.0,,Fall,T. Fall,,,,,,,,1.0,0.0,Embiid,203954.0,,,,,,,
279,PT03M01.00S,2021-04-07T00:40:07.7Z,2,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,38,52,2021-04-07T00:40:07Z,2730000,,,0,,MISS J. Embiid Free Throw 1 of 2,[203954],1610612755.0,PHI,,,,,,,,,Embiid,J. Embiid,,Missed,,,,,,,,,,,,,,,,
280,PT03M01.00S,2021-04-07T00:40:07.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,38,52,2021-04-07T00:40:07Z,2740000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,279.0,,,,,,,,,,,,,,
281,PT03M01.00S,2021-04-07T00:40:22.2Z,2,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,38,53,2021-04-07T00:40:22Z,2750000,,,0,,J. Embiid Free Throw 2 of 2 (15 PTS),[203954],1610612755.0,PHI,,,,,,,,,Embiid,J. Embiid,,Made,15.0,,,,,,,,,,,,,,,
282,PT02M45.00S,2021-04-07T00:40:40.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202689,88.12417871222075,63.549325980392155,1610612738,38,53,2021-04-07T00:40:48Z,2760000,68.0,59.0,1,right,MISS K. Walker 8' fadeaway Shot,[202689],1610612738.0,BOS,fadeaway,,,,,,,,Walker,K. Walker,8.99,Missed,,,,,,,,,,,,,,,,
283,PT02M44.00S,2021-04-07T00:40:41.7Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,38,53,2021-04-07T00:40:48Z,2770000,,,0,,T. Harris REBOUND (Off:2 Def:5),[202699],1610612755.0,PHI,,,,,,,,,Harris,T. Harris,,,,282.0,7.0,5.0,2.0,,,,,,,,,,,
284,PT02M40.00S,2021-04-07T00:40:53.2Z,2,REGULAR,turnover,lost ball,[],202699,,,1610612755,38,53,2021-04-07T00:41:21Z,2780000,,,0,,T. Harris lost ball TURNOVER (2 TO),[202699],1610612755.0,PHI,,,,,,,,2.0,Harris,T. Harris,,,,,,,,,,,,,,,,,,
285,PT02M37.00S,2021-04-07T00:40:59.2Z,2,REGULAR,foul,personal,[],202699,,,1610612738,38,53,2021-04-07T00:41:08Z,2790000,,,0,,T. Harris loose ball personal FOUL (2 PF),"[202699, 202689]",1610612755.0,PHI,loose ball,,,,,,202049.0,,Harris,T. Harris,,,,,,,,2.0,0.0,Walker,202689.0,,,,,,,
287,PT02M23.00S,2021-04-07T00:41:28.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202689,86.41590013140605,46.392463235294116,1610612738,38,53,2021-04-07T00:41:35Z,2810000,-18.0,75.0,1,right,MISS K. Walker 7' driving Layup,[202689],1610612738.0,BOS,driving,,,,,,,,Walker,K. Walker,7.73,Missed,,,,,,,,,,,,,,,,
288,PT02M21.00S,2021-04-07T00:41:30.4Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,38,53,2021-04-07T00:41:35Z,2820000,,,0,,T. Harris REBOUND (Off:2 Def:6),[202699],1610612755.0,PHI,,,,,,,,,Harris,T. Harris,,,,287.0,8.0,6.0,2.0,,,,,,,,,,,
289,PT02M17.00S,2021-04-07T00:41:35.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",202699,8.623521681997373,44.43167892156863,1610612755,38,53,2021-04-07T00:41:46Z,2830000,28.0,29.0,1,left,MISS T. Harris running finger roll Layup,[202699],1610612755.0,PHI,running finger roll,,,,,,,,Harris,T. Harris,3.99,Missed,,,,,,,,,,,,,,,,
290,PT02M15.00S,2021-04-07T00:41:37.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612755,38,53,2021-04-07T00:42:03Z,2840000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,289.0,,,,,,,,,,,,,,
291,PT02M15.00S,2021-04-07T00:41:40.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,38,53,2021-04-07T00:41:40Z,2850000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT02M07.00S,2021-04-07T00:42:00.4Z,2,REGULAR,turnover,bad pass,[],203954,,,1610612755,38,53,2021-04-07T00:42:06Z,2860000,,,0,,J. Embiid bad pass TURNOVER (2 TO),"[203954, 203935]",1610612755.0,PHI,,,,,,,,2.0,Embiid,J. Embiid,,,,,,,,,,,,Smart,203935.0,,,,,
293,PT02M07.00S,2021-04-07T00:42:00.4Z,2,REGULAR,steal,,[],203935,,,1610612738,38,53,2021-04-07T00:42:02Z,2870000,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,,,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,
294,PT02M02.00S,2021-04-07T00:42:05.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203935,90.48948751642575,44.18658088235294,1610612738,40,53,2021-04-07T00:42:15Z,2880000,-29.0,37.0,1,right,M. Smart running reverse Layup (8 PTS),[203935],1610612738.0,BOS,running reverse,,,,,,,,Smart,M. Smart,4.7,Made,8.0,,,,,,,,,,,,,,,
295,PT01M48.00S,2021-04-07T00:42:19.4Z,2,REGULAR,3pt,Jump Shot,[],203954,32.14520367936925,57.91207107843137,1610612755,40,53,2021-04-07T00:42:26Z,2890000,-40.0,250.0,1,left,MISS J. Embiid 25' 3PT,[203954],1610612755.0,PHI,,,,,,,,,Embiid,J. Embiid,25.28,Missed,,,,,,,,,,,,,,,,
296,PT01M44.00S,2021-04-07T00:42:23.4Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,40,53,2021-04-07T00:42:26Z,2900000,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,,,,,,Brown,J. Brown,,,,295.0,1.0,1.0,0.0,,,,,,,,,,,
297,PT01M32.00S,2021-04-07T00:42:34.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629605,90.48948751642575,55.70618872549019,1610612738,42,53,2021-04-07T00:42:39Z,2910000,29.0,37.0,1,right,T. Fall Layup (2 PTS) (M. Smart 1 AST),"[1629605, 203935]",1610612738.0,BOS,,,,,,,,,Fall,T. Fall,4.66,Made,2.0,,,,,,,,,,,M. Smart,203935.0,1.0,,
299,PT01M18.00S,2021-04-07T00:42:49.3Z,2,REGULAR,3pt,Jump Shot,[],1629680,31.488173455978973,23.353247549019606,1610612755,42,56,2021-04-07T00:42:54Z,2930000,133.0,243.0,1,left,M. Thybulle 27' 3PT  (3 PTS) (S. Curry 2 AST),"[1629680, 203552]",1610612755.0,PHI,,,,,,,,,Thybulle,M. Thybulle,27.76,Made,3.0,,,,,,,,,,,S. Curry,203552.0,2.0,,
301,PT00M50.00S,2021-04-07T00:43:18.2Z,2,REGULAR,3pt,Jump Shot,[],1628369,65.91655716162943,27.029718137254903,1610612738,42,56,2021-04-07T00:43:25Z,2950000,-115.0,268.0,1,right,MISS J. Tatum 29' 3PT,[1628369],1610612738.0,BOS,,,,,,,,,Tatum,J. Tatum,29.15,Missed,,,,,,,,,,,,,,,,
302,PT00M48.20S,2021-04-07T00:43:20.0Z,2,REGULAR,rebound,defensive,[],1629680,,,1610612755,42,56,2021-04-07T00:43:25Z,2960000,,,0,,M. Thybulle REBOUND (Off:0 Def:1),[1629680],1610612755.0,PHI,,,,,,,,,Thybulle,M. Thybulle,,,,301.0,1.0,1.0,0.0,,,,,,,,,,,
303,PT00M37.30S,2021-04-07T00:43:31.0Z,2,REGULAR,3pt,Jump Shot,[],203954,31.882391590013142,34.38265931372549,1610612755,42,56,2021-04-07T00:43:38Z,2970000,78.0,247.0,1,left,MISS J. Embiid 25' 3PT,[203954],1610612755.0,PHI,,,,,,,,,Embiid,J. Embiid,25.92,Missed,,,,,,,,,,,,,,,,
304,PT00M35.60S,2021-04-07T00:43:32.7Z,2,REGULAR,rebound,defensive,[],1629605,,,1610612738,42,56,2021-04-07T00:43:38Z,2980000,,,0,,T. Fall REBOUND (Off:0 Def:1),[1629605],1610612738.0,BOS,,,,,,,,,Fall,T. Fall,,,,303.0,1.0,1.0,0.0,,,,,,,,,,,
305,PT00M26.00S,2021-04-07T00:43:43.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,84.44480946123521,52.76501225490197,1610612738,44,56,2021-04-07T00:43:52Z,2990000,14.0,94.0,1,right,M. Smart 9' driving floating Jump Shot (10 PTS),[203935],1610612738.0,BOS,driving floating,,,,,,,,Smart,M. Smart,9.47,Made,10.0,,,,,,,,,,,,,,,
306,PT00M06.80S,2021-04-07T00:44:05.2Z,2,REGULAR,3pt,Jump Shot,[],203552,32.933639947437584,38.794424019607845,1610612755,44,59,2021-04-07T00:45:51Z,3000000,56.0,257.0,1,left,S. Curry 26' 3PT step back (5 PTS) (B. Simmons 4 AST),"[203552, 1627732]",1610612755.0,PHI,step back,,,,,,,,Curry,S. Curry,26.31,Made,5.0,,,,,,,,,,,B. Simmons,1627732.0,4.0,,
308,PT00M00.70S,2021-04-07T00:44:18.2Z,2,REGULAR,2pt,Jump Shot,[],202689,83.52496714848883,71.8826593137255,1610612738,46,59,2021-04-07T00:46:18Z,3020000,109.0,102.0,1,right,K. Walker 14' driving floating bank Jump Shot (5 PTS),[202689],1610612738.0,BOS,driving floating bank,,,,,,,,Walker,K. Walker,14.98,Made,5.0,,,,,,,,,,,,,,,
309,PT00M00.00S,2021-04-07T00:44:30.0Z,2,REGULAR,period,end,[],0,,,1610612755,46,59,2021-04-07T00:44:30Z,3030000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT12M00.00S,2021-04-07T01:00:36.2Z,3,REGULAR,substitution,out,['startperiod'],1629605,,,1610612755,46,59,2021-04-07T01:00:54Z,3040000,,,0,,SUB out: T. Fall,[1629605],1610612738.0,BOS,,,,,,,,,Fall,T. Fall,,,,,,,,,,,,,,,,,,
311,PT12M00.00S,2021-04-07T01:00:36.2Z,3,REGULAR,substitution,out,['startperiod'],1629680,,,1610612755,46,59,2021-04-07T01:00:54Z,3050000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,,,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,
312,PT12M00.00S,2021-04-07T01:00:36.2Z,3,REGULAR,substitution,in,['startperiod'],1629057,,,1610612755,46,59,2021-04-07T01:00:54Z,3060000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,,,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,
313,PT12M00.00S,2021-04-07T01:00:36.2Z,3,REGULAR,substitution,in,['startperiod'],201980,,,1610612755,46,59,2021-04-07T01:00:54Z,3070000,,,0,,SUB in: D. Green,[201980],1610612755.0,PHI,,,,,,,,,Green,D. Green,,,,,,,,,,,,,,,,,,
314,PT12M00.00S,2021-04-07T01:01:14.0Z,3,REGULAR,period,start,[],0,,,1610612755,46,59,2021-04-07T01:01:14Z,3080000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT11M38.00S,2021-04-07T01:01:35.4Z,3,REGULAR,2pt,Jump Shot,[],203954,90.53876478318003,75.09191176470588,1610612755,46,59,2021-04-07T01:01:40Z,3090000,125.0,36.0,1,right,MISS J. Embiid 13' Jump Shot,[203954],1610612755.0,PHI,,,,,,,,,Embiid,J. Embiid,13.07,Missed,,,,,,,,,,,,,,,,
316,PT11M36.00S,2021-04-07T01:01:37.4Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,46,59,2021-04-07T01:01:40Z,3100000,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,,,,,,Tatum,J. Tatum,,,,315.0,3.0,3.0,0.0,,,,,,,,,,,
317,PT11M27.00S,2021-04-07T01:01:49.6Z,3,REGULAR,foul,personal,[],203552,,,1610612738,46,59,2021-04-07T01:01:57Z,3110000,,,0,,S. Curry personal FOUL (3 PF),"[203552, 202689]",1610612755.0,PHI,,,,,,,202056.0,,Curry,S. Curry,,,,,,,,3.0,0.0,Walker,202689.0,,,,,,,
319,PT11M20.00S,2021-04-07T01:02:09.7Z,3,REGULAR,3pt,Jump Shot,[],203935,30.699737187910642,25.559129901960787,1610612738,46,59,2021-04-07T01:02:16Z,3130000,122.0,236.0,1,left,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,,,,,,,,,Smart,M. Smart,26.58,Missed,,,,,,,,,,,,,,,,
320,PT11M18.00S,2021-04-07T01:02:11.7Z,3,REGULAR,rebound,defensive,[],1627732,,,1610612755,46,59,2021-04-07T01:02:16Z,3140000,,,0,,B. Simmons REBOUND (Off:0 Def:2),[1627732],1610612755.0,PHI,,,,,,,,,Simmons,B. Simmons,,,,319.0,2.0,2.0,0.0,,,,,,,,,,,
321,PT11M00.00S,2021-04-07T01:02:29.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203552,82.07950065703022,54.23560049019608,1610612755,46,61,2021-04-07T01:02:34Z,3150000,21.0,116.0,1,right,S. Curry 11' driving floating Jump Shot (7 PTS),[203552],1610612755.0,PHI,driving floating,,,,,,,,Curry,S. Curry,11.79,Made,7.0,,,,,,,,,,,,,,,
322,PT10M53.00S,2021-04-07T01:02:39.9Z,3,REGULAR,turnover,traveling,[],1629057,,,1610612738,46,61,2021-04-07T01:02:47Z,3160000,,,0,,R. Williams III traveling TURNOVER (3 TO),[1629057],1610612738.0,BOS,,,,,,,202049.0,3.0,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,
323,PT10M29.00S,2021-04-07T01:03:16.7Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203954,81.15965834428384,59.62775735294118,1610612755,46,63,2021-04-07T01:03:22Z,3170000,48.0,125.0,1,right,J. Embiid 13' Jump Shot (17 PTS) (T. Harris 2 AST),"[203954, 202699]",1610612755.0,PHI,,,,,,,,,Embiid,J. Embiid,13.36,Made,17.0,,,,,,,,,,,T. Harris,202699.0,2.0,,
325,PT10M17.00S,2021-04-07T01:03:27.9Z,3,REGULAR,turnover,bad pass,[],1628369,,,1610612738,46,63,2021-04-07T01:03:32Z,3190000,,,0,,J. Tatum bad pass TURNOVER (1 TO),"[1628369, 201980]",1610612738.0,BOS,,,,,,,,1.0,Tatum,J. Tatum,,,,,,,,,,,,Green,201980.0,,,,,
326,PT10M17.00S,2021-04-07T01:03:27.9Z,3,REGULAR,steal,,[],201980,,,1610612755,46,63,2021-04-07T01:03:29Z,3200000,,,0,,D. Green STEAL (2 STL),[201980],1610612755.0,PHI,,,,,,,,,Green,D. Green,,,,,,,,,,,,,,,,,,
327,PT10M13.00S,2021-04-07T01:03:32.8Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203552,66.5735873850197,30.95128676470588,1610612755,46,63,2021-04-07T01:03:42Z,3210000,-95.0,262.0,1,right,MISS S. Curry 27' running pullup 3PT,[203552],1610612755.0,PHI,running pullup,,,,,,,,Curry,S. Curry,27.85,Missed,,,,,,,,,,,,,,,,
328,PT10M11.00S,2021-04-07T01:03:34.8Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,46,63,2021-04-07T01:03:42Z,3220000,,,0,,R. Williams III REBOUND (Off:2 Def:3),[1629057],1610612738.0,BOS,,,,,,,,,Williams III,R. Williams III,,,,327.0,5.0,3.0,2.0,,,,,,,,,,,
329,PT10M04.00S,2021-04-07T01:03:42.0Z,3,REGULAR,turnover,bad pass,[],202689,,,1610612738,46,63,2021-04-07T01:03:45Z,3230000,,,0,,K. Walker bad pass TURNOVER (1 TO),"[202689, 202699]",1610612738.0,BOS,,,,,,,,1.0,Walker,K. Walker,,,,,,,,,,,,Harris,202699.0,,,,,
330,PT10M04.00S,2021-04-07T01:03:42.0Z,3,REGULAR,steal,,[],202699,,,1610612755,46,63,2021-04-07T01:03:43Z,3240000,,,0,,T. Harris STEAL (2 STL),[202699],1610612755.0,PHI,,,,,,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,
331,PT09M44.00S,2021-04-07T01:04:01.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201980,91.01511169513797,95.90226715686273,1610612755,46,63,2021-04-07T01:04:07Z,3250000,230.0,32.0,1,right,MISS D. Green 3PT,[201980],1610612755.0,PHI,,,,,,,,,Green,D. Green,23.17,Missed,,,,,,,,,,,,,,,,
332,PT09M42.00S,2021-04-07T01:04:03.3Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,46,63,2021-04-07T01:04:07Z,3260000,,,0,,R. Williams III REBOUND (Off:2 Def:4),[1629057],1610612738.0,BOS,,,,,,,,,Williams III,R. Williams III,,,,331.0,6.0,4.0,2.0,,,,,,,,,,,
333,PT09M36.00S,2021-04-07T01:04:11.0Z,3,REGULAR,foul,personal,['2freethrow'],1627732,,,1610612738,46,63,2021-04-07T01:04:38Z,3270000,,,0,,B. Simmons shooting personal FOUL (1 PF) (Tatum 2 FT),"[1627732, 1628369]",1610612755.0,PHI,shooting,,,,,,202049.0,,Simmons,B. Simmons,,,,,,,,1.0,0.0,Tatum,1628369.0,,,,,,,
335,PT09M36.00S,2021-04-07T01:04:46.7Z,3,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,47,63,2021-04-07T01:04:46Z,3290000,,,0,,J. Tatum Free Throw 1 of 2 (6 PTS),[1628369],1610612738.0,BOS,,,,,,,,,Tatum,J. Tatum,,Made,6.0,,,,,,,,,,,,,,,
336,PT09M36.00S,2021-04-07T01:05:06.0Z,3,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,48,63,2021-04-07T01:05:06Z,3300000,,,0,,J. Tatum Free Throw 2 of 2 (7 PTS),[1628369],1610612738.0,BOS,,,,,,,,,Tatum,J. Tatum,,Made,7.0,,,,,,,,,,,,,,,
337,PT09M21.00S,2021-04-07T01:05:25.2Z,3,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612755,48,63,2021-04-07T01:05:38Z,3310000,,,0,,R. Williams III shooting personal FOUL (4 PF) (Embiid 2 FT),"[1629057, 203954]",1610612738.0,BOS,shooting,,,,,,202056.0,,Williams III,R. Williams III,,,,,,,,4.0,0.0,Embiid,203954.0,,,,,,,
339,PT09M21.00S,2021-04-07T01:06:00.6Z,3,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,48,64,2021-04-07T01:06:00Z,3330000,,,0,,J. Embiid Free Throw 1 of 2 (18 PTS),[203954],1610612755.0,PHI,,,,,,,,,Embiid,J. Embiid,,Made,18.0,,,,,,,,,,,,,,,
340,PT09M21.00S,2021-04-07T01:06:02.2Z,3,REGULAR,substitution,out,[],1629057,,,1610612755,48,64,2021-04-07T01:06:05Z,3340000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,,,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,
341,PT09M21.00S,2021-04-07T01:06:02.2Z,3,REGULAR,substitution,in,[],1629605,,,1610612755,48,64,2021-04-07T01:06:05Z,3350000,,,0,,SUB in: T. Fall,[1629605],1610612738.0,BOS,,,,,,,,,Fall,T. Fall,,,,,,,,,,,,,,,,,,
342,PT09M21.00S,2021-04-07T01:06:24.1Z,3,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,48,65,2021-04-07T01:06:24Z,3360000,,,0,,J. Embiid Free Throw 2 of 2 (19 PTS),[203954],1610612755.0,PHI,,,,,,,,,Embiid,J. Embiid,,Made,19.0,,,,,,,,,,,,,,,
343,PT09M11.00S,2021-04-07T01:06:36.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202689,15.062417871222076,59.62775735294118,1610612738,50,65,2021-04-07T01:06:42Z,3370000,-48.0,89.0,1,left,K. Walker 10' pullup Jump Shot (7 PTS),[202689],1610612738.0,BOS,pullup,,,,,,,,Walker,K. Walker,10.13,Made,7.0,,,,,,,,,,,,,,,
344,PT08M52.00S,2021-04-07T01:06:55.5Z,3,REGULAR,3pt,Jump Shot,[],203954,65.78515111695138,63.30422794117647,1610612755,50,68,2021-04-07T01:07:00Z,3380000,67.0,269.0,1,right,J. Embiid 27' 3PT  (22 PTS) (T. Harris 3 AST),"[203954, 202699]",1610612755.0,PHI,,,,,,,,,Embiid,J. Embiid,27.72,Made,22.0,,,,,,,,,,,T. Harris,202699.0,3.0,,
346,PT08M37.00S,2021-04-07T01:07:10.7Z,3,REGULAR,3pt,Jump Shot,[],203935,21.895532194480946,91.98069852941177,1610612738,53,68,2021-04-07T01:07:14Z,3400000,-210.0,153.0,1,left,M. Smart 25' 3PT  (13 PTS) (J. Tatum 2 AST),"[203935, 1628369]",1610612738.0,BOS,,,,,,,,,Smart,M. Smart,25.99,Made,13.0,,,,,,,,,,,J. Tatum,1628369.0,2.0,,
348,PT08M14.00S,2021-04-07T01:07:36.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627732,89.96386333771353,60.11795343137255,1610612755,53,68,2021-04-07T01:07:44Z,3420000,51.0,42.0,1,right,MISS B. Simmons 6' Layup,[1627732],1610612755.0,PHI,,,,,,,,,Simmons,B. Simmons,6.56,Missed,,,,,,,,,,,,,,,,
349,PT08M12.00S,2021-04-07T01:07:38.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,53,68,2021-04-07T01:07:44Z,3430000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,348.0,,,,,,,,,,,,,,
350,PT08M12.00S,2021-04-07T01:07:40.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,53,68,2021-04-07T01:07:40Z,3440000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT07M58.00S,2021-04-07T01:08:01.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,17.69053876478318,51.78462009803921,1610612738,53,68,2021-04-07T01:08:08Z,3450000,-9.0,114.0,1,left,MISS M. Smart 11' pullup Shot,[203935],1610612738.0,BOS,pullup,,,,,,,,Smart,M. Smart,11.41,Missed,,,,,,,,,,,,,,,,
352,PT07M56.00S,2021-04-07T01:08:03.9Z,3,REGULAR,rebound,defensive,[],1627732,,,1610612755,53,68,2021-04-07T01:08:08Z,3460000,,,0,,B. Simmons REBOUND (Off:0 Def:3),[1627732],1610612755.0,PHI,,,,,,,,,Simmons,B. Simmons,,,,351.0,3.0,3.0,0.0,,,,,,,,,,,
353,PT07M50.00S,2021-04-07T01:08:09.7Z,3,REGULAR,turnover,lost ball,[],1627732,,,1610612755,53,68,2021-04-07T01:08:13Z,3470000,,,0,,B. Simmons lost ball TURNOVER (2 TO),"[1627732, 1628369]",1610612755.0,PHI,,,,,,,,2.0,Simmons,B. Simmons,,,,,,,,,,,,Tatum,1628369.0,,,,,
354,PT07M50.00S,2021-04-07T01:08:09.7Z,3,REGULAR,steal,,[],1628369,,,1610612738,53,68,2021-04-07T01:08:11Z,3480000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,,,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,
355,PT07M42.00S,2021-04-07T01:08:18.2Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1628369,23.078186596583443,8.402267156862745,1610612738,56,68,2021-04-07T01:08:47Z,3490000,208.0,164.0,1,left,J. Tatum 26' 3PT  (10 PTS) (K. Walker 4 AST),"[1628369, 202689]",1610612738.0,BOS,,,,,,,,,Tatum,J. Tatum,26.51,Made,10.0,,,,,,,,,,,K. Walker,202689.0,4.0,,
357,PT07M42.00S,2021-04-07T01:08:25.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,56,68,2021-04-07T01:08:25Z,3510000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT07M26.00S,2021-04-07T01:12:02.5Z,3,REGULAR,2pt,Jump Shot,[],203954,87.77923784494087,22.24264705882353,1610612755,56,68,2021-04-07T01:12:08Z,3520000,-139.0,62.0,1,right,MISS J. Embiid 15' Jump Shot,[203954],1610612755.0,PHI,,,,,,,,,Embiid,J. Embiid,15.22,Missed,,,,,,,,,,,,,,,,
359,PT07M24.00S,2021-04-07T01:12:04.5Z,3,REGULAR,rebound,defensive,[],202689,,,1610612738,56,68,2021-04-07T01:12:08Z,3530000,,,0,,K. Walker REBOUND (Off:0 Def:2),[202689],1610612738.0,BOS,,,,,,,,,Walker,K. Walker,,,,358.0,2.0,2.0,0.0,,,,,,,,,,,
360,PT07M05.00S,2021-04-07T01:12:23.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,7.30946123521682,51.294424019607845,1610612738,58,68,2021-04-07T01:13:02Z,3540000,-6.0,16.0,1,left,J. Tatum driving reverse Layup (12 PTS),[1628369],1610612738.0,BOS,driving reverse,,,,,,,,Tatum,J. Tatum,1.75,Made,12.0,,,,,,,,,,,,,,,
361,PT06M52.00S,2021-04-07T01:12:36.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627732,92.50985545335085,54.90962009803921,1610612755,58,70,2021-04-07T01:12:42Z,3550000,25.0,18.0,1,right,B. Simmons driving finger roll Layup (8 PTS),[1627732],1610612755.0,PHI,driving finger roll,,,,,,,,Simmons,B. Simmons,3.03,Made,8.0,,,,,,,,,,,,,,,
362,PT06M34.00S,2021-04-07T01:12:54.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202689,8.09789750328515,63.794424019607845,1610612738,58,70,2021-04-07T01:13:02Z,3560000,-69.0,24.0,1,left,MISS K. Walker 7' driving floating Shot - blocked,"[202689, 203954]",1610612738.0,BOS,driving floating,,,,,,,,Walker,K. Walker,7.29,Missed,,,,,,,,,,,,,,,Embiid,203954.0
