actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,playerName,playerNameI,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
184,PT09M54.00S,2021-04-07T00:21:30.0Z,2,REGULAR,substitution,in,[],1628400,,,1610612738,31,29,2021-04-07T00:21:35Z,1800000,,,0,,SUB in: S. Ojeleye,[1628400],1610612738.0,BOS,,,,,,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,
185,PT09M54.00S,2021-04-07T00:21:47.6Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1628369,,,1610612738,32,29,2021-04-07T00:21:47Z,1810000,,,0,,J. Tatum Free Throw 1 of 1 (5 PTS),[1628369],1610612738.0,BOS,,,,,,,,,Tatum,J. Tatum,,Made,5.0,,,,,,,,,,,,,,,
186,PT09M45.00S,2021-04-07T00:21:58.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627788,7.046649145860711,46.88265931372549,1610612755,32,31,2021-04-07T00:22:03Z,1820000,16.0,14.0,1,left,F. Korkmaz cutting Layup (6 PTS) (B. Simmons 2 AST),"[1627788, 1627732]",1610612755.0,PHI,cutting,,,,,,,,Korkmaz,F. Korkmaz,2.08,Made,6.0,,,,,,,,,,,B. Simmons,1627732.0,2.0,,
188,PT09M23.00S,2021-04-07T00:22:20.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,83.26215505913272,41.73560049019608,1610612738,32,31,2021-04-07T00:23:33Z,1840000,-41.0,105.0,1,right,MISS J. Tatum 11' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,,,,,,Tatum,J. Tatum,11.26,Missed,,,,,,,,,,,,,,,,
189,PT09M21.00S,2021-04-07T00:22:22.7Z,2,REGULAR,rebound,defensive,[],2730,,,1610612755,32,31,2021-04-07T00:22:27Z,1850000,,,0,,D. Howard REBOUND (Off:0 Def:1),[2730],1610612755.0,PHI,,,,,,,,,Howard,D. Howard,,,,188.0,1.0,1.0,0.0,,,,,,,,,,,
190,PT09M13.00S,2021-04-07T00:22:30.7Z,2,REGULAR,3pt,Jump Shot,[],1627788,19.004599211563733,95.16697303921569,1610612755,32,31,2021-04-07T00:22:43Z,1860000,-226.0,126.0,1,left,MISS F. Korkmaz 25' 3PT,[1627788],1610612755.0,PHI,,,,,,,,,Korkmaz,F. Korkmaz,25.86,Missed,,,,,,,,,,,,,,,,
191,PT09M11.00S,2021-04-07T00:22:32.7Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612738,32,31,2021-04-07T00:22:43Z,1870000,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,,,,,,Williams,G. Williams,,,,190.0,1.0,1.0,0.0,,,,,,,,,,,
192,PT08M59.00S,2021-04-07T00:22:44.3Z,2,REGULAR,3pt,Jump Shot,[],1629684,67.7562417871222,26.784620098039213,1610612738,35,31,2021-04-07T00:22:48Z,1880000,-116.0,251.0,1,right,G. Williams 27' 3PT  (3 PTS) (J. Tatum 1 AST),"[1629684, 1628369]",1610612738.0,BOS,,,,,,,,,Williams,G. Williams,27.62,Made,3.0,,,,,,,,,,,J. Tatum,1628369.0,1.0,,
194,PT08M36.00S,2021-04-07T00:23:07.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629003,6.652431011826544,56.196384803921575,1610612755,35,33,2021-04-07T00:23:11Z,1900000,-31.0,10.0,1,left,S. Milton driving Layup (6 PTS),[1629003],1610612755.0,PHI,driving,,,,,,,,Milton,S. Milton,3.26,Made,6.0,,,,,,,,,,,,,,,
195,PT08M15.00S,2021-04-07T00:23:32.7Z,2,REGULAR,turnover,traveling,[],1630202,,,1610612738,35,33,2021-04-07T00:23:38Z,1910000,,,0,,P. Pritchard traveling TURNOVER (1 TO),[1630202],1610612738.0,BOS,,,,,,,202056.0,1.0,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,
196,PT08M15.00S,2021-04-07T00:23:37.0Z,2,REGULAR,substitution,out,[],203118,,,1610612755,35,33,2021-04-07T00:23:43Z,1920000,,,0,,SUB out: M. Scott,[203118],1610612755.0,PHI,,,,,,,,,Scott,M. Scott,,,,,,,,,,,,,,,,,,
197,PT08M15.00S,2021-04-07T00:23:37.0Z,2,REGULAR,substitution,in,[],201980,,,1610612755,35,33,2021-04-07T00:23:43Z,1930000,,,0,,SUB in: D. Green,[201980],1610612755.0,PHI,,,,,,,,,Green,D. Green,,,,,,,,,,,,,,,,,,
198,PT08M00.00S,2021-04-07T00:24:02.3Z,2,REGULAR,foul,personal,['2freethrow'],1628400,,,1610612755,35,33,2021-04-07T00:24:18Z,1940000,,,0,,S. Ojeleye shooting personal FOUL (1 PF) (Simmons 2 FT),"[1628400, 1627732]",1610612738.0,BOS,shooting,,,,,,202056.0,,Ojeleye,S. Ojeleye,,,,,,,,1.0,0.0,Simmons,1627732.0,,,,,,,
200,PT08M00.00S,2021-04-07T00:24:25.3Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1627732,,,1610612755,35,34,2021-04-07T00:24:25Z,1960000,,,0,,B. Simmons Free Throw 1 of 2 (5 PTS),[1627732],1610612755.0,PHI,,,,,,,,,Simmons,B. Simmons,,Made,5.0,,,,,,,,,,,,,,,
201,PT08M00.00S,2021-04-07T00:24:29.4Z,2,REGULAR,substitution,out,[],1628369,,,1610612755,35,34,2021-04-07T00:24:44Z,1970000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,,,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,
202,PT08M00.00S,2021-04-07T00:24:29.4Z,2,REGULAR,substitution,out,[],1630202,,,1610612755,35,34,2021-04-07T00:24:44Z,1980000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,,,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,
203,PT08M00.00S,2021-04-07T00:24:29.4Z,2,REGULAR,substitution,out,[],203935,,,1610612755,35,34,2021-04-07T00:24:44Z,1990000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,,,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,
204,PT08M00.00S,2021-04-07T00:24:29.4Z,2,REGULAR,substitution,in,[],1627759,,,1610612755,35,34,2021-04-07T00:24:44Z,2000000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,,,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,
205,PT08M00.00S,2021-04-07T00:24:29.4Z,2,REGULAR,substitution,in,[],202689,,,1610612755,35,34,2021-04-07T00:24:44Z,2010000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,,,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,
206,PT08M00.00S,2021-04-07T00:24:29.4Z,2,REGULAR,substitution,in,[],1629641,,,1610612755,35,34,2021-04-07T00:24:44Z,2020000,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,,,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,
207,PT08M00.00S,2021-04-07T00:24:51.6Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1627732,,,1610612755,35,35,2021-04-07T00:24:51Z,2030000,,,0,,B. Simmons Free Throw 2 of 2 (6 PTS),[1627732],1610612755.0,PHI,,,,,,,,,Simmons,B. Simmons,,Made,6.0,,,,,,,,,,,,,,,
208,PT07M47.00S,2021-04-07T00:25:10.5Z,2,REGULAR,turnover,out-of-bounds,[],1629684,,,1610612738,35,35,2021-04-07T00:25:20Z,2040000,,,0,,G. Williams bad pass out-of-bounds TURNOVER (2 TO),[1629684],1610612738.0,BOS,bad pass,,,,,,202056.0,2.0,Williams,G. Williams,,,,,,,,,,,,,,,,,,
209,PT07M26.00S,2021-04-07T00:25:34.0Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1627732,9.937582128777924,50.80422794117647,1610612755,35,35,2021-04-07T00:25:43Z,2050000,-4.0,41.0,1,left,MISS B. Simmons driving Hook,[1627732],1610612755.0,PHI,driving,,,,,,,,Simmons,B. Simmons,4.11,Missed,,,,,,,,,,,,,,,,
210,PT07M23.00S,2021-04-07T00:25:37.0Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612738,35,35,2021-04-07T00:25:43Z,2060000,,,0,,G. Williams REBOUND (Off:0 Def:2),[1629684],1610612738.0,BOS,,,,,,,,,Williams,G. Williams,,,,209.0,2.0,2.0,0.0,,,,,,,,,,,
211,PT07M12.00S,2021-04-07T00:25:48.3Z,2,REGULAR,turnover,bad pass,[],1627759,,,1610612738,35,35,2021-04-07T00:25:52Z,2070000,,,0,,J. Brown bad pass TURNOVER (3 TO),"[1627759, 2730]",1610612738.0,BOS,,,,,,,,3.0,Brown,J. Brown,,,,,,,,,,,,Howard,2730.0,,,,,
212,PT07M12.00S,2021-04-07T00:25:48.3Z,2,REGULAR,steal,,[],2730,,,1610612755,35,35,2021-04-07T00:26:25Z,2080000,,,0,,D. Howard STEAL (1 STL),[2730],1610612755.0,PHI,,,,,,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,
213,PT07M09.00S,2021-04-07T00:25:54.6Z,2,REGULAR,turnover,traveling,[],201980,,,1610612755,35,35,2021-04-07T00:25:59Z,2090000,,,0,,D. Green traveling TURNOVER (1 TO),[201980],1610612755.0,PHI,,,,,,,202056.0,1.0,Green,D. Green,,,,,,,,,,,,,,,,,,
214,PT07M09.00S,2021-04-07T00:26:07.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,35,35,2021-04-07T00:26:07Z,2100000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M09.00S,2021-04-07T00:28:37.1Z,2,REGULAR,substitution,out,[],1629684,,,1610612738,35,35,2021-04-07T00:29:12Z,2110000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,,,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,
216,PT07M09.00S,2021-04-07T00:28:37.1Z,2,REGULAR,substitution,out,[],1627788,,,1610612738,35,35,2021-04-07T00:29:12Z,2120000,,,0,,SUB out: F. Korkmaz,[1627788],1610612755.0,PHI,,,,,,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,
217,PT07M09.00S,2021-04-07T00:28:37.1Z,2,REGULAR,substitution,out,[],2730,,,1610612738,35,35,2021-04-07T00:29:12Z,2130000,,,0,,SUB out: D. Howard,[2730],1610612755.0,PHI,,,,,,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,
218,PT07M09.00S,2021-04-07T00:28:37.1Z,2,REGULAR,substitution,in,[],1628436,,,1610612738,35,35,2021-04-07T00:29:12Z,2140000,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,,,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,
219,PT07M09.00S,2021-04-07T00:28:37.1Z,2,REGULAR,substitution,in,[],203954,,,1610612738,35,35,2021-04-07T00:29:12Z,2150000,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,,,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,
220,PT07M09.00S,2021-04-07T00:28:37.1Z,2,REGULAR,substitution,in,[],203552,,,1610612738,35,35,2021-04-07T00:29:12Z,2160000,,,0,,SUB in: S. Curry,[203552],1610612755.0,PHI,,,,,,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,
221,PT07M00.00S,2021-04-07T00:29:35.4Z,2,REGULAR,turnover,out-of-bounds,[],1629641,,,1610612738,35,35,2021-04-07T00:29:41Z,2170000,,,0,,R. Langford bad pass out-of-bounds TURNOVER (1 TO),[1629641],1610612738.0,BOS,bad pass,,,,,,1146.0,1.0,Langford,R. Langford,,,,,,,,,,,,,,,,,,
222,PT06M51.00S,2021-04-07T00:29:50.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203552,18.873193166885677,43.69638480392157,1610612755,35,37,2021-04-07T00:29:56Z,2180000,32.0,125.0,1,left,S. Curry 12' turnaround fadeaway Jump Shot (2 PTS) (B. Simmons 3 AST),"[203552, 1627732]",1610612755.0,PHI,turnaround fadeaway,,,,,,,,Curry,S. Curry,12.88,Made,2.0,,,,,,,,,,,B. Simmons,1627732.0,3.0,,
224,PT06M33.00S,2021-04-07T00:30:07.4Z,2,REGULAR,2pt,Jump Shot,[],1628400,93.95532194480947,12.10171568627451,1610612738,35,37,2021-04-07T00:30:13Z,2200000,-189.0,4.0,1,right,MISS S. Ojeleye 18' Jump Shot,[1628400],1610612738.0,BOS,,,,,,,,,Ojeleye,S. Ojeleye,18.95,Missed,,,,,,,,,,,,,,,,
225,PT06M31.00S,2021-04-07T00:30:09.4Z,2,REGULAR,rebound,defensive,[],1629003,,,1610612755,35,37,2021-04-07T00:30:13Z,2210000,,,0,,S. Milton REBOUND (Off:1 Def:1),[1629003],1610612755.0,PHI,,,,,,,,,Milton,S. Milton,,,,224.0,2.0,1.0,1.0,,,,,,,,,,,
226,PT06M25.00S,2021-04-07T00:30:16.0Z,2,REGULAR,3pt,Jump Shot,[],203954,11.645860709592641,2.5199142156862746,1610612755,35,37,2021-04-07T00:30:23Z,2220000,237.0,57.0,1,left,MISS J. Embiid 24' 3PT,[203954],1610612755.0,PHI,,,,,,,,,Embiid,J. Embiid,24.41,Missed,,,,,,,,,,,,,,,,
227,PT06M23.00S,2021-04-07T00:30:18.0Z,2,REGULAR,rebound,defensive,[],1628400,,,1610612738,35,37,2021-04-07T00:30:39Z,2230000,,,0,,S. Ojeleye REBOUND (Off:0 Def:1),[1628400],1610612738.0,BOS,,,,,,,,,Ojeleye,S. Ojeleye,,,,226.0,1.0,1.0,0.0,,,,,,,,,,,
228,PT06M16.00S,2021-04-07T00:30:24.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,90.22667542706965,45.41207107843137,1610612738,37,37,2021-04-07T00:30:30Z,2240000,-23.0,39.0,1,right,J. Brown driving Layup (10 PTS),[1627759],1610612738.0,BOS,driving,,,,,,,,Brown,J. Brown,4.56,Made,10.0,,,,,,,,,,,,,,,
229,PT06M02.00S,2021-04-07T00:30:41.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203552,8.886333771353483,45.90226715686275,1610612755,37,37,2021-04-07T00:30:52Z,2250000,20.0,31.0,1,left,MISS S. Curry driving finger roll Layup - blocked,"[203552, 1628436]",1610612755.0,PHI,driving finger roll,,,,,,,,Curry,S. Curry,3.72,Missed,,,,,,,,,,,,,,,Kornet,1628436.0
230,PT06M02.00S,2021-04-07T00:30:41.9Z,2,REGULAR,block,,[],1628436,,,1610612755,37,37,2021-04-07T00:30:45Z,2260000,,,0,,L. Kornet BLOCK (2 BLK),[1628436],1610612738.0,BOS,,,,,,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,
231,PT06M00.00S,2021-04-07T00:30:43.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612755,37,37,2021-04-07T00:30:52Z,2270000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,229.0,,,,,,,,,,,,,,
232,PT06M00.00S,2021-04-07T00:30:48.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,37,37,2021-04-07T00:30:48Z,2280000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M00.00S,2021-04-07T00:30:49.4Z,2,REGULAR,substitution,out,[],1629003,,,1610612755,37,37,2021-04-07T00:30:54Z,2290000,,,0,,SUB out: S. Milton,[1629003],1610612755.0,PHI,,,,,,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,
234,PT06M00.00S,2021-04-07T00:30:49.4Z,2,REGULAR,substitution,in,[],202699,,,1610612755,37,37,2021-04-07T00:30:54Z,2300000,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,,,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,
235,PT05M50.00S,2021-04-07T00:31:06.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201980,21.632720105124836,91.49050245098039,1610612755,37,40,2021-04-07T00:31:12Z,2310000,-207.0,151.0,1,left,D. Green 25' 3PT  (6 PTS) (J. Embiid 1 AST),"[201980, 203954]",1610612755.0,PHI,,,,,,,,,Green,D. Green,25.65,Made,6.0,,,,,,,,,,,J. Embiid,203954.0,1.0,,
237,PT05M31.00S,2021-04-07T00:31:26.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628436,93.16688567674113,54.74877450980392,1610612738,37,40,2021-04-07T00:31:32Z,2330000,24.0,12.0,1,right,MISS L. Kornet driving Layup,[1628436],1610612738.0,BOS,driving,,,,,,,,Kornet,L. Kornet,2.64,Missed,,,,,,,,,,,,,,,,
238,PT05M29.00S,2021-04-07T00:31:28.7Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,37,40,2021-04-07T00:31:32Z,2340000,,,0,,T. Harris REBOUND (Off:0 Def:2),[202699],1610612755.0,PHI,,,,,,,,,Harris,T. Harris,,,,237.0,2.0,2.0,0.0,,,,,,,,,,,
239,PT05M26.00S,2021-04-07T00:31:31.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203552,27.020367936925098,10.363051470588236,1610612755,37,40,2021-04-07T00:32:33Z,2350000,198.0,201.0,1,left,MISS S. Curry 28' running 3PT,[203552],1610612755.0,PHI,running,,,,,,,,Curry,S. Curry,28.26,Missed,,,,,,,,,,,,,,,,
240,PT05M24.00S,2021-04-07T00:31:33.3Z,2,REGULAR,rebound,offensive,[],202699,,,1610612755,37,40,2021-04-07T00:31:49Z,2360000,,,0,,T. Harris REBOUND (Off:1 Def:2),[202699],1610612755.0,PHI,,,,,,,,,Harris,T. Harris,,,,239.0,3.0,2.0,1.0,,,,,,,,,,,
241,PT05M23.00S,2021-04-07T00:31:38.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,37,40,2021-04-07T00:31:38Z,2370000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT05M23.00S,2021-04-07T00:31:46.1Z,2,REGULAR,substitution,out,[],1628400,,,1610612755,37,40,2021-04-07T00:31:57Z,2380000,,,0,,SUB out: S. Ojeleye,[1628400],1610612738.0,BOS,,,,,,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,
243,PT05M23.00S,2021-04-07T00:31:46.1Z,2,REGULAR,substitution,out,[],1629641,,,1610612755,37,40,2021-04-07T00:31:57Z,2390000,,,0,,SUB out: R. Langford,[1629641],1610612738.0,BOS,,,,,,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,
244,PT05M23.00S,2021-04-07T00:31:46.1Z,2,REGULAR,substitution,in,[],203935,,,1610612755,37,40,2021-04-07T00:31:57Z,2400000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,,,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,
245,PT05M23.00S,2021-04-07T00:31:46.1Z,2,REGULAR,substitution,in,[],1628369,,,1610612755,37,40,2021-04-07T00:31:57Z,2410000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,,,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,
246,PT05M15.00S,2021-04-07T00:32:11.2Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],203954,11.957950065703022,28.02542892156863,1610612755,37,42,2021-04-07T00:32:16Z,2420000,110.0,60.0,1,left,J. Embiid 12' pullup Jump Shot (14 PTS),[203954],1610612755.0,PHI,pullup,,,,,,,,Embiid,J. Embiid,12.52,Made,14.0,,,,,,,,,,,,,,,
247,PT05M04.00S,2021-04-07T00:32:28.0Z,2,REGULAR,violation,kicked ball,[],1627732,,,1610612738,37,42,2021-04-07T00:32:33Z,2430000,,,0,,B. Simmons kicked ball VIOLATION,[1627732],1610612755.0,PHI,,,,,,,1146.0,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,
248,PT05M01.00S,2021-04-07T00:32:39.8Z,2,REGULAR,3pt,Jump Shot,[],1628436,64.60249671484888,64.77481617647058,1610612738,37,42,2021-04-07T00:32:46Z,2440000,74.0,280.0,1,right,MISS L. Kornet 28' 3PT,[1628436],1610612738.0,BOS,,,,,,,,,Kornet,L. Kornet,28.98,Missed,,,,,,,,,,,,,,,,
249,PT04M59.00S,2021-04-07T00:32:41.8Z,2,REGULAR,rebound,defensive,[],203552,,,1610612755,37,42,2021-04-07T00:32:46Z,2450000,,,0,,S. Curry REBOUND (Off:0 Def:1),[203552],1610612755.0,PHI,,,,,,,,,Curry,S. Curry,,,,248.0,1.0,1.0,0.0,,,,,,,,,,,
250,PT04M42.00S,2021-04-07T00:32:58.3Z,2,REGULAR,3pt,Jump Shot,[],201980,32.53942181340342,56.93167892156863,1610612755,37,45,2021-04-07T00:33:02Z,2460000,-35.0,253.0,1,left,D. Green 25' 3PT  (9 PTS) (S. Curry 1 AST),"[201980, 203552]",1610612755.0,PHI,,,,,,,,,Green,D. Green,25.58,Made,9.0,,,,,,,,,,,S. Curry,203552.0,1.0,,
252,PT04M26.00S,2021-04-07T00:33:17.6Z,2,REGULAR,foul,personal,[],203552,,,1610612738,37,45,2021-04-07T00:33:24Z,2480000,,,0,,S. Curry personal FOUL (2 PF),"[203552, 202689]",1610612755.0,PHI,,,,,,,202049.0,,Curry,S. Curry,,,,,,,,2.0,0.0,Walker,202689.0,,,,,,,
254,PT04M19.00S,2021-04-07T00:33:40.4Z,2,REGULAR,3pt,Jump Shot,[],1628369,66.83639947437582,73.59834558823529,1610612738,37,45,2021-04-07T00:33:50Z,2500000,118.0,259.0,1,right,MISS J. Tatum 28' 3PT,[1628369],1610612738.0,BOS,,,,,,,,,Tatum,J. Tatum,28.48,Missed,,,,,,,,,,,,,,,,
255,PT04M16.00S,2021-04-07T00:33:43.4Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,37,45,2021-04-07T00:33:50Z,2510000,,,0,,T. Harris REBOUND (Off:1 Def:3),[202699],1610612755.0,PHI,,,,,,,,,Harris,T. Harris,,,,254.0,4.0,3.0,1.0,,,,,,,,,,,
257,PT03M56.00S,2021-04-07T00:34:03.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],202699,6.783837056504599,61.09834558823529,1610612755,37,45,2021-04-07T00:34:22Z,2520000,-55.0,11.0,1,left,MISS T. Harris DUNK - blocked,"[202699, 1627759]",1610612755.0,PHI,,,,,,,,,Harris,T. Harris,5.66,Missed,,,,,,,,,,,,,,,Brown,1627759.0
260,PT03M56.00S,2021-04-07T00:34:03.8Z,2,REGULAR,block,,[],1627759,,,1610612755,37,45,2021-04-07T00:34:22Z,2525000,,,0,,J. Brown BLOCK (1 BLK),[1627759],1610612738.0,BOS,,,,,,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,
258,PT03M55.00S,2021-04-07T00:34:04.8Z,2,REGULAR,rebound,offensive,[],202699,,,1610612755,37,45,2021-04-07T00:34:22Z,2530000,,,0,,T. Harris REBOUND (Off:2 Def:3),[202699],1610612755.0,PHI,,,,,,,,,Harris,T. Harris,,,,257.0,5.0,3.0,2.0,,,,,,,,,,,
259,PT03M54.00S,2021-04-07T00:34:09.2Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202699,5.590000152587891,50.0,1610612755,37,47,2021-04-07T00:34:37Z,2540000,0.0,0.0,1,left,T. Harris tip Layup (4 PTS),[202699],1610612755.0,PHI,tip,,,,,,,,Harris,T. Harris,0.0,Made,4.0,,,,,,,,,,,,,,,
261,PT03M40.00S,2021-04-07T00:34:22.7Z,2,REGULAR,turnover,traveling,[],203935,,,1610612738,37,47,2021-04-07T00:34:29Z,2550000,,,0,,M. Smart traveling TURNOVER (4 TO),[203935],1610612738.0,BOS,,,,,,,202056.0,4.0,Smart,M. Smart,,,,,,,,,,,,,,,,,,
262,PT03M28.00S,2021-04-07T00:34:40.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201980,18.74178712220762,3.7454044117647056,1610612755,37,50,2021-04-07T00:34:45Z,2560000,231.0,124.0,1,left,D. Green 26' 3PT  (12 PTS) (T. Harris 1 AST),"[201980, 202699]",1610612755.0,PHI,,,,,,,,,Green,D. Green,26.23,Made,12.0,,,,,,,,,,,T. Harris,202699.0,1.0,,
264,PT03M26.00S,2021-04-07T00:34:50.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,37,50,2021-04-07T00:34:50Z,2580000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT03M23.00S,2021-04-07T00:38:19.0Z,2,REGULAR,turnover,lost ball,[],203935,,,1610612738,37,50,2021-04-07T00:38:26Z,2590000,,,0,,M. Smart lost ball TURNOVER (5 TO),"[203935, 201980]",1610612738.0,BOS,,,,,,,,5.0,Smart,M. Smart,,,,,,,,,,,,Green,201980.0,,,,,
266,PT03M23.00S,2021-04-07T00:38:19.0Z,2,REGULAR,steal,,[],201980,,,1610612755,37,50,2021-04-07T00:38:22Z,2600000,,,0,,D. Green STEAL (1 STL),[201980],1610612755.0,PHI,,,,,,,,,Green,D. Green,,,,,,,,,,,,,,,,,,
267,PT03M17.00S,2021-04-07T00:38:23.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201980,7.703679369250986,52.029718137254896,1610612755,37,52,2021-04-07T00:38:29Z,2610000,-10.0,20.0,1,left,D. Green Layup (14 PTS),[201980],1610612755.0,PHI,,,,,,,,,Green,D. Green,2.23,Made,14.0,,,,,,,,,,,,,,,
268,PT03M13.00S,2021-04-07T00:38:32.0Z,2,REGULAR,foul,personal,['2freethrow'],201980,,,1610612738,37,52,2021-04-07T00:38:45Z,2620000,,,0,,D. Green shooting personal FOUL (3 PF) (Smart 2 FT),"[201980, 203935]",1610612755.0,PHI,shooting,,,,,,1146.0,,Green,D. Green,,,,,,,,3.0,0.0,Smart,203935.0,,,,,,,
270,PT03M13.00S,2021-04-07T00:38:56.2Z,2,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,38,52,2021-04-07T00:39:29Z,2640000,,,0,,M. Smart Free Throw 1 of 2 (6 PTS),[203935],1610612738.0,BOS,,,,,,,,,Smart,M. Smart,,Made,6.0,,,,,,,,,,,,,,,
271,PT03M13.00S,2021-04-07T00:38:57.5Z,2,REGULAR,substitution,out,[],1628436,,,1610612738,38,52,2021-04-07T00:39:10Z,2650000,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,,,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,
272,PT03M13.00S,2021-04-07T00:38:57.5Z,2,REGULAR,substitution,out,[],201980,,,1610612738,38,52,2021-04-07T00:39:10Z,2660000,,,0,,SUB out: D. Green,[201980],1610612755.0,PHI,,,,,,,,,Green,D. Green,,,,,,,,,,,,,,,,,,
273,PT03M13.00S,2021-04-07T00:38:57.5Z,2,REGULAR,substitution,in,[],1629605,,,1610612738,38,52,2021-04-07T00:39:10Z,2670000,,,0,,SUB in: T. Fall,[1629605],1610612738.0,BOS,,,,,,,,,Fall,T. Fall,,,,,,,,,,,,,,,,,,
